date,CRE
2020-06-24,5.81607
2020-06-25,6.69914
2020-06-26,6.48599
2020-06-27,3.63885
2020-06-28,3.07551
2020-06-29,5.66382
2020-06-30,7.26248
2020-07-01,7.38428
2020-07-02,6.44031
2020-07-03,6.68392
2020-07-04,4.65895
2020-07-05,3.7911
2020-07-06,6.25761
2020-07-07,6.44031
2020-07-08,6.9732
2020-07-09,6.88185
2020-07-10,5.7095
2020-07-11,4.00426
2020-07-12,3.21254
2020-07-13,6.83617
2020-07-14,7.07978
2020-07-15,6.57734
2020-07-16,6.15103
2020-07-17,6.47076
2020-07-18,4.27831
2020-07-19,3.34957
2020-07-20,6.83617
2020-07-21,6.65347
2020-07-22,5.29841
2020-07-23,6.82095
2020-07-24,6.66869
2020-07-25,4.21741
2020-07-26,3.88246
2020-07-27,6.36419
2020-07-28,7.71924
2020-07-29,7.26248
2020-07-30,6.8514
2020-07-31,5.69427
2020-08-01,3.44092
2020-08-02,2.84713
2020-08-03,6.36419
2020-08-04,6.19671
2020-08-05,6.19671
2020-08-06,5.84652
2020-08-07,6.69914
2020-08-08,4.14129
2020-08-09,3.44092
2020-08-10,6.16626
2020-08-11,7.61266
2020-08-12,6.68392
2020-08-13,7.97807
2020-08-14,6.18148
2020-08-15,4.00426
2020-08-16,3.09074
2020-08-17,4.55237
2020-08-18,7.20158
2020-08-19,7.30816
2020-08-20,7.14068
2020-08-21,6.18148
2020-08-22,3.82155
2020-08-23,3.56272
2020-08-24,5.86175
2020-08-25,6.62302
2020-08-26,7.30816
2020-08-27,6.42509
2020-08-28,7.01887
2020-08-29,3.65408
2020-08-30,3.06029
2020-08-31,6.34896
2020-09-01,6.88185
2020-09-02,6.72959
2020-09-03,6.80572
2020-09-04,6.04445
2020-09-05,4.50669
2020-09-06,3.01461
2020-09-07,6.92752
2020-09-08,7.53654
2020-09-09,6.71437
2020-09-10,7.56699
2020-09-11,6.79049
2020-09-12,3.4257
2020-09-13,2.92326
2020-09-14,6.63824
2020-09-15,6.37941
2020-09-16,6.77527
2020-09-17,7.39951
2020-09-18,6.76004
2020-09-19,3.77588
2020-09-20,2.80146
2020-09-21,5.7095
2020-09-22,6.53166
2020-09-23,7.61266
2020-09-24,7.39951
2020-09-25,6.51644
2020-09-26,3.30389
2020-09-27,3.10596
2020-09-28,5.75517
2020-09-29,4.76552
2020-09-30,3.4866
2020-10-01,3.02984
2020-10-02,2.45127
2020-10-03,2.67965
2020-10-04,2.90803
2020-10-05,6.34896
2020-10-06,6.57734
2020-10-07,6.42509
2020-10-08,7.29293
2020-10-09,3.6693
2020-10-10,3.50182
2020-10-11,3.28867
2020-10-12,6.36419
2020-10-13,7.67356
2020-10-14,7.11023
2020-10-15,7.11023
2020-10-16,7.29293
2020-10-17,4.00426
2020-10-18,2.95371
2020-10-19,7.01887
2020-10-20,6.45554
2020-10-21,6.86662
2020-10-22,7.26248
2020-10-23,5.51157
2020-10-24,3.51705
2020-10-25,3.19732
2020-10-26,6.37941
2020-10-27,6.39464
2020-10-28,6.57734
2020-10-29,5.9531
2020-10-30,5.81607
2020-10-31,3.36479
2020-11-01,2.95371
2020-11-02,6.15103
2020-11-03,6.68392
2020-11-04,6.27283
2020-11-05,6.65347
2020-11-06,6.28806
2020-11-07,3.33434
2020-11-08,3.24299
2020-11-09,6.56211
2020-11-10,6.76004
2020-11-11,6.54689
2020-11-12,6.72959
2020-11-13,6.76004
2020-11-14,4.33922
2020-11-15,3.02984
2020-11-16,5.45066
2020-11-17,5.92265
2020-11-18,6.45554
2020-11-19,5.93788
2020-11-20,5.19183
2020-11-21,3.25822
2020-11-22,3.24299
2020-11-23,6.04445
2020-11-24,6.22716
2020-11-25,5.80085
2020-11-26,5.73995
2020-11-27,4.78075
2020-11-28,3.4866
2020-11-29,3.22777
2020-11-30,5.46589
2020-12-01,5.7095
2020-12-02,6.22716
2020-12-03,6.88185
2020-12-04,5.92265
2020-12-05,3.98903
2020-12-06,2.78623
2020-12-07,4.82643
2020-12-08,6.65347
2020-12-09,7.82582
2020-12-10,7.35383
2020-12-11,6.014
2020-12-12,3.56272
2020-12-13,2.93848
2020-12-14,4.94823
2020-12-15,5.9531
2020-12-16,6.37941
2020-12-17,5.28319
2020-12-18,5.34409
2020-12-19,3.21254
2020-12-20,2.96894
2020-12-21,4.43057
2020-12-22,5.34409
2020-12-23,4.55237
2020-12-24,4.20219
2020-12-25,2.19244
2020-12-26,3.10596
2020-12-27,2.60353
2020-12-28,4.88733
2020-12-29,4.84165
2020-12-30,4.06516
2020-12-31,3.83678
2021-01-01,2.32947
2021-01-02,3.02984
2021-01-03,2.22289
2021-01-04,5.28319
2021-01-05,6.77527
2021-01-06,5.19183
2021-01-07,5.31364
2021-01-08,4.40012
2021-01-09,3.04506
2021-01-10,2.5274
2021-01-11,5.00913
2021-01-12,4.49147
2021-01-13,5.00913
2021-01-14,5.11571
2021-01-15,4.64372
2021-01-16,3.09074
2021-01-17,2.63398
2021-01-18,4.67417
2021-01-19,5.96833
2021-01-20,5.37454
2021-01-21,5.32886
2021-01-22,4.52192
2021-01-23,2.98416
2021-01-24,2.14677
2021-01-25,4.7503
2021-01-26,5.31364
2021-01-27,5.32886
2021-01-28,5.61814
2021-01-29,5.48112
2021-01-30,3.6693
2021-01-31,2.55785
2021-02-01,4.53714
2021-02-02,4.97868
2021-02-03,5.26796
2021-02-04,5.26796
2021-02-05,4.47624
2021-02-06,2.78623
2021-02-07,2.43605
2021-02-08,4.01948
2021-02-09,4.43057
2021-02-10,3.91291
2021-02-11,2.55785
2021-02-12,2.51218
2021-02-13,1.91839
2021-02-14,2.04019
2021-02-15,4.78075
2021-02-16,5.02436
2021-02-17,5.81607
2021-02-18,4.8112
2021-02-19,4.96345
2021-02-20,3.04506
2021-02-21,2.42082
2021-02-22,5.69427
2021-02-23,5.10048
2021-02-24,5.43544
2021-02-25,5.17661
2021-02-26,4.53714
2021-02-27,3.09074
2021-02-28,2.45127
2021-03-01,2.7101
2021-03-02,5.78562
2021-03-03,5.7704
2021-03-04,5.75517
2021-03-05,5.32886
2021-03-06,3.852
2021-03-07,3.15164
2021-03-08,6.28806
2021-03-09,5.9531
2021-03-10,6.18148
2021-03-11,6.10535
2021-03-12,5.49634
2021-03-13,3.53227
2021-03-14,3.18209
2021-03-15,6.28806
2021-03-16,6.48599
2021-03-17,6.79049
2021-03-18,6.77527
2021-03-19,6.62302
2021-03-20,3.50182
2021-03-21,3.6693
2021-03-22,6.12058
2021-03-23,6.60779
2021-03-24,5.99878
2021-03-25,6.92752
2021-03-26,6.16626
2021-03-27,4.11084
2021-03-28,3.19732
2021-03-29,6.68392
2021-03-30,6.014
2021-03-31,6.16626
2021-04-01,5.87697
2021-04-02,7.01887
2021-04-03,3.71498
2021-04-04,3.6693
2021-04-05,6.0749
2021-04-06,6.77527
2021-04-07,6.79049
2021-04-08,6.72959
2021-04-09,6.68392
2021-04-10,4.44579
2021-04-11,3.63885
2021-04-12,6.40986
2021-04-13,6.47076
2021-04-14,6.37941
2021-04-15,7.01887
2021-04-16,6.10535
2021-04-17,4.33922
2021-04-18,4.04993
2021-04-19,7.04933
2021-04-20,7.79537
2021-04-21,7.79537
2021-04-22,6.1358
2021-04-23,6.25761
2021-04-24,4.38489
2021-04-25,3.57795
2021-04-26,5.69427
2021-04-27,6.86662
2021-04-28,6.95797
2021-04-29,6.77527
2021-04-30,5.63337
2021-05-01,3.44092
2021-05-02,2.90803
2021-05-03,5.61814
2021-05-04,6.65347
2021-05-05,3.7911
2021-05-06,6.014
2021-05-07,6.10535
2021-05-08,4.58282
2021-05-09,3.80633
2021-05-10,7.49086
2021-05-11,6.86662
2021-05-12,7.23203
2021-05-13,6.56211
2021-05-14,5.99878
2021-05-15,3.71498
2021-05-16,3.45615
2021-05-17,6.9732
2021-05-18,7.61266
2021-05-19,4.06516
2021-05-20,6.36419
2021-05-21,5.64859
2021-05-22,3.94336
2021-05-23,3.24299
2021-05-24,6.27283
2021-05-25,5.8922
2021-05-26,6.57734
2021-05-27,7.47563
2021-05-28,6.19671
2021-05-29,4.30876
2021-05-30,3.33434
2021-05-31,6.22716
2021-06-01,6.92752
2021-06-02,6.57734
2021-06-03,7.01887
2021-06-04,5.9531
2021-06-05,4.40012
2021-06-06,3.04506
2021-06-07,6.65347
2021-06-08,6.60779
2021-06-09,7.35383
2021-06-10,6.39464
2021-06-11,6.25761
2021-06-12,4.96345
2021-06-13,3.31912
2021-06-14,7.11023
2021-06-15,7.78014
2021-06-16,7.14068
2021-06-17,6.12058
2021-06-18,6.02923
2021-06-19,3.65408
2021-06-20,2.96894
2021-06-21,5.75517
2021-06-22,6.71437
2021-06-23,6.0749
2021-06-24,6.31851
2021-06-25,6.39464
2021-06-26,3.68453
2021-06-27,3.5475
2021-06-28,6.98842
2021-06-29,7.06455
2021-06-30,6.47076
2021-07-01,7.11023
2021-07-02,7.14068
2021-07-03,4.47624
2021-07-04,3.76065
2021-07-05,7.24725
2021-07-06,7.96285
2021-07-07,7.07978
2021-07-08,6.76004
2021-07-09,6.24238
2021-07-10,3.76065
2021-07-11,3.47137
2021-07-12,6.36419
2021-07-13,7.59744
2021-07-14,6.56211
2021-07-15,6.47076
2021-07-16,5.81607
2021-07-17,3.45615
2021-07-18,2.86236
2021-07-19,6.62302
2021-07-20,6.9123
2021-07-21,8.55663
2021-07-22,6.60779
2021-07-23,6.62302
2021-07-24,4.18696
2021-07-25,3.12119
2021-07-26,5.80085
2021-07-27,6.50121
2021-07-28,6.21193
2021-07-29,6.04445
2021-07-30,5.13093
2021-07-31,3.68453
2021-08-01,2.7101
2021-08-02,6.16626
2021-08-03,6.66869
2021-08-04,6.31851
2021-08-05,7.29293
2021-08-06,6.51644
2021-08-07,4.08038
2021-08-08,4.44579
2021-08-09,7.14068
2021-08-10,6.10535
2021-08-11,7.81059
2021-08-12,6.79049
2021-08-13,6.45554
2021-08-14,4.35444
2021-08-15,3.47137
2021-08-16,4.94823
2021-08-17,7.59744
2021-08-18,7.85627
2021-08-19,8.22168
2021-08-20,7.46041
2021-08-21,4.30876
2021-08-22,3.27344
2021-08-23,6.19671
2021-08-24,7.50609
2021-08-25,6.27283
2021-08-26,6.92752
2021-08-27,6.30328
2021-08-28,3.77588
2021-08-29,2.72533
2021-08-30,5.78562
2021-08-31,6.65347
2021-09-01,6.83617
2021-09-02,7.29293
2021-09-03,7.20158
2021-09-04,4.36967
2021-09-05,3.10596
2021-09-06,6.19671
2021-09-07,6.34896
2021-09-08,7.14068
2021-09-09,6.8514
2021-09-10,6.09013
2021-09-11,3.88246
2021-09-12,3.28867
2021-09-13,6.27283
2021-09-14,6.8514
2021-09-15,6.33373
2021-09-16,7.01887
2021-09-17,6.12058
2021-09-18,2.80146
2021-09-19,2.84713
2021-09-20,2.81668
2021-09-21,3.21254
2021-09-22,3.86723
2021-09-23,6.21193
2021-09-24,6.21193
2021-09-25,3.74543
2021-09-26,3.12119
2021-09-27,6.88185
2021-09-28,7.90194
2021-09-29,7.1559
2021-09-30,7.00365
2021-10-01,6.16626
2021-10-02,4.06516
2021-10-03,3.09074
2021-10-04,5.23751
2021-10-05,8.38915
2021-10-06,6.89707
2021-10-07,6.71437
2021-10-08,6.9732
2021-10-09,3.7302
2021-10-10,3.41047
2021-10-11,4.6894
2021-10-12,8.26735
2021-10-13,7.84104
2021-10-14,6.79049
2021-10-15,6.19671
2021-10-16,4.71985
2021-10-17,2.96894
2021-10-18,7.23203
2021-10-19,6.57734
2021-10-20,6.04445
2021-10-21,6.68392
2021-10-22,6.44031
2021-10-23,3.69975
2021-10-24,2.99939
2021-10-25,6.34896
2021-10-26,6.02923
2021-10-27,6.37941
2021-10-28,6.15103
2021-10-29,5.49634
2021-10-30,3.91291
2021-10-31,3.21254
2021-11-01,5.75517
2021-11-02,6.19671
2021-11-03,5.51157
2021-11-04,6.05968
2021-11-05,6.59257
2021-11-06,3.15164
2021-11-07,2.67965
2021-11-08,5.92265
2021-11-09,6.18148
2021-11-10,6.19671
2021-11-11,5.9531
2021-11-12,5.7704
2021-11-13,3.33434
2021-11-14,3.15164
2021-11-15,5.90742
2021-11-16,5.7704
2021-11-17,6.53166
2021-11-18,6.04445
2021-11-19,5.84652
2021-11-20,3.5475
2021-11-21,3.22777
2021-11-22,5.25274
2021-11-23,5.51157
2021-11-24,5.87697
2021-11-25,5.7704
2021-11-26,5.16138
2021-11-27,2.86236
2021-11-28,3.28867
2021-11-29,5.31364
2021-11-30,6.10535
2021-12-01,6.47076
2021-12-02,4.8112
2021-12-03,5.42021
2021-12-04,3.56272
2021-12-05,3.01461
2021-12-06,5.7704
2021-12-07,6.16626
2021-12-08,5.45066
2021-12-09,5.84652
2021-12-10,5.03958
2021-12-11,3.5475
2021-12-12,2.92326
2021-12-13,5.31364
2021-12-14,5.20706
2021-12-15,5.11571
2021-12-16,4.933
2021-12-17,4.96345
2021-12-18,3.24299
2021-12-19,2.37515
2021-12-20,5.7704
2021-12-21,6.18148
2021-12-22,4.97868
2021-12-23,5.05481
2021-12-24,4.46102
2021-12-25,2.31425
2021-12-26,2.32947
2021-12-27,4.76552
2021-12-28,5.46589
2021-12-29,5.03958
2021-12-30,4.88733
2021-12-31,4.90255
2022-01-01,2.10109
2022-01-02,2.19244
2022-01-03,5.16138
2022-01-04,5.31364
2022-01-05,5.69427
2022-01-06,5.28319
2022-01-07,5.67904
2022-01-08,2.81668
2022-01-09,2.49695
2022-01-10,6.05968
2022-01-11,6.24238
2022-01-12,6.39464
2022-01-13,5.51157
2022-01-14,5.32886
2022-01-15,3.34957
2022-01-16,2.98416
2022-01-17,5.67904
2022-01-18,5.64859
2022-01-19,5.87697
2022-01-20,5.98355
2022-01-21,5.13093
2022-01-22,3.34957
2022-01-23,2.57308
2022-01-24,5.13093
2022-01-25,5.10048
2022-01-26,5.34409
2022-01-27,5.02436
2022-01-28,4.84165
2022-01-29,3.18209
2022-01-30,2.14677
2022-01-31,1.64433
2022-02-01,1.85749
2022-02-02,2.10109
2022-02-03,3.95858
2022-02-04,4.8721
2022-02-05,3.38002
2022-02-06,2.83191
2022-02-07,4.6894
2022-02-08,5.80085
2022-02-09,5.10048
2022-02-10,5.17661
2022-02-11,5.92265
2022-02-12,2.92326
2022-02-13,2.60353
2022-02-14,5.35931
2022-02-15,5.64859
2022-02-16,4.97868
2022-02-17,5.48112
2022-02-18,5.64859
2022-02-19,3.01461
2022-02-20,2.80146
2022-02-21,4.17174
2022-02-22,4.85688
2022-02-23,4.8112
2022-02-24,4.61327
2022-02-25,5.03958
2022-02-26,3.36479
2022-02-27,2.35992
2022-02-28,4.55237
2022-03-01,3.06029
2022-03-02,4.97868
2022-03-03,4.8721
2022-03-04,5.02436
2022-03-05,2.89281
2022-03-06,2.95371
2022-03-07,5.93788
2022-03-08,5.43544
2022-03-09,3.18209
2022-03-10,5.02436
2022-03-11,6.22716
2022-03-12,3.71498
2022-03-13,3.07551
2022-03-14,4.76552
2022-03-15,5.37454
2022-03-16,6.77527
2022-03-17,5.54202
2022-03-18,5.03958
2022-03-19,3.6084
2022-03-20,2.6492
2022-03-21,5.28319
2022-03-22,6.10535
2022-03-23,5.93788
2022-03-24,5.69427
2022-03-25,5.10048
2022-03-26,3.36479
2022-03-27,3.02984
2022-03-28,5.54202
2022-03-29,6.12058
2022-03-30,5.93788
2022-03-31,5.43544
2022-04-01,6.04445
2022-04-02,4.24786
2022-04-03,4.97868
2022-04-04,8.03897
2022-04-05,5.81607
2022-04-06,6.83617
2022-04-07,6.47076
2022-04-08,5.78562
2022-04-09,3.28867
2022-04-10,3.30389
2022-04-11,5.92265
2022-04-12,5.99878
2022-04-13,7.17113
2022-04-14,6.56211
2022-04-15,6.02923
2022-04-16,4.17174
2022-04-17,4.12606
2022-04-18,6.21193
2022-04-19,7.58221
2022-04-20,7.70401
2022-04-21,7.27771
2022-04-22,6.89707
2022-04-23,3.74543
2022-04-24,4.08038
2022-04-25,7.07978
2022-04-26,8.06942
2022-04-27,7.30816
2022-04-28,7.2168
2022-04-29,6.31851
2022-04-30,4.49147
2022-05-01,4.12606
2022-05-02,6.98842
2022-05-03,7.73447
2022-05-04,7.62789
2022-05-05,3.74543
2022-05-06,5.84652
2022-05-07,4.11084
2022-05-08,3.7302
2022-05-09,7.20158
2022-05-10,7.67356
2022-05-11,7.00365
2022-05-12,7.62789
2022-05-13,7.67356
2022-05-14,3.82155
2022-05-15,3.77588
2022-05-16,7.53654
2022-05-17,7.70401
2022-05-18,8.2369
2022-05-19,8.00852
2022-05-20,7.82582
2022-05-21,4.23264
2022-05-22,3.57795
2022-05-23,7.06455
2022-05-24,8.13032
2022-05-25,7.59744
2022-05-26,7.68879
2022-05-27,7.18635
2022-05-28,4.11084
2022-05-29,3.38002
2022-05-30,6.89707
2022-05-31,6.60779
2022-06-01,4.55237
2022-06-02,6.8514
2022-06-03,7.33861
2022-06-04,4.41534
2022-06-05,4.11084
2022-06-06,3.50182
2022-06-07,7.30816
2022-06-08,8.92204
2022-06-09,7.68879
2022-06-10,7.94762
2022-06-11,4.88733
2022-06-12,4.18696
2022-06-13,8.41961
2022-06-14,8.19123
2022-06-15,7.29293
2022-06-16,7.84104
2022-06-17,7.32338
2022-06-18,3.76065
2022-06-19,3.41047
2022-06-20,6.51644
2022-06-21,7.90194
2022-06-22,7.85627
2022-06-23,7.23203
2022-06-24,6.88185
2022-06-25,4.85688
2022-06-26,3.45615
2022-06-27,8.19123
2022-06-28,8.61753
2022-06-29,8.70889
2022-06-30,8.46528
2022-07-01,7.38428
2022-07-02,4.65895
2022-07-03,4.11084
2022-07-04,7.47563
2022-07-05,7.46041
2022-07-06,7.30816
2022-07-07,7.20158
2022-07-08,7.53654
2022-07-09,3.68453
2022-07-10,3.80633
2022-07-11,7.74969
2022-07-12,8.70889
2022-07-13,7.095
2022-07-14,8.3587
2022-07-15,8.2978
2022-07-16,3.53227
2022-07-17,3.27344
2022-07-18,8.32825
2022-07-19,8.40438
2022-07-20,8.80024
2022-07-21,7.39951
2022-07-22,7.49086
2022-07-23,4.79598
2022-07-24,3.50182
2022-07-25,7.93239
2022-07-26,7.94762
2022-07-27,8.09987
2022-07-28,7.23203
2022-07-29,7.07978
2022-07-30,4.06516
2022-07-31,3.24299
2022-08-01,7.39951
2022-08-02,7.42996
2022-08-03,7.70401
2022-08-04,6.98842
2022-08-05,7.2168
2022-08-06,5.20706
2022-08-07,3.852
2022-08-08,8.76979
2022-08-09,8.58708
2022-08-10,7.01887
2022-08-11,8.14555
2022-08-12,7.23203
2022-08-13,4.36967
2022-08-14,3.80633
2022-08-15,3.56272
2022-08-16,8.22168
2022-08-17,8.25213
2022-08-18,7.11023
2022-08-19,7.04933
2022-08-20,3.59317
2022-08-21,3.88246
2022-08-22,9.40925
2022-08-23,7.38428
2022-08-24,7.49086
2022-08-25,8.75456
2022-08-26,7.38428
2022-08-27,4.06516
2022-08-28,3.88246
2022-08-29,6.77527
2022-08-30,7.39951
2022-08-31,7.53654
2022-09-01,7.07978
2022-09-02,6.05968
2022-09-03,4.35444
2022-09-04,3.4866
2022-09-05,6.68392
2022-09-06,7.00365
2022-09-07,7.87149
2022-09-08,7.62789
2022-09-09,3.45615
2022-09-10,2.77101
2022-09-11,3.19732
2022-09-12,3.6084
2022-09-13,8.14555
2022-09-14,8.46528
2022-09-15,7.68879
2022-09-16,8.43483
2022-09-17,4.933
2022-09-18,3.852
2022-09-19,7.90194
2022-09-20,8.0542
2022-09-21,8.09987
2022-09-22,7.58221
2022-09-23,7.90194
2022-09-24,4.23264
2022-09-25,4.24786
2022-09-26,8.93727
2022-09-27,8.3587
2022-09-28,8.58708
2022-09-29,7.84104
2022-09-30,7.35383
2022-10-01,4.17174
2022-10-02,4.09561
2022-10-03,3.36479
2022-10-04,7.39951
2022-10-05,7.76492
2022-10-06,7.49086
2022-10-07,7.39951
2022-10-08,4.78075
2022-10-09,3.36479
2022-10-10,4.06516
2022-10-11,8.08465
2022-10-12,7.07978
2022-10-13,7.91717
2022-10-14,8.58708
2022-10-15,4.18696
2022-10-16,3.30389
2022-10-17,6.94275
2022-10-18,9.78989
2022-10-19,7.36906
2022-10-20,7.32338
2022-10-21,6.60779
2022-10-22,4.32399
2022-10-23,3.18209
2022-10-24,7.17113
2022-10-25,7.82582
2022-10-26,7.58221
2022-10-27,7.18635
2022-10-28,7.82582
2022-10-29,3.76065
2022-10-30,2.87758
2022-10-31,7.73447
2022-11-01,7.64311
2022-11-02,7.59744
2022-11-03,7.64311
2022-11-04,6.69914
2022-11-05,4.61327
2022-11-06,4.14129
2022-11-07,7.81059
2022-11-08,7.35383
2022-11-09,7.2168
2022-11-10,8.46528
2022-11-11,6.53166
2022-11-12,3.94336
2022-11-13,4.6285
2022-11-14,7.44518
2022-11-15,10.32277
2022-11-16,8.0542
2022-11-17,7.70401
2022-11-18,7.00365
2022-11-19,4.6285
2022-11-20,2.96894
2022-11-21,7.41473
2022-11-22,7.76492
2022-11-23,7.24725
2022-11-24,7.58221
2022-11-25,6.47076
2022-11-26,4.32399
2022-11-27,3.74543
2022-11-28,6.42509
2022-11-29,7.14068
2022-11-30,7.39951
2022-12-01,7.47563
2022-12-02,7.06455
2022-12-03,3.77588
2022-12-04,3.15164
2022-12-05,6.48599
2022-12-06,7.29293
2022-12-07,8.58708
2022-12-08,7.71924
2022-12-09,6.37941
2022-12-10,3.92813
2022-12-11,3.45615
2022-12-12,6.02923
2022-12-13,6.98842
2022-12-14,7.00365
2022-12-15,7.01887
2022-12-16,6.65347
2022-12-17,3.7911
2022-12-18,2.96894
2022-12-19,6.0749
2022-12-20,6.16626
2022-12-21,6.24238
2022-12-22,6.37941
2022-12-23,5.96833
2022-12-24,2.87758
2022-12-25,2.08587
2022-12-26,5.67904
2022-12-27,6.77527
2022-12-28,6.1358
2022-12-29,5.84652
2022-12-30,5.67904
2022-12-31,2.72533
2023-01-01,2.77101
2023-01-02,5.90742
2023-01-03,7.17113
2023-01-04,6.80572
2023-01-05,6.95797
2023-01-06,6.12058
2023-01-07,3.50182
2023-01-08,3.24299
2023-01-09,12.5609
2023-01-10,9.34835
2023-01-11,8.14555
2023-01-12,8.1151
2023-01-13,7.33861
2023-01-14,4.11084
2023-01-15,3.41047
2023-01-16,7.14068
2023-01-17,7.58221
2023-01-18,7.36906
2023-01-19,6.95797
2023-01-20,5.73995
2023-01-21,2.60353
2023-01-22,2.66443
2023-01-23,2.45127
2023-01-24,2.80146
2023-01-25,7.14068
2023-01-26,7.24725
2023-01-27,6.65347
2023-01-28,3.80633
2023-01-29,3.38002
2023-01-30,6.8514
2023-01-31,7.27771
2023-02-01,7.1559
2023-02-02,8.00852
2023-02-03,8.02375
2023-02-04,3.88246
2023-02-05,2.43605
2023-02-06,6.8514
2023-02-07,7.47563
2023-02-08,7.41473
2023-02-09,8.46528
2023-02-10,11.5408
2023-02-11,4.00426
2023-02-12,2.66443
2023-02-13,7.39951
2023-02-14,7.85627
2023-02-15,6.51644
2023-02-16,7.0341
2023-02-17,6.37941
2023-02-18,4.23264
2023-02-19,3.36479
2023-02-20,7.01887
2023-02-21,8.37393
2023-02-22,100.0
2023-02-23,29.61327
2023-02-24,11.08404
2023-02-25,7.90194
2023-02-26,6.63824
2023-02-27,8.2978
2023-02-28,7.59744
2023-03-01,5.46589
2023-03-02,6.80572
2023-03-03,6.18148
2023-03-04,3.13641
2023-03-05,2.95371
2023-03-06,8.38915
2023-03-07,7.39951
2023-03-08,6.21193
2023-03-09,6.86662
2023-03-10,5.87697
2023-03-11,2.67965
2023-03-12,2.6492
2023-03-13,6.89707
2023-03-14,6.9123
2023-03-15,7.18635
2023-03-16,6.71437
2023-03-17,5.57247
2023-03-18,3.16686
2023-03-19,3.09074
2023-03-20,6.74482
2023-03-21,6.48599
2023-03-22,7.81059
2023-03-23,7.29293
2023-03-24,7.23203
2023-03-25,3.24299
2023-03-26,3.53227
2023-03-27,8.13032
2023-03-28,7.61266
2023-03-29,6.98842
2023-03-30,6.21193
2023-03-31,5.90742
2023-04-01,3.4257
2023-04-02,2.22289
2023-04-03,6.19671
2023-04-04,6.34896
2023-04-05,6.74482
2023-04-06,5.49634
2023-04-07,5.60292
2023-04-08,3.5475
2023-04-09,3.18209
2023-04-10,6.94275
2023-04-11,6.68392
2023-04-12,5.28319
2023-04-13,6.09013
2023-04-14,5.22228
2023-04-15,2.87758
2023-04-16,2.20767
2023-04-17,5.96833
2023-04-18,5.9531
2023-04-19,6.37941
2023-04-20,6.12058
2023-04-21,5.98355
2023-04-22,3.4257
2023-04-23,2.90803
2023-04-24,5.72472
2023-04-25,7.29293
2023-04-26,6.42509
2023-04-27,6.12058
2023-04-28,5.49634
2023-04-29,2.93848
2023-04-30,2.2838
2023-05-01,3.74543
2023-05-02,5.81607
2023-05-03,6.014
2023-05-04,5.61814
2023-05-05,2.57308
2023-05-06,3.12119
2023-05-07,2.19244
2023-05-08,6.51644
2023-05-09,6.72959
2023-05-10,7.50609
2023-05-11,6.56211
2023-05-12,6.54689
2023-05-13,3.77588
2023-05-14,3.31912
2023-05-15,6.60779
2023-05-16,7.39951
2023-05-17,6.0749
2023-05-18,7.42996
2023-05-19,5.87697
2023-05-20,3.39524
2023-05-21,2.92326
2023-05-22,6.72959
2023-05-23,6.47076
2023-05-24,6.62302
2023-05-25,6.21193
2023-05-26,5.84652
2023-05-27,2.95371
2023-05-28,2.66443
2023-05-29,3.74543
