date,비트코인선물
2021-03-05,19.0594
2021-03-06,17.69801
2021-03-07,13.36633
2021-03-08,18.0693
2021-03-09,16.58415
2021-03-10,22.89603
2021-03-11,20.91584
2021-03-12,17.0792
2021-03-13,16.95544
2021-03-14,24.25742
2021-03-15,34.5297
2021-03-16,22.0297
2021-03-17,22.64851
2021-03-18,26.11386
2021-03-19,23.63861
2021-03-20,22.0297
2021-03-21,23.26732
2021-03-22,25.74257
2021-03-23,25.61881
2021-03-24,22.15346
2021-03-25,43.44059
2021-03-26,68.56435
2021-03-27,39.23267
2021-03-28,26.23762
2021-03-29,28.83663
2021-03-30,22.89603
2021-03-31,23.76237
2021-04-01,27.72277
2021-04-02,25.61881
2021-04-03,27.599
2021-04-04,29.08415
2021-04-05,30.81683
2021-04-06,36.26237
2021-04-07,38.73762
2021-04-08,29.08415
2021-04-09,25.24752
2021-04-10,23.39108
2021-04-11,23.14356
2021-04-12,28.71287
2021-04-13,28.71287
2021-04-14,36.26237
2021-04-15,31.93069
2021-04-16,31.68316
2021-04-17,31.06435
2021-04-18,46.41089
2021-04-19,46.28712
2021-04-20,81.43564
2021-04-21,58.78712
2021-04-22,62.12871
2021-04-23,100.0
2021-04-24,47.27722
2021-04-25,42.45049
2021-04-26,49.50495
2021-04-27,40.22277
2021-04-28,45.54455
2021-04-29,42.82178
2021-04-30,60.14851
2021-05-01,60.02475
2021-05-02,29.70297
2021-05-03,30.81683
2021-05-04,28.5891
2021-05-05,33.04455
2021-05-06,25.99009
2021-05-07,28.34158
2021-05-08,25.49504
2021-05-09,26.85643
2021-05-10,26.36138
2021-05-11,27.10396
2021-05-12,20.66831
2021-05-13,26.98019
2021-05-14,20.0495
2021-05-15,16.70792
2021-05-16,17.94554
2021-05-17,31.68316
2021-05-18,23.51485
2021-05-19,38.98514
2021-05-20,59.5297
2021-05-21,41.83168
2021-05-22,31.80693
2021-05-23,40.59405
2021-05-24,48.39108
2021-05-25,33.16831
2021-05-26,31.93069
2021-05-27,31.43564
2021-05-28,65.59405
2021-05-29,49.62871
2021-05-30,37.62376
2021-05-31,36.13861
2021-06-01,28.21782
2021-06-02,21.16336
2021-06-03,17.20297
2021-06-04,21.41089
2021-06-05,20.29702
2021-06-06,14.23267
2021-06-07,17.20297
2021-06-08,28.21782
2021-06-09,26.73267
2021-06-10,22.27722
2021-06-11,21.41089
2021-06-12,16.33663
2021-06-13,15.84158
2021-06-14,22.52475
2021-06-15,17.57425
2021-06-16,15.099
2021-06-17,12.5
2021-06-18,12.62376
2021-06-19,16.46039
2021-06-20,16.0891
2021-06-21,25.86633
2021-06-22,33.16831
2021-06-23,25.24752
2021-06-24,19.43069
2021-06-25,25.12376
2021-06-26,25.24752
2021-06-27,16.21287
2021-06-28,14.48019
2021-06-29,12.25247
2021-06-30,11.26237
2021-07-01,11.75742
2021-07-02,15.22277
2021-07-03,9.15841
2021-07-04,9.77722
2021-07-05,14.72772
2021-07-06,12.12871
2021-07-07,11.26237
2021-07-08,9.90099
2021-07-09,9.65346
2021-07-10,6.43564
2021-07-11,8.29207
2021-07-12,6.43564
2021-07-13,7.30198
2021-07-14,5.94059
2021-07-15,7.79702
2021-07-16,12.5
2021-07-17,8.66336
2021-07-18,7.17821
2021-07-19,12.37623
2021-07-20,15.84158
2021-07-21,10.02475
2021-07-22,17.0792
2021-07-23,11.88118
2021-07-24,10.14851
2021-07-25,10.76732
2021-07-26,20.66831
2021-07-27,18.31683
2021-07-28,18.0693
2021-07-29,17.20297
2021-07-30,19.43069
2021-07-31,20.17326
2021-08-01,15.96534
2021-08-02,15.34653
2021-08-03,12.12871
2021-08-04,15.34653
2021-08-05,17.57425
2021-08-06,14.85148
2021-08-07,23.26732
2021-08-08,19.43069
2021-08-09,19.55445
2021-08-10,29.82673
2021-08-11,27.22772
2021-08-12,23.88613
2021-08-13,27.47524
2021-08-14,24.38118
2021-08-15,27.35148
2021-08-16,24.25742
2021-08-17,27.72277
2021-08-18,26.23762
2021-08-19,23.51485
2021-08-20,20.91584
2021-08-21,25.74257
2021-08-22,20.17326
2021-08-23,26.36138
2021-08-24,23.0198
2021-08-25,28.09405
2021-08-26,27.22772
2021-08-27,25.24752
2021-08-28,17.69801
2021-08-29,14.48019
2021-08-30,19.18316
2021-08-31,18.93564
2021-09-01,17.82178
2021-09-02,18.81188
2021-09-03,18.0693
2021-09-04,15.099
2021-09-05,17.69801
2021-09-06,19.92574
2021-09-07,25.12376
2021-09-08,55.07425
2021-09-09,23.88613
2021-09-10,21.53465
2021-09-11,15.71782
2021-09-12,14.23267
2021-09-13,18.0693
2021-09-14,18.81188
2021-09-15,15.34653
2021-09-16,17.57425
2021-09-17,15.71782
2021-09-18,16.33663
2021-09-19,13.73762
2021-09-20,23.76237
2021-09-21,24.38118
2021-09-22,29.08415
2021-09-23,29.33168
2021-09-24,36.13861
2021-09-25,27.47524
2021-09-26,22.52475
2021-09-27,24.87623
2021-09-28,24.38118
2021-09-29,23.0198
2021-09-30,21.78217
2021-10-01,20.54455
2021-10-02,22.89603
2021-10-03,17.69801
2021-10-04,18.68811
2021-10-05,22.77227
2021-10-06,22.52475
2021-10-07,24.62871
2021-10-08,19.80198
2021-10-09,17.69801
2021-10-10,21.90594
2021-10-11,24.75247
2021-10-12,19.0594
2021-10-13,20.91584
2021-10-14,22.52475
2021-10-15,58.41584
2021-10-16,47.77227
2021-10-17,27.84653
2021-10-18,51.23762
2021-10-19,66.21287
2021-10-20,80.44554
2021-10-21,63.24257
2021-10-22,40.47029
2021-10-23,25.86633
2021-10-24,24.62871
2021-10-25,30.69306
2021-10-26,34.5297
2021-10-27,36.13861
2021-10-28,28.09405
2021-10-29,31.5594
2021-10-30,18.0693
2021-10-31,20.66831
2021-11-01,22.15346
2021-11-02,24.25742
2021-11-03,25.86633
2021-11-04,24.38118
2021-11-05,17.45049
2021-11-06,13.73762
2021-11-07,12.00495
2021-11-08,24.13366
2021-11-09,26.98019
2021-11-10,21.78217
2021-11-11,20.66831
2021-11-12,17.57425
2021-11-13,16.21287
2021-11-14,17.32673
2021-11-15,18.93564
2021-11-16,23.76237
2021-11-17,20.79207
2021-11-18,21.53465
2021-11-19,30.69306
2021-11-20,16.21287
2021-11-21,16.83168
2021-11-22,22.77227
2021-11-23,23.39108
2021-11-24,22.89603
2021-11-25,20.66831
2021-11-26,36.26237
2021-11-27,16.58415
2021-11-28,14.48019
2021-11-29,21.53465
2021-11-30,20.54455
2021-12-01,16.58415
2021-12-02,17.45049
2021-12-03,13.36633
2021-12-04,49.87623
2021-12-05,39.60396
2021-12-06,50.61881
2021-12-07,29.45544
2021-12-08,27.72277
2021-12-09,27.10396
2021-12-10,23.88613
2021-12-11,21.0396
2021-12-12,18.93564
2021-12-13,21.0396
2021-12-14,27.599
2021-12-15,19.30693
2021-12-16,18.81188
2021-12-17,18.81188
2021-12-18,14.10891
2021-12-19,14.72772
2021-12-20,15.099
2021-12-21,16.83168
2021-12-22,19.92574
2021-12-23,16.83168
2021-12-24,15.84158
2021-12-25,14.48019
2021-12-26,11.38613
2021-12-27,19.30693
2021-12-28,26.60891
2021-12-29,31.68316
2021-12-30,29.95049
2021-12-31,23.63861
2022-01-01,21.16336
2022-01-02,19.0594
2022-01-03,17.82178
2022-01-04,18.0693
2022-01-05,18.93564
2022-01-06,26.60891
2022-01-07,28.46534
2022-01-08,19.43069
2022-01-09,17.0792
2022-01-10,26.23762
2022-01-11,24.87623
2022-01-12,18.0693
2022-01-13,18.31683
2022-01-14,15.099
2022-01-15,16.58415
2022-01-16,14.85148
2022-01-17,16.95544
2022-01-18,17.94554
2022-01-19,19.80198
2022-01-20,14.72772
2022-01-21,29.70297
2022-01-22,41.83168
2022-01-23,29.70297
2022-01-24,39.97524
2022-01-25,23.26732
2022-01-26,23.39108
2022-01-27,25.86633
2022-01-28,22.40099
2022-01-29,14.85148
2022-01-30,17.94554
2022-01-31,15.59405
2022-02-01,17.20297
2022-02-02,15.22277
2022-02-03,19.30693
2022-02-04,16.95544
2022-02-05,22.15346
2022-02-06,19.0594
2022-02-07,23.39108
2022-02-08,26.11386
2022-02-09,21.41089
2022-02-10,22.52475
2022-02-11,22.15346
2022-02-12,18.19306
2022-02-13,17.82178
2022-02-14,23.26732
2022-02-15,20.29702
2022-02-16,17.20297
2022-02-17,18.0693
2022-02-18,22.89603
2022-02-19,17.82178
2022-02-20,21.16336
2022-02-21,25.86633
2022-02-22,26.48514
2022-02-23,21.0396
2022-02-24,37.00495
2022-02-25,25.0
2022-02-26,19.92574
2022-02-27,17.57425
2022-02-28,15.59405
2022-03-01,24.87623
2022-03-02,24.25742
2022-03-03,16.33663
2022-03-04,21.28712
2022-03-05,17.94554
2022-03-06,15.96534
2022-03-07,19.30693
2022-03-08,16.95544
2022-03-09,17.20297
2022-03-10,22.52475
2022-03-11,18.81188
2022-03-12,13.49009
2022-03-13,14.48019
2022-03-14,19.30693
2022-03-15,19.80198
2022-03-16,22.40099
2022-03-17,18.31683
2022-03-18,20.42079
2022-03-19,21.90594
2022-03-20,17.94554
2022-03-21,20.17326
2022-03-22,25.86633
2022-03-23,21.78217
2022-03-24,26.36138
2022-03-25,27.22772
2022-03-26,19.18316
2022-03-27,16.46039
2022-03-28,23.88613
2022-03-29,26.11386
2022-03-30,28.71287
2022-03-31,25.49504
2022-04-01,25.24752
2022-04-02,20.29702
2022-04-03,15.71782
2022-04-04,20.29702
2022-04-05,21.90594
2022-04-06,22.77227
2022-04-07,20.0495
2022-04-08,16.0891
2022-04-09,13.61386
2022-04-10,11.5099
2022-04-11,20.54455
2022-04-12,22.64851
2022-04-13,16.33663
2022-04-14,20.29702
2022-04-15,20.0495
2022-04-16,12.87128
2022-04-17,11.5099
2022-04-18,22.52475
2022-04-19,21.28712
2022-04-20,23.63861
2022-04-21,20.0495
2022-04-22,15.099
2022-04-23,13.98514
2022-04-24,14.10891
2022-04-25,21.41089
2022-04-26,22.52475
2022-04-27,22.0297
2022-04-28,18.81188
2022-04-29,20.29702
2022-04-30,16.0891
2022-05-01,19.43069
2022-05-02,19.0594
2022-05-03,15.96534
2022-05-04,16.46039
2022-05-05,12.37623
2022-05-06,22.27722
2022-05-07,12.5
2022-05-08,18.56435
2022-05-09,32.92079
2022-05-10,38.49009
2022-05-11,48.0198
2022-05-12,69.67821
2022-05-13,39.60396
2022-05-14,23.88613
2022-05-15,21.41089
2022-05-16,28.96039
2022-05-17,24.0099
2022-05-18,19.30693
2022-05-19,21.16336
2022-05-20,25.0
2022-05-21,16.70792
2022-05-22,12.74752
2022-05-23,13.98514
2022-05-24,19.18316
2022-05-25,18.44059
2022-05-26,21.53465
2022-05-27,19.55445
2022-05-28,11.75742
2022-05-29,15.099
2022-05-30,17.57425
2022-05-31,19.80198
2022-06-01,16.46039
2022-06-02,19.18316
2022-06-03,12.74752
2022-06-04,11.88118
2022-06-05,8.16831
2022-06-06,11.26237
2022-06-07,19.0594
2022-06-08,18.68811
2022-06-09,14.72772
2022-06-10,13.61386
2022-06-11,14.60396
2022-06-12,22.77227
2022-06-13,40.96534
2022-06-14,38.86138
2022-06-15,32.5495
2022-06-16,20.54455
2022-06-17,24.25742
2022-06-18,19.0594
2022-06-19,26.98019
2022-06-20,21.16336
2022-06-21,21.78217
2022-06-22,21.28712
2022-06-23,18.93564
2022-06-24,13.86138
2022-06-25,12.37623
2022-06-26,11.63366
2022-06-27,14.35643
2022-06-28,16.0891
2022-06-29,18.0693
2022-06-30,17.57425
2022-07-01,12.87128
2022-07-02,11.13861
2022-07-03,9.65346
2022-07-04,15.099
2022-07-05,16.95544
2022-07-06,14.48019
2022-07-07,14.60396
2022-07-08,13.61386
2022-07-09,8.66336
2022-07-10,9.77722
2022-07-11,12.99504
2022-07-12,13.98514
2022-07-13,16.46039
2022-07-14,13.98514
2022-07-15,15.34653
2022-07-16,7.92079
2022-07-17,7.17821
2022-07-18,14.10891
2022-07-19,13.86138
2022-07-20,17.94554
2022-07-21,15.71782
2022-07-22,15.59405
2022-07-23,11.01485
2022-07-24,12.74752
2022-07-25,16.83168
2022-07-26,16.95544
2022-07-27,12.00495
2022-07-28,15.71782
2022-07-29,17.82178
2022-07-30,11.38613
2022-07-31,10.14851
2022-08-01,10.5198
2022-08-02,15.47029
2022-08-03,13.36633
2022-08-04,15.099
2022-08-05,10.76732
2022-08-06,10.89108
2022-08-07,9.90099
2022-08-08,13.86138
2022-08-09,13.73762
2022-08-10,15.099
2022-08-11,22.64851
2022-08-12,13.24257
2022-08-13,10.5198
2022-08-14,15.22277
2022-08-15,14.72772
2022-08-16,14.85148
2022-08-17,16.21287
2022-08-18,17.0792
2022-08-19,23.14356
2022-08-20,16.46039
2022-08-21,13.24257
2022-08-22,13.98514
2022-08-23,19.18316
2022-08-24,13.11881
2022-08-25,11.63366
2022-08-26,12.74752
2022-08-27,12.99504
2022-08-28,9.28217
2022-08-29,16.46039
2022-08-30,13.86138
2022-08-31,11.26237
2022-09-01,10.89108
2022-09-02,14.72772
2022-09-03,10.39603
2022-09-04,8.78712
2022-09-05,12.87128
2022-09-06,12.00495
2022-09-07,12.74752
2022-09-08,10.5198
2022-09-09,10.39603
2022-09-10,10.27227
2022-09-11,7.05445
2022-09-12,12.74752
2022-09-13,13.73762
2022-09-14,13.24257
2022-09-15,12.5
2022-09-16,14.23267
2022-09-17,11.5099
2022-09-18,9.90099
2022-09-19,16.70792
2022-09-20,12.87128
2022-09-21,12.74752
2022-09-22,11.88118
2022-09-23,11.5099
2022-09-24,8.78712
2022-09-25,7.5495
2022-09-26,12.87128
2022-09-27,12.87128
2022-09-28,15.59405
2022-09-29,11.88118
2022-09-30,11.88118
2022-10-01,10.5198
2022-10-02,9.90099
2022-10-03,11.38613
2022-10-04,14.23267
2022-10-05,13.61386
2022-10-06,14.35643
2022-10-07,13.49009
2022-10-08,9.77722
2022-10-09,8.78712
2022-10-10,8.04455
2022-10-11,11.88118
2022-10-12,10.27227
2022-10-13,15.71782
2022-10-14,11.88118
2022-10-15,9.65346
2022-10-16,8.66336
2022-10-17,9.5297
2022-10-18,8.16831
2022-10-19,12.00495
2022-10-20,10.64356
2022-10-21,10.76732
2022-10-22,7.30198
2022-10-23,7.67326
2022-10-24,9.90099
2022-10-25,9.15841
2022-10-26,10.89108
2022-10-27,10.64356
2022-10-28,9.03465
2022-10-29,9.28217
2022-10-30,6.68316
2022-10-31,6.80693
2022-11-01,8.66336
2022-11-02,10.39603
2022-11-03,10.5198
2022-11-04,11.38613
2022-11-05,7.79702
2022-11-06,8.04455
2022-11-07,11.63366
2022-11-08,14.72772
2022-11-09,27.22772
2022-11-10,23.88613
2022-11-11,15.96534
2022-11-12,13.24257
2022-11-13,12.5
2022-11-14,22.0297
2022-11-15,16.95544
2022-11-16,10.76732
2022-11-17,10.76732
2022-11-18,11.88118
2022-11-19,7.42574
2022-11-20,6.93069
2022-11-21,10.64356
2022-11-22,11.13861
2022-11-23,12.00495
2022-11-24,6.93069
2022-11-25,7.5495
2022-11-26,5.07425
2022-11-27,5.44554
2022-11-28,8.41584
2022-11-29,10.14851
2022-11-30,7.5495
2022-12-01,7.30198
2022-12-02,5.69306
2022-12-03,4.20792
2022-12-04,5.94059
2022-12-05,7.42574
2022-12-06,8.5396
2022-12-07,9.28217
2022-12-08,9.15841
2022-12-09,6.18811
2022-12-10,6.80693
2022-12-11,5.81683
2022-12-12,8.78712
2022-12-13,10.76732
2022-12-14,7.67326
2022-12-15,7.79702
2022-12-16,9.5297
2022-12-17,9.77722
2022-12-18,6.68316
2022-12-19,8.41584
2022-12-20,7.17821
2022-12-21,6.31188
2022-12-22,6.43564
2022-12-23,6.43564
2022-12-24,4.20792
2022-12-25,5.32178
2022-12-26,8.66336
2022-12-27,7.92079
2022-12-28,7.79702
2022-12-29,9.40594
2022-12-30,6.93069
2022-12-31,5.44554
2023-01-01,6.80693
2023-01-02,10.39603
2023-01-03,7.67326
2023-01-04,7.79702
2023-01-05,7.05445
2023-01-06,7.17821
2023-01-07,6.06435
2023-01-08,4.5792
2023-01-09,10.89108
2023-01-10,7.5495
2023-01-11,8.5396
2023-01-12,12.37623
2023-01-13,7.92079
2023-01-14,20.17326
2023-01-15,13.73762
2023-01-16,16.58415
2023-01-17,14.85148
2023-01-18,12.00495
2023-01-19,11.63366
2023-01-20,8.91089
2023-01-21,13.73762
2023-01-22,10.27227
2023-01-23,9.65346
2023-01-24,10.5198
2023-01-25,12.99504
2023-01-26,14.60396
2023-01-27,14.10891
2023-01-28,10.76732
2023-01-29,9.77722
2023-01-30,12.12871
2023-01-31,12.62376
2023-02-01,12.74752
2023-02-02,10.76732
2023-02-03,11.26237
2023-02-04,8.91089
2023-02-05,8.16831
2023-02-06,11.63366
2023-02-07,10.5198
2023-02-08,11.01485
2023-02-09,8.91089
2023-02-10,9.90099
2023-02-11,6.5594
2023-02-12,7.79702
2023-02-13,11.88118
2023-02-14,13.86138
2023-02-15,14.85148
2023-02-16,12.99504
2023-02-17,18.31683
2023-02-18,12.25247
2023-02-19,10.39603
2023-02-20,11.26237
2023-02-21,12.12871
2023-02-22,14.23267
2023-02-23,11.13861
2023-02-24,7.79702
2023-02-25,8.91089
2023-02-26,9.03465
2023-02-27,10.76732
2023-02-28,10.5198
2023-03-01,8.78712
2023-03-02,10.89108
2023-03-03,14.97524
2023-03-04,10.02475
2023-03-05,7.42574
2023-03-06,12.25247
2023-03-07,10.5198
2023-03-08,9.5297
2023-03-09,9.65346
2023-03-10,18.44059
2023-03-11,8.91089
2023-03-12,11.38613
2023-03-13,12.99504
2023-03-14,22.89603
2023-03-15,14.48019
2023-03-16,12.99504
2023-03-17,20.91584
2023-03-18,18.56435
2023-03-19,11.75742
2023-03-20,22.77227
2023-03-21,16.33663
2023-03-22,18.31683
2023-03-23,20.0495
2023-03-24,18.56435
2023-03-25,13.86138
2023-03-26,11.38613
2023-03-27,11.63366
2023-03-28,12.62376
2023-03-29,13.61386
2023-03-30,14.60396
2023-03-31,13.61386
2023-04-01,8.16831
2023-04-02,8.5396
2023-04-03,10.02475
2023-04-04,10.14851
2023-04-05,10.39603
2023-04-06,10.27227
2023-04-07,10.5198
2023-04-08,4.70297
2023-04-09,7.92079
2023-04-10,11.5099
2023-04-11,14.72772
2023-04-12,15.099
2023-04-13,10.76732
2023-04-14,13.98514
2023-04-15,9.77722
2023-04-16,8.04455
2023-04-17,12.99504
2023-04-18,10.64356
2023-04-19,8.78712
2023-04-20,12.74752
2023-04-21,9.90099
2023-04-22,8.66336
2023-04-23,11.5099
2023-04-24,11.75742
2023-04-25,13.24257
2023-04-26,14.10891
2023-04-27,11.26237
2023-04-28,9.03465
2023-04-29,7.05445
2023-04-30,6.43564
2023-05-01,9.15841
2023-05-02,10.14851
2023-05-03,11.01485
2023-05-04,8.78712
2023-05-05,10.5198
2023-05-06,9.77722
2023-05-07,11.63366
2023-05-08,12.12871
2023-05-09,12.87128
2023-05-10,12.74752
2023-05-11,11.01485
2023-05-12,14.10891
2023-05-13,9.03465
2023-05-14,7.92079
2023-05-15,11.01485
2023-05-16,7.92079
2023-05-17,10.39603
2023-05-18,7.92079
2023-05-19,8.91089
2023-05-20,6.93069
2023-05-21,7.30198
2023-05-22,8.66336
2023-05-23,9.77722
2023-05-24,9.15841
2023-05-25,9.40594
2023-05-26,7.67326
2023-05-27,7.42574
2023-05-28,7.92079
2023-05-29,9.03465
2023-05-30,9.5297
2023-05-31,8.66336
2023-06-01,6.5594
