date,메밀막국수
2020-09-05,11.50278
2020-09-06,11.50278
2020-09-07,7.14285
2020-09-08,8.71985
2020-09-09,7.69944
2020-09-10,8.62708
2020-09-11,8.71985
2020-09-12,6.77179
2020-09-13,11.50278
2020-09-14,7.32838
2020-09-15,7.51391
2020-09-16,4.91651
2020-09-17,4.91651
2020-09-18,6.40074
2020-09-19,9.55473
2020-09-20,9.74025
2020-09-21,6.77179
2020-09-22,5.00927
2020-09-23,4.63821
2020-09-24,6.86456
2020-09-25,5.38033
2020-09-26,6.30797
2020-09-27,9.46196
2020-09-28,4.45269
2020-09-29,4.73098
2020-09-30,5.47309
2020-10-01,7.23562
2020-10-02,8.99814
2020-10-03,11.78107
2020-10-04,8.90538
2020-10-05,3.98886
2020-10-06,5.56586
2020-10-07,4.82374
2020-10-08,5.75139
2020-10-09,7.14285
2020-10-10,9.83302
2020-10-11,9.0909
2020-10-12,6.12244
2020-10-13,4.73098
2020-10-14,5.38033
2020-10-15,4.54545
2020-10-16,6.02968
2020-10-17,6.21521
2020-10-18,7.88497
2020-10-19,5.65862
2020-10-20,4.91651
2020-10-21,5.10204
2020-10-22,5.65862
2020-10-23,4.35992
2020-10-24,6.4935
2020-10-25,11.31725
2020-10-26,5.1948
2020-10-27,4.63821
2020-10-28,5.10204
2020-10-29,4.82374
2020-10-30,3.98886
2020-10-31,5.84415
2020-11-01,10.57513
2020-11-02,5.00927
2020-11-03,5.28756
2020-11-04,5.65862
2020-11-05,5.84415
2020-11-06,13.91465
2020-11-07,8.90538
2020-11-08,9.18367
2020-11-09,11.50278
2020-11-10,7.14285
2020-11-11,6.40074
2020-11-12,7.14285
2020-11-13,7.7922
2020-11-14,7.69944
2020-11-15,10.29684
2020-11-16,7.42115
2020-11-17,7.42115
2020-11-18,4.54545
2020-11-19,5.56586
2020-11-20,3.61781
2020-11-21,6.67903
2020-11-22,6.58627
2020-11-23,6.02968
2020-11-24,3.98886
2020-11-25,3.8961
2020-11-26,3.71057
2020-11-27,3.8961
2020-11-28,6.30797
2020-11-29,7.69944
2020-11-30,5.00927
2020-12-01,4.45269
2020-12-02,5.93692
2020-12-03,7.60667
2020-12-04,5.00927
2020-12-05,7.60667
2020-12-06,6.4935
2020-12-07,5.65862
2020-12-08,5.65862
2020-12-09,5.65862
2020-12-10,5.28756
2020-12-11,6.86456
2020-12-12,4.63821
2020-12-13,10.01855
2020-12-14,4.17439
2020-12-15,3.15398
2020-12-16,4.35992
2020-12-17,4.45269
2020-12-18,4.35992
2020-12-19,4.54545
2020-12-20,5.84415
2020-12-21,4.08163
2020-12-22,5.00927
2020-12-23,7.14285
2020-12-24,3.98886
2020-12-25,6.86456
2020-12-26,8.0705
2020-12-27,7.23562
2020-12-28,3.98886
2020-12-29,6.40074
2020-12-30,5.47309
2020-12-31,5.00927
2021-01-01,8.62708
2021-01-02,8.53432
2021-01-03,9.27643
2021-01-04,3.24675
2021-01-05,4.82374
2021-01-06,6.86456
2021-01-07,5.38033
2021-01-08,4.73098
2021-01-09,6.58627
2021-01-10,8.62708
2021-01-11,5.10204
2021-01-12,6.21521
2021-01-13,3.61781
2021-01-14,5.47309
2021-01-15,7.14285
2021-01-16,8.34879
2021-01-17,12.98701
2021-01-18,7.42115
2021-01-19,7.42115
2021-01-20,5.38033
2021-01-21,6.40074
2021-01-22,8.44155
2021-01-23,12.89424
2021-01-24,12.89424
2021-01-25,7.05009
2021-01-26,5.93692
2021-01-27,6.21521
2021-01-28,6.40074
2021-01-29,7.42115
2021-01-30,7.23562
2021-01-31,10.85343
2021-02-01,5.93692
2021-02-02,5.00927
2021-02-03,6.4935
2021-02-04,5.56586
2021-02-05,6.21521
2021-02-06,7.97773
2021-02-07,10.38961
2021-02-08,6.67903
2021-02-09,5.93692
2021-02-10,5.75139
2021-02-11,10.57513
2021-02-12,8.90538
2021-02-13,19.85157
2021-02-14,14.28571
2021-02-15,9.92578
2021-02-16,6.67903
2021-02-17,6.40074
2021-02-18,6.40074
2021-02-19,8.62708
2021-02-20,10.57513
2021-02-21,13.82189
2021-02-22,8.53432
2021-02-23,10.11131
2021-02-24,7.14285
2021-02-25,6.02968
2021-02-26,7.7922
2021-02-27,12.52319
2021-02-28,13.07977
2021-03-01,11.9666
2021-03-02,5.56586
2021-03-03,6.12244
2021-03-04,6.21521
2021-03-05,7.60667
2021-03-06,15.95547
2021-03-07,15.8627
2021-03-08,8.81261
2021-03-09,9.27643
2021-03-10,9.55473
2021-03-11,9.64749
2021-03-12,9.46196
2021-03-13,9.74025
2021-03-14,16.23376
2021-03-15,11.31725
2021-03-16,8.90538
2021-03-17,9.27643
2021-03-18,11.03896
2021-03-19,8.90538
2021-03-20,12.05936
2021-03-21,12.52319
2021-03-22,11.59554
2021-03-23,27.36549
2021-03-24,12.80148
2021-03-25,11.78107
2021-03-26,11.9666
2021-03-27,12.33766
2021-03-28,16.23376
2021-03-29,12.24489
2021-03-30,12.52319
2021-03-31,14.47124
2021-04-01,16.60482
2021-04-02,13.45083
2021-04-03,11.78107
2021-04-04,17.06864
2021-04-05,11.59554
2021-04-06,15.21335
2021-04-07,15.8627
2021-04-08,13.2653
2021-04-09,13.2653
2021-04-10,18.55287
2021-04-11,25.5102
2021-04-12,12.24489
2021-04-13,14.00742
2021-04-14,11.31725
2021-04-15,13.82189
2021-04-16,12.98701
2021-04-17,15.76994
2021-04-18,25.32467
2021-04-19,16.41929
2021-04-20,18.55287
2021-04-21,28.01484
2021-04-22,24.2115
2021-04-23,26.71614
2021-04-24,32.00371
2021-04-25,44.99072
2021-04-26,22.6345
2021-04-27,21.3358
2021-04-28,26.8089
2021-04-29,18.83116
2021-04-30,15.8627
2021-05-01,24.48979
2021-05-02,28.94248
2021-05-03,16.60482
2021-05-04,16.69758
2021-05-05,31.91094
2021-05-06,15.95547
2021-05-07,19.20222
2021-05-08,33.85899
2021-05-09,33.85899
2021-05-10,18.36734
2021-05-11,23.46938
2021-05-12,32.65306
2021-05-13,37.19851
2021-05-14,57.51391
2021-05-15,46.10389
2021-05-16,56.12244
2021-05-17,31.35435
2021-05-18,36.27087
2021-05-19,69.20222
2021-05-20,29.96289
2021-05-21,30.61224
2021-05-22,53.43228
2021-05-23,66.23376
2021-05-24,38.96103
2021-05-25,46.47495
2021-05-26,31.91094
2021-05-27,26.34508
2021-05-28,20.87198
2021-05-29,33.95176
2021-05-30,63.63636
2021-05-31,27.27272
2021-06-01,34.41558
2021-06-02,36.64192
2021-06-03,24.02597
2021-06-04,31.16883
2021-06-05,40.3525
2021-06-06,74.48979
2021-06-07,38.86827
2021-06-08,48.51576
2021-06-09,44.61966
2021-06-10,35.80705
2021-06-11,34.23005
2021-06-12,59.3692
2021-06-13,81.72541
2021-06-14,49.62894
2021-06-15,27.92207
2021-06-16,31.16883
2021-06-17,26.53061
2021-06-18,20.50092
2021-06-19,51.0204
2021-06-20,52.41187
2021-06-21,58.34879
2021-06-22,34.13729
2021-06-23,28.1076
2021-06-24,30.05565
2021-06-25,36.54916
2021-06-26,40.63079
2021-06-27,61.22448
2021-06-28,30.05565
2021-06-29,28.84972
2021-06-30,30.9833
2021-07-01,37.10575
2021-07-02,38.96103
2021-07-03,32.56029
2021-07-04,38.86827
2021-07-05,25.5102
2021-07-06,29.77736
2021-07-07,25.41743
2021-07-08,34.60111
2021-07-09,30.42671
2021-07-10,42.20779
2021-07-11,50.09276
2021-07-12,52.69016
2021-07-13,41.6512
2021-07-14,44.06307
2021-07-15,47.68089
2021-07-16,42.20779
2021-07-17,62.33766
2021-07-18,82.282
2021-07-19,45.08348
2021-07-20,50.83487
2021-07-21,56.58627
2021-07-22,46.66048
2021-07-23,55.93692
2021-07-24,67.34693
2021-07-25,69.75881
2021-07-26,38.96103
2021-07-27,49.62894
2021-07-28,41.83673
2021-07-29,43.78478
2021-07-30,41.28014
2021-07-31,65.21335
2021-08-01,60.11131
2021-08-02,42.48608
2021-08-03,46.84601
2021-08-04,41.18738
2021-08-05,49.35064
2021-08-06,45.45454
2021-08-07,63.91465
2021-08-08,61.41001
2021-08-09,35.34322
2021-08-10,34.41558
2021-08-11,39.51762
2021-08-12,32.282
2021-08-13,27.82931
2021-08-14,32.83858
2021-08-15,52.50463
2021-08-16,52.87569
2021-08-17,27.45825
2021-08-18,22.6345
2021-08-19,24.67532
2021-08-20,24.95361
2021-08-21,23.65491
2021-08-22,35.80705
2021-08-23,20.77922
2021-08-24,18.27458
2021-08-25,16.97588
2021-08-26,18.36734
2021-08-27,16.51205
2021-08-28,30.89053
2021-08-29,26.62337
2021-08-30,16.69758
2021-08-31,16.60482
2021-09-01,13.17254
2021-09-02,16.51205
2021-09-03,15.49165
2021-09-04,24.48979
2021-09-05,25.60296
2021-09-06,12.61595
2021-09-07,13.07977
2021-09-08,17.06864
2021-09-09,13.2653
2021-09-10,13.54359
2021-09-11,23.19109
2021-09-12,30.14842
2021-09-13,13.45083
2021-09-14,13.2653
2021-09-15,13.72912
2021-09-16,13.45083
2021-09-17,10.38961
2021-09-18,21.98515
2021-09-19,26.34508
2021-09-20,29.96289
2021-09-21,21.24304
2021-09-22,26.71614
2021-09-23,14.47124
2021-09-24,17.34693
2021-09-25,19.48051
2021-09-26,25.41743
2021-09-27,17.4397
2021-09-28,15.12059
2021-09-29,14.10018
2021-09-30,16.04823
2021-10-01,13.54359
2021-10-02,21.98515
2021-10-03,32.65306
2021-10-04,32.18923
2021-10-05,18.36734
2021-10-06,13.35807
2021-10-07,11.87384
2021-10-08,14.28571
2021-10-09,20.87198
2021-10-10,26.06679
2021-10-11,21.70686
2021-10-12,9.83302
2021-10-13,11.50278
2021-10-14,11.22448
2021-10-15,11.03896
2021-10-16,12.15213
2021-10-17,14.28571
2021-10-18,9.74025
2021-10-19,10.85343
2021-10-20,8.44155
2021-10-21,8.81261
2021-10-22,7.88497
2021-10-23,10.38961
2021-10-24,14.564
2021-10-25,9.0909
2021-10-26,6.58627
2021-10-27,6.86456
2021-10-28,10.76066
2021-10-29,9.3692
2021-10-30,10.38961
2021-10-31,14.74953
2021-11-01,7.32838
2021-11-02,9.74025
2021-11-03,9.55473
2021-11-04,12.61595
2021-11-05,12.70871
2021-11-06,16.141
2021-11-07,21.70686
2021-11-08,8.99814
2021-11-09,10.20408
2021-11-10,10.38961
2021-11-11,10.20408
2021-11-12,8.90538
2021-11-13,12.89424
2021-11-14,16.97588
2021-11-15,7.97773
2021-11-16,8.90538
2021-11-17,10.29684
2021-11-18,8.71985
2021-11-19,9.64749
2021-11-20,9.74025
2021-11-21,14.37847
2021-11-22,5.56586
2021-11-23,6.86456
2021-11-24,8.90538
2021-11-25,9.46196
2021-11-26,7.88497
2021-11-27,10.38961
2021-11-28,15.49165
2021-11-29,7.32838
2021-11-30,7.42115
2021-12-01,7.69944
2021-12-02,7.42115
2021-12-03,6.77179
2021-12-04,9.0909
2021-12-05,11.59554
2021-12-06,5.00927
2021-12-07,10.11131
2021-12-08,9.55473
2021-12-09,6.95732
2021-12-10,7.7922
2021-12-11,10.38961
2021-12-12,11.03896
2021-12-13,6.4935
2021-12-14,5.56586
2021-12-15,7.97773
2021-12-16,8.62708
2021-12-17,8.99814
2021-12-18,7.60667
2021-12-19,10.20408
2021-12-20,7.14285
2021-12-21,5.65862
2021-12-22,7.51391
2021-12-23,9.18367
2021-12-24,4.91651
2021-12-25,8.34879
2021-12-26,10.94619
2021-12-27,6.77179
2021-12-28,8.53432
2021-12-29,6.21521
2021-12-30,6.58627
2021-12-31,7.14285
2022-01-01,11.03896
2022-01-02,11.31725
2022-01-03,7.23562
2022-01-04,7.51391
2022-01-05,6.67903
2022-01-06,6.77179
2022-01-07,6.12244
2022-01-08,16.69758
2022-01-09,15.49165
2022-01-10,8.62708
2022-01-11,7.05009
2022-01-12,10.20408
2022-01-13,7.14285
2022-01-14,6.21521
2022-01-15,11.31725
2022-01-16,13.54359
2022-01-17,8.25602
2022-01-18,7.88497
2022-01-19,9.27643
2022-01-20,8.99814
2022-01-21,7.51391
2022-01-22,14.37847
2022-01-23,16.69758
2022-01-24,8.0705
2022-01-25,7.42115
2022-01-26,8.44155
2022-01-27,8.53432
2022-01-28,6.58627
2022-01-29,10.11131
2022-01-30,14.00742
2022-01-31,15.39888
2022-02-01,11.41001
2022-02-02,13.91465
2022-02-03,8.53432
2022-02-04,10.48237
2022-02-05,13.35807
2022-02-06,14.19294
2022-02-07,7.42115
2022-02-08,7.7922
2022-02-09,10.11131
2022-02-10,9.0909
2022-02-11,8.62708
2022-02-12,13.91465
2022-02-13,14.10018
2022-02-14,9.92578
2022-02-15,7.7922
2022-02-16,6.77179
2022-02-17,8.25602
2022-02-18,10.57513
2022-02-19,14.93506
2022-02-20,12.80148
2022-02-21,7.97773
2022-02-22,9.83302
2022-02-23,9.64749
2022-02-24,10.57513
2022-02-25,11.03896
2022-02-26,14.37847
2022-02-27,20.12987
2022-02-28,14.10018
2022-03-01,16.69758
2022-03-02,7.42115
2022-03-03,9.18367
2022-03-04,8.90538
2022-03-05,12.61595
2022-03-06,16.23376
2022-03-07,9.83302
2022-03-08,12.43042
2022-03-09,17.90352
2022-03-10,8.53432
2022-03-11,10.6679
2022-03-12,19.29499
2022-03-13,13.82189
2022-03-14,9.18367
2022-03-15,12.52319
2022-03-16,15.12059
2022-03-17,12.15213
2022-03-18,16.04823
2022-03-19,15.12059
2022-03-20,17.53246
2022-03-21,12.15213
2022-03-22,14.74953
2022-03-23,10.94619
2022-03-24,14.00742
2022-03-25,10.48237
2022-03-26,21.15027
2022-03-27,24.67532
2022-03-28,11.50278
2022-03-29,11.50278
2022-03-30,40.3525
2022-03-31,10.20408
2022-04-01,14.93506
2022-04-02,20.87198
2022-04-03,24.76808
2022-04-04,16.141
2022-04-05,13.35807
2022-04-06,15.58441
2022-04-07,18.92393
2022-04-08,18.92393
2022-04-09,32.46753
2022-04-10,42.85714
2022-04-11,25.32467
2022-04-12,24.76808
2022-04-13,13.2653
2022-04-14,14.8423
2022-04-15,17.16141
2022-04-16,25.13914
2022-04-17,31.91094
2022-04-18,23.84044
2022-04-19,22.35621
2022-04-20,72.17068
2022-04-21,27.55102
2022-04-22,34.13729
2022-04-23,34.04452
2022-04-24,49.44341
2022-04-25,25.78849
2022-04-26,29.6846
2022-04-27,21.89239
2022-04-28,24.30426
2022-04-29,14.65677
2022-04-30,20.96474
2022-05-01,31.26159
2022-05-02,17.99628
2022-05-03,21.52133
2022-05-04,23.00556
2022-05-05,64.10018
2022-05-06,37.19851
2022-05-07,32.83858
2022-05-08,30.14842
2022-05-09,29.03525
2022-05-10,23.9332
2022-05-11,29.87012
2022-05-12,25.04638
2022-05-13,25.41743
2022-05-14,34.69387
2022-05-15,47.95918
2022-05-16,27.45825
2022-05-17,28.94248
2022-05-18,26.8089
2022-05-19,28.38589
2022-05-20,27.55102
2022-05-21,40.53803
2022-05-22,47.03153
2022-05-23,69.10946
2022-05-24,64.74953
2022-05-25,32.46753
2022-05-26,29.87012
2022-05-27,30.33395
2022-05-28,45.91836
2022-05-29,58.25602
2022-05-30,25.13914
2022-05-31,33.39517
2022-06-01,53.8961
2022-06-02,28.66419
2022-06-03,32.18923
2022-06-04,43.97031
2022-06-05,46.10389
2022-06-06,43.32096
2022-06-07,22.6345
2022-06-08,23.74768
2022-06-09,22.07792
2022-06-10,22.17068
2022-06-11,44.5269
2022-06-12,53.52504
2022-06-13,31.53988
2022-06-14,30.705
2022-06-15,19.48051
2022-06-16,21.6141
2022-06-17,25.69573
2022-06-18,35.15769
2022-06-19,42.20779
2022-06-20,29.77736
2022-06-21,37.38404
2022-06-22,32.46753
2022-06-23,24.2115
2022-06-24,24.48979
2022-06-25,50.27829
2022-06-26,45.91836
2022-06-27,29.03525
2022-06-28,30.61224
2022-06-29,20.87198
2022-06-30,19.57328
2022-07-01,31.07606
2022-07-02,51.11317
2022-07-03,70.87198
2022-07-04,38.03339
2022-07-05,33.76623
2022-07-06,36.08534
2022-07-07,28.84972
2022-07-08,28.20037
2022-07-09,43.2282
2022-07-10,65.12059
2022-07-11,33.20964
2022-07-12,31.53988
2022-07-13,19.20222
2022-07-14,27.27272
2022-07-15,28.84972
2022-07-16,33.76623
2022-07-17,54.17439
2022-07-18,25.69573
2022-07-19,29.4063
2022-07-20,30.33395
2022-07-21,23.46938
2022-07-22,23.56215
2022-07-23,27.36549
2022-07-24,39.23933
2022-07-25,33.30241
2022-07-26,30.42671
2022-07-27,27.64378
2022-07-28,45.5473
2022-07-29,44.71243
2022-07-30,62.15213
2022-07-31,39.70315
2022-08-01,39.14656
2022-08-02,28.75695
2022-08-03,33.85899
2022-08-04,33.48794
2022-08-05,33.20964
2022-08-06,49.16512
2022-08-07,47.68089
2022-08-08,22.72727
2022-08-09,19.29499
2022-08-10,21.52133
2022-08-11,21.52133
2022-08-12,26.25231
2022-08-13,25.5102
2022-08-14,40.25974
2022-08-15,33.95176
2022-08-16,22.07792
2022-08-17,19.66604
2022-08-18,19.38775
2022-08-19,15.12059
2022-08-20,29.96289
2022-08-21,37.29128
2022-08-22,18.64564
2022-08-23,15.58441
2022-08-24,15.39888
2022-08-25,15.67717
2022-08-26,19.94434
2022-08-27,33.95176
2022-08-28,39.88868
2022-08-29,17.62523
2022-08-30,12.43042
2022-08-31,13.54359
2022-09-01,13.45083
2022-09-02,15.12059
2022-09-03,20.96474
2022-09-04,18.64564
2022-09-05,10.29684
2022-09-06,13.2653
2022-09-07,10.94619
2022-09-08,12.15213
2022-09-09,21.70686
2022-09-10,28.57142
2022-09-11,36.4564
2022-09-12,28.01484
2022-09-13,15.39888
2022-09-14,9.55473
2022-09-15,9.18367
2022-09-16,12.15213
2022-09-17,19.66604
2022-09-18,23.00556
2022-09-19,12.61595
2022-09-20,11.41001
2022-09-21,11.13172
2022-09-22,10.01855
2022-09-23,9.3692
2022-09-24,19.38775
2022-09-25,21.70686
2022-09-26,11.87384
2022-09-27,10.20408
2022-09-28,10.01855
2022-09-29,11.50278
2022-09-30,12.80148
2022-10-01,16.51205
2022-10-02,22.35621
2022-10-03,16.04823
2022-10-04,8.81261
2022-10-05,9.64749
2022-10-06,8.16326
2022-10-07,7.97773
2022-10-08,17.06864
2022-10-09,17.16141
2022-10-10,15.12059
2022-10-11,8.0705
2022-10-12,8.25602
2022-10-13,7.7922
2022-10-14,10.85343
2022-10-15,15.39888
2022-10-16,16.69758
2022-10-17,7.69944
2022-10-18,8.81261
2022-10-19,8.81261
2022-10-20,8.25602
2022-10-21,8.90538
2022-10-22,13.91465
2022-10-23,15.58441
2022-10-24,8.99814
2022-10-25,9.74025
2022-10-26,8.53432
2022-10-27,8.25602
2022-10-28,8.99814
2022-10-29,12.15213
2022-10-30,11.78107
2022-10-31,8.44155
2022-11-01,10.76066
2022-11-02,9.92578
2022-11-03,8.90538
2022-11-04,7.05009
2022-11-05,9.92578
2022-11-06,15.21335
2022-11-07,7.88497
2022-11-08,9.55473
2022-11-09,9.18367
2022-11-10,8.53432
2022-11-11,8.0705
2022-11-12,11.68831
2022-11-13,12.33766
2022-11-14,8.62708
2022-11-15,7.32838
2022-11-16,6.4935
2022-11-17,7.05009
2022-11-18,7.05009
2022-11-19,9.55473
2022-11-20,12.70871
2022-11-21,8.44155
2022-11-22,7.05009
2022-11-23,7.14285
2022-11-24,6.67903
2022-11-25,8.44155
2022-11-26,9.55473
2022-11-27,12.15213
2022-11-28,7.05009
2022-11-29,8.0705
2022-11-30,7.23562
2022-12-01,4.08163
2022-12-02,5.84415
2022-12-03,8.0705
2022-12-04,9.46196
2022-12-05,6.95732
2022-12-06,5.38033
2022-12-07,6.67903
2022-12-08,6.67903
2022-12-09,7.14285
2022-12-10,7.97773
2022-12-11,11.59554
2022-12-12,6.02968
2022-12-13,6.58627
2022-12-14,6.12244
2022-12-15,3.71057
2022-12-16,6.4935
2022-12-17,7.42115
2022-12-18,9.27643
2022-12-19,6.02968
2022-12-20,6.86456
2022-12-21,5.1948
2022-12-22,6.58627
2022-12-23,7.7922
2022-12-24,6.86456
2022-12-25,9.83302
2022-12-26,6.77179
2022-12-27,7.42115
2022-12-28,8.34879
2022-12-29,6.4935
2022-12-30,6.67903
2022-12-31,9.92578
2023-01-01,11.50278
2023-01-02,8.16326
2023-01-03,8.0705
2023-01-04,6.4935
2023-01-05,10.29684
2023-01-06,7.69944
2023-01-07,11.31725
2023-01-08,12.70871
2023-01-09,8.44155
2023-01-10,6.95732
2023-01-11,7.7922
2023-01-12,8.53432
2023-01-13,8.34879
2023-01-14,11.13172
2023-01-15,12.15213
2023-01-16,7.05009
2023-01-17,5.75139
2023-01-18,6.40074
2023-01-19,7.05009
2023-01-20,5.38033
2023-01-21,9.27643
2023-01-22,12.80148
2023-01-23,17.4397
2023-01-24,9.83302
2023-01-25,9.92578
2023-01-26,8.44155
2023-01-27,8.44155
2023-01-28,10.57513
2023-01-29,12.52319
2023-01-30,9.74025
2023-01-31,8.0705
2023-02-01,7.97773
2023-02-02,12.05936
2023-02-03,8.53432
2023-02-04,10.11131
2023-02-05,15.12059
2023-02-06,8.62708
2023-02-07,9.83302
2023-02-08,12.15213
2023-02-09,9.3692
2023-02-10,12.33766
2023-02-11,15.8627
2023-02-12,15.67717
2023-02-13,9.46196
2023-02-14,9.46196
2023-02-15,10.6679
2023-02-16,9.92578
2023-02-17,9.64749
2023-02-18,15.39888
2023-02-19,18.36734
2023-02-20,10.85343
2023-02-21,12.98701
2023-02-22,9.0909
2023-02-23,8.81261
2023-02-24,8.81261
2023-02-25,13.63636
2023-02-26,22.26345
2023-02-27,12.05936
2023-02-28,11.03896
2023-03-01,16.141
2023-03-02,8.44155
2023-03-03,11.41001
2023-03-04,15.12059
2023-03-05,19.29499
2023-03-06,12.61595
2023-03-07,13.35807
2023-03-08,9.3692
2023-03-09,11.50278
2023-03-10,13.2653
2023-03-11,14.65677
2023-03-12,17.53246
2023-03-13,11.59554
2023-03-14,11.13172
2023-03-15,10.94619
2023-03-16,14.47124
2023-03-17,13.63636
2023-03-18,18.18181
2023-03-19,22.54174
2023-03-20,15.02782
2023-03-21,16.32653
2023-03-22,18.46011
2023-03-23,14.28571
2023-03-24,16.141
2023-03-25,22.17068
2023-03-26,27.27272
2023-03-27,15.58441
2023-03-28,11.50278
2023-03-29,15.67717
2023-03-30,13.35807
2023-03-31,17.06864
2023-04-01,27.17996
2023-04-02,37.7551
2023-04-03,17.71799
2023-04-04,16.79035
2023-04-05,12.70871
2023-04-06,14.28571
2023-04-07,19.57328
2023-04-08,20.12987
2023-04-09,32.46753
2023-04-10,20.12987
2023-04-11,12.80148
2023-04-12,15.39888
2023-04-13,34.60111
2023-04-14,19.85157
2023-04-15,20.40816
2023-04-16,27.27272
2023-04-17,16.79035
2023-04-18,18.18181
2023-04-19,24.67532
2023-04-20,17.81076
2023-04-21,17.4397
2023-04-22,23.84044
2023-04-23,27.17996
2023-04-24,17.53246
2023-04-25,15.30612
2023-04-26,14.47124
2023-04-27,22.26345
2023-04-28,16.23376
2023-04-29,19.57328
2023-04-30,30.705
2023-05-01,34.78664
2023-05-02,17.90352
2023-05-03,19.29499
2023-05-04,20.0371
2023-05-05,19.48051
2023-05-06,23.37662
2023-05-07,24.86085
2023-05-08,19.38775
2023-05-09,22.26345
2023-05-10,22.17068
2023-05-11,26.71614
2023-05-12,22.82003
2023-05-13,34.13729
2023-05-14,48.14471
2023-05-15,28.47866
2023-05-16,37.19851
2023-05-17,37.29128
2023-05-18,26.43784
2023-05-19,25.78849
2023-05-20,44.61966
2023-05-21,43.78478
2023-05-22,27.55102
2023-05-23,28.66419
2023-05-24,24.02597
2023-05-25,23.46938
2023-05-26,27.27272
2023-05-27,22.9128
2023-05-28,26.8089
2023-05-29,100.0
