date,자동차보험가격비교
2023-06-17,2.85714
2023-06-18,3.95604
2023-06-19,5.27472
2023-06-20,6.15384
2023-06-21,6.37362
2023-06-22,3.2967
2023-06-23,1.97802
2023-06-26,3.51648
2023-06-27,5.4945
2023-06-28,7.03296
2023-06-29,6.15384
2023-06-30,2.85714
2023-07-01,1.31868
2023-07-02,1.0989
2023-07-03,6.81318
2023-07-04,7.47252
2023-07-05,4.61538
2023-07-06,5.71428
2023-07-07,7.25274
2023-07-08,3.07692
2023-07-10,3.51648
2023-07-11,5.71428
2023-07-12,6.81318
2023-07-13,6.81318
2023-07-14,4.83516
2023-07-15,2.41758
2023-07-16,1.97802
2023-07-17,9.23076
2023-07-18,3.51648
2023-07-19,3.51648
2023-07-20,4.3956
2023-07-21,4.17582
2023-07-24,6.15384
2023-07-25,5.71428
2023-07-26,5.93406
2023-07-27,5.93406
2023-07-28,6.15384
2023-07-29,2.1978
2023-07-30,2.1978
2023-07-31,7.6923
2023-08-01,4.83516
2023-08-02,7.47252
2023-08-03,4.3956
2023-08-04,3.95604
2023-08-05,1.75824
2023-08-06,3.51648
2023-08-07,5.71428
2023-08-08,5.93406
2023-08-09,6.15384
2023-08-10,9.45054
2023-08-11,7.03296
2023-08-12,1.0989
2023-08-13,3.95604
2023-08-14,3.51648
2023-08-15,1.97802
2023-08-16,7.91208
2023-08-17,7.25274
2023-08-18,10.54945
2023-08-19,5.05494
2023-08-20,7.6923
2023-08-21,7.6923
2023-08-22,6.5934
2023-08-23,6.5934
2023-08-24,7.91208
2023-08-25,4.3956
2023-08-27,1.31868
2023-08-28,5.93406
2023-08-29,5.27472
2023-08-30,4.17582
2023-08-31,5.4945
2023-09-01,5.71428
2023-09-02,4.17582
2023-09-03,3.51648
2023-09-04,7.6923
2023-09-05,7.25274
2023-09-06,7.91208
2023-09-07,4.61538
2023-09-08,7.03296
2023-09-09,2.63736
2023-09-10,3.73626
2023-09-11,6.15384
2023-09-12,4.17582
2023-09-13,3.73626
2023-09-14,4.61538
2023-09-15,3.51648
2023-09-16,1.0989
2023-09-17,1.75824
2023-09-18,3.95604
2023-09-19,5.71428
2023-09-20,9.45054
2023-09-21,3.73626
2023-09-22,7.03296
2023-09-23,3.73626
2023-09-24,2.41758
2023-09-25,5.27472
2023-09-26,2.63736
2023-09-27,5.4945
2023-09-29,1.97802
2023-09-30,2.1978
2023-10-01,1.31868
2023-10-02,3.51648
2023-10-03,3.95604
2023-10-04,9.67032
2023-10-05,6.37362
2023-10-06,3.2967
2023-10-07,2.85714
2023-10-08,2.41758
2023-10-09,2.1978
2023-10-10,6.81318
2023-10-11,8.7912
2023-10-12,5.27472
2023-10-13,3.07692
2023-10-15,5.27472
2023-10-16,4.61538
2023-10-17,5.4945
2023-10-18,6.5934
2023-10-19,1.53846
2023-10-20,4.83516
2023-10-22,1.53846
2023-10-23,4.83516
2023-10-24,5.05494
2023-10-25,4.3956
2023-10-26,5.71428
2023-10-27,3.73626
2023-10-28,2.1978
2023-10-29,3.73626
2023-10-30,3.95604
2023-10-31,3.95604
2023-11-01,5.71428
2023-11-02,8.13186
2023-11-03,3.07692
2023-11-04,1.53846
2023-11-05,3.73626
2023-11-06,6.5934
2023-11-07,6.37362
2023-11-08,6.37362
2023-11-09,7.91208
2023-11-10,6.81318
2023-11-11,6.37362
2023-11-12,6.37362
2023-11-13,6.15384
2023-11-14,8.13186
2023-11-15,7.47252
2023-11-16,5.27472
2023-11-17,5.4945
2023-11-18,3.2967
2023-11-19,5.4945
2023-11-20,10.54945
2023-11-21,8.7912
2023-11-22,9.8901
2023-11-23,9.23076
2023-11-24,7.6923
2023-11-25,2.63736
2023-11-26,2.85714
2023-11-27,10.54945
2023-11-28,12.74725
2023-11-29,11.42857
2023-11-30,14.94505
2023-12-01,8.13186
2023-12-02,4.17582
2023-12-03,3.2967
2023-12-04,15.16483
2023-12-05,25.93406
2023-12-06,26.81318
2023-12-07,21.97802
2023-12-08,9.67032
2023-12-09,6.5934
2023-12-10,6.5934
2023-12-11,13.40659
2023-12-12,12.52747
2023-12-13,11.64835
2023-12-14,15.60439
2023-12-15,2.85714
2023-12-16,1.0989
2023-12-17,2.41758
2023-12-18,7.47252
2023-12-19,7.03296
2023-12-20,8.7912
2023-12-21,7.91208
2023-12-22,7.6923
2023-12-23,3.51648
2023-12-24,1.75824
2023-12-25,3.51648
2023-12-26,10.54945
2023-12-27,6.15384
2023-12-28,7.91208
2023-12-29,5.27472
2023-12-30,1.31868
2023-12-31,3.73626
2024-01-01,6.37362
2024-01-02,7.91208
2024-01-03,6.37362
2024-01-04,8.13186
2024-01-05,4.61538
2024-01-06,2.85714
2024-01-07,3.2967
2024-01-08,7.03296
2024-01-09,9.23076
2024-01-10,11.42857
2024-01-11,8.13186
2024-01-12,5.71428
2024-01-13,4.3956
2024-01-14,3.95604
2024-01-15,9.8901
2024-01-16,8.7912
2024-01-17,6.15384
2024-01-18,9.67032
2024-01-19,56.70329
2024-01-20,55.60439
2024-01-21,45.27472
2024-01-22,49.8901
2024-01-23,51.20879
2024-01-24,56.04395
2024-01-25,69.67032
2024-01-26,58.02197
2024-01-27,69.01098
2024-01-28,66.37362
2024-01-29,58.46153
2024-01-30,63.95604
2024-01-31,61.97802
2024-02-01,61.31868
2024-02-02,65.4945
2024-02-03,71.20879
2024-02-04,72.74725
2024-02-05,64.61538
2024-02-06,56.26373
2024-02-07,47.6923
2024-02-08,45.93406
2024-02-09,47.25274
2024-02-10,42.1978
2024-02-11,49.45054
2024-02-12,50.10989
2024-02-13,48.7912
2024-02-14,38.68131
2024-02-15,54.06593
2024-02-16,45.93406
2024-02-17,40.0
2024-02-18,41.75824
2024-02-19,47.03296
2024-02-20,48.13186
2024-02-21,59.78021
2024-02-22,60.65934
2024-02-23,59.78021
2024-02-24,69.67032
2024-02-25,73.62637
2024-02-26,58.90109
2024-02-27,56.92307
2024-02-28,54.06593
2024-02-29,56.48351
2024-03-01,56.48351
2024-03-02,50.76923
2024-03-03,28.57142
2024-03-04,38.24175
2024-03-05,58.02197
2024-03-06,64.61538
2024-03-07,75.16483
2024-03-08,66.15384
2024-03-09,75.38461
2024-03-10,76.04395
2024-03-11,67.03296
2024-03-12,60.21978
2024-03-13,65.93406
2024-03-14,67.47252
2024-03-15,78.68131
2024-03-16,82.41758
2024-03-17,81.31868
2024-03-18,100.0
2024-03-19,89.8901
2024-03-20,70.98901
