date,대우건설주가
2021-01-29,48.52731
2021-01-30,5.98467
2021-01-31,5.33473
2021-02-01,50.67247
2021-02-02,45.96513
2021-02-03,46.4122
2021-02-04,50.26297
2021-02-05,41.35171
2021-02-06,5.37606
2021-02-07,4.80126
2021-02-08,35.58494
2021-02-09,30.7987
2021-02-10,26.54218
2021-02-11,3.21962
2021-02-12,2.81764
2021-02-13,3.06559
2021-02-14,3.41873
2021-02-15,30.98655
2021-02-16,26.70749
2021-02-17,26.05755
2021-02-18,27.02306
2021-02-19,24.86663
2021-02-20,2.94161
2021-02-21,2.82515
2021-02-22,25.11458
2021-02-23,23.78841
2021-02-24,22.7966
2021-02-25,24.60365
2021-02-26,20.27951
2021-02-27,2.52085
2021-02-28,2.32173
2021-03-01,2.50582
2021-03-02,19.62581
2021-03-03,18.44616
2021-03-04,17.37546
2021-03-05,16.66917
2021-03-06,2.65985
2021-03-07,2.25411
2021-03-08,18.87068
2021-03-09,20.42227
2021-03-10,18.72041
2021-03-11,43.01224
2021-03-12,34.23247
2021-03-13,4.23022
2021-03-14,3.88083
2021-03-15,39.80764
2021-03-16,34.65324
2021-03-17,26.60605
2021-03-18,25.24231
2021-03-19,20.96701
2021-03-20,3.59906
2021-03-21,2.78007
2021-03-22,30.66346
2021-03-23,37.10646
2021-03-24,30.5207
2021-03-25,28.70238
2021-03-26,31.01284
2021-03-27,4.249
2021-03-28,3.90337
2021-03-29,39.24036
2021-03-30,32.39912
2021-03-31,28.89022
2021-04-01,26.89157
2021-04-02,24.85536
2021-04-03,3.89585
2021-04-04,3.22713
2021-04-05,25.90728
2021-04-06,29.16823
2021-04-07,28.51078
2021-04-08,54.48192
2021-04-09,45.90126
2021-04-10,5.15816
2021-04-11,4.38425
2021-04-12,39.94665
2021-04-13,37.36944
2021-04-14,44.38349
2021-04-15,40.97227
2021-04-16,44.23322
2021-04-17,6.04478
2021-04-18,4.7712
2021-04-19,38.36877
2021-04-20,53.74182
2021-04-21,44.66526
2021-04-22,36.6331
2021-04-23,34.73964
2021-04-24,4.89518
2021-04-25,4.1964
2021-04-26,37.76016
2021-04-27,39.08633
2021-04-28,39.02997
2021-04-29,66.67292
2021-04-30,51.98737
2021-05-01,6.38665
2021-05-02,5.08302
2021-05-03,42.22706
2021-05-04,35.41964
2021-05-05,6.94642
2021-05-06,41.8664
2021-05-07,41.22398
2021-05-08,7.10797
2021-05-09,5.87572
2021-05-10,43.49688
2021-05-11,43.20384
2021-05-12,35.52483
2021-05-13,33.71402
2021-05-14,31.28709
2021-05-15,4.71861
2021-05-16,10.94747
2021-05-17,34.98008
2021-05-18,47.39274
2021-05-19,17.98407
2021-05-20,44.07919
2021-05-21,36.09963
2021-05-22,5.06048
2021-05-23,4.48568
2021-05-24,38.25231
2021-05-25,38.27485
2021-05-26,37.47839
2021-05-27,55.0154
2021-05-28,68.74295
2021-05-29,11.66128
2021-05-30,9.5086
2021-05-31,75.27237
2021-06-01,63.16026
2021-06-02,100.0
2021-06-03,98.39582
2021-06-04,82.60575
2021-06-05,10.98504
2021-06-06,10.43654
2021-06-07,74.79149
2021-06-08,78.24404
2021-06-09,68.54384
2021-06-10,59.69268
2021-06-11,52.44947
2021-06-12,6.95018
2021-06-13,5.77053
2021-06-14,52.64106
2021-06-15,51.5929
2021-06-16,51.00308
2021-06-17,46.28446
2021-06-18,50.17657
2021-06-19,8.98264
2021-06-20,6.94642
2021-06-21,48.13284
2021-06-22,78.39431
2021-06-23,78.55962
2021-06-24,72.97317
2021-06-25,86.99
2021-06-26,13.68622
2021-06-27,8.74596
2021-06-28,71.66203
2021-06-29,58.11105
2021-06-30,72.57494
2021-07-01,65.482
2021-07-02,63.71628
2021-07-03,10.51544
2021-07-04,8.3064
2021-07-05,73.08212
2021-07-06,97.25373
2021-07-07,72.41716
2021-07-08,61.78525
2021-07-09,50.86032
2021-07-10,8.08851
2021-07-11,6.53692
2021-07-12,52.04748
2021-07-13,52.18649
2021-07-14,44.14306
2021-07-15,45.04094
2021-07-16,37.948
2021-07-17,6.05605
2021-07-18,6.08986
2021-07-19,38.72943
2021-07-20,40.40498
2021-07-21,36.18603
2021-07-22,43.28274
2021-07-23,39.21406
2021-07-24,4.54579
2021-07-25,3.6479
2021-07-26,30.964
2021-07-27,39.52964
2021-07-28,38.80081
2021-07-29,36.70072
2021-07-30,31.41107
2021-07-31,3.78315
2021-08-01,3.98602
2021-08-02,32.09106
2021-08-03,29.94214
2021-08-04,32.20752
2021-08-05,28.63475
2021-08-06,26.40694
2021-08-07,3.46382
2021-08-08,2.43068
2021-08-09,27.25974
2021-08-10,25.55789
2021-08-11,26.36561
2021-08-12,26.52716
2021-08-13,26.35058
2021-08-14,3.10692
2021-08-15,2.26538
2021-08-16,4.77496
2021-08-17,26.40694
2021-08-18,28.32669
2021-08-19,26.75633
2021-08-20,25.63303
2021-08-21,3.05056
2021-08-22,2.78758
2021-08-23,31.57262
2021-08-24,32.10233
2021-08-25,30.98655
2021-08-26,28.28912
2021-08-27,30.23893
2021-08-28,3.52017
2021-08-29,2.92283
2021-08-30,35.90427
2021-08-31,36.16349
2021-09-01,33.65767
2021-09-02,29.36358
2021-09-03,28.40934
2021-09-04,3.15951
2021-09-05,2.46074
2021-09-06,25.21601
2021-09-07,21.63573
2021-09-08,21.74092
2021-09-09,22.73649
2021-09-10,23.8936
2021-09-11,3.01675
2021-09-12,2.46449
2021-09-13,22.25937
2021-09-14,25.09579
2021-09-15,24.37072
2021-09-16,23.2925
2021-09-17,21.33518
2021-09-18,2.73499
2021-09-19,1.85588
2021-09-20,1.73566
2021-09-21,1.85213
2021-09-22,2.41941
2021-09-23,22.69516
2021-09-24,21.2638
2021-09-25,2.30295
2021-09-26,2.13013
2021-09-27,20.92193
2021-09-28,19.68592
2021-09-29,20.68149
2021-09-30,20.3847
2021-10-01,18.46494
2021-10-02,2.70493
2021-10-03,1.62296
2021-10-04,3.55774
2021-10-05,23.90487
2021-10-06,24.70508
2021-10-07,26.75257
2021-10-08,22.07528
2021-10-09,2.40063
2021-10-10,2.00991
2021-10-11,2.90029
2021-10-12,20.17056
2021-10-13,20.03155
2021-10-14,20.73784
2021-10-15,21.43662
2021-10-16,2.73123
2021-10-17,1.92726
2021-10-18,19.19002
2021-10-19,18.96836
2021-10-20,18.49124
2021-10-21,17.37921
2021-10-22,17.14253
2021-10-23,1.7845
2021-10-24,1.73942
2021-10-25,18.67157
2021-10-26,18.45367
2021-10-27,16.31226
2021-10-28,19.72349
2021-10-29,18.71665
2021-10-30,2.45322
2021-10-31,2.16019
2021-11-01,18.96085
2021-11-02,20.07288
2021-11-03,18.3297
2021-11-04,18.61522
2021-11-05,17.1801
2021-11-06,3.89961
2021-11-07,2.96415
2021-11-08,24.40453
2021-11-09,19.96393
2021-11-10,17.81876
2021-11-11,18.37854
2021-11-12,20.62889
2021-11-13,2.63731
2021-11-14,2.46449
2021-11-15,21.82357
2021-11-16,19.41543
2021-11-17,17.03358
2021-11-18,17.9465
2021-11-19,17.22142
2021-11-20,2.43068
2021-11-21,2.13765
2021-11-22,19.39664
2021-11-23,17.3454
2021-11-24,16.63911
2021-11-25,15.22653
2021-11-26,15.02366
2021-11-27,2.37433
2021-11-28,1.85964
2021-11-29,16.28972
2021-11-30,17.398
2021-12-01,18.91952
2021-12-02,22.10534
2021-12-03,20.56503
2021-12-04,2.85521
2021-12-05,2.46074
2021-12-06,21.74844
2021-12-07,26.23788
2021-12-08,24.93425
2021-12-09,28.32293
2021-12-10,22.57494
2021-12-11,3.24968
2021-12-12,2.84769
2021-12-13,22.48102
2021-12-14,17.49567
2021-12-15,16.87579
2021-12-16,17.10872
2021-12-17,16.28597
2021-12-18,2.01367
2021-12-19,1.87467
2021-12-20,16.12442
2021-12-21,16.62033
2021-12-22,17.22518
2021-12-23,17.84131
2021-12-24,18.22075
2021-12-25,2.37057
2021-12-26,2.28416
2021-12-27,16.9885
2021-12-28,18.07047
2021-12-29,19.07355
2021-12-30,15.84266
2021-12-31,4.7975
2022-01-01,1.64174
2022-01-02,2.11886
2022-01-03,20.03155
2022-01-04,20.80546
2022-01-05,21.83484
2022-01-06,29.60402
2022-01-07,24.40453
2022-01-08,3.76812
2022-01-09,3.49387
2022-01-10,24.94552
2022-01-11,22.9356
2022-01-12,26.80516
2022-01-13,25.01314
2022-01-14,21.24126
2022-01-15,4.63596
2022-01-16,4.30911
2022-01-17,20.89563
2022-01-18,26.42948
2022-01-19,28.25155
2022-01-20,33.57126
2022-01-21,26.30926
2022-01-22,3.68171
2022-01-23,3.03553
2022-01-24,21.23375
2022-01-25,20.03155
2022-01-26,22.07904
2022-01-27,21.10601
2022-01-28,26.24539
2022-01-29,3.55022
2022-01-30,2.46074
2022-01-31,1.9498
2022-02-01,1.94605
2022-02-02,2.63355
2022-02-03,25.44143
2022-02-04,23.79217
2022-02-05,3.37365
2022-02-06,2.58847
2022-02-07,20.49365
2022-02-08,19.72725
2022-02-09,20.77541
2022-02-10,18.28461
2022-02-11,16.7706
2022-02-12,2.09632
2022-02-13,1.70936
2022-02-14,16.04553
2022-02-15,16.2221
2022-02-16,20.13299
2022-02-17,20.89939
2022-02-18,19.9489
2022-02-19,2.85521
2022-02-20,2.10008
2022-02-21,20.82425
2022-02-22,16.47005
2022-02-23,30.39672
2022-02-24,31.29836
2022-02-25,27.96228
2022-02-26,3.89961
2022-02-27,3.38117
2022-02-28,30.43429
2022-03-01,6.21759
2022-03-02,30.21263
2022-03-03,43.30152
2022-03-04,48.88421
2022-03-05,6.78112
2022-03-06,5.43992
2022-03-07,43.98902
2022-03-08,38.22225
2022-03-09,5.44368
2022-03-10,45.07851
2022-03-11,59.86926
2022-03-12,9.5349
2022-03-13,9.73025
2022-03-14,56.165
2022-03-15,42.04297
2022-03-16,48.02389
2022-03-17,43.49312
2022-03-18,37.38447
2022-03-19,5.58644
2022-03-20,4.62469
2022-03-21,32.74851
2022-03-22,32.62829
2022-03-23,31.99714
2022-03-24,29.90457
2022-03-25,29.36358
2022-03-26,4.9628
2022-03-27,3.57277
2022-03-28,30.53948
2022-03-29,31.9746
2022-03-30,28.86392
2022-03-31,31.41858
2022-04-01,26.2792
2022-04-02,3.41873
2022-04-03,2.83642
2022-04-04,29.19453
2022-04-05,27.0982
2022-04-06,25.44143
2022-04-07,23.84476
2022-04-08,24.84033
2022-04-09,2.82891
2022-04-10,2.47201
2022-04-11,22.93936
2022-04-12,21.25629
2022-04-13,22.95439
2022-04-14,21.54181
2022-04-15,20.9069
2022-04-16,2.51709
2022-04-17,1.99864
2022-04-18,20.29829
2022-04-19,22.09407
2022-04-20,22.42467
2022-04-21,25.43016
2022-04-22,20.80922
2022-04-23,2.333
2022-04-24,2.055
2022-04-25,18.06296
2022-04-26,19.73852
2022-04-27,19.39289
2022-04-28,46.67893
2022-04-29,32.45172
2022-04-30,3.66293
2022-05-01,2.70493
2022-05-02,27.37621
2022-05-03,26.29799
2022-05-04,24.95303
2022-05-05,4.26403
2022-05-06,22.53738
2022-05-07,2.70869
2022-05-08,2.47952
2022-05-09,22.83041
2022-05-10,20.21564
2022-05-11,20.13674
2022-05-12,19.29897
2022-05-13,22.83417
2022-05-14,2.5509
2022-05-15,1.90472
2022-05-16,20.11796
2022-05-17,20.55
2022-05-18,17.99158
2022-05-19,17.0411
2022-05-20,19.20504
2022-05-21,2.18649
2022-05-22,1.62296
2022-05-23,17.01855
2022-05-24,22.66511
2022-05-25,24.59989
2022-05-26,20.15929
2022-05-27,18.55511
2022-05-28,1.97986
2022-05-29,1.57787
2022-05-30,21.00082
2022-05-31,20.28326
2022-06-01,3.32857
2022-06-02,16.76684
2022-06-03,17.07115
2022-06-04,2.01367
2022-06-05,1.54782
2022-06-06,2.23532
2022-06-07,15.6999
2022-06-08,18.91577
2022-06-09,16.12067
2022-06-10,19.93012
2022-06-11,2.09256
2022-06-12,1.69809
2022-06-13,18.09677
2022-06-14,18.85566
2022-06-15,17.34164
2022-06-16,18.07423
2022-06-17,17.0411
2022-06-18,2.26538
2022-06-19,1.49522
2022-06-20,16.29724
2022-06-21,17.398
2022-06-22,17.19888
2022-06-23,17.24397
2022-06-24,20.28702
2022-06-25,2.31046
2022-06-26,1.96859
2022-06-27,19.17123
2022-06-28,19.05853
2022-06-29,18.81057
2022-06-30,23.45029
2022-07-01,23.841
2022-07-02,2.39311
2022-07-03,2.02494
2022-07-04,17.80749
2022-07-05,18.16815
2022-07-06,16.72176
2022-07-07,17.54451
2022-07-08,16.66541
2022-07-09,1.4013
2022-07-10,1.32992
2022-07-11,15.59095
2022-07-12,13.67119
2022-07-13,14.59162
2022-07-14,14.17837
2022-07-15,15.17394
2022-07-16,1.58163
2022-07-17,1.40882
2022-07-18,18.17567
2022-07-19,15.1251
2022-07-20,15.41062
2022-07-21,14.06942
2022-07-22,13.69749
2022-07-23,1.52528
2022-07-24,1.16086
2022-07-25,14.23848
2022-07-26,15.32797
2022-07-27,14.03561
2022-07-28,21.36148
2022-07-29,17.70982
2022-07-30,1.7845
2022-07-31,1.61169
2022-08-01,16.86452
2022-08-02,14.24975
2022-08-03,15.12886
2022-08-04,15.08753
2022-08-05,15.90652
2022-08-06,1.55158
2022-08-07,1.42384
2022-08-08,14.6029
2022-08-09,13.47208
2022-08-10,19.81741
2022-08-11,20.40724
2022-08-12,21.28634
2022-08-13,2.60725
2022-08-14,1.97986
2022-08-15,2.91156
2022-08-16,19.70095
2022-08-17,15.9779
2022-08-18,14.73814
2022-08-19,13.44578
2022-08-20,1.80704
2022-08-21,1.77699
2022-08-22,13.7839
2022-08-23,13.4533
2022-08-24,15.30543
2022-08-25,15.75249
2022-08-26,16.96596
2022-08-27,1.94229
2022-08-28,1.80329
2022-08-29,13.82523
2022-08-30,15.17769
2022-08-31,14.44511
2022-09-01,14.12577
2022-09-02,15.59471
2022-09-03,1.89721
2022-09-04,1.46517
2022-09-05,13.82147
2022-09-06,15.55338
2022-09-07,15.22653
2022-09-08,14.63671
2022-09-09,1.60793
2022-09-10,1.05943
2022-09-11,1.20595
2022-09-12,1.66428
2022-09-13,18.28837
2022-09-14,14.663
2022-09-15,13.90036
2022-09-16,11.67255
2022-09-17,1.22473
2022-09-18,1.2097
2022-09-19,11.49973
2022-09-20,11.09775
2022-09-21,10.47035
2022-09-22,11.33819
2022-09-23,10.80847
2022-09-24,1.28484
2022-09-25,1.02562
2022-09-26,12.85596
2022-09-27,12.96115
2022-09-28,12.09707
2022-09-29,12.04072
2022-09-30,10.50041
2022-10-01,1.31865
2022-10-02,1.0707
2022-10-03,1.43136
2022-10-04,12.78458
2022-10-05,11.47343
2022-10-06,11.63498
2022-10-07,9.9181
2022-10-08,1.14959
2022-10-09,1.01059
2022-10-10,1.33368
2022-10-11,9.00518
2022-10-12,10.13975
2022-10-13,9.4297
2022-10-14,11.12029
2022-10-15,1.42384
2022-10-16,1.09324
2022-10-17,11.61995
2022-10-18,12.4427
2022-10-19,11.84161
2022-10-20,10.06086
2022-10-21,11.81531
2022-10-22,2.03997
2022-10-23,1.5929
2022-10-24,14.16334
2022-10-25,13.14899
2022-10-26,12.89728
2022-10-27,15.58343
2022-10-28,13.95296
2022-10-29,1.55909
2022-10-30,1.0444
2022-10-31,12.25862
2022-11-01,16.48132
2022-11-02,16.76684
2022-11-03,14.47516
2022-11-04,13.9229
2022-11-05,4.27905
2022-11-06,3.55774
2022-11-07,20.5763
2022-11-08,16.53768
2022-11-09,17.64595
2022-11-10,15.39559
2022-11-11,17.88639
2022-11-12,2.3067
2022-11-13,2.48703
2022-11-14,17.55203
2022-11-15,15.90652
2022-11-16,15.6473
2022-11-17,18.37478
2022-11-18,18.46494
2022-11-19,2.42317
2022-11-20,1.72064
2022-11-21,13.70501
2022-11-22,13.89661
2022-11-23,14.58411
2022-11-24,13.2354
2022-11-25,12.02194
2022-11-26,1.30362
2022-11-27,1.07446
2022-11-28,10.66947
2022-11-29,11.68757
2022-11-30,15.58719
2022-12-01,16.24088
2022-12-02,11.39454
2022-12-03,1.23976
2022-12-04,1.01435
2022-12-05,11.39454
2022-12-06,10.01202
2022-12-07,9.51611
2022-12-08,9.1254
2022-12-09,10.15102
2022-12-10,1.21346
2022-12-11,1.02562
2022-12-12,10.18859
2022-12-13,10.04583
2022-12-14,10.01202
2022-12-15,9.16672
2022-12-16,8.75347
2022-12-17,1.0181
2022-12-18,0.79269
2022-12-19,8.53182
2022-12-20,10.33886
2022-12-21,9.58749
2022-12-22,9.74528
2022-12-23,8.39657
2022-12-24,0.98805
2022-12-25,0.86032
2022-12-26,9.02772
2022-12-27,10.0571
2022-12-28,8.85866
2022-12-29,8.25005
2022-12-30,3.24592
2022-12-31,0.76264
2023-01-01,0.84153
2023-01-02,9.65136
2023-01-03,10.49665
2023-01-04,11.54481
2023-01-05,10.54925
2023-01-06,15.33924
2023-01-07,2.21654
2023-01-08,1.73942
2023-01-09,14.09572
2023-01-10,16.56022
2023-01-11,13.32556
2023-01-12,12.37884
2023-01-13,13.08888
2023-01-14,1.41633
2023-01-15,1.236
2023-01-16,11.62747
2023-01-17,10.90239
2023-01-18,9.39589
2023-01-19,9.74528
2023-01-20,11.1541
2023-01-21,1.37125
2023-01-22,0.76264
2023-01-23,0.96926
2023-01-24,1.11954
2023-01-25,12.26237
2023-01-26,11.81155
2023-01-27,12.80336
2023-01-28,1.34495
2023-01-29,1.14584
2023-01-30,10.88361
2023-01-31,16.42121
2023-02-01,15.46322
2023-02-02,13.9755
2023-02-03,14.96731
2023-02-04,1.55158
2023-02-05,1.43887
2023-02-06,11.81906
2023-02-07,12.88226
2023-02-08,13.2617
2023-02-09,12.22481
2023-02-10,11.7815
2023-02-11,1.87467
2023-02-12,1.72064
2023-02-13,11.39454
2023-02-14,11.58614
2023-02-15,10.29754
2023-02-16,11.63498
2023-02-17,10.95874
2023-02-18,1.68682
2023-02-19,1.48395
2023-02-20,11.0414
2023-02-21,15.17769
2023-02-22,11.89796
2023-02-23,12.75077
2023-02-24,10.62814
2023-02-25,1.19092
2023-02-26,0.85656
2023-02-27,8.43038
2023-02-28,9.74528
2023-03-01,1.97986
2023-03-02,11.16161
2023-03-03,8.89247
2023-03-04,1.19468
2023-03-05,1.04816
2023-03-06,8.58441
2023-03-07,8.53182
2023-03-08,7.52873
2023-03-09,8.62574
2023-03-10,9.68517
2023-03-11,0.96926
2023-03-12,0.95048
2023-03-13,9.79036
2023-03-14,8.39281
2023-03-15,9.70395
2023-03-16,7.84807
2023-03-17,8.34022
2023-03-18,0.91291
2023-03-19,0.92418
2023-03-20,7.82553
2023-03-21,8.31767
2023-03-22,7.93823
2023-03-23,8.91126
2023-03-24,8.23878
2023-03-25,0.96926
2023-03-26,0.78518
2023-03-27,7.85934
2023-03-28,8.04718
2023-03-29,7.96829
2023-03-30,9.0465
2023-03-31,8.68209
2023-04-01,1.07446
2023-04-02,0.8528
2023-04-03,9.63257
2023-04-04,8.81734
2023-04-05,8.56187
2023-04-06,8.0284
2023-04-07,8.75347
2023-04-08,0.94672
2023-04-09,0.91667
2023-04-10,8.46419
2023-04-11,8.53933
2023-04-12,10.31257
2023-04-13,9.37335
2023-04-14,10.72206
2023-04-15,1.40882
2023-04-16,1.17589
2023-04-17,9.54617
2023-04-18,8.40408
2023-04-19,8.7948
2023-04-20,7.61139
2023-04-21,8.29138
2023-04-22,1.23224
2023-04-23,1.04064
2023-04-24,7.7842
2023-04-25,7.64144
2023-04-26,7.99459
2023-04-27,8.24629
2023-04-28,8.23127
2023-04-29,0.95048
2023-04-30,0.8528
2023-05-01,2.11511
2023-05-02,8.06972
2023-05-03,6.82996
2023-05-04,6.94642
2023-05-05,1.05567
2023-05-06,0.77766
2023-05-07,0.62363
2023-05-08,11.14283
2023-05-09,8.53182
2023-05-10,7.66398
2023-05-11,8.7422
2023-05-12,6.58952
2023-05-13,0.83777
2023-05-14,0.59358
2023-05-15,6.70598
2023-05-16,6.82996
2023-05-17,7.2883
2023-05-18,7.12299
2023-05-19,8.16364
2023-05-20,0.98429
2023-05-21,1.17589
2023-05-22,10.99631
2023-05-23,9.35832
2023-05-24,10.39897
2023-05-25,8.39657
2023-05-26,8.15237
2023-05-27,0.89788
2023-05-28,1.11578
2023-05-29,1.60042
