date,KODEX미국S&P500TR
2022-06-20,36.47058
2022-06-21,28.82352
2022-06-22,33.52941
2022-06-23,28.47058
2022-06-24,31.64705
2022-06-25,6.23529
2022-06-26,10.82352
2022-06-27,52.11764
2022-06-28,30.70588
2022-06-29,27.88235
2022-06-30,32.35294
2022-07-01,32.70588
2022-07-02,10.47058
2022-07-03,9.7647
2022-07-04,34.94117
2022-07-05,29.7647
2022-07-06,42.82352
2022-07-07,36.0
2022-07-08,27.17647
2022-07-09,4.35294
2022-07-10,6.47058
2022-07-11,28.94117
2022-07-12,28.82352
2022-07-13,30.70588
2022-07-14,26.82352
2022-07-15,27.17647
2022-07-16,9.64705
2022-07-17,9.7647
2022-07-18,34.35294
2022-07-19,30.35294
2022-07-20,36.47058
2022-07-21,34.82352
2022-07-22,38.23529
2022-07-23,8.47058
2022-07-24,10.58823
2022-07-25,33.05882
2022-07-26,30.70588
2022-07-27,33.7647
2022-07-28,36.35294
2022-07-29,36.82352
2022-07-30,8.47058
2022-07-31,9.05882
2022-08-01,39.41176
2022-08-02,44.11764
2022-08-03,37.88235
2022-08-04,49.41176
2022-08-05,35.7647
2022-08-06,8.70588
2022-08-07,8.11764
2022-08-08,38.11764
2022-08-09,35.52941
2022-08-10,37.41176
2022-08-11,40.11764
2022-08-12,32.58823
2022-08-13,7.64705
2022-08-14,7.17647
2022-08-15,10.35294
2022-08-16,46.82352
2022-08-17,40.11764
2022-08-18,41.41176
2022-08-19,41.05882
2022-08-20,12.94117
2022-08-21,12.0
2022-08-22,42.70588
2022-08-23,53.29411
2022-08-24,42.0
2022-08-25,38.94117
2022-08-26,42.82352
2022-08-27,10.0
2022-08-28,12.11764
2022-08-29,45.29411
2022-08-30,41.64705
2022-08-31,47.41176
2022-09-01,43.05882
2022-09-02,36.94117
2022-09-03,8.0
2022-09-04,12.70588
2022-09-05,40.70588
2022-09-06,53.64705
2022-09-07,38.11764
2022-09-08,37.17647
2022-09-09,11.52941
2022-09-10,8.58823
2022-09-11,9.17647
2022-09-12,10.94117
2022-09-13,52.94117
2022-09-14,56.23529
2022-09-15,35.05882
2022-09-16,43.52941
2022-09-17,9.7647
2022-09-18,13.05882
2022-09-19,38.82352
2022-09-20,32.11764
2022-09-21,35.88235
2022-09-22,40.82352
2022-09-23,41.29411
2022-09-24,14.58823
2022-09-25,9.41176
2022-09-26,36.70588
2022-09-27,37.17647
2022-09-28,37.52941
2022-09-29,36.82352
2022-09-30,34.11764
2022-10-01,6.58823
2022-10-02,4.82352
2022-10-03,11.41176
2022-10-04,30.58823
2022-10-05,33.41176
2022-10-06,30.94117
2022-10-07,27.41176
2022-10-08,6.35294
2022-10-09,7.52941
2022-10-10,9.88235
2022-10-11,34.35294
2022-10-12,31.88235
2022-10-13,26.47058
2022-10-14,27.52941
2022-10-15,5.41176
2022-10-16,7.52941
2022-10-17,29.7647
2022-10-18,25.41176
2022-10-19,31.64705
2022-10-20,23.7647
2022-10-21,27.52941
2022-10-22,4.94117
2022-10-23,5.64705
2022-10-24,28.11764
2022-10-25,28.94117
2022-10-26,29.88235
2022-10-27,28.47058
2022-10-28,35.29411
2022-10-29,7.29411
2022-10-30,6.70588
2022-10-31,37.05882
2022-11-01,37.52941
2022-11-02,29.41176
2022-11-03,30.23529
2022-11-04,35.41176
2022-11-05,13.05882
2022-11-06,8.70588
2022-11-07,34.94117
2022-11-08,33.05882
2022-11-09,37.05882
2022-11-10,32.70588
2022-11-11,49.52941
2022-11-12,8.0
2022-11-13,6.82352
2022-11-14,38.94117
2022-11-15,32.58823
2022-11-16,34.23529
2022-11-17,32.94117
2022-11-18,27.52941
2022-11-19,7.05882
2022-11-20,6.82352
2022-11-21,32.70588
2022-11-22,28.70588
2022-11-23,31.05882
2022-11-24,32.70588
2022-11-25,27.29411
2022-11-26,5.52941
2022-11-27,7.17647
2022-11-28,25.64705
2022-11-29,28.23529
2022-11-30,29.64705
2022-12-01,32.82352
2022-12-02,24.0
2022-12-03,4.70588
2022-12-04,8.82352
2022-12-05,26.35294
2022-12-06,24.58823
2022-12-07,26.82352
2022-12-08,23.7647
2022-12-09,26.70588
2022-12-10,5.88235
2022-12-11,8.47058
2022-12-12,25.41176
2022-12-13,24.35294
2022-12-14,29.88235
2022-12-15,22.35294
2022-12-16,31.88235
2022-12-17,8.11764
2022-12-18,8.47058
2022-12-19,30.94117
2022-12-20,40.35294
2022-12-21,26.82352
2022-12-22,28.23529
2022-12-23,34.11764
2022-12-24,8.23529
2022-12-25,9.29411
2022-12-26,29.17647
2022-12-27,28.82352
2022-12-28,36.11764
2022-12-29,34.70588
2022-12-30,20.23529
2022-12-31,8.58823
2023-01-01,8.82352
2023-01-02,31.7647
2023-01-03,33.64705
2023-01-04,32.82352
2023-01-05,28.35294
2023-01-06,32.11764
2023-01-07,8.23529
2023-01-08,7.17647
2023-01-09,35.88235
2023-01-10,34.23529
2023-01-11,36.47058
2023-01-12,32.82352
2023-01-13,38.94117
2023-01-14,11.64705
2023-01-15,10.58823
2023-01-16,36.47058
2023-01-17,26.35294
2023-01-18,34.70588
2023-01-19,32.94117
2023-01-20,33.41176
2023-01-21,10.11764
2023-01-22,9.7647
2023-01-23,10.0
2023-01-24,16.23529
2023-01-25,46.82352
2023-01-26,46.35294
2023-01-27,46.94117
2023-01-28,15.64705
2023-01-29,15.17647
2023-01-30,44.58823
2023-01-31,37.05882
2023-02-01,37.05882
2023-02-02,52.23529
2023-02-03,51.64705
2023-02-04,18.11764
2023-02-05,15.05882
2023-02-06,43.88235
2023-02-07,42.82352
2023-02-08,52.94117
2023-02-09,41.29411
2023-02-10,40.23529
2023-02-11,14.82352
2023-02-12,11.41176
2023-02-13,44.94117
2023-02-14,46.35294
2023-02-15,44.70588
2023-02-16,46.58823
2023-02-17,37.7647
2023-02-18,12.94117
2023-02-19,13.29411
2023-02-20,38.11764
2023-02-21,43.88235
2023-02-22,36.94117
2023-02-23,36.58823
2023-02-24,40.0
2023-02-25,10.58823
2023-02-26,9.7647
2023-02-27,32.82352
2023-02-28,32.0
2023-03-01,11.41176
2023-03-02,32.23529
2023-03-03,32.82352
2023-03-04,15.41176
2023-03-05,9.41176
2023-03-06,33.29411
2023-03-07,35.64705
2023-03-08,34.94117
2023-03-09,32.0
2023-03-10,32.58823
2023-03-11,7.52941
2023-03-12,8.82352
2023-03-13,41.17647
2023-03-14,39.17647
2023-03-15,33.17647
2023-03-16,32.11764
2023-03-17,35.05882
2023-03-18,10.0
2023-03-19,8.58823
2023-03-20,36.11764
2023-03-21,33.05882
2023-03-22,33.7647
2023-03-23,37.29411
2023-03-24,35.29411
2023-03-25,11.64705
2023-03-26,8.0
2023-03-27,34.58823
2023-03-28,31.7647
2023-03-29,27.64705
2023-03-30,33.88235
2023-03-31,34.23529
2023-04-01,12.47058
2023-04-02,8.58823
2023-04-03,39.52941
2023-04-04,40.23529
2023-04-05,38.94117
2023-04-06,32.0
2023-04-07,32.94117
2023-04-08,8.35294
2023-04-09,8.11764
2023-04-10,29.7647
2023-04-11,37.88235
2023-04-12,34.35294
2023-04-13,29.05882
2023-04-14,34.35294
2023-04-15,11.64705
2023-04-16,10.94117
2023-04-17,28.11764
2023-04-18,34.58823
2023-04-19,27.41176
2023-04-20,26.35294
2023-04-21,30.11764
2023-04-22,5.17647
2023-04-23,5.7647
2023-04-24,28.82352
2023-04-25,31.88235
2023-04-26,30.23529
2023-04-27,26.58823
2023-04-28,34.82352
2023-04-29,8.82352
2023-04-30,9.64705
2023-05-01,11.29411
2023-05-02,31.17647
2023-05-03,30.23529
2023-05-04,28.82352
2023-05-05,7.29411
2023-05-06,7.29411
2023-05-07,5.64705
2023-05-08,27.17647
2023-05-09,26.23529
2023-05-10,22.94117
2023-05-11,26.11764
2023-05-12,26.0
2023-05-13,6.0
2023-05-14,7.29411
2023-05-15,27.88235
2023-05-16,27.64705
2023-05-17,27.05882
2023-05-18,32.23529
2023-05-19,29.7647
2023-05-20,8.94117
2023-05-21,6.23529
2023-05-22,26.82352
2023-05-23,30.94117
2023-05-24,25.7647
2023-05-25,27.17647
2023-05-26,27.29411
2023-05-27,7.88235
2023-05-28,7.7647
2023-05-29,9.05882
2023-05-30,34.35294
2023-05-31,30.82352
2023-06-01,25.05882
2023-06-02,28.0
2023-06-03,7.88235
2023-06-04,7.64705
2023-06-05,35.64705
2023-06-06,8.82352
2023-06-07,30.82352
2023-06-08,26.94117
2023-06-09,29.29411
2023-06-10,8.35294
2023-06-11,8.94117
2023-06-12,30.94117
2023-06-13,37.17647
2023-06-14,35.41176
2023-06-15,34.70588
2023-06-16,38.11764
2023-06-17,7.64705
2023-06-18,5.41176
2023-06-19,29.05882
2023-06-20,27.05882
2023-06-21,29.64705
2023-06-22,28.47058
2023-06-23,34.70588
2023-06-24,4.82352
2023-06-25,6.58823
2023-06-26,28.23529
2023-06-27,30.0
2023-06-28,33.7647
2023-06-29,36.0
2023-06-30,28.94117
2023-07-01,9.64705
2023-07-02,8.0
2023-07-03,36.70588
2023-07-04,34.23529
2023-07-05,32.11764
2023-07-06,25.41176
2023-07-07,28.82352
2023-07-08,6.70588
2023-07-09,5.64705
2023-07-10,25.7647
2023-07-11,28.35294
2023-07-12,28.82352
2023-07-13,32.94117
2023-07-14,33.64705
2023-07-15,7.7647
2023-07-16,7.05882
2023-07-17,26.35294
2023-07-18,26.23529
2023-07-19,31.52941
2023-07-20,29.52941
2023-07-21,23.7647
2023-07-22,5.52941
2023-07-23,6.58823
2023-07-24,25.05882
2023-07-25,28.11764
2023-07-26,28.0
2023-07-27,30.58823
2023-07-28,27.64705
2023-07-29,5.52941
2023-07-30,8.47058
2023-07-31,26.70588
2023-08-01,29.7647
2023-08-02,35.7647
2023-08-03,32.94117
2023-08-04,29.05882
2023-08-05,10.58823
2023-08-06,8.0
2023-08-07,27.52941
2023-08-08,33.41176
2023-08-09,29.17647
2023-08-10,28.0
2023-08-11,29.05882
2023-08-12,10.11764
2023-08-13,9.29411
2023-08-14,26.94117
2023-08-15,13.88235
2023-08-16,26.0
2023-08-17,23.41176
2023-08-18,28.11764
2023-08-19,8.11764
2023-08-20,7.88235
2023-08-21,32.23529
2023-08-22,27.41176
2023-08-23,22.47058
2023-08-24,26.94117
2023-08-25,31.88235
2023-08-26,9.41176
2023-08-27,8.0
2023-08-28,28.94117
2023-08-29,30.47058
2023-08-30,37.88235
2023-08-31,30.35294
2023-09-01,30.0
2023-09-02,6.11764
2023-09-03,7.52941
2023-09-04,32.11764
2023-09-05,28.82352
2023-09-06,31.29411
2023-09-07,26.0
2023-09-08,27.7647
2023-09-09,7.52941
2023-09-10,10.23529
2023-09-11,28.0
2023-09-12,30.35294
2023-09-13,27.64705
2023-09-14,24.82352
2023-09-15,28.70588
2023-09-16,6.47058
2023-09-17,7.64705
2023-09-18,26.35294
2023-09-19,26.35294
2023-09-20,22.47058
2023-09-21,23.29411
2023-09-22,28.35294
2023-09-23,7.52941
2023-09-24,8.82352
2023-09-25,27.29411
2023-09-26,24.82352
2023-09-27,24.47058
2023-09-28,6.0
2023-09-29,5.7647
2023-09-30,6.82352
2023-10-01,5.17647
2023-10-02,8.70588
2023-10-03,7.17647
2023-10-04,34.58823
2023-10-05,29.29411
2023-10-06,27.88235
2023-10-07,5.7647
2023-10-08,6.58823
2023-10-09,7.41176
2023-10-10,26.11764
2023-10-11,30.23529
2023-10-12,26.47058
2023-10-13,20.23529
2023-10-14,7.17647
2023-10-15,3.7647
2023-10-16,22.82352
2023-10-17,27.05882
2023-10-18,24.23529
2023-10-19,24.35294
2023-10-20,24.82352
2023-10-21,5.88235
2023-10-22,6.70588
2023-10-23,25.05882
2023-10-24,26.94117
2023-10-25,28.58823
2023-10-26,26.23529
2023-10-27,27.17647
2023-10-28,6.94117
2023-10-29,8.11764
2023-10-30,25.52941
2023-10-31,26.0
2023-11-01,31.52941
2023-11-02,28.94117
2023-11-03,30.70588
2023-11-04,8.35294
2023-11-05,8.23529
2023-11-06,36.35294
2023-11-07,29.64705
2023-11-08,28.0
2023-11-09,25.64705
2023-11-10,23.41176
2023-11-11,6.70588
2023-11-12,8.35294
2023-11-13,28.23529
2023-11-14,26.58823
2023-11-15,38.58823
2023-11-16,30.0
2023-11-17,27.52941
2023-11-18,7.29411
2023-11-19,10.58823
2023-11-20,33.52941
2023-11-21,37.29411
2023-11-22,35.64705
2023-11-23,31.05882
2023-11-24,32.11764
2023-11-25,10.11764
2023-11-26,9.7647
2023-11-27,32.70588
2023-11-28,35.29411
2023-11-29,39.29411
2023-11-30,29.05882
2023-12-01,31.88235
2023-12-02,10.11764
2023-12-03,14.35294
2023-12-04,38.58823
2023-12-05,39.29411
2023-12-06,39.29411
2023-12-07,40.58823
2023-12-08,36.35294
2023-12-09,10.23529
2023-12-10,11.17647
2023-12-11,42.47058
2023-12-12,43.88235
2023-12-13,47.41176
2023-12-14,51.17647
2023-12-15,51.41176
2023-12-16,11.64705
2023-12-17,15.29411
2023-12-18,48.82352
2023-12-19,50.11764
2023-12-20,52.58823
2023-12-21,51.52941
2023-12-22,51.41176
2023-12-23,15.29411
2023-12-24,14.35294
2023-12-25,17.05882
2023-12-26,51.88235
2023-12-27,49.29411
2023-12-28,55.29411
2023-12-29,32.23529
2023-12-30,16.47058
2023-12-31,10.70588
2024-01-01,15.05882
2024-01-02,55.05882
2024-01-03,56.58823
2024-01-04,51.7647
2024-01-05,48.94117
2024-01-06,15.17647
2024-01-07,20.35294
2024-01-08,39.88235
2024-01-09,53.05882
2024-01-10,54.11764
2024-01-11,55.64705
2024-01-12,46.70588
2024-01-13,13.17647
2024-01-14,16.11764
2024-01-15,55.88235
2024-01-16,59.64705
2024-01-17,62.23529
2024-01-18,50.11764
2024-01-19,55.41176
2024-01-20,21.7647
2024-01-21,19.88235
2024-01-22,58.94117
2024-01-23,57.52941
2024-01-24,61.52941
2024-01-25,62.23529
2024-01-26,55.52941
2024-01-27,18.11764
2024-01-28,17.7647
2024-01-29,59.52941
2024-01-30,59.64705
2024-01-31,57.05882
2024-02-01,62.11764
2024-02-02,61.05882
2024-02-03,18.0
2024-02-04,18.94117
2024-02-05,61.41176
2024-02-06,54.23529
2024-02-07,52.11764
2024-02-08,60.70588
2024-02-09,21.7647
2024-02-10,16.70588
2024-02-11,18.0
2024-02-12,19.64705
2024-02-13,67.52941
2024-02-14,66.11764
2024-02-15,69.64705
2024-02-16,66.11764
2024-02-17,21.29411
2024-02-18,18.58823
2024-02-19,59.88235
2024-02-20,61.7647
2024-02-21,65.17647
2024-02-22,64.70588
2024-02-23,71.05882
2024-02-24,19.52941
2024-02-25,21.29411
2024-02-26,60.82352
2024-02-27,57.88235
2024-02-28,63.29411
2024-02-29,54.58823
2024-03-01,18.94117
2024-03-02,20.0
2024-03-03,13.29411
2024-03-04,70.23529
2024-03-05,71.17647
2024-03-06,64.23529
2024-03-07,72.94117
2024-03-08,67.17647
2024-03-09,17.17647
2024-03-10,17.52941
2024-03-11,63.88235
2024-03-12,65.7647
2024-03-13,66.47058
2024-03-14,63.64705
2024-03-15,58.70588
2024-03-16,18.70588
2024-03-17,16.23529
2024-03-18,61.64705
2024-03-19,61.41176
2024-03-20,65.17647
