date,부동산PF
2023-06-01,6.77506
2023-06-02,6.25769
2023-06-03,3.99113
2023-06-04,3.69549
2023-06-05,5.29687
2023-06-06,4.0404
2023-06-07,6.57797
2023-06-08,6.01133
2023-06-09,6.30697
2023-06-10,3.86794
2023-06-11,3.67085
2023-06-12,6.28233
2023-06-13,6.35624
2023-06-14,5.24759
2023-06-15,7.04607
2023-06-16,5.17368
2023-06-17,2.48829
2023-06-18,5.24759
2023-06-19,8.45035
2023-06-20,7.73589
2023-06-21,7.44025
2023-06-22,7.41561
2023-06-23,5.91278
2023-06-24,4.48386
2023-06-25,4.73022
2023-06-26,7.31707
2023-06-27,9.559
2023-06-28,7.73589
2023-06-29,8.96772
2023-06-30,6.99679
2023-07-01,4.50849
2023-07-02,6.45479
2023-07-03,10.61837
2023-07-04,14.75732
2023-07-05,16.87607
2023-07-06,19.73392
2023-07-07,22.37004
2023-07-08,13.42695
2023-07-09,11.87484
2023-07-10,24.85833
2023-07-11,23.50332
2023-07-12,15.93988
2023-07-13,13.00813
2023-07-14,10.59374
2023-07-15,11.87484
2023-07-16,6.92288
2023-07-17,11.23429
2023-07-18,12.3183
2023-07-19,10.00246
2023-07-20,38.18674
2023-07-21,26.18871
2023-07-22,9.70682
2023-07-23,8.15471
2023-07-24,18.72382
2023-07-25,14.19068
2023-07-26,11.82557
2023-07-27,10.66765
2023-07-28,8.2779
2023-07-29,4.16358
2023-07-30,5.17368
2023-07-31,7.90835
2023-08-01,7.90835
2023-08-02,10.61837
2023-08-03,8.42572
2023-08-04,8.03153
2023-08-05,3.64621
2023-08-06,4.55777
2023-08-07,8.69672
2023-08-08,8.32717
2023-08-09,8.40108
2023-08-10,8.45035
2023-08-11,7.73589
2023-08-12,3.81867
2023-08-13,3.37521
2023-08-14,6.82434
2023-08-15,3.84331
2023-08-16,7.93298
2023-08-17,7.44025
2023-08-18,7.04607
2023-08-19,3.20275
2023-08-20,4.13895
2023-08-21,7.26779
2023-08-22,8.0808
2023-08-23,7.09534
2023-08-24,7.21852
2023-08-25,5.64178
2023-08-26,2.80857
2023-08-27,3.62158
2023-08-28,6.20842
2023-08-29,5.98669
2023-08-30,6.65188
2023-08-31,5.83887
2023-09-01,6.89825
2023-09-02,4.48386
2023-09-03,5.46932
2023-09-04,8.72135
2023-09-05,10.59374
2023-09-06,10.22419
2023-09-07,9.288
2023-09-08,7.71125
2023-09-09,3.91722
2023-09-10,6.13451
2023-09-11,12.3183
2023-09-12,15.61961
2023-09-13,12.36757
2023-09-14,11.65311
2023-09-15,7.58807
2023-09-16,4.16358
2023-09-17,4.13895
2023-09-18,9.23872
2023-09-19,8.89381
2023-09-20,9.0909
2023-09-21,9.43582
2023-09-22,11.5792
2023-09-23,6.3316
2023-09-24,12.09657
2023-09-25,17.86154
2023-09-26,17.46735
2023-09-27,13.20522
2023-09-28,5.02586
2023-09-29,3.39985
2023-09-30,5.24759
2023-10-01,5.29687
2023-10-02,5.5186
2023-10-03,6.35624
2023-10-04,12.14584
2023-10-05,12.26903
2023-10-06,10.24882
2023-10-07,5.49396
2023-10-08,5.24759
2023-10-09,6.01133
2023-10-10,9.23872
2023-10-11,8.40108
2023-10-12,7.83444
2023-10-13,6.47942
2023-10-14,2.85784
2023-10-15,4.3114
2023-10-16,7.46489
2023-10-17,7.8098
2023-10-18,7.68662
2023-10-19,8.57354
2023-10-20,7.44025
2023-10-21,3.69549
2023-10-22,4.60704
2023-10-23,9.04163
2023-10-24,9.53436
2023-10-25,10.66765
2023-10-26,9.75609
2023-10-27,8.00689
2023-10-28,4.18822
2023-10-29,6.82434
2023-10-30,12.51539
2023-10-31,12.3183
2023-11-01,11.89948
2023-11-02,10.00246
2023-11-03,7.95762
2023-11-04,4.65631
2023-11-05,5.86351
2023-11-06,10.27346
2023-11-07,9.04163
2023-11-08,9.11554
2023-11-09,7.85907
2023-11-10,7.85907
2023-11-11,4.0404
2023-11-12,15.17615
2023-11-13,17.96008
2023-11-14,14.68341
2023-11-15,13.87041
2023-11-16,11.11111
2023-11-17,10.8401
2023-11-18,6.01133
2023-11-19,6.08524
2023-11-20,12.83567
2023-11-21,11.5792
2023-11-22,10.39664
2023-11-23,10.42128
2023-11-24,7.8098
2023-11-25,5.24759
2023-11-26,5.00123
2023-11-27,12.98349
2023-11-28,10.15028
2023-11-29,9.41118
2023-11-30,10.05173
2023-12-01,9.11554
2023-12-02,4.92732
2023-12-03,4.33604
2023-12-04,11.87484
2023-12-05,12.71249
2023-12-06,13.89504
2023-12-07,17.93545
2023-12-08,14.78196
2023-12-09,6.84897
2023-12-10,12.76176
2023-12-11,17.5659
2023-12-12,20.44838
2023-12-13,25.32643
2023-12-14,20.67011
2023-12-15,33.1116
2023-12-16,13.62404
2023-12-17,35.30426
2023-12-18,76.9894
2023-12-19,71.37225
2023-12-20,35.1318
2023-12-21,21.92658
2023-12-22,24.63661
2023-12-23,11.99802
2023-12-24,19.68465
2023-12-25,16.5558
2023-12-26,31.53486
2023-12-27,41.31559
2023-12-28,100.0
2023-12-29,47.81966
2023-12-30,21.55703
2023-12-31,16.65434
2024-01-01,27.19881
2024-01-02,38.43311
2024-01-03,29.81029
2024-01-04,37.98965
2024-01-05,25.20325
2024-01-06,14.6095
2024-01-07,16.16161
2024-01-08,21.6063
2024-01-09,18.79773
2024-01-10,22.56713
2024-01-11,20.99039
2024-01-12,16.30943
2024-01-13,10.49519
2024-01-14,9.06627
2024-01-15,14.41241
2024-01-16,13.20522
2024-01-17,13.7965
2024-01-18,12.71249
2024-01-19,10.59374
2024-01-20,9.0909
2024-01-21,12.41685
2024-01-22,13.5994
2024-01-23,13.03276
2024-01-24,14.21532
2024-01-25,15.0776
2024-01-26,12.09657
2024-01-27,7.19389
2024-01-28,8.2779
2024-01-29,17.66444
2024-01-30,16.62971
2024-01-31,13.00813
2024-02-01,11.16038
2024-02-02,9.73146
2024-02-03,5.49396
2024-02-04,10.74156
2024-02-05,14.26459
2024-02-06,12.29366
2024-02-07,10.05173
2024-02-08,8.13008
2024-02-09,4.73022
2024-02-10,4.40995
2024-02-11,5.3215
2024-02-12,6.3316
2024-02-13,10.49519
2024-02-14,11.8502
2024-02-15,9.60827
2024-02-16,10.32273
2024-02-17,4.48386
2024-02-18,6.43015
2024-02-19,10.2981
2024-02-20,10.79083
2024-02-21,13.55013
2024-02-22,11.23429
2024-02-23,10.12564
2024-02-24,5.76496
2024-02-25,5.69105
2024-02-26,9.11554
2024-02-27,9.23872
2024-02-28,10.42128
2024-02-29,9.23872
2024-03-01,4.50849
2024-03-02,4.40995
2024-03-03,5.00123
2024-03-04,9.14018
2024-03-05,10.81547
2024-03-06,12.02266
2024-03-07,10.8401
2024-03-08,8.99236
2024-03-09,4.50849
2024-03-10,6.10987
2024-03-11,9.63291
2024-03-12,10.24882
2024-03-13,10.49519
2024-03-14,11.87484
2024-03-15,8.57354
2024-03-16,5.54323
2024-03-17,6.57797
2024-03-18,11.01256
2024-03-19,9.68218
2024-03-20,8.84454
