date,만보기어플추천
2021-08-05,12.96296
2021-08-06,13.88888
2021-08-07,16.66666
2021-08-08,13.88888
2021-08-09,14.81481
2021-08-10,18.51851
2021-08-11,12.03703
2021-08-12,15.74074
2021-08-13,10.18518
2021-08-14,12.96296
2021-08-15,11.11111
2021-08-16,13.88888
2021-08-17,16.66666
2021-08-18,12.96296
2021-08-19,19.44444
2021-08-20,15.74074
2021-08-21,12.03703
2021-08-22,21.29629
2021-08-23,15.74074
2021-08-24,20.37037
2021-08-25,15.74074
2021-08-26,14.81481
2021-08-27,4.62962
2021-08-29,6.48148
2021-08-31,5.55555
2021-09-03,4.62962
2021-09-04,4.62962
2021-09-05,8.33333
2021-09-07,6.48148
2021-09-09,4.62962
2021-09-10,6.48148
2021-09-11,4.62962
2021-09-12,10.18518
2021-09-13,9.25925
2021-09-14,9.25925
2021-09-15,8.33333
2021-09-16,4.62962
2021-09-18,12.03703
2021-09-19,4.62962
2021-09-20,9.25925
2021-09-22,4.62962
2021-09-24,5.55555
2021-10-03,4.62962
2021-10-04,5.55555
2021-10-05,5.55555
2021-10-07,6.48148
2021-10-12,12.96296
2021-10-13,9.25925
2021-10-17,7.4074
2021-10-18,5.55555
2021-10-20,6.48148
2021-10-23,6.48148
2021-10-24,7.4074
2021-10-26,5.55555
2021-10-28,8.33333
2021-10-29,9.25925
2021-10-30,10.18518
2021-11-03,6.48148
2021-11-05,4.62962
2021-11-06,6.48148
2021-11-07,4.62962
2021-11-08,6.48148
2021-11-12,4.62962
2021-11-17,15.74074
2021-11-18,13.88888
2021-11-19,12.03703
2021-11-20,7.4074
2021-11-21,4.62962
2021-11-25,4.62962
2021-11-27,4.62962
2021-12-01,12.03703
2021-12-06,9.25925
2021-12-07,4.62962
2021-12-11,5.55555
2021-12-13,5.55555
2021-12-14,5.55555
2021-12-18,5.55555
2021-12-31,11.11111
2022-01-01,8.33333
2022-01-02,5.55555
2022-01-03,7.4074
2022-01-04,6.48148
2022-01-06,12.03703
2022-01-07,4.62962
2022-01-10,4.62962
2022-01-11,4.62962
2022-01-12,4.62962
2022-01-22,12.96296
2022-01-23,7.4074
2022-01-24,4.62962
2022-01-25,4.62962
2022-01-29,6.48148
2022-01-31,6.48148
2022-02-01,7.4074
2022-02-02,9.25925
2022-02-04,6.48148
2022-02-05,5.55555
2022-02-06,6.48148
2022-02-08,4.62962
2022-02-10,5.55555
2022-02-11,10.18518
2022-02-17,6.48148
2022-02-21,9.25925
2022-02-23,4.62962
2022-02-25,4.62962
2022-02-26,4.62962
2022-02-27,5.55555
2022-03-01,5.55555
2022-03-03,4.62962
2022-03-04,6.48148
2022-03-08,5.55555
2022-03-10,4.62962
2022-03-11,6.48148
2022-03-12,6.48148
2022-03-13,6.48148
2022-03-16,4.62962
2022-03-17,15.74074
2022-03-18,4.62962
2022-03-19,5.55555
2022-03-20,9.25925
2022-03-21,9.25925
2022-03-22,6.48148
2022-03-23,10.18518
2022-03-26,6.48148
2022-03-30,6.48148
2022-03-31,7.4074
2022-04-02,7.4074
2022-04-03,6.48148
2022-04-05,6.48148
2022-04-07,11.11111
2022-04-08,6.48148
2022-04-10,7.4074
2022-04-11,11.11111
2022-04-13,7.4074
2022-04-15,12.03703
2022-04-16,9.25925
2022-04-17,6.48148
2022-04-18,5.55555
2022-04-19,11.11111
2022-04-20,9.25925
2022-04-22,10.18518
2022-04-23,9.25925
2022-04-24,9.25925
2022-04-25,7.4074
2022-04-26,6.48148
2022-04-29,4.62962
2022-05-02,8.33333
2022-05-05,6.48148
2022-05-06,5.55555
2022-05-07,9.25925
2022-05-08,8.33333
2022-05-09,4.62962
2022-05-10,8.33333
2022-05-12,9.25925
2022-05-13,9.25925
2022-05-14,10.18518
2022-05-15,4.62962
2022-05-16,9.25925
2022-05-18,8.33333
2022-05-19,10.18518
2022-05-20,14.81481
2022-05-21,12.96296
2022-05-22,8.33333
2022-05-23,8.33333
2022-05-24,7.4074
2022-05-25,7.4074
2022-05-27,7.4074
2022-05-28,4.62962
2022-05-30,12.03703
2022-06-01,11.11111
2022-06-03,6.48148
2022-06-04,7.4074
2022-06-05,11.11111
2022-06-06,12.03703
2022-06-07,11.11111
2022-06-08,7.4074
2022-06-09,8.33333
2022-06-10,16.66666
2022-06-11,8.33333
2022-06-12,5.55555
2022-06-13,8.33333
2022-06-14,14.81481
2022-06-15,7.4074
2022-06-16,13.88888
2022-06-17,8.33333
2022-06-18,6.48148
2022-06-19,8.33333
2022-06-20,27.77777
2022-06-21,20.37037
2022-06-22,16.66666
2022-06-23,16.66666
2022-06-24,12.96296
2022-06-25,25.0
2022-06-26,19.44444
2022-06-27,12.96296
2022-06-28,18.51851
2022-06-29,19.44444
2022-06-30,18.51851
2022-07-01,11.11111
2022-07-02,35.18518
2022-07-03,26.85185
2022-07-04,18.51851
2022-07-05,22.22222
2022-07-06,20.37037
2022-07-07,12.03703
2022-07-08,19.44444
2022-07-09,17.59259
2022-07-10,7.4074
2022-07-11,17.59259
2022-07-12,25.0
2022-07-13,18.51851
2022-07-14,23.14814
2022-07-15,9.25925
2022-07-16,8.33333
2022-07-17,17.59259
2022-07-18,17.59259
2022-07-19,23.14814
2022-07-20,14.81481
2022-07-21,20.37037
2022-07-22,12.03703
2022-07-23,14.81481
2022-07-24,11.11111
2022-07-25,19.44444
2022-07-26,12.96296
2022-07-27,38.88888
2022-07-28,15.74074
2022-07-29,20.37037
2022-07-30,18.51851
2022-07-31,15.74074
2022-08-01,14.81481
2022-08-02,11.11111
2022-08-03,16.66666
2022-08-04,16.66666
2022-08-05,8.33333
2022-08-07,14.81481
2022-08-08,12.03703
2022-08-10,7.4074
2022-08-11,16.66666
2022-08-12,8.33333
2022-08-13,12.03703
2022-08-14,14.81481
2022-08-15,21.29629
2022-08-16,31.48148
2022-08-17,27.77777
2022-08-18,12.96296
2022-08-19,17.59259
2022-08-20,13.88888
2022-08-21,31.48148
2022-08-22,23.14814
2022-08-23,22.22222
2022-08-24,22.22222
2022-08-25,27.77777
2022-08-26,25.92592
2022-08-27,18.51851
2022-08-28,24.07407
2022-08-29,27.77777
2022-08-30,19.44444
2022-08-31,19.44444
2022-09-01,24.07407
2022-09-02,19.44444
2022-09-03,13.88888
2022-09-04,16.66666
2022-09-05,14.81481
2022-09-06,12.96296
2022-09-07,18.51851
2022-09-08,14.81481
2022-09-09,26.85185
2022-09-10,20.37037
2022-09-11,20.37037
2022-09-12,37.03703
2022-09-13,37.03703
2022-09-14,27.77777
2022-09-15,24.07407
2022-09-16,25.92592
2022-09-17,20.37037
2022-09-18,11.11111
2022-09-19,24.07407
2022-09-20,24.07407
2022-09-21,18.51851
2022-09-22,12.96296
2022-09-23,24.07407
2022-09-24,28.7037
2022-09-25,11.11111
2022-09-26,23.14814
2022-09-27,22.22222
2022-09-28,21.29629
2022-09-29,30.55555
2022-09-30,22.22222
2022-10-01,22.22222
2022-10-02,14.81481
2022-10-03,28.7037
2022-10-04,24.07407
2022-10-05,14.81481
2022-10-06,20.37037
2022-10-07,14.81481
2022-10-08,21.29629
2022-10-09,12.96296
2022-10-10,12.96296
2022-10-11,23.14814
2022-10-12,20.37037
2022-10-13,21.29629
2022-10-14,24.07407
2022-10-15,24.07407
2022-10-16,31.48148
2022-10-17,35.18518
2022-10-18,21.29629
2022-10-19,23.14814
2022-10-20,31.48148
2022-10-21,27.77777
2022-10-22,24.07407
2022-10-23,28.7037
2022-10-24,25.92592
2022-10-25,20.37037
2022-10-26,16.66666
2022-10-27,35.18518
2022-10-28,20.37037
2022-10-29,13.88888
2022-10-30,34.25925
2022-10-31,37.03703
2022-11-01,36.11111
2022-11-02,26.85185
2022-11-03,29.62962
2022-11-04,9.25925
2022-11-05,27.77777
2022-11-06,27.77777
2022-11-07,32.4074
2022-11-08,32.4074
2022-11-09,27.77777
2022-11-10,26.85185
2022-11-11,31.48148
2022-11-12,27.77777
2022-11-13,21.29629
2022-11-14,22.22222
2022-11-15,15.74074
2022-11-16,27.77777
2022-11-17,27.77777
2022-11-18,22.22222
2022-11-19,20.37037
2022-11-20,15.74074
2022-11-21,12.03703
2022-11-22,25.92592
2022-11-23,22.22222
2022-11-24,34.25925
2022-11-25,17.59259
2022-11-26,21.29629
2022-11-27,25.92592
2022-11-28,21.29629
2022-11-29,25.0
2022-11-30,14.81481
2022-12-01,17.59259
2022-12-02,13.88888
2022-12-03,11.11111
2022-12-04,9.25925
2022-12-05,13.88888
2022-12-06,11.11111
2022-12-07,12.96296
2022-12-08,19.44444
2022-12-09,20.37037
2022-12-10,16.66666
2022-12-11,16.66666
2022-12-12,21.29629
2022-12-13,38.88888
2022-12-14,29.62962
2022-12-15,22.22222
2022-12-16,16.66666
2022-12-17,22.22222
2022-12-18,30.55555
2022-12-19,10.18518
2022-12-20,30.55555
2022-12-21,20.37037
2022-12-22,16.66666
2022-12-23,16.66666
2022-12-24,17.59259
2022-12-25,25.92592
2022-12-26,19.44444
2022-12-27,32.4074
2022-12-28,25.92592
2022-12-29,24.07407
2022-12-30,32.4074
2022-12-31,28.7037
2023-01-01,32.4074
2023-01-02,31.48148
2023-01-03,41.66666
2023-01-04,29.62962
2023-01-05,22.22222
2023-01-06,17.59259
2023-01-07,32.4074
2023-01-08,28.7037
2023-01-09,40.74074
2023-01-10,39.81481
2023-01-11,27.77777
2023-01-12,44.44444
2023-01-13,25.0
2023-01-14,18.51851
2023-01-15,23.14814
2023-01-16,34.25925
2023-01-17,33.33333
2023-01-18,22.22222
2023-01-19,24.07407
2023-01-20,12.03703
2023-01-21,15.74074
2023-01-22,33.33333
2023-01-23,18.51851
2023-01-24,25.0
2023-01-25,12.03703
2023-01-26,33.33333
2023-01-27,34.25925
2023-01-28,26.85185
2023-01-29,20.37037
2023-01-30,32.4074
2023-01-31,13.88888
2023-02-01,25.92592
2023-02-02,29.62962
2023-02-03,23.14814
2023-02-04,22.22222
2023-02-05,30.55555
2023-02-06,23.14814
2023-02-07,19.44444
2023-02-08,18.51851
2023-02-09,18.51851
2023-02-10,31.48148
2023-02-11,37.03703
2023-02-12,17.59259
2023-02-13,20.37037
2023-02-14,23.14814
2023-02-15,21.29629
2023-02-16,27.77777
2023-02-17,10.18518
2023-02-18,25.0
2023-02-19,23.14814
2023-02-20,17.59259
2023-02-21,23.14814
2023-02-22,21.29629
2023-02-23,39.81481
2023-02-24,23.14814
2023-02-25,14.81481
2023-02-26,25.0
2023-02-27,8.33333
2023-02-28,18.51851
2023-03-01,25.92592
2023-03-02,24.07407
2023-03-03,17.59259
2023-03-04,28.7037
2023-03-05,22.22222
2023-03-06,26.85185
2023-03-07,40.74074
2023-03-08,12.96296
2023-03-09,20.37037
2023-03-10,19.44444
2023-03-11,24.07407
2023-03-12,37.96296
2023-03-13,22.22222
2023-03-14,31.48148
2023-03-15,13.88888
2023-03-16,13.88888
2023-03-17,22.22222
2023-03-18,13.88888
2023-03-19,19.44444
2023-03-20,29.62962
2023-03-21,18.51851
2023-03-22,25.0
2023-03-23,25.92592
2023-03-24,17.59259
2023-03-25,25.92592
2023-03-26,39.81481
2023-03-27,27.77777
2023-03-28,21.29629
2023-03-29,25.0
2023-03-30,36.11111
2023-03-31,20.37037
2023-04-01,25.0
2023-04-02,25.92592
2023-04-03,22.22222
2023-04-04,29.62962
2023-04-05,25.92592
2023-04-06,24.07407
2023-04-07,26.85185
2023-04-08,25.0
2023-04-09,32.4074
2023-04-10,22.22222
2023-04-11,18.51851
2023-04-12,21.29629
2023-04-13,21.29629
2023-04-14,16.66666
2023-04-15,17.59259
2023-04-16,31.48148
2023-04-17,15.74074
2023-04-18,6.48148
2023-04-19,16.66666
2023-04-20,19.44444
2023-04-21,21.29629
2023-04-22,18.51851
2023-04-23,33.33333
2023-04-24,21.29629
2023-04-25,22.22222
2023-04-26,29.62962
2023-04-27,21.29629
2023-04-28,19.44444
2023-04-29,24.07407
2023-04-30,24.07407
2023-05-01,33.33333
2023-05-02,27.77777
2023-05-03,14.81481
2023-05-04,11.11111
2023-05-05,19.44444
2023-05-06,15.74074
2023-05-07,22.22222
2023-05-08,14.81481
2023-05-09,27.77777
2023-05-10,25.0
2023-05-11,25.0
2023-05-12,15.74074
2023-05-13,42.59259
2023-05-14,30.55555
2023-05-15,25.0
2023-05-16,18.51851
2023-05-17,19.44444
2023-05-18,35.18518
2023-05-19,20.37037
2023-05-20,6.48148
2023-05-21,21.29629
2023-05-22,16.66666
2023-05-23,14.81481
2023-05-24,37.03703
2023-05-25,23.14814
2023-05-26,12.96296
2023-05-27,12.03703
2023-05-28,20.37037
2023-05-29,19.44444
2023-05-30,16.66666
2023-05-31,38.88888
2023-06-01,22.22222
2023-06-02,27.77777
2023-06-03,20.37037
2023-06-04,19.44444
2023-06-05,20.37037
2023-06-06,22.22222
2023-06-07,15.74074
2023-06-08,27.77777
2023-06-09,16.66666
2023-06-10,21.29629
2023-06-11,30.55555
2023-06-12,13.88888
2023-06-13,35.18518
2023-06-14,22.22222
2023-06-15,17.59259
2023-06-16,25.0
2023-06-17,20.37037
2023-06-18,21.29629
2023-06-19,15.74074
2023-06-20,11.11111
2023-06-21,13.88888
2023-06-22,20.37037
2023-06-23,8.33333
2023-06-24,17.59259
2023-06-25,25.92592
2023-06-26,14.81481
2023-06-27,22.22222
2023-06-28,22.22222
2023-06-29,11.11111
2023-06-30,10.18518
2023-07-01,18.51851
2023-07-02,23.14814
2023-07-03,25.0
2023-07-04,30.55555
2023-07-05,22.22222
2023-07-06,21.29629
2023-07-07,20.37037
2023-07-08,21.29629
2023-07-09,13.88888
2023-07-10,10.18518
2023-07-11,6.48148
2023-07-12,27.77777
2023-07-13,12.03703
2023-07-14,11.11111
2023-07-15,11.11111
2023-07-16,9.25925
2023-07-17,18.51851
2023-07-18,7.4074
2023-07-19,19.44444
2023-07-20,9.25925
2023-07-21,15.74074
2023-07-22,12.96296
2023-07-23,12.03703
2023-07-24,12.03703
2023-07-25,20.37037
2023-07-26,22.22222
2023-07-27,14.81481
2023-07-28,16.66666
2023-07-29,25.0
2023-07-30,20.37037
2023-07-31,12.96296
2023-08-01,15.74074
2023-08-02,21.29629
2023-08-03,12.96296
2023-08-04,16.66666
2023-08-05,24.07407
2023-08-06,9.25925
2023-08-07,8.33333
2023-08-08,11.11111
2023-08-09,26.85185
2023-08-10,15.74074
2023-08-11,20.37037
2023-08-12,13.88888
2023-08-13,25.0
2023-08-14,14.81481
2023-08-15,25.92592
2023-08-16,15.74074
2023-08-17,14.81481
2023-08-18,13.88888
2023-08-19,26.85185
2023-08-20,27.77777
2023-08-21,30.55555
2023-08-22,16.66666
2023-08-23,11.11111
2023-08-24,25.0
2023-08-25,17.59259
2023-08-26,19.44444
2023-08-27,11.11111
2023-08-28,9.25925
2023-08-29,6.48148
2023-08-30,19.44444
2023-08-31,25.0
2023-09-01,5.55555
2023-09-02,12.96296
2023-09-03,14.81481
2023-09-04,8.33333
2023-09-05,19.44444
2023-09-06,12.96296
2023-09-07,13.88888
2023-09-08,15.74074
2023-09-09,17.59259
2023-09-10,15.74074
2023-09-11,21.29629
2023-09-12,18.51851
2023-09-13,11.11111
2023-09-14,20.37037
2023-09-15,12.96296
2023-09-16,17.59259
2023-09-17,13.88888
2023-09-18,18.51851
2023-09-19,9.25925
2023-09-20,14.81481
2023-09-21,6.48148
2023-09-22,12.03703
2023-09-23,20.37037
2023-09-24,12.03703
2023-09-25,17.59259
2023-09-26,7.4074
2023-09-27,15.74074
2023-09-28,13.88888
2023-09-29,15.74074
2023-09-30,21.29629
2023-10-01,29.62962
2023-10-02,25.92592
2023-10-03,28.7037
2023-10-04,22.22222
2023-10-05,16.66666
2023-10-06,26.85185
2023-10-07,20.37037
2023-10-08,22.22222
2023-10-09,21.29629
2023-10-10,13.88888
2023-10-11,24.07407
2023-10-12,29.62962
2023-10-13,12.03703
2023-10-14,15.74074
2023-10-15,28.7037
2023-10-16,21.29629
2023-10-17,23.14814
