date,만보기어플추천
2020-03-20,27.77777
2020-03-21,44.44444
2020-03-22,36.11111
2020-03-23,36.11111
2020-03-24,25.92592
2020-03-25,37.96296
2020-03-26,30.55555
2020-03-27,12.96296
2020-03-28,20.37037
2020-03-29,25.92592
2020-03-30,18.51851
2020-03-31,25.92592
2020-04-01,23.14814
2020-04-02,22.22222
2020-04-03,12.96296
2020-04-04,14.81481
2020-04-05,23.14814
2020-04-06,26.85185
2020-04-07,35.18518
2020-04-08,27.77777
2020-04-09,22.22222
2020-04-10,16.66666
2020-04-11,25.92592
2020-04-12,25.92592
2020-04-13,25.0
2020-04-14,27.77777
2020-04-15,20.37037
2020-04-16,12.96296
2020-04-17,20.37037
2020-04-18,24.07407
2020-04-19,23.14814
2020-04-20,13.88888
2020-04-21,20.37037
2020-04-22,19.44444
2020-04-23,30.55555
2020-04-24,33.33333
2020-04-25,37.03703
2020-04-26,32.4074
2020-04-27,28.7037
2020-04-28,28.7037
2020-04-29,31.48148
2020-04-30,20.37037
2020-05-01,16.66666
2020-05-02,9.25925
2020-05-03,13.88888
2020-05-04,21.29629
2020-05-05,48.14814
2020-05-06,56.48148
2020-05-07,46.29629
2020-05-08,25.0
2020-05-09,16.66666
2020-05-10,50.92592
2020-05-11,30.55555
2020-05-12,30.55555
2020-05-13,50.92592
2020-05-14,27.77777
2020-05-15,31.48148
2020-05-16,34.25925
2020-05-17,33.33333
2020-05-18,20.37037
2020-05-19,14.81481
2020-05-20,15.74074
2020-05-21,16.66666
2020-05-22,20.37037
2020-05-23,22.22222
2020-05-24,28.7037
2020-05-25,23.14814
2020-05-26,20.37037
2020-05-27,26.85185
2020-05-28,10.18518
2020-05-29,25.0
2020-05-30,30.55555
2020-05-31,37.03703
2020-06-01,42.59259
2020-06-02,31.48148
2020-06-03,16.66666
2020-06-04,23.14814
2020-06-05,12.96296
2020-06-06,16.66666
2020-06-07,12.96296
2020-06-08,15.74074
2020-06-09,21.29629
2020-06-10,13.88888
2020-06-11,19.44444
2020-06-12,13.88888
2020-06-13,26.85185
2020-06-14,28.7037
2020-06-15,22.22222
2020-06-16,29.62962
2020-06-17,25.92592
2020-06-18,24.07407
2020-06-19,12.03703
2020-06-20,16.66666
2020-06-21,16.66666
2020-06-22,25.92592
2020-06-23,17.59259
2020-06-24,18.51851
2020-06-25,27.77777
2020-06-26,19.44444
2020-06-27,21.29629
2020-06-28,29.62962
2020-06-29,19.44444
2020-06-30,20.37037
2020-07-01,14.81481
2020-07-02,7.4074
2020-07-03,12.96296
2020-07-04,12.03703
2020-07-05,7.4074
2020-07-06,23.14814
2020-07-07,11.11111
2020-07-08,9.25925
2020-07-09,13.88888
2020-07-10,14.81481
2020-07-11,5.55555
2020-07-13,7.4074
2020-07-14,7.4074
2020-07-15,12.03703
2020-07-16,15.74074
2020-07-17,12.03703
2020-07-18,15.74074
2020-07-19,15.74074
2020-07-20,17.59259
2020-07-21,24.07407
2020-07-22,12.03703
2020-07-23,14.81481
2020-07-24,6.48148
2020-07-25,7.4074
2020-07-26,10.18518
2020-07-27,12.96296
2020-07-28,12.96296
2020-07-29,21.29629
2020-07-31,6.48148
2020-08-01,12.03703
2020-08-02,12.03703
2020-08-03,12.96296
2020-08-04,4.62962
2020-08-05,9.25925
2020-08-06,9.25925
2020-08-07,10.18518
2020-08-08,13.88888
2020-08-09,18.51851
2020-08-10,15.74074
2020-08-11,4.62962
2020-08-12,11.11111
2020-08-13,20.37037
2020-08-14,25.0
2020-08-15,19.44444
2020-08-16,28.7037
2020-08-17,18.51851
2020-08-18,25.92592
2020-08-19,11.11111
2020-08-20,7.4074
2020-08-21,11.11111
2020-08-22,10.18518
2020-08-23,16.66666
2020-08-24,13.88888
2020-08-25,14.81481
2020-08-26,15.74074
2020-08-27,11.11111
2020-08-28,8.33333
2020-08-29,12.96296
2020-08-30,8.33333
2020-09-01,6.48148
2020-09-02,7.4074
2020-09-03,10.18518
2020-09-04,13.88888
2020-09-05,14.81481
2020-09-06,18.51851
2020-09-07,12.03703
2020-09-08,8.33333
2020-09-09,15.74074
2020-09-10,24.07407
2020-09-11,18.51851
2020-09-12,12.03703
2020-09-13,16.66666
2020-09-14,17.59259
2020-09-15,17.59259
2020-09-16,13.88888
2020-09-17,9.25925
2020-09-18,12.03703
2020-09-19,12.03703
2020-09-20,10.18518
2020-09-21,5.55555
2020-09-22,23.14814
2020-09-23,29.62962
2020-09-24,16.66666
2020-09-25,17.59259
2020-09-26,20.37037
2020-09-27,18.51851
2020-09-28,7.4074
2020-09-29,7.4074
2020-09-30,16.66666
2020-10-01,16.66666
2020-10-02,12.03703
2020-10-03,19.44444
2020-10-04,23.14814
2020-10-05,6.48148
2020-10-06,5.55555
2020-10-07,17.59259
2020-10-08,10.18518
2020-10-09,12.03703
2020-10-10,17.59259
2020-10-11,15.74074
2020-10-12,18.51851
2020-10-13,16.66666
2020-10-14,9.25925
2020-10-15,12.03703
2020-10-16,12.03703
2020-10-17,11.11111
2020-10-18,20.37037
2020-10-19,12.96296
2020-10-20,22.22222
2020-10-21,16.66666
2020-10-22,20.37037
2020-10-23,20.37037
2020-10-24,15.74074
2020-10-25,34.25925
2020-10-26,30.55555
2020-10-27,38.88888
2020-10-28,37.96296
2020-10-29,40.74074
2020-10-30,37.96296
2020-10-31,18.51851
2020-11-01,13.88888
2020-11-02,18.51851
2020-11-03,15.74074
2020-11-04,9.25925
2020-11-05,18.51851
2020-11-06,12.03703
2020-11-07,46.29629
2020-11-08,16.66666
2020-11-09,17.59259
2020-11-10,16.66666
2020-11-11,21.29629
2020-11-12,29.62962
2020-11-13,41.66666
2020-11-14,26.85185
2020-11-15,24.07407
2020-11-16,31.48148
2020-11-17,41.66666
2020-11-18,27.77777
2020-11-19,14.81481
2020-11-20,24.07407
2020-11-21,23.14814
2020-11-22,31.48148
2020-11-23,24.07407
2020-11-24,36.11111
2020-11-25,14.81481
2020-11-26,21.29629
2020-11-27,15.74074
2020-11-28,12.96296
2020-11-29,25.0
2020-11-30,19.44444
2020-12-01,27.77777
2020-12-02,14.81481
2020-12-03,22.22222
2020-12-04,16.66666
2020-12-05,23.14814
2020-12-06,21.29629
2020-12-07,18.51851
2020-12-08,24.07407
2020-12-09,26.85185
2020-12-10,23.14814
2020-12-11,24.07407
2020-12-12,28.7037
2020-12-13,25.92592
2020-12-14,19.44444
2020-12-15,14.81481
2020-12-16,16.66666
2020-12-17,15.74074
2020-12-18,13.88888
2020-12-19,12.03703
2020-12-20,16.66666
2020-12-21,13.88888
2020-12-22,15.74074
2020-12-23,9.25925
2020-12-24,11.11111
2020-12-25,16.66666
2020-12-26,15.74074
2020-12-27,10.18518
2020-12-28,9.25925
2020-12-29,18.51851
2020-12-30,12.96296
2020-12-31,9.25925
2021-01-01,22.22222
2021-01-02,20.37037
2021-01-03,13.88888
2021-01-04,23.14814
2021-01-05,22.22222
2021-01-06,12.03703
2021-01-07,12.03703
2021-01-08,4.62962
2021-01-09,12.03703
2021-01-10,27.77777
2021-01-11,14.81481
2021-01-12,22.22222
2021-01-13,12.96296
2021-01-14,18.51851
2021-01-15,10.18518
2021-01-16,26.85185
2021-01-17,25.92592
2021-01-18,12.96296
2021-01-19,12.03703
2021-01-20,12.96296
2021-01-21,25.0
2021-01-22,5.55555
2021-01-23,15.74074
2021-01-24,27.77777
2021-01-25,17.59259
2021-01-26,11.11111
2021-01-27,17.59259
2021-01-28,10.18518
2021-01-29,6.48148
2021-01-30,4.62962
2021-01-31,16.66666
2021-02-01,12.03703
2021-02-02,7.4074
2021-02-03,4.62962
2021-02-04,4.62962
2021-02-05,9.25925
2021-02-06,5.55555
2021-02-07,17.59259
2021-02-08,21.29629
2021-02-09,8.33333
2021-02-10,10.18518
2021-02-11,7.4074
2021-02-12,6.48148
2021-02-14,24.07407
2021-02-15,14.81481
2021-02-16,20.37037
2021-02-17,5.55555
2021-02-19,8.33333
2021-02-21,8.33333
2021-02-22,12.03703
2021-02-23,8.33333
2021-02-24,12.03703
2021-02-25,10.18518
2021-02-26,6.48148
2021-02-27,12.03703
2021-02-28,14.81481
2021-03-01,14.81481
2021-03-02,25.92592
2021-03-03,12.03703
2021-03-04,18.51851
2021-03-05,18.51851
2021-03-06,12.03703
2021-03-07,14.81481
2021-03-08,19.44444
2021-03-09,5.55555
2021-03-10,14.81481
2021-03-11,12.96296
2021-03-12,8.33333
2021-03-13,12.03703
2021-03-14,29.62962
2021-03-15,22.22222
2021-03-16,21.29629
2021-03-17,22.22222
2021-03-18,17.59259
2021-03-19,14.81481
2021-03-20,11.11111
2021-03-21,10.18518
2021-03-22,12.03703
2021-03-23,23.14814
2021-03-24,12.03703
2021-03-25,19.44444
2021-03-26,14.81481
2021-03-27,9.25925
2021-03-28,20.37037
2021-03-29,14.81481
2021-03-30,34.25925
2021-03-31,23.14814
2021-04-01,18.51851
2021-04-02,18.51851
2021-04-03,11.11111
2021-04-04,21.29629
2021-04-05,22.22222
2021-04-06,28.7037
2021-04-07,25.0
2021-04-08,14.81481
2021-04-09,22.22222
2021-04-10,24.07407
2021-04-11,20.37037
2021-04-12,25.92592
2021-04-13,18.51851
2021-04-14,20.37037
2021-04-15,25.0
2021-04-16,12.03703
2021-04-17,35.18518
2021-04-18,22.22222
2021-04-19,25.0
2021-04-20,38.88888
2021-04-21,24.07407
2021-04-22,21.29629
2021-04-23,17.59259
2021-04-24,20.37037
2021-04-25,26.85185
2021-04-26,27.77777
2021-04-27,18.51851
2021-04-28,16.66666
2021-04-29,21.29629
2021-04-30,16.66666
2021-05-01,20.37037
2021-05-02,25.92592
2021-05-03,13.88888
2021-05-04,18.51851
2021-05-05,23.14814
2021-05-06,9.25925
2021-05-07,26.85185
2021-05-08,25.92592
2021-05-09,20.37037
2021-05-10,22.22222
2021-05-11,13.88888
2021-05-12,30.55555
2021-05-13,29.62962
2021-05-14,26.85185
2021-05-15,20.37037
2021-05-16,19.44444
2021-05-17,26.85185
2021-05-18,23.14814
2021-05-19,20.37037
2021-05-20,17.59259
2021-05-21,23.14814
2021-05-22,35.18518
2021-05-23,43.51851
2021-05-24,44.44444
2021-05-25,25.92592
2021-05-26,32.4074
2021-05-27,14.81481
2021-05-28,18.51851
2021-05-29,19.44444
2021-05-30,26.85185
2021-05-31,24.07407
2021-06-01,42.59259
2021-06-02,41.66666
2021-06-03,30.55555
2021-06-04,26.85185
2021-06-05,19.44444
2021-06-06,36.11111
2021-06-07,39.81481
2021-06-08,36.11111
2021-06-09,21.29629
2021-06-10,45.37037
2021-06-11,31.48148
2021-06-12,25.92592
2021-06-13,19.44444
2021-06-14,14.81481
2021-06-15,25.0
2021-06-16,25.0
2021-06-17,27.77777
2021-06-18,31.48148
2021-06-19,27.77777
2021-06-20,26.85185
2021-06-21,32.4074
2021-06-22,18.51851
2021-06-23,33.33333
2021-06-24,39.81481
2021-06-25,35.18518
2021-06-26,25.0
2021-06-27,29.62962
2021-06-28,21.29629
2021-06-29,24.07407
2021-06-30,16.66666
2021-07-01,20.37037
2021-07-02,13.88888
2021-07-03,11.11111
2021-07-04,12.96296
2021-07-05,16.66666
2021-07-06,18.51851
2021-07-07,11.11111
2021-07-08,18.51851
2021-07-09,9.25925
2021-07-10,12.96296
2021-07-11,14.81481
2021-07-12,13.88888
2021-07-13,16.66666
2021-07-14,20.37037
2021-07-15,13.88888
2021-07-16,13.88888
2021-07-17,10.18518
2021-07-18,7.4074
2021-07-19,13.88888
2021-07-20,5.55555
2021-07-21,7.4074
2021-07-22,12.96296
2021-07-23,11.11111
2021-07-24,12.03703
2021-07-25,15.74074
2021-07-26,5.55555
2021-07-27,6.48148
2021-07-28,14.81481
2021-07-29,11.11111
2021-07-30,7.4074
2021-07-31,10.18518
2021-08-01,14.81481
2021-08-02,9.25925
2021-08-03,13.88888
2021-08-04,8.33333
