date,기부채납
2020-12-15,4.82371
2020-12-16,4.82371
2020-12-17,4.63141
2020-12-18,4.29487
2020-12-19,2.11538
2020-12-20,2.13141
2020-12-21,4.15064
2020-12-22,4.75961
2020-12-23,4.69551
2020-12-24,3.55769
2020-12-25,1.85897
2020-12-26,1.47435
2020-12-27,1.97115
2020-12-28,4.07051
2020-12-29,4.08653
2020-12-30,3.89423
2020-12-31,3.42948
2021-01-01,1.79487
2021-01-02,1.85897
2021-01-03,1.98717
2021-01-04,4.11858
2021-01-05,4.98397
2021-01-06,4.88782
2021-01-07,4.96794
2021-01-08,4.69551
2021-01-09,2.37179
2021-01-10,2.05128
2021-01-11,5.7532
2021-01-12,5.56089
2021-01-13,5.40064
2021-01-14,5.80128
2021-01-15,6.73076
2021-01-16,3.60576
2021-01-17,3.07692
2021-01-18,5.60897
2021-01-19,9.74358
2021-01-20,7.83653
2021-01-21,5.99358
2021-01-22,6.34615
2021-01-23,3.55769
2021-01-24,6.85897
2021-01-25,6.92307
2021-01-26,6.21794
2021-01-27,6.90705
2021-01-28,6.04166
2021-01-29,5.56089
2021-01-30,3.44551
2021-01-31,4.07051
2021-02-01,5.91346
2021-02-02,7.11538
2021-02-03,9.90384
2021-02-04,20.14423
2021-02-05,9.98397
2021-02-06,4.71153
2021-02-07,3.47756
2021-02-08,6.63461
2021-02-09,6.13782
2021-02-10,4.67948
2021-02-11,2.5
2021-02-12,2.01923
2021-02-13,2.19551
2021-02-14,3.47756
2021-02-15,7.58012
2021-02-16,6.74679
2021-02-17,6.16987
2021-02-18,5.7532
2021-02-19,5.46474
2021-02-20,2.40384
2021-02-21,2.43589
2021-02-22,5.73717
2021-02-23,8.62179
2021-02-24,6.77884
2021-02-25,5.44871
2021-02-26,4.51923
2021-02-27,2.53205
2021-02-28,2.59615
2021-03-01,2.6282
2021-03-02,5.40064
2021-03-03,4.69551
2021-03-04,5.49679
2021-03-05,5.11217
2021-03-06,2.77243
2021-03-07,2.29166
2021-03-08,5.64102
2021-03-09,5.83333
2021-03-10,5.27243
2021-03-11,6.3141
2021-03-12,5.48076
2021-03-13,2.13141
2021-03-14,2.22756
2021-03-15,5.83333
2021-03-16,7.11538
2021-03-17,5.51282
2021-03-18,5.86538
2021-03-19,4.66346
2021-03-20,2.80448
2021-03-21,2.58012
2021-03-22,6.00961
2021-03-23,6.07371
2021-03-24,6.04166
2021-03-25,6.20192
2021-03-26,5.20833
2021-03-27,2.64423
2021-03-28,2.99679
2021-03-29,6.12179
2021-03-30,7.6282
2021-03-31,6.55448
2021-04-01,8.91025
2021-04-02,6.9391
2021-04-03,3.04487
2021-04-04,2.58012
2021-04-05,5.91346
2021-04-06,6.10576
2021-04-07,6.15384
2021-04-08,8.49358
2021-04-09,5.51282
2021-04-10,2.5
2021-04-11,2.6282
2021-04-12,6.50641
2021-04-13,7.0673
2021-04-14,6.82692
2021-04-15,6.63461
2021-04-16,5.36858
2021-04-17,3.33333
2021-04-18,3.84615
2021-04-19,6.69871
2021-04-20,6.28205
2021-04-21,7.43589
2021-04-22,6.85897
2021-04-23,7.6923
2021-04-24,3.83012
2021-04-25,2.64423
2021-04-26,6.60256
2021-04-27,6.55448
2021-04-28,6.74679
2021-04-29,10.08012
2021-04-30,8.10897
2021-05-01,3.83012
2021-05-02,3.01282
2021-05-03,6.84294
2021-05-04,5.54487
2021-05-05,2.43589
2021-05-06,5.38461
2021-05-07,4.69551
2021-05-08,2.38782
2021-05-09,2.19551
2021-05-10,5.20833
2021-05-11,6.45833
2021-05-12,6.20192
2021-05-13,6.61858
2021-05-14,6.02564
2021-05-15,2.40384
2021-05-16,2.25961
2021-05-17,5.80128
2021-05-18,8.02884
2021-05-19,3.42948
2021-05-20,5.41666
2021-05-21,5.08012
2021-05-22,2.16346
2021-05-23,1.9391
2021-05-24,6.34615
2021-05-25,6.45833
2021-05-26,5.78525
2021-05-27,6.61858
2021-05-28,5.01602
2021-05-29,2.45192
2021-05-30,2.53205
2021-05-31,5.84935
2021-06-01,5.91346
2021-06-02,6.29807
2021-06-03,5.80128
2021-06-04,5.67307
2021-06-05,1.82692
2021-06-06,2.01923
2021-06-07,5.88141
2021-06-08,5.70512
2021-06-09,5.96153
2021-06-10,5.83333
2021-06-11,5.51282
2021-06-12,2.03525
2021-06-13,2.13141
2021-06-14,5.67307
2021-06-15,5.80128
2021-06-16,6.52243
2021-06-17,5.86538
2021-06-18,5.72115
2021-06-19,2.03525
2021-06-20,2.21153
2021-06-21,5.60897
2021-06-22,5.97756
2021-06-23,5.60897
2021-06-24,5.33653
2021-06-25,4.71153
2021-06-26,2.24358
2021-06-27,2.30769
2021-06-28,5.14423
2021-06-29,6.34615
2021-06-30,4.83974
2021-07-01,4.71153
2021-07-02,4.71153
2021-07-03,2.40384
2021-07-04,2.82051
2021-07-05,5.56089
2021-07-06,5.86538
2021-07-07,5.54487
2021-07-08,5.78525
2021-07-09,4.75961
2021-07-10,2.5
2021-07-11,2.21153
2021-07-12,5.49679
2021-07-13,6.05769
2021-07-14,5.6891
2021-07-15,5.54487
2021-07-16,4.83974
2021-07-17,2.41987
2021-07-18,2.13141
2021-07-19,6.42628
2021-07-20,5.46474
2021-07-21,6.61858
2021-07-22,5.56089
2021-07-23,5.0
2021-07-24,2.09935
2021-07-25,2.0032
2021-07-26,4.96794
2021-07-27,5.25641
2021-07-28,5.08012
2021-07-29,5.33653
2021-07-30,4.26282
2021-07-31,1.77884
2021-08-01,2.51602
2021-08-02,4.95192
2021-08-03,5.1923
2021-08-04,5.36858
2021-08-05,5.14423
2021-08-06,4.13461
2021-08-07,2.09935
2021-08-08,2.30769
2021-08-09,5.0641
2021-08-10,5.57692
2021-08-11,5.52884
2021-08-12,5.35256
2021-08-13,4.26282
2021-08-14,2.16346
2021-08-15,2.0032
2021-08-16,2.88461
2021-08-17,5.16025
2021-08-18,5.1923
2021-08-19,5.86538
2021-08-20,4.18269
2021-08-21,2.59615
2021-08-22,2.38782
2021-08-23,5.44871
2021-08-24,6.16987
2021-08-25,6.15384
2021-08-26,5.84935
2021-08-27,5.28846
2021-08-28,2.29166
2021-08-29,2.83653
2021-08-30,5.92948
2021-08-31,5.48076
2021-09-01,5.76923
2021-09-02,6.20192
2021-09-03,5.28846
2021-09-04,2.5
2021-09-05,2.37179
2021-09-06,5.80128
2021-09-07,5.96153
2021-09-08,5.48076
2021-09-09,6.04166
2021-09-10,5.43269
2021-09-11,2.40384
2021-09-12,2.17948
2021-09-13,5.40064
2021-09-14,6.16987
2021-09-15,6.79487
2021-09-16,5.76923
2021-09-17,5.46474
2021-09-18,2.80448
2021-09-19,2.86858
2021-09-20,2.6282
2021-09-21,3.20512
2021-09-22,6.20192
2021-09-23,8.49358
2021-09-24,13.01282
2021-09-25,6.4423
2021-09-26,5.0
2021-09-27,8.86217
2021-09-28,9.24679
2021-09-29,7.05128
2021-09-30,6.58653
2021-10-01,6.07371
2021-10-02,4.00641
2021-10-03,4.21474
2021-10-04,5.89743
2021-10-05,11.25
2021-10-06,9.75961
2021-10-07,8.66987
2021-10-08,7.91666
2021-10-09,3.8141
2021-10-10,3.79807
2021-10-11,3.99038
2021-10-12,7.64423
2021-10-13,7.66025
2021-10-14,8.95833
2021-10-15,7.14743
2021-10-16,4.07051
2021-10-17,3.86217
2021-10-18,10.7532
2021-10-19,9.42307
2021-10-20,10.94551
2021-10-21,9.58333
2021-10-22,6.89102
2021-10-23,3.70192
2021-10-24,7.05128
2021-10-25,7.5641
2021-10-26,6.875
2021-10-27,7.11538
2021-10-28,6.73076
2021-10-29,6.61858
2021-10-30,3.02884
2021-10-31,2.22756
2021-11-01,5.40064
2021-11-02,5.80128
2021-11-03,6.07371
2021-11-04,6.20192
2021-11-05,4.83974
2021-11-06,2.35576
2021-11-07,2.27564
2021-11-08,5.97756
2021-11-09,5.51282
2021-11-10,5.89743
2021-11-11,5.52884
2021-11-12,4.85576
2021-11-13,1.95512
2021-11-14,1.81089
2021-11-15,5.27243
2021-11-16,5.46474
2021-11-17,5.44871
2021-11-18,5.67307
2021-11-19,4.55128
2021-11-20,1.57051
2021-11-21,2.08333
2021-11-22,5.38461
2021-11-23,6.21794
2021-11-24,7.0032
2021-11-25,6.9391
2021-11-26,4.35897
2021-11-27,2.09935
2021-11-28,2.16346
2021-11-29,5.0641
2021-11-30,5.01602
2021-12-01,4.5032
2021-12-02,4.83974
2021-12-03,4.34294
2021-12-04,1.89102
2021-12-05,1.84294
2021-12-06,5.27243
2021-12-07,6.08974
2021-12-08,6.18589
2021-12-09,5.33653
2021-12-10,5.59294
2021-12-11,2.13141
2021-12-12,2.16346
2021-12-13,6.41025
2021-12-14,5.49679
2021-12-15,5.52884
2021-12-16,5.22435
2021-12-17,3.83012
2021-12-18,1.85897
2021-12-19,6.47435
2021-12-20,4.98397
2021-12-21,5.67307
2021-12-22,5.20833
2021-12-23,5.46474
2021-12-24,4.375
2021-12-25,1.42628
2021-12-26,1.42628
2021-12-27,3.8782
2021-12-28,4.21474
2021-12-29,4.03846
2021-12-30,4.45512
2021-12-31,2.6282
2022-01-01,1.61858
2022-01-02,1.89102
2022-01-03,4.88782
2022-01-04,6.02564
2022-01-05,5.73717
2022-01-06,5.51282
2022-01-07,5.11217
2022-01-08,2.5
2022-01-09,2.61217
2022-01-10,5.36858
2022-01-11,5.32051
2022-01-12,6.3141
2022-01-13,5.65705
2022-01-14,5.32051
2022-01-15,2.17948
2022-01-16,2.59615
2022-01-17,11.26602
2022-01-18,9.71153
2022-01-19,7.46794
2022-01-20,8.09294
2022-01-21,7.5641
2022-01-22,2.40384
2022-01-23,2.53205
2022-01-24,6.34615
2022-01-25,7.13141
2022-01-26,6.79487
2022-01-27,5.91346
2022-01-28,4.40705
2022-01-29,2.05128
2022-01-30,1.95512
2022-01-31,1.65064
2022-02-01,1.49038
2022-02-02,2.13141
2022-02-03,5.09615
2022-02-04,4.87179
2022-02-05,2.21153
2022-02-06,2.64423
2022-02-07,6.16987
2022-02-08,6.18589
2022-02-09,5.84935
2022-02-10,5.40064
2022-02-11,5.0641
2022-02-12,3.14102
2022-02-13,3.14102
2022-02-14,5.6891
2022-02-15,5.94551
2022-02-16,5.8173
2022-02-17,5.49679
2022-02-18,5.56089
2022-02-19,2.59615
2022-02-20,2.40384
2022-02-21,5.33653
2022-02-22,5.54487
2022-02-23,5.20833
2022-02-24,5.17628
2022-02-25,4.79166
2022-02-26,2.35576
2022-02-27,2.03525
2022-02-28,4.23076
2022-03-01,2.21153
2022-03-02,5.65705
2022-03-03,5.86538
2022-03-04,5.72115
2022-03-05,2.46794
2022-03-06,1.84294
2022-03-07,5.99358
2022-03-08,5.59294
2022-03-09,2.59615
2022-03-10,5.65705
2022-03-11,5.30448
2022-03-12,2.6282
2022-03-13,2.41987
2022-03-14,5.76923
2022-03-15,5.78525
2022-03-16,6.49038
2022-03-17,6.18589
2022-03-18,5.35256
2022-03-19,2.21153
2022-03-20,2.21153
2022-03-21,5.70512
2022-03-22,7.30769
2022-03-23,6.05769
2022-03-24,5.73717
2022-03-25,4.67948
2022-03-26,2.51602
2022-03-27,2.46794
2022-03-28,5.70512
2022-03-29,5.57692
2022-03-30,5.57692
2022-03-31,5.48076
2022-04-01,4.53525
2022-04-02,1.90705
2022-04-03,2.29166
2022-04-04,4.61538
2022-04-05,5.625
2022-04-06,6.12179
2022-04-07,6.12179
2022-04-08,5.01602
2022-04-09,2.22756
2022-04-10,2.59615
2022-04-11,5.73717
2022-04-12,6.65064
2022-04-13,7.03525
2022-04-14,6.23397
2022-04-15,4.80769
2022-04-16,2.27564
2022-04-17,2.35576
2022-04-18,6.05769
2022-04-19,6.89102
2022-04-20,6.39423
2022-04-21,6.63461
2022-04-22,6.15384
2022-04-23,2.41987
2022-04-24,2.58012
2022-04-25,6.73076
2022-04-26,5.89743
2022-04-27,5.625
2022-04-28,5.94551
2022-04-29,4.51923
2022-04-30,1.81089
2022-05-01,2.13141
2022-05-02,4.80769
2022-05-03,6.20192
2022-05-04,5.36858
2022-05-05,1.90705
2022-05-06,3.78205
2022-05-07,2.38782
2022-05-08,2.32371
2022-05-09,6.05769
2022-05-10,5.89743
2022-05-11,5.48076
2022-05-12,5.32051
2022-05-13,5.46474
2022-05-14,1.89102
2022-05-15,1.65064
2022-05-16,6.26602
2022-05-17,5.97756
2022-05-18,5.83333
2022-05-19,5.72115
2022-05-20,4.77564
2022-05-21,2.01923
2022-05-22,2.43589
2022-05-23,5.89743
2022-05-24,6.21794
2022-05-25,6.04166
2022-05-26,5.60897
2022-05-27,4.5673
2022-05-28,2.40384
2022-05-29,2.09935
2022-05-30,5.22435
2022-05-31,4.71153
2022-06-01,2.77243
2022-06-02,5.11217
2022-06-03,4.85576
2022-06-04,2.0032
2022-06-05,1.77884
2022-06-06,2.46794
2022-06-07,5.03205
2022-06-08,5.8173
2022-06-09,6.23397
2022-06-10,5.1282
2022-06-11,2.64423
2022-06-12,2.22756
2022-06-13,5.60897
2022-06-14,5.6891
2022-06-15,6.63461
2022-06-16,6.18589
2022-06-17,5.30448
2022-06-18,2.6282
2022-06-19,1.74679
2022-06-20,5.35256
2022-06-21,5.44871
2022-06-22,6.18589
2022-06-23,5.56089
2022-06-24,4.15064
2022-06-25,1.63461
2022-06-26,2.08333
2022-06-27,5.22435
2022-06-28,5.94551
2022-06-29,5.25641
2022-06-30,4.77564
2022-07-01,4.15064
2022-07-02,2.08333
2022-07-03,2.0032
2022-07-04,5.35256
2022-07-05,5.44871
2022-07-06,5.51282
2022-07-07,5.94551
2022-07-08,5.40064
2022-07-09,2.37179
2022-07-10,1.89102
2022-07-11,5.96153
2022-07-12,6.49038
2022-07-13,5.99358
2022-07-14,6.74679
2022-07-15,5.04807
2022-07-16,1.81089
2022-07-17,2.67628
2022-07-18,5.83333
2022-07-19,6.13782
2022-07-20,6.10576
2022-07-21,6.04166
2022-07-22,6.12179
2022-07-23,3.17307
2022-07-24,2.14743
2022-07-25,5.72115
2022-07-26,6.08974
2022-07-27,6.85897
2022-07-28,5.60897
2022-07-29,5.51282
2022-07-30,2.13141
2022-07-31,2.0032
2022-08-01,4.40705
2022-08-02,6.15384
2022-08-03,6.21794
2022-08-04,6.77884
2022-08-05,4.64743
2022-08-06,2.11538
2022-08-07,1.82692
2022-08-08,5.57692
2022-08-09,6.28205
2022-08-10,6.25
2022-08-11,5.54487
2022-08-12,5.46474
2022-08-13,2.35576
2022-08-14,2.17948
2022-08-15,2.83653
2022-08-16,8.10897
2022-08-17,7.74038
2022-08-18,6.4423
2022-08-19,5.91346
2022-08-20,2.59615
2022-08-21,2.66025
2022-08-22,5.84935
2022-08-23,6.25
2022-08-24,6.29807
2022-08-25,5.91346
2022-08-26,5.8173
2022-08-27,2.51602
2022-08-28,2.45192
2022-08-29,6.10576
2022-08-30,5.51282
2022-08-31,5.20833
2022-09-01,5.17628
2022-09-02,4.80769
2022-09-03,2.08333
2022-09-04,1.9391
2022-09-05,5.01602
2022-09-06,4.98397
2022-09-07,4.96794
2022-09-08,3.9423
2022-09-09,1.77884
2022-09-10,1.33012
2022-09-11,1.73076
2022-09-12,2.03525
2022-09-13,9.74358
2022-09-14,8.95833
2022-09-15,9.48717
2022-09-16,10.84935
2022-09-17,14.39102
2022-09-18,14.64743
2022-09-19,13.10897
2022-09-20,12.94871
2022-09-21,11.05769
2022-09-22,11.21794
2022-09-23,10.30448
2022-09-24,5.25641
2022-09-25,4.82371
2022-09-26,7.16346
2022-09-27,6.89102
2022-09-28,6.36217
2022-09-29,6.97115
2022-09-30,6.33012
2022-10-01,2.70833
2022-10-02,3.26923
2022-10-03,3.57371
2022-10-04,6.33012
2022-10-05,9.15064
2022-10-06,7.72435
2022-10-07,6.39423
2022-10-08,3.10897
2022-10-09,2.85256
2022-10-10,2.93269
2022-10-11,6.21794
2022-10-12,6.49038
2022-10-13,7.98076
2022-10-14,5.73717
2022-10-15,2.83653
2022-10-16,2.66025
2022-10-17,6.52243
2022-10-18,7.21153
2022-10-19,6.9391
2022-10-20,6.21794
2022-10-21,6.52243
2022-10-22,3.1891
2022-10-23,3.02884
2022-10-24,6.39423
2022-10-25,7.30769
2022-10-26,7.86858
2022-10-27,6.58653
2022-10-28,6.16987
2022-10-29,1.95512
2022-10-30,1.66666
2022-10-31,4.69551
2022-11-01,5.57692
2022-11-02,6.79487
2022-11-03,7.41987
2022-11-04,5.30448
2022-11-05,2.19551
2022-11-06,3.07692
2022-11-07,6.25
2022-11-08,6.33012
2022-11-09,5.99358
2022-11-10,7.0032
2022-11-11,5.49679
2022-11-12,2.17948
2022-11-13,2.27564
2022-11-14,4.93589
2022-11-15,5.28846
2022-11-16,5.60897
2022-11-17,5.0641
2022-11-18,4.13461
2022-11-19,2.0032
2022-11-20,2.16346
2022-11-21,5.8173
2022-11-22,6.25
2022-11-23,5.64102
2022-11-24,5.59294
2022-11-25,4.26282
2022-11-26,2.17948
2022-11-27,1.84294
2022-11-28,5.11217
2022-11-29,5.625
2022-11-30,5.8173
2022-12-01,5.1923
2022-12-02,4.5673
2022-12-03,1.42628
2022-12-04,2.09935
2022-12-05,5.35256
2022-12-06,5.52884
2022-12-07,5.6891
2022-12-08,5.52884
2022-12-09,6.60256
2022-12-10,1.92307
2022-12-11,2.29166
2022-12-12,5.27243
2022-12-13,4.74358
2022-12-14,5.54487
2022-12-15,4.83974
2022-12-16,4.18269
2022-12-17,1.34615
2022-12-18,2.22756
2022-12-19,4.35897
2022-12-20,4.91987
2022-12-21,4.53525
2022-12-22,5.57692
2022-12-23,4.88782
2022-12-24,1.4423
2022-12-25,1.55448
2022-12-26,4.40705
2022-12-27,5.36858
2022-12-28,4.69551
2022-12-29,3.8782
2022-12-30,3.28525
2022-12-31,1.52243
2023-01-01,1.36217
2023-01-02,4.64743
2023-01-03,5.36858
2023-01-04,9.19871
2023-01-05,9.16666
2023-01-06,7.19551
2023-01-07,2.82051
2023-01-08,3.09294
2023-01-09,6.29807
2023-01-10,15.22435
2023-01-11,15.36858
2023-01-12,9.93589
2023-01-13,7.6282
2023-01-14,2.72435
2023-01-15,2.98076
2023-01-16,6.85897
2023-01-17,6.45833
2023-01-18,6.50641
2023-01-19,7.70833
2023-01-20,4.95192
2023-01-21,2.33974
2023-01-22,1.76282
2023-01-23,1.66666
2023-01-24,2.22756
2023-01-25,5.64102
2023-01-26,5.80128
2023-01-27,5.1923
2023-01-28,2.43589
2023-01-29,2.37179
2023-01-30,6.3141
2023-01-31,5.51282
2023-02-01,6.18589
2023-02-02,6.61858
2023-02-03,5.04807
2023-02-04,2.58012
2023-02-05,2.67628
2023-02-06,6.61858
2023-02-07,8.01282
2023-02-08,7.85256
2023-02-09,6.3141
2023-02-10,6.00961
2023-02-11,2.21153
2023-02-12,2.25961
2023-02-13,6.53846
2023-02-14,7.0673
2023-02-15,6.33012
2023-02-16,6.16987
2023-02-17,5.76923
2023-02-18,2.98076
2023-02-19,2.5641
2023-02-20,7.11538
2023-02-21,6.90705
2023-02-22,6.12179
2023-02-23,6.05769
2023-02-24,5.36858
2023-02-25,1.79487
2023-02-26,2.51602
2023-02-27,5.80128
2023-02-28,5.96153
2023-03-01,2.41987
2023-03-02,5.54487
2023-03-03,5.32051
2023-03-04,1.95512
2023-03-05,2.35576
2023-03-06,5.97756
2023-03-07,7.72435
2023-03-08,6.74679
2023-03-09,7.0032
2023-03-10,5.80128
2023-03-11,2.54807
2023-03-12,2.09935
2023-03-13,6.60256
2023-03-14,5.94551
2023-03-15,6.16987
2023-03-16,6.39423
2023-03-17,6.13782
2023-03-18,2.17948
2023-03-19,2.13141
2023-03-20,6.20192
2023-03-21,6.50641
2023-03-22,6.47435
2023-03-23,6.76282
2023-03-24,4.75961
2023-03-25,2.24358
2023-03-26,2.19551
2023-03-27,5.99358
2023-03-28,5.7532
2023-03-29,6.42628
2023-03-30,6.92307
2023-03-31,5.20833
2023-04-01,2.11538
2023-04-02,2.21153
2023-04-03,5.56089
2023-04-04,5.67307
2023-04-05,6.42628
2023-04-06,5.27243
2023-04-07,5.14423
2023-04-08,2.11538
2023-04-09,1.90705
2023-04-10,6.00961
2023-04-11,5.99358
2023-04-12,5.36858
2023-04-13,6.52243
2023-04-14,5.60897
2023-04-15,2.14743
2023-04-16,2.43589
2023-04-17,5.78525
2023-04-18,6.08974
2023-04-19,6.25
2023-04-20,6.15384
2023-04-21,5.43269
2023-04-22,2.0673
2023-04-23,1.98717
2023-04-24,5.52884
2023-04-25,7.13141
2023-04-26,8.49358
2023-04-27,5.625
2023-04-28,5.52884
2023-04-29,2.46794
2023-04-30,2.16346
2023-05-01,3.62179
2023-05-02,5.94551
2023-05-03,6.33012
2023-05-04,5.83333
2023-05-05,2.6282
2023-05-06,2.0673
2023-05-07,1.9391
2023-05-08,6.73076
2023-05-09,6.53846
2023-05-10,6.60256
2023-05-11,6.36217
2023-05-12,5.76923
2023-05-13,2.48397
2023-05-14,1.95512
2023-05-15,5.52884
2023-05-16,5.92948
2023-05-17,6.42628
2023-05-18,6.61858
2023-05-19,5.8173
2023-05-20,2.19551
2023-05-21,2.5641
2023-05-22,6.04166
2023-05-23,5.91346
2023-05-24,5.67307
2023-05-25,5.49679
2023-05-26,4.45512
2023-05-27,1.73076
2023-05-28,1.57051
2023-05-29,2.27564
2023-05-30,4.87179
