date,나스닥선물실시간
2020-10-14,11.10058
2020-10-15,14.90812
2020-10-16,12.63496
2020-10-17,1.81852
2020-10-18,0.5304
2020-10-19,7.25516
2020-10-20,9.09263
2020-10-21,7.91816
2020-10-22,8.10759
2020-10-23,5.72078
2020-10-24,1.34495
2020-10-25,0.20837
2020-10-26,6.95207
2020-10-27,7.99393
2020-10-28,9.20628
2020-10-29,11.30896
2020-10-30,13.03277
2020-10-31,2.2921
2020-11-01,1.23129
2020-11-02,8.60011
2020-11-03,6.32695
2020-11-04,12.54025
2020-11-05,10.53229
2020-11-06,9.81246
2020-11-07,1.93218
2020-11-08,1.30706
2020-11-09,8.9032
2020-11-10,9.22523
2020-11-11,8.9032
2020-11-12,8.31596
2020-11-13,5.45557
2020-11-14,1.66698
2020-11-15,0.32203
2020-11-16,4.86834
2020-11-17,5.47452
2020-11-18,5.20931
2020-11-19,5.5124
2020-11-20,4.47054
2020-11-21,0.83349
2020-11-22,0.28414
2020-11-23,3.6181
2020-11-24,3.40973
2020-11-25,4.20534
2020-11-26,3.39079
2020-11-27,2.70884
2020-11-28,0.83349
2020-11-29,0.22731
2020-11-30,3.65599
2020-12-01,3.06876
2020-12-02,3.25819
2020-12-03,2.97404
2020-12-04,1.93218
2020-12-05,0.62511
2020-12-06,0.18942
2020-12-07,2.87933
2020-12-08,3.31502
2020-12-09,2.87933
2020-12-10,3.2203
2020-12-11,2.46258
2020-12-12,0.663
2020-12-13,0.1326
2020-12-14,2.61413
2020-12-15,3.31502
2020-12-16,2.70884
2020-12-17,2.32998
2020-12-18,1.91324
2020-12-19,0.56828
2020-12-20,0.30308
2020-12-21,3.6181
2020-12-22,4.24322
2020-12-23,4.01591
2020-12-24,2.36787
2020-12-25,0.60617
2020-12-26,0.15154
2020-12-27,0.24625
2020-12-28,2.17844
2020-12-29,3.52339
2020-12-30,2.6899
2020-12-31,1.74275
2021-01-01,0.51146
2021-01-02,0.11365
2021-01-03,0.11365
2021-01-04,3.46656
2021-01-05,5.03883
2021-01-06,12.72968
2021-01-07,6.34589
2021-01-08,4.62208
2021-01-09,1.38283
2021-01-10,0.47357
2021-01-11,7.29304
2021-01-12,8.46751
2021-01-13,6.63004
2021-01-14,5.3798
2021-01-15,6.30801
2021-01-16,2.72778
2021-01-17,0.89032
2021-01-18,6.38378
2021-01-19,7.1415
2021-01-20,5.47452
2021-01-21,6.89524
2021-01-22,5.7776
2021-01-23,1.38283
2021-01-24,0.2652
2021-01-25,4.60314
2021-01-26,9.50937
2021-01-27,8.22125
2021-01-28,17.10551
2021-01-29,14.98389
2021-01-30,3.20136
2021-01-31,2.15949
2021-02-01,13.10854
2021-02-02,11.17635
2021-02-03,11.23318
2021-02-04,12.74862
2021-02-05,8.63799
2021-02-06,1.68592
2021-02-07,0.37885
2021-02-08,6.68687
2021-02-09,6.11858
2021-02-10,4.67891
2021-02-11,2.99299
2021-02-12,3.33396
2021-02-13,1.13657
2021-02-14,0.77666
2021-02-15,5.47452
2021-02-16,7.0089
2021-02-17,8.61905
2021-02-18,10.77855
2021-02-19,9.24417
2021-02-20,1.87535
2021-02-21,0.47357
2021-02-22,11.08164
2021-02-23,15.47641
2021-02-24,19.54915
2021-02-25,10.57018
2021-02-26,16.23413
2021-02-27,3.27713
2021-02-28,0.98503
2021-03-01,10.03978
2021-03-02,15.79844
2021-03-03,15.00284
2021-03-04,20.45842
2021-03-05,20.85622
2021-03-06,3.78859
2021-03-07,1.00397
2021-03-08,21.27296
2021-03-09,24.89107
2021-03-10,24.6827
2021-03-11,17.52225
2021-03-12,17.33282
2021-03-13,3.67493
2021-03-14,1.28812
2021-03-15,13.63894
2021-03-16,12.00985
2021-03-17,16.0447
2021-03-18,17.95794
2021-03-19,18.12843
2021-03-20,3.23924
2021-03-21,1.0608
2021-03-22,13.18431
2021-03-23,16.32885
2021-03-24,13.69577
2021-03-25,17.23811
2021-03-26,11.83936
2021-03-27,1.70486
2021-03-28,0.663
2021-03-29,12.33188
2021-03-30,12.55919
2021-03-31,11.23318
2021-04-01,9.09263
2021-04-02,7.50142
2021-04-03,1.42072
2021-04-04,0.5304
2021-04-05,8.10759
2021-04-06,8.88425
2021-04-07,7.0089
2021-04-08,6.53532
2021-04-09,5.2472
2021-04-10,1.02292
2021-04-11,0.32203
2021-04-12,5.13354
2021-04-13,6.13752
2021-04-14,6.45955
2021-04-15,6.89524
2021-04-16,4.982
2021-04-17,0.73877
2021-04-18,0.24625
2021-04-19,4.982
2021-04-20,5.70183
2021-04-21,10.32392
2021-04-22,6.6111
2021-04-23,5.30403
2021-04-24,1.04186
2021-04-25,0.28414
2021-04-26,4.65997
2021-04-27,5.60712
2021-04-28,5.49346
2021-04-29,5.58817
2021-04-30,4.69785
2021-05-01,0.81454
2021-05-02,0.20837
2021-05-03,4.14851
2021-05-04,3.78859
2021-05-05,6.36484
2021-05-06,5.79655
2021-05-07,3.92119
2021-05-08,0.73877
2021-05-09,0.24625
2021-05-10,3.78859
2021-05-11,9.77457
2021-05-12,10.47546
2021-05-13,17.74957
2021-05-14,8.27808
2021-05-15,1.49649
2021-05-16,0.5304
2021-05-17,9.73669
2021-05-18,5.96703
2021-05-19,6.59215
2021-05-20,9.13051
2021-05-21,6.38378
2021-05-22,1.09869
2021-05-23,0.28414
2021-05-24,6.81947
2021-05-25,7.57719
2021-05-26,6.91418
2021-05-27,8.05076
2021-05-28,4.982
2021-05-29,0.94714
2021-05-30,0.28414
2021-05-31,4.43265
2021-06-01,5.91021
2021-06-02,4.982
2021-06-03,6.27012
2021-06-04,6.57321
2021-06-05,0.96609
2021-06-06,0.34097
2021-06-07,7.36881
2021-06-08,5.83443
2021-06-09,5.58817
2021-06-10,6.70581
2021-06-11,4.94411
2021-06-12,1.13657
2021-06-13,0.18942
2021-06-14,3.59916
2021-06-15,5.00094
2021-06-16,4.33794
2021-06-17,6.59215
2021-06-18,4.5842
2021-06-19,1.11763
2021-06-20,0.41674
2021-06-21,6.97101
2021-06-22,7.19833
2021-06-23,5.56923
2021-06-24,5.47452
2021-06-25,4.09168
2021-06-26,1.07974
2021-06-27,0.22731
2021-06-28,4.12956
2021-06-29,5.17143
2021-06-30,4.90623
2021-07-01,5.20931
2021-07-02,4.41371
2021-07-03,0.663
2021-07-04,0.28414
2021-07-05,3.80753
2021-07-06,4.35688
2021-07-07,5.36086
2021-07-08,11.11953
2021-07-09,8.20231
2021-07-10,1.09869
2021-07-11,0.32203
2021-07-12,6.11858
2021-07-13,6.8763
2021-07-14,7.4067
2021-07-15,7.10361
2021-07-16,6.85735
2021-07-17,1.47755
2021-07-18,0.51146
2021-07-19,12.93805
2021-07-20,15.66584
2021-07-21,11.34684
2021-07-22,8.06971
2021-07-23,7.61507
2021-07-24,1.21235
2021-07-25,0.56828
2021-07-26,10.24815
2021-07-27,10.45652
2021-07-28,10.47546
2021-07-29,8.71377
2021-07-30,12.65391
2021-07-31,1.64803
2021-08-01,0.73877
2021-08-02,6.91418
2021-08-03,6.34589
2021-08-04,6.32695
2021-08-05,6.38378
2021-08-06,5.00094
2021-08-07,1.15552
2021-08-08,0.68194
2021-08-09,7.21727
2021-08-10,6.72475
2021-08-11,7.74767
2021-08-12,7.25516
2021-08-13,5.47452
2021-08-14,1.15552
2021-08-15,0.37885
2021-08-16,4.982
2021-08-17,9.1684
2021-08-18,7.5393
2021-08-19,14.52926
2021-08-20,10.22921
2021-08-21,1.34495
2021-08-22,0.71983
2021-08-23,6.8763
2021-08-24,8.99791
2021-08-25,8.84637
2021-08-26,9.301
2021-08-27,7.34987
2021-08-28,1.04186
2021-08-29,0.28414
2021-08-30,6.11858
2021-08-31,7.17939
2021-09-01,6.95207
2021-09-02,6.91418
2021-09-03,5.645
2021-09-04,1.04186
2021-09-05,0.28414
2021-09-06,4.65997
2021-09-07,6.45955
2021-09-08,9.66092
2021-09-09,8.61905
2021-09-10,6.28906
2021-09-11,1.02292
2021-09-12,0.56828
2021-09-13,7.86133
2021-09-14,6.8763
2021-09-15,6.13752
2021-09-16,6.85735
2021-09-17,4.41371
2021-09-18,1.47755
2021-09-19,0.45463
2021-09-20,5.92915
2021-09-21,11.15741
2021-09-22,14.60503
2021-09-23,10.87327
2021-09-24,10.57018
2021-09-25,2.08372
2021-09-26,0.35991
2021-09-27,8.06971
2021-09-28,18.35574
2021-09-29,22.56109
2021-09-30,16.97291
2021-10-01,18.2042
2021-10-02,2.53835
2021-10-03,0.94714
2021-10-04,13.31691
2021-10-05,21.50028
2021-10-06,30.25194
2021-10-07,18.4694
2021-10-08,11.87724
2021-10-09,2.08372
2021-10-10,0.71983
2021-10-11,14.18829
2021-10-12,17.86323
2021-10-13,16.84031
2021-10-14,12.63496
2021-10-15,10.58912
2021-10-16,1.42072
2021-10-17,1.0608
2021-10-18,11.40367
2021-10-19,10.19132
2021-10-20,10.98692
2021-10-21,10.28603
2021-10-22,8.99791
2021-10-23,1.97007
2021-10-24,0.75771
2021-10-25,7.88028
2021-10-26,7.06573
2021-10-27,10.07766
2021-10-28,9.01685
2021-10-29,10.81644
2021-10-30,2.02689
2021-10-31,0.47357
2021-11-01,7.02784
2021-11-02,9.24417
2021-11-03,8.18336
2021-11-04,7.46353
2021-11-05,6.72475
2021-11-06,1.04186
2021-11-07,0.5304
2021-11-08,7.88028
2021-11-09,7.08467
2021-11-10,9.94506
2021-11-11,9.54726
2021-11-12,6.06175
2021-11-13,1.4586
2021-11-14,0.30308
2021-11-15,5.26614
2021-11-16,6.68687
2021-11-17,5.5124
2021-11-18,5.49346
2021-11-19,4.86834
2021-11-20,1.0608
2021-11-21,0.5304
2021-11-22,4.77363
2021-11-23,7.82345
2021-11-24,7.78556
2021-11-25,5.68289
2021-11-26,10.66489
2021-11-27,2.04584
2021-11-28,1.1934
2021-11-29,11.80147
2021-11-30,14.90812
2021-12-01,12.69179
2021-12-02,12.84334
2021-12-03,9.8314
2021-12-04,3.23924
2021-12-05,1.15552
2021-12-06,13.90414
2021-12-07,11.34684
2021-12-08,10.34286
2021-12-09,11.34684
2021-12-10,12.3887
2021-12-11,1.98901
2021-12-12,0.58723
2021-12-13,10.53229
2021-12-14,13.33585
2021-12-15,12.91911
2021-12-16,10.43758
2021-12-17,14.49138
2021-12-18,2.9551
2021-12-19,0.663
2021-12-20,17.23811
2021-12-21,16.3099
2021-12-22,16.49933
2021-12-23,13.99886
2021-12-24,6.72475
2021-12-25,0.90926
2021-12-26,0.77666
2021-12-27,8.9032
2021-12-28,9.54726
2021-12-29,9.301
2021-12-30,7.12256
2021-12-31,5.5124
2022-01-01,1.28812
2022-01-02,0.663
2022-01-03,6.93313
2022-01-04,9.09263
2022-01-05,12.33188
2022-01-06,21.29191
2022-01-07,15.19227
2022-01-08,3.75071
2022-01-09,1.57226
2022-01-10,18.7346
2022-01-11,18.62095
2022-01-12,14.26406
2022-01-13,13.03277
2022-01-14,14.58609
2022-01-15,3.37185
2022-01-16,0.87137
2022-01-17,11.57416
2022-01-18,30.57397
2022-01-19,32.71452
2022-01-20,22.01174
2022-01-21,33.9837
2022-01-22,9.14946
2022-01-23,3.40973
2022-01-24,67.94847
2022-01-25,63.79996
2022-01-26,50.12312
2022-01-27,69.95643
2022-01-28,39.24985
2022-01-29,8.65694
2022-01-30,2.84144
2022-01-31,18.10949
2022-02-01,27.35366
2022-02-02,28.62284
2022-02-03,51.88482
2022-02-04,41.93976
2022-02-05,9.98295
2022-02-06,3.31502
2022-02-07,36.63572
2022-02-08,30.87706
2022-02-09,26.14131
2022-02-10,34.60882
2022-02-11,33.87005
2022-02-12,9.81246
2022-02-13,4.65997
2022-02-14,55.52187
2022-02-15,55.48399
2022-02-16,43.43625
2022-02-17,48.32354
2022-02-18,40.72741
2022-02-19,9.54726
2022-02-20,4.50842
2022-02-21,45.82307
2022-02-22,76.73801
2022-02-23,53.154
2022-02-24,86.49365
2022-02-25,66.96344
2022-02-26,13.82837
2022-02-27,5.81549
2022-02-28,53.49498
2022-03-01,36.99564
2022-03-02,47.54688
2022-03-03,39.49611
2022-03-04,47.98257
2022-03-05,10.38075
2022-03-06,4.43265
2022-03-07,53.07823
2022-03-08,62.77704
2022-03-09,36.02955
2022-03-10,46.46713
2022-03-11,45.31161
2022-03-12,9.58514
2022-03-13,4.75468
2022-03-14,47.64159
2022-03-15,50.97556
2022-03-16,47.79314
2022-03-17,55.61659
2022-03-18,41.76927
2022-03-19,9.75563
2022-03-20,4.35688
2022-03-21,43.17105
2022-03-22,36.18109
2022-03-23,34.51411
2022-03-24,36.84409
2022-03-25,30.896
2022-03-26,6.00492
2022-03-27,2.00795
2022-03-28,29.3995
2022-03-29,28.07349
2022-03-30,30.11934
2022-03-31,26.93691
2022-04-01,25.13733
2022-04-02,5.96703
2022-04-03,1.53438
2022-04-04,23.01572
2022-04-05,24.9479
2022-04-06,33.62379
2022-04-07,47.18696
2022-04-08,29.77836
2022-04-09,6.97101
2022-04-10,2.19738
2022-04-11,35.99166
2022-04-12,48.26671
2022-04-13,36.52206
2022-04-14,34.89297
2022-04-15,21.67077
2022-04-16,3.23924
2022-04-17,2.04584
2022-04-18,36.80621
2022-04-19,28.90698
2022-04-20,32.9229
2022-04-21,32.69558
2022-04-22,36.76832
2022-04-23,7.0089
2022-04-24,3.04982
2022-04-25,56.27959
2022-04-26,48.09623
2022-04-27,58.23072
2022-04-28,47.33851
2022-04-29,45.57681
2022-04-30,11.47944
2022-05-01,4.64103
2022-05-02,45.84201
2022-05-03,45.59575
2022-05-04,34.40045
2022-05-05,36.0106
2022-05-06,57.18886
2022-05-07,12.31293
2022-05-08,4.39477
2022-05-09,63.91362
2022-05-10,76.30232
2022-05-11,80.18564
2022-05-12,77.55256
2022-05-13,55.46505
2022-05-14,13.44951
2022-05-15,4.5842
2022-05-16,64.93654
2022-05-17,55.40822
2022-05-18,63.74313
2022-05-19,84.92138
2022-05-20,52.90774
2022-05-21,13.4874
2022-05-22,3.56128
2022-05-23,45.95567
2022-05-24,65.37222
2022-05-25,60.42811
2022-05-26,60.59859
2022-05-27,46.82705
2022-05-28,9.33888
2022-05-29,3.54233
2022-05-30,33.11233
2022-05-31,42.71642
2022-06-01,34.89297
2022-06-02,43.7204
2022-06-03,38.64368
2022-06-04,9.67986
2022-06-05,3.18242
2022-06-06,32.25989
2022-06-07,49.00549
2022-06-08,53.36237
2022-06-09,46.90282
2022-06-10,49.80109
2022-06-11,12.65391
2022-06-12,4.75468
2022-06-13,70.22163
2022-06-14,81.98522
2022-06-15,70.92252
2022-06-16,87.72494
2022-06-17,76.30232
2022-06-18,12.19928
2022-06-19,5.22826
2022-06-20,50.5967
2022-06-21,48.72134
2022-06-22,68.45993
2022-06-23,70.33529
2022-06-24,47.26273
2022-06-25,9.66092
2022-06-26,3.86436
2022-06-27,53.76018
2022-06-28,53.45709
2022-06-29,59.61356
2022-06-30,61.90566
2022-07-01,56.90471
2022-07-02,9.92612
2022-07-03,4.22428
2022-07-04,36.91987
2022-07-05,56.5448
2022-07-06,54.6505
2022-07-07,44.72437
2022-07-08,46.08827
2022-07-09,9.26311
2022-07-10,3.23924
2022-07-11,43.83405
2022-07-12,51.63856
2022-07-13,60.50388
2022-07-14,56.92365
2022-07-15,45.48209
2022-07-16,7.48247
2022-07-17,2.34892
2022-07-18,39.89391
2022-07-19,41.99659
2022-07-20,50.44516
2022-07-21,45.40632
2022-07-22,40.44326
2022-07-23,8.58117
2022-07-24,2.17844
2022-07-25,34.13525
2022-07-26,34.87402
2022-07-27,39.1362
2022-07-28,38.26482
2022-07-29,33.47224
2022-07-30,6.49744
2022-07-31,1.97007
2022-08-01,34.02159
2022-08-02,42.6217
2022-08-03,36.25686
2022-08-04,32.99867
2022-08-05,28.13032
2022-08-06,7.06573
2022-08-07,1.79958
2022-08-08,25.47831
2022-08-09,28.14927
2022-08-10,36.16215
2022-08-11,30.87706
2022-08-12,25.68668
2022-08-13,4.92517
2022-08-14,2.00795
2022-08-15,20.26899
2022-08-16,26.95586
2022-08-17,29.47527
2022-08-18,32.10835
2022-08-19,30.40348
2022-08-20,6.44061
2022-08-21,1.64803
2022-08-22,33.03655
2022-08-23,47.0733
2022-08-24,41.29569
2022-08-25,31.6916
2022-08-26,30.25194
2022-08-27,7.33093
2022-08-28,1.85641
2022-08-29,42.90585
2022-08-30,34.96874
2022-08-31,36.18109
2022-09-01,42.26179
2022-09-02,37.39344
2022-09-03,7.02784
2022-09-04,1.55332
2022-09-05,25.53513
2022-09-06,30.82023
2022-09-07,34.13525
2022-09-08,25.76245
2022-09-09,15.30592
2022-09-10,4.67891
2022-09-11,1.98901
2022-09-12,22.921
2022-09-13,31.97575
2022-09-14,44.42129
2022-09-15,35.49914
2022-09-16,32.33566
2022-09-17,6.51638
2022-09-18,2.6899
2022-09-19,34.8172
2022-09-20,32.58192
2022-09-21,36.65466
2022-09-22,41.06838
2022-09-23,38.39742
2022-09-24,6.30801
2022-09-25,1.76169
2022-09-26,43.83405
2022-09-27,43.28471
2022-09-28,49.36541
2022-09-29,43.39837
2022-09-30,41.90187
2022-10-01,6.95207
2022-10-02,3.04982
2022-10-03,45.02746
2022-10-04,49.04337
2022-10-05,64.84182
2022-10-06,63.06118
2022-10-07,55.06724
2022-10-08,9.31994
2022-10-09,4.90623
2022-10-10,64.25459
2022-10-11,88.55843
2022-10-12,80.16669
2022-10-13,100.0
2022-10-14,78.21557
2022-10-15,15.68478
2022-10-16,5.70183
2022-10-17,73.72608
2022-10-18,78.91646
2022-10-19,88.1038
2022-10-20,86.36105
2022-10-21,73.65031
2022-10-22,12.61602
2022-10-23,4.7168
2022-10-24,82.76188
2022-10-25,71.64235
2022-10-26,87.09982
2022-10-27,70.92252
2022-10-28,62.85281
2022-10-29,11.68781
2022-10-30,4.48948
2022-10-31,65.86474
2022-11-01,60.57965
2022-11-02,64.25459
2022-11-03,74.749
2022-11-04,56.6774
2022-11-05,10.45652
2022-11-06,3.67493
2022-11-07,63.34533
2022-11-08,61.88672
2022-11-09,62.87175
2022-11-10,74.18071
2022-11-11,72.22958
2022-11-12,12.3887
2022-11-13,4.54631
2022-11-14,63.19378
2022-11-15,60.23868
2022-11-16,70.54366
2022-11-17,75.46883
2022-11-18,64.04622
2022-11-19,11.10058
2022-11-20,3.2203
2022-11-21,52.69937
2022-11-22,60.0303
2022-11-23,51.90376
2022-11-24,42.07236
2022-11-25,34.24891
2022-11-26,7.16044
2022-11-27,2.5573
2022-11-28,36.59784
2022-11-29,36.52206
2022-11-30,34.79825
2022-12-01,37.46921
2022-12-02,36.86304
2022-12-03,7.86133
2022-12-04,1.89429
2022-12-05,36.82515
2022-12-06,46.10721
2022-12-07,43.5878
2022-12-08,39.32562
2022-12-09,31.61583
2022-12-10,6.89524
2022-12-11,1.87535
2022-12-12,30.87706
2022-12-13,41.52301
2022-12-14,39.81814
2022-12-15,47.03542
2022-12-16,49.59272
2022-12-17,9.07368
2022-12-18,2.31104
2022-12-19,37.09035
2022-12-20,56.43114
2022-12-21,47.62265
2022-12-22,41.90187
2022-12-23,47.35745
2022-12-24,7.97499
2022-12-25,2.04584
2022-12-26,19.35972
2022-12-27,36.54101
2022-12-28,43.00056
2022-12-29,36.90092
2022-12-30,25.98977
2022-12-31,6.72475
2023-01-01,2.06478
2023-01-02,20.85622
2023-01-03,41.75033
2023-01-04,43.54991
2023-01-05,44.72437
2023-01-06,36.57889
2023-01-07,7.52036
2023-01-08,2.53835
2023-01-09,37.27978
2023-01-10,43.94771
2023-01-11,38.85205
2023-01-12,42.26179
2023-01-13,36.10532
2023-01-14,8.52434
2023-01-15,2.65201
2023-01-16,28.30081
2023-01-17,37.7723
2023-01-18,37.1093
2023-01-19,38.41636
2023-01-20,32.77135
2023-01-21,9.62303
2023-01-22,2.51941
2023-01-23,22.7884
2023-01-24,28.30081
2023-01-25,36.88198
2023-01-26,27.01269
2023-01-27,21.84125
2023-01-28,4.60314
2023-01-29,2.32998
2023-01-30,27.3726
2023-01-31,24.83424
2023-02-01,19.45444
2023-02-02,23.14832
2023-02-03,27.14529
2023-02-04,4.90623
2023-02-05,2.2921
2023-02-06,24.34173
2023-02-07,22.33377
2023-02-08,19.45444
2023-02-09,21.08353
2023-02-10,20.70467
2023-02-11,3.76965
2023-02-12,1.34495
2023-02-13,20.06061
2023-02-14,27.24
2023-02-15,32.56298
2023-02-16,26.40651
2023-02-17,27.3726
2023-02-18,4.37582
2023-02-19,1.0608
2023-02-20,19.75752
2023-02-21,28.81227
2023-02-22,37.29873
2023-02-23,31.04754
2023-02-24,28.88804
2023-02-25,6.42167
2023-02-26,2.27315
2023-02-27,31.21803
2023-02-28,29.41845
2023-03-01,22.84523
2023-03-02,36.50312
2023-03-03,25.09945
2023-03-04,5.75866
2023-03-05,1.91324
2023-03-06,26.61488
2023-03-07,28.30081
2023-03-08,34.34362
2023-03-09,34.13525
2023-03-10,35.36654
2023-03-11,8.37279
2023-03-12,2.78461
2023-03-13,50.91873
2023-03-14,52.8888
2023-03-15,55.0483
2023-03-16,43.18999
2023-03-17,32.08941
2023-03-18,6.78158
2023-03-19,2.72778
2023-03-20,38.1701
2023-03-21,34.57094
2023-03-22,33.28281
2023-03-23,36.04849
2023-03-24,30.47925
2023-03-25,5.07671
2023-03-26,2.34892
2023-03-27,26.76643
2023-03-28,28.26292
2023-03-29,27.12634
2023-03-30,28.50918
2023-03-31,22.6558
2023-04-01,4.75468
2023-04-02,1.89429
2023-04-03,26.95586
2023-04-04,27.90301
2023-04-05,29.05853
2023-04-06,35.53703
2023-04-07,21.80337
2023-04-08,3.90225
2023-04-09,2.00795
2023-04-10,24.72059
2023-04-11,24.09547
2023-04-12,26.86114
2023-04-13,25.98977
2023-04-14,21.87914
2023-04-15,3.92119
2023-04-16,1.42072
2023-04-17,20.59102
2023-04-18,22.67474
2023-04-19,25.55408
2023-04-20,28.54707
2023-04-21,22.84523
2023-04-22,4.22428
2023-04-23,1.1934
2023-04-24,23.26198
2023-04-25,26.00871
2023-04-26,29.72153
2023-04-27,22.86417
2023-04-28,17.46542
2023-04-29,3.18242
2023-04-30,0.94714
2023-05-01,13.71471
2023-05-02,19.53021
2023-05-03,21.89808
2023-05-04,20.07956
2023-05-05,11.70676
2023-05-06,3.82648
2023-05-07,1.21235
2023-05-08,18.37469
2023-05-09,20.2311
2023-05-10,25.93294
2023-05-11,23.37563
2023-05-12,16.85925
2023-05-13,3.6181
2023-05-14,1.42072
2023-05-15,17.21917
2023-05-16,17.82534
2023-05-17,18.37469
2023-05-18,19.13241
2023-05-19,16.65088
2023-05-20,4.31899
2023-05-21,1.1934
2023-05-22,19.75752
2023-05-23,20.47736
2023-05-24,25.26993
2023-05-25,30.38454
2023-05-26,22.06857
2023-05-27,4.18639
2023-05-28,1.15552
2023-05-29,11.70676
2023-05-30,22.69369
2023-05-31,23.20515
2023-06-01,26.33074
2023-06-02,19.03769
2023-06-03,3.65599
2023-06-04,1.43966
2023-06-05,19.20818
2023-06-06,16.66982
2023-06-07,24.60693
2023-06-08,27.22106
2023-06-09,17.76851
2023-06-10,3.69388
2023-06-11,1.34495
2023-06-12,19.77647
