date,CMA
2020-08-27,10.82402
2020-08-28,9.4491
2020-08-29,6.72695
2020-08-30,7.10528
2020-08-31,17.9939
2020-09-01,15.69622
2020-09-02,13.83224
2020-09-03,12.06053
2020-09-04,11.63606
2020-09-05,9.84589
2020-09-06,9.87358
2020-09-07,12.2174
2020-09-08,11.1839
2020-09-09,11.10085
2020-09-10,12.24508
2020-09-11,11.06394
2020-09-12,6.41321
2020-09-13,6.23788
2020-09-14,10.09504
2020-09-15,11.30386
2020-09-16,10.61179
2020-09-17,9.91049
2020-09-18,9.09845
2020-09-19,6.28402
2020-09-20,5.62886
2020-09-21,8.57248
2020-09-22,9.08923
2020-09-23,8.39715
2020-09-24,8.58171
2020-09-25,7.56666
2020-09-26,5.10288
2020-09-27,5.49044
2020-09-28,8.92313
2020-09-29,8.53557
2020-09-30,4.93679
2020-10-01,4.79837
2020-10-02,4.61382
2020-10-03,5.82264
2020-10-04,6.57008
2020-10-05,10.77789
2020-10-06,10.05813
2020-10-07,8.97849
2020-10-08,8.48943
2020-10-09,5.31512
2020-10-10,4.60459
2020-10-11,5.11211
2020-10-12,10.18732
2020-10-13,11.76524
2020-10-14,9.42142
2020-10-15,7.78813
2020-10-16,7.75122
2020-10-17,4.66918
2020-10-18,4.55845
2020-10-19,7.5113
2020-10-20,7.33597
2020-10-21,7.50207
2020-10-22,7.14219
2020-10-23,6.26557
2020-10-24,4.06939
2020-10-25,5.0752
2020-10-26,8.24951
2020-10-27,8.38793
2020-10-28,7.62203
2020-10-29,6.78231
2020-10-30,5.97951
2020-10-31,4.16166
2020-11-01,4.59536
2020-11-02,6.36707
2020-11-03,7.15142
2020-11-04,6.33016
2020-11-05,6.32093
2020-11-06,6.75463
2020-11-07,3.76487
2020-11-08,4.98292
2020-11-09,7.27138
2020-11-10,9.00618
2020-11-11,8.17569
2020-11-12,8.13878
2020-11-13,7.55744
2020-11-14,4.48463
2020-11-15,4.95524
2020-11-16,9.29223
2020-11-17,9.74439
2020-11-18,8.79394
2020-11-19,8.27719
2020-11-20,8.2126
2020-11-21,5.55504
2020-11-22,5.96105
2020-11-23,9.97508
2020-11-24,9.36606
2020-11-25,10.6487
2020-11-26,9.9474
2020-11-27,9.53215
2020-11-28,6.23788
2020-11-29,7.09605
2020-11-30,10.00276
2020-12-01,10.17809
2020-12-02,10.35341
2020-12-03,11.91289
2020-12-04,11.91289
2020-12-05,8.22183
2020-12-06,7.31752
2020-12-07,12.78028
2020-12-08,11.59915
2020-12-09,11.20236
2020-12-10,11.16545
2020-12-11,11.43305
2020-12-12,7.14219
2020-12-13,7.53898
2020-12-14,10.29805
2020-12-15,10.46415
2020-12-16,10.60256
2020-12-17,10.30728
2020-12-18,10.03045
2020-12-19,7.93577
2020-12-20,7.62203
2020-12-21,11.55301
2020-12-22,11.26695
2020-12-23,10.60256
2020-12-24,10.80557
2020-12-25,6.79154
2020-12-26,7.45593
2020-12-27,8.99695
2020-12-28,15.60394
2020-12-29,14.87496
2020-12-30,14.68118
2020-12-31,11.71911
2021-01-01,10.15041
2021-01-02,10.69484
2021-01-03,11.75602
2021-01-04,21.57423
2021-01-05,20.54996
2021-01-06,19.95939
2021-01-07,17.74476
2021-01-08,24.28716
2021-01-09,15.95459
2021-01-10,15.34557
2021-01-11,29.59306
2021-01-12,22.35858
2021-01-13,20.01476
2021-01-14,18.55679
2021-01-15,17.26492
2021-01-16,8.96004
2021-01-17,9.70748
2021-01-18,15.68699
2021-01-19,16.68358
2021-01-20,15.37325
2021-01-21,16.31447
2021-01-22,16.2222
2021-01-23,10.44569
2021-01-24,10.5841
2021-01-25,19.3596
2021-01-26,18.60293
2021-01-27,15.15179
2021-01-28,15.07797
2021-01-29,14.49663
2021-01-30,9.7813
2021-01-31,9.67057
2021-02-01,15.75159
2021-02-02,14.6535
2021-02-03,14.51508
2021-02-04,13.62923
2021-02-05,11.23927
2021-02-06,7.38211
2021-02-07,8.36947
2021-02-08,11.76524
2021-02-09,12.09744
2021-02-10,12.87256
2021-02-11,8.48943
2021-02-12,9.06154
2021-02-13,8.60016
2021-02-14,10.05813
2021-02-15,18.04927
2021-02-16,16.79431
2021-02-17,15.48399
2021-02-18,13.77687
2021-02-19,12.13435
2021-02-20,8.1111
2021-02-21,9.60597
2021-02-22,14.26594
2021-02-23,13.09402
2021-02-24,12.10667
2021-02-25,13.31549
2021-02-26,11.0824
2021-02-27,6.9761
2021-02-28,8.43406
2021-03-01,9.16305
2021-03-02,12.07898
2021-03-03,11.16545
2021-03-04,11.93134
2021-03-05,10.51951
2021-03-06,7.81581
2021-03-07,8.65553
2021-03-08,16.24988
2021-03-09,17.25569
2021-03-10,16.58207
2021-03-11,10.62102
2021-03-12,11.60837
2021-03-13,7.05914
2021-03-14,7.86195
2021-03-15,11.10085
2021-03-16,11.85752
2021-03-17,10.09504
2021-03-18,11.7837
2021-03-19,10.8148
2021-03-20,7.21601
2021-03-21,6.92996
2021-03-22,11.60837
2021-03-23,10.27959
2021-03-24,8.9139
2021-03-25,9.58752
2021-03-26,8.96004
2021-03-27,5.98874
2021-03-28,6.3763
2021-03-29,9.54138
2021-03-30,8.40638
2021-03-31,9.1815
2021-04-01,9.50447
2021-04-02,8.89545
2021-04-03,6.30248
2021-04-04,6.79154
2021-04-05,10.28882
2021-04-06,10.72252
2021-04-07,10.45492
2021-04-08,9.56906
2021-04-09,8.85854
2021-04-10,5.80418
2021-04-11,6.33939
2021-04-12,9.69825
2021-04-13,12.12512
2021-04-14,10.50106
2021-04-15,11.55301
2021-04-16,10.98089
2021-04-17,6.01642
2021-04-18,6.94841
2021-04-19,10.47337
2021-04-20,10.62102
2021-04-21,11.70988
2021-04-22,11.19313
2021-04-23,11.59915
2021-04-24,7.31752
2021-04-25,8.78471
2021-04-26,18.79671
2021-04-27,35.44338
2021-04-28,34.88972
2021-04-29,18.35378
2021-04-30,7.19756
2021-05-01,4.88142
2021-05-02,5.02906
2021-05-03,8.20337
2021-05-04,7.37288
2021-05-05,5.39817
2021-05-06,7.14219
2021-05-07,6.6439
2021-05-08,3.96788
2021-05-09,4.40158
2021-05-10,7.76045
2021-05-11,8.05573
2021-05-12,7.76967
2021-05-13,6.98532
2021-05-14,6.63467
2021-05-15,3.79256
2021-05-16,3.94943
2021-05-17,6.17329
2021-05-18,6.24711
2021-05-19,4.79837
2021-05-20,6.46857
2021-05-21,6.02565
2021-05-22,3.61723
2021-05-23,4.21703
2021-05-24,6.05333
2021-05-25,6.13638
2021-05-26,6.88382
2021-05-27,6.49626
2021-05-28,5.80418
2021-05-29,3.87561
2021-05-30,4.2724
2021-05-31,6.9761
2021-06-01,6.80077
2021-06-02,6.48703
2021-06-03,6.45012
2021-06-04,5.93337
2021-06-05,3.84792
2021-06-06,4.24471
2021-06-07,6.81
2021-06-08,6.09024
2021-06-09,6.0441
2021-06-10,6.3117
2021-06-11,5.65654
2021-06-12,3.29426
2021-06-13,3.94943
2021-06-14,5.92414
2021-06-15,6.86536
2021-06-16,6.93918
2021-06-17,6.42244
2021-06-18,5.5089
2021-06-19,3.43268
2021-06-20,3.5065
2021-06-21,6.33939
2021-06-22,6.34862
2021-06-23,6.87459
2021-06-24,6.4778
2021-06-25,5.9426
2021-06-26,3.39577
2021-06-27,3.6726
2021-06-28,6.69927
2021-06-29,6.87459
2021-06-30,7.04992
2021-07-01,5.87801
2021-07-02,6.03488
2021-07-03,3.66337
2021-07-04,4.3739
2021-07-05,6.79154
2021-07-06,7.40057
2021-07-07,7.33597
2021-07-08,7.43748
2021-07-09,6.45935
2021-07-10,3.51573
2021-07-11,4.14321
2021-07-12,6.56085
2021-07-13,7.20679
2021-07-14,6.65313
2021-07-15,6.26557
2021-07-16,5.76727
2021-07-17,3.76487
2021-07-18,3.57109
2021-07-19,6.39475
2021-07-20,7.01301
2021-07-21,8.00959
2021-07-22,8.90467
2021-07-23,12.14358
2021-07-24,6.92073
2021-07-25,10.51951
2021-07-26,14.52431
2021-07-27,9.1815
2021-07-28,6.35784
2021-07-29,16.45289
2021-07-30,17.74476
2021-07-31,10.41801
2021-08-01,13.27858
2021-08-02,19.03663
2021-08-03,19.97785
2021-08-04,17.65248
2021-08-05,16.60976
2021-08-06,17.36642
2021-08-07,10.93476
2021-08-08,12.93715
2021-08-09,22.1648
2021-08-10,24.01033
2021-08-11,18.82439
2021-08-12,18.95358
2021-08-13,17.8924
2021-08-14,11.65451
2021-08-15,10.87016
2021-08-16,15.65008
2021-08-17,19.51647
2021-08-18,19.45187
2021-08-19,18.72289
2021-08-20,18.24305
2021-08-21,12.13435
2021-08-22,13.25089
2021-08-23,20.09781
2021-08-24,22.77383
2021-08-25,22.97683
2021-08-26,24.59167
2021-08-27,22.05407
2021-08-28,13.65691
2021-08-29,14.80114
2021-08-30,23.835
2021-08-31,25.4037
2021-09-01,27.67371
2021-09-02,23.71505
2021-09-03,20.227
2021-09-04,17.21878
2021-09-05,15.43785
2021-09-06,25.80972
2021-09-07,23.87192
2021-09-08,21.26972
2021-09-09,18.31687
2021-09-10,19.59952
2021-09-11,12.02362
2021-09-12,17.8924
2021-09-13,17.96622
2021-09-14,19.71947
2021-09-15,16.84968
2021-09-16,15.31789
2021-09-17,16.96041
2021-09-18,10.49183
2021-09-19,9.37528
2021-09-20,10.22423
2021-09-21,11.07317
2021-09-22,14.87496
2021-09-23,23.65968
2021-09-24,23.20752
2021-09-25,14.93033
2021-09-26,14.72732
2021-09-27,33.45944
2021-09-28,24.29639
2021-09-29,18.3261
2021-09-30,22.68155
2021-10-01,18.85208
2021-10-02,10.76866
2021-10-03,11.17467
2021-10-04,13.85992
2021-10-05,20.10704
2021-10-06,18.27996
2021-10-07,17.66171
2021-10-08,17.0896
2021-10-09,10.33496
2021-10-10,16.6559
2021-10-11,16.39752
2021-10-12,21.10362
2021-10-13,19.08277
2021-10-14,17.56021
2021-10-15,16.74817
2021-10-16,11.31309
2021-10-17,10.77789
2021-10-18,15.42862
2021-10-19,15.60394
2021-10-20,16.37907
2021-10-21,16.25911
2021-10-22,14.91187
2021-10-23,9.6152
2021-10-24,11.59915
2021-10-25,21.70342
2021-10-26,19.75639
2021-10-27,16.61899
2021-10-28,14.81037
2021-10-29,14.77346
2021-10-30,9.38451
2021-10-31,10.36264
2021-11-01,16.6559
2021-11-02,17.68939
2021-11-03,16.53594
2021-11-04,14.95801
2021-11-05,13.7861
2021-11-06,8.46175
2021-11-07,10.34419
2021-11-08,16.36061
2021-11-09,16.35138
2021-11-10,16.4898
2021-11-11,17.60634
2021-11-12,17.2926
2021-11-13,9.30146
2021-11-14,10.63024
2021-11-15,15.91768
2021-11-16,16.99732
2021-11-17,15.7239
2021-11-18,15.05951
2021-11-19,14.72732
2021-11-20,9.4491
2021-11-21,12.09744
2021-11-22,17.15419
2021-11-23,15.63163
2021-11-24,14.93033
2021-11-25,21.14053
2021-11-26,19.53492
2021-11-27,13.32472
2021-11-28,12.84488
2021-11-29,18.4922
2021-11-30,21.37122
2021-12-01,19.13813
2021-12-02,17.47716
2021-12-03,17.20955
2021-12-04,13.13094
2021-12-05,14.83805
2021-12-06,18.57525
2021-12-07,17.26492
2021-12-08,17.32029
2021-12-09,15.70545
2021-12-10,15.12411
2021-12-11,11.36845
2021-12-12,12.11589
2021-12-13,17.7263
2021-12-14,15.36403
2021-12-15,15.4563
2021-12-16,15.48399
2021-12-17,14.01679
2021-12-18,10.60256
2021-12-19,11.8852
2021-12-20,17.14496
2021-12-21,18.4922
2021-12-22,16.43443
2021-12-23,15.81618
2021-12-24,14.31207
2021-12-25,9.99354
2021-12-26,13.62
2021-12-27,18.77825
2021-12-28,19.28578
2021-12-29,19.75639
2021-12-30,19.98708
2021-12-31,17.74476
2022-01-01,14.78268
2022-01-02,16.84968
2022-01-03,25.08996
2022-01-04,25.39448
2022-01-05,25.00692
2022-01-06,22.65387
2022-01-07,21.06671
2022-01-08,14.78268
2022-01-09,17.87395
2022-01-10,27.86749
2022-01-11,28.65184
2022-01-12,29.24241
2022-01-13,31.00489
2022-01-14,36.12623
2022-01-15,27.65525
2022-01-16,34.10537
2022-01-17,76.93088
2022-01-18,81.24019
2022-01-19,53.76026
2022-01-20,33.51481
2022-01-21,33.18261
2022-01-22,20.74374
2022-01-23,20.78065
2022-01-24,29.92525
2022-01-25,34.00387
2022-01-26,30.33127
2022-01-27,33.42253
2022-01-28,29.17781
2022-01-29,19.03663
2022-01-30,16.19451
2022-01-31,15.97305
2022-02-01,23.97342
2022-02-02,26.78785
2022-02-03,39.2544
2022-02-04,33.71781
2022-02-05,21.65728
2022-02-06,23.99187
2022-02-07,35.92322
2022-02-08,39.65119
2022-02-09,46.5627
2022-02-10,40.13103
2022-02-11,32.69354
2022-02-12,19.47956
2022-02-13,21.86029
2022-02-14,32.25062
2022-02-15,34.27147
2022-02-16,31.0418
2022-02-17,28.14432
2022-02-18,30.08212
2022-02-19,19.13813
2022-02-20,26.38183
2022-02-21,80.49275
2022-02-22,71.50502
2022-02-23,54.46156
2022-02-24,40.71237
2022-02-25,35.78481
2022-02-26,19.68256
2022-02-27,18.4922
2022-02-28,32.61972
2022-03-01,24.75777
2022-03-02,28.39346
2022-03-03,25.88354
2022-03-04,24.02879
2022-03-05,15.04106
2022-03-06,15.7885
2022-03-07,19.96862
2022-03-08,17.56943
2022-03-09,11.30386
2022-03-10,17.7909
2022-03-11,17.06191
2022-03-12,12.08821
2022-03-13,13.20476
2022-03-14,18.53834
2022-03-15,19.18427
2022-03-16,19.57183
2022-03-17,19.70102
2022-03-18,19.08277
2022-03-19,13.12171
2022-03-20,13.32472
2022-03-21,19.16582
2022-03-22,18.16923
2022-03-23,18.79671
2022-03-24,16.80354
2022-03-25,17.37565
2022-03-26,12.43886
2022-03-27,11.39614
2022-03-28,17.88317
2022-03-29,17.46793
2022-03-30,19.45187
2022-03-31,19.7933
2022-04-01,17.78167
2022-04-02,11.62683
2022-04-03,14.08138
2022-04-04,17.57866
2022-04-05,19.45187
2022-04-06,17.68016
2022-04-07,17.1911
2022-04-08,16.47134
2022-04-09,10.70406
2022-04-10,11.55301
2022-04-11,18.41838
2022-04-12,18.16923
2022-04-13,17.41256
2022-04-14,21.78647
2022-04-15,21.23281
2022-04-16,14.11829
2022-04-17,15.22561
2022-04-18,22.84765
2022-04-19,26.72326
2022-04-20,21.30663
2022-04-21,19.20273
2022-04-22,19.82098
2022-04-23,11.60837
2022-04-24,12.78951
2022-04-25,21.86029
2022-04-26,20.63301
2022-04-27,17.74476
2022-04-28,18.45529
2022-04-29,16.80354
2022-04-30,11.2485
2022-05-01,12.02362
2022-05-02,17.56943
2022-05-03,16.67435
2022-05-04,15.21638
2022-05-05,12.07898
2022-05-06,16.00073
2022-05-07,9.99354
2022-05-08,12.69724
2022-05-09,19.41496
2022-05-10,19.58106
2022-05-11,18.16
2022-05-12,18.58447
2022-05-13,15.92691
2022-05-14,9.7813
2022-05-15,10.08581
2022-05-16,16.98809
2022-05-17,18.18769
2022-05-18,16.68358
2022-05-19,14.40435
2022-05-20,15.00415
2022-05-21,9.27378
2022-05-22,11.86675
2022-05-23,16.35138
2022-05-24,16.93273
2022-05-25,19.03663
2022-05-26,23.27212
2022-05-27,22.97683
2022-05-28,13.52772
2022-05-29,13.50004
2022-05-30,21.63882
2022-05-31,21.7311
2022-06-01,17.56943
2022-06-02,21.24204
2022-06-03,22.19248
2022-06-04,12.68801
2022-06-05,12.5865
2022-06-06,14.95801
2022-06-07,22.56159
2022-06-08,22.72769
2022-06-09,19.53492
2022-06-10,20.25468
2022-06-11,12.73415
2022-06-12,13.22321
2022-06-13,21.64805
2022-06-14,24.09338
2022-06-15,25.02537
2022-06-16,26.49257
2022-06-17,24.34253
2022-06-18,15.67777
2022-06-19,16.96964
2022-06-20,27.50761
2022-06-21,26.55716
2022-06-22,25.06228
2022-06-23,22.54313
2022-06-24,22.24785
2022-06-25,14.35821
2022-06-26,14.4874
2022-06-27,24.55476
2022-06-28,24.88696
2022-06-29,23.41976
2022-06-30,22.62618
2022-07-01,19.83943
2022-07-02,12.29122
2022-07-03,15.86232
2022-07-04,22.10021
2022-07-05,22.4324
2022-07-06,20.97443
2022-07-07,19.61797
2022-07-08,19.12891
2022-07-09,11.79293
2022-07-10,12.73415
2022-07-11,20.37464
2022-07-12,21.07594
2022-07-13,41.01688
2022-07-14,49.38636
2022-07-15,38.2855
2022-07-16,24.14874
2022-07-17,22.64464
2022-07-18,40.91538
2022-07-19,36.40306
2022-07-20,31.31863
2022-07-21,31.97379
2022-07-22,28.55033
2022-07-23,16.84968
2022-07-24,18.78748
2022-07-25,33.45944
2022-07-26,32.49976
2022-07-27,29.07631
2022-07-28,28.7718
2022-07-29,27.00009
2022-07-30,17.68016
2022-07-31,18.2246
2022-08-01,31.64159
2022-08-02,29.72224
2022-08-03,27.55375
2022-08-04,25.31143
2022-08-05,23.72427
2022-08-06,15.99151
2022-08-07,16.83122
2022-08-08,26.23419
2022-08-09,22.22017
2022-08-10,26.05887
2022-08-11,25.44984
2022-08-12,22.27553
2022-08-13,13.7861
2022-08-14,15.1887
2022-08-15,17.48638
2022-08-16,26.78785
2022-08-17,28.08895
2022-08-18,25.19147
2022-08-19,23.01374
2022-08-20,16.18529
2022-08-21,17.44025
2022-08-22,30.31281
2022-08-23,27.23078
2022-08-24,25.17301
2022-08-25,40.16794
2022-08-26,38.30395
2022-08-27,19.15659
2022-08-28,20.69761
2022-08-29,35.03737
2022-08-30,35.83094
2022-08-31,32.24139
2022-09-01,32.47208
2022-09-02,27.17541
2022-09-03,18.40915
2022-09-04,20.40232
2022-09-05,30.9772
2022-09-06,29.66688
2022-09-07,28.93789
2022-09-08,25.60671
2022-09-09,15.15179
2022-09-10,13.3524
2022-09-11,17.75399
2022-09-12,21.05748
2022-09-13,35.13887
2022-09-14,37.10436
2022-09-15,32.55513
2022-09-16,28.18123
2022-09-17,18.26151
2022-09-18,18.31687
2022-09-19,28.8733
2022-09-20,30.95875
2022-09-21,31.0418
2022-09-22,38.54387
2022-09-23,31.76155
2022-09-24,19.97785
2022-09-25,20.66992
2022-09-26,33.82855
2022-09-27,32.02915
2022-09-28,33.12724
2022-09-29,35.26806
2022-09-30,35.43416
2022-10-01,21.51887
2022-10-02,22.56159
2022-10-03,29.99907
2022-10-04,38.83916
2022-10-05,41.65359
2022-10-06,42.40103
2022-10-07,40.69391
2022-10-08,22.81996
2022-10-09,22.95838
2022-10-10,29.80529
2022-10-11,44.57875
2022-10-12,71.02519
2022-10-13,91.74125
2022-10-14,78.25966
2022-10-15,45.13241
2022-10-16,49.86619
2022-10-17,80.85263
2022-10-18,83.59324
2022-10-19,93.68829
2022-10-20,95.75528
2022-10-21,89.00987
2022-10-22,57.75583
2022-10-23,59.85051
2022-10-24,89.93263
2022-10-25,100.0
2022-10-26,82.43978
2022-10-27,79.82836
2022-10-28,71.65267
2022-10-29,41.71818
2022-10-30,40.84156
2022-10-31,72.87994
2022-11-01,84.98661
2022-11-02,69.41958
2022-11-03,64.21518
2022-11-04,62.1851
2022-11-05,43.49912
2022-11-06,45.21546
2022-11-07,67.31567
2022-11-08,62.17587
2022-11-09,61.84368
2022-11-10,54.57229
2022-11-11,44.75408
2022-11-12,26.49257
2022-11-13,31.46627
2022-11-14,60.72713
2022-11-15,55.26437
2022-11-16,48.04835
2022-11-17,40.91538
2022-11-18,39.66965
2022-11-19,24.13029
2022-11-20,24.1672
2022-11-21,44.98477
2022-11-22,44.30192
2022-11-23,44.44957
2022-11-24,49.81083
2022-11-25,50.63209
2022-11-26,32.43517
2022-11-27,30.65424
2022-11-28,53.11433
2022-11-29,53.32656
2022-11-30,47.65156
2022-12-01,40.53704
2022-12-02,33.46867
2022-12-03,15.59472
2022-12-04,19.7287
2022-12-05,34.20688
2022-12-06,34.91741
2022-12-07,35.75712
2022-12-08,35.54489
2022-12-09,32.52745
2022-12-10,18.96281
2022-12-11,21.30663
2022-12-12,36.03395
2022-12-13,36.76294
2022-12-14,33.43176
2022-12-15,32.16757
2022-12-16,29.33468
2022-12-17,18.56602
2022-12-18,21.94334
2022-12-19,32.85964
2022-12-20,34.88972
2022-12-21,31.8446
2022-12-22,28.3381
2022-12-23,29.34391
2022-12-24,18.62138
2022-12-25,19.58106
2022-12-26,34.03155
2022-12-27,32.73046
2022-12-28,32.43517
2022-12-29,31.52163
2022-12-30,29.85143
2022-12-31,18.12309
2023-01-01,23.65968
2023-01-02,37.72261
2023-01-03,35.56334
2023-01-04,32.53667
2023-01-05,33.07188
2023-01-06,30.01753
2023-01-07,19.3596
2023-01-08,21.1313
2023-01-09,33.5794
2023-01-10,35.04659
2023-01-11,32.31521
2023-01-12,29.29777
2023-01-13,36.62452
2023-01-14,22.47854
2023-01-15,23.10602
2023-01-16,35.96013
2023-01-17,35.73867
2023-01-18,31.88151
2023-01-19,29.33468
2023-01-20,29.19627
2023-01-21,18.19691
2023-01-22,18.04927
2023-01-23,19.61797
2023-01-24,25.33911
2023-01-25,42.65017
2023-01-26,34.64058
2023-01-27,32.68432
2023-01-28,21.75878
2023-01-29,21.38045
2023-01-30,33.62554
2023-01-31,35.25883
2023-02-01,33.61631
2023-02-02,30.11903
2023-02-03,27.33228
2023-02-04,16.36061
2023-02-05,17.68016
2023-02-06,28.55956
2023-02-07,27.78444
2023-02-08,27.37842
2023-02-09,25.29297
2023-02-10,26.98163
2023-02-11,17.25569
2023-02-12,17.40334
2023-02-13,27.95053
2023-02-14,27.26769
2023-02-15,25.34834
2023-02-16,24.83159
2023-02-17,23.34594
2023-02-18,16.54516
2023-02-19,16.47134
2023-02-20,28.2735
2023-02-21,29.00249
2023-02-22,27.08314
2023-02-23,26.73249
2023-02-24,28.6057
2023-02-25,17.13573
2023-02-26,18.45529
2023-02-27,27.35997
2023-02-28,27.95053
2023-03-01,23.41053
2023-03-02,25.45907
2023-03-03,24.66549
2023-03-04,16.12992
2023-03-05,17.31106
2023-03-06,26.25265
2023-03-07,24.59167
2023-03-08,23.20752
2023-03-09,22.7646
2023-03-10,21.60191
2023-03-11,13.86915
2023-03-12,16.46212
2023-03-13,24.30561
2023-03-14,24.72086
2023-03-15,24.98846
2023-03-16,22.13712
2023-03-17,20.85448
2023-03-18,14.69041
2023-03-19,15.23484
2023-03-20,26.26188
2023-03-21,26.7048
2023-03-22,24.14874
2023-03-23,25.70822
2023-03-24,25.82818
2023-03-25,16.87736
2023-03-26,17.48638
2023-03-27,27.98745
2023-03-28,25.52366
2023-03-29,24.23179
2023-03-30,24.03801
2023-03-31,23.88114
2023-04-01,15.83464
2023-04-02,16.36984
2023-04-03,25.81895
2023-04-04,26.34492
2023-04-05,26.07732
2023-04-06,25.23761
2023-04-07,21.95256
2023-04-08,14.42281
2023-04-09,16.9235
2023-04-10,28.85484
2023-04-11,29.29777
2023-04-12,29.06708
2023-04-13,25.92045
2023-04-14,23.37362
2023-04-15,16.00073
2023-04-16,17.41256
2023-04-17,26.32647
2023-04-18,26.63098
2023-04-19,27.09236
2023-04-20,25.51444
2023-04-21,23.29057
2023-04-22,15.15179
2023-04-23,15.83464
2023-04-24,25.53289
2023-04-25,29.62074
2023-04-26,26.26188
2023-04-27,25.11765
2023-04-28,21.97102
2023-04-29,16.66512
2023-04-30,14.9211
2023-05-01,19.8948
2023-05-02,26.40029
2023-05-03,23.72427
2023-05-04,22.497
2023-05-05,15.25329
2023-05-06,14.21057
2023-05-07,14.78268
2023-05-08,22.02639
2023-05-09,24.0011
2023-05-10,23.53972
2023-05-11,22.5985
2023-05-12,19.7287
2023-05-13,12.5865
2023-05-14,13.62
2023-05-15,23.01374
2023-05-16,22.31244
2023-05-17,22.60773
2023-05-18,22.27553
2023-05-19,20.84525
2023-05-20,12.97407
2023-05-21,14.31207
2023-05-22,23.38285
2023-05-23,24.58244
2023-05-24,23.12448
2023-05-25,24.93309
2023-05-26,20.54074
2023-05-27,13.10325
2023-05-28,12.92793
2023-05-29,16.28679
