date,금투자방법
2020-07-30,29.04382
2020-07-31,25.33864
2020-08-01,17.05179
2020-08-02,15.97609
2020-08-03,17.80876
2020-08-04,15.41832
2020-08-05,37.88844
2020-08-06,28.9243
2020-08-07,31.59362
2020-08-08,17.88844
2020-08-09,15.2988
2020-08-10,25.69721
2020-08-11,19.84063
2020-08-12,27.41035
2020-08-13,17.56972
2020-08-14,10.51792
2020-08-15,7.68924
2020-08-16,7.01195
2020-08-17,8.88446
2020-08-18,13.18725
2020-08-19,12.58964
2020-08-20,13.70517
2020-08-21,11.91235
2020-08-22,9.28286
2020-08-23,8.28685
2020-08-24,11.55378
2020-08-25,12.58964
2020-08-26,11.11553
2020-08-27,10.51792
2020-08-28,9.20318
2020-08-29,6.53386
2020-08-30,9.52191
2020-08-31,7.72908
2020-09-01,9.64143
2020-09-02,10.5976
2020-09-03,10.15936
2020-09-04,8.9243
2020-09-05,7.41035
2020-09-06,9.64143
2020-09-07,13.94422
2020-09-08,9.1235
2020-09-09,8.72509
2020-09-10,8.76494
2020-09-11,12.35059
2020-09-12,7.21115
2020-09-13,9.84063
2020-09-14,7.76892
2020-09-15,8.64541
2020-09-16,9.92031
2020-09-17,8.24701
2020-09-18,6.21513
2020-09-19,5.13944
2020-09-20,4.90039
2020-09-21,7.01195
2020-09-22,6.13545
2020-09-23,6.61354
2020-09-24,11.11553
2020-09-25,12.86852
2020-09-26,7.33067
2020-09-27,8.56573
2020-09-28,9.16334
2020-09-29,11.35458
2020-09-30,10.35856
2020-10-01,12.07171
2020-10-02,12.70916
2020-10-03,11.43426
2020-10-04,10.35856
2020-10-05,11.71314
2020-10-06,8.52589
2020-10-07,8.44621
2020-10-08,7.76892
2020-10-09,4.90039
2020-10-10,1.59362
2020-10-11,4.74103
2020-10-12,5.93625
2020-10-13,5.69721
2020-10-14,5.61752
2020-10-15,3.38645
2020-10-16,4.50199
2020-10-17,3.02788
2020-10-18,3.10756
2020-10-19,3.58565
2020-10-20,3.78486
2020-10-21,5.2988
2020-10-22,4.26294
2020-10-23,3.98406
2020-10-24,2.31075
2020-10-25,3.66533
2020-10-26,4.34262
2020-10-27,6.33466
2020-10-28,6.41434
2020-10-29,6.69322
2020-10-30,5.65737
2020-10-31,4.82071
2020-11-01,5.73705
2020-11-02,6.01593
2020-11-03,6.09561
2020-11-04,6.29482
2020-11-05,4.90039
2020-11-06,5.81673
2020-11-07,4.78087
2020-11-08,4.90039
2020-11-09,5.17928
2020-11-10,7.8486
2020-11-11,7.29083
2020-11-12,7.45019
2020-11-13,7.6494
2020-11-14,5.57768
2020-11-15,6.33466
2020-11-16,9.56175
2020-11-17,9.96015
2020-11-18,8.36653
2020-11-19,9.04382
2020-11-20,9.60159
2020-11-21,7.76892
2020-11-22,9.56175
2020-11-23,9.76095
2020-11-24,10.0
2020-11-25,14.14342
2020-11-26,20.71713
2020-11-27,29.36254
2020-11-28,25.0996
2020-11-29,22.90836
2020-11-30,23.46613
2020-12-01,20.79681
2020-12-02,29.88047
2020-12-03,31.51394
2020-12-04,27.6494
2020-12-05,18.48605
2020-12-06,20.31872
2020-12-07,27.37051
2020-12-08,20.07968
2020-12-09,16.85258
2020-12-10,19.08366
2020-12-11,18.60557
2020-12-12,17.45019
2020-12-13,16.13545
2020-12-14,18.9243
2020-12-15,19.20318
2020-12-16,20.99601
2020-12-17,21.6733
2020-12-18,21.43426
2020-12-19,14.58167
2020-12-20,19.1235
2020-12-21,17.45019
2020-12-22,21.8725
2020-12-23,18.24701
2020-12-24,22.50996
2020-12-25,17.25099
2020-12-26,17.33067
2020-12-27,19.08366
2020-12-28,22.11155
2020-12-29,20.75697
2020-12-30,28.56573
2020-12-31,43.70517
2021-01-01,37.92828
2021-01-02,27.60956
2021-01-03,34.14342
2021-01-04,49.28286
2021-01-05,47.33067
2021-01-06,44.14342
2021-01-07,41.19521
2021-01-08,40.5976
2021-01-09,41.55378
2021-01-10,39.44223
2021-01-11,56.33466
2021-01-12,52.749
2021-01-13,44.98007
2021-01-14,35.498
2021-01-15,30.03984
2021-01-16,20.47808
2021-01-17,25.77689
2021-01-18,26.25498
2021-01-19,25.37848
2021-01-20,27.49003
2021-01-21,22.23107
2021-01-22,21.59362
2021-01-23,17.13147
2021-01-24,19.36254
2021-01-25,30.23904
2021-01-26,33.30677
2021-01-27,21.11553
2021-01-28,16.89243
2021-01-29,13.46613
2021-01-30,19.36254
2021-01-31,13.98406
2021-02-01,18.08764
2021-02-02,23.70517
2021-02-03,23.34661
2021-02-04,19.56175
2021-02-05,16.25498
2021-02-06,15.45816
2021-02-07,20.67729
2021-02-08,19.68127
2021-02-09,17.8486
2021-02-10,22.31075
2021-02-11,12.98804
2021-02-12,14.10358
2021-02-13,12.43027
2021-02-14,16.09561
2021-02-15,23.06772
2021-02-16,22.78884
2021-02-17,30.47808
2021-02-18,43.94422
2021-02-19,47.49003
2021-02-20,32.70916
2021-02-21,35.13944
2021-02-22,37.29083
2021-02-23,39.04382
2021-02-24,29.76095
2021-02-25,22.9482
2021-02-26,27.88844
2021-02-27,19.08366
2021-02-28,30.03984
2021-03-01,32.19123
2021-03-02,28.76494
2021-03-03,36.01593
2021-03-04,36.13545
2021-03-05,31.11553
2021-03-06,21.79282
2021-03-07,26.89243
2021-03-08,23.74501
2021-03-09,20.91633
2021-03-10,25.53784
2021-03-11,100.0
2021-03-12,43.90438
2021-03-13,24.2231
2021-03-14,37.88844
2021-03-15,29.3227
2021-03-16,26.3745
2021-03-17,27.60956
2021-03-18,25.41832
2021-03-19,19.56175
2021-03-20,18.9243
2021-03-21,14.82071
2021-03-22,16.05577
2021-03-23,12.39043
2021-03-24,15.37848
2021-03-25,28.16733
2021-03-26,13.30677
2021-03-27,10.55776
2021-03-28,9.56175
2021-03-29,10.75697
2021-03-30,9.56175
2021-03-31,12.50996
2021-04-01,11.75298
2021-04-02,13.86454
2021-04-03,9.92031
2021-04-04,9.24302
2021-04-05,12.11155
2021-04-06,12.27091
2021-04-07,11.6733
2021-04-08,11.55378
2021-04-09,15.13944
2021-04-10,8.56573
2021-04-11,14.26294
2021-04-12,15.21912
2021-04-13,17.88844
2021-04-14,21.43426
2021-04-15,23.22709
2021-04-16,18.28685
2021-04-17,12.749
2021-04-18,13.66533
2021-04-19,14.18326
2021-04-20,19.76095
2021-04-21,19.92031
2021-04-22,16.7729
2021-04-23,17.6494
2021-04-24,8.60557
2021-04-25,9.92031
2021-04-26,12.31075
2021-04-27,12.62948
2021-04-28,13.14741
2021-04-29,10.03984
2021-04-30,7.68924
2021-05-01,8.60557
2021-05-02,8.00796
2021-05-03,8.28685
2021-05-04,8.68525
2021-05-05,9.44223
2021-05-06,7.68924
2021-05-07,7.60956
2021-05-08,8.40637
2021-05-09,9.16334
2021-05-10,9.3227
2021-05-11,9.76095
2021-05-12,11.11553
2021-05-13,20.83665
2021-05-14,14.06374
2021-05-15,10.0
2021-05-16,11.55378
2021-05-17,16.09561
2021-05-18,13.38645
2021-05-19,36.33466
2021-05-20,41.31474
2021-05-21,22.86852
2021-05-22,16.65338
2021-05-23,28.20717
2021-05-24,44.90039
2021-05-25,28.24701
2021-05-26,23.86454
2021-05-27,19.08366
2021-05-28,15.69721
2021-05-29,12.70916
2021-05-30,10.0
2021-05-31,11.75298
2021-06-01,12.11155
2021-06-02,16.01593
2021-06-03,14.98007
2021-06-04,15.37848
2021-06-05,9.52191
2021-06-06,10.15936
2021-06-07,9.44223
2021-06-08,12.35059
2021-06-09,9.1235
2021-06-10,9.48207
2021-06-11,9.08366
2021-06-12,5.85657
2021-06-13,7.49003
2021-06-14,7.37051
2021-06-15,8.20717
2021-06-16,8.08764
2021-06-17,8.56573
2021-06-18,7.29083
2021-06-19,6.05577
2021-06-20,5.61752
2021-06-21,7.8486
2021-06-22,7.21115
2021-06-23,7.17131
2021-06-24,7.41035
2021-06-25,7.13147
2021-06-26,5.61752
2021-06-27,4.42231
2021-06-28,6.49402
2021-06-29,45.53784
2021-06-30,99.76095
2021-07-01,34.78087
2021-07-02,20.67729
2021-07-03,14.50199
2021-07-04,10.91633
2021-07-05,10.87649
2021-07-06,15.65737
2021-07-07,16.7729
2021-07-08,15.41832
2021-07-09,10.15936
2021-07-10,6.69322
2021-07-11,20.75697
2021-07-12,11.91235
2021-07-13,10.79681
2021-07-14,10.91633
2021-07-15,14.54183
2021-07-16,26.73306
2021-07-17,20.95617
2021-07-18,17.17131
2021-07-19,16.3745
2021-07-20,16.73306
2021-07-21,10.1992
2021-07-22,9.60159
2021-07-23,7.25099
2021-07-24,8.48605
2021-07-25,6.29482
2021-07-26,8.48605
2021-07-27,6.81274
2021-07-28,6.09561
2021-07-29,7.29083
2021-07-30,6.45418
2021-07-31,4.2231
2021-08-01,5.13944
2021-08-02,5.61752
2021-08-03,6.49402
2021-08-04,2.19123
2021-08-05,5.57768
2021-08-06,1.71314
2021-08-07,5.69721
2021-08-08,6.7729
2021-08-09,9.00398
2021-08-10,9.3227
2021-08-11,10.03984
2021-08-12,15.05976
2021-08-13,7.76892
2021-08-14,11.99203
2021-08-15,7.45019
2021-08-16,10.1992
2021-08-17,12.23107
2021-08-18,11.83266
2021-08-19,12.11155
2021-08-20,12.23107
2021-08-21,7.56972
2021-08-22,10.3984
2021-08-23,12.749
2021-08-24,7.33067
2021-08-25,8.12749
2021-08-26,9.20318
2021-08-27,8.96414
2021-08-28,6.69322
2021-08-29,6.01593
2021-08-30,6.13545
2021-08-31,8.56573
2021-09-01,7.92828
2021-09-02,7.09163
2021-09-03,6.61354
2021-09-04,3.98406
2021-09-05,5.97609
2021-09-06,5.61752
2021-09-07,7.8486
2021-09-08,7.17131
2021-09-09,5.13944
2021-09-10,4.90039
2021-09-11,5.13944
2021-09-12,5.45816
2021-09-13,5.93625
2021-09-14,6.17529
2021-09-15,5.93625
2021-09-16,7.05179
2021-09-17,7.88844
2021-09-18,5.65737
2021-09-19,4.82071
2021-09-20,5.45816
2021-09-21,6.17529
2021-09-22,7.56972
2021-09-23,8.08764
2021-09-24,7.29083
2021-09-25,6.01593
2021-09-26,6.5737
2021-09-27,7.17131
2021-09-28,6.69322
2021-09-29,6.73306
2021-09-30,6.85258
2021-10-01,6.61354
2021-10-02,5.25896
2021-10-03,11.51394
2021-10-04,25.0996
2021-10-05,39.08366
2021-10-06,14.94023
2021-10-07,9.1235
2021-10-08,8.12749
2021-10-09,7.72908
2021-10-10,7.13147
2021-10-11,6.17529
2021-10-12,7.68924
2021-10-13,7.01195
2021-10-14,6.69322
2021-10-15,4.86055
2021-10-16,5.17928
2021-10-17,6.17529
2021-10-18,6.13545
2021-10-19,6.73306
2021-10-20,6.61354
2021-10-21,7.92828
2021-10-22,5.73705
2021-10-23,5.77689
2021-10-24,87.92828
2021-10-25,93.70517
2021-10-26,27.33067
2021-10-27,13.8247
2021-10-28,10.83665
2021-10-29,7.25099
2021-10-30,7.52988
2021-10-31,6.97211
2021-11-01,6.09561
2021-11-02,7.37051
2021-11-03,6.69322
2021-11-04,6.49402
2021-11-05,6.01593
2021-11-06,5.93625
2021-11-07,9.1235
2021-11-08,8.72509
2021-11-09,9.1235
2021-11-10,7.49003
2021-11-11,7.56972
2021-11-12,8.00796
2021-11-13,6.3745
2021-11-14,7.6494
2021-11-15,13.74501
2021-11-16,12.39043
2021-11-17,3.70517
2021-11-18,4.26294
2021-11-19,4.0239
2021-11-20,4.30278
2021-11-21,3.98406
2021-11-22,4.54183
2021-11-23,1.51394
2021-11-24,0.99601
2021-11-25,1.55378
2021-11-26,1.19521
2021-11-27,1.19521
2021-11-28,4.38247
2021-11-29,12.35059
2021-11-30,8.40637
2021-12-01,9.08366
2021-12-02,9.28286
2021-12-03,6.7729
2021-12-04,6.17529
2021-12-05,6.5737
2021-12-06,6.25498
2021-12-07,6.25498
2021-12-08,6.7729
2021-12-09,6.05577
2021-12-10,6.01593
2021-12-11,4.86055
2021-12-12,5.69721
2021-12-13,6.01593
2021-12-14,5.0996
2021-12-15,6.85258
2021-12-16,3.74501
2021-12-17,3.34661
2021-12-18,3.46613
2021-12-19,3.34661
2021-12-20,4.34262
2021-12-21,5.21912
2021-12-22,5.498
2021-12-23,5.85657
2021-12-24,4.54183
2021-12-25,3.54581
2021-12-26,5.37848
2021-12-27,6.17529
2021-12-28,5.73705
2021-12-29,5.498
2021-12-30,3.98406
2021-12-31,4.26294
2022-01-01,4.30278
2022-01-02,2.70916
2022-01-03,7.29083
2022-01-04,5.85657
2022-01-05,5.0996
2022-01-06,5.81673
2022-01-07,6.45418
2022-01-08,4.98007
2022-01-09,6.73306
2022-01-10,6.29482
2022-01-11,6.81274
2022-01-12,6.25498
2022-01-13,5.13944
2022-01-14,3.70517
2022-01-15,7.33067
2022-01-16,14.78087
2022-01-17,12.62948
2022-01-18,9.20318
2022-01-19,6.93227
2022-01-20,6.97211
2022-01-21,7.29083
2022-01-22,7.80876
2022-01-23,10.83665
2022-01-24,8.76494
2022-01-25,10.43824
2022-01-26,10.27888
2022-01-27,9.3227
2022-01-28,9.48207
2022-01-29,8.08764
2022-01-30,8.28685
2022-01-31,6.13545
2022-02-01,9.80079
2022-02-02,10.71713
2022-02-03,9.64143
2022-02-04,9.36254
2022-02-05,7.96812
2022-02-06,13.70517
2022-02-07,9.08366
2022-02-08,7.60956
2022-02-09,7.21115
2022-02-10,6.73306
2022-02-11,6.7729
2022-02-12,5.97609
2022-02-13,7.09163
2022-02-14,7.37051
2022-02-15,11.07569
2022-02-16,7.80876
2022-02-17,6.41434
2022-02-18,12.03187
2022-02-19,7.80876
2022-02-20,8.60557
2022-02-21,10.95617
2022-02-22,9.96015
2022-02-23,7.13147
2022-02-24,15.45816
2022-02-25,10.3984
2022-02-26,6.01593
2022-02-27,6.21513
2022-02-28,4.58167
2022-03-01,8.72509
2022-03-02,7.09163
2022-03-03,5.77689
2022-03-04,5.498
2022-03-05,5.61752
2022-03-06,7.88844
2022-03-07,9.76095
2022-03-08,9.16334
2022-03-09,7.56972
2022-03-10,4.94023
2022-03-11,5.2988
2022-03-12,5.0996
2022-03-13,6.33466
2022-03-14,5.81673
2022-03-15,5.37848
2022-03-16,5.65737
2022-03-17,5.0996
2022-03-18,4.58167
2022-03-19,4.34262
2022-03-20,4.42231
2022-03-21,3.46613
2022-03-22,3.42629
2022-03-23,3.8247
2022-03-24,2.82868
2022-03-25,3.74501
2022-03-26,3.22709
2022-03-27,3.62549
2022-03-28,2.86852
2022-03-29,3.18725
2022-03-30,3.94422
2022-03-31,4.18326
2022-04-01,5.2988
2022-04-02,7.41035
2022-04-03,8.60557
2022-04-04,5.77689
2022-04-05,8.40637
2022-04-06,6.89243
2022-04-07,6.13545
2022-04-08,6.69322
2022-04-09,4.62151
2022-04-10,6.61354
2022-04-11,5.85657
2022-04-12,5.45816
2022-04-13,4.38247
2022-04-14,6.17529
2022-04-15,4.78087
2022-04-16,4.2231
2022-04-17,4.14342
2022-04-18,4.74103
2022-04-19,5.45816
2022-04-20,6.05577
2022-04-21,5.05976
2022-04-22,3.66533
2022-04-23,3.62549
2022-04-24,6.45418
2022-04-25,6.7729
2022-04-26,5.61752
2022-04-27,5.01992
2022-04-28,6.21513
2022-04-29,5.2988
2022-04-30,5.73705
2022-05-01,4.98007
2022-05-02,4.74103
2022-05-03,6.25498
2022-05-04,4.14342
2022-05-05,5.81673
2022-05-06,4.98007
2022-05-07,4.54183
2022-05-08,4.70119
2022-05-09,5.37848
2022-05-10,4.42231
2022-05-11,4.50199
2022-05-12,6.53386
2022-05-13,5.97609
2022-05-14,5.01992
2022-05-15,3.58565
2022-05-16,4.98007
2022-05-17,3.86454
2022-05-18,4.78087
2022-05-19,4.30278
2022-05-20,3.26693
2022-05-21,2.70916
2022-05-22,3.58565
2022-05-23,3.98406
2022-05-24,3.90438
2022-05-25,5.57768
2022-05-26,6.21513
2022-05-27,4.94023
2022-05-28,2.50996
2022-05-29,3.98406
2022-05-30,3.74501
2022-05-31,5.01992
2022-06-01,5.81673
2022-06-02,5.17928
2022-06-03,5.81673
2022-06-04,4.10358
2022-06-05,4.86055
2022-06-06,5.57768
2022-06-07,4.66135
2022-06-08,4.10358
2022-06-09,4.90039
2022-06-10,5.498
2022-06-11,5.61752
2022-06-12,8.60557
2022-06-13,11.8725
2022-06-14,12.31075
2022-06-15,10.0
2022-06-16,6.41434
2022-06-17,8.56573
2022-06-18,5.41832
2022-06-19,6.7729
2022-06-20,7.37051
2022-06-21,5.37848
2022-06-22,7.17131
2022-06-23,10.0
2022-06-24,7.72908
2022-06-25,5.41832
2022-06-26,7.8486
2022-06-27,7.29083
2022-06-28,6.29482
2022-06-29,6.3745
2022-06-30,6.29482
2022-07-01,4.78087
2022-07-02,4.46215
2022-07-03,9.3227
2022-07-04,15.33864
2022-07-05,6.25498
2022-07-06,8.0478
2022-07-07,5.85657
2022-07-08,4.18326
2022-07-09,3.90438
2022-07-10,5.57768
2022-07-11,3.74501
2022-07-12,5.0996
2022-07-13,5.498
2022-07-14,4.62151
2022-07-15,5.53784
2022-07-16,7.49003
2022-07-17,14.90039
2022-07-18,5.73705
2022-07-19,5.61752
2022-07-20,5.17928
2022-07-21,5.61752
2022-07-22,4.50199
2022-07-23,3.78486
2022-07-24,3.98406
2022-07-25,5.37848
2022-07-26,5.41832
2022-07-27,3.78486
2022-07-28,3.74501
2022-07-29,2.9482
2022-07-30,2.11155
2022-07-31,3.26693
2022-08-01,3.50597
2022-08-02,4.0239
2022-08-03,3.06772
2022-08-04,3.18725
2022-08-05,3.38645
2022-08-06,2.66932
2022-08-07,2.47011
2022-08-08,3.66533
2022-08-09,2.82868
2022-08-10,3.54581
2022-08-11,2.15139
2022-08-12,2.66932
2022-08-13,0.83665
2022-08-14,0.31872
2022-08-15,0.35856
2022-08-16,0.79681
2022-08-17,0.31872
2022-08-18,0.5976
2022-08-19,0.23904
2022-08-20,0.35856
2022-08-21,0.91633
2022-08-22,1.39442
2022-08-23,0.67729
2022-08-24,0.67729
2022-08-25,0.83665
2022-08-26,0.47808
2022-08-27,0.1992
2022-08-28,0.47808
2022-08-29,0.23904
2022-08-30,0.51792
2022-08-31,0.67729
2022-09-01,0.67729
2022-09-02,0.3984
2022-09-03,0.35856
2022-09-04,0.43824
2022-09-05,0.35856
2022-09-06,0.47808
2022-09-07,0.87649
2022-09-08,0.1992
2022-09-09,0.35856
2022-09-10,0.43824
2022-09-12,0.43824
2022-09-14,0.1992
2022-09-15,0.91633
2022-09-16,1.31474
2022-09-18,0.47808
2022-09-19,0.55776
2022-09-20,0.95617
2022-09-21,1.23505
2022-09-22,0.79681
2022-09-23,1.19521
2022-09-24,1.15537
2022-09-25,0.5976
2022-09-26,0.67729
2022-09-27,0.91633
2022-09-28,0.99601
2022-09-29,0.51792
2022-09-30,1.6733
2022-10-01,1.35458
2022-10-02,2.35059
2022-10-03,3.42629
2022-10-04,6.93227
2022-10-05,5.73705
2022-10-06,3.18725
2022-10-07,4.26294
2022-10-08,2.86852
2022-10-09,1.59362
2022-10-10,2.86852
2022-10-11,8.44621
2022-10-12,7.21115
2022-10-13,3.66533
2022-10-14,4.50199
2022-10-15,2.98804
2022-10-16,2.62948
2022-10-17,3.38645
2022-10-18,3.66533
2022-10-19,3.38645
2022-10-20,3.50597
2022-10-21,2.98804
2022-10-22,1.71314
2022-10-23,1.95219
2022-10-24,2.86852
2022-10-25,3.26693
2022-10-26,4.42231
2022-10-27,3.70517
2022-10-28,2.9482
2022-10-29,2.19123
2022-10-30,2.23107
2022-10-31,2.43027
2022-11-01,3.06772
2022-11-02,3.78486
2022-11-03,4.94023
2022-11-04,3.58565
2022-11-05,2.35059
2022-11-06,3.78486
2022-11-07,2.62948
2022-11-08,3.02788
2022-11-09,4.98007
2022-11-10,4.10358
2022-11-11,3.02788
2022-11-12,2.39043
2022-11-13,3.74501
2022-11-14,4.14342
2022-11-15,2.9482
2022-11-16,3.30677
2022-11-17,2.749
2022-11-18,2.35059
2022-11-19,2.23107
2022-11-20,3.10756
2022-11-21,3.42629
2022-11-22,3.50597
2022-11-23,3.54581
2022-11-24,4.66135
2022-11-25,2.98804
2022-11-26,2.15139
2022-11-27,2.5498
2022-11-28,2.23107
2022-11-29,3.10756
2022-11-30,1.91235
2022-12-01,3.14741
2022-12-02,3.98406
2022-12-03,1.39442
2022-12-04,2.90836
2022-12-05,3.26693
2022-12-06,9.16334
2022-12-07,4.10358
2022-12-08,3.78486
2022-12-09,3.46613
2022-12-10,3.42629
2022-12-11,3.70517
2022-12-12,5.17928
2022-12-13,5.25896
2022-12-14,4.30278
2022-12-15,5.01992
2022-12-16,5.25896
2022-12-17,3.18725
2022-12-18,4.98007
2022-12-19,4.74103
2022-12-20,4.50199
2022-12-21,5.13944
2022-12-22,13.62549
2022-12-23,19.76095
2022-12-24,6.41434
2022-12-25,7.60956
2022-12-26,8.00796
2022-12-27,9.68127
2022-12-28,18.84462
2022-12-29,10.27888
2022-12-30,11.55378
2022-12-31,23.22709
2023-01-01,10.63745
2023-01-02,12.11155
2023-01-03,11.59362
2023-01-04,19.28286
2023-01-05,14.74103
2023-01-06,13.30677
2023-01-07,16.89243
2023-01-08,16.25498
2023-01-09,12.50996
2023-01-10,11.39442
2023-01-11,15.61752
2023-01-12,11.71314
2023-01-13,8.80478
2023-01-14,7.01195
2023-01-15,7.6494
2023-01-16,6.73306
2023-01-17,6.3745
2023-01-18,8.88446
2023-01-19,6.5737
2023-01-20,6.81274
2023-01-21,5.41832
2023-01-22,4.90039
2023-01-23,3.54581
2023-01-24,6.13545
2023-01-25,6.01593
2023-01-26,5.25896
2023-01-27,18.12749
2023-01-28,7.96812
2023-01-29,7.72908
2023-01-30,7.80876
2023-01-31,6.05577
2023-02-01,9.36254
2023-02-02,10.5976
2023-02-03,8.76494
2023-02-04,5.33864
2023-02-05,4.82071
2023-02-06,5.97609
2023-02-07,6.7729
2023-02-08,7.25099
2023-02-09,5.73705
2023-02-10,5.45816
2023-02-11,3.66533
2023-02-12,8.76494
2023-02-13,5.53784
2023-02-14,5.97609
2023-02-15,5.69721
2023-02-16,5.17928
2023-02-17,4.50199
2023-02-18,3.10756
2023-02-19,3.30677
2023-02-20,3.26693
2023-02-21,3.18725
2023-02-22,3.62549
2023-02-23,6.01593
2023-02-24,4.62151
2023-02-25,3.86454
2023-02-26,3.58565
2023-02-27,4.94023
2023-02-28,6.81274
2023-03-01,5.01992
2023-03-02,5.498
2023-03-03,3.02788
2023-03-04,3.34661
2023-03-05,6.33466
2023-03-06,6.65338
2023-03-07,3.86454
2023-03-08,5.0996
2023-03-09,4.62151
2023-03-10,5.33864
2023-03-11,4.18326
2023-03-12,4.26294
2023-03-13,7.76892
2023-03-14,8.36653
2023-03-15,5.41832
2023-03-16,7.68924
2023-03-17,6.3745
2023-03-18,6.69322
2023-03-19,8.76494
2023-03-20,11.4741
2023-03-21,11.35458
2023-03-22,9.44223
2023-03-23,7.21115
2023-03-24,6.29482
2023-03-25,5.69721
2023-03-26,5.77689
2023-03-27,5.13944
2023-03-28,7.6494
2023-03-29,8.40637
2023-03-30,5.2988
2023-03-31,5.05976
2023-04-01,4.0239
2023-04-02,6.21513
2023-04-03,6.49402
2023-04-04,6.13545
2023-04-05,8.16733
2023-04-06,9.40239
2023-04-07,6.17529
2023-04-08,3.50597
2023-04-09,8.72509
2023-04-10,8.56573
2023-04-11,8.72509
2023-04-12,6.3745
2023-04-13,7.01195
2023-04-14,5.97609
2023-04-15,4.86055
2023-04-16,5.2988
2023-04-17,4.90039
2023-04-18,4.98007
2023-04-19,4.98007
2023-04-20,4.38247
2023-04-21,4.30278
2023-04-22,3.14741
2023-04-23,3.8247
2023-04-24,4.26294
2023-04-25,3.70517
2023-04-26,4.90039
2023-04-27,5.01992
2023-04-28,3.62549
2023-04-29,4.30278
2023-04-30,3.42629
2023-05-01,4.58167
2023-05-02,4.26294
2023-05-03,4.10358
2023-05-04,3.22709
2023-05-05,2.749
2023-05-06,4.50199
2023-05-07,4.82071
2023-05-08,5.21912
2023-05-09,4.46215
2023-05-10,4.46215
2023-05-11,5.41832
2023-05-12,3.78486
2023-05-13,4.54183
2023-05-14,4.06374
2023-05-15,5.33864
2023-05-16,4.50199
2023-05-17,3.14741
2023-05-18,3.58565
2023-05-19,4.70119
2023-05-20,3.42629
2023-05-21,3.26693
2023-05-22,4.46215
2023-05-23,3.90438
2023-05-24,4.42231
2023-05-25,5.65737
2023-05-26,4.10358
2023-05-27,3.38645
2023-05-28,4.14342
2023-05-29,5.65737
2023-05-30,5.498
2023-05-31,4.58167
2023-06-01,3.98406
2023-06-02,3.8247
