date,코인거래소순위
2020-03-20,0.67885
2020-03-23,0.57441
2020-03-24,0.46997
2020-03-25,0.26109
2020-03-27,0.73107
2020-03-31,0.73107
2020-04-06,0.31331
2020-04-07,0.41775
2020-04-08,0.26109
2020-04-09,0.88772
2020-04-10,0.46997
2020-04-13,0.36553
2020-04-14,0.8355
2020-04-15,0.36553
2020-04-16,0.26109
2020-04-17,0.67885
2020-04-18,0.62663
2020-04-19,0.41775
2020-04-20,0.57441
2020-04-21,0.41775
2020-04-22,0.36553
2020-04-23,0.67885
2020-04-24,0.78328
2020-04-25,0.46997
2020-04-26,0.36553
2020-04-27,0.36553
2020-04-28,0.78328
2020-04-29,0.8355
2020-04-30,0.26109
2020-05-01,0.31331
2020-05-02,0.41775
2020-05-03,0.26109
2020-05-05,0.46997
2020-05-06,0.88772
2020-05-07,0.73107
2020-05-09,0.41775
2020-05-11,0.57441
2020-05-12,0.78328
2020-05-14,1.30548
2020-05-15,0.99216
2020-05-16,0.31331
2020-05-18,0.78328
2020-05-19,0.36553
2020-05-20,0.31331
2020-05-21,0.93994
2020-05-22,0.67885
2020-05-23,0.31331
2020-05-24,0.41775
2020-05-25,0.46997
2020-05-26,0.57441
2020-05-27,0.99216
2020-05-28,1.04438
2020-05-29,0.31331
2020-05-31,0.26109
2020-06-01,0.26109
2020-06-02,0.52219
2020-06-03,0.88772
2020-06-04,0.73107
2020-06-05,0.78328
2020-06-06,0.73107
2020-06-07,0.67885
2020-06-08,0.88772
2020-06-09,0.46997
2020-06-10,0.26109
2020-06-12,0.8355
2020-06-14,0.36553
2020-06-15,0.62663
2020-06-16,0.78328
2020-06-17,0.41775
2020-06-18,0.88772
2020-06-19,0.93994
2020-06-20,0.41775
2020-06-21,0.73107
2020-06-22,0.78328
2020-06-23,0.8355
2020-06-24,0.99216
2020-06-25,0.41775
2020-06-26,0.41775
2020-06-27,0.62663
2020-06-28,0.36553
2020-06-29,0.26109
2020-06-30,0.8355
2020-07-01,0.31331
2020-07-02,0.8355
2020-07-03,0.31331
2020-07-04,0.26109
2020-07-05,0.26109
2020-07-06,0.41775
2020-07-07,1.04438
2020-07-08,0.62663
2020-07-09,0.73107
2020-07-10,0.67885
2020-07-11,0.26109
2020-07-12,0.57441
2020-07-13,1.14882
2020-07-14,0.8355
2020-07-15,0.78328
2020-07-16,1.04438
2020-07-17,0.31331
2020-07-18,0.41775
2020-07-19,0.62663
2020-07-20,1.0966
2020-07-21,0.57441
2020-07-22,0.8355
2020-07-23,1.04438
2020-07-24,0.67885
2020-07-25,0.31331
2020-07-26,1.14882
2020-07-27,1.04438
2020-07-28,0.62663
2020-07-29,0.78328
2020-07-30,0.41775
2020-07-31,1.04438
2020-08-01,0.46997
2020-08-02,0.62663
2020-08-03,0.57441
2020-08-04,0.99216
2020-08-05,1.3577
2020-08-06,0.73107
2020-08-07,0.93994
2020-08-08,0.46997
2020-08-09,0.41775
2020-08-10,0.99216
2020-08-11,1.20104
2020-08-12,0.88772
2020-08-13,1.20104
2020-08-14,0.52219
2020-08-15,0.62663
2020-08-16,0.73107
2020-08-17,0.88772
2020-08-18,0.88772
2020-08-19,1.30548
2020-08-20,0.36553
2020-08-21,1.04438
2020-08-22,0.36553
2020-08-23,0.8355
2020-08-24,0.88772
2020-08-25,1.30548
2020-08-26,2.08877
2020-08-27,1.56657
2020-08-28,1.25326
2020-08-29,1.61879
2020-08-30,0.8355
2020-08-31,0.73107
2020-09-01,1.56657
2020-09-02,1.0966
2020-09-03,1.46214
2020-09-04,1.14882
2020-09-05,0.62663
2020-09-06,0.57441
2020-09-07,1.77545
2020-09-08,1.67101
2020-09-09,1.04438
2020-09-10,1.56657
2020-09-11,1.3577
2020-09-12,1.20104
2020-09-13,0.67885
2020-09-14,0.88772
2020-09-15,1.40992
2020-09-16,1.61879
2020-09-17,1.20104
2020-09-18,0.88772
2020-09-19,0.36553
2020-09-20,0.46997
2020-09-21,0.8355
2020-09-22,0.93994
2020-09-23,0.36553
2020-09-24,0.36553
2020-09-25,0.78328
2020-09-26,0.46997
2020-09-27,0.36553
2020-09-28,1.20104
2020-09-29,0.41775
2020-09-30,0.46997
2020-10-01,0.26109
2020-10-05,0.62663
2020-10-06,1.0966
2020-10-07,0.52219
2020-10-08,0.41775
2020-10-09,0.88772
2020-10-10,0.52219
2020-10-11,0.88772
2020-10-12,0.78328
2020-10-13,0.78328
2020-10-14,0.93994
2020-10-15,1.25326
2020-10-16,0.41775
2020-10-17,0.46997
2020-10-18,0.78328
2020-10-19,0.57441
2020-10-20,0.57441
2020-10-21,0.73107
2020-10-22,0.99216
2020-10-23,0.46997
2020-10-24,0.78328
2020-10-25,0.57441
2020-10-26,0.46997
2020-10-28,0.67885
2020-10-29,1.14882
2020-10-30,0.88772
2020-11-01,0.57441
2020-11-02,0.41775
2020-11-03,0.26109
2020-11-05,0.73107
2020-11-06,1.25326
2020-11-07,0.62663
2020-11-08,0.31331
2020-11-09,0.78328
2020-11-10,1.25326
2020-11-11,0.67885
2020-11-12,0.52219
2020-11-13,1.61879
2020-11-14,0.88772
2020-11-15,0.52219
2020-11-16,0.8355
2020-11-17,1.61879
2020-11-18,2.87206
2020-11-19,1.0966
2020-11-20,1.25326
2020-11-21,1.61879
2020-11-22,0.99216
2020-11-23,1.56657
2020-11-24,2.61096
2020-11-25,2.08877
2020-11-26,2.19321
2020-11-27,1.77545
2020-11-28,1.46214
2020-11-29,1.51436
2020-11-30,1.87989
2020-12-01,2.03655
2020-12-02,1.61879
2020-12-03,2.61096
2020-12-04,2.76762
2020-12-05,1.77545
2020-12-06,1.98433
2020-12-07,2.87206
2020-12-08,3.34203
2020-12-09,2.29765
2020-12-10,1.98433
2020-12-11,3.13315
2020-12-12,2.92428
2020-12-13,2.14099
2020-12-14,2.7154
2020-12-15,1.77545
2020-12-16,2.61096
2020-12-17,3.39425
2020-12-18,2.19321
2020-12-19,1.56657
2020-12-20,0.93994
2020-12-21,1.46214
2020-12-22,1.77545
2020-12-23,1.67101
2020-12-24,1.3577
2020-12-25,1.20104
2020-12-26,2.03655
2020-12-27,1.72323
2020-12-28,2.92428
2020-12-29,3.18537
2020-12-30,2.7154
2020-12-31,3.02872
2021-01-01,2.7154
2021-01-02,3.81201
2021-01-03,2.7154
2021-01-04,2.87206
2021-01-05,2.7154
2021-01-06,3.18537
2021-01-07,4.28198
2021-01-08,4.69973
2021-01-09,3.39425
2021-01-10,3.28981
2021-01-11,3.02872
2021-01-12,2.61096
2021-01-13,1.93211
2021-01-14,1.98433
2021-01-15,1.98433
2021-01-16,1.30548
2021-01-17,1.40992
2021-01-18,1.3577
2021-01-19,1.56657
2021-01-20,1.72323
2021-01-21,2.08877
2021-01-22,1.30548
2021-01-23,1.40992
2021-01-24,1.67101
2021-01-25,1.77545
2021-01-26,2.08877
2021-01-27,1.72323
2021-01-28,1.72323
2021-01-29,1.61879
2021-01-30,1.25326
2021-01-31,2.19321
2021-02-01,2.03655
2021-02-02,1.98433
2021-02-03,2.34986
2021-02-04,2.24543
2021-02-05,2.50652
2021-02-06,1.72323
2021-02-07,2.08877
2021-02-08,3.39425
2021-02-09,6.26631
2021-02-10,4.49086
2021-02-11,3.34203
2021-02-12,3.28981
2021-02-13,4.28198
2021-02-14,3.39425
2021-02-15,4.38642
2021-02-16,4.28198
2021-02-17,5.01305
2021-02-18,8.30287
2021-02-19,6.63185
2021-02-20,11.48825
2021-02-21,10.33942
2021-02-22,11.07049
2021-02-23,5.58746
2021-02-24,6.31853
2021-02-25,8.04177
2021-02-26,6.99738
2021-02-27,3.34203
2021-02-28,4.38642
2021-03-01,4.3342
2021-03-02,3.70757
2021-03-03,5.27415
2021-03-04,5.11749
2021-03-05,3.70757
2021-03-06,3.55091
2021-03-07,3.34203
2021-03-08,4.90861
2021-03-09,5.84856
2021-03-10,6.73629
2021-03-11,6.84073
2021-03-12,7.93733
2021-03-13,7.88511
2021-03-14,12.11488
2021-03-15,16.2402
2021-03-16,18.22454
2021-03-17,20.15665
2021-03-18,21.82767
2021-03-19,21.20104
2021-03-20,25.32637
2021-03-21,22.76762
2021-03-22,26.10966
2021-03-23,22.66318
2021-03-24,21.61879
2021-03-25,19.32114
2021-03-26,21.25326
2021-03-27,17.70234
2021-03-28,20.41775
2021-03-29,29.76501
2021-03-30,36.55352
2021-03-31,42.50652
2021-04-01,43.86422
2021-04-02,63.28981
2021-04-03,56.03133
2021-04-04,43.86422
2021-04-05,65.953
2021-04-06,60.73107
2021-04-07,54.04699
2021-04-08,44.17754
2021-04-09,43.13315
2021-04-10,37.49347
2021-04-11,36.65796
2021-04-12,42.08877
2021-04-13,45.4308
2021-04-14,47.0496
2021-04-15,49.50391
2021-04-16,67.88511
2021-04-17,80.15665
2021-04-18,58.59007
2021-04-19,75.61357
2021-04-20,100.0
2021-04-21,99.94778
2021-04-22,86.00522
2021-04-23,75.30026
2021-04-24,58.79895
2021-04-25,46.78851
2021-04-26,48.98172
2021-04-27,52.89817
2021-04-28,38.53785
2021-04-29,38.22454
2021-04-30,42.08877
2021-05-01,44.22976
2021-05-02,36.71018
2021-05-03,45.32637
2021-05-04,57.70234
2021-05-05,71.38381
2021-05-06,67.93733
2021-05-07,74.56919
2021-05-08,62.08877
2021-05-09,68.77284
2021-05-10,79.58224
2021-05-11,69.1906
2021-05-12,65.11749
2021-05-13,52.79373
2021-05-14,60.67885
2021-05-15,47.5718
2021-05-16,44.12532
2021-05-17,48.51174
