date,연말정산기간
2023-05-30,0.28585
2023-05-31,0.30514
2023-06-01,0.18063
2023-06-02,0.08067
2023-06-03,0.05436
2023-06-04,0.03682
2023-06-05,0.0491
2023-06-06,0.06137
2023-06-07,0.07014
2023-06-08,0.07716
2023-06-09,0.08768
2023-06-10,0.04208
2023-06-11,0.03332
2023-06-12,0.08593
2023-06-13,0.09119
2023-06-14,0.05787
2023-06-15,0.08067
2023-06-16,0.07716
2023-06-17,0.05962
2023-06-18,0.04033
2023-06-19,0.07014
2023-06-20,0.08768
2023-06-21,0.07365
2023-06-22,0.05261
2023-06-23,0.06664
2023-06-24,0.03156
2023-06-25,0.03332
2023-06-26,0.05261
2023-06-27,0.07716
2023-06-28,0.09294
2023-06-29,0.09294
2023-06-30,0.05611
2023-07-01,0.0491
2023-07-02,0.02455
2023-07-03,0.03156
2023-07-04,0.05611
2023-07-05,0.08067
2023-07-06,0.06664
2023-07-07,0.05261
2023-07-08,0.03332
2023-07-09,0.02455
2023-07-10,0.06839
2023-07-11,0.07365
2023-07-12,0.09119
2023-07-13,0.06137
2023-07-14,0.05436
2023-07-15,0.05611
2023-07-16,0.04208
2023-07-17,0.09645
2023-07-18,0.0947
2023-07-19,0.07014
2023-07-20,0.08417
2023-07-21,0.06664
2023-07-22,0.05085
2023-07-23,0.04559
2023-07-24,0.07014
2023-07-25,0.06313
2023-07-26,0.0754
2023-07-27,0.08768
2023-07-28,0.08067
2023-07-29,0.0263
2023-07-30,0.05436
2023-07-31,0.08943
2023-08-01,0.08593
2023-08-02,0.06137
2023-08-03,0.06839
2023-08-04,0.06488
2023-08-05,0.06664
2023-08-06,0.06664
2023-08-07,0.09294
2023-08-08,0.12977
2023-08-09,0.10522
2023-08-10,0.10522
2023-08-11,0.09119
2023-08-12,0.07716
2023-08-13,0.05787
2023-08-14,0.08067
2023-08-15,0.07014
2023-08-16,0.11925
2023-08-17,0.11223
2023-08-18,0.08943
2023-08-19,0.0754
2023-08-20,0.08943
2023-08-21,0.12275
2023-08-22,0.11925
2023-08-23,0.1438
2023-08-24,0.13328
2023-08-25,0.13854
2023-08-26,0.08067
2023-08-27,0.0754
2023-08-28,0.15958
2023-08-29,0.22973
2023-08-30,0.16484
2023-08-31,0.16134
2023-09-01,0.1666
2023-09-02,0.11048
2023-09-03,0.11925
2023-09-04,0.17186
2023-09-05,0.15432
2023-09-06,0.21745
2023-09-07,0.13152
2023-09-08,0.16835
2023-09-09,0.10346
2023-09-10,0.11223
2023-09-11,0.18764
2023-09-12,0.17712
2023-09-13,0.15783
2023-09-14,0.18238
2023-09-15,0.13152
2023-09-16,0.09996
2023-09-17,0.10697
2023-09-18,0.22096
2023-09-19,0.20343
2023-09-20,0.19641
2023-09-21,0.17537
2023-09-22,0.17712
2023-09-23,0.12451
2023-09-24,0.12275
2023-09-25,0.27533
2023-09-26,0.24727
2023-09-27,0.21395
2023-09-28,0.15081
2023-09-29,0.12802
2023-09-30,0.11574
2023-10-01,0.15257
2023-10-02,0.18764
2023-10-03,0.21044
2023-10-04,0.31917
2023-10-05,0.28585
2023-10-06,0.29286
2023-10-07,0.14906
2023-10-08,0.1666
2023-10-09,0.24902
2023-10-10,0.37529
2023-10-11,0.34372
2023-10-12,0.3332
2023-10-13,0.29988
2023-10-14,0.18238
2023-10-15,0.2157
2023-10-16,0.35775
2023-10-17,0.40335
2023-10-18,0.36126
2023-10-19,0.35775
2023-10-20,0.32969
2023-10-21,0.22272
2023-10-22,0.22973
2023-10-23,0.4507
2023-10-24,0.50331
2023-10-25,0.66465
2023-10-26,0.59099
2023-10-27,0.50682
2023-10-28,0.30514
2023-10-29,0.34548
2023-10-30,0.62607
2023-10-31,0.85054
2023-11-01,0.83301
2023-11-02,0.82599
2023-11-03,0.78741
2023-11-04,0.48753
2023-11-05,0.48577
2023-11-06,1.00136
2023-11-07,1.02065
2023-11-08,1.05397
2023-11-09,1.02767
2023-11-10,1.04696
2023-11-11,0.63659
2023-11-12,0.6892
2023-11-13,1.39419
2023-11-14,1.43453
2023-11-15,1.58184
2023-11-16,1.36964
2023-11-17,1.43453
2023-11-18,0.86282
2023-11-19,1.07677
2023-11-20,1.87296
2023-11-21,1.9659
2023-11-22,1.9431
2023-11-23,1.76598
2023-11-24,1.87646
2023-11-25,1.19076
2023-11-26,1.27143
2023-11-27,2.56216
2023-11-28,3.01462
2023-11-29,3.34607
2023-11-30,3.28645
2023-12-01,4.19662
2023-12-02,2.14653
2023-12-03,3.23033
2023-12-04,4.78236
2023-12-05,5.85037
2023-12-06,6.19585
2023-12-07,8.11967
2023-12-08,6.92715
2023-12-09,3.34432
2023-12-10,3.96338
2023-12-11,7.31296
2023-12-12,7.76542
2023-12-13,7.21125
2023-12-14,7.0464
2023-12-15,6.43085
2023-12-16,3.73013
2023-12-17,4.52281
2023-12-18,8.02848
2023-12-19,8.72645
2023-12-20,10.22587
2023-12-21,12.30226
2023-12-22,10.19255
2023-12-23,5.9591
2023-12-24,5.59257
2023-12-25,8.12844
2023-12-26,16.41822
2023-12-27,16.38665
2023-12-28,14.48563
2023-12-29,12.93009
2023-12-30,8.40903
2023-12-31,9.16488
2024-01-01,13.57546
2024-01-02,34.81814
2024-01-03,38.54301
2024-01-04,37.88362
2024-01-05,34.31131
2024-01-06,16.28318
2024-01-07,19.80112
2024-01-08,48.09547
2024-01-09,47.44659
2024-01-10,49.19855
2024-01-11,46.49082
2024-01-12,42.6958
2024-01-13,24.06965
2024-01-14,34.45863
2024-01-15,100.0
2024-01-16,60.91508
2024-01-17,48.64613
2024-01-18,42.4117
2024-01-19,34.95142
2024-01-20,16.47258
2024-01-21,18.35081
2024-01-22,47.45536
2024-01-23,42.49061
2024-01-24,35.68622
2024-01-25,33.19946
2024-01-26,24.50106
2024-01-27,12.13566
2024-01-28,12.74946
2024-01-29,27.79453
2024-01-30,25.32882
2024-01-31,25.56557
2024-02-01,16.88471
2024-02-02,13.61755
2024-02-03,6.08712
2024-02-04,6.74827
2024-02-05,14.06123
2024-02-06,12.01816
2024-02-07,9.67345
2024-02-08,8.45112
2024-02-09,4.023
2024-02-10,3.37238
2024-02-11,3.47234
2024-02-12,4.47371
2024-02-13,11.28511
2024-02-14,10.32057
2024-02-15,8.63
2024-02-16,6.94994
2024-02-17,3.0269
2024-02-18,3.02514
2024-02-19,6.29932
2024-02-20,6.53432
2024-02-21,5.61186
2024-02-22,5.08049
2024-02-23,4.69467
2024-02-24,2.24299
2024-02-25,2.25877
2024-02-26,5.11381
2024-02-27,4.55087
2024-02-28,4.31938
2024-02-29,4.3983
2024-03-01,1.96941
2024-03-02,1.33632
2024-03-03,1.43278
2024-03-04,3.58633
2024-03-05,3.72137
2024-03-06,2.91466
2024-03-07,2.56392
2024-03-08,2.96376
2024-03-09,1.303
2024-03-10,1.53098
2024-03-11,2.97604
2024-03-12,1.8677
2024-03-13,1.36613
2024-03-14,1.18024
2024-03-15,1.17147
2024-03-16,0.56644
2024-03-17,0.52786
2024-03-18,0.98733
2024-03-19,0.91192
2024-03-20,0.85756
