date,ESS관련주
2020-03-20,0.30816
2020-03-24,0.43143
2020-03-25,0.55469
2020-03-26,0.24653
2020-03-27,0.40061
2020-03-28,0.77041
2020-03-29,0.49306
2020-03-30,0.27734
2020-03-31,0.21571
2020-04-01,0.18489
2020-04-02,0.40061
2020-04-03,0.40061
2020-04-04,0.21571
2020-04-06,0.30816
2020-04-07,0.18489
2020-04-08,1.14021
2020-04-09,0.67796
2020-04-10,0.27734
2020-04-11,0.21571
2020-04-12,0.18489
2020-04-13,0.18489
2020-04-16,0.92449
2020-04-17,0.86286
2020-04-18,0.24653
2020-04-19,1.32511
2020-04-20,0.46224
2020-04-21,0.36979
2020-04-22,0.46224
2020-04-23,0.67796
2020-04-24,0.55469
2020-04-25,0.18489
2020-04-26,0.15408
2020-04-27,0.52388
2020-04-28,0.43143
2020-04-29,0.21571
2020-05-01,0.46224
2020-05-02,0.46224
2020-05-03,0.46224
2020-05-04,0.70878
2020-05-05,0.49306
2020-05-06,1.63328
2020-05-07,2.95839
2020-05-08,3.02003
2020-05-09,3.38983
2020-05-10,1.35593
2020-05-11,3.29738
2020-05-12,1.51001
2020-05-13,2.55778
2020-05-14,3.08166
2020-05-15,2.18798
2020-05-16,0.95531
2020-05-17,0.86286
2020-05-18,1.01694
2020-05-19,0.89368
2020-05-20,2.37288
2020-05-21,4.83821
2020-05-22,2.28043
2020-05-23,1.17103
2020-05-24,1.14021
2020-05-25,2.40369
2020-05-26,2.95839
2020-05-27,4.96147
2020-05-28,4.40677
2020-05-29,1.97226
2020-05-30,1.35593
2020-05-31,20.0
2020-06-01,15.03852
2020-06-02,5.42372
2020-06-03,5.26964
2020-06-04,6.81047
2020-06-05,3.48228
2020-06-06,1.26348
2020-06-07,2.34206
2020-06-08,3.17411
2020-06-09,2.28043
2020-06-10,4.43759
2020-06-11,3.05084
2020-06-12,1.60246
2020-06-13,0.70878
2020-06-14,0.70878
2020-06-15,1.26348
2020-06-16,2.83513
2020-06-17,1.84899
2020-06-18,1.78736
2020-06-19,0.98613
2020-06-20,1.14021
2020-06-21,3.02003
2020-06-22,4.16024
2020-06-23,4.59167
2020-06-24,4.71494
2020-06-25,5.05392
2020-06-26,5.02311
2020-06-27,1.94144
2020-06-28,2.89676
2020-06-29,2.52696
2020-06-30,3.88289
2020-07-01,1.66409
2020-07-02,1.97226
2020-07-03,2.06471
2020-07-04,1.38674
2020-07-05,1.26348
2020-07-06,2.12634
2020-07-07,2.03389
2020-07-08,1.63328
2020-07-09,3.48228
2020-07-10,1.78736
2020-07-11,1.26348
2020-07-12,2.40369
2020-07-13,6.00924
2020-07-14,4.34514
2020-07-15,25.94761
2020-07-16,8.5362
2020-07-17,8.96764
2020-07-18,4.00616
2020-07-19,4.56086
2020-07-20,4.96147
2020-07-21,5.60862
2020-07-22,5.20801
2020-07-23,7.58089
2020-07-24,2.92758
2020-07-25,2.06471
2020-07-26,3.85208
2020-07-27,7.98151
2020-07-28,9.33744
2020-07-29,12.35747
2020-07-30,7.91987
2020-07-31,6.62557
2020-08-01,9.30662
2020-08-02,21.20184
2020-08-03,15.22342
2020-08-04,12.11093
2020-08-05,9.36825
2020-08-06,7.85824
2020-08-07,7.61171
2020-08-08,6.53312
2020-08-09,5.97842
2020-08-10,6.71802
2020-08-11,5.76271
2020-08-12,4.28351
2020-08-13,4.40677
2020-08-14,4.06779
2020-08-15,4.83821
2020-08-16,3.08166
2020-08-17,4.25269
2020-08-18,3.48228
2020-08-19,3.38983
2020-08-20,2.61941
2020-08-21,1.87981
2020-08-22,2.68104
2020-08-23,5.02311
2020-08-24,4.96147
2020-08-25,5.02311
2020-08-26,6.31741
2020-08-27,4.68412
2020-08-28,4.83821
2020-08-29,2.92758
2020-08-30,3.72881
2020-08-31,5.67026
2020-09-01,8.65947
2020-09-02,11.74114
2020-09-03,16.4869
2020-09-04,14.54545
2020-09-05,9.98459
2020-09-06,10.78582
2020-09-07,20.03081
2020-09-08,14.0832
2020-09-09,19.16795
2020-09-10,19.04468
2020-09-11,8.1664
2020-09-12,6.87211
2020-09-13,17.28813
2020-09-14,15.13097
2020-09-15,11.06317
2020-09-16,8.93682
2020-09-17,7.98151
2020-09-18,6.31741
2020-09-19,4.89984
2020-09-20,11.37134
2020-09-21,10.78582
2020-09-22,6.62557
2020-09-23,6.22496
2020-09-24,6.25577
2020-09-25,5.45454
2020-09-26,3.05084
2020-09-27,3.97534
2020-09-28,4.25269
2020-09-29,3.54391
2020-09-30,2.21879
2020-10-01,3.17411
2020-10-02,3.51309
2020-10-03,2.15716
2020-10-04,3.35901
2020-10-05,13.03543
2020-10-06,7.73497
2020-10-07,10.63174
2020-10-08,23.72881
2020-10-09,10.9399
2020-10-10,10.26194
2020-10-11,32.26502
2020-10-12,16.05546
2020-10-13,10.53929
2020-10-14,9.89214
2020-10-15,6.81047
2020-10-16,4.93066
2020-10-17,3.94453
2020-10-18,3.69799
2020-10-19,6.96456
2020-10-20,5.51617
2020-10-21,4.28351
2020-10-22,12.57318
2020-10-23,7.45762
2020-10-24,3.72881
2020-10-25,2.71186
2020-10-26,3.26656
2020-10-27,3.42064
2020-10-28,2.95839
2020-10-29,3.11248
2020-10-30,3.05084
2020-10-31,0.98613
2020-11-01,2.46533
2020-11-02,3.26656
2020-11-03,12.69645
2020-11-04,4.16024
2020-11-05,5.97842
2020-11-06,5.26964
2020-11-07,4.00616
2020-11-08,8.3513
2020-11-09,11.64869
2020-11-10,7.98151
2020-11-11,5.42372
2020-11-12,7.05701
2020-11-13,8.38212
2020-11-14,20.92449
2020-11-15,24.96147
2020-11-16,13.28197
2020-11-17,7.61171
2020-11-18,6.16332
2020-11-19,5.45454
2020-11-20,4.00616
2020-11-21,4.49922
2020-11-22,5.11556
2020-11-23,4.74576
2020-11-24,5.85516
2020-11-25,4.96147
2020-11-26,6.34822
2020-11-27,9.30662
2020-11-28,5.51617
2020-11-29,5.33127
2020-11-30,5.82434
2020-12-01,6.56394
2020-12-02,4.80739
2020-12-03,4.86902
2020-12-04,5.67026
2020-12-05,4.03697
2020-12-06,4.25269
2020-12-07,6.53312
2020-12-08,4.25269
2020-12-09,5.26964
2020-12-10,5.42372
2020-12-11,7.21109
2020-12-12,14.48382
2020-12-13,9.79969
2020-12-14,5.26964
2020-12-15,5.85516
2020-12-16,5.60862
2020-12-17,5.85516
2020-12-18,5.73189
2020-12-19,3.94453
2020-12-20,4.77657
2020-12-21,4.09861
2020-12-22,3.79044
2020-12-23,6.16332
2020-12-24,4.00616
2020-12-25,3.91371
2020-12-26,2.52696
2020-12-27,6.56394
2020-12-28,7.61171
2020-12-29,8.04314
2020-12-30,9.21417
2020-12-31,4.22187
2021-01-01,6.04006
2021-01-02,9.42989
2021-01-03,8.47457
2021-01-04,10.41602
2021-01-05,8.38212
2021-01-06,10.9399
2021-01-07,16.79506
2021-01-08,16.94915
2021-01-09,27.58089
2021-01-10,86.10169
2021-01-11,64.99229
2021-01-12,39.35285
2021-01-13,19.66101
2021-01-14,32.08012
2021-01-15,15.31587
2021-01-16,12.4191
2021-01-17,14.29892
2021-01-18,16.51771
2021-01-19,12.01848
2021-01-20,13.28197
2021-01-21,16.45608
2021-01-22,17.84283
2021-01-23,11.3097
2021-01-24,10.97072
2021-01-25,11.1248
2021-01-26,13.31278
2021-01-27,6.81047
2021-01-28,8.5362
2021-01-29,6.04006
2021-01-30,4.49922
2021-01-31,5.36209
2021-02-01,4.83821
2021-02-02,6.96456
2021-02-03,12.604
2021-02-04,7.95069
2021-02-05,6.31741
2021-02-06,5.17719
2021-02-07,26.34822
2021-02-08,13.09707
2021-02-09,6.90292
2021-02-10,4.83821
2021-02-11,5.82434
2021-02-12,4.06779
2021-02-13,3.75963
2021-02-14,5.05392
2021-02-15,5.57781
2021-02-16,10.47765
2021-02-17,13.5285
2021-02-18,32.48073
2021-02-19,34.79198
2021-02-20,48.01232
2021-02-21,32.63482
2021-02-22,28.93682
2021-02-23,15.40832
2021-02-24,10.44684
2021-02-25,15.10015
2021-02-26,6.87211
2021-02-27,6.68721
2021-02-28,5.54699
2021-03-01,70.41602
2021-03-02,37.50385
2021-03-03,12.9738
2021-03-04,8.13559
2021-03-05,6.96456
2021-03-06,4.37596
2021-03-07,6.96456
2021-03-08,6.28659
2021-03-09,12.91217
2021-03-10,5.45454
2021-03-11,5.17719
2021-03-12,7.11864
2021-03-13,4.31432
2021-03-14,7.02619
2021-03-15,14.57627
2021-03-16,16.45608
2021-03-17,6.84129
2021-03-18,5.57781
2021-03-19,2.68104
2021-03-20,3.17411
2021-03-21,3.60554
2021-03-22,3.35901
2021-03-23,3.23574
2021-03-24,3.23574
2021-03-25,3.48228
2021-03-26,2.49614
2021-03-27,1.75654
2021-03-28,2.31124
2021-03-29,4.68412
2021-03-30,3.05084
2021-03-31,3.26656
2021-04-01,4.00616
2021-04-02,5.05392
2021-04-03,4.99229
2021-04-04,3.60554
2021-04-05,3.11248
2021-04-06,2.65023
2021-04-07,3.54391
2021-04-08,3.14329
2021-04-09,2.83513
2021-04-10,2.18798
2021-04-11,1.78736
2021-04-12,4.46841
2021-04-13,6.56394
2021-04-14,4.49922
