date,페소환율
2020-03-20,12.85915
2020-03-21,5.74274
2020-03-22,4.69721
2020-03-23,10.13088
2020-03-24,8.98614
2020-03-25,8.61983
2020-03-26,7.90628
2020-03-27,8.43667
2020-03-28,4.78116
2020-03-29,3.39222
2020-03-30,6.90273
2020-03-31,6.41813
2020-04-01,6.70049
2020-04-02,6.41813
2020-04-03,6.68142
2020-04-04,3.68222
2020-04-05,3.22051
2020-04-06,5.57103
2020-04-07,6.23497
2020-04-08,5.2734
2020-04-09,5.15892
2020-04-10,6.25405
2020-04-11,4.54077
2020-04-12,4.44537
2020-04-13,5.99076
2020-04-14,5.91063
2020-04-15,4.73537
2020-04-16,5.73892
2020-04-17,6.17392
2020-04-18,4.35761
2020-04-19,4.17445
2020-04-20,5.99839
2020-04-21,5.74655
2020-04-22,5.7351
2020-04-23,5.40313
2020-04-24,5.53287
2020-04-25,4.36143
2020-04-26,3.65932
2020-04-27,5.58629
2020-04-28,5.91445
2020-04-29,5.39168
2020-04-30,4.598
2020-05-01,4.53695
2020-05-02,3.85393
2020-05-03,3.54867
2020-05-04,5.99458
2020-05-05,4.36524
2020-05-06,4.90327
2020-05-07,4.44537
2020-05-08,4.37669
2020-05-09,2.88854
2020-05-10,2.38104
2020-05-11,4.96432
2020-05-12,4.74682
2020-05-13,5.0559
2020-05-14,4.91471
2020-05-15,4.86892
2020-05-16,3.2663
2020-05-17,3.08314
2020-05-18,4.92234
2020-05-19,4.95669
2020-05-20,4.78116
2020-05-21,4.67813
2020-05-22,4.62471
2020-05-23,2.81985
2020-05-24,2.81222
2020-05-25,5.22761
2020-05-26,4.86511
2020-05-27,4.99484
2020-05-28,4.80024
2020-05-29,4.92998
2020-05-30,2.94577
2020-05-31,2.71301
2020-06-01,5.96405
2020-06-02,5.13603
2020-06-03,5.42221
2020-06-04,5.36497
2020-06-05,5.28103
2020-06-06,3.07932
2020-06-07,2.82367
2020-06-08,5.8076
2020-06-09,6.42957
2020-06-10,6.79971
2020-06-11,5.92589
2020-06-12,5.2734
2020-06-13,3.10222
2020-06-14,2.9038
2020-06-15,5.99839
2020-06-16,5.9526
2020-06-17,5.75037
2020-06-18,5.79234
2020-06-19,4.9109
2020-06-20,3.12511
2020-06-21,2.50696
2020-06-22,5.5176
2020-06-23,5.30011
2020-06-24,5.22761
2020-06-25,5.05971
2020-06-26,4.72011
2020-06-27,3.30827
2020-06-28,2.62906
2020-06-29,5.033
2020-06-30,5.44511
2020-07-01,5.22761
2020-07-02,4.78879
2020-07-03,4.75063
2020-07-04,2.78169
2020-07-05,2.29709
2020-07-06,5.22761
2020-07-07,5.41839
2020-07-08,4.49116
2020-07-09,4.59037
2020-07-10,4.53695
2020-07-11,2.73972
2020-07-12,2.51077
2020-07-13,5.05971
2020-07-14,4.61327
2020-07-15,4.53695
2020-07-16,4.12866
2020-07-17,4.66669
2020-07-18,2.81604
2020-07-19,2.37341
2020-07-20,4.79261
2020-07-21,4.60563
2020-07-22,4.33471
2020-07-23,4.46064
2020-07-24,4.38814
2020-07-25,2.89998
2020-07-26,2.50314
2020-07-27,4.86511
2020-07-28,5.11313
2020-07-29,4.72774
2020-07-30,5.07497
2020-07-31,5.08642
2020-08-01,3.09077
2020-08-02,2.78933
2020-08-03,4.94142
2020-08-04,4.68195
2020-08-05,4.43011
2020-08-06,4.58656
2020-08-07,4.55985
2020-08-08,3.22432
2020-08-09,2.56801
2020-08-10,4.63998
2020-08-11,4.51787
2020-08-12,4.47208
2020-08-13,3.9188
2020-08-14,4.16682
2020-08-15,2.67104
2020-08-16,3.6784
2020-08-17,3.60209
2020-08-18,4.55221
2020-08-19,4.30037
2020-08-20,5.18563
2020-08-21,4.17827
2020-08-22,2.87709
2020-08-23,2.30091
2020-08-24,4.85366
2020-08-25,4.63998
2020-08-26,4.27366
2020-08-27,4.38432
2020-08-28,4.43392
2020-08-29,2.66722
2020-08-30,2.30472
2020-08-31,4.60563
2020-09-01,5.11695
2020-09-02,4.72774
2020-09-03,4.12103
2020-09-04,4.1134
2020-09-05,2.51841
2020-09-06,2.52985
2020-09-07,4.27748
2020-09-08,4.17827
2020-09-09,3.68222
2020-09-10,4.10195
2020-09-11,3.59827
2020-09-12,2.72827
2020-09-13,2.57564
2020-09-14,3.8234
2020-09-15,4.14774
2020-09-16,4.49498
2020-09-17,4.26603
2020-09-18,5.47182
2020-09-19,3.00683
2020-09-20,2.23985
2020-09-21,5.26576
2020-09-22,4.86129
2020-09-23,4.62853
2020-09-24,4.39577
2020-09-25,4.1859
2020-09-26,2.62906
2020-09-27,2.19407
2020-09-28,4.41103
2020-09-29,3.9684
2020-09-30,3.01827
2020-10-01,2.56038
2020-10-02,2.58709
2020-10-03,2.36959
2020-10-04,2.08722
2020-10-05,4.90708
2020-10-06,4.95669
2020-10-07,4.57129
2020-10-08,5.04445
2020-10-09,3.53722
2020-10-10,2.81985
2020-10-11,2.58709
2020-10-12,5.57484
2020-10-13,5.55195
2020-10-14,5.22761
2020-10-15,4.87274
2020-10-16,4.65142
2020-10-17,2.53367
2020-10-18,2.19025
2020-10-19,5.07497
2020-10-20,4.29274
2020-10-21,4.95669
2020-10-22,4.72011
2020-10-23,4.6934
2020-10-24,2.89998
2020-10-25,2.46499
2020-10-26,4.83458
2020-10-27,4.6705
2020-10-28,5.033
2020-10-29,5.50234
2020-10-30,5.16655
2020-10-31,3.25867
2020-11-01,2.8313
2020-11-02,4.17445
2020-11-03,4.49879
2020-11-04,4.88419
2020-11-05,4.60563
2020-11-06,4.55221
2020-11-07,2.94577
2020-11-08,2.36196
2020-11-09,5.68168
2020-11-10,5.2505
2020-11-11,5.31537
2020-11-12,4.37669
2020-11-13,4.96432
2020-11-14,2.63288
2020-11-15,2.43827
2020-11-16,4.94142
2020-11-17,5.02537
2020-11-18,4.97576
2020-11-19,5.46037
2020-11-20,4.60563
2020-11-21,2.7588
2020-11-22,2.26275
2020-11-23,4.70103
2020-11-24,4.2355
2020-11-25,4.46445
2020-11-26,4.34235
2020-11-27,3.95695
2020-11-28,2.63288
2020-11-29,2.27801
2020-11-30,4.43011
2020-12-01,4.55603
2020-12-02,4.8384
2020-12-03,5.56721
2020-12-04,6.5326
2020-12-05,3.42656
2020-12-06,2.87327
2020-12-07,5.78471
2020-12-08,4.81932
2020-12-09,5.28484
2020-12-10,5.50616
2020-12-11,4.97958
2020-12-12,2.98011
2020-12-13,2.73209
2020-12-14,5.05208
2020-12-15,5.2505
2020-12-16,4.35761
2020-12-17,4.20116
2020-12-18,4.3309
2020-12-19,2.80459
2020-12-20,2.56038
2020-12-21,5.31918
2020-12-22,5.47945
2020-12-23,5.18945
2020-12-24,4.33471
2020-12-25,3.09077
2020-12-26,2.9763
2020-12-27,2.7588
2020-12-28,5.08642
2020-12-29,4.93761
2020-12-30,4.86511
2020-12-31,4.51406
2021-01-01,3.06025
2021-01-02,2.90762
2021-01-03,2.76643
2021-01-04,5.468
2021-01-05,4.64379
2021-01-06,4.47208
2021-01-07,4.22406
2021-01-08,4.85748
2021-01-09,2.7588
2021-01-10,2.67867
2021-01-11,5.00248
2021-01-12,4.35379
2021-01-13,4.56748
2021-01-14,4.62471
2021-01-15,4.81932
2021-01-16,2.86564
2021-01-17,2.62143
2021-01-18,4.78116
2021-01-19,4.94142
2021-01-20,4.54077
2021-01-21,4.00656
2021-01-22,4.28893
2021-01-23,2.59091
2021-01-24,2.43446
2021-01-25,4.09432
2021-01-26,4.29274
2021-01-27,4.05235
2021-01-28,5.01011
2021-01-29,4.92998
2021-01-30,2.81222
2021-01-31,2.56038
2021-02-01,5.13603
2021-02-02,4.96813
2021-02-03,4.38432
2021-02-04,4.26222
2021-02-05,4.60945
2021-02-06,2.85419
2021-02-07,2.65577
2021-02-08,4.84984
2021-02-09,4.39195
2021-02-10,4.57511
2021-02-11,3.06025
2021-02-12,2.44591
2021-02-13,2.36578
2021-02-14,2.30091
2021-02-15,4.54077
2021-02-16,4.26603
2021-02-17,4.14011
2021-02-18,4.07906
2021-02-19,3.82722
2021-02-20,2.71683
2021-02-21,2.14828
2021-02-22,4.34998
2021-02-23,4.09432
2021-02-24,4.06761
2021-02-25,3.78524
2021-02-26,5.50234
2021-02-27,2.86946
2021-02-28,2.47262
2021-03-01,3.47998
2021-03-02,4.99103
2021-03-03,4.67432
2021-03-04,4.51787
2021-03-05,4.22406
2021-03-06,2.57183
2021-03-07,2.03762
2021-03-08,5.02919
2021-03-09,5.50616
2021-03-10,4.72774
2021-03-11,4.65142
2021-03-12,4.38432
2021-03-13,2.3963
2021-03-14,2.19788
2021-03-15,4.86511
2021-03-16,4.57511
2021-03-17,4.38814
2021-03-18,4.2584
2021-03-19,4.49879
2021-03-20,2.80077
2021-03-21,2.09867
2021-03-22,4.20879
2021-03-23,4.28129
2021-03-24,4.38814
2021-03-25,4.308
2021-03-26,3.88445
2021-03-27,2.65196
2021-03-28,2.28564
2021-03-29,4.14393
2021-03-30,3.8463
2021-03-31,4.3309
2021-04-01,3.85393
2021-04-02,3.60972
2021-04-03,2.57183
2021-04-04,2.3963
2021-04-05,4.30419
2021-04-06,4.28129
2021-04-07,4.42248
2021-04-08,4.44156
2021-04-09,3.6059
2021-04-10,2.40393
2021-04-11,2.13683
2021-04-12,4.25458
2021-04-13,4.00274
2021-04-14,4.14011
2021-04-15,3.86537
2021-04-16,3.68222
2021-04-17,2.5413
2021-04-18,2.13683
2021-04-19,3.74327
2021-04-20,3.61735
2021-04-21,3.73945
2021-04-22,3.38459
2021-04-23,3.3884
2021-04-24,2.30091
2021-04-25,1.72854
2021-04-26,3.57919
2021-04-27,3.77761
2021-04-28,3.47617
2021-04-29,3.87301
