date,SOFR
2020-10-17,0.29498
2020-10-18,0.35398
2020-10-19,2.06489
2020-10-20,1.9469
2020-10-21,1.29793
2020-10-22,1.8879
2020-10-23,0.70796
2020-10-26,1.23893
2020-10-27,2.06489
2020-10-28,1.76991
2020-10-29,0.94395
2020-10-30,1.17994
2020-11-02,1.8879
2020-11-03,1.06194
2020-11-04,1.00294
2020-11-05,1.06194
2020-11-06,0.88495
2020-11-09,0.76696
2020-11-10,1.35693
2020-11-11,0.76696
2020-11-12,1.35693
2020-11-13,0.29498
2020-11-16,0.29498
2020-11-17,0.76696
2020-11-18,0.88495
2020-11-20,0.70796
2020-11-23,0.88495
2020-11-24,1.35693
2020-11-25,1.59292
2020-11-26,1.23893
2020-11-27,0.70796
2020-11-30,1.00294
2020-12-01,1.8879
2020-12-02,1.65191
2020-12-03,0.94395
2020-12-04,0.76696
2020-12-07,0.64896
2020-12-08,1.12094
2020-12-09,0.94395
2020-12-10,0.70796
2020-12-11,1.06194
2020-12-14,1.06194
2020-12-15,1.47492
2020-12-16,1.12094
2020-12-17,1.06194
2020-12-18,0.35398
2020-12-21,0.41297
2020-12-22,1.17994
2020-12-24,0.47197
2020-12-29,0.82595
2020-12-30,0.41297
2020-12-31,0.29498
2021-01-04,0.53097
2021-01-05,1.35693
2021-01-06,0.41297
2021-01-07,0.53097
2021-01-08,0.88495
2021-01-11,1.53392
2021-01-13,0.53097
2021-01-14,1.17994
2021-01-15,0.94395
2021-01-18,0.35398
2021-01-19,0.94395
2021-01-20,0.88495
2021-01-21,1.00294
2021-01-22,1.53392
2021-01-24,0.53097
2021-01-25,0.35398
2021-01-26,0.64896
2021-01-27,1.41592
2021-01-28,1.12094
2021-01-29,2.53687
2021-02-01,1.06194
2021-02-02,1.53392
2021-02-03,0.94395
2021-02-04,0.76696
2021-02-05,0.29498
2021-02-07,0.29498
2021-02-08,0.94395
2021-02-09,1.23893
2021-02-10,1.06194
2021-02-15,1.29793
2021-02-16,0.82595
2021-02-17,1.35693
2021-02-18,1.35693
2021-02-19,1.23893
2021-02-22,0.58997
2021-02-23,1.65191
2021-02-24,0.53097
2021-02-25,0.88495
2021-02-26,1.9469
2021-02-28,0.47197
2021-03-01,0.47197
2021-03-02,1.59292
2021-03-03,2.83185
2021-03-04,1.8289
2021-03-05,1.59292
2021-03-06,0.29498
2021-03-07,0.53097
2021-03-08,1.59292
2021-03-09,1.06194
2021-03-10,1.71091
2021-03-11,1.59292
2021-03-12,1.12094
2021-03-14,2.06489
2021-03-15,2.41887
2021-03-16,1.47492
2021-03-17,1.23893
2021-03-18,2.18289
2021-03-19,1.53392
2021-03-21,0.41297
2021-03-22,0.94395
2021-03-23,1.9469
2021-03-24,1.9469
2021-03-25,2.71386
2021-03-26,2.06489
2021-03-28,0.94395
2021-03-29,3.12684
2021-03-30,2.77286
2021-03-31,2.30088
2021-04-01,1.9469
2021-04-02,1.23893
2021-04-04,0.64896
2021-04-05,0.82595
2021-04-06,1.41592
2021-04-07,1.53392
2021-04-08,1.29793
2021-04-09,1.59292
2021-04-11,0.29498
2021-04-12,1.59292
2021-04-13,1.06194
2021-04-14,1.29793
2021-04-15,1.59292
2021-04-16,0.70796
2021-04-17,0.41297
2021-04-18,0.29498
2021-04-19,1.9469
2021-04-20,1.8879
2021-04-21,2.18289
2021-04-22,1.12094
2021-04-23,0.35398
2021-04-25,0.29498
2021-04-26,0.53097
2021-04-27,0.64896
2021-04-28,0.94395
2021-04-29,0.82595
2021-04-30,1.06194
2021-05-03,2.06489
2021-05-04,1.59292
2021-05-06,0.94395
2021-05-07,1.06194
2021-05-08,0.35398
2021-05-10,0.82595
2021-05-11,2.00589
2021-05-12,1.53392
2021-05-13,1.76991
2021-05-14,0.29498
2021-05-16,0.29498
2021-05-17,0.41297
2021-05-18,1.47492
2021-05-20,1.17994
2021-05-21,1.8289
2021-05-24,0.82595
2021-05-25,1.41592
2021-05-26,0.94395
2021-05-27,1.76991
2021-05-28,1.06194
2021-05-31,0.47197
2021-06-01,1.41592
2021-06-02,0.82595
2021-06-03,1.35693
2021-06-04,1.00294
2021-06-05,0.35398
2021-06-07,1.00294
2021-06-08,1.47492
2021-06-09,0.76696
2021-06-10,1.06194
2021-06-11,0.76696
2021-06-12,7.9646
2021-06-13,6.48967
2021-06-14,2.83185
2021-06-15,2.00589
2021-06-16,1.29793
2021-06-17,1.17994
2021-06-18,1.76991
2021-06-19,0.29498
2021-06-21,0.94395
2021-06-22,0.76696
2021-06-23,4.01179
2021-06-24,1.65191
2021-06-25,1.29793
2021-06-28,1.12094
2021-06-29,1.59292
2021-06-30,1.17994
2021-07-01,0.41297
2021-07-02,1.23893
2021-07-05,1.12094
2021-07-06,1.29793
2021-07-07,1.23893
2021-07-08,2.00589
2021-07-09,0.94395
2021-07-12,1.00294
2021-07-13,1.00294
2021-07-14,1.35693
2021-07-15,1.76991
2021-07-16,0.53097
2021-07-19,1.00294
2021-07-20,1.8289
2021-07-21,1.65191
2021-07-22,1.29793
2021-07-23,1.00294
2021-07-26,1.23893
2021-07-27,1.53392
2021-07-28,1.06194
2021-07-29,1.29793
2021-07-30,1.17994
2021-07-31,0.29498
2021-08-02,0.88495
2021-08-03,1.06194
2021-08-04,1.00294
2021-08-05,1.17994
2021-08-06,0.82595
2021-08-09,0.41297
2021-08-10,1.12094
2021-08-11,1.12094
2021-08-12,0.53097
2021-08-13,0.88495
2021-08-17,1.06194
2021-08-18,1.71091
2021-08-19,1.35693
2021-08-20,0.29498
2021-08-23,1.41592
2021-08-24,1.35693
2021-08-25,1.53392
2021-08-26,2.24188
2021-08-27,0.88495
2021-08-29,0.29498
2021-08-30,1.41592
2021-08-31,1.23893
2021-09-01,1.12094
2021-09-02,1.41592
2021-09-03,1.65191
2021-09-06,1.65191
2021-09-07,1.8879
2021-09-08,1.8289
2021-09-09,1.59292
2021-09-10,1.59292
2021-09-11,1.29793
2021-09-13,2.00589
2021-09-14,2.06489
2021-09-15,2.41887
2021-09-16,1.12094
2021-09-17,1.8879
2021-09-22,0.82595
2021-09-23,1.9469
2021-09-24,1.00294
2021-09-26,0.35398
2021-09-27,1.17994
2021-09-28,1.41592
2021-09-29,1.35693
2021-09-30,1.71091
2021-10-01,1.71091
2021-10-03,0.29498
2021-10-05,1.29793
2021-10-06,2.30088
2021-10-07,1.76991
2021-10-08,1.35693
2021-10-11,1.00294
2021-10-12,2.59587
2021-10-13,2.59587
2021-10-14,2.41887
2021-10-15,1.35693
2021-10-17,0.35398
2021-10-18,1.59292
2021-10-19,2.89085
2021-10-20,2.41887
2021-10-21,1.9469
2021-10-22,2.12389
2021-10-23,0.29498
2021-10-24,0.47197
2021-10-25,2.41887
2021-10-26,3.06784
2021-10-27,3.42182
2021-10-28,2.65486
2021-10-29,2.12389
2021-11-01,2.77286
2021-11-02,2.83185
2021-11-03,3.77581
2021-11-04,2.53687
2021-11-05,2.18289
2021-11-06,0.64896
2021-11-07,0.29498
2021-11-08,2.53687
2021-11-09,3.18584
2021-11-10,2.94985
2021-11-11,2.41887
2021-11-12,2.53687
2021-11-15,3.12684
2021-11-16,3.77581
2021-11-17,4.18879
2021-11-18,2.47787
2021-11-19,2.41887
2021-11-20,0.29498
2021-11-22,3.30383
2021-11-23,2.53687
2021-11-24,4.18879
2021-11-25,3.48082
2021-11-26,2.89085
2021-11-28,0.53097
2021-11-29,3.77581
2021-11-30,4.01179
2021-12-01,5.07374
2021-12-02,3.9528
2021-12-03,3.71681
2021-12-05,0.35398
2021-12-06,5.07374
2021-12-07,4.66076
2021-12-08,5.13274
2021-12-09,4.66076
2021-12-10,3.36283
2021-12-11,0.64896
2021-12-12,0.82595
2021-12-13,3.53982
2021-12-14,4.66076
2021-12-15,4.66076
2021-12-16,4.48377
2021-12-17,3.42182
2021-12-18,8.67256
2021-12-19,0.88495
2021-12-20,3.8348
2021-12-21,5.07374
2021-12-22,4.30678
2021-12-23,3.36283
2021-12-24,2.53687
2021-12-27,3.8348
2021-12-28,4.48377
2021-12-29,2.94985
2021-12-30,2.59587
2021-12-31,2.53687
2022-01-02,0.35398
2022-01-03,4.71976
2022-01-04,5.54572
2022-01-05,5.9587
2022-01-06,5.8407
2022-01-07,4.30678
2022-01-08,0.76696
2022-01-09,0.29498
2022-01-10,4.71976
2022-01-11,4.01179
2022-01-12,4.71976
2022-01-13,5.13274
2022-01-14,3.8938
2022-01-15,0.47197
2022-01-17,4.95575
2022-01-18,5.72271
2022-01-19,6.07669
2022-01-20,3.71681
2022-01-21,3.65781
2022-01-22,0.88495
2022-01-24,3.8938
2022-01-25,5.07374
2022-01-26,5.60471
2022-01-27,5.36873
2022-01-28,3.00884
2022-01-29,0.53097
2022-01-30,0.29498
2022-01-31,0.29498
2022-02-02,1.12094
2022-02-03,3.53982
2022-02-04,4.01179
2022-02-05,0.76696
2022-02-06,1.12094
2022-02-07,5.78171
2022-02-08,5.07374
2022-02-09,4.89675
2022-02-10,4.89675
2022-02-11,3.00884
2022-02-12,0.29498
2022-02-14,4.42477
2022-02-15,6.01769
2022-02-16,6.07669
2022-02-17,4.83775
2022-02-18,4.24778
2022-02-19,0.35398
2022-02-20,0.41297
2022-02-21,5.13274
2022-02-22,4.42477
2022-02-23,5.42772
2022-02-24,4.18879
2022-02-25,3.8348
2022-02-27,0.29498
2022-02-28,3.24483
2022-03-01,1.12094
2022-03-02,3.48082
2022-03-03,4.95575
2022-03-04,4.95575
2022-03-05,0.41297
2022-03-06,0.41297
2022-03-07,4.18879
2022-03-08,3.42182
2022-03-09,0.29498
2022-03-10,4.18879
2022-03-11,4.66076
2022-03-12,1.12094
2022-03-13,0.70796
2022-03-14,4.30678
2022-03-15,4.60176
2022-03-16,4.83775
2022-03-17,4.83775
2022-03-18,4.66076
2022-03-20,1.00294
2022-03-21,4.54277
2022-03-22,4.89675
2022-03-23,5.8407
2022-03-24,4.83775
2022-03-25,3.24483
2022-03-27,0.35398
2022-03-28,4.95575
2022-03-29,4.42477
2022-03-30,4.77876
2022-03-31,4.83775
2022-04-01,3.53982
2022-04-02,0.29498
2022-04-03,1.00294
2022-04-04,4.71976
2022-04-05,3.8938
2022-04-06,5.13274
2022-04-07,4.95575
2022-04-08,3.53982
2022-04-09,0.94395
2022-04-10,0.41297
2022-04-11,4.12979
2022-04-12,3.77581
2022-04-13,5.78171
2022-04-14,5.30973
2022-04-15,3.48082
2022-04-16,0.35398
2022-04-17,1.00294
2022-04-18,5.72271
2022-04-19,4.07079
2022-04-20,4.30678
2022-04-21,5.13274
2022-04-22,3.30383
2022-04-23,0.29498
2022-04-24,0.41297
2022-04-25,5.9587
2022-04-26,5.78171
2022-04-27,5.30973
2022-04-28,5.60471
2022-04-29,4.18879
2022-04-30,0.35398
2022-05-01,0.35398
2022-05-02,3.59882
2022-05-03,4.42477
2022-05-04,4.12979
2022-05-05,0.29498
2022-05-06,2.12389
2022-05-07,0.70796
2022-05-09,4.83775
2022-05-10,4.89675
2022-05-11,4.36578
2022-05-12,5.42772
2022-05-13,3.42182
2022-05-14,0.29498
2022-05-16,4.18879
2022-05-17,3.36283
2022-05-18,4.07079
2022-05-19,4.30678
2022-05-20,3.06784
2022-05-22,0.53097
2022-05-23,3.8938
2022-05-24,4.30678
2022-05-25,3.71681
2022-05-26,4.24778
2022-05-27,2.47787
2022-05-30,3.8348
2022-05-31,3.59882
2022-06-01,1.00294
2022-06-02,4.83775
2022-06-03,3.65781
2022-06-04,0.76696
2022-06-05,0.35398
2022-06-06,0.70796
2022-06-07,5.01474
2022-06-08,4.36578
2022-06-09,3.9528
2022-06-10,4.36578
2022-06-11,0.47197
2022-06-12,0.47197
2022-06-13,5.19174
2022-06-14,4.66076
2022-06-15,5.60471
2022-06-16,5.42772
2022-06-17,6.60766
2022-06-18,0.76696
2022-06-19,0.35398
2022-06-20,5.13274
2022-06-21,4.24778
2022-06-22,5.42772
2022-06-23,3.8938
2022-06-24,3.48082
2022-06-25,0.94395
2022-06-26,0.29498
2022-06-27,4.89675
2022-06-28,5.60471
2022-06-29,4.18879
2022-06-30,3.71681
2022-07-01,4.01179
2022-07-02,0.82595
2022-07-03,0.88495
2022-07-04,3.65781
2022-07-05,4.66076
2022-07-06,4.01179
2022-07-07,3.8348
2022-07-08,3.65781
2022-07-09,0.29498
2022-07-10,0.70796
2022-07-11,3.18584
2022-07-12,3.9528
2022-07-13,6.37168
2022-07-14,4.89675
2022-07-15,4.60176
2022-07-17,0.58997
2022-07-18,4.83775
2022-07-19,6.13569
2022-07-20,3.36283
2022-07-21,4.83775
2022-07-22,4.30678
2022-07-25,4.01179
2022-07-26,4.83775
2022-07-27,4.36578
2022-07-28,5.66371
2022-07-29,4.12979
2022-07-30,0.29498
2022-08-01,3.24483
2022-08-02,4.07079
2022-08-03,5.48672
2022-08-04,4.60176
2022-08-05,3.59882
2022-08-06,0.76696
2022-08-07,0.29498
2022-08-08,4.95575
2022-08-09,4.01179
2022-08-10,4.95575
2022-08-11,4.83775
2022-08-12,2.59587
2022-08-16,4.36578
2022-08-17,4.77876
2022-08-18,3.9528
2022-08-19,3.8938
2022-08-20,0.29498
2022-08-21,0.29498
2022-08-22,3.12684
2022-08-23,6.54867
2022-08-24,6.84365
2022-08-25,5.36873
2022-08-26,3.00884
2022-08-27,0.53097
2022-08-28,0.76696
2022-08-29,4.42477
2022-08-30,5.07374
2022-08-31,4.42477
2022-09-01,4.07079
2022-09-02,4.36578
2022-09-03,1.29793
2022-09-04,0.47197
2022-09-05,4.18879
2022-09-06,5.72271
2022-09-07,5.01474
2022-09-08,2.77286
2022-09-09,0.47197
2022-09-10,0.29498
2022-09-11,0.35398
2022-09-12,0.64896
2022-09-13,5.36873
2022-09-14,4.89675
2022-09-15,4.36578
2022-09-16,4.83775
2022-09-18,1.00294
2022-09-19,6.25368
2022-09-20,5.72271
2022-09-21,4.71976
2022-09-22,5.19174
2022-09-23,5.07374
2022-09-25,0.41297
2022-09-26,5.01474
2022-09-27,5.07374
2022-09-28,4.01179
2022-09-29,4.36578
2022-09-30,5.13274
2022-10-01,0.35398
2022-10-02,0.35398
2022-10-03,1.35693
2022-10-04,5.48672
2022-10-05,5.48672
2022-10-06,4.71976
2022-10-07,4.01179
2022-10-08,0.35398
2022-10-09,0.41297
2022-10-10,0.88495
2022-10-11,5.36873
2022-10-12,4.95575
2022-10-13,4.71976
2022-10-14,3.53982
2022-10-15,0.82595
2022-10-16,0.58997
2022-10-17,4.42477
2022-10-18,5.01474
2022-10-19,5.9587
2022-10-20,5.42772
2022-10-21,3.00884
2022-10-22,1.06194
2022-10-23,0.64896
2022-10-24,4.95575
2022-10-25,5.13274
2022-10-26,5.60471
2022-10-27,5.30973
2022-10-28,4.30678
2022-10-29,0.35398
2022-10-30,1.23893
2022-10-31,3.9528
2022-11-01,5.13274
2022-11-02,4.66076
2022-11-03,5.54572
2022-11-04,4.42477
2022-11-05,0.82595
2022-11-06,1.35693
2022-11-07,5.54572
2022-11-08,5.19174
2022-11-09,4.71976
2022-11-10,3.77581
2022-11-11,3.59882
2022-11-12,0.41297
2022-11-13,1.41592
2022-11-14,3.77581
2022-11-15,5.36873
2022-11-16,4.36578
2022-11-17,3.8348
2022-11-18,3.24483
2022-11-19,1.35693
2022-11-20,0.35398
2022-11-21,4.12979
2022-11-22,4.54277
2022-11-23,4.18879
2022-11-24,5.25073
2022-11-25,4.12979
2022-11-26,0.29498
2022-11-28,4.18879
2022-11-29,3.12684
2022-11-30,3.48082
2022-12-01,3.18584
2022-12-02,3.06784
2022-12-03,0.53097
2022-12-04,0.58997
2022-12-05,3.71681
2022-12-06,3.71681
2022-12-07,3.30383
2022-12-08,3.8348
2022-12-09,3.30383
2022-12-10,1.06194
2022-12-11,0.29498
2022-12-12,3.53982
2022-12-13,5.01474
2022-12-14,4.89675
2022-12-15,3.8938
2022-12-16,3.12684
2022-12-19,3.24483
2022-12-20,3.00884
2022-12-21,3.9528
2022-12-22,3.30383
2022-12-23,2.35988
2022-12-24,0.29498
2022-12-26,2.47787
2022-12-27,2.41887
2022-12-28,3.36283
2022-12-29,2.12389
2022-12-30,1.35693
2022-12-31,0.41297
2023-01-01,0.35398
2023-01-02,3.8348
2023-01-03,4.60176
2023-01-04,5.01474
2023-01-05,4.30678
2023-01-06,3.77581
2023-01-08,0.58997
2023-01-09,5.13274
2023-01-10,5.36873
2023-01-11,4.66076
2023-01-12,4.18879
2023-01-13,4.30678
2023-01-14,0.53097
2023-01-15,1.06194
2023-01-16,3.42182
2023-01-17,5.30973
2023-01-18,3.65781
2023-01-19,4.54277
2023-01-20,2.71386
2023-01-21,0.70796
2023-01-23,0.41297
2023-01-24,0.76696
2023-01-25,4.48377
2023-01-26,4.95575
2023-01-27,3.30383
2023-01-28,0.35398
2023-01-29,0.58997
2023-01-30,5.30973
2023-01-31,4.77876
2023-02-01,4.54277
2023-02-02,5.54572
2023-02-03,4.54277
2023-02-04,1.06194
2023-02-05,0.41297
2023-02-06,4.71976
2023-02-07,6.54867
2023-02-08,4.54277
2023-02-09,7.19764
2023-02-10,4.48377
2023-02-11,0.94395
2023-02-12,1.35693
2023-02-13,5.36873
2023-02-14,6.01769
2023-02-15,7.13864
2023-02-16,5.66371
2023-02-17,6.07669
2023-02-18,1.00294
2023-02-19,0.88495
2023-02-20,6.72566
2023-02-21,7.25663
2023-02-22,6.25368
2023-02-23,7.43362
2023-02-24,4.30678
2023-02-25,1.06194
2023-02-26,0.41297
2023-02-27,5.36873
2023-02-28,5.54572
2023-03-01,1.17994
2023-03-02,6.60766
2023-03-03,5.54572
2023-03-04,0.94395
2023-03-05,1.41592
2023-03-06,7.25663
2023-03-07,5.42772
2023-03-08,6.54867
2023-03-09,7.07964
2023-03-10,6.66666
2023-03-11,0.29498
2023-03-12,0.94395
2023-03-13,11.15044
2023-03-14,7.37463
2023-03-15,9.8525
2023-03-16,6.90265
2023-03-17,6.25368
2023-03-18,0.82595
2023-03-19,1.8289
2023-03-20,8.20058
2023-03-21,7.8466
2023-03-22,20.76696
2023-03-23,7.37463
2023-03-24,5.36873
2023-03-25,2.71386
2023-03-26,1.41592
2023-03-27,5.13274
2023-03-28,5.8997
2023-03-29,6.66666
2023-03-30,5.19174
2023-03-31,3.00884
2023-04-01,0.64896
2023-04-02,0.41297
2023-04-03,5.72271
2023-04-04,12.92035
2023-04-05,9.32153
2023-04-06,6.90265
2023-04-07,4.42477
2023-04-08,1.8289
2023-04-09,1.47492
2023-04-10,4.66076
2023-04-11,6.96165
2023-04-12,4.95575
2023-04-13,5.42772
2023-04-14,5.72271
2023-04-15,0.82595
2023-04-16,0.53097
2023-04-17,6.37168
2023-04-18,7.31563
2023-04-19,5.8407
2023-04-20,6.07669
2023-04-21,6.01769
2023-04-22,1.41592
2023-04-23,1.53392
2023-04-24,6.37168
2023-04-25,7.66961
2023-04-26,7.07964
2023-04-27,12.03539
2023-04-28,5.19174
2023-04-29,2.18289
2023-04-30,0.88495
2023-05-01,1.76991
2023-05-02,6.01769
2023-05-03,9.14454
2023-05-04,9.79351
2023-05-05,1.71091
2023-05-06,1.8289
2023-05-07,1.17994
2023-05-08,8.14159
2023-05-09,9.08554
2023-05-10,9.8525
2023-05-11,8.67256
2023-05-12,5.42772
2023-05-13,2.00589
2023-05-14,1.59292
2023-05-15,7.31563
2023-05-16,8.49557
2023-05-17,8.08259
2023-05-18,7.19764
2023-05-19,7.02064
2023-05-20,1.29793
2023-05-21,1.59292
2023-05-22,5.36873
2023-05-23,6.78466
2023-05-24,7.07964
2023-05-25,5.36873
2023-05-26,5.13274
2023-05-27,1.12094
2023-05-28,0.35398
2023-05-29,1.8879
2023-05-30,4.77876
2023-05-31,5.42772
2023-06-01,5.13274
2023-06-02,5.8997
2023-06-03,1.76991
2023-06-04,1.47492
2023-06-05,4.60176
2023-06-06,1.41592
2023-06-07,6.72566
2023-06-08,7.78761
2023-06-09,6.19469
2023-06-10,1.29793
2023-06-11,0.88495
2023-06-12,6.54867
2023-06-13,5.42772
2023-06-14,5.01474
2023-06-15,6.01769
2023-06-16,5.72271
2023-06-17,1.35693
2023-06-18,1.06194
2023-06-19,5.36873
2023-06-20,6.37168
2023-06-21,8.02359
2023-06-22,5.8407
2023-06-23,4.77876
2023-06-24,1.00294
2023-06-25,1.00294
2023-06-26,4.95575
2023-06-27,100.0
2023-06-28,66.66666
2023-06-29,32.38938
2023-06-30,26.78466
2023-07-01,22.41887
2023-07-02,20.70796
2023-07-03,23.77581
2023-07-04,24.83775
2023-07-05,17.52212
2023-07-06,14.45427
2023-07-07,15.39823
2023-07-08,12.09439
2023-07-09,11.26843
2023-07-10,18.87905
2023-07-11,20.29498
2023-07-12,20.11799
2023-07-13,18.52507
2023-07-14,15.16224
2023-07-15,10.20648
2023-07-16,10.02949
2023-07-17,16.22418
2023-07-18,15.10324
2023-07-19,15.75221
2023-07-20,13.74631
2023-07-21,12.56637
2023-07-22,7.02064
2023-07-23,6.90265
2023-07-24,34.33628
2023-07-25,19.58702
2023-07-26,15.8112
2023-07-27,14.57227
2023-07-28,13.09734
2023-07-29,10.67846
2023-07-30,16.75516
2023-07-31,36.51917
2023-08-01,37.58112
2023-08-02,40.53097
2023-08-03,39.05604
2023-08-04,32.68436
2023-08-05,22.00589
2023-08-06,21.41592
2023-08-07,23.18584
2023-08-08,21.23893
2023-08-09,20.41297
2023-08-10,16.81415
2023-08-11,12.92035
2023-08-12,8.43657
2023-08-13,11.09144
2023-08-14,12.56637
2023-08-15,12.03539
2023-08-16,30.61946
2023-08-17,21.71091
2023-08-18,18.05309
2023-08-19,14.39528
2023-08-20,12.92035
2023-08-21,14.74926
2023-08-22,16.46017
2023-08-23,30.85545
2023-08-24,18.52507
2023-08-25,11.62241
2023-08-26,9.61651
2023-08-27,9.61651
2023-08-28,15.51622
2023-08-29,27.07964
2023-08-30,32.50737
2023-08-31,30.08849
2023-09-01,20.0
2023-09-02,12.27138
2023-09-03,14.45427
2023-09-04,17.10914
2023-09-05,17.28613
2023-09-06,16.69616
2023-09-07,16.22418
2023-09-08,14.15929
2023-09-09,12.97935
2023-09-10,13.33333
2023-09-11,17.8171
2023-09-12,30.91445
2023-09-13,24.30678
2023-09-14,22.12389
2023-09-15,15.63421
2023-09-16,9.55752
2023-09-17,12.27138
2023-09-18,16.28318
2023-09-19,16.10619
2023-09-20,14.21828
2023-09-21,10.79646
2023-09-22,11.56342
2023-09-23,5.8997
2023-09-24,6.13569
2023-09-25,16.34218
2023-09-26,13.9233
2023-09-27,15.39823
2023-09-28,9.14454
2023-09-29,7.9056
2023-09-30,8.20058
2023-10-01,6.01769
2023-10-02,5.8997
2023-10-03,9.02654
2023-10-04,18.93805
2023-10-05,16.16519
2023-10-06,11.38643
2023-10-07,6.37168
2023-10-08,7.55162
2023-10-09,8.90855
2023-10-10,12.56637
2023-10-11,11.56342
2023-10-12,10.56047
2023-10-13,11.50442
2023-10-14,5.42772
2023-10-15,7.49262
2023-10-16,9.61651
2023-10-17,13.45132
2023-10-18,15.04424
2023-10-19,18.70206
2023-10-20,16.75516
2023-10-21,26.72566
2023-10-22,21.41592
2023-10-23,23.59882
2023-10-24,31.56342
2023-10-25,21.59292
2023-10-26,16.40117
2023-10-27,14.15929
2023-10-28,7.07964
2023-10-29,8.25958
2023-10-30,12.62536
2023-10-31,19.58702
2023-11-01,12.62536
2023-11-02,11.20943
2023-11-03,11.62241
2023-11-04,10.91445
2023-11-05,11.68141
2023-11-06,15.57522
2023-11-07,13.39233
2023-11-08,13.45132
2023-11-09,10.61946
2023-11-10,12.44837
2023-11-11,5.60471
2023-11-12,5.60471
2023-11-13,15.28023
2023-11-14,16.57817
2023-11-15,17.64011
2023-11-16,15.16224
2023-11-17,11.9174
2023-11-18,5.30973
2023-11-19,6.37168
2023-11-20,9.79351
2023-11-21,9.73451
2023-11-22,11.09144
2023-11-23,10.02949
2023-11-24,7.55162
2023-11-25,4.66076
2023-11-26,3.30383
2023-11-27,8.25958
2023-11-28,9.08554
2023-11-29,9.08554
2023-11-30,9.14454
2023-12-01,8.43657
2023-12-02,4.07079
2023-12-03,11.38643
2023-12-04,13.51032
2023-12-05,11.38643
2023-12-06,10.08849
2023-12-07,19.882
2023-12-08,24.30678
2023-12-09,9.73451
2023-12-10,8.49557
2023-12-11,24.30678
2023-12-12,21.71091
2023-12-13,17.75811
2023-12-14,15.51622
2023-12-15,11.50442
2023-12-16,5.78171
2023-12-17,6.48967
2023-12-18,8.96755
2023-12-19,8.84955
2023-12-20,9.20353
2023-12-21,8.08259
2023-12-22,6.90265
