date,데이터분석
2020-08-02,24.8387
2020-08-03,53.87096
2020-08-04,50.96774
2020-08-05,50.96774
2020-08-06,37.09677
2020-08-07,40.0
2020-08-08,24.8387
2020-08-09,27.74193
2020-08-10,51.29032
2020-08-11,48.38709
2020-08-12,49.67741
2020-08-13,44.8387
2020-08-14,38.70967
2020-08-15,20.64516
2020-08-16,24.8387
2020-08-17,30.32258
2020-08-18,42.25806
2020-08-19,46.45161
2020-08-20,47.41935
2020-08-21,42.25806
2020-08-22,23.54838
2020-08-23,34.19354
2020-08-24,54.51612
2020-08-25,47.09677
2020-08-26,51.6129
2020-08-27,48.70967
2020-08-28,45.16129
2020-08-29,33.2258
2020-08-30,34.8387
2020-08-31,57.41935
2020-09-01,58.38709
2020-09-02,54.8387
2020-09-03,43.2258
2020-09-04,42.90322
2020-09-05,35.48387
2020-09-06,34.51612
2020-09-07,62.58064
2020-09-08,65.80645
2020-09-09,56.12903
2020-09-10,64.19354
2020-09-11,46.45161
2020-09-12,36.45161
2020-09-13,47.41935
2020-09-14,63.2258
2020-09-15,60.0
2020-09-16,54.19354
2020-09-17,51.6129
2020-09-18,36.77419
2020-09-19,34.19354
2020-09-20,33.87096
2020-09-21,50.96774
2020-09-22,55.16129
2020-09-23,57.09677
2020-09-24,57.41935
2020-09-25,43.54838
2020-09-26,27.41935
2020-09-27,34.8387
2020-09-28,51.29032
2020-09-29,53.54838
2020-09-30,26.12903
2020-10-01,17.74193
2020-10-02,29.67741
2020-10-03,30.0
2020-10-04,38.38709
2020-10-05,70.32258
2020-10-06,50.96774
2020-10-07,53.54838
2020-10-08,43.2258
2020-10-09,26.45161
2020-10-10,33.54838
2020-10-11,42.25806
2020-10-12,57.09677
2020-10-13,50.0
2020-10-14,51.93548
2020-10-15,51.6129
2020-10-16,45.16129
2020-10-17,36.45161
2020-10-18,39.03225
2020-10-19,58.06451
2020-10-20,55.80645
2020-10-21,57.41935
2020-10-22,54.19354
2020-10-23,33.2258
2020-10-24,32.90322
2020-10-25,32.90322
2020-10-26,57.41935
2020-10-27,53.2258
2020-10-28,51.29032
2020-10-29,48.38709
2020-10-30,48.06451
2020-10-31,23.2258
2020-11-01,29.67741
2020-11-02,57.09677
2020-11-03,51.93548
2020-11-04,59.03225
2020-11-05,42.25806
2020-11-06,48.38709
2020-11-07,26.77419
2020-11-08,38.38709
2020-11-09,48.38709
2020-11-10,50.0
2020-11-11,54.19354
2020-11-12,47.74193
2020-11-13,52.90322
2020-11-14,34.8387
2020-11-15,40.0
2020-11-16,53.54838
2020-11-17,60.64516
2020-11-18,63.2258
2020-11-19,66.12903
2020-11-20,47.41935
2020-11-21,32.58064
2020-11-22,48.70967
2020-11-23,81.93548
2020-11-24,61.29032
2020-11-25,66.77419
2020-11-26,57.74193
2020-11-27,59.67741
2020-11-28,26.77419
2020-11-29,41.93548
2020-11-30,54.51612
2020-12-01,57.74193
2020-12-02,49.67741
2020-12-03,61.6129
2020-12-04,37.41935
2020-12-05,37.41935
2020-12-06,42.25806
2020-12-07,56.77419
2020-12-08,57.74193
2020-12-09,55.48387
2020-12-10,52.90322
2020-12-11,49.67741
2020-12-12,24.19354
2020-12-13,38.38709
2020-12-14,46.77419
2020-12-15,54.51612
2020-12-16,56.77419
2020-12-17,60.96774
2020-12-18,51.93548
2020-12-19,33.2258
2020-12-20,44.51612
2020-12-21,60.0
2020-12-22,63.54838
2020-12-23,49.35483
2020-12-24,41.93548
2020-12-25,23.54838
2020-12-26,32.90322
2020-12-27,41.29032
2020-12-28,58.70967
2020-12-29,46.12903
2020-12-30,43.87096
2020-12-31,35.16129
2021-01-01,34.19354
2021-01-02,38.70967
2021-01-03,35.16129
2021-01-04,55.80645
2021-01-05,55.16129
2021-01-06,56.12903
2021-01-07,56.77419
2021-01-08,42.90322
2021-01-09,33.2258
2021-01-10,31.29032
2021-01-11,41.93548
2021-01-12,44.51612
2021-01-13,50.96774
2021-01-14,54.19354
2021-01-15,41.6129
2021-01-16,28.38709
2021-01-17,28.70967
2021-01-18,41.6129
2021-01-19,48.70967
2021-01-20,43.54838
2021-01-21,50.64516
2021-01-22,43.2258
2021-01-23,31.93548
2021-01-24,30.32258
2021-01-25,43.87096
2021-01-26,51.29032
2021-01-27,61.29032
2021-01-28,46.12903
2021-01-29,40.0
2021-01-30,26.12903
2021-01-31,42.58064
2021-02-01,42.25806
2021-02-02,50.96774
2021-02-03,41.29032
2021-02-04,53.87096
2021-02-05,48.38709
2021-02-06,22.58064
2021-02-07,30.96774
2021-02-08,50.32258
2021-02-09,51.29032
2021-02-10,44.19354
2021-02-11,24.51612
2021-02-12,20.0
2021-02-13,26.12903
2021-02-14,36.12903
2021-02-15,51.6129
2021-02-16,72.90322
2021-02-17,59.35483
2021-02-18,53.87096
2021-02-19,45.16129
2021-02-20,28.38709
2021-02-21,39.67741
2021-02-22,68.38709
2021-02-23,67.09677
2021-02-24,54.8387
2021-02-25,66.77419
2021-02-26,53.54838
2021-02-27,30.96774
2021-02-28,32.58064
2021-03-01,39.35483
2021-03-02,69.67741
2021-03-03,70.64516
2021-03-04,59.35483
2021-03-05,53.87096
2021-03-06,30.32258
2021-03-07,37.74193
2021-03-08,63.2258
2021-03-09,67.09677
2021-03-10,57.41935
2021-03-11,66.12903
2021-03-12,54.51612
2021-03-13,33.2258
2021-03-14,34.19354
2021-03-15,68.38709
2021-03-16,54.19354
2021-03-17,55.48387
2021-03-18,50.32258
2021-03-19,44.8387
2021-03-20,33.2258
2021-03-21,40.96774
2021-03-22,61.6129
2021-03-23,56.12903
2021-03-24,51.93548
2021-03-25,54.51612
2021-03-26,42.90322
2021-03-27,32.90322
2021-03-28,32.25806
2021-03-29,57.09677
2021-03-30,55.16129
2021-03-31,51.93548
2021-04-01,47.41935
2021-04-02,55.80645
2021-04-03,30.64516
2021-04-04,35.80645
2021-04-05,51.93548
2021-04-06,54.51612
2021-04-07,64.51612
2021-04-08,54.51612
2021-04-09,61.93548
2021-04-10,31.6129
2021-04-11,41.93548
2021-04-12,54.51612
2021-04-13,49.35483
2021-04-14,49.35483
2021-04-15,54.51612
2021-04-16,49.35483
2021-04-17,32.25806
2021-04-18,38.38709
2021-04-19,63.87096
2021-04-20,54.51612
2021-04-21,47.41935
2021-04-22,52.58064
2021-04-23,40.0
2021-04-24,30.64516
2021-04-25,36.45161
2021-04-26,61.93548
2021-04-27,60.0
2021-04-28,56.45161
2021-04-29,61.93548
2021-04-30,47.74193
2021-05-01,34.51612
2021-05-02,41.29032
2021-05-03,63.2258
2021-05-04,49.35483
2021-05-05,35.16129
2021-05-06,49.03225
2021-05-07,46.12903
2021-05-08,33.54838
2021-05-09,33.54838
2021-05-10,72.25806
2021-05-11,56.77419
2021-05-12,55.80645
2021-05-13,47.09677
2021-05-14,56.45161
2021-05-15,31.29032
2021-05-16,37.41935
2021-05-17,55.16129
2021-05-18,52.25806
2021-05-19,41.93548
2021-05-20,61.29032
2021-05-21,59.67741
2021-05-22,37.41935
2021-05-23,37.41935
2021-05-24,69.35483
2021-05-25,59.03225
2021-05-26,59.67741
2021-05-27,50.0
2021-05-28,52.90322
2021-05-29,30.0
2021-05-30,38.70967
2021-05-31,63.54838
2021-06-01,50.96774
2021-06-02,50.64516
2021-06-03,52.58064
2021-06-04,56.45161
2021-06-05,36.77419
2021-06-06,41.29032
2021-06-07,56.77419
2021-06-08,54.19354
2021-06-09,46.77419
2021-06-10,65.80645
2021-06-11,53.2258
2021-06-12,37.09677
2021-06-13,47.41935
2021-06-14,66.45161
2021-06-15,59.35483
2021-06-16,56.77419
2021-06-17,55.48387
2021-06-18,57.41935
2021-06-19,33.54838
2021-06-20,40.96774
2021-06-21,60.64516
2021-06-22,61.6129
2021-06-23,64.51612
2021-06-24,63.2258
2021-06-25,48.06451
2021-06-26,35.80645
2021-06-27,34.19354
2021-06-28,52.25806
2021-06-29,51.29032
2021-06-30,57.41935
2021-07-01,56.77419
2021-07-02,45.16129
2021-07-03,29.03225
2021-07-04,35.48387
2021-07-05,71.29032
2021-07-06,60.64516
2021-07-07,54.8387
2021-07-08,54.19354
2021-07-09,54.8387
2021-07-10,31.6129
2021-07-11,38.06451
2021-07-12,60.64516
2021-07-13,53.87096
2021-07-14,55.48387
2021-07-15,60.0
2021-07-16,45.48387
2021-07-17,28.70967
2021-07-18,37.74193
2021-07-19,56.12903
2021-07-20,50.0
2021-07-21,40.32258
2021-07-22,57.09677
2021-07-23,46.77419
2021-07-24,27.41935
2021-07-25,35.16129
2021-07-26,48.38709
2021-07-27,46.12903
2021-07-28,53.2258
2021-07-29,48.70967
2021-07-30,41.6129
2021-07-31,30.0
2021-08-01,30.96774
2021-08-02,50.0
2021-08-03,56.45161
2021-08-04,49.35483
2021-08-05,53.87096
2021-08-06,43.2258
2021-08-07,30.64516
2021-08-08,36.45161
2021-08-09,54.8387
2021-08-10,50.0
2021-08-11,49.67741
2021-08-12,48.06451
2021-08-13,40.64516
2021-08-14,32.25806
2021-08-15,28.70967
2021-08-16,34.51612
2021-08-17,39.67741
2021-08-18,46.77419
2021-08-19,47.41935
2021-08-20,49.03225
2021-08-21,26.77419
2021-08-22,33.87096
2021-08-23,58.38709
2021-08-24,57.74193
2021-08-25,61.6129
2021-08-26,51.29032
2021-08-27,45.16129
2021-08-28,34.19354
2021-08-29,55.80645
2021-08-30,60.32258
2021-08-31,59.67741
2021-09-01,67.09677
2021-09-02,62.25806
2021-09-03,65.80645
2021-09-04,33.87096
2021-09-05,35.48387
2021-09-06,65.48387
2021-09-07,67.74193
2021-09-08,53.87096
2021-09-09,62.90322
2021-09-10,52.90322
2021-09-11,39.67741
2021-09-12,49.03225
2021-09-13,61.93548
2021-09-14,66.12903
2021-09-15,52.25806
2021-09-16,65.80645
2021-09-17,38.38709
2021-09-18,20.0
2021-09-19,24.51612
2021-09-20,18.70967
2021-09-21,25.16129
2021-09-22,34.19354
2021-09-23,52.90322
2021-09-24,53.2258
2021-09-25,32.58064
2021-09-26,39.03225
2021-09-27,52.90322
2021-09-28,62.58064
2021-09-29,55.80645
2021-09-30,50.32258
2021-10-01,49.35483
2021-10-02,28.38709
2021-10-03,29.03225
2021-10-04,33.87096
2021-10-05,49.35483
2021-10-06,45.48387
2021-10-07,50.96774
2021-10-08,37.74193
2021-10-09,26.45161
2021-10-10,30.64516
2021-10-11,37.09677
2021-10-12,54.19354
2021-10-13,50.0
2021-10-14,44.51612
2021-10-15,49.35483
2021-10-16,23.54838
2021-10-17,35.48387
2021-10-18,56.12903
2021-10-19,50.64516
2021-10-20,57.74193
2021-10-21,66.77419
2021-10-22,50.0
2021-10-23,30.0
2021-10-24,29.03225
2021-10-25,62.90322
2021-10-26,62.25806
2021-10-27,58.38709
2021-10-28,60.64516
2021-10-29,40.64516
2021-10-30,31.29032
2021-10-31,34.51612
2021-11-01,60.0
2021-11-02,53.54838
2021-11-03,57.09677
2021-11-04,50.96774
2021-11-05,49.35483
2021-11-06,46.45161
2021-11-07,31.29032
2021-11-08,61.6129
2021-11-09,55.80645
2021-11-10,54.8387
2021-11-11,56.45161
2021-11-12,50.32258
2021-11-13,36.45161
2021-11-14,41.6129
2021-11-15,55.80645
2021-11-16,64.8387
2021-11-17,60.0
2021-11-18,56.45161
2021-11-19,66.12903
2021-11-20,45.80645
2021-11-21,43.2258
2021-11-22,73.87096
2021-11-23,61.29032
2021-11-24,54.19354
2021-11-25,53.2258
2021-11-26,43.54838
2021-11-27,39.67741
2021-11-28,36.77419
2021-11-29,63.87096
2021-11-30,66.77419
2021-12-01,55.48387
2021-12-02,51.93548
2021-12-03,58.70967
2021-12-04,38.38709
2021-12-05,26.77419
2021-12-06,67.74193
2021-12-07,52.58064
2021-12-08,59.03225
2021-12-09,50.32258
2021-12-10,59.35483
2021-12-11,32.90322
2021-12-12,33.87096
2021-12-13,54.51612
2021-12-14,62.58064
2021-12-15,49.03225
2021-12-16,45.80645
2021-12-17,45.16129
2021-12-18,32.90322
2021-12-19,36.45161
2021-12-20,59.03225
2021-12-21,58.38709
2021-12-22,57.74193
2021-12-23,61.93548
2021-12-24,49.03225
2021-12-25,21.93548
2021-12-26,33.87096
2021-12-27,51.29032
2021-12-28,53.2258
2021-12-29,45.80645
2021-12-30,47.74193
2021-12-31,35.16129
2022-01-01,28.38709
2022-01-02,37.74193
2022-01-03,67.41935
2022-01-04,60.32258
2022-01-05,54.51612
2022-01-06,53.2258
2022-01-07,45.16129
2022-01-08,27.74193
2022-01-09,39.35483
2022-01-10,55.48387
2022-01-11,58.06451
2022-01-12,56.45161
2022-01-13,57.74193
2022-01-14,45.48387
2022-01-15,30.0
2022-01-16,35.16129
2022-01-17,61.6129
2022-01-18,60.96774
2022-01-19,59.03225
2022-01-20,59.35483
2022-01-21,51.6129
2022-01-22,22.58064
2022-01-23,34.19354
2022-01-24,68.38709
2022-01-25,59.35483
2022-01-26,54.8387
2022-01-27,54.19354
2022-01-28,50.32258
2022-01-29,38.06451
2022-01-30,26.12903
2022-01-31,30.32258
2022-02-01,31.6129
2022-02-02,35.16129
2022-02-03,55.48387
2022-02-04,53.54838
2022-02-05,36.12903
2022-02-06,41.29032
2022-02-07,51.6129
2022-02-08,52.25806
2022-02-09,47.41935
2022-02-10,52.58064
2022-02-11,44.19354
2022-02-12,34.51612
2022-02-13,36.12903
2022-02-14,59.35483
2022-02-15,52.90322
2022-02-16,51.29032
2022-02-17,47.74193
2022-02-18,52.25806
2022-02-19,33.54838
2022-02-20,34.8387
2022-02-21,55.48387
2022-02-22,58.38709
2022-02-23,54.8387
2022-02-24,55.16129
2022-02-25,48.70967
2022-02-26,38.70967
2022-02-27,38.70967
2022-02-28,50.32258
2022-03-01,43.87096
2022-03-02,64.19354
2022-03-03,64.19354
2022-03-04,55.80645
2022-03-05,38.06451
2022-03-06,49.35483
2022-03-07,58.06451
2022-03-08,67.09677
2022-03-09,39.35483
2022-03-10,60.64516
2022-03-11,60.0
2022-03-12,44.8387
2022-03-13,54.51612
2022-03-14,69.67741
2022-03-15,78.38709
2022-03-16,69.67741
2022-03-17,64.51612
2022-03-18,63.87096
2022-03-19,42.90322
2022-03-20,50.0
2022-03-21,87.09677
2022-03-22,74.8387
2022-03-23,56.45161
2022-03-24,64.19354
2022-03-25,62.58064
2022-03-26,34.19354
2022-03-27,43.2258
2022-03-28,72.90322
2022-03-29,69.35483
2022-03-30,64.51612
2022-03-31,62.58064
2022-04-01,54.51612
2022-04-02,40.0
2022-04-03,40.0
2022-04-04,57.74193
2022-04-05,70.64516
2022-04-06,48.38709
2022-04-07,55.16129
2022-04-08,47.74193
2022-04-09,36.45161
2022-04-10,39.03225
2022-04-11,70.0
2022-04-12,61.6129
2022-04-13,69.03225
2022-04-14,66.45161
2022-04-15,65.16129
2022-04-16,33.2258
2022-04-17,34.51612
2022-04-18,62.58064
2022-04-19,60.0
2022-04-20,66.45161
2022-04-21,60.0
2022-04-22,51.93548
2022-04-23,35.80645
2022-04-24,35.48387
2022-04-25,80.0
2022-04-26,96.77419
2022-04-27,69.03225
2022-04-28,61.29032
2022-04-29,61.93548
2022-04-30,38.38709
2022-05-01,48.06451
2022-05-02,74.51612
2022-05-03,61.29032
2022-05-04,48.70967
2022-05-05,33.87096
2022-05-06,44.51612
2022-05-07,29.03225
2022-05-08,36.77419
2022-05-09,73.54838
2022-05-10,72.90322
2022-05-11,64.51612
2022-05-12,60.64516
2022-05-13,56.12903
2022-05-14,33.54838
2022-05-15,37.09677
2022-05-16,70.64516
2022-05-17,72.25806
2022-05-18,67.41935
2022-05-19,74.8387
2022-05-20,59.67741
2022-05-21,39.35483
2022-05-22,36.12903
2022-05-23,57.74193
2022-05-24,60.96774
2022-05-25,72.25806
2022-05-26,75.80645
2022-05-27,53.2258
2022-05-28,36.77419
2022-05-29,40.96774
2022-05-30,64.19354
2022-05-31,63.2258
2022-06-01,44.19354
2022-06-02,66.12903
2022-06-03,50.64516
2022-06-04,30.0
2022-06-05,32.90322
2022-06-06,49.03225
2022-06-07,66.12903
2022-06-08,71.6129
2022-06-09,66.77419
2022-06-10,79.67741
2022-06-11,40.0
2022-06-12,46.77419
2022-06-13,69.35483
2022-06-14,62.58064
2022-06-15,75.16129
2022-06-16,62.25806
2022-06-17,71.6129
2022-06-18,33.87096
2022-06-19,35.48387
2022-06-20,72.58064
2022-06-21,69.67741
2022-06-22,59.35483
2022-06-23,70.32258
2022-06-24,54.51612
2022-06-25,32.25806
2022-06-26,34.8387
2022-06-27,50.0
2022-06-28,70.0
2022-06-29,60.32258
2022-06-30,57.09677
2022-07-01,53.2258
2022-07-02,33.87096
2022-07-03,27.41935
2022-07-04,65.16129
2022-07-05,67.74193
2022-07-06,60.64516
2022-07-07,58.38709
2022-07-08,52.25806
2022-07-09,24.51612
2022-07-10,33.2258
2022-07-11,68.38709
2022-07-12,60.96774
2022-07-13,70.0
2022-07-14,72.58064
2022-07-15,47.41935
2022-07-16,28.70967
2022-07-17,33.54838
2022-07-18,52.58064
2022-07-19,56.45161
2022-07-20,57.41935
2022-07-21,55.48387
2022-07-22,51.93548
2022-07-23,28.06451
2022-07-24,37.74193
2022-07-25,47.09677
2022-07-26,55.16129
2022-07-27,54.51612
2022-07-28,58.70967
2022-07-29,48.06451
2022-07-30,30.64516
2022-07-31,30.0
2022-08-01,76.12903
2022-08-02,56.77419
2022-08-03,48.70967
2022-08-04,58.06451
2022-08-05,52.25806
2022-08-06,33.87096
2022-08-07,34.51612
2022-08-08,59.03225
2022-08-09,57.09677
2022-08-10,55.80645
2022-08-11,51.29032
2022-08-12,47.09677
2022-08-13,25.16129
2022-08-14,31.6129
2022-08-15,35.16129
2022-08-16,59.03225
2022-08-17,57.74193
2022-08-18,46.77419
2022-08-19,40.0
2022-08-20,31.6129
2022-08-21,41.6129
2022-08-22,64.19354
2022-08-23,70.64516
2022-08-24,59.03225
2022-08-25,62.25806
2022-08-26,48.38709
2022-08-27,37.09677
2022-08-28,48.70967
2022-08-29,66.77419
2022-08-30,57.09677
2022-08-31,50.0
2022-09-01,60.32258
2022-09-02,55.80645
2022-09-03,27.41935
2022-09-04,31.6129
2022-09-05,58.38709
2022-09-06,62.90322
2022-09-07,57.09677
2022-09-08,46.12903
2022-09-09,31.93548
2022-09-10,25.80645
2022-09-11,38.38709
2022-09-12,42.25806
2022-09-13,73.2258
2022-09-14,70.0
2022-09-15,74.8387
2022-09-16,68.38709
2022-09-17,36.45161
2022-09-18,44.19354
2022-09-19,51.6129
2022-09-20,64.19354
2022-09-21,58.06451
2022-09-22,59.03225
2022-09-23,60.32258
2022-09-24,35.80645
2022-09-25,34.51612
2022-09-26,65.16129
2022-09-27,64.19354
2022-09-28,66.77419
2022-09-29,66.12903
2022-09-30,44.51612
2022-10-01,32.58064
2022-10-02,30.96774
2022-10-03,38.38709
2022-10-04,66.77419
2022-10-05,57.74193
2022-10-06,65.16129
2022-10-07,47.09677
2022-10-08,33.87096
2022-10-09,31.6129
2022-10-10,39.35483
2022-10-11,55.16129
2022-10-12,55.16129
2022-10-13,55.48387
2022-10-14,55.16129
2022-10-15,36.77419
2022-10-16,32.58064
2022-10-17,49.03225
2022-10-18,73.54838
2022-10-19,51.93548
2022-10-20,72.25806
2022-10-21,52.90322
2022-10-22,35.80645
2022-10-23,37.74193
2022-10-24,70.96774
2022-10-25,68.38709
2022-10-26,80.0
2022-10-27,71.93548
2022-10-28,68.38709
2022-10-29,46.77419
2022-10-30,34.51612
2022-10-31,69.67741
2022-11-01,70.0
2022-11-02,57.41935
2022-11-03,58.38709
2022-11-04,62.90322
2022-11-05,34.51612
2022-11-06,30.0
2022-11-07,59.03225
2022-11-08,59.03225
2022-11-09,66.45161
2022-11-10,64.8387
2022-11-11,57.09677
2022-11-12,31.6129
2022-11-13,40.0
2022-11-14,70.64516
2022-11-15,70.64516
2022-11-16,61.6129
2022-11-17,63.2258
2022-11-18,57.09677
2022-11-19,34.51612
2022-11-20,40.32258
2022-11-21,73.87096
2022-11-22,64.51612
2022-11-23,60.64516
2022-11-24,57.74193
2022-11-25,61.29032
2022-11-26,41.29032
2022-11-27,38.38709
2022-11-28,70.32258
2022-11-29,64.19354
2022-11-30,65.80645
2022-12-01,64.51612
2022-12-02,61.6129
2022-12-03,36.77419
2022-12-04,39.67741
2022-12-05,58.70967
2022-12-06,57.09677
2022-12-07,63.2258
2022-12-08,55.16129
2022-12-09,47.41935
2022-12-10,33.87096
2022-12-11,39.35483
2022-12-12,63.87096
2022-12-13,65.48387
2022-12-14,63.2258
2022-12-15,57.74193
2022-12-16,58.38709
2022-12-17,40.96774
2022-12-18,41.6129
2022-12-19,60.0
2022-12-20,72.25806
2022-12-21,63.2258
2022-12-22,59.67741
2022-12-23,52.25806
2022-12-24,23.54838
2022-12-25,26.77419
2022-12-26,61.6129
2022-12-27,62.25806
2022-12-28,65.16129
2022-12-29,58.06451
2022-12-30,50.64516
2022-12-31,33.54838
2023-01-01,36.12903
2023-01-02,68.70967
2023-01-03,51.6129
2023-01-04,67.41935
2023-01-05,58.70967
2023-01-06,62.58064
2023-01-07,31.29032
2023-01-08,41.29032
2023-01-09,63.2258
2023-01-10,68.70967
2023-01-11,49.67741
2023-01-12,67.74193
2023-01-13,48.06451
2023-01-14,28.38709
2023-01-15,37.41935
2023-01-16,58.38709
2023-01-17,43.87096
2023-01-18,65.80645
2023-01-19,64.19354
2023-01-20,43.54838
2023-01-21,24.19354
2023-01-22,26.45161
2023-01-23,25.80645
2023-01-24,32.58064
2023-01-25,93.2258
2023-01-26,74.51612
2023-01-27,58.38709
2023-01-28,33.87096
2023-01-29,33.87096
2023-01-30,70.32258
2023-01-31,66.12903
2023-02-01,72.58064
2023-02-02,51.29032
2023-02-03,57.09677
2023-02-04,31.6129
2023-02-05,42.58064
2023-02-06,55.48387
2023-02-07,66.45161
2023-02-08,65.16129
2023-02-09,53.87096
2023-02-10,46.45161
2023-02-11,26.77419
2023-02-12,44.19354
2023-02-13,58.70967
2023-02-14,53.54838
2023-02-15,60.32258
2023-02-16,44.51612
2023-02-17,58.06451
2023-02-18,31.93548
2023-02-19,38.06451
2023-02-20,64.19354
2023-02-21,53.54838
2023-02-22,53.87096
2023-02-23,56.12903
2023-02-24,59.35483
2023-02-25,37.41935
2023-02-26,50.64516
2023-02-27,52.90322
2023-02-28,53.54838
2023-03-01,46.12903
2023-03-02,60.96774
2023-03-03,62.25806
2023-03-04,37.09677
2023-03-05,38.70967
2023-03-06,71.29032
2023-03-07,71.93548
2023-03-08,78.70967
2023-03-09,64.19354
2023-03-10,66.12903
2023-03-11,37.41935
2023-03-12,36.45161
2023-03-13,76.12903
2023-03-14,83.2258
2023-03-15,70.0
2023-03-16,79.35483
2023-03-17,88.38709
2023-03-18,39.03225
2023-03-19,50.96774
2023-03-20,66.45161
2023-03-21,66.12903
2023-03-22,72.58064
2023-03-23,56.12903
2023-03-24,73.2258
2023-03-25,35.16129
2023-03-26,41.93548
2023-03-27,66.77419
2023-03-28,75.16129
2023-03-29,64.19354
2023-03-30,57.41935
2023-03-31,62.90322
2023-04-01,31.29032
2023-04-02,36.45161
2023-04-03,62.58064
2023-04-04,64.51612
2023-04-05,58.70967
2023-04-06,62.90322
2023-04-07,59.35483
2023-04-08,35.48387
2023-04-09,39.03225
2023-04-10,65.48387
2023-04-11,61.93548
2023-04-12,62.25806
2023-04-13,55.48387
2023-04-14,55.16129
2023-04-15,33.54838
2023-04-16,35.16129
2023-04-17,79.67741
2023-04-18,68.70967
2023-04-19,59.67741
2023-04-20,62.25806
2023-04-21,47.09677
2023-04-22,33.2258
2023-04-23,34.8387
2023-04-24,57.74193
2023-04-25,53.54838
2023-04-26,70.0
2023-04-27,53.54838
2023-04-28,40.0
2023-04-29,35.16129
2023-04-30,34.8387
2023-05-01,50.64516
2023-05-02,60.32258
2023-05-03,62.25806
2023-05-04,55.80645
2023-05-05,29.67741
2023-05-06,34.51612
2023-05-07,40.0
2023-05-08,73.2258
2023-05-09,60.64516
2023-05-10,58.70967
2023-05-11,62.90322
2023-05-12,54.19354
2023-05-13,37.41935
2023-05-14,41.29032
2023-05-15,64.19354
2023-05-16,75.80645
2023-05-17,70.64516
2023-05-18,59.67741
2023-05-19,53.2258
2023-05-20,54.19354
2023-05-21,36.77419
2023-05-22,65.48387
2023-05-23,61.29032
2023-05-24,65.16129
2023-05-25,62.25806
2023-05-26,51.6129
2023-05-27,35.80645
2023-05-28,32.25806
2023-05-29,42.58064
2023-05-30,64.19354
2023-05-31,80.32258
2023-06-01,62.25806
2023-06-02,52.25806
