date,THE건강보험
2020-09-15,0.66755
2020-09-16,0.80106
2020-10-16,1.33511
2020-10-19,2.53671
2020-10-20,1.06809
2020-10-21,1.2016
2020-10-26,1.2016
2020-10-27,0.66755
2020-10-28,1.06809
2020-10-29,1.2016
2020-10-30,2.53671
2020-10-31,0.66755
2020-11-01,2.13618
2020-11-02,31.37516
2020-11-03,16.82242
2020-11-04,5.87449
2020-11-05,8.2777
2020-11-06,5.74098
2020-11-07,2.53671
2020-11-08,1.73564
2020-11-09,8.01068
2020-11-10,5.74098
2020-11-11,6.27503
2020-11-12,6.40854
2020-11-13,4.40587
2020-11-14,1.60213
2020-11-15,0.93457
2020-11-16,3.87182
2020-11-17,4.67289
2020-11-18,5.47396
2020-11-19,6.94259
2020-11-20,4.13885
2020-11-21,0.80106
2020-11-22,2.13618
2020-11-23,7.74365
2020-11-24,7.20961
2020-11-25,8.54472
2020-11-26,7.74365
2020-11-27,8.41121
2020-11-28,4.53938
2020-11-29,0.93457
2020-11-30,21.76234
2020-12-01,22.4299
2020-12-02,24.43257
2020-12-03,19.35914
2020-12-04,8.81174
2020-12-05,4.40587
2020-12-06,3.73831
2020-12-07,8.67823
2020-12-08,7.20961
2020-12-09,7.20961
2020-12-10,9.07877
2020-12-11,5.34045
2020-12-12,3.07076
2020-12-13,2.13618
2020-12-14,8.2777
2020-12-15,6.80907
2020-12-16,5.87449
2020-12-17,6.67556
2020-12-18,5.20694
2020-12-19,3.07076
2020-12-20,2.4032
2020-12-21,26.70226
2020-12-22,26.03471
2020-12-23,34.84646
2020-12-24,14.1522
2020-12-25,6.00801
2020-12-26,4.13885
2020-12-27,5.74098
2020-12-28,12.01602
2020-12-29,11.61548
2020-12-30,11.74899
2020-12-31,10.54739
2021-01-01,4.8064
2021-01-02,4.93991
2021-01-03,4.67289
2021-01-04,19.09212
2021-01-05,19.35914
2021-01-06,15.48731
2021-01-07,15.62082
2021-01-08,8.41121
2021-01-09,4.40587
2021-01-10,5.34045
2021-01-11,16.42189
2021-01-12,14.41922
2021-01-13,16.15487
2021-01-14,18.55807
2021-01-15,9.34579
2021-01-16,4.13885
2021-01-17,2.67022
2021-01-18,13.48464
2021-01-19,11.74899
2021-01-20,12.41655
2021-01-21,8.41121
2021-01-22,10.81441
2021-01-23,4.40587
2021-01-24,4.27236
2021-01-25,12.01602
2021-01-26,9.61281
2021-01-27,12.68357
2021-01-28,14.1522
2021-01-29,13.75166
2021-01-30,7.47663
2021-01-31,5.20694
2021-02-01,18.69158
2021-02-02,18.69158
2021-02-03,10.94793
2021-02-04,10.41388
2021-02-05,7.34312
2021-02-06,6.67556
2021-02-07,5.74098
2021-02-08,16.68891
2021-02-09,11.21495
2021-02-10,10.41388
2021-02-11,2.26969
2021-02-12,3.33778
2021-02-13,2.53671
2021-02-14,4.8064
2021-02-15,13.08411
2021-02-16,14.81975
2021-02-17,12.68357
2021-02-18,10.54739
2021-02-19,9.61281
2021-02-20,4.53938
2021-02-21,2.93724
2021-02-22,13.75166
2021-02-23,12.28304
2021-02-24,13.88518
2021-02-25,14.01869
2021-02-26,18.55807
2021-02-27,5.34045
2021-02-28,4.8064
2021-03-01,8.67823
2021-03-02,23.36448
2021-03-03,24.83311
2021-03-04,27.90387
2021-03-05,26.70226
2021-03-06,15.22029
2021-03-07,12.01602
2021-03-08,38.58477
2021-03-09,45.39385
2021-03-10,57.27636
2021-03-11,56.87583
2021-03-12,61.14819
2021-03-13,30.17356
2021-03-14,20.0267
2021-03-15,46.86248
2021-03-16,48.3311
2021-03-17,54.33911
2021-03-18,45.79439
2021-03-19,35.11348
2021-03-20,18.29105
2021-03-21,14.95327
2021-03-22,34.04539
2021-03-23,26.16822
2021-03-24,26.43524
2021-03-25,26.30173
2021-03-26,15.88785
2021-03-27,11.74899
2021-03-28,10.94793
2021-03-29,27.1028
2021-03-30,25.23364
2021-03-31,22.16288
2021-04-01,26.70226
2021-04-02,16.82242
2021-04-03,11.48197
2021-04-04,10.54739
2021-04-05,19.35914
2021-04-06,17.62349
2021-04-07,15.88785
2021-04-08,16.02136
2021-04-09,15.3538
2021-04-10,7.87716
2021-04-11,9.21228
2021-04-12,20.0267
2021-04-13,21.62883
2021-04-14,18.42456
2021-04-15,18.55807
2021-04-16,20.29372
2021-04-17,9.34579
2021-04-18,8.54472
2021-04-19,27.36982
2021-04-20,22.56341
2021-04-21,19.89319
2021-04-22,16.5554
2021-04-23,13.21762
2021-04-24,6.67556
2021-04-25,6.80907
2021-04-26,20.29372
2021-04-27,18.29105
2021-04-28,16.82242
2021-04-29,20.56074
2021-04-30,20.0267
2021-05-01,8.14419
2021-05-02,8.41121
2021-05-03,23.76502
2021-05-04,31.90921
2021-05-05,12.55006
2021-05-06,27.23631
2021-05-07,25.23364
2021-05-08,7.87716
2021-05-09,8.81174
2021-05-10,26.96929
2021-05-11,22.56341
2021-05-12,24.16555
2021-05-13,24.69959
2021-05-14,21.89586
2021-05-15,11.61548
2021-05-16,6.14152
2021-05-17,23.76502
2021-05-18,15.75433
2021-05-19,6.94259
2021-05-20,16.15487
2021-05-21,20.16021
2021-05-22,6.54205
2021-05-23,8.81174
2021-05-24,23.6315
2021-05-25,22.83044
2021-05-26,21.09479
2021-05-27,24.16555
2021-05-28,20.56074
2021-05-29,8.94526
2021-05-30,7.20961
2021-05-31,23.49799
2021-06-01,21.62883
2021-06-02,26.56875
2021-06-03,31.90921
2021-06-04,20.16021
2021-06-05,8.14419
2021-06-06,7.20961
2021-06-07,19.89319
2021-06-08,20.56074
2021-06-09,16.5554
2021-06-10,17.08945
2021-06-11,12.28304
2021-06-12,6.14152
2021-06-13,4.00534
2021-06-14,16.82242
2021-06-15,30.04005
2021-06-16,15.3538
2021-06-17,17.757
2021-06-18,15.88785
2021-06-19,6.94259
2021-06-20,5.07343
2021-06-21,17.22296
2021-06-22,12.81708
2021-06-23,17.62349
2021-06-24,14.81975
2021-06-25,13.48464
2021-06-26,6.80907
2021-06-27,7.34312
2021-06-28,27.36982
2021-06-29,22.69692
2021-06-30,24.83311
2021-07-01,26.70226
2021-07-02,20.16021
2021-07-03,10.41388
2021-07-04,8.41121
2021-07-05,20.16021
2021-07-06,15.62082
2021-07-07,12.14953
2021-07-08,14.1522
2021-07-09,11.48197
2021-07-10,6.14152
2021-07-11,6.67556
2021-07-12,14.68624
2021-07-13,13.75166
2021-07-14,13.88518
2021-07-15,11.74899
2021-07-16,10.01335
2021-07-17,4.40587
2021-07-18,5.74098
2021-07-19,12.28304
2021-07-20,11.88251
2021-07-21,11.61548
2021-07-22,10.14686
2021-07-23,9.87983
2021-07-24,4.67289
2021-07-25,6.80907
2021-07-26,18.8251
2021-07-27,15.75433
2021-07-28,17.62349
2021-07-29,20.82777
2021-07-30,20.16021
2021-07-31,7.61014
2021-08-01,8.01068
2021-08-02,26.03471
2021-08-03,28.17089
2021-08-04,27.23631
2021-08-05,19.62616
2021-08-06,13.88518
2021-08-07,5.60747
2021-08-08,6.40854
2021-08-09,17.757
2021-08-10,23.09746
2021-08-11,18.95861
2021-08-12,18.29105
2021-08-13,14.68624
2021-08-14,8.54472
2021-08-15,8.2777
2021-08-16,7.87716
2021-08-17,22.4299
2021-08-18,22.29639
2021-08-19,16.5554
2021-08-20,14.55273
2021-08-21,6.00801
2021-08-22,8.2777
2021-08-23,22.56341
2021-08-24,23.76502
2021-08-25,31.90921
2021-08-26,37.78371
2021-08-27,31.10814
2021-08-28,20.16021
2021-08-29,14.95327
2021-08-30,47.1295
2021-08-31,54.73965
2021-09-01,61.14819
2021-09-02,57.54339
2021-09-03,42.99065
2021-09-04,16.95594
2021-09-05,18.29105
2021-09-06,63.68491
2021-09-07,82.24299
2021-09-08,49.13217
2021-09-09,45.52736
2021-09-10,41.38851
2021-09-11,14.1522
2021-09-12,14.81975
2021-09-13,97.06275
2021-09-14,43.12416
2021-09-15,27.63684
2021-09-16,20.69425
2021-09-17,17.89052
2021-09-18,7.47663
2021-09-19,7.0761
2021-09-20,5.74098
2021-09-21,4.00534
2021-09-22,9.34579
2021-09-23,24.43257
2021-09-24,25.23364
2021-09-25,13.08411
2021-09-26,10.01335
2021-09-27,29.23898
2021-09-28,26.30173
