date,신규상장주
2020-08-25,2.834
2020-08-26,2.63157
2020-08-27,1.86234
2020-08-28,2.02429
2020-08-29,0.60728
2020-08-30,1.25506
2020-08-31,2.63157
2020-09-01,2.46963
2020-09-02,3.19838
2020-09-03,2.34817
2020-09-04,1.45748
2020-09-05,1.01214
2020-09-06,0.89068
2020-09-07,2.02429
2020-09-08,1.86234
2020-09-09,3.1174
2020-09-10,2.95546
2020-09-11,2.22672
2020-09-12,1.25506
2020-09-13,1.05263
2020-09-14,4.25101
2020-09-15,2.38866
2020-09-16,2.75303
2020-09-17,1.86234
2020-09-18,1.9838
2020-09-19,0.72874
2020-09-20,0.93117
2020-09-21,2.02429
2020-09-22,2.18623
2020-09-23,2.06477
2020-09-24,2.30769
2020-09-25,1.25506
2020-09-26,0.40485
2020-09-27,0.36437
2020-09-28,0.72874
2020-09-29,0.72874
2020-09-30,0.24291
2020-10-01,0.36437
2020-10-02,0.2834
2020-10-03,0.36437
2020-10-05,1.21457
2020-10-06,1.9838
2020-10-07,1.53846
2020-10-08,1.29554
2020-10-09,1.45748
2020-10-10,0.89068
2020-10-11,0.2834
2020-10-12,1.29554
2020-10-13,1.7004
2020-10-14,1.94331
2020-10-15,3.60323
2020-10-16,2.5506
2020-10-17,0.93117
2020-10-18,0.97165
2020-10-19,2.99595
2020-10-20,2.67206
2020-10-21,2.42914
2020-10-22,2.14574
2020-10-23,0.80971
2020-10-24,0.44534
2020-10-25,0.44534
2020-10-26,2.38866
2020-10-27,3.60323
2020-10-28,4.57489
2020-10-29,4.57489
2020-10-30,4.81781
2020-10-31,1.417
2020-11-01,1.7004
2020-11-02,2.71255
2020-11-03,4.25101
2020-11-04,7.4089
2020-11-05,19.23076
2020-11-06,17.57085
2020-11-07,4.97975
2020-11-08,5.4251
2020-11-09,9.27125
2020-11-10,7.4089
2020-11-11,3.80566
2020-11-12,9.91902
2020-11-13,5.34412
2020-11-14,2.59109
2020-11-15,2.71255
2020-11-16,6.2753
2020-11-17,12.2672
2020-11-18,11.05263
2020-11-19,8.74493
2020-11-20,10.68825
2020-11-21,3.96761
2020-11-22,2.91497
2020-11-23,8.46153
2020-11-24,7.6923
2020-11-25,6.88259
2020-11-26,8.29959
2020-11-27,3.60323
2020-11-28,1.53846
2020-11-29,1.61943
2020-11-30,3.23886
2020-12-01,4.29149
2020-12-02,7.08502
2020-12-03,6.23481
2020-12-04,6.23481
2020-12-05,2.30769
2020-12-06,2.18623
2020-12-07,5.22267
2020-12-08,5.22267
2020-12-09,7.44939
2020-12-10,7.44939
2020-12-11,8.42105
2020-12-12,2.18623
2020-12-13,2.2672
2020-12-14,9.10931
2020-12-15,14.61538
2020-12-16,10.76923
2020-12-17,9.51417
2020-12-18,8.94736
2020-12-19,4.08906
2020-12-20,3.64372
2020-12-21,15.7085
2020-12-22,26.03238
2020-12-23,22.71255
2020-12-24,9.14979
2020-12-25,3.1174
2020-12-26,3.48178
2020-12-27,3.48178
2020-12-28,7.4089
2020-12-29,8.13765
2020-12-30,8.66396
2020-12-31,3.88663
2021-01-01,2.5506
2021-01-02,3.07692
2021-01-03,3.88663
2021-01-04,7.28744
2021-01-05,10.2834
2021-01-06,8.74493
2021-01-07,8.21862
2021-01-08,5.02024
2021-01-09,2.63157
2021-01-10,3.4008
2021-01-11,5.54655
2021-01-12,4.17004
2021-01-13,4.04858
2021-01-14,6.19433
2021-01-15,3.96761
2021-01-16,3.60323
2021-01-17,3.07692
2021-01-18,4.65587
2021-01-19,4.61538
2021-01-20,6.80161
2021-01-21,9.47368
2021-01-22,5.82995
2021-01-23,3.19838
2021-01-24,2.5506
2021-01-25,6.07287
2021-01-26,5.46558
2021-01-27,10.16194
2021-01-28,12.75303
2021-01-29,6.88259
2021-01-30,1.29554
2021-01-31,2.14574
2021-02-01,4.65587
2021-02-02,9.47368
2021-02-03,9.31174
2021-02-04,5.9919
2021-02-05,11.78137
2021-02-06,2.18623
2021-02-07,2.67206
2021-02-08,9.39271
2021-02-09,10.08097
2021-02-10,7.04453
2021-02-11,1.9838
2021-02-12,2.30769
2021-02-13,1.74089
2021-02-14,2.30769
2021-02-15,6.51821
2021-02-16,6.63967
2021-02-17,3.64372
2021-02-18,3.64372
2021-02-19,2.18623
2021-02-20,1.61943
2021-02-21,1.21457
2021-02-22,3.07692
2021-02-23,4.21052
2021-02-24,9.23076
2021-02-25,7.57085
2021-02-26,5.30364
2021-02-27,1.17408
2021-02-28,1.37651
2021-03-01,1.61943
2021-03-02,2.87449
2021-03-03,3.52226
2021-03-04,3.36032
2021-03-05,1.82186
2021-03-06,0.80971
2021-03-07,0.93117
2021-03-08,2.99595
2021-03-09,3.76518
2021-03-10,3.23886
2021-03-11,7.16599
2021-03-12,3.80566
2021-03-13,1.65991
2021-03-14,1.53846
2021-03-15,4.65587
2021-03-16,5.7085
2021-03-17,5.91093
2021-03-18,6.5587
2021-03-19,3.76518
2021-03-20,1.90283
2021-03-21,2.06477
2021-03-22,4.85829
2021-03-23,5.38461
2021-03-24,7.89473
2021-03-25,5.06072
2021-03-26,4.21052
2021-03-27,1.61943
2021-03-28,0.5668
2021-03-29,2.67206
2021-03-30,2.06477
2021-03-31,2.99595
2021-04-01,3.96761
2021-04-02,1.7004
2021-04-03,0.97165
2021-04-04,0.93117
2021-04-05,2.06477
2021-04-06,2.22672
2021-04-07,2.30769
2021-04-08,1.49797
2021-04-09,1.1336
2021-04-10,0.68825
2021-04-11,1.01214
2021-04-12,1.74089
2021-04-13,1.7004
2021-04-14,2.42914
2021-04-15,1.21457
2021-04-16,1.57894
2021-04-17,0.5668
2021-04-18,0.72874
2021-04-19,1.29554
2021-04-20,1.49797
2021-04-21,5.87044
2021-04-22,3.36032
2021-04-23,1.94331
2021-04-24,0.8502
2021-04-25,0.93117
2021-04-26,2.38866
2021-04-27,2.59109
2021-04-28,3.84615
2021-04-29,2.42914
2021-04-30,1.17408
2021-05-01,0.48582
2021-05-02,0.89068
2021-05-03,1.57894
2021-05-04,1.17408
2021-05-05,0.60728
2021-05-06,1.33603
2021-05-07,0.89068
2021-05-08,0.2834
2021-05-09,0.64777
2021-05-10,2.2672
2021-05-11,4.85829
2021-05-12,1.53846
2021-05-13,0.76923
2021-05-14,1.74089
2021-05-15,0.52631
2021-05-16,0.48582
2021-05-17,1.9838
2021-05-18,1.74089
2021-05-19,0.52631
2021-05-20,3.19838
2021-05-21,3.27935
2021-05-22,1.37651
2021-05-23,1.01214
2021-05-24,1.7004
2021-05-25,2.87449
2021-05-26,4.65587
2021-05-27,2.14574
2021-05-28,1.417
2021-05-29,0.68825
2021-05-30,0.52631
2021-05-31,1.09311
2021-06-01,1.21457
2021-06-02,1.01214
2021-06-03,2.06477
2021-06-04,1.57894
2021-06-05,0.24291
2021-06-07,1.01214
2021-06-08,1.01214
2021-06-09,1.1336
2021-06-10,1.53846
2021-06-11,2.14574
2021-06-12,0.44534
2021-06-13,0.2834
2021-06-14,1.09311
2021-06-15,0.97165
2021-06-16,0.72874
2021-06-17,1.45748
2021-06-18,1.37651
2021-06-19,0.89068
2021-06-20,0.97165
2021-06-21,1.05263
2021-06-22,1.17408
2021-06-23,1.29554
2021-06-24,1.09311
2021-06-25,2.06477
2021-06-26,0.48582
2021-06-27,0.80971
2021-06-28,1.37651
2021-06-29,1.37651
2021-06-30,1.53846
2021-07-01,1.17408
2021-07-02,1.417
2021-07-03,0.89068
2021-07-04,0.68825
2021-07-05,0.93117
2021-07-06,1.29554
2021-07-07,0.80971
2021-07-08,1.417
2021-07-09,0.97165
2021-07-10,0.5668
2021-07-11,0.40485
2021-07-12,1.90283
2021-07-13,3.23886
2021-07-14,2.46963
2021-07-15,1.9838
2021-07-16,4.25101
2021-07-17,1.53846
2021-07-18,0.89068
2021-07-19,1.78137
2021-07-20,1.7004
2021-07-21,3.56275
2021-07-22,5.66801
2021-07-23,3.92712
2021-07-24,3.88663
2021-07-25,3.60323
2021-07-26,3.44129
2021-07-27,5.46558
2021-07-28,5.26315
2021-07-29,5.34412
2021-07-30,3.15789
2021-07-31,1.45748
2021-08-01,1.21457
2021-08-02,2.95546
2021-08-03,1.37651
2021-08-04,2.99595
2021-08-05,4.21052
2021-08-06,5.87044
2021-08-07,3.27935
2021-08-08,2.63157
2021-08-09,9.51417
2021-08-10,7.93522
2021-08-11,8.21862
2021-08-12,7.77327
2021-08-13,4.49392
2021-08-14,1.45748
2021-08-15,0.89068
2021-08-16,2.42914
2021-08-17,6.51821
2021-08-18,5.38461
2021-08-19,6.92307
2021-08-20,5.10121
2021-08-21,0.72874
2021-08-22,1.17408
2021-08-23,4.00809
2021-08-24,3.4008
2021-08-25,4.49392
2021-08-26,2.71255
2021-08-27,2.59109
2021-08-28,0.68825
2021-08-29,0.64777
2021-08-30,2.30769
2021-08-31,2.75303
2021-09-01,3.4008
2021-09-02,2.51012
2021-09-03,2.34817
2021-09-04,0.44534
2021-09-05,1.01214
2021-09-06,1.33603
2021-09-07,1.17408
2021-09-08,1.74089
2021-09-09,1.45748
2021-09-10,2.51012
2021-09-11,0.76923
2021-09-12,0.52631
2021-09-13,1.94331
2021-09-14,2.30769
2021-09-15,1.57894
2021-09-16,1.45748
2021-09-17,2.5506
2021-09-18,0.68825
2021-09-19,0.40485
2021-09-20,0.32388
2021-09-21,0.44534
2021-09-22,0.64777
2021-09-23,1.37651
2021-09-24,0.80971
2021-09-25,0.64777
2021-09-26,0.97165
2021-09-27,3.36032
2021-09-28,3.72469
2021-09-29,3.88663
2021-09-30,2.14574
2021-10-01,2.06477
2021-10-02,0.64777
2021-10-03,0.97165
2021-10-04,0.5668
2021-10-05,1.7004
2021-10-06,1.45748
2021-10-07,2.2672
2021-10-08,2.34817
2021-10-09,0.2834
2021-10-10,0.20242
2021-10-11,0.5668
2021-10-12,0.8502
2021-10-13,1.90283
2021-10-14,1.82186
2021-10-15,1.09311
2021-10-16,0.24291
2021-10-17,0.5668
2021-10-18,0.89068
2021-10-19,2.10526
2021-10-20,2.87449
2021-10-21,3.23886
2021-10-22,2.99595
2021-10-23,0.89068
2021-10-24,0.68825
2021-10-25,2.14574
2021-10-26,1.86234
2021-10-27,2.02429
2021-10-28,3.76518
2021-10-29,3.4008
2021-10-30,0.93117
2021-10-31,0.97165
2021-11-01,2.71255
2021-11-02,2.30769
2021-11-03,3.84615
2021-11-04,2.14574
2021-11-05,1.94331
2021-11-06,0.64777
2021-11-07,0.8502
2021-11-08,2.46963
2021-11-09,3.19838
2021-11-10,4.41295
2021-11-11,3.60323
2021-11-12,2.14574
2021-11-13,0.72874
2021-11-14,1.09311
2021-11-15,2.30769
2021-11-16,5.7085
2021-11-17,6.2753
2021-11-18,4.53441
2021-11-19,2.42914
2021-11-20,1.1336
2021-11-21,1.37651
2021-11-22,3.23886
2021-11-23,4.25101
2021-11-24,3.92712
2021-11-25,3.44129
2021-11-26,2.02429
2021-11-27,0.68825
2021-11-28,0.64777
2021-11-29,1.74089
2021-11-30,1.33603
2021-12-01,1.09311
2021-12-02,1.49797
2021-12-03,1.417
2021-12-04,0.76923
2021-12-05,0.64777
2021-12-06,1.21457
2021-12-07,1.86234
2021-12-08,1.45748
2021-12-09,1.57894
2021-12-10,1.82186
2021-12-11,0.76923
2021-12-12,0.64777
2021-12-13,1.17408
2021-12-14,1.21457
2021-12-15,1.417
2021-12-16,1.82186
2021-12-17,1.17408
2021-12-18,0.64777
2021-12-20,1.1336
2021-12-21,0.76923
2021-12-22,0.93117
2021-12-23,0.72874
2021-12-24,0.32388
2021-12-25,0.24291
2021-12-26,0.20242
2021-12-27,0.80971
2021-12-28,0.64777
2021-12-29,0.76923
2021-12-30,1.45748
2021-12-31,0.32388
2022-01-01,0.2834
2022-01-02,0.20242
2022-01-03,1.53846
2022-01-04,1.53846
2022-01-05,1.25506
2022-01-06,1.1336
2022-01-07,0.5668
2022-01-08,0.44534
2022-01-09,0.24291
2022-01-10,0.72874
2022-01-11,0.89068
2022-01-12,1.09311
2022-01-13,1.1336
2022-01-14,0.5668
2022-01-16,0.89068
2022-01-17,1.45748
2022-01-18,1.7004
2022-01-19,0.93117
2022-01-20,4.45344
2022-01-21,2.71255
2022-01-22,1.1336
2022-01-23,1.417
2022-01-24,5.4251
2022-01-25,3.15789
2022-01-26,2.46963
2022-01-27,5.18218
2022-01-28,1.78137
2022-01-29,0.32388
2022-01-30,0.52631
2022-01-31,0.2834
2022-02-01,0.5668
2022-02-02,0.60728
2022-02-03,2.59109
2022-02-04,6.11336
2022-02-05,1.21457
2022-02-06,1.45748
2022-02-07,4.93927
2022-02-08,4.53441
2022-02-09,1.9838
2022-02-10,2.63157
2022-02-11,1.74089
2022-02-12,1.05263
2022-02-13,0.80971
2022-02-14,1.17408
2022-02-15,1.37651
2022-02-16,1.94331
2022-02-17,1.09311
2022-02-18,1.05263
2022-02-19,0.60728
2022-02-20,0.36437
2022-02-21,4.57489
2022-02-22,2.79352
2022-02-23,4.12955
2022-02-24,3.48178
2022-02-25,3.68421
2022-02-26,1.05263
2022-02-27,0.68825
2022-02-28,2.834
2022-03-01,0.8502
2022-03-02,1.37651
2022-03-03,3.15789
2022-03-04,2.06477
2022-03-05,0.52631
2022-03-07,1.82186
2022-03-08,1.21457
2022-03-09,0.40485
2022-03-10,1.29554
2022-03-11,1.05263
2022-03-12,0.72874
2022-03-13,0.44534
2022-03-14,1.09311
2022-03-15,1.21457
2022-03-16,1.78137
2022-03-17,1.82186
2022-03-18,2.5506
2022-03-19,0.72874
2022-03-20,0.36437
2022-03-21,1.29554
2022-03-22,2.30769
2022-03-23,2.18623
2022-03-24,2.63157
2022-03-25,2.06477
2022-03-26,1.01214
2022-03-27,0.2834
2022-03-28,1.57894
2022-03-29,1.25506
2022-03-30,0.89068
2022-03-31,1.45748
2022-04-01,1.78137
2022-04-02,0.80971
2022-04-03,0.64777
2022-04-04,1.1336
2022-04-05,0.89068
2022-04-06,1.33603
2022-04-07,1.53846
2022-04-08,0.72874
2022-04-09,0.48582
2022-04-10,0.60728
2022-04-11,0.76923
2022-04-12,0.97165
2022-04-13,0.48582
2022-04-14,0.52631
2022-04-15,0.44534
2022-04-16,0.44534
2022-04-17,0.5668
2022-04-18,0.24291
2022-04-19,1.09311
2022-04-20,0.5668
2022-04-21,1.25506
2022-04-22,0.76923
2022-04-23,0.24291
2022-04-24,0.52631
2022-04-25,0.44534
2022-04-26,0.64777
2022-04-27,1.21457
2022-04-28,2.38866
2022-04-29,1.33603
2022-04-30,0.2834
2022-05-02,0.89068
2022-05-03,0.93117
2022-05-04,0.89068
2022-05-05,0.20242
2022-05-06,0.44534
2022-05-07,0.2834
2022-05-09,0.64777
2022-05-10,0.5668
2022-05-11,0.52631
2022-05-12,0.68825
2022-05-13,0.32388
2022-05-14,0.2834
2022-05-15,0.5668
2022-05-16,0.97165
2022-05-17,0.89068
2022-05-18,0.72874
2022-05-19,1.37651
2022-05-20,2.87449
2022-05-21,0.97165
2022-05-22,0.89068
2022-05-23,1.9838
2022-05-24,1.29554
2022-05-25,0.97165
2022-05-26,0.76923
2022-05-27,0.40485
2022-05-30,0.93117
2022-05-31,0.80971
2022-06-01,0.60728
2022-06-02,0.72874
2022-06-03,2.10526
2022-06-04,0.44534
2022-06-05,0.24291
2022-06-06,0.44534
2022-06-07,1.86234
2022-06-08,1.9838
2022-06-09,1.37651
2022-06-10,1.90283
2022-06-11,1.05263
2022-06-12,0.89068
2022-06-13,1.49797
2022-06-14,2.71255
2022-06-15,3.96761
2022-06-16,3.56275
2022-06-17,5.06072
2022-06-18,1.78137
2022-06-19,2.06477
2022-06-20,5.02024
2022-06-21,2.18623
2022-06-22,3.15789
2022-06-23,2.63157
2022-06-24,5.10121
2022-06-25,1.1336
2022-06-26,1.49797
2022-06-27,3.31983
2022-06-28,3.31983
2022-06-29,3.60323
2022-06-30,3.72469
2022-07-01,5.10121
2022-07-02,1.05263
2022-07-03,1.37651
2022-07-04,2.34817
2022-07-05,4.04858
2022-07-06,4.89878
2022-07-07,6.19433
2022-07-08,3.4008
2022-07-09,2.10526
2022-07-10,1.53846
2022-07-11,3.44129
2022-07-12,2.5506
2022-07-13,1.9838
2022-07-14,3.03643
2022-07-15,6.68016
2022-07-16,1.61943
2022-07-17,1.9838
2022-07-18,3.27935
2022-07-19,2.71255
2022-07-20,3.27935
2022-07-21,4.61538
2022-07-22,3.15789
2022-07-23,1.05263
2022-07-24,0.72874
2022-07-25,2.51012
2022-07-26,1.9838
2022-07-27,4.00809
2022-07-28,8.86639
2022-07-29,3.76518
2022-07-30,0.97165
2022-07-31,0.8502
2022-08-01,3.07692
2022-08-02,2.30769
2022-08-03,2.71255
2022-08-04,4.85829
2022-08-05,1.86234
2022-08-06,1.21457
2022-08-07,0.80971
2022-08-08,2.22672
2022-08-09,3.03643
2022-08-10,2.91497
2022-08-11,2.18623
2022-08-12,3.48178
2022-08-13,1.17408
2022-08-14,1.25506
2022-08-15,1.53846
2022-08-16,2.06477
2022-08-17,1.9838
2022-08-18,1.86234
2022-08-19,1.78137
2022-08-20,1.01214
2022-08-21,1.01214
2022-08-22,3.88663
2022-08-23,1.49797
2022-08-24,1.37651
2022-08-25,1.82186
2022-08-26,1.57894
2022-08-27,1.45748
2022-08-28,0.5668
2022-08-29,1.1336
2022-08-30,1.94331
2022-08-31,1.29554
2022-09-01,1.90283
2022-09-02,1.29554
2022-09-03,0.20242
2022-09-05,1.7004
2022-09-06,1.37651
2022-09-07,1.417
2022-09-08,0.64777
2022-09-09,0.52631
2022-09-10,0.48582
2022-09-11,0.40485
2022-09-12,0.40485
2022-09-13,1.1336
2022-09-14,1.01214
2022-09-15,1.53846
2022-09-16,0.97165
2022-09-17,0.76923
2022-09-18,0.80971
2022-09-19,0.93117
2022-09-20,1.53846
2022-09-21,0.8502
2022-09-22,1.01214
2022-09-23,0.8502
2022-09-24,0.40485
2022-09-25,0.68825
2022-09-26,3.15789
2022-09-27,2.46963
2022-09-28,3.03643
2022-09-29,3.80566
2022-09-30,4.65587
2022-10-01,1.45748
2022-10-02,0.40485
2022-10-03,0.60728
2022-10-04,1.417
2022-10-05,2.22672
2022-10-06,1.33603
2022-10-07,3.60323
2022-10-08,0.40485
2022-10-09,0.32388
2022-10-10,0.89068
2022-10-11,1.86234
2022-10-12,1.65991
2022-10-13,1.61943
2022-10-14,2.59109
2022-10-15,0.44534
2022-10-16,0.76923
2022-10-17,4.77732
2022-10-18,5.58704
2022-10-19,5.1417
2022-10-20,3.96761
2022-10-21,3.56275
2022-10-22,1.1336
2022-10-23,1.1336
2022-10-24,3.1174
2022-10-25,2.2672
2022-10-26,2.91497
2022-10-27,2.75303
2022-10-28,3.76518
2022-10-29,0.40485
2022-10-30,0.68825
2022-10-31,2.10526
2022-11-01,2.10526
2022-11-02,3.64372
2022-11-03,2.71255
2022-11-04,4.49392
2022-11-05,0.80971
2022-11-06,0.76923
2022-11-07,1.78137
2022-11-08,1.7004
2022-11-09,1.9838
2022-11-10,1.53846
2022-11-11,2.834
2022-11-12,0.44534
2022-11-13,1.09311
2022-11-14,3.1174
2022-11-15,1.94331
2022-11-16,2.46963
2022-11-17,6.35627
2022-11-18,3.96761
2022-11-19,0.93117
2022-11-20,0.32388
2022-11-21,2.02429
2022-11-22,3.68421
2022-11-23,1.74089
2022-11-24,3.07692
2022-11-25,1.94331
2022-11-26,0.52631
2022-11-27,0.48582
2022-11-28,1.53846
2022-11-29,1.417
2022-11-30,1.25506
2022-12-01,1.21457
2022-12-02,1.45748
2022-12-03,0.36437
2022-12-04,0.5668
2022-12-05,1.74089
2022-12-06,4.97975
2022-12-07,2.2672
2022-12-08,3.52226
2022-12-09,2.834
2022-12-10,1.37651
2022-12-11,0.93117
2022-12-12,2.75303
2022-12-13,2.14574
2022-12-14,1.9838
2022-12-15,2.2672
2022-12-16,1.417
2022-12-17,0.5668
2022-12-18,1.05263
2022-12-19,1.74089
2022-12-20,1.94331
2022-12-21,1.9838
2022-12-22,4.97975
2022-12-23,3.15789
2022-12-24,0.68825
2022-12-25,1.09311
2022-12-26,2.10526
2022-12-27,2.18623
2022-12-28,2.67206
2022-12-29,2.91497
2022-12-30,1.21457
2022-12-31,0.52631
2023-01-01,0.8502
2023-01-02,3.07692
2023-01-03,3.44129
2023-01-04,2.18623
2023-01-05,2.834
2023-01-06,1.53846
2023-01-07,1.05263
2023-01-08,0.80971
2023-01-09,2.67206
2023-01-10,2.5506
2023-01-11,2.71255
2023-01-12,2.87449
2023-01-13,2.02429
2023-01-14,1.05263
2023-01-15,0.64777
2023-01-16,4.04858
2023-01-17,3.07692
2023-01-18,3.72469
2023-01-19,10.04048
2023-01-20,5.4251
2023-01-21,2.34817
2023-01-22,1.29554
2023-01-23,1.21457
2023-01-24,2.67206
2023-01-25,5.54655
2023-01-26,7.44939
2023-01-27,10.68825
2023-01-28,5.50607
2023-01-29,5.82995
2023-01-30,19.43319
2023-01-31,14.65587
2023-02-01,13.48178
2023-02-02,13.96761
2023-02-03,17.57085
2023-02-04,6.11336
2023-02-05,6.43724
2023-02-06,17.4089
2023-02-07,26.35627
2023-02-08,17.53036
2023-02-09,17.28744
2023-02-10,11.33603
2023-02-11,5.06072
2023-02-12,3.64372
2023-02-13,10.76923
2023-02-14,12.18623
2023-02-15,15.91093
2023-02-16,18.86639
2023-02-17,10.60728
2023-02-18,2.95546
2023-02-19,4.73684
2023-02-20,14.45344
2023-02-21,9.71659
2023-02-22,7.89473
2023-02-23,5.91093
2023-02-24,6.80161
2023-02-25,2.5506
2023-02-26,2.51012
2023-02-27,5.4251
2023-02-28,6.68016
2023-03-01,3.27935
2023-03-02,12.5506
2023-03-03,11.17408
2023-03-04,3.36032
2023-03-05,3.07692
2023-03-06,8.58299
2023-03-07,11.49797
2023-03-08,6.11336
2023-03-09,6.63967
2023-03-10,4.00809
2023-03-11,1.49797
2023-03-12,1.74089
2023-03-13,7.4089
2023-03-14,6.92307
2023-03-15,8.74493
2023-03-16,7.44939
2023-03-17,7.44939
2023-03-18,3.19838
2023-03-19,2.79352
2023-03-20,5.82995
2023-03-21,6.59919
2023-03-22,7.73279
2023-03-23,5.82995
2023-03-24,5.50607
2023-03-25,3.31983
2023-03-26,3.96761
2023-03-27,7.04453
2023-03-28,8.94736
2023-03-29,15.10121
2023-03-30,18.38056
2023-03-31,10.80971
2023-04-01,4.21052
2023-04-02,4.69635
2023-04-03,8.50202
2023-04-04,7.65182
2023-04-05,9.06882
2023-04-06,6.15384
2023-04-07,5.95141
2023-04-08,2.67206
2023-04-09,3.76518
2023-04-10,6.96356
2023-04-11,8.42105
2023-04-12,5.74898
2023-04-13,7.73279
2023-04-14,6.5587
2023-04-15,2.38866
2023-04-16,3.31983
2023-04-17,6.31578
2023-04-18,6.19433
2023-04-19,6.23481
2023-04-20,7.08502
2023-04-21,6.59919
2023-04-22,2.95546
2023-04-23,2.59109
2023-04-24,6.19433
2023-04-25,7.6923
2023-04-26,14.33198
2023-04-27,10.16194
2023-04-28,5.87044
2023-04-29,2.06477
2023-04-30,1.94331
2023-05-01,1.94331
2023-05-02,4.61538
2023-05-03,5.50607
2023-05-04,10.60728
2023-05-05,2.59109
2023-05-06,1.90283
2023-05-07,1.90283
2023-05-08,5.1417
2023-05-09,6.31578
2023-05-10,5.18218
2023-05-11,4.49392
2023-05-12,5.30364
2023-05-13,1.9838
2023-05-14,2.63157
2023-05-15,7.08502
2023-05-16,7.73279
2023-05-17,15.26315
2023-05-18,7.61133
2023-05-19,17.04453
2023-05-20,3.48178
2023-05-21,2.75303
2023-05-22,8.66396
2023-05-23,15.1417
2023-05-24,16.88259
2023-05-25,8.2591
2023-05-26,7.77327
2023-05-27,1.61943
2023-05-28,1.90283
2023-05-29,2.67206
2023-05-30,6.68016
2023-05-31,8.98785
2023-06-01,12.46963
2023-06-02,9.23076
2023-06-03,2.75303
2023-06-04,3.07692
2023-06-05,6.51821
2023-06-06,3.07692
2023-06-07,8.34008
2023-06-08,16.43724
