date,CMARP
2023-05-30,9.41845
2023-05-31,6.44753
2023-06-01,7.26927
2023-06-02,8.40707
2023-06-03,4.23514
2023-06-04,5.1201
2023-06-05,5.62579
2023-06-06,4.67762
2023-06-07,7.3957
2023-06-08,5.87863
2023-06-09,6.89001
2023-06-10,3.72945
2023-06-11,4.23514
2023-06-12,6.44753
2023-06-13,7.52212
2023-06-14,7.90139
2023-06-15,6.57395
2023-06-16,6.06826
2023-06-17,3.22376
2023-06-18,3.09734
2023-06-19,7.26927
2023-06-20,8.72313
2023-06-21,7.77496
2023-06-22,7.9646
2023-06-23,7.26927
2023-06-24,4.93046
2023-06-25,4.42477
2023-06-26,5.75221
2023-06-27,7.14285
2023-06-28,10.61946
2023-06-29,7.71175
2023-06-30,6.70037
2023-07-01,4.10872
2023-07-02,4.86725
2023-07-03,7.83817
2023-07-04,9.48166
2023-07-05,8.40707
2023-07-06,8.5335
2023-07-07,7.58533
2023-07-08,3.35018
2023-07-09,5.18331
2023-07-10,8.84955
2023-07-11,8.09102
2023-07-12,7.58533
2023-07-13,7.64854
2023-07-14,8.47029
2023-07-15,4.86725
2023-07-16,5.30973
2023-07-17,7.83817
2023-07-18,8.34386
2023-07-19,7.83817
2023-07-20,8.02781
2023-07-21,8.97597
2023-07-22,3.79266
2023-07-23,4.93046
2023-07-24,8.28065
2023-07-25,10.8091
2023-07-26,10.42983
2023-07-27,9.22882
2023-07-28,7.45891
2023-07-29,3.79266
2023-07-30,3.28697
2023-07-31,8.78634
2023-08-01,6.8268
2023-08-02,7.71175
2023-08-03,6.95322
2023-08-04,6.8268
2023-08-05,3.85587
2023-08-06,4.23514
2023-08-07,5.62579
2023-08-08,7.33249
2023-08-09,5.62579
2023-08-10,8.47029
2023-08-11,7.07964
2023-08-12,3.9823
2023-08-13,3.66624
2023-08-14,6.76359
2023-08-15,5.56257
2023-08-16,7.33249
2023-08-17,8.40707
2023-08-18,4.5512
2023-08-19,4.17193
2023-08-20,3.91908
2023-08-21,7.26927
2023-08-22,7.07964
2023-08-23,5.81542
2023-08-24,6.38432
2023-08-25,6.76359
2023-08-26,3.9823
2023-08-27,4.61441
2023-08-28,7.20606
2023-08-29,7.90139
2023-08-30,8.34386
2023-08-31,7.07964
2023-09-01,6.76359
2023-09-02,4.93046
2023-09-03,3.85587
2023-09-04,7.52212
2023-09-05,8.5335
2023-09-06,8.34386
2023-09-07,7.3957
2023-09-08,6.8268
2023-09-09,3.35018
2023-09-10,2.90771
2023-09-11,6.70037
2023-09-12,6.19469
2023-09-13,5.49936
2023-09-14,7.20606
2023-09-15,6.51074
2023-09-16,3.53982
2023-09-17,3.16055
2023-09-18,7.3957
2023-09-19,6.57395
2023-09-20,5.81542
2023-09-21,6.57395
2023-09-22,6.51074
2023-09-23,4.17193
2023-09-24,3.22376
2023-09-25,7.33249
2023-09-26,8.02781
2023-09-27,6.70037
2023-09-28,4.29835
2023-09-29,2.21238
2023-09-30,2.8445
2023-10-01,3.53982
2023-10-02,3.91908
2023-10-03,4.23514
2023-10-04,6.89001
2023-10-05,7.83817
2023-10-06,6.06826
2023-10-07,3.22376
2023-10-08,4.5512
2023-10-09,3.85587
2023-10-10,7.01643
2023-10-11,7.58533
2023-10-12,6.06826
2023-10-13,5.75221
2023-10-14,3.72945
2023-10-15,4.42477
2023-10-16,6.19469
2023-10-17,5.75221
2023-10-18,6.51074
2023-10-19,6.51074
2023-10-20,6.8268
2023-10-21,4.42477
2023-10-22,3.53982
2023-10-23,6.63716
2023-10-24,10.36662
2023-10-25,7.3957
2023-10-26,8.09102
2023-10-27,6.8268
2023-10-28,3.66624
2023-10-29,4.42477
2023-10-30,6.76359
2023-10-31,6.13147
2023-11-01,5.30973
2023-11-02,7.52212
2023-11-03,5.56257
2023-11-04,4.29835
2023-11-05,3.16055
2023-11-06,7.33249
2023-11-07,7.07964
2023-11-08,4.74083
2023-11-09,6.2579
2023-11-10,4.99367
2023-11-11,3.16055
2023-11-12,3.47661
2023-11-13,5.75221
2023-11-14,6.95322
2023-11-15,6.8268
2023-11-16,6.19469
2023-11-17,5.37294
2023-11-18,3.47661
2023-11-19,3.91908
2023-11-20,6.44753
2023-11-21,8.21744
2023-11-22,6.95322
2023-11-23,6.89001
2023-11-24,6.44753
2023-11-25,2.78128
2023-11-26,4.17193
2023-11-27,6.19469
2023-11-28,6.51074
2023-11-29,7.26927
2023-11-30,6.70037
2023-12-01,5.81542
2023-12-02,3.72945
2023-12-03,3.28697
2023-12-04,5.56257
2023-12-05,6.8268
2023-12-06,8.21744
2023-12-07,5.87863
2023-12-08,7.14285
2023-12-09,4.5512
2023-12-10,4.74083
2023-12-11,5.43615
2023-12-12,7.52212
2023-12-13,8.02781
2023-12-14,6.44753
2023-12-15,7.64854
2023-12-16,4.93046
2023-12-17,3.60303
2023-12-18,5.87863
2023-12-19,7.33249
2023-12-20,7.14285
2023-12-21,7.45891
2023-12-22,8.5335
2023-12-23,3.85587
2023-12-24,3.22376
2023-12-25,3.79266
2023-12-26,8.02781
2023-12-27,10.49304
2023-12-28,12.01011
2023-12-29,8.78634
2023-12-30,6.13147
2023-12-31,6.13147
2024-01-01,4.42477
2024-01-02,10.05056
2024-01-03,9.86093
2024-01-04,8.65992
2024-01-05,9.41845
2024-01-06,4.48798
2024-01-07,5.689
2024-01-08,7.77496
2024-01-09,7.9646
2024-01-10,9.48166
2024-01-11,9.16561
2024-01-12,6.95322
2024-01-13,5.24652
2024-01-14,4.29835
2024-01-15,9.60809
2024-01-16,6.95322
2024-01-17,8.97597
2024-01-18,8.65992
2024-01-19,9.86093
2024-01-20,6.51074
2024-01-21,5.37294
2024-01-22,8.59671
2024-01-23,9.03919
2024-01-24,9.29203
2024-01-25,12.83185
2024-01-26,9.73451
2024-01-27,6.13147
2024-01-28,6.06826
2024-01-29,11.44121
2024-01-30,10.61946
2024-01-31,12.89506
2024-02-01,9.92414
2024-02-02,9.92414
2024-02-03,7.20606
2024-02-04,7.14285
2024-02-05,10.99873
2024-02-06,9.92414
2024-02-07,10.11378
2024-02-08,10.11378
2024-02-09,6.19469
2024-02-10,4.48798
2024-02-11,7.14285
2024-02-12,8.97597
2024-02-13,20.4804
2024-02-14,31.73198
2024-02-15,24.20986
2024-02-16,11.12515
2024-02-17,7.52212
2024-02-18,5.43615
2024-02-19,14.72819
2024-02-20,11.378
2024-02-21,13.0847
2024-02-22,12.57901
2024-02-23,11.82048
2024-02-24,6.70037
2024-02-25,8.02781
2024-02-26,15.48672
2024-02-27,12.38938
2024-02-28,13.40075
2024-02-29,11.44121
2024-03-01,8.34386
2024-03-02,6.95322
2024-03-03,6.89001
2024-03-04,11.9469
2024-03-05,13.52718
2024-03-06,10.30341
2024-03-07,7.90139
2024-03-08,9.98735
2024-03-09,5.18331
2024-03-10,5.18331
2024-03-11,10.11378
2024-03-12,10.87231
2024-03-13,11.44121
2024-03-14,8.40707
2024-03-15,8.5335
2024-03-16,5.75221
2024-03-17,4.74083
2024-03-18,9.03919
2024-03-19,7.90139
2024-03-20,9.86093
