date,아파트실거래가
2020-03-20,57.55131
2020-03-21,40.39589
2020-03-22,37.17008
2020-03-23,59.45747
2020-03-24,53.739
2020-03-25,52.27272
2020-03-26,56.37829
2020-03-27,49.41348
2020-03-28,37.02346
2020-03-29,34.45747
2020-03-30,63.04985
2020-03-31,60.70381
2020-04-01,65.02932
2020-04-02,58.57771
2020-04-03,48.90029
2020-04-04,37.60997
2020-04-05,31.30498
2020-04-06,55.57184
2020-04-07,54.61876
2020-04-08,52.63929
2020-04-09,52.63929
2020-04-10,41.64222
2020-04-11,34.75073
2020-04-12,35.99706
2020-04-13,52.49266
2020-04-14,48.16715
2020-04-15,39.58944
2020-04-16,54.17888
2020-04-17,57.69794
2020-04-18,37.17008
2020-04-19,39.51612
2020-04-20,56.23167
2020-04-21,50.43988
2020-04-22,52.7126
2020-04-23,51.0997
2020-04-24,46.04105
2020-04-25,30.27859
2020-04-26,31.81818
2020-04-27,54.98533
2020-04-28,57.55131
2020-04-29,49.12023
2020-04-30,40.76246
2020-05-01,39.73607
2020-05-02,34.97067
2020-05-03,31.59824
2020-05-04,48.24046
2020-05-05,40.54252
2020-05-06,46.55425
2020-05-07,46.92082
2020-05-08,42.22873
2020-05-09,37.75659
2020-05-10,31.45161
2020-05-11,50.73313
2020-05-12,52.27272
2020-05-13,54.61876
2020-05-14,58.94428
2020-05-15,53.44574
2020-05-16,37.46334
2020-05-17,36.07038
2020-05-18,58.35777
2020-05-19,64.88269
2020-05-20,55.8651
2020-05-21,53.44574
2020-05-22,46.8475
2020-05-23,37.31671
2020-05-24,42.22873
2020-05-25,57.33137
2020-05-26,58.72434
2020-05-27,58.21114
2020-05-28,52.49266
2020-05-29,50.14662
2020-05-30,34.16422
2020-05-31,36.80351
2020-06-01,59.97067
2020-06-02,67.66862
2020-06-03,69.57478
2020-06-04,71.18768
2020-06-05,60.63049
2020-06-06,42.96187
2020-06-07,41.34897
2020-06-08,63.41642
2020-06-09,69.20821
2020-06-10,65.9824
2020-06-11,71.55425
2020-06-12,61.217
2020-06-13,48.16715
2020-06-14,43.6217
2020-06-15,69.13489
2020-06-16,72.65395
2020-06-17,71.92082
2020-06-18,76.46627
2020-06-19,73.38709
2020-06-20,48.24046
2020-06-21,47.58064
2020-06-22,77.12609
2020-06-23,73.02052
2020-06-24,68.6217
2020-06-25,71.77419
2020-06-26,70.01466
2020-06-27,45.7478
2020-06-28,52.56598
2020-06-29,79.8387
2020-06-30,75.87976
2020-07-01,70.01466
2020-07-02,81.30498
2020-07-03,66.93548
2020-07-04,45.82111
2020-07-05,45.67448
2020-07-06,80.64516
2020-07-07,70.67448
2020-07-08,72.06744
2020-07-09,74.85337
2020-07-10,59.16422
2020-07-11,40.54252
2020-07-12,38.41642
2020-07-13,68.54838
2020-07-14,77.05278
2020-07-15,66.71554
2020-07-16,58.79765
2020-07-17,61.51026
2020-07-18,47.28739
2020-07-19,44.50146
2020-07-20,75.65982
2020-07-21,72.3607
2020-07-22,75.95307
2020-07-23,79.54545
2020-07-24,74.41348
2020-07-25,49.85337
2020-07-26,55.49853
2020-07-27,85.48387
2020-07-28,83.35777
2020-07-29,77.85923
2020-07-30,76.53958
2020-07-31,68.47507
2020-08-01,52.85923
2020-08-02,41.71554
2020-08-03,71.92082
2020-08-04,72.06744
2020-08-05,61.217
2020-08-06,64.00293
2020-08-07,54.91202
2020-08-08,40.54252
2020-08-09,40.4692
2020-08-10,64.07624
2020-08-11,72.72727
2020-08-12,73.02052
2020-08-13,71.33431
2020-08-14,60.85043
2020-08-15,39.73607
2020-08-16,35.92375
2020-08-17,46.8475
2020-08-18,64.95601
2020-08-19,69.79472
2020-08-20,67.22873
2020-08-21,71.11436
2020-08-22,42.81524
2020-08-23,42.30205
2020-08-24,65.10263
2020-08-25,66.93548
2020-08-26,61.29032
2020-08-27,67.44868
2020-08-28,61.36363
2020-08-29,41.93548
2020-08-30,37.09677
2020-08-31,60.63049
2020-09-01,64.88269
2020-09-02,62.31671
2020-09-03,51.02639
2020-09-04,53.59237
2020-09-05,37.60997
2020-09-06,38.56304
2020-09-07,62.75659
2020-09-08,64.14956
2020-09-09,57.55131
2020-09-10,56.30498
2020-09-11,45.7478
2020-09-12,35.41055
2020-09-13,35.04398
2020-09-14,59.97067
2020-09-15,55.05865
2020-09-16,57.91788
2020-09-17,51.17302
2020-09-18,53.66568
2020-09-19,38.12316
2020-09-20,32.84457
2020-09-21,51.97947
2020-09-22,52.63929
2020-09-23,52.27272
2020-09-24,48.38709
2020-09-25,48.02052
2020-09-26,35.41055
2020-09-27,36.87683
2020-09-28,53.739
2020-09-29,44.50146
2020-09-30,25.87976
2020-10-01,25.65982
2020-10-02,31.45161
2020-10-03,29.47214
2020-10-04,38.70967
2020-10-05,56.67155
2020-10-06,55.71847
2020-10-07,49.41348
2020-10-08,46.8475
2020-10-09,41.34897
2020-10-10,40.32258
2020-10-11,37.53665
2020-10-12,65.90909
2020-10-13,56.59824
2020-10-14,55.8651
2020-10-15,56.15835
2020-10-16,54.98533
2020-10-17,40.76246
2020-10-18,35.85043
2020-10-19,60.85043
2020-10-20,65.24926
2020-10-21,56.45161
2020-10-22,54.8387
2020-10-23,52.49266
2020-10-24,39.14956
2020-10-25,39.07624
2020-10-26,67.81524
2020-10-27,66.05571
2020-10-28,66.27565
2020-10-29,75.36656
2020-10-30,62.09677
2020-10-31,42.66862
2020-11-01,38.70967
2020-11-02,68.91495
2020-11-03,71.11436
2020-11-04,68.47507
2020-11-05,73.31378
2020-11-06,69.13489
2020-11-07,46.26099
2020-11-08,44.06158
2020-11-09,77.63929
2020-11-10,74.4868
2020-11-11,77.12609
2020-11-12,86.14369
2020-11-13,71.40762
2020-11-14,48.16715
2020-11-15,46.92082
2020-11-16,78.739
2020-11-17,90.17595
2020-11-18,83.13782
2020-11-19,100.0
2020-11-20,82.84457
2020-11-21,59.75073
2020-11-22,54.98533
2020-11-23,88.19648
2020-11-24,98.60703
2020-11-25,83.87096
2020-11-26,80.93841
2020-11-27,77.78592
2020-11-28,50.95307
2020-11-29,49.4868
2020-11-30,79.17888
2020-12-01,87.02346
2020-12-02,83.21114
2020-12-03,82.11143
2020-12-04,72.43401
2020-12-05,51.53958
2020-12-06,44.64809
2020-12-07,78.95894
2020-12-08,75.80645
2020-12-09,83.79765
2020-12-10,82.91788
2020-12-11,84.67741
2020-12-12,53.66568
2020-12-13,48.16715
2020-12-14,79.98533
2020-12-15,85.92375
2020-12-16,85.19061
2020-12-17,83.79765
2020-12-18,78.37243
2020-12-19,60.19061
2020-12-20,42.44868
2020-12-21,73.31378
2020-12-22,73.16715
2020-12-23,67.44868
2020-12-24,70.45454
2020-12-25,48.16715
2020-12-26,45.2346
2020-12-27,46.40762
2020-12-28,81.52492
2020-12-29,75.58651
2020-12-30,70.38123
2020-12-31,68.47507
2021-01-01,49.12023
2021-01-02,46.48093
2021-01-03,45.01466
2021-01-04,65.68914
2021-01-05,61.43695
2021-01-06,60.55718
2021-01-07,65.83577
2021-01-08,62.39002
2021-01-09,45.01466
2021-01-10,35.85043
2021-01-11,69.79472
2021-01-12,71.62756
2021-01-13,67.15542
2021-01-14,67.00879
2021-01-15,63.19648
2021-01-16,47.94721
2021-01-17,41.93548
2021-01-18,64.14956
2021-01-19,66.4956
2021-01-20,58.21114
2021-01-21,69.20821
2021-01-22,71.04105
2021-01-23,51.02639
2021-01-24,45.08797
2021-01-25,67.52199
2021-01-26,66.4956
2021-01-27,71.26099
2021-01-28,72.80058
2021-01-29,63.78299
2021-01-30,48.16715
2021-01-31,42.5953
2021-02-01,75.51319
2021-02-02,78.59237
2021-02-03,59.01759
2021-02-04,89.07624
2021-02-05,58.43108
2021-02-06,44.94134
2021-02-07,42.74193
2021-02-08,70.2346
2021-02-09,61.58357
2021-02-10,46.33431
2021-02-11,38.8563
2021-02-12,31.74486
2021-02-13,39.00293
2021-02-14,42.37536
2021-02-15,70.30791
2021-02-16,63.92961
2021-02-17,54.32551
2021-02-18,66.4956
2021-02-19,58.43108
2021-02-20,40.02932
2021-02-21,38.48973
2021-02-22,68.25513
2021-02-23,66.20234
2021-02-24,55.64516
2021-02-25,59.31085
2021-02-26,53.29912
2021-02-27,42.08211
2021-02-28,37.60997
2021-03-01,42.08211
2021-03-02,56.30498
2021-03-03,65.83577
2021-03-04,55.49853
2021-03-05,54.10557
2021-03-06,41.71554
2021-03-07,36.36363
2021-03-08,53.66568
2021-03-09,51.46627
2021-03-10,56.01173
2021-03-11,55.13196
2021-03-12,46.70087
2021-03-13,35.48387
2021-03-14,33.79765
2021-03-15,56.89149
2021-03-16,67.88856
2021-03-17,53.66568
2021-03-18,52.7126
2021-03-19,50.07331
2021-03-20,37.90322
2021-03-21,40.4692
2021-03-22,66.86217
2021-03-23,60.19061
2021-03-24,54.32551
2021-03-25,52.85923
2021-03-26,45.96774
2021-03-27,36.217
2021-03-28,32.40469
2021-03-29,53.29912
2021-03-30,43.47507
2021-03-31,45.52785
2021-04-01,51.53958
2021-04-02,42.00879
2021-04-03,36.51026
2021-04-04,31.59824
2021-04-05,46.70087
2021-04-06,52.27272
2021-04-07,42.81524
2021-04-08,38.8563
2021-04-09,41.27565
2021-04-10,30.42521
2021-04-11,26.68621
2021-04-12,53.2258
2021-04-13,44.50146
2021-04-14,39.88269
2021-04-15,48.68035
2021-04-16,44.94134
2021-04-17,32.03812
2021-04-18,29.10557
2021-04-19,52.05278
2021-04-20,49.70674
2021-04-21,44.42815
2021-04-22,49.12023
2021-04-23,47.80058
2021-04-24,33.72434
2021-04-25,31.23167
2021-04-26,54.61876
2021-04-27,49.70674
2021-04-28,48.31378
2021-04-29,47.43401
2021-04-30,38.41642
2021-05-01,30.13196
2021-05-02,28.07917
2021-05-03,42.30205
2021-05-04,45.16129
2021-05-05,31.74486
2021-05-06,43.84164
2021-05-07,44.86803
2021-05-08,32.62463
2021-05-09,27.49266
2021-05-10,50.21994
2021-05-11,50.21994
2021-05-12,49.34017
2021-05-13,39.73607
2021-05-14,43.47507
2021-05-15,33.28445
2021-05-16,25.80645
2021-05-17,40.61583
2021-05-18,42.22873
2021-05-19,29.03225
2021-05-20,45.89442
2021-05-21,48.90029
2021-05-22,29.76539
2021-05-23,29.98533
2021-05-24,47.58064
2021-05-25,48.53372
2021-05-26,44.86803
2021-05-27,43.76832
2021-05-28,39.88269
2021-05-29,32.40469
2021-05-30,29.03225
2021-05-31,53.51906
2021-06-01,50.29325
2021-06-02,43.18181
2021-06-03,48.68035
2021-06-04,40.17595
2021-06-05,27.34604
2021-06-06,29.39882
2021-06-07,44.64809
2021-06-08,43.25513
2021-06-09,41.05571
2021-06-10,49.19354
2021-06-11,42.74193
2021-06-12,29.03225
2021-06-13,27.05278
2021-06-14,45.01466
2021-06-15,45.38123
2021-06-16,44.06158
2021-06-17,42.08211
2021-06-18,41.4956
2021-06-19,39.44281
2021-06-20,30.71847
2021-06-21,45.01466
2021-06-22,46.48093
2021-06-23,43.84164
2021-06-24,50.51319
2021-06-25,34.97067
2021-06-26,25.95307
2021-06-27,23.68035
2021-06-28,42.81524
2021-06-29,42.66862
2021-06-30,41.42228
2021-07-01,39.22287
2021-07-02,37.82991
2021-07-03,26.90615
2021-07-04,30.27859
2021-07-05,42.52199
