date,하이닉스주가
2020-09-27,0.42775
2020-09-28,6.66016
2020-09-29,6.43503
2020-09-30,0.60785
2020-10-01,0.44651
2020-10-02,0.47652
2020-10-03,0.31518
2020-10-04,0.3527
2020-10-05,6.01103
2020-10-06,5.98476
2020-10-07,5.64331
2020-10-08,5.30936
2020-10-09,0.66414
2020-10-10,0.4315
2020-10-11,0.34895
2020-10-12,6.60387
2020-10-13,7.36557
2020-10-14,6.45003
2020-10-15,5.72961
2020-10-16,5.84218
2020-10-17,0.49904
2020-10-18,0.36771
2020-10-19,6.02979
2020-10-20,11.39169
2020-10-21,7.47814
2020-10-22,6.04104
2020-10-23,5.8009
2020-10-24,0.58534
2020-10-25,0.47277
2020-10-26,5.39942
2020-10-27,5.45195
2020-10-28,5.17428
2020-10-29,5.29436
2020-10-30,4.97542
2020-10-31,0.52155
2020-11-01,0.46152
2020-11-02,5.26434
2020-11-03,5.29436
2020-11-04,6.20989
2020-11-05,6.47255
2020-11-06,6.57761
2020-11-07,0.58159
2020-11-08,0.40148
2020-11-09,6.27368
2020-11-10,5.95474
2020-11-11,5.85343
2020-11-12,6.4838
2020-11-13,7.32055
2020-11-14,0.71291
2020-11-15,0.57033
2020-11-16,13.53795
2020-11-17,11.54553
2020-11-18,9.36175
2020-11-19,7.83835
2020-11-20,6.61513
2020-11-21,0.72792
2020-11-22,0.54782
2020-11-23,10.37859
2020-11-24,9.47056
2020-11-25,7.96968
2020-11-26,7.79708
2020-11-27,6.58511
2020-11-28,0.7692
2020-11-29,0.58159
2020-11-30,6.02979
2020-12-01,7.29428
2020-12-02,11.21533
2020-12-03,11.81193
2020-12-04,14.44223
2020-12-05,1.54215
2020-12-06,1.21571
2020-12-07,12.16089
2020-12-08,10.94518
2020-12-09,11.1553
2020-12-10,11.59806
2020-12-11,9.70695
2020-12-12,0.98307
2020-12-13,0.78421
2020-12-14,8.63757
2020-12-15,7.9284
2020-12-16,7.45563
2020-12-17,7.45187
2020-12-18,6.5626
2020-12-19,0.75044
2020-12-20,0.64162
2020-12-21,7.67325
2020-12-22,7.22674
2020-12-23,7.60947
2020-12-24,8.11977
2020-12-25,0.90428
2020-12-26,0.75419
2020-12-27,0.61536
2020-12-28,8.47247
2020-12-29,8.0072
2020-12-30,8.27736
2020-12-31,2.17252
2021-01-01,0.75044
2021-01-02,0.70166
2021-01-03,0.67539
2021-01-04,11.84195
2021-01-05,11.36167
2021-01-06,12.17965
2021-01-07,12.33724
2021-01-08,13.80811
2021-01-09,1.49712
2021-01-10,1.27199
2021-01-11,15.53037
2021-01-12,12.4273
2021-01-13,11.23034
2021-01-14,9.95459
2021-01-15,9.64691
2021-01-16,0.81798
2021-01-17,0.81798
2021-01-18,10.32231
2021-01-19,10.67502
2021-01-20,9.77824
2021-01-21,9.58313
2021-01-22,8.91148
2021-01-23,1.09939
2021-01-24,0.83674
2021-01-25,9.65817
2021-01-26,9.59063
2021-01-27,8.91523
2021-01-28,9.78199
2021-01-29,10.71629
2021-01-30,1.09189
2021-01-31,0.80297
2021-02-01,9.74072
2021-02-02,10.07466
2021-02-03,8.89647
2021-02-04,8.07849
2021-02-05,9.05782
2021-02-06,0.92679
2021-02-07,0.70541
2021-02-08,7.56819
2021-02-09,7.39559
2021-02-10,6.9791
2021-02-11,0.96056
2021-02-12,0.6904
2021-02-13,0.58534
2021-02-14,0.6116
2021-02-15,8.65633
2021-02-16,7.96217
2021-02-17,7.21548
2021-02-18,6.74271
2021-02-19,8.14603
2021-02-20,1.06562
2021-02-21,0.70166
2021-02-22,9.54185
2021-02-23,8.79141
2021-02-24,9.40302
2021-02-25,11.65809
2021-02-26,10.05215
2021-02-27,0.92679
2021-02-28,0.9493
2021-03-01,0.96806
2021-03-02,9.26044
2021-03-03,8.525
2021-03-04,7.96592
2021-03-05,8.07474
2021-03-06,0.76169
2021-03-07,0.62286
2021-03-08,7.83085
2021-03-09,8.76139
2021-03-10,7.39559
2021-03-11,7.93966
2021-03-12,7.98469
2021-03-13,0.82923
2021-03-14,0.65663
2021-03-15,7.01662
2021-03-16,7.0804
2021-03-17,6.37124
2021-03-18,7.60571
2021-03-19,6.36749
2021-03-20,0.67164
2021-03-21,0.50654
2021-03-22,6.77272
2021-03-23,6.08982
2021-03-24,5.66582
2021-03-25,6.07481
2021-03-26,6.12734
2021-03-27,0.58534
2021-03-28,0.42775
2021-03-29,5.63205
2021-03-30,6.19864
2021-03-31,5.81966
2021-04-01,7.21173
2021-04-02,6.88529
2021-04-03,0.77295
2021-04-04,0.57408
2021-04-05,6.49131
2021-04-06,7.21173
2021-04-07,6.49881
2021-04-08,6.42002
2021-04-09,6.3112
2021-04-10,0.51405
2021-04-11,0.54031
2021-04-12,6.52508
2021-04-13,6.70143
2021-04-14,6.04855
2021-04-15,5.91722
2021-04-16,6.31496
2021-04-17,0.62286
2021-04-18,0.49153
2021-04-19,6.04855
2021-04-20,5.57202
2021-04-21,5.18179
2021-04-22,5.27184
2021-04-23,5.56451
2021-04-24,0.65663
2021-04-25,0.44276
2021-04-26,5.49322
2021-04-27,5.44069
2021-04-28,6.57761
2021-04-29,5.83092
2021-04-30,6.08607
2021-05-01,0.52155
2021-05-02,0.5178
2021-05-03,6.73895
2021-05-04,5.33938
2021-05-05,0.6904
2021-05-06,5.32437
2021-05-07,5.18929
2021-05-08,0.55907
2021-05-09,0.35645
2021-05-10,5.7146
2021-05-11,8.36366
2021-05-12,8.20607
2021-05-13,7.64324
2021-05-14,6.41251
2021-05-15,0.67539
2021-05-16,0.54406
2021-05-17,5.91722
2021-05-18,5.72961
2021-05-19,0.87051
2021-05-20,5.19305
2021-05-21,5.20805
2021-05-22,0.63787
2021-05-23,0.42399
2021-05-24,5.14427
2021-05-25,5.14052
2021-05-26,4.66774
2021-05-27,5.08423
2021-05-28,4.84784
2021-05-29,0.42775
2021-05-30,0.40899
2021-05-31,4.43885
2021-06-01,4.8516
2021-06-02,4.42009
2021-06-03,5.78965
2021-06-04,5.0317
2021-06-05,0.45401
2021-06-06,0.36396
2021-06-07,4.96791
2021-06-08,5.29436
2021-06-09,5.27935
2021-06-10,4.58144
2021-06-11,5.17428
2021-06-12,0.62286
2021-06-13,0.45776
2021-06-14,4.24749
2021-06-15,4.81407
2021-06-16,4.71652
2021-06-17,4.19121
2021-06-18,4.36756
2021-06-19,0.49529
2021-06-20,0.39022
2021-06-21,4.94165
2021-06-22,4.71652
2021-06-23,4.67524
2021-06-24,4.6002
2021-06-25,5.27935
2021-06-26,0.60035
2021-06-27,0.33019
2021-06-28,4.36006
2021-06-29,4.15369
2021-06-30,5.05046
2021-07-01,4.4276
2021-07-02,4.43885
2021-07-03,0.5966
2021-07-04,0.39398
2021-07-05,4.30377
2021-07-06,4.64898
2021-07-07,4.83659
2021-07-08,4.39383
2021-07-09,5.03921
2021-07-10,0.50279
2021-07-11,0.37146
2021-07-12,4.63022
2021-07-13,4.72027
2021-07-14,4.73152
2021-07-15,4.61521
2021-07-16,4.1762
2021-07-17,0.39398
2021-07-18,0.38272
2021-07-19,4.27376
2021-07-20,4.43885
2021-07-21,4.44636
2021-07-22,4.9379
2021-07-23,4.14993
2021-07-24,0.54031
2021-07-25,0.38272
2021-07-26,4.08239
2021-07-27,5.33563
2021-07-28,6.1311
2021-07-29,5.49322
2021-07-30,4.66023
2021-07-31,0.61536
2021-08-01,0.60035
2021-08-02,4.6002
2021-08-03,6.36373
2021-08-04,6.3975
2021-08-05,5.58703
2021-08-06,4.71276
2021-08-07,0.45401
2021-08-08,0.37522
2021-08-09,5.4482
2021-08-10,7.05789
2021-08-11,17.10629
2021-08-12,23.52256
2021-08-13,24.16794
2021-08-14,2.85542
2021-08-15,1.66222
2021-08-16,2.46144
2021-08-17,13.45165
2021-08-18,12.88506
2021-08-19,11.64309
2021-08-20,10.25477
2021-08-21,1.51213
2021-08-22,1.13691
2021-08-23,10.34482
2021-08-24,10.85137
2021-08-25,9.02029
2021-08-26,8.7689
2021-08-27,8.02971
2021-08-28,0.84799
2021-08-29,0.6829
2021-08-30,7.49315
2021-08-31,8.53626
2021-09-01,7.96217
2021-09-02,7.30929
2021-09-03,6.79524
2021-09-04,0.77295
2021-09-05,0.56283
2021-09-06,6.83276
2021-09-07,6.18738
2021-09-08,7.01287
2021-09-09,6.71269
2021-09-10,6.85152
2021-09-11,0.98682
2021-09-12,0.58534
2021-09-13,7.18547
2021-09-14,7.86462
2021-09-15,6.47255
2021-09-16,6.41251
2021-09-17,6.3975
2021-09-18,0.66414
2021-09-19,0.439
2021-09-20,0.46902
2021-09-21,0.55907
2021-09-22,0.51405
2021-09-23,6.28494
2021-09-24,5.82717
2021-09-25,0.75044
2021-09-26,0.57033
2021-09-27,5.87219
2021-09-28,5.96975
2021-09-29,8.57003
2021-09-30,7.29428
2021-10-01,6.50257
2021-10-02,0.74293
2021-10-03,0.60785
2021-10-04,1.17819
2021-10-05,8.90398
2021-10-06,8.89272
2021-10-07,8.39743
2021-10-08,8.13853
2021-10-09,1.02059
2021-10-10,1.04311
2021-10-11,1.32077
2021-10-12,10.48365
2021-10-13,8.58504
2021-10-14,7.77081
2021-10-15,8.8552
2021-10-16,1.05061
2021-10-17,0.70916
2021-10-18,6.87028
2021-10-19,6.20614
2021-10-20,5.81216
2021-10-21,5.64706
2021-10-22,6.35623
2021-10-23,0.67164
2021-10-24,0.54031
2021-10-25,7.00536
2021-10-26,8.29237
2021-10-27,7.05039
2021-10-28,9.99587
2021-10-29,7.62447
2021-10-30,0.93429
2021-10-31,0.51405
2021-11-01,7.9284
2021-11-02,8.05598
2021-11-03,7.33931
2021-11-04,7.01662
2021-11-05,6.66766
2021-11-06,0.7767
2021-11-07,0.439
2021-11-08,6.18363
2021-11-09,6.57386
2021-11-10,6.44253
2021-11-11,5.78589
2021-11-12,6.40126
2021-11-13,0.66414
2021-11-14,0.45776
2021-11-15,8.55502
2021-11-16,7.31679
2021-11-17,6.01478
2021-11-18,6.07857
2021-11-19,5.53825
2021-11-20,0.66038
2021-11-21,0.52906
2021-11-22,16.19826
2021-11-23,11.36167
2021-11-24,8.58129
2021-11-25,6.86653
2021-11-26,6.33372
2021-11-27,0.92304
2021-11-28,0.50654
2021-11-29,7.60571
2021-11-30,7.54568
2021-12-01,7.78207
2021-12-02,9.47806
2021-12-03,7.8346
2021-12-04,0.7767
2021-12-05,0.59284
2021-12-06,7.87212
2021-12-07,8.6976
2021-12-08,8.81768
2021-12-09,8.3524
2021-12-10,6.79149
2021-12-11,0.69415
2021-12-12,0.58534
2021-12-13,7.63573
2021-12-14,6.51007
2021-12-15,6.54759
2021-12-16,6.86278
2021-12-17,5.64331
2021-12-18,0.66038
2021-12-19,0.48028
2021-12-20,6.14611
2021-12-21,7.24925
2021-12-22,8.58504
2021-12-23,8.37116
2021-12-24,7.53442
2021-12-25,0.68665
2021-12-26,0.67914
2021-12-27,6.45754
2021-12-28,6.11609
2021-12-29,6.0448
2021-12-30,8.42745
2021-12-31,2.37139
2022-01-01,0.56658
2022-01-02,0.61911
2022-01-03,7.0729
2022-01-04,6.07857
2022-01-05,7.65824
2022-01-06,6.76522
2022-01-07,6.78398
2022-01-08,0.70916
2022-01-09,0.48778
2022-01-10,6.29995
2022-01-11,6.75396
2022-01-12,7.46313
2022-01-13,5.51574
2022-01-14,5.06172
2022-01-15,0.71667
2022-01-16,0.62661
2022-01-17,5.01294
2022-01-18,4.70526
2022-01-19,5.12175
2022-01-20,5.07298
2022-01-21,5.73712
2022-01-22,0.85925
2022-01-23,0.57783
2022-01-24,5.48947
2022-01-25,5.98476
2022-01-26,5.75212
2022-01-27,6.85527
2022-01-28,7.30929
2022-01-29,0.87051
2022-01-30,0.53281
2022-01-31,0.48778
2022-02-01,0.47652
2022-02-02,0.57408
2022-02-03,6.3037
2022-02-04,6.53258
2022-02-05,0.87801
2022-02-06,0.49529
2022-02-07,5.61329
2022-02-08,5.83092
2022-02-09,5.67708
2022-02-10,6.59262
2022-02-11,6.70894
2022-02-12,0.92679
2022-02-13,0.56283
2022-02-14,6.79899
2022-02-15,6.24366
2022-02-16,6.73145
2022-02-17,7.34306
2022-02-18,5.56076
2022-02-19,0.79171
2022-02-20,0.5178
2022-02-21,5.99227
2022-02-22,5.41443
2022-02-23,5.39566
2022-02-24,7.03163
2022-02-25,5.76713
2022-02-26,0.61536
2022-02-27,0.49529
2022-02-28,5.0317
2022-03-01,0.8555
2022-03-02,5.32813
2022-03-03,5.29436
2022-03-04,5.01294
2022-03-05,0.74293
2022-03-06,0.55532
2022-03-07,6.46129
2022-03-08,5.98476
2022-03-09,0.9493
2022-03-10,5.77464
2022-03-11,5.81591
2022-03-12,0.63037
2022-03-13,0.49529
2022-03-14,5.77089
2022-03-15,5.84593
2022-03-16,5.33188
2022-03-17,6.62264
2022-03-18,5.78965
2022-03-19,0.62286
2022-03-20,0.47277
2022-03-21,5.23807
2022-03-22,5.85343
2022-03-23,5.80466
2022-03-24,4.99043
2022-03-25,5.49697
2022-03-26,0.6829
2022-03-27,0.37522
2022-03-28,5.71085
2022-03-29,5.11425
2022-03-30,5.61329
2022-03-31,5.01669
2022-04-01,4.63397
2022-04-02,0.64162
2022-04-03,0.55532
2022-04-04,5.06547
2022-04-05,4.52891
2022-04-06,5.04296
2022-04-07,5.35439
2022-04-08,5.29436
2022-04-09,0.70916
2022-04-10,0.42775
2022-04-11,4.71276
2022-04-12,4.30377
2022-04-13,5.03545
2022-04-14,5.04671
2022-04-15,5.65457
2022-04-16,0.63037
2022-04-17,0.439
2022-04-18,4.81032
2022-04-19,5.48947
2022-04-20,5.32062
2022-04-21,5.71835
2022-04-22,4.38257
2022-04-23,0.6904
2022-04-24,0.41649
2022-04-25,4.90413
2022-04-26,5.15552
2022-04-27,5.56451
2022-04-28,5.64331
2022-04-29,5.78589
2022-04-30,0.61911
2022-05-01,0.34895
2022-05-02,4.82908
2022-05-03,4.89662
2022-05-04,4.44636
2022-05-05,0.70166
2022-05-06,4.39007
2022-05-07,0.60785
2022-05-08,0.39022
2022-05-09,4.33004
2022-05-10,4.75779
2022-05-11,4.70901
2022-05-12,5.00168
2022-05-13,5.05421
2022-05-14,0.58909
2022-05-15,0.38272
2022-05-16,4.7803
2022-05-17,4.76154
2022-05-18,4.76154
2022-05-19,4.38632
2022-05-20,4.74278
2022-05-21,0.54031
2022-05-22,0.33769
2022-05-23,4.51765
2022-05-24,4.48763
2022-05-25,4.30002
2022-05-26,6.16111
2022-05-27,4.62271
2022-05-28,0.56283
2022-05-29,0.42024
2022-05-30,4.84784
2022-05-31,4.26625
2022-06-01,0.71667
2022-06-02,3.66965
2022-06-03,3.48204
2022-06-04,0.37522
2022-06-05,0.3527
2022-06-06,0.45776
2022-06-07,3.846
2022-06-08,3.93981
2022-06-09,4.07489
2022-06-10,4.11616
2022-06-11,0.54406
2022-06-12,0.3452
2022-06-13,6.08982
2022-06-14,5.9585
2022-06-15,5.55701
2022-06-16,5.91722
2022-06-17,6.15736
2022-06-18,0.76169
2022-06-19,0.63412
2022-06-20,6.12359
2022-06-21,5.60954
2022-06-22,6.09733
2022-06-23,6.32621
2022-06-24,5.41067
2022-06-25,0.71291
2022-06-26,0.49153
2022-06-27,6.15361
2022-06-28,5.49322
2022-06-29,4.82908
2022-06-30,4.4351
2022-07-01,5.80841
2022-07-02,0.82548
2022-07-03,0.67164
2022-07-04,5.43694
2022-07-05,5.85343
2022-07-06,5.57202
2022-07-07,6.12359
2022-07-08,5.83843
2022-07-09,0.6116
2022-07-10,0.42024
2022-07-11,5.1105
2022-07-12,5.01669
2022-07-13,5.33938
2022-07-14,4.8666
2022-07-15,6.4688
2022-07-16,0.61911
2022-07-17,0.58909
2022-07-18,6.75772
2022-07-19,6.11609
2022-07-20,6.36373
2022-07-21,6.26242
2022-07-22,5.0317
2022-07-23,0.49153
2022-07-24,0.37897
2022-07-25,5.42943
2022-07-26,4.78781
2022-07-27,5.60954
2022-07-28,5.26434
2022-07-29,5.01669
2022-07-30,0.60035
2022-07-31,0.39398
2022-08-01,5.05046
2022-08-02,4.39383
2022-08-03,5.21931
2022-08-04,5.17804
2022-08-05,4.66023
2022-08-06,0.57783
2022-08-07,0.439
2022-08-08,4.75029
2022-08-09,4.70901
2022-08-10,4.97167
2022-08-11,5.51949
2022-08-12,4.74278
2022-08-13,0.54782
2022-08-14,0.36396
2022-08-15,0.63787
2022-08-16,5.30936
2022-08-17,4.96416
2022-08-18,4.50639
2022-08-19,4.44636
2022-08-20,0.47277
2022-08-21,0.40148
2022-08-22,4.43135
2022-08-23,4.32253
2022-08-24,4.10866
2022-08-25,4.12742
2022-08-26,4.14243
2022-08-27,0.53281
2022-08-28,0.40148
2022-08-29,4.28501
2022-08-30,3.98484
2022-08-31,3.95482
2022-09-01,3.90229
2022-09-02,3.68091
2022-09-03,0.42024
2022-09-04,0.30017
2022-09-05,3.66965
2022-09-06,3.71843
2022-09-07,3.92855
2022-09-08,3.64339
2022-09-09,0.48028
2022-09-10,0.38647
2022-09-11,0.30392
2022-09-12,0.54031
2022-09-13,5.02795
2022-09-14,4.99043
2022-09-15,4.03361
2022-09-16,4.21372
2022-09-17,0.5178
2022-09-18,0.39398
2022-09-19,4.06363
2022-09-20,4.73152
2022-09-21,4.14243
2022-09-22,4.87786
2022-09-23,5.0242
2022-09-24,0.66038
2022-09-25,0.48778
2022-09-26,5.53074
2022-09-27,4.88537
2022-09-28,5.63205
2022-09-29,4.84034
2022-09-30,6.61888
2022-10-01,2.31886
2022-10-02,2.10498
2022-10-03,2.61528
2022-10-04,13.30156
2022-10-05,16.23578
2022-10-06,15.04258
2022-10-07,15.20018
2022-10-08,2.96799
2022-10-09,2.0487
2022-10-10,2.38264
2022-10-11,16.58099
2022-10-12,19.7591
2022-10-13,20.09305
2022-10-14,19.155
2022-10-15,3.25691
2022-10-16,2.59652
2022-10-17,21.15492
2022-10-18,22.25432
2022-10-19,20.88101
2022-10-20,18.61843
2022-10-21,16.27331
2022-10-22,2.71284
2022-10-23,1.84608
2022-10-24,17.7892
2022-10-25,18.52088
2022-10-26,27.47364
2022-10-27,28.6068
2022-10-28,41.31177
2022-10-29,5.96975
2022-10-30,3.40324
2022-10-31,29.376
2022-11-01,28.62931
2022-11-02,24.10791
2022-11-03,22.95598
2022-11-04,22.01418
2022-11-05,3.26441
2022-11-06,2.26633
2022-11-07,23.47754
2022-11-08,25.69509
2022-11-09,25.25984
2022-11-10,24.27301
2022-11-11,33.58222
2022-11-12,4.32629
2022-11-13,2.62279
2022-11-14,25.7889
2022-11-15,23.34996
2022-11-16,22.32936
2022-11-17,29.11335
2022-11-18,23.16235
2022-11-19,2.68282
2022-11-20,2.18003
2022-11-21,20.41199
2022-11-22,20.41949
2022-11-23,19.94671
2022-11-24,20.57708
2022-11-25,18.31075
2022-11-26,2.28509
2022-11-27,1.92863
2022-11-28,20.87726
2022-11-29,19.22254
2022-11-30,20.91853
2022-12-01,24.10416
2022-12-02,22.91846
2022-12-03,2.66031
2022-12-04,2.06746
2022-12-05,23.48879
2022-12-06,23.3237
2022-12-07,31.52602
2022-12-08,28.36666
2022-12-09,27.10217
2022-12-10,3.36947
2022-12-11,3.06179
2022-12-12,21.41007
2022-12-13,23.53757
2022-12-14,22.46444
2022-12-15,21.14742
2022-12-16,25.25233
2022-12-17,3.67716
2022-12-18,3.02427
2022-12-19,23.0648
2022-12-20,23.03478
2022-12-21,22.98225
2022-12-22,23.72518
2022-12-23,23.62763
2022-12-24,3.49705
2022-12-25,2.83666
2022-12-26,23.48879
2022-12-27,22.59202
2022-12-28,24.78706
2022-12-29,24.04787
2022-12-30,9.80075
2022-12-31,2.51022
2023-01-01,2.68657
2023-01-02,23.96532
2023-01-03,28.70061
2023-01-04,46.40726
2023-01-05,38.08112
2023-01-06,37.38696
2023-01-07,5.3769
2023-01-08,3.62838
2023-01-09,40.07729
2023-01-10,38.52013
2023-01-11,33.53345
2023-01-12,31.13204
2023-01-13,30.67802
2023-01-14,3.79723
2023-01-15,3.05804
2023-01-16,29.42853
2023-01-17,26.3067
2023-01-18,24.18295
2023-01-19,24.74954
2023-01-20,25.04596
2023-01-21,2.9042
2023-01-22,2.10498
2023-01-23,2.44268
2023-01-24,3.02802
2023-01-25,40.88777
2023-01-26,37.49577
2023-01-27,35.4208
2023-01-28,4.56643
2023-01-29,3.18562
2023-01-30,30.07391
2023-01-31,32.12637
2023-02-01,42.989
2023-02-02,41.38306
2023-02-03,35.01181
2023-02-04,4.03361
2023-02-05,2.97174
2023-02-06,30.40036
2023-02-07,30.7268
2023-02-08,39.2443
2023-02-09,34.38895
2023-02-10,31.97253
2023-02-11,3.39199
2023-02-12,2.59652
2023-02-13,32.70796
2023-02-14,35.85981
2023-02-15,32.41529
2023-02-16,35.14689
2023-02-17,29.85629
2023-02-18,3.16686
2023-02-19,2.66781
2023-02-20,30.1377
2023-02-21,28.1753
2023-02-22,29.0308
2023-02-23,35.45457
2023-02-24,31.27837
2023-02-25,3.19687
2023-02-26,2.54399
2023-02-27,28.84319
2023-02-28,29.49607
2023-03-01,5.4482
2023-03-02,30.98945
2023-03-03,28.35916
2023-03-04,3.52331
2023-03-05,2.69033
2023-03-06,30.9857
2023-03-07,27.84135
2023-03-08,27.01962
2023-03-09,27.78882
2023-03-10,25.53375
2023-03-11,3.26066
2023-03-12,2.57401
2023-03-13,30.10018
2023-03-14,30.83561
2023-03-15,37.55581
2023-03-16,33.91992
2023-03-17,43.29668
2023-03-18,4.56643
2023-03-19,2.95673
2023-03-20,34.51277
2023-03-21,31.59731
2023-03-22,34.06626
2023-03-23,36.99298
2023-03-24,35.70972
2023-03-25,3.44452
2023-03-26,2.44268
2023-03-27,30.54294
2023-03-28,31.82244
2023-03-29,30.06266
2023-03-30,36.34009
2023-03-31,32.58414
2023-04-01,3.70717
2023-04-02,2.96424
2023-04-03,31.4097
2023-04-04,36.98923
2023-04-05,37.77344
2023-04-06,37.48452
2023-04-07,52.12187
2023-04-08,5.42568
2023-04-09,4.15369
2023-04-10,48.86871
2023-04-11,45.69434
2023-04-12,39.83715
2023-04-13,36.66278
2023-04-14,35.32325
2023-04-15,3.36947
2023-04-16,2.51022
2023-04-17,31.51476
2023-04-18,30.92566
2023-04-19,31.59731
2023-04-20,28.62181
2023-04-21,30.5617
2023-04-22,2.85167
2023-04-23,2.64155
2023-04-24,27.13594
2023-04-25,31.88623
2023-04-26,44.37356
2023-04-27,36.45641
2023-04-28,34.01748
2023-04-29,3.82349
2023-04-30,2.38264
2023-05-01,8.32238
2023-05-02,29.98011
2023-05-03,26.26543
2023-05-04,25.69509
2023-05-05,3.74845
2023-05-06,2.60778
2023-05-07,1.93238
2023-05-08,28.66684
2023-05-09,26.4793
2023-05-10,25.25608
2023-05-11,25.75513
2023-05-12,24.66323
2023-05-13,2.6453
2023-05-14,1.76353
2023-05-15,24.97842
2023-05-16,37.40947
2023-05-17,35.80353
2023-05-18,39.89343
2023-05-19,55.82529
2023-05-20,5.86094
2023-05-21,3.74094
2023-05-22,51.87422
2023-05-23,41.98341
2023-05-24,35.70972
2023-05-25,69.05557
2023-05-26,86.06431
2023-05-27,8.96401
2023-05-28,6.59637
