date,삼성전자우선주
2020-03-20,76.82307
2020-03-21,13.94216
2020-03-22,9.8734
2020-03-23,68.82959
2020-03-24,64.95413
2020-03-25,67.72096
2020-03-26,62.56064
2020-03-27,55.23423
2020-03-28,8.25121
2020-03-29,6.03775
2020-03-30,52.30632
2020-03-31,48.63364
2020-04-01,49.63045
2020-04-02,48.55025
2020-04-03,40.63258
2020-04-04,5.84824
2020-04-05,4.56337
2020-04-06,39.99204
2020-04-07,42.75697
2020-04-08,37.4602
2020-04-09,36.04457
2020-04-10,34.62894
2020-04-11,5.50523
2020-04-12,4.44398
2020-04-13,33.08444
2020-04-14,30.05609
2020-04-15,6.01879
2020-04-16,28.8565
2020-04-17,42.22634
2020-04-18,5.34414
2020-04-19,4.36817
2020-04-20,36.84808
2020-04-21,38.33762
2020-04-22,37.96808
2020-04-23,34.13811
2020-04-24,29.70171
2020-04-25,4.2014
2020-04-26,3.20269
2020-04-27,29.90448
2020-04-28,29.44777
2020-04-29,29.33217
2020-04-30,4.99924
2020-05-01,5.44837
2020-05-02,2.67017
2020-05-03,2.55836
2020-05-04,29.13508
2020-05-05,5.03714
2020-05-06,29.56147
2020-05-07,27.10544
2020-05-08,24.77448
2020-05-09,4.21846
2020-05-10,3.30124
2020-05-11,26.67904
2020-05-12,27.52804
2020-05-13,29.26394
2020-05-14,27.94496
2020-05-15,27.03342
2020-05-16,3.60256
2020-05-17,2.55078
2020-05-18,29.22225
2020-05-19,37.41472
2020-05-20,33.12613
2020-05-21,32.82671
2020-05-22,31.1325
2020-05-23,4.40228
2020-05-24,4.1256
2020-05-25,32.56329
2020-05-26,33.8311
2020-05-27,33.00485
2020-05-28,35.79252
2020-05-29,31.2102
2020-05-30,5.59808
2020-05-31,5.24181
2020-06-01,41.51948
2020-06-02,42.69443
2020-06-03,60.79631
2020-06-04,58.36302
2020-06-05,49.57171
2020-06-06,7.23544
2020-06-07,6.96444
2020-06-08,57.57466
2020-06-09,53.95504
2020-06-10,48.3399
2020-06-11,51.73779
2020-06-12,53.49454
2020-06-13,7.03267
2020-06-14,5.53934
2020-06-15,56.1704
2020-06-16,54.74719
2020-06-17,50.33543
2020-06-18,46.85415
2020-06-19,46.4088
2020-06-20,6.7503
2020-06-21,5.37446
2020-06-22,44.03047
2020-06-23,41.68056
2020-06-24,45.85354
2020-06-25,40.45254
2020-06-26,41.08361
2020-06-27,4.73392
2020-06-28,3.52107
2020-06-29,35.66934
2020-06-30,35.0667
2020-07-01,32.97453
2020-07-02,32.22597
2020-07-03,31.33906
2020-07-04,3.76364
2020-07-05,3.5097
2020-07-06,40.92252
2020-07-07,42.25667
2020-07-08,36.27008
2020-07-09,34.53608
2020-07-10,30.92404
2020-07-11,4.19193
2020-07-12,3.56087
2020-07-13,32.74901
2020-07-14,30.81033
2020-07-15,32.7528
2020-07-16,29.11992
2020-07-17,28.51538
2020-07-18,3.75795
2020-07-19,3.30692
2020-07-20,28.63856
2020-07-21,33.83679
2020-07-22,30.62462
2020-07-23,28.4718
2020-07-24,27.25704
2020-07-25,3.76553
2020-07-26,3.52107
2020-07-27,31.92844
2020-07-28,49.93935
2020-07-29,48.54267
2020-07-30,44.49855
2020-07-31,38.114
2020-08-01,5.34414
2020-08-02,4.65812
2020-08-03,36.19807
2020-08-04,43.02228
2020-08-05,42.96922
2020-08-06,43.46573
2020-08-07,40.33694
2020-08-08,6.48688
2020-08-09,6.06617
2020-08-10,43.14925
2020-08-11,45.77584
2020-08-12,43.28191
2020-08-13,44.4815
2020-08-14,38.78486
2020-08-15,5.04851
2020-08-16,4.04032
2020-08-17,8.93154
2020-08-18,47.65388
2020-08-19,43.83338
2020-08-20,52.51099
2020-08-21,47.05503
2020-08-22,5.23612
2020-08-23,3.93799
2020-08-24,40.96422
2020-08-25,37.96429
2020-08-26,37.07171
2020-08-27,38.56124
2020-08-28,36.67374
2020-08-29,5.47301
2020-08-30,5.32898
2020-08-31,42.41775
2020-09-01,44.328
2020-09-02,44.21998
2020-09-03,46.6798
2020-09-04,43.71967
2020-09-05,6.26895
2020-09-06,5.92025
2020-09-07,48.67722
2020-09-08,56.9815
2020-09-09,51.57292
2020-09-10,52.21156
2020-09-11,48.47824
2020-09-12,7.05351
2020-09-13,5.92973
2020-09-14,56.31253
2020-09-15,56.18746
2020-09-16,52.77251
2020-09-17,48.55404
2020-09-18,44.39053
2020-09-19,6.10786
2020-09-20,5.04282
2020-09-21,45.70952
2020-09-22,43.91487
2020-09-23,43.62492
2020-09-24,42.2832
2020-09-25,38.85309
2020-09-26,5.08452
2020-09-27,4.01379
2020-09-28,39.99772
2020-09-29,32.9063
2020-09-30,4.72634
2020-10-01,3.52675
2020-10-02,3.90956
2020-10-03,3.57413
2020-10-04,3.90388
2020-10-05,39.72672
2020-10-06,39.09187
2020-10-07,36.35347
2020-10-08,41.68435
2020-10-09,7.07436
2020-10-10,4.32459
2020-10-11,4.19193
2020-10-12,43.14925
2020-10-13,52.30442
2020-10-14,50.22551
2020-10-15,46.16813
2020-10-16,43.4013
2020-10-17,6.36749
2020-10-18,5.23612
2020-10-19,43.65903
2020-10-20,45.37598
2020-10-21,43.17957
2020-10-22,41.26743
2020-10-23,38.43238
2020-10-24,5.60187
2020-10-25,7.34915
2020-10-26,51.81359
2020-10-27,43.74052
2020-10-28,42.90479
2020-10-29,52.37075
2020-10-30,51.48764
2020-10-31,7.74332
2020-11-01,6.21967
2020-11-02,53.46232
2020-11-03,45.37219
2020-11-04,44.80177
2020-11-05,46.07716
2020-11-06,44.85862
2020-11-07,5.67957
2020-11-08,4.32838
2020-11-09,51.8875
2020-11-10,54.96702
2020-11-11,61.83482
2020-11-12,61.66616
2020-11-13,62.43935
2020-11-14,8.45019
2020-11-15,6.37697
2020-11-16,75.09854
2020-11-17,76.04419
2020-11-18,67.53903
2020-11-19,58.85385
2020-11-20,53.67268
2020-11-21,6.9815
2020-11-22,5.63409
2020-11-23,74.93177
2020-11-24,78.45095
2020-11-25,73.82125
2020-11-26,68.27812
2020-11-27,61.76281
2020-11-28,7.33778
2020-11-29,6.22536
2020-11-30,65.13606
2020-12-01,62.31996
2020-12-02,69.99886
2020-12-03,75.88121
2020-12-04,77.84263
2020-12-05,8.01811
2020-12-06,6.34285
2020-12-07,76.51038
2020-12-08,72.08156
2020-12-09,69.58383
2020-12-10,73.99181
2020-12-11,74.16616
2020-12-12,7.76796
2020-12-13,5.57155
2020-12-14,81.35043
2020-12-15,71.18708
2020-12-16,63.29783
2020-12-17,60.92518
2020-12-18,55.79896
2020-12-19,5.7838
