date,금융IT
2020-03-20,12.04819
2020-03-22,14.45783
2020-03-23,26.50602
2020-03-24,18.07228
2020-03-25,19.2771
2020-03-26,21.68674
2020-03-27,13.25301
2020-03-29,8.43373
2020-03-30,19.2771
2020-03-31,12.04819
2020-04-01,27.71084
2020-04-02,13.25301
2020-04-03,24.09638
2020-04-04,14.45783
2020-04-05,14.45783
2020-04-06,28.91566
2020-04-07,20.48192
2020-04-08,26.50602
2020-04-09,6.02409
2020-04-10,7.22891
2020-04-11,14.45783
2020-04-12,16.86746
2020-04-13,25.3012
2020-04-14,18.07228
2020-04-15,19.2771
2020-04-16,20.48192
2020-04-17,18.07228
2020-04-18,8.43373
2020-04-19,15.66265
2020-04-20,15.66265
2020-04-21,13.25301
2020-04-22,21.68674
2020-04-23,13.25301
2020-04-24,7.22891
2020-04-25,6.02409
2020-04-26,13.25301
2020-04-27,32.53012
2020-04-28,25.3012
2020-04-29,12.04819
2020-04-30,21.68674
2020-05-01,24.09638
2020-05-03,7.22891
2020-05-04,21.68674
2020-05-05,13.25301
2020-05-06,22.89156
2020-05-07,37.34939
2020-05-08,12.04819
2020-05-09,7.22891
2020-05-10,13.25301
2020-05-11,22.89156
2020-05-12,15.66265
2020-05-13,25.3012
2020-05-14,14.45783
2020-05-15,26.50602
2020-05-16,8.43373
2020-05-17,12.04819
2020-05-18,16.86746
2020-05-19,20.48192
2020-05-20,37.34939
2020-05-21,22.89156
2020-05-22,16.86746
2020-05-23,7.22891
2020-05-24,25.3012
2020-05-25,32.53012
2020-05-26,38.55421
2020-05-27,25.3012
2020-05-28,22.89156
2020-05-29,20.48192
2020-05-30,8.43373
2020-05-31,19.2771
2020-06-01,33.73493
2020-06-02,32.53012
2020-06-03,22.89156
2020-06-04,18.07228
2020-06-05,21.68674
2020-06-06,14.45783
2020-06-07,22.89156
2020-06-08,34.93975
2020-06-09,26.50602
2020-06-10,24.09638
2020-06-11,32.53012
2020-06-12,28.91566
2020-06-13,15.66265
2020-06-14,13.25301
2020-06-15,28.91566
2020-06-16,28.91566
2020-06-17,10.84337
2020-06-18,22.89156
2020-06-19,20.48192
2020-06-20,8.43373
2020-06-21,18.07228
2020-06-22,30.12048
2020-06-23,14.45783
2020-06-24,19.2771
2020-06-25,28.91566
2020-06-26,21.68674
2020-06-27,7.22891
2020-06-28,7.22891
2020-06-29,25.3012
2020-06-30,18.07228
2020-07-01,6.02409
2020-07-02,30.12048
2020-07-03,10.84337
2020-07-04,7.22891
2020-07-05,10.84337
2020-07-06,10.84337
2020-07-07,27.71084
2020-07-08,30.12048
2020-07-09,44.57831
2020-07-10,7.22891
2020-07-11,16.86746
2020-07-12,10.84337
2020-07-13,15.66265
2020-07-14,24.09638
2020-07-15,21.68674
2020-07-16,21.68674
2020-07-17,10.84337
2020-07-18,16.86746
2020-07-19,19.2771
2020-07-20,20.48192
2020-07-21,24.09638
2020-07-22,13.25301
2020-07-23,26.50602
2020-07-24,28.91566
2020-07-25,8.43373
2020-07-27,22.89156
2020-07-28,19.2771
2020-07-29,32.53012
2020-07-30,19.2771
2020-07-31,13.25301
2020-08-03,25.3012
2020-08-04,6.02409
2020-08-05,21.68674
2020-08-06,14.45783
2020-08-07,16.86746
2020-08-09,15.66265
2020-08-10,26.50602
2020-08-12,21.68674
2020-08-13,19.2771
2020-08-14,30.12048
2020-08-15,7.22891
2020-08-17,7.22891
2020-08-18,22.89156
2020-08-19,16.86746
2020-08-20,6.02409
2020-08-21,28.91566
2020-08-22,27.71084
2020-08-24,19.2771
2020-08-25,22.89156
2020-08-26,32.53012
2020-08-27,18.07228
2020-08-28,22.89156
2020-08-30,18.07228
2020-08-31,24.09638
2020-09-01,25.3012
2020-09-02,16.86746
2020-09-03,40.96385
2020-09-04,20.48192
2020-09-05,21.68674
2020-09-06,28.91566
2020-09-07,33.73493
2020-09-08,38.55421
2020-09-09,42.16867
2020-09-10,34.93975
2020-09-11,34.93975
2020-09-12,14.45783
2020-09-13,22.89156
2020-09-14,44.57831
2020-09-15,18.07228
2020-09-16,39.75903
2020-09-17,38.55421
2020-09-18,40.96385
2020-09-19,19.2771
2020-09-20,27.71084
2020-09-21,39.75903
2020-09-22,54.21686
2020-09-23,46.98795
2020-09-24,19.2771
2020-09-25,24.09638
2020-09-27,19.2771
2020-09-28,16.86746
2020-09-29,19.2771
2020-09-30,8.43373
2020-10-01,14.45783
2020-10-02,7.22891
2020-10-03,14.45783
2020-10-04,19.2771
2020-10-05,42.16867
2020-10-06,44.57831
2020-10-07,26.50602
2020-10-08,25.3012
2020-10-09,12.04819
2020-10-10,9.63855
2020-10-11,30.12048
2020-10-12,25.3012
2020-10-13,19.2771
2020-10-14,21.68674
2020-10-15,18.07228
2020-10-16,24.09638
2020-10-17,14.45783
2020-10-18,24.09638
2020-10-19,50.6024
2020-10-20,34.93975
2020-10-21,32.53012
2020-10-22,26.50602
2020-10-23,27.71084
2020-10-24,6.02409
2020-10-25,13.25301
2020-10-26,43.37349
2020-10-27,44.57831
2020-10-28,49.39759
2020-10-29,19.2771
2020-10-30,28.91566
2020-10-31,16.86746
2020-11-01,16.86746
2020-11-02,16.86746
2020-11-03,25.3012
2020-11-04,28.91566
2020-11-05,21.68674
2020-11-06,16.86746
2020-11-07,15.66265
2020-11-08,15.66265
2020-11-09,37.34939
2020-11-10,28.91566
2020-11-11,21.68674
2020-11-12,15.66265
2020-11-13,20.48192
2020-11-14,18.07228
2020-11-15,27.71084
2020-11-16,48.19277
2020-11-17,31.3253
2020-11-18,31.3253
2020-11-19,21.68674
2020-11-20,22.89156
2020-11-21,12.04819
2020-11-22,12.04819
2020-11-23,30.12048
2020-11-24,24.09638
2020-11-25,28.91566
2020-11-26,26.50602
2020-11-27,30.12048
2020-11-28,12.04819
2020-11-29,13.25301
2020-11-30,18.07228
2020-12-01,22.89156
2020-12-02,19.2771
2020-12-03,22.89156
2020-12-04,38.55421
2020-12-05,18.07228
2020-12-06,32.53012
2020-12-07,43.37349
2020-12-08,30.12048
2020-12-09,36.14457
2020-12-10,30.12048
2020-12-11,21.68674
2020-12-12,19.2771
2020-12-13,25.3012
2020-12-14,26.50602
2020-12-15,37.34939
2020-12-16,39.75903
2020-12-17,18.07228
2020-12-18,26.50602
2020-12-19,14.45783
2020-12-20,7.22891
2020-12-21,31.3253
2020-12-22,19.2771
2020-12-23,38.55421
2020-12-24,18.07228
2020-12-25,8.43373
2020-12-26,12.04819
2020-12-27,15.66265
2020-12-28,31.3253
2020-12-29,21.68674
2020-12-30,36.14457
2020-12-31,26.50602
2021-01-01,12.04819
2021-01-02,8.43373
2021-01-03,34.93975
2021-01-04,30.12048
2021-01-05,33.73493
2021-01-06,21.68674
2021-01-07,24.09638
2021-01-08,20.48192
2021-01-09,16.86746
2021-01-10,18.07228
2021-01-11,32.53012
2021-01-12,28.91566
2021-01-13,18.07228
2021-01-14,22.89156
2021-01-15,33.73493
2021-01-16,19.2771
2021-01-17,21.68674
2021-01-18,33.73493
2021-01-19,54.21686
2021-01-20,49.39759
2021-01-21,22.89156
2021-01-22,32.53012
2021-01-23,14.45783
2021-01-24,26.50602
2021-01-25,54.21686
2021-01-26,42.16867
2021-01-27,22.89156
2021-01-28,28.91566
2021-01-29,25.3012
2021-01-30,25.3012
2021-01-31,15.66265
2021-02-01,21.68674
2021-02-02,31.3253
2021-02-03,26.50602
2021-02-04,16.86746
2021-02-05,32.53012
2021-02-06,25.3012
2021-02-07,12.04819
2021-02-08,26.50602
2021-02-09,20.48192
2021-02-10,25.3012
2021-02-11,15.66265
2021-02-12,18.07228
2021-02-13,18.07228
2021-02-14,21.68674
2021-02-15,51.80722
2021-02-16,31.3253
2021-02-17,32.53012
2021-02-18,33.73493
2021-02-20,9.63855
2021-02-21,13.25301
2021-02-22,20.48192
2021-02-23,21.68674
2021-02-24,18.07228
2021-02-25,19.2771
2021-02-26,15.66265
2021-02-27,13.25301
2021-02-28,19.2771
2021-03-01,24.09638
2021-03-02,31.3253
2021-03-03,20.48192
2021-03-04,25.3012
2021-03-05,37.34939
2021-03-06,30.12048
2021-03-07,31.3253
