date,갭투자
2020-09-14,1.19506
2020-09-15,0.92135
2020-09-16,0.72537
2020-09-17,0.54515
2020-09-18,0.54966
2020-09-19,0.45166
2020-09-20,0.42801
2020-09-21,0.88869
2020-09-22,1.19618
2020-09-23,0.90558
2020-09-24,0.55304
2020-09-25,0.41449
2020-09-26,0.36944
2020-09-27,0.56205
2020-09-28,1.48115
2020-09-29,1.00921
2020-09-30,0.45617
2020-10-01,0.51249
2020-10-02,0.57669
2020-10-03,0.47419
2020-10-04,0.72875
2020-10-05,0.97542
2020-10-06,0.87292
2020-10-07,1.69628
2020-10-08,1.15451
2020-10-09,0.51924
2020-10-10,0.53614
2020-10-11,0.53614
2020-10-12,0.78732
2020-10-13,0.67693
2020-10-14,0.91234
2020-10-15,0.77493
2020-10-16,0.731
2020-10-17,0.55754
2020-10-18,0.63526
2020-10-19,0.75015
2020-10-20,0.81773
2020-10-21,0.81548
2020-10-22,0.71298
2020-10-23,0.69946
2020-10-24,0.43477
2020-10-25,0.48883
2020-10-26,0.88531
2020-10-27,0.94951
2020-10-28,0.80309
2020-10-29,0.70847
2020-10-30,0.68594
2020-10-31,0.52037
2020-11-01,0.58232
2020-11-02,0.72086
2020-11-03,0.58908
2020-11-04,0.57556
2020-11-05,0.63413
2020-11-06,0.66342
2020-11-07,0.57218
2020-11-08,0.62062
2020-11-09,0.78506
2020-11-10,1.68727
2020-11-11,1.53409
2020-11-12,2.184
2020-11-13,1.15113
2020-11-14,0.82674
2020-11-15,1.72106
2020-11-16,2.11867
2020-11-17,1.35838
2020-11-18,1.38091
2020-11-19,1.2694
2020-11-20,1.09369
2020-11-21,0.94613
2020-11-22,0.85602
2020-11-23,1.06102
2020-11-24,0.98556
2020-11-25,0.87855
2020-11-26,1.21083
2020-11-27,0.76479
2020-11-28,0.77718
2020-11-29,0.79745
2020-11-30,0.89094
2020-12-01,0.86504
2020-12-02,0.92023
2020-12-03,0.86616
2020-12-04,0.71636
2020-12-05,0.67919
2020-12-06,0.75578
2020-12-07,0.89207
2020-12-08,0.80759
2020-12-09,0.69946
2020-12-10,1.0475
2020-12-11,1.05764
2020-12-12,0.73663
2020-12-13,0.76479
2020-12-14,0.82111
2020-12-15,0.8121
2020-12-16,0.8808
2020-12-17,1.06553
2020-12-18,0.8166
2020-12-19,0.67919
2020-12-20,0.68482
2020-12-21,0.84476
2020-12-22,0.936
2020-12-23,0.62174
2020-12-24,0.55754
2020-12-25,0.39985
2020-12-26,0.53614
2020-12-27,0.59133
2020-12-28,0.78506
2020-12-29,0.84814
2020-12-30,0.66229
2020-12-31,0.57218
2021-01-01,0.52262
2021-01-02,0.64878
2021-01-03,0.71185
2021-01-04,0.77831
2021-01-05,0.73213
2021-01-06,0.70622
2021-01-07,0.70622
2021-01-08,0.69833
2021-01-09,0.65215
2021-01-10,0.61949
2021-01-11,0.67806
2021-01-12,0.6071
2021-01-13,0.80196
2021-01-14,0.93149
2021-01-15,0.63751
2021-01-16,0.71636
2021-01-17,0.66454
2021-01-18,0.63188
2021-01-19,0.60823
2021-01-20,0.70397
2021-01-21,0.6499
2021-01-22,0.65328
2021-01-23,0.60372
2021-01-24,0.62512
2021-01-25,0.63301
2021-01-26,0.69383
2021-01-27,0.69383
2021-01-28,0.6713
2021-01-29,0.60147
2021-01-30,0.50122
2021-01-31,0.59696
2021-02-01,0.74001
2021-02-02,0.97317
2021-02-03,0.78506
2021-02-04,0.79633
2021-02-05,0.67806
2021-02-06,0.53952
2021-02-07,0.60823
2021-02-08,0.63976
2021-02-09,0.70284
2021-02-10,0.52938
2021-02-11,0.40436
2021-02-12,0.56655
2021-02-13,0.67468
2021-02-14,0.66004
2021-02-15,0.74114
2021-02-16,0.72424
2021-02-17,0.69721
2021-02-18,0.61724
2021-02-19,0.63751
2021-02-20,0.56317
2021-02-21,0.5215
2021-02-22,0.76028
2021-02-23,0.59809
2021-02-24,0.55979
2021-02-25,0.60259
2021-02-26,0.50685
2021-02-27,0.45504
2021-02-28,0.44603
2021-03-01,0.45617
2021-03-02,0.54966
2021-03-03,0.53389
2021-03-04,0.49672
2021-03-05,0.47419
2021-03-06,0.36493
2021-03-07,0.45842
2021-03-08,0.58119
2021-03-09,0.47081
2021-03-10,0.47194
2021-03-11,0.49784
2021-03-12,0.44828
2021-03-13,0.40548
2021-03-14,0.3976
2021-03-15,0.50235
2021-03-16,0.54966
2021-03-17,0.48658
2021-03-18,0.45842
2021-03-19,0.43252
2021-03-20,0.36268
2021-03-21,0.39985
2021-03-22,0.92248
2021-03-23,0.8808
2021-03-24,0.57781
2021-03-25,0.46743
2021-03-26,0.41675
2021-03-27,0.37057
2021-03-28,0.4618
2021-03-29,0.5429
2021-03-30,1.41808
2021-03-31,1.20294
2021-04-01,0.65779
2021-04-02,0.42914
2021-04-03,0.56317
2021-04-04,0.44378
2021-04-05,0.50122
2021-04-06,0.63864
2021-04-07,0.55078
2021-04-08,0.43702
2021-04-09,0.4235
2021-04-10,0.39197
2021-04-11,0.3762
2021-04-12,0.45955
2021-04-13,0.40661
2021-04-14,0.45617
2021-04-15,0.43589
2021-04-16,0.41337
2021-04-17,0.35029
2021-04-18,0.36155
2021-04-19,0.47644
2021-04-20,0.43139
2021-04-21,0.45392
2021-04-22,0.419
2021-04-23,0.42013
2021-04-24,0.34353
2021-04-25,0.41337
2021-04-26,0.57218
2021-04-27,0.78732
2021-04-28,0.5046
2021-04-29,0.4618
2021-04-30,0.41224
2021-05-01,0.34015
2021-05-02,0.4021
2021-05-03,0.47757
2021-05-04,0.63751
2021-05-05,0.4618
2021-05-06,0.42238
2021-05-07,0.45617
2021-05-08,0.40661
2021-05-09,0.84927
2021-05-10,2.85756
2021-05-11,2.42954
2021-05-12,0.82674
2021-05-13,0.77943
2021-05-14,0.66567
2021-05-15,0.77267
2021-05-16,0.49446
2021-05-17,0.72875
2021-05-18,0.96078
2021-05-19,0.63864
2021-05-20,0.65441
2021-05-21,0.6454
2021-05-22,0.47419
2021-05-23,0.52488
2021-05-24,0.70059
2021-05-25,0.6285
2021-05-26,0.6499
2021-05-27,0.79295
2021-05-28,0.54966
2021-05-29,0.55416
2021-05-30,0.44265
2021-05-31,0.5857
2021-06-01,0.55641
2021-06-02,0.54177
2021-06-03,0.46405
2021-06-04,0.44378
2021-06-05,0.42801
2021-06-06,0.419
2021-06-07,0.65891
2021-06-08,0.62062
2021-06-09,0.80872
2021-06-10,0.81322
2021-06-11,0.72987
2021-06-12,0.59809
2021-06-13,0.5857
2021-06-14,0.71861
2021-06-15,0.69158
2021-06-16,0.69608
2021-06-17,0.65328
2021-06-18,0.66342
2021-06-19,0.51361
2021-06-20,0.49221
2021-06-21,0.62963
2021-06-22,0.63526
2021-06-23,0.54853
2021-06-24,0.53614
2021-06-25,0.6071
2021-06-26,0.42576
2021-06-27,0.47081
2021-06-28,0.6713
2021-06-29,0.68257
2021-06-30,0.56092
2021-07-01,0.57894
2021-07-02,0.49897
2021-07-03,0.74226
2021-07-04,0.68932
2021-07-05,0.82787
2021-07-06,0.76479
2021-07-07,0.67919
2021-07-08,0.62625
2021-07-09,1.44961
2021-07-10,0.78844
2021-07-11,0.59584
2021-07-12,0.65215
2021-07-13,0.75691
2021-07-14,0.68144
2021-07-15,0.65779
2021-07-16,0.53389
2021-07-17,0.55191
2021-07-18,0.55867
2021-07-19,1.79653
2021-07-20,1.03624
2021-07-21,0.76028
2021-07-22,0.72199
2021-07-23,0.65666
2021-07-24,0.65779
2021-07-25,0.74226
2021-07-26,0.7355
2021-07-27,0.75803
2021-07-28,0.73663
2021-07-29,0.731
2021-07-30,0.64765
2021-07-31,0.59246
2021-08-01,0.57556
2021-08-02,0.67693
2021-08-03,0.63864
2021-08-04,0.74564
2021-08-05,0.70059
2021-08-06,0.68257
2021-08-07,0.63301
2021-08-08,0.72424
2021-08-09,0.82899
2021-08-10,0.85715
2021-08-11,0.91122
2021-08-12,0.80984
2021-08-13,0.70059
2021-08-14,0.62963
2021-08-15,0.57894
2021-08-16,0.73438
2021-08-17,0.8121
2021-08-18,1.02948
2021-08-19,0.98218
2021-08-20,0.82674
2021-08-21,0.71861
2021-08-22,0.73776
2021-08-23,0.97204
2021-08-24,0.84251
2021-08-25,0.9191
2021-08-26,1.23786
2021-08-27,0.84701
2021-08-28,0.70622
2021-08-29,0.79407
2021-08-30,0.88756
2021-08-31,0.9405
2021-09-01,0.86729
2021-09-02,0.7738
2021-09-03,0.6882
2021-09-04,0.60597
2021-09-05,0.68594
2021-09-06,0.77605
2021-09-07,0.7907
2021-09-08,0.8335
2021-09-09,1.35613
2021-09-10,0.72424
2021-09-11,0.5857
2021-09-12,0.60935
2021-09-13,0.6927
2021-09-14,0.74677
2021-09-15,1.32459
2021-09-16,0.76141
2021-09-17,0.64089
2021-09-18,0.55304
2021-09-19,0.5474
2021-09-20,0.59246
2021-09-21,1.49692
2021-09-22,3.5604
2021-09-23,3.52774
2021-09-24,1.2908
2021-09-25,1.12522
2021-09-26,0.95852
2021-09-27,0.99907
2021-09-28,1.22096
2021-09-29,1.27953
2021-09-30,1.05877
2021-10-01,0.74001
2021-10-02,0.64878
2021-10-03,1.38091
2021-10-04,1.72895
2021-10-05,1.19844
2021-10-06,0.98893
2021-10-07,0.90108
2021-10-08,1.00358
2021-10-09,0.66004
2021-10-10,0.90558
2021-10-11,0.91122
2021-10-12,0.77718
2021-10-13,0.79971
2021-10-14,0.75015
2021-10-15,0.63526
2021-10-16,0.60485
2021-10-17,0.60597
2021-10-18,0.68707
2021-10-19,0.70847
2021-10-20,0.66117
2021-10-21,0.7141
2021-10-22,0.55641
2021-10-23,0.45617
2021-10-24,0.60597
2021-10-25,0.68369
2021-10-26,0.79858
2021-10-27,0.79295
2021-10-28,0.70397
2021-10-29,0.57106
2021-10-30,0.43815
2021-10-31,0.49221
2021-11-01,0.53501
2021-11-02,0.64202
2021-11-03,0.55078
2021-11-04,0.71748
2021-11-05,0.51136
2021-11-06,0.43026
2021-11-07,0.46405
2021-11-08,0.50348
2021-11-09,0.58119
2021-11-10,0.48996
2021-11-11,0.50122
2021-11-12,0.40661
2021-11-13,0.45279
2021-11-14,0.54402
2021-11-15,0.65441
2021-11-16,0.83688
2021-11-17,0.77605
2021-11-18,0.81998
2021-11-19,0.52262
2021-11-20,0.36831
2021-11-21,0.49109
2021-11-22,0.57894
2021-11-23,0.52262
2021-11-24,0.56993
2021-11-25,0.55754
2021-11-26,0.47306
2021-11-27,1.22096
2021-11-28,0.7693
2021-11-29,0.71185
2021-11-30,0.5688
2021-12-01,0.49784
2021-12-02,0.47419
2021-12-03,0.41562
2021-12-04,0.3807
2021-12-05,0.57331
2021-12-06,0.53163
2021-12-07,0.5429
2021-12-08,0.51249
2021-12-09,0.40661
2021-12-10,0.41787
2021-12-11,0.40548
2021-12-12,0.39872
2021-12-13,0.47306
2021-12-14,0.43026
2021-12-15,0.49897
2021-12-16,0.40548
2021-12-17,0.39309
2021-12-18,0.43364
2021-12-19,0.36493
2021-12-20,0.47419
2021-12-21,0.48883
2021-12-22,0.43702
2021-12-23,0.45279
2021-12-24,0.33227
2021-12-25,0.29285
2021-12-26,0.34579
2021-12-27,0.42914
2021-12-28,0.45504
2021-12-29,0.56205
2021-12-30,0.55078
2021-12-31,0.59471
2022-01-01,0.45842
2022-01-02,0.526
2022-01-03,0.53839
2022-01-04,0.58007
2022-01-05,0.61949
2022-01-06,0.58119
2022-01-07,0.51249
2022-01-08,0.40886
2022-01-09,0.54177
2022-01-10,0.6285
2022-01-11,0.61386
2022-01-12,0.58908
2022-01-13,0.50235
2022-01-14,0.49559
2022-01-15,0.40661
2022-01-16,0.43927
2022-01-17,0.526
2022-01-18,0.54402
2022-01-19,0.48433
2022-01-20,0.62512
2022-01-21,0.91797
2022-01-22,0.76028
2022-01-23,0.84927
2022-01-24,0.86954
2022-01-25,0.72875
2022-01-26,0.66229
2022-01-27,0.74902
2022-01-28,0.5001
2022-01-29,0.47982
2022-01-30,0.4787
2022-01-31,0.49221
2022-02-01,0.57331
2022-02-02,0.71748
2022-02-03,1.24236
2022-02-04,0.98893
2022-02-05,0.71861
2022-02-06,0.98443
2022-02-07,0.85039
2022-02-08,0.80534
2022-02-09,0.92811
2022-02-10,0.72987
2022-02-11,0.62737
2022-02-12,0.55304
2022-02-13,0.61386
2022-02-14,0.68707
2022-02-15,0.59696
2022-02-16,0.65779
2022-02-17,0.63188
2022-02-18,0.5643
2022-02-19,0.53952
2022-02-20,0.61611
2022-02-21,0.70284
2022-02-22,0.87067
2022-02-23,1.03174
2022-02-24,0.61273
2022-02-25,0.55191
2022-02-26,0.50235
2022-02-27,0.51474
2022-02-28,0.48207
2022-03-01,0.5046
2022-03-02,0.51924
2022-03-03,0.49672
2022-03-04,0.4021
2022-03-05,0.3807
2022-03-06,0.44941
2022-03-07,0.47532
2022-03-08,0.54853
2022-03-09,0.54402
2022-03-10,0.59246
2022-03-11,0.61498
2022-03-12,0.54515
2022-03-13,0.60034
2022-03-14,0.62963
2022-03-15,0.62512
2022-03-16,0.58908
2022-03-17,0.59584
2022-03-18,0.57218
2022-03-19,0.5001
2022-03-20,0.52375
2022-03-21,0.59696
2022-03-22,1.94408
2022-03-23,1.39217
2022-03-24,0.73888
2022-03-25,0.63188
2022-03-26,0.51249
2022-03-27,0.60823
2022-03-28,0.61949
2022-03-29,0.56768
2022-03-30,0.64652
2022-03-31,0.56542
2022-04-01,0.49897
2022-04-02,0.43589
2022-04-03,0.59133
2022-04-04,0.62174
2022-04-05,0.52262
2022-04-06,0.62287
2022-04-07,0.53389
2022-04-08,0.45392
2022-04-09,0.41449
2022-04-10,0.44378
2022-04-11,0.56542
2022-04-12,0.54515
2022-04-13,0.52713
2022-04-14,0.53163
2022-04-15,0.48433
2022-04-16,0.41111
2022-04-17,0.48658
2022-04-18,0.62287
2022-04-19,0.50235
2022-04-20,0.51136
2022-04-21,0.51924
2022-04-22,0.46631
2022-04-23,0.37732
2022-04-24,0.39647
2022-04-25,0.53389
2022-04-26,0.4832
2022-04-27,0.57444
2022-04-28,0.5001
2022-04-29,0.40436
2022-04-30,0.33903
2022-05-01,0.35592
2022-05-02,0.4787
2022-05-03,0.42463
2022-05-04,0.42688
2022-05-05,0.38521
2022-05-06,0.36719
2022-05-07,0.40436
2022-05-08,0.51023
2022-05-09,0.61386
2022-05-10,0.51361
2022-05-11,0.47757
2022-05-12,0.48545
2022-05-13,0.36944
2022-05-14,0.419
2022-05-15,0.3976
2022-05-16,0.49559
2022-05-17,0.45504
2022-05-18,0.51023
2022-05-19,0.69158
2022-05-20,0.70171
2022-05-21,0.44265
2022-05-22,0.51812
2022-05-23,0.48883
2022-05-24,0.50911
2022-05-25,0.51361
2022-05-26,0.54065
2022-05-27,0.65553
2022-05-28,0.57444
2022-05-29,0.53839
2022-05-30,0.68594
2022-05-31,0.68707
2022-06-01,0.46856
2022-06-02,0.50348
2022-06-03,0.42576
2022-06-04,0.34015
2022-06-05,0.38633
2022-06-06,0.47982
2022-06-07,0.50348
2022-06-08,0.53952
2022-06-09,0.48771
2022-06-10,0.4832
2022-06-11,0.42125
2022-06-12,0.45842
2022-06-13,0.5046
2022-06-14,0.49784
2022-06-15,0.49784
2022-06-16,0.54515
2022-06-17,0.41449
2022-06-18,0.36043
2022-06-19,0.40436
2022-06-20,0.52488
2022-06-21,0.61386
2022-06-22,0.61949
2022-06-23,0.59358
2022-06-24,0.44491
2022-06-25,0.36606
2022-06-26,0.7738
2022-06-27,0.74902
2022-06-28,0.48996
2022-06-29,0.4404
2022-06-30,0.49672
2022-07-01,0.39535
2022-07-02,0.38971
2022-07-03,0.40436
2022-07-04,0.56993
2022-07-05,0.52938
2022-07-06,0.44828
2022-07-07,0.46518
2022-07-08,0.45054
2022-07-09,0.49221
2022-07-10,0.42125
2022-07-11,0.59809
2022-07-12,0.63751
2022-07-13,0.52262
2022-07-14,0.89657
2022-07-15,0.72537
2022-07-16,0.39309
2022-07-17,0.46631
2022-07-18,0.51136
2022-07-19,0.46518
2022-07-20,0.49784
2022-07-21,0.46631
2022-07-22,0.43252
2022-07-23,0.30636
2022-07-24,0.35367
2022-07-25,0.3976
2022-07-26,0.40098
2022-07-27,0.43139
2022-07-28,0.40661
2022-07-29,0.38296
2022-07-30,0.29172
2022-07-31,0.3334
2022-08-01,0.74114
2022-08-02,0.51699
2022-08-03,0.44828
2022-08-04,0.44491
2022-08-05,0.36155
2022-08-06,0.34241
2022-08-07,0.31988
2022-08-08,0.42914
2022-08-09,0.34128
2022-08-10,0.30524
2022-08-11,0.34916
2022-08-12,0.33565
2022-08-13,0.22977
2022-08-14,0.33903
2022-08-15,0.39197
2022-08-16,0.58683
2022-08-17,0.49446
2022-08-18,0.43927
2022-08-19,0.33002
2022-08-20,0.34353
2022-08-21,0.34916
2022-08-22,0.43815
2022-08-23,0.42801
2022-08-24,0.44153
2022-08-25,0.35142
2022-08-26,0.34579
2022-08-27,0.33903
2022-08-28,0.32776
2022-08-29,0.43252
2022-08-30,0.40548
2022-08-31,0.38408
2022-09-01,0.34691
2022-09-02,0.36831
2022-09-03,0.26919
2022-09-04,0.26581
2022-09-05,0.3379
2022-09-06,0.30974
2022-09-07,0.32326
2022-09-08,0.25793
2022-09-09,0.20724
2022-09-10,0.25906
2022-09-11,0.28158
2022-09-12,0.36831
2022-09-13,0.41337
2022-09-14,0.53389
2022-09-15,0.42914
2022-09-16,0.38408
2022-09-17,0.2782
2022-09-18,0.28496
2022-09-19,0.39309
2022-09-20,0.32889
2022-09-21,0.41337
2022-09-22,0.46405
2022-09-23,0.30411
2022-09-24,0.25117
2022-09-25,0.27483
2022-09-26,0.45617
2022-09-27,0.35254
2022-09-28,0.36268
2022-09-29,0.32889
2022-09-30,0.30524
2022-10-01,0.21062
2022-10-02,0.21738
2022-10-03,0.32889
2022-10-04,0.32664
2022-10-05,0.28834
2022-10-06,0.36043
2022-10-07,0.33114
2022-10-08,0.19598
2022-10-09,0.21175
2022-10-10,0.24892
2022-10-11,0.34466
2022-10-12,0.32439
2022-10-13,0.52826
2022-10-14,0.52826
2022-10-15,0.33677
2022-10-16,0.30186
2022-10-17,0.34128
2022-10-18,0.34015
2022-10-19,0.32664
2022-10-20,0.3593
2022-10-21,0.36719
2022-10-22,0.28496
2022-10-23,0.26919
2022-10-24,0.419
2022-10-25,0.52375
2022-10-26,0.51587
2022-10-27,0.38183
2022-10-28,0.33452
2022-10-29,0.26919
2022-10-30,0.16557
2022-10-31,0.31312
2022-11-01,0.24103
2022-11-02,0.25117
2022-11-03,0.27032
2022-11-04,0.25568
2022-11-05,0.2309
2022-11-06,0.23878
2022-11-07,0.34466
2022-11-08,0.35029
2022-11-09,0.3593
2022-11-10,0.33002
2022-11-11,0.30073
2022-11-12,0.20161
2022-11-13,0.22076
2022-11-14,0.30974
2022-11-15,0.312
2022-11-16,0.35254
2022-11-17,0.38859
2022-11-18,0.30298
2022-11-19,0.20499
2022-11-20,0.27595
2022-11-21,0.31537
2022-11-22,0.24892
2022-11-23,0.27032
2022-11-24,0.2523
2022-11-25,0.3334
2022-11-26,0.20724
2022-11-27,0.21175
2022-11-28,0.26356
2022-11-29,0.24329
2022-11-30,0.24667
2022-12-01,0.31087
2022-12-02,0.26018
2022-12-03,0.15205
2022-12-04,0.27032
2022-12-05,0.28722
2022-12-06,0.39647
2022-12-07,0.25342
2022-12-08,0.23991
2022-12-09,0.21288
2022-12-10,0.20274
2022-12-11,0.25793
2022-12-12,0.84589
2022-12-13,0.7096
2022-12-14,0.55191
2022-12-15,0.36381
2022-12-16,0.3334
2022-12-17,0.21851
2022-12-18,0.28609
2022-12-19,0.36268
2022-12-20,0.47081
2022-12-21,0.71185
2022-12-22,0.30186
2022-12-23,0.25455
2022-12-24,0.20161
2022-12-25,0.214
2022-12-26,0.36155
2022-12-27,0.67018
2022-12-28,0.49784
2022-12-29,0.36381
2022-12-30,0.33565
2022-12-31,0.20612
2023-01-01,0.29848
2023-01-02,0.33227
2023-01-03,0.45054
2023-01-04,0.44828
2023-01-05,0.38746
2023-01-06,0.32439
2023-01-07,0.2737
2023-01-08,0.36043
2023-01-09,0.42914
2023-01-10,0.43364
2023-01-11,0.38521
2023-01-12,0.39309
2023-01-13,0.36043
2023-01-14,0.30749
2023-01-15,0.312
2023-01-16,0.32551
2023-01-17,0.32776
2023-01-18,0.30411
2023-01-19,0.29397
2023-01-20,0.24554
2023-01-21,0.2095
2023-01-22,0.22414
2023-01-23,0.23991
2023-01-24,0.27032
2023-01-25,0.29623
2023-01-26,0.3762
2023-01-27,0.28158
2023-01-28,0.21738
2023-01-29,0.4404
2023-01-30,0.41449
2023-01-31,0.37507
2023-02-01,0.31087
2023-02-02,0.57894
2023-02-03,0.38971
2023-02-04,0.30636
2023-02-05,0.31763
2023-02-06,0.35142
2023-02-07,0.32101
2023-02-08,0.33565
2023-02-09,0.60597
2023-02-10,0.33677
2023-02-11,0.24329
2023-02-12,0.30186
2023-02-13,0.60823
2023-02-14,0.64652
2023-02-15,0.5429
2023-02-16,0.36944
2023-02-17,0.35592
2023-02-18,0.2354
2023-02-19,0.29735
2023-02-20,0.35142
2023-02-21,0.38408
2023-02-22,0.40886
2023-02-23,0.3165
2023-02-24,0.26581
2023-02-25,0.21175
2023-02-26,0.26469
2023-02-27,0.28947
2023-02-28,0.44603
2023-03-01,0.25793
2023-03-02,0.26581
2023-03-03,0.25342
2023-03-04,0.25568
2023-03-05,0.47532
2023-03-06,0.3334
2023-03-07,0.35142
2023-03-08,0.29172
2023-03-09,0.35367
2023-03-10,0.39422
2023-03-11,0.25005
2023-03-12,0.21963
2023-03-13,0.47081
2023-03-14,0.47982
2023-03-15,0.33452
2023-03-16,0.37958
2023-03-17,0.86053
2023-03-18,0.49446
2023-03-19,0.37958
2023-03-20,0.45279
2023-03-21,0.82111
2023-03-22,0.53389
2023-03-23,0.39197
2023-03-24,0.35592
2023-03-25,0.27933
2023-03-26,0.28722
2023-03-27,0.38633
2023-03-28,0.36831
2023-03-29,0.69721
2023-03-30,0.38859
2023-03-31,0.29172
2023-04-01,0.24667
2023-04-02,0.30411
2023-04-03,0.43589
2023-04-04,0.51699
2023-04-05,0.36606
2023-04-06,0.30862
2023-04-07,0.28046
2023-04-08,0.23766
2023-04-09,0.25793
2023-04-10,0.32776
2023-04-11,0.34015
2023-04-12,0.30749
2023-04-13,0.25342
2023-04-14,0.2782
2023-04-15,0.21738
2023-04-16,0.23991
2023-04-17,0.35705
2023-04-18,0.40548
2023-04-19,0.61273
2023-04-20,0.70397
2023-04-21,0.7524
2023-04-22,0.47982
2023-04-23,0.61161
2023-04-24,0.70397
2023-04-25,0.60597
2023-04-26,0.55867
2023-04-27,0.43364
2023-04-28,0.36831
2023-04-29,0.24892
2023-04-30,0.24103
2023-05-01,0.42688
2023-05-02,0.39647
2023-05-03,0.34916
2023-05-04,0.35254
2023-05-05,0.2309
2023-05-06,0.24667
2023-05-07,0.27257
2023-05-08,0.33903
2023-05-09,0.31875
2023-05-10,0.28046
2023-05-11,0.34353
2023-05-12,0.38746
2023-05-13,0.27933
2023-05-14,0.26694
2023-05-15,0.36043
2023-05-16,0.3548
2023-05-17,0.42463
2023-05-18,0.35367
2023-05-19,0.31537
2023-05-20,0.30749
2023-05-21,0.29623
2023-05-22,0.40323
2023-05-23,0.38746
2023-05-24,0.46631
2023-05-25,0.44716
2023-05-26,0.32101
2023-05-27,0.26356
2023-05-28,0.22414
2023-05-29,0.28609
