date,막국수
2020-07-14,16.11897
2020-07-15,17.53418
2020-07-16,18.84144
2020-07-17,22.19956
2020-07-18,35.32022
2020-07-19,26.81698
2020-07-20,14.4639
2020-07-21,21.15615
2020-07-22,12.91676
2020-07-23,11.90933
2020-07-24,12.26912
2020-07-25,24.35835
2020-07-26,34.46869
2020-07-27,19.29719
2020-07-28,16.63468
2020-07-29,12.72487
2020-07-30,18.07387
2020-07-31,24.69417
2020-08-01,28.85584
2020-08-02,31.2425
2020-08-03,19.41712
2020-08-04,22.8472
2020-08-05,18.61357
2020-08-06,14.78771
2020-08-07,17.23434
2020-08-08,21.10817
2020-08-09,24.92204
2020-08-10,16.91053
2020-08-11,14.75173
2020-08-12,20.22067
2020-08-13,26.43319
2020-08-14,31.45838
2020-08-15,30.83473
2020-08-16,51.83497
2020-08-17,47.09762
2020-08-18,28.60398
2020-08-19,26.50515
2020-08-20,23.27896
2020-08-21,21.44399
2020-08-22,23.19501
2020-08-23,32.94555
2020-08-24,21.65987
2020-08-25,22.29551
2020-08-26,18.81746
2020-08-27,14.58383
2020-08-28,18.7455
2020-08-29,21.00023
2020-08-30,27.57255
2020-08-31,13.31254
2020-09-01,13.69633
2020-09-02,9.66658
2020-09-03,10.61405
2020-09-04,14.24802
2020-09-05,18.34972
2020-09-06,17.10242
2020-09-07,7.8436
2020-09-08,11.32165
2020-09-09,10.08635
2020-09-10,12.14919
2020-09-11,11.15375
2020-09-12,14.60781
2020-09-13,25.13792
2020-09-14,11.40561
2020-09-15,11.83737
2020-09-16,8.85104
2020-09-17,8.99496
2020-09-18,10.56608
2020-09-19,18.45766
2020-09-20,22.51139
2020-09-21,10.41017
2020-09-22,9.30678
2020-09-23,8.19141
2020-09-24,8.67114
2020-09-25,9.0909
2020-09-26,14.16406
2020-09-27,19.14128
2020-09-28,9.15087
2020-09-29,9.87047
2020-09-30,14.51187
2020-10-01,20.72439
2020-10-02,23.47085
2020-10-03,19.24922
2020-10-04,15.13552
2020-10-05,6.69225
2020-10-06,7.42384
2020-10-07,7.38786
2020-10-08,8.10745
2020-10-09,16.75461
2020-10-10,19.20124
2020-10-11,16.38282
2020-10-12,7.8436
2020-10-13,7.44782
2020-10-14,7.136
2020-10-15,7.79563
2020-10-16,6.87215
2020-10-17,12.40105
2020-10-18,16.83857
2020-10-19,8.65915
2020-10-20,8.32333
2020-10-21,7.19597
2020-10-22,7.78364
2020-10-23,9.31878
2020-10-24,12.8568
2020-10-25,17.96593
2020-10-26,7.42384
2020-10-27,7.8436
2020-10-28,7.98752
2020-10-29,7.41184
2020-10-30,7.33988
2020-10-31,13.19261
2020-11-01,16.14295
2020-11-02,8.99496
2020-11-03,7.24394
2020-11-04,7.23195
2020-11-05,7.01607
2020-11-06,9.03094
2020-11-07,15.44734
2020-11-08,15.91508
2020-11-09,8.45526
2020-11-10,10.33821
2020-11-11,8.64715
2020-11-12,8.43127
2020-11-13,9.52266
2020-11-14,16.22691
2020-11-15,16.9585
2020-11-16,9.1029
2020-11-17,8.27536
2020-11-18,7.55576
2020-11-19,6.93211
2020-11-20,7.50779
2020-11-21,12.52098
2020-11-22,11.02182
2020-11-23,6.14056
2020-11-24,6.39242
2020-11-25,7.33988
2020-11-26,7.01607
2020-11-27,6.72823
2020-11-28,11.76541
2020-11-29,15.19549
2020-11-30,8.44327
2020-12-01,7.56776
2020-12-02,7.35188
2020-12-03,7.53178
2020-12-04,7.90357
2020-12-05,11.44159
2020-12-06,13.01271
2020-12-07,7.14799
2020-12-08,7.18397
2020-12-09,6.9561
2020-12-10,7.26792
2020-12-11,8.37131
2020-12-12,10.698
2020-12-13,11.10578
2020-12-14,6.48836
2020-12-15,5.98464
2020-12-16,5.68481
2020-12-17,6.11657
2020-12-18,7.11201
2020-12-19,8.68313
2020-12-20,10.43415
2020-12-21,8.23938
2020-12-22,8.52722
2020-12-23,7.59174
2020-12-24,7.33988
2020-12-25,10.97385
2020-12-26,11.83737
2020-12-27,12.96473
2020-12-28,8.37131
2020-12-29,8.2034
2020-12-30,6.96809
2020-12-31,8.911
2021-01-01,12.36507
2021-01-02,12.18517
2021-01-03,9.83449
2021-01-04,6.17654
2021-01-05,6.72823
2021-01-06,6.11657
2021-01-07,6.18853
2021-01-08,6.51235
2021-01-09,8.35931
2021-01-10,10.66202
2021-01-11,6.39242
2021-01-12,7.42384
2021-01-13,7.32789
2021-01-14,8.39529
2021-01-15,7.93955
2021-01-16,13.85224
2021-01-17,17.03046
2021-01-18,8.17941
2021-01-19,8.26337
2021-01-20,8.3833
2021-01-21,8.61117
2021-01-22,9.34276
2021-01-23,15.12353
2021-01-24,17.59414
2021-01-25,9.16286
2021-01-26,8.07147
2021-01-27,8.32333
2021-01-28,7.57975
2021-01-29,7.54377
2021-01-30,12.50899
2021-01-31,16.27488
2021-02-01,8.58719
2021-02-02,7.99952
2021-02-03,7.60374
2021-02-04,7.90357
2021-02-05,8.89901
2021-02-06,13.94818
2021-02-07,16.71863
2021-02-08,8.08347
2021-02-09,8.05948
2021-02-10,8.75509
2021-02-11,15.99904
2021-02-12,21.50395
2021-02-13,26.91292
2021-02-14,18.9134
2021-02-15,12.46102
2021-02-16,9.4507
2021-02-17,8.0235
2021-02-18,7.95154
2021-02-19,9.03094
2021-02-20,16.85056
2021-02-21,24.14248
2021-02-22,10.61405
2021-02-23,11.08179
2021-02-24,10.00239
2021-02-25,8.76709
2021-02-26,11.0578
2021-02-27,18.51763
2021-02-28,25.85751
2021-03-01,14.52386
2021-03-02,7.21995
2021-03-03,7.4958
2021-03-04,7.4838
2021-03-05,8.97097
2021-03-06,14.66778
2021-03-07,20.43655
2021-03-08,10.36219
2021-03-09,10.03837
2021-03-10,10.36219
2021-03-11,10.32621
2021-03-12,9.70256
2021-03-13,17.75005
2021-03-14,20.84432
2021-03-15,11.09378
2021-03-16,10.92588
2021-03-17,11.02182
2021-03-18,10.47013
2021-03-19,13.25257
2021-03-20,14.58383
2021-03-21,17.75005
2021-03-22,11.84936
2021-03-23,12.46102
2021-03-24,12.11321
2021-03-25,13.2046
2021-03-26,13.43247
2021-03-27,18.16982
2021-03-28,20.40057
2021-03-29,12.04125
2021-03-30,14.52386
2021-03-31,16.15495
2021-04-01,15.61525
2021-04-02,16.27488
2021-04-03,16.7786
2021-04-04,22.67929
2021-04-05,14.4639
2021-04-06,14.79971
2021-04-07,15.19549
2021-04-08,15.45934
2021-04-09,16.39481
2021-04-10,28.52002
2021-04-11,39.00215
2021-04-12,12.20916
2021-04-13,13.52842
2021-04-14,13.54041
2021-04-15,14.40393
2021-04-16,14.47589
2021-04-17,21.34804
2021-04-18,29.80331
2021-04-19,17.69009
2021-04-20,17.98992
2021-04-21,22.81122
2021-04-22,21.51595
2021-04-23,18.07387
2021-04-24,33.25737
2021-04-25,46.84576
2021-04-26,18.94938
2021-04-27,19.12928
2021-04-28,22.78723
2021-04-29,17.55816
2021-04-30,15.91508
2021-05-01,23.30295
2021-05-02,41.37682
2021-05-03,20.59246
2021-05-04,16.13096
2021-05-05,35.94387
2021-05-06,20.92828
2021-05-07,18.25377
2021-05-08,32.05804
2021-05-09,38.36651
2021-05-10,13.5644
2021-05-11,21.45598
2021-05-12,22.93115
2021-05-13,31.44639
2021-05-14,41.7846
2021-05-15,45.43055
2021-05-16,40.95706
2021-05-17,21.42
2021-05-18,28.16023
2021-05-19,62.14919
2021-05-20,19.11729
2021-05-21,18.51763
2021-05-22,44.61501
2021-05-23,57.33988
2021-05-24,38.05468
2021-05-25,29.47949
2021-05-26,23.06308
2021-05-27,17.6781
2021-05-28,17.78603
2021-05-29,31.50635
2021-05-30,60.97385
2021-05-31,21.44399
2021-06-01,26.08539
2021-06-02,35.78795
2021-06-03,19.35715
2021-06-04,29.04773
2021-06-05,46.414
2021-06-06,66.01103
2021-06-07,25.74958
2021-06-08,35.36819
2021-06-09,41.065
2021-06-10,33.98896
2021-06-11,26.64907
2021-06-12,57.6637
2021-06-13,71.34804
2021-06-14,38.06668
2021-06-15,21.68385
2021-06-16,27.4886
2021-06-17,20.05277
2021-06-18,19.44111
2021-06-19,49.84408
2021-06-20,52.79443
2021-06-21,32.8496
2021-06-22,26.22931
2021-06-23,23.45886
2021-06-24,28.28016
2021-06-25,34.24082
2021-06-26,33.77308
2021-06-27,61.87335
2021-06-28,26.10937
2021-06-29,27.08083
2021-06-30,22.81122
2021-07-01,31.18253
2021-07-02,30.79875
2021-07-03,27.80043
2021-07-04,30.7028
2021-07-05,21.12017
2021-07-06,24.53825
2021-07-07,20.56848
2021-07-08,25.72559
2021-07-09,26.26529
2021-07-10,39.82969
2021-07-11,38.79827
2021-07-12,35.42816
2021-07-13,37.46701
2021-07-14,36.31566
2021-07-15,36.38762
2021-07-16,38.60638
2021-07-17,47.99712
2021-07-18,60.99784
2021-07-19,30.343
2021-07-20,33.26936
2021-07-21,33.29335
2021-07-22,34.97241
2021-07-23,39.24202
2021-07-24,52.11081
2021-07-25,63.51643
2021-07-26,34.18085
2021-07-27,36.4236
2021-07-28,32.23794
2021-07-29,33.95298
2021-07-30,35.79995
2021-07-31,48.26097
2021-08-01,44.39913
2021-08-02,30.49892
2021-08-03,35.68001
2021-08-04,33.84504
2021-08-05,38.41448
2021-08-06,34.28879
2021-08-07,46.19812
2021-08-08,43.81146
2021-08-09,30.00719
2021-08-10,24.11849
2021-08-11,28.9158
2021-08-12,24.23842
2021-08-13,22.37946
2021-08-14,31.38642
2021-08-15,46.33005
2021-08-16,41.30486
2021-08-17,20.31662
2021-08-18,18.13384
2021-08-19,18.08587
2021-08-20,18.54161
2021-08-21,17.45022
2021-08-22,31.36243
2021-08-23,12.53298
2021-08-24,13.24058
2021-08-25,12.42504
2021-08-26,13.25257
2021-08-27,12.06524
2021-08-28,24.31038
2021-08-29,24.33437
2021-08-30,13.26457
2021-08-31,11.72943
2021-09-01,8.22739
2021-09-02,10.73398
2021-09-03,13.43247
2021-09-04,22.58335
2021-09-05,23.18301
2021-09-06,10.30223
2021-09-07,8.46725
2021-09-08,11.12976
2021-09-09,12.35308
2021-09-10,11.90933
2021-09-11,23.78268
2021-09-12,29.38354
2021-09-13,13.54041
2021-09-14,12.1252
2021-09-15,11.42959
2021-09-16,9.82249
2021-09-17,10.02638
2021-09-18,21.81578
2021-09-19,26.62508
2021-09-20,35.28424
2021-09-21,25.84552
2021-09-22,26.00143
2021-09-23,13.66035
2021-09-24,12.59294
2021-09-25,15.91508
2021-09-26,22.17558
2021-09-27,11.9573
2021-09-28,9.60662
2021-09-29,10.18229
2021-09-30,11.5975
2021-10-01,11.40561
2021-10-02,21.38402
2021-10-03,35.75197
2021-10-04,26.33725
2021-10-05,13.28855
2021-10-06,10.23027
2021-10-07,9.91844
2021-10-08,9.97841
2021-10-09,20.56848
2021-10-10,27.15279
2021-10-11,17.54617
2021-10-12,9.59462
2021-10-13,11.03382
2021-10-14,11.0698
2021-10-15,10.25425
2021-10-16,11.38162
2021-10-17,13.45646
2021-10-18,8.64715
2021-10-19,7.73566
2021-10-20,8.19141
2021-10-21,7.68769
2021-10-22,9.15087
2021-10-23,14.1041
2021-10-24,18.01391
2021-10-25,8.67114
2021-10-26,9.0909
2021-10-27,8.69513
2021-10-28,9.75053
2021-10-29,9.6426
2021-10-30,14.69177
2021-10-31,18.51763
2021-11-01,8.76709
2021-11-02,9.57064
2021-11-03,8.87502
2021-11-04,8.69513
2021-11-05,10.86591
2021-11-06,16.13096
2021-11-07,19.36915
2021-11-08,7.44782
2021-11-09,6.92012
2021-11-10,6.80019
2021-11-11,7.61573
2021-11-12,8.07147
2021-11-13,13.5644
2021-11-14,17.36627
2021-11-15,9.75053
2021-11-16,8.81506
2021-11-17,8.52722
2021-11-18,7.87958
2021-11-19,9.91844
2021-11-20,13.45646
2021-11-21,14.93163
2021-11-22,7.36387
2021-11-23,6.10458
2021-11-24,10.30223
2021-11-25,9.49868
2021-11-26,9.4507
2021-11-27,11.81338
2021-11-28,18.40969
2021-11-29,9.07891
2021-11-30,7.4958
2021-12-01,6.09258
2021-12-02,6.71623
2021-12-03,8.08347
2021-12-04,11.22571
2021-12-05,14.4519
2021-12-06,7.8436
2021-12-07,7.42384
2021-12-08,8.77908
2021-12-09,10.33821
2021-12-10,9.4507
2021-12-11,17.36627
2021-12-12,15.48332
2021-12-13,8.64715
2021-12-14,7.6637
2021-12-15,8.43127
2021-12-16,8.50323
2021-12-17,8.3833
2021-12-18,12.32909
2021-12-19,15.75917
2021-12-20,9.66658
2021-12-21,8.57519
2021-12-22,8.923
2021-12-23,9.89445
2021-12-24,8.35931
2021-12-25,13.12065
2021-12-26,13.37251
2021-12-27,8.37131
2021-12-28,8.82705
2021-12-29,8.97097
2021-12-30,8.97097
2021-12-31,10.60206
2022-01-01,15.01559
2022-01-02,14.61981
2022-01-03,8.63516
2022-01-04,8.29935
2022-01-05,7.99952
2022-01-06,8.97097
2022-01-07,8.93499
2022-01-08,14.05612
2022-01-09,20.47253
2022-01-10,10.07435
2022-01-11,7.87958
2022-01-12,9.6426
2022-01-13,8.79107
2022-01-14,9.79851
2022-01-15,14.55984
2022-01-16,17.40225
2022-01-17,9.33077
2022-01-18,8.59918
2022-01-19,8.14343
2022-01-20,7.72367
2022-01-21,9.66658
2022-01-22,14.23602
2022-01-23,17.07843
2022-01-24,9.72655
2022-01-25,8.35931
2022-01-26,9.73854
2022-01-27,8.64715
2022-01-28,8.68313
2022-01-29,13.15663
2022-01-30,17.18637
2022-01-31,20.32861
2022-02-01,16.15495
2022-02-02,16.79059
2022-02-03,9.60662
2022-02-04,9.34276
2022-02-05,13.03669
2022-02-06,16.31086
2022-02-07,9.18685
2022-02-08,11.84936
2022-02-09,11.20172
2022-02-10,10.44615
2022-02-11,10.56608
2022-02-12,18.07387
2022-02-13,20.86831
2022-02-14,10.63804
2022-02-15,9.57064
2022-02-16,9.19884
2022-02-17,9.61861
2022-02-18,10.33821
2022-02-19,15.49532
2022-02-20,19.75293
2022-02-21,11.33365
2022-02-22,10.76996
2022-02-23,11.15375
2022-02-24,13.72031
2022-02-25,13.34852
2022-02-26,19.30918
2022-02-27,26.98488
2022-02-28,16.83857
2022-03-01,20.41256
2022-03-02,10.29023
2022-03-03,11.32165
2022-03-04,11.40561
2022-03-05,16.69465
2022-03-06,21.26409
2022-03-07,10.85392
2022-03-08,12.485
2022-03-09,20.73638
2022-03-10,10.98584
2022-03-11,12.56896
2022-03-12,23.33893
2022-03-13,18.28975
2022-03-14,10.23027
2022-03-15,13.54041
2022-03-16,22.43943
2022-03-17,13.7443
2022-03-18,11.93331
2022-03-19,18.39769
2022-03-20,25.66562
2022-03-21,14.34396
2022-03-22,14.87167
2022-03-23,12.78484
2022-03-24,13.07267
2022-03-25,16.43079
2022-03-26,23.30295
2022-03-27,30.63084
2022-03-28,15.31542
2022-03-29,16.16694
2022-03-30,17.25833
2022-03-31,13.90021
2022-04-01,15.85512
2022-04-02,27.38066
2022-04-03,35.93187
2022-04-04,16.63468
2022-04-05,17.64212
2022-04-06,18.27776
2022-04-07,16.92252
2022-04-08,18.98536
2022-04-09,41.2329
2022-04-10,60.11033
2022-04-11,32.46581
2022-04-12,27.80043
2022-04-13,13.86423
2022-04-14,12.91676
2022-04-15,21.03621
2022-04-16,35.1643
2022-04-17,45.69441
2022-04-18,28.7479
2022-04-19,24.1065
2022-04-20,27.26073
2022-04-21,21.44399
2022-04-22,23.79467
2022-04-23,42.82801
2022-04-24,65.48332
2022-04-25,25.55768
2022-04-26,28.98776
2022-04-27,24.47829
2022-04-28,23.63876
2022-04-29,16.34684
2022-04-30,29.77932
2022-05-01,43.70352
2022-05-02,18.78148
2022-05-03,21.86375
2022-05-04,24.77812
2022-05-05,65.84312
2022-05-06,48.54881
2022-05-07,47.86519
2022-05-08,38.16262
2022-05-09,25.29383
2022-05-10,25.84552
2022-05-11,26.87694
2022-05-12,27.08083
2022-05-13,26.36123
2022-05-14,42.12041
2022-05-15,56.83617
2022-05-16,30.25905
2022-05-17,30.15111
2022-05-18,26.98488
2022-05-19,27.58455
2022-05-20,32.05804
2022-05-21,53.68193
2022-05-22,63.67234
2022-05-23,38.54641
2022-05-24,39.61381
2022-05-25,33.16142
2022-05-26,27.10482
2022-05-27,31.32645
2022-05-28,55.13312
2022-05-29,68.30175
2022-05-30,25.40177
2022-05-31,31.30247
2022-06-01,59.37874
2022-06-02,30.21108
2022-06-03,37.65891
2022-06-04,54.68937
2022-06-05,58.34732
2022-06-06,44.75893
2022-06-07,22.57136
2022-06-08,24.19045
2022-06-09,22.24754
2022-06-10,25.32981
2022-06-11,52.61453
2022-06-12,65.49532
2022-06-13,34.9844
2022-06-14,25.94147
2022-06-15,19.16526
2022-06-16,26.20532
2022-06-17,29.11969
2022-06-18,44.59102
2022-06-19,53.70592
2022-06-20,38.49844
2022-06-21,46.98968
2022-06-22,38.30654
2022-06-23,22.51139
2022-06-24,29.75533
2022-06-25,62.54497
2022-06-26,54.89325
2022-06-27,28.556
2022-06-28,32.18997
2022-06-29,22.06764
2022-06-30,20.3526
2022-07-01,39.87766
2022-07-02,72.1276
2022-07-03,89.51786
2022-07-04,44.01535
2022-07-05,41.36483
2022-07-06,43.31974
2022-07-07,34.88846
2022-07-08,32.99352
2022-07-09,57.23195
2022-07-10,82.58575
2022-07-11,31.12257
2022-07-12,31.41041
2022-07-13,16.83857
2022-07-14,25.80954
2022-07-15,31.56632
2022-07-16,42.84
2022-07-17,58.15543
2022-07-18,28.48404
2022-07-19,33.67714
2022-07-20,31.13456
2022-07-21,26.81698
2022-07-22,32.07004
2022-07-23,40.5253
2022-07-24,49.95202
2022-07-25,38.87023
2022-07-26,46.12616
2022-07-27,40.82513
2022-07-28,45.95826
2022-07-29,54.2816
2022-07-30,75.74958
2022-07-31,53.96977
2022-08-01,49.49628
2022-08-02,41.55672
2022-08-03,39.85368
2022-08-04,48.76469
2022-08-05,47.37347
2022-08-06,59.2828
2022-08-07,66.39481
2022-08-08,26.13336
2022-08-09,24.37035
2022-08-10,24.89805
2022-08-11,22.40345
2022-08-12,39.49388
2022-08-13,37.3111
2022-08-14,61.28568
2022-08-15,47.82921
2022-08-16,30.1751
2022-08-17,26.31326
2022-08-18,26.67306
2022-08-19,22.41544
2022-08-20,44.08731
2022-08-21,58.99496
2022-08-22,27.46461
2022-08-23,23.7467
2022-08-24,20.26864
2022-08-25,17.06644
2022-08-26,32.92156
2022-08-27,56.71623
2022-08-28,68.26577
2022-08-29,22.41544
2022-08-30,18.88942
2022-08-31,18.28975
2022-09-01,20.66442
2022-09-02,22.17558
2022-09-03,33.90501
2022-09-04,28.67594
2022-09-05,11.81338
2022-09-06,14.40393
2022-09-07,16.55073
2022-09-08,19.83689
2022-09-09,44.97481
2022-09-10,63.16862
2022-09-11,57.80762
2022-09-12,45.08275
2022-09-13,17.90597
2022-09-14,14.35596
2022-09-15,15.11153
2022-09-16,16.86255
2022-09-17,31.18253
2022-09-18,39.02614
2022-09-19,16.32285
2022-09-20,14.33197
2022-09-21,15.01559
2022-09-22,13.79227
2022-09-23,13.19261
2022-09-24,27.18877
2022-09-25,31.09858
2022-09-26,13.76828
2022-09-27,16.03502
2022-09-28,14.39194
2022-09-29,15.06356
2022-09-30,17.46222
2022-10-01,31.55432
2022-10-02,37.491
2022-10-03,24.80211
2022-10-04,11.47757
2022-10-05,11.93331
2022-10-06,10.98584
2022-10-07,11.52554
2022-10-08,24.76613
2022-10-09,25.54569
2022-10-10,19.60901
2022-10-11,10.13432
2022-10-12,11.46557
2022-10-13,10.42216
2022-10-14,12.52098
2022-10-15,25.29383
2022-10-16,25.12592
2022-10-17,11.94531
2022-10-18,10.78196
2022-10-19,10.20628
2022-10-20,10.20628
2022-10-21,12.6649
2022-10-22,21.5999
2022-10-23,23.86663
2022-10-24,10.15831
2022-10-25,11.36963
2022-10-26,10.98584
2022-10-27,11.32165
2022-10-28,11.90933
2022-10-29,22.61933
2022-10-30,25.10194
2022-10-31,12.24514
2022-11-01,11.18973
2022-11-02,10.48213
2022-11-03,9.15087
2022-11-04,10.76996
2022-11-05,18.36171
2022-11-06,24.33437
2022-11-07,11.30966
2022-11-08,10.05037
2022-11-09,10.60206
2022-11-10,10.21827
2022-11-11,11.32165
2022-11-12,18.9134
2022-11-13,17.96593
2022-11-14,10.26625
2022-11-15,9.21084
2022-11-16,8.27536
2022-11-17,9.59462
2022-11-18,10.82993
2022-11-19,15.55528
2022-11-20,21.33605
2022-11-21,9.37874
2022-11-22,9.19884
2022-11-23,8.63516
2022-11-24,8.25137
2022-11-25,10.56608
2022-11-26,15.27944
2022-11-27,17.34228
2022-11-28,8.85104
2022-11-29,8.62317
2022-11-30,6.96809
2022-12-01,8.0235
2022-12-02,8.08347
2022-12-03,10.60206
2022-12-04,14.23602
2022-12-05,7.73566
2022-12-06,7.44782
2022-12-07,8.47925
2022-12-08,8.13144
2022-12-09,9.00695
2022-12-10,13.57639
2022-12-11,16.98248
2022-12-12,8.68313
2022-12-13,7.71168
2022-12-14,7.50779
2022-12-15,7.07603
2022-12-16,8.29935
2022-12-17,10.84192
2022-12-18,13.7323
2022-12-19,7.10002
2022-12-20,7.63972
2022-12-21,7.05205
2022-12-22,7.77164
2022-12-23,7.90357
2022-12-24,12.91676
2022-12-25,16.68265
2022-12-26,9.85847
2022-12-27,9.39074
2022-12-28,9.16286
2022-12-29,9.61861
2022-12-30,11.92132
2022-12-31,16.9585
2023-01-01,21.30007
2023-01-02,10.09834
2023-01-03,9.18685
2023-01-04,9.18685
2023-01-05,9.52266
2023-01-06,9.53466
2023-01-07,15.03957
2023-01-08,19.18925
2023-01-09,10.55408
2023-01-10,10.66202
2023-01-11,9.69057
2023-01-12,11.2377
2023-01-13,11.12976
2023-01-14,14.94363
2023-01-15,15.27944
2023-01-16,9.82249
2023-01-17,9.87047
2023-01-18,9.76253
2023-01-19,9.4507
2023-01-20,10.54209
2023-01-21,17.69009
2023-01-22,24.83809
2023-01-23,30.97865
2023-01-24,16.44279
2023-01-25,11.0578
2023-01-26,8.81506
2023-01-27,9.01894
2023-01-28,15.20748
2023-01-29,20.23266
2023-01-30,11.89733
2023-01-31,11.81338
2023-02-01,10.57807
2023-02-02,11.27368
2023-02-03,11.50155
2023-02-04,18.13384
2023-02-05,23.78268
2023-02-06,15.23147
2023-02-07,13.33653
2023-02-08,13.61237
2023-02-09,13.40849
2023-02-10,14.18805
2023-02-11,22.57136
2023-02-12,29.2756
2023-02-13,13.69633
2023-02-14,13.40849
2023-02-15,11.94531
2023-02-16,12.01727
2023-02-17,13.98416
2023-02-18,22.05564
2023-02-19,25.36579
2023-02-20,13.14463
2023-02-21,14.24802
2023-02-22,11.96929
2023-02-23,13.58839
2023-02-24,15.83113
2023-02-25,22.07963
2023-02-26,28.65195
2023-02-27,16.68265
2023-02-28,15.98704
2023-03-01,21.46797
2023-03-02,11.04581
2023-03-03,13.3845
2023-03-04,23.83065
2023-03-05,28.93979
2023-03-06,14.00815
2023-03-07,15.03957
2023-03-08,12.8448
2023-03-09,12.1252
2023-03-10,16.28687
2023-03-11,29.61141
2023-03-12,20.3406
2023-03-13,12.82082
2023-03-14,13.87622
2023-03-15,13.12065
2023-03-16,12.60494
2023-03-17,13.54041
2023-03-18,26.73302
2023-03-19,33.90501
2023-03-20,15.8791
2023-03-21,18.37371
2023-03-22,17.98992
2023-03-23,16.62269
2023-03-24,17.61813
2023-03-25,30.91868
2023-03-26,38.13864
2023-03-27,17.53418
2023-03-28,16.46677
2023-03-29,18.81746
2023-03-30,20.76037
2023-03-31,23.9146
2023-04-01,47.15759
2023-04-02,57.87958
2023-04-03,26.85296
2023-04-04,19.82489
2023-04-05,13.03669
2023-04-06,16.09498
2023-04-07,29.17965
2023-04-08,41.25689
2023-04-09,54.83329
2023-04-10,25.76157
2023-04-11,18.78148
2023-04-12,21.98368
2023-04-13,21.9597
2023-04-14,23.90261
2023-04-15,26.36123
2023-04-16,34.34876
2023-04-17,22.42744
2023-04-18,16.27488
2023-04-19,29.39553
2023-04-20,20.68841
2023-04-21,24.33437
2023-04-22,36.98728
2023-04-23,42.26433
2023-04-24,20.59246
2023-04-25,14.02014
2023-04-26,15.91508
2023-04-27,24.22643
2023-04-28,26.66106
2023-04-29,25.89349
2023-04-30,53.3821
2023-05-01,47.99712
2023-05-02,23.9266
2023-05-03,29.05972
2023-05-04,27.21276
2023-05-05,28.05229
2023-05-06,29.03573
2023-05-07,32.72967
2023-05-08,26.82897
2023-05-09,27.88438
2023-05-10,26.63708
2023-05-11,30.1751
2023-05-12,28.53202
2023-05-13,49.83209
2023-05-14,63.36051
2023-05-15,35.75197
2023-05-16,50.80355
2023-05-17,43.41568
2023-05-18,25.55768
2023-05-19,38.46246
2023-05-20,58.39529
2023-05-21,55.33701
2023-05-22,28.16023
2023-05-23,34.76852
2023-05-24,26.73302
2023-05-25,31.69824
2023-05-26,33.3893
2023-05-27,34.67258
2023-05-28,40.63324
2023-05-29,60.62604
