date,주식뉴스
2020-03-20,24.73326
2020-03-21,10.47526
2020-03-22,9.02036
2020-03-23,23.47235
2020-03-24,29.58292
2020-03-25,36.56644
2020-03-26,41.3191
2020-03-27,37.92434
2020-03-28,13.19107
2020-03-29,16.39185
2020-03-30,37.34238
2020-03-31,36.76042
2020-04-01,47.23569
2020-04-02,41.90106
2020-04-03,34.04461
2020-04-04,14.161
2020-04-05,13.48205
2020-04-06,35.79049
2020-04-07,36.08147
2020-04-08,37.43937
2020-04-09,34.52958
2020-04-10,30.84384
2020-04-11,14.54898
2020-04-12,14.45198
2020-04-13,26.86711
2020-04-14,26.77012
2020-04-15,15.7129
2020-04-16,22.30843
2020-04-17,27.0611
2020-04-18,12.31813
2020-04-19,12.60911
2020-04-20,28.70999
2020-04-21,33.17167
2020-04-22,30.94083
2020-04-23,30.06789
2020-04-24,23.08438
2020-04-25,8.92337
2020-04-26,11.05722
2020-04-27,20.46556
2020-04-28,22.69641
2020-04-29,16.48884
2020-04-30,7.66246
2020-05-01,5.04364
2020-05-02,4.65567
2020-05-03,5.14064
2020-05-04,13.96702
2020-05-05,8.82638
2020-05-06,17.55577
2020-05-07,15.13094
2020-05-08,15.51891
2020-05-09,6.40155
2020-05-10,9.50533
2020-05-11,18.04073
2020-05-12,20.36857
2020-05-13,20.56256
2020-05-14,23.76333
2020-05-15,19.68962
2020-05-16,9.50533
2020-05-17,9.8933
2020-05-18,24.53928
2020-05-19,21.04752
2020-05-20,24.73326
2020-05-21,28.12803
2020-05-22,22.11445
2020-05-23,13.28806
2020-05-24,11.3482
2020-05-25,22.11445
2020-05-26,22.30843
2020-05-27,23.47235
2020-05-28,28.90397
2020-05-29,18.13773
2020-05-30,6.98351
2020-05-31,10.28128
2020-06-01,18.33171
2020-06-02,28.12803
2020-06-03,29.77691
2020-06-04,31.23181
2020-06-05,23.76333
2020-06-06,15.22793
2020-06-07,12.22114
2020-06-08,25.31522
2020-06-09,26.18816
2020-06-10,25.41222
2020-06-11,31.3288
2020-06-12,31.23181
2020-06-13,10.47526
2020-06-14,11.15421
2020-06-15,50.14548
2020-06-16,31.23181
2020-06-17,25.6062
2020-06-18,28.12803
2020-06-19,23.95732
2020-06-20,10.57225
2020-06-21,13.48205
2020-06-22,25.12124
2020-06-23,25.41222
2020-06-24,23.56935
2020-06-25,28.32201
2020-06-26,21.62948
2020-06-27,9.60232
2020-06-28,10.37827
2020-06-29,21.43549
2020-06-30,25.99418
2020-07-01,19.68962
2020-07-02,17.74975
2020-07-03,15.13094
2020-07-04,8.92337
2020-07-05,9.69932
2020-07-06,16.87681
2020-07-07,22.50242
2020-07-08,23.37536
2020-07-09,21.62948
2020-07-10,16.00387
2020-07-11,9.02036
2020-07-12,11.93016
2020-07-13,19.39864
2020-07-14,24.44228
2020-07-15,23.37536
2020-07-16,20.27158
2020-07-17,18.5257
2020-07-18,9.11736
2020-07-19,11.83317
2020-07-20,24.05431
2020-07-21,24.2483
2020-07-22,37.63336
2020-07-23,35.40252
2020-07-24,28.516
2020-07-25,16.39185
2020-07-26,13.57904
2020-07-27,30.84384
2020-07-28,37.82735
2020-07-29,36.76042
2020-07-30,35.11154
2020-07-31,27.44907
2020-08-01,12.90009
2020-08-02,18.33171
2020-08-03,28.12803
2020-08-04,35.5965
2020-08-05,40.73714
2020-08-06,43.45295
2020-08-07,34.04461
2020-08-08,18.4287
2020-08-09,15.7129
2020-08-10,30.74684
2020-08-11,37.34238
2020-08-12,38.40931
2020-08-13,37.43937
2020-08-14,31.91076
2020-08-15,12.8031
2020-08-16,11.83317
2020-08-17,17.65276
2020-08-18,34.91755
2020-08-19,28.70999
2020-08-20,41.80407
2020-08-21,27.0611
2020-08-22,12.41513
2020-08-23,13.96702
2020-08-24,26.96411
2020-08-25,32.29873
2020-08-26,40.05819
2020-08-27,38.21532
2020-08-28,33.46265
2020-08-29,18.81668
2020-08-30,20.56256
2020-08-31,33.65664
2020-09-01,41.70708
2020-09-02,40.54316
2020-09-03,44.51988
2020-09-04,42.28903
2020-09-05,20.27158
2020-09-06,23.18137
2020-09-07,43.45295
2020-09-08,51.79437
2020-09-09,53.83123
2020-09-10,53.44325
2020-09-11,40.15518
2020-09-12,19.68962
2020-09-13,21.53249
2020-09-14,37.92434
2020-09-15,42.38603
2020-09-16,43.93792
2020-09-17,45.78079
2020-09-18,31.81377
2020-09-19,15.51891
2020-09-20,16.00387
2020-09-21,37.63336
2020-09-22,41.51309
2020-09-23,35.6935
2020-09-24,41.3191
2020-09-25,32.58971
2020-09-26,16.58583
2020-09-27,13.96702
2020-09-28,21.62948
2020-09-29,22.01745
2020-09-30,11.15421
2020-10-01,11.83317
2020-10-02,10.76624
2020-10-03,10.96023
2020-10-04,14.161
2020-10-05,27.64306
2020-10-06,35.01454
2020-10-07,30.45586
2020-10-08,26.18816
2020-10-09,11.73617
2020-10-10,14.93695
2020-10-11,12.99709
2020-10-12,28.12803
2020-10-13,31.71677
2020-10-14,32.97769
2020-10-15,32.58971
2020-10-16,29.29194
2020-10-17,15.03394
2020-10-18,14.45198
2020-10-19,23.27837
2020-10-20,29.38894
2020-10-21,27.93404
2020-10-22,22.89039
2020-10-23,22.7934
2020-10-24,10.66925
2020-10-25,10.66925
2020-10-26,24.83026
2020-10-27,21.14451
2020-10-28,22.89039
2020-10-29,23.66634
2020-10-30,26.38215
2020-10-31,9.40834
2020-11-01,12.22114
2020-11-02,19.10766
2020-11-03,17.45877
2020-11-04,13.09408
2020-11-05,15.90688
2020-11-06,15.80989
2020-11-07,7.37148
2020-11-08,12.8031
2020-11-09,21.62948
2020-11-10,27.35208
2020-11-11,33.85063
2020-11-12,35.40252
2020-11-13,30.64985
2020-11-14,14.93695
2020-11-15,17.84675
2020-11-16,36.66343
2020-11-17,38.89427
2020-11-18,40.44616
2020-11-19,39.67022
2020-11-20,36.37245
2020-11-21,18.33171
2020-11-22,20.46556
2020-11-23,29.48593
2020-11-24,37.0514
2020-11-25,37.92434
2020-11-26,35.88748
2020-11-27,28.32201
2020-11-28,15.42192
2020-11-29,20.95053
2020-11-30,33.75363
2020-12-01,32.7837
2020-12-02,36.85741
2020-12-03,47.81765
2020-12-04,38.79728
2020-12-05,18.04073
2020-12-06,27.64306
2020-12-07,40.93113
2020-12-08,50.04849
2020-12-09,44.2289
2020-12-10,49.46653
2020-12-11,40.44616
2020-12-12,20.95053
2020-12-13,19.20465
2020-12-14,42.28903
2020-12-15,44.32589
2020-12-16,46.16876
2020-12-17,50.33947
2020-12-18,50.24248
2020-12-19,27.25509
2020-12-20,24.83026
2020-12-21,51.4064
2020-12-22,59.06886
2020-12-23,61.68768
2020-12-24,45.39282
2020-12-25,22.11445
2020-12-26,18.62269
2020-12-27,28.03103
2020-12-28,41.02812
2020-12-29,47.62366
2020-12-30,43.84093
2020-12-31,26.47914
2021-01-01,18.04073
2021-01-02,19.59262
2021-01-03,25.80019
2021-01-04,51.89136
2021-01-05,70.80504
2021-01-06,76.81862
2021-01-07,72.93889
2021-01-08,77.88554
2021-01-09,43.74393
2021-01-10,48.10863
2021-01-11,93.98642
2021-01-12,92.43452
2021-01-13,90.88263
2021-01-14,94.47138
2021-01-15,79.14645
2021-01-16,36.17846
2021-01-17,36.95441
2021-01-18,62.8516
2021-01-19,69.9321
2021-01-20,78.07953
2021-01-21,85.45101
2021-01-22,73.13288
2021-01-23,37.0514
2021-01-24,37.14839
2021-01-25,67.41028
2021-01-26,78.27352
2021-01-27,66.05237
2021-01-28,69.73811
2021-01-29,70.32007
2021-01-30,25.31522
2021-01-31,28.12803
2021-02-01,43.93792
2021-02-02,48.39961
2021-02-03,54.31619
2021-02-04,56.45004
2021-02-05,43.93792
2021-02-06,26.86711
2021-02-07,37.82735
2021-02-08,53.73423
2021-02-09,56.64403
2021-02-10,46.45974
2021-02-11,23.95732
2021-02-12,22.69641
2021-02-13,24.92725
2021-02-14,35.30552
2021-02-15,66.53734
2021-02-16,82.34723
2021-02-17,94.2774
2021-02-18,100.0
2021-02-19,74.97575
2021-02-20,32.58971
2021-02-21,43.64694
2021-02-22,85.645
2021-02-23,73.13288
2021-02-24,76.91561
2021-02-25,74.10281
2021-02-26,58.77788
2021-02-27,26.18816
2021-02-28,24.83026
2021-03-01,35.5965
2021-03-02,50.82444
2021-03-03,54.02521
2021-03-04,56.15906
2021-03-05,53.73423
2021-03-06,26.77012
2021-03-07,30.64985
2021-03-08,53.54025
2021-03-09,45.39282
2021-03-10,47.23569
2021-03-11,49.75751
2021-03-12,42.48302
2021-03-13,21.92046
2021-03-14,27.35208
2021-03-15,49.75751
2021-03-16,49.85451
2021-03-17,58.68089
2021-03-18,57.22599
2021-03-19,46.07177
2021-03-20,28.41901
2021-03-21,27.83705
2021-03-22,43.25897
2021-03-23,48.4966
2021-03-24,46.84772
2021-03-25,47.62366
2021-03-26,40.54316
2021-03-27,21.62948
2021-03-28,23.18137
2021-03-29,40.54316
2021-03-30,46.07177
2021-03-31,46.75072
2021-04-01,43.16197
2021-04-02,36.27546
2021-04-03,19.59262
2021-04-04,25.12124
2021-04-05,41.12512
2021-04-06,40.73714
2021-04-07,41.12512
2021-04-08,43.84093
2021-04-09,39.08826
2021-04-10,19.10766
