date,광고사
2022-05-17,66.66666
2022-05-18,37.5
2022-05-19,41.66666
2022-05-20,37.5
2022-05-21,14.58333
2022-05-22,10.41666
2022-05-23,60.41666
2022-05-24,35.41666
2022-05-25,60.41666
2022-05-26,25.0
2022-05-27,29.16666
2022-05-28,12.5
2022-05-29,12.5
2022-05-30,41.66666
2022-05-31,25.0
2022-06-01,20.83333
2022-06-02,35.41666
2022-06-03,25.0
2022-06-04,16.66666
2022-06-05,10.41666
2022-06-07,43.75
2022-06-08,45.83333
2022-06-09,60.41666
2022-06-10,27.08333
2022-06-11,14.58333
2022-06-12,14.58333
2022-06-13,41.66666
2022-06-14,41.66666
2022-06-15,37.5
2022-06-16,25.0
2022-06-17,33.33333
2022-06-19,12.5
2022-06-20,52.08333
2022-06-21,41.66666
2022-06-22,10.41666
2022-06-23,39.58333
2022-06-24,43.75
2022-06-25,12.5
2022-06-27,35.41666
2022-06-28,47.91666
2022-06-29,64.58333
2022-06-30,45.83333
2022-07-01,31.25
2022-07-02,16.66666
2022-07-04,31.25
2022-07-05,45.83333
2022-07-06,31.25
2022-07-07,16.66666
2022-07-08,50.0
2022-07-09,20.83333
2022-07-10,10.41666
2022-07-11,33.33333
2022-07-12,39.58333
2022-07-13,37.5
2022-07-14,47.91666
2022-07-15,33.33333
2022-07-16,12.5
2022-07-17,14.58333
2022-07-18,29.16666
2022-07-19,39.58333
2022-07-20,58.33333
2022-07-21,22.91666
2022-07-22,16.66666
2022-07-23,14.58333
2022-07-24,16.66666
2022-07-25,56.25
2022-07-26,43.75
2022-07-27,16.66666
2022-07-28,18.75
2022-07-29,25.0
2022-08-01,50.0
2022-08-02,31.25
2022-08-03,31.25
2022-08-04,27.08333
2022-08-05,33.33333
2022-08-06,37.5
2022-08-07,10.41666
2022-08-08,27.08333
2022-08-09,43.75
2022-08-10,39.58333
2022-08-11,37.5
2022-08-12,22.91666
2022-08-13,16.66666
2022-08-15,18.75
2022-08-16,20.83333
2022-08-17,31.25
2022-08-18,43.75
2022-08-19,47.91666
2022-08-20,18.75
2022-08-22,35.41666
2022-08-23,33.33333
2022-08-24,14.58333
2022-08-25,33.33333
2022-08-26,25.0
2022-08-27,14.58333
2022-08-28,10.41666
2022-08-29,18.75
2022-08-30,47.91666
2022-08-31,29.16666
2022-09-01,39.58333
2022-09-02,18.75
2022-09-05,39.58333
2022-09-06,31.25
2022-09-07,41.66666
2022-09-08,22.91666
2022-09-13,43.75
2022-09-14,37.5
2022-09-15,47.91666
2022-09-16,33.33333
2022-09-17,37.5
2022-09-18,12.5
2022-09-19,25.0
2022-09-20,41.66666
2022-09-21,45.83333
2022-09-22,52.08333
2022-09-23,31.25
2022-09-24,12.5
2022-09-25,10.41666
2022-09-26,37.5
2022-09-27,18.75
2022-09-28,41.66666
2022-09-29,25.0
2022-09-30,43.75
2022-10-01,10.41666
2022-10-03,12.5
2022-10-04,27.08333
2022-10-05,35.41666
2022-10-06,41.66666
2022-10-07,31.25
2022-10-10,16.66666
2022-10-11,31.25
2022-10-12,60.41666
2022-10-13,31.25
2022-10-14,35.41666
2022-10-15,29.16666
2022-10-16,16.66666
2022-10-17,50.0
2022-10-18,35.41666
2022-10-19,41.66666
2022-10-20,39.58333
2022-10-21,35.41666
2022-10-22,20.83333
2022-10-24,41.66666
2022-10-25,31.25
2022-10-26,18.75
2022-10-27,22.91666
2022-10-28,27.08333
2022-10-30,12.5
2022-10-31,60.41666
2022-11-01,43.75
2022-11-02,37.5
2022-11-03,45.83333
2022-11-04,45.83333
2022-11-07,47.91666
2022-11-08,72.91666
2022-11-09,58.33333
2022-11-10,43.75
2022-11-11,31.25
2022-11-12,14.58333
2022-11-13,12.5
2022-11-14,41.66666
2022-11-15,47.91666
2022-11-16,33.33333
2022-11-17,60.41666
2022-11-18,29.16666
2022-11-20,10.41666
2022-11-21,33.33333
2022-11-22,29.16666
2022-11-23,50.0
2022-11-24,56.25
2022-11-25,29.16666
2022-11-26,27.08333
2022-11-27,18.75
2022-11-28,27.08333
2022-11-29,22.91666
2022-11-30,43.75
2022-12-01,29.16666
2022-12-02,29.16666
2022-12-03,22.91666
2022-12-05,45.83333
2022-12-06,31.25
2022-12-07,20.83333
2022-12-08,47.91666
2022-12-09,62.5
2022-12-10,18.75
2022-12-12,58.33333
2022-12-13,31.25
2022-12-14,43.75
2022-12-15,54.16666
2022-12-16,50.0
2022-12-17,29.16666
2022-12-18,10.41666
2022-12-19,29.16666
2022-12-20,18.75
2022-12-21,12.5
2022-12-22,25.0
2022-12-23,33.33333
2022-12-24,10.41666
2022-12-26,47.91666
2022-12-27,25.0
2022-12-28,35.41666
2022-12-29,25.0
2022-12-30,37.5
2022-12-31,22.91666
2023-01-02,35.41666
2023-01-03,35.41666
2023-01-04,29.16666
2023-01-05,22.91666
2023-01-06,20.83333
2023-01-07,20.83333
2023-01-08,25.0
2023-01-09,39.58333
2023-01-10,64.58333
2023-01-11,43.75
2023-01-12,52.08333
2023-01-13,39.58333
2023-01-14,10.41666
2023-01-15,22.91666
2023-01-16,35.41666
2023-01-17,45.83333
2023-01-18,50.0
2023-01-19,16.66666
2023-01-20,10.41666
2023-01-21,12.5
2023-01-22,20.83333
2023-01-23,16.66666
2023-01-24,10.41666
2023-01-25,58.33333
2023-01-26,33.33333
2023-01-27,29.16666
2023-01-28,14.58333
2023-01-29,22.91666
2023-01-30,41.66666
2023-01-31,58.33333
2023-02-01,37.5
2023-02-02,41.66666
2023-02-03,20.83333
2023-02-04,18.75
2023-02-05,22.91666
2023-02-06,20.83333
2023-02-07,47.91666
2023-02-08,47.91666
2023-02-09,29.16666
2023-02-10,37.5
2023-02-13,52.08333
2023-02-14,16.66666
2023-02-15,29.16666
2023-02-16,10.41666
2023-02-17,37.5
2023-02-19,25.0
2023-02-20,33.33333
2023-02-21,39.58333
2023-02-22,43.75
2023-02-23,25.0
2023-02-24,29.16666
2023-02-26,16.66666
2023-02-27,62.5
2023-02-28,39.58333
2023-03-01,16.66666
2023-03-02,18.75
2023-03-03,43.75
2023-03-04,10.41666
2023-03-06,52.08333
2023-03-07,25.0
2023-03-08,33.33333
2023-03-09,58.33333
2023-03-10,50.0
2023-03-11,25.0
2023-03-12,25.0
2023-03-13,29.16666
2023-03-14,41.66666
2023-03-15,50.0
2023-03-16,10.41666
2023-03-17,14.58333
2023-03-18,31.25
2023-03-19,14.58333
2023-03-20,52.08333
2023-03-21,50.0
2023-03-22,33.33333
2023-03-23,52.08333
2023-03-24,33.33333
2023-03-25,10.41666
2023-03-27,45.83333
2023-03-28,43.75
2023-03-29,33.33333
2023-03-30,35.41666
2023-03-31,18.75
2023-04-01,20.83333
2023-04-02,14.58333
2023-04-03,54.16666
2023-04-04,29.16666
2023-04-05,41.66666
2023-04-06,33.33333
2023-04-07,31.25
2023-04-08,16.66666
2023-04-09,18.75
2023-04-10,56.25
2023-04-11,29.16666
2023-04-12,62.5
2023-04-13,35.41666
2023-04-14,33.33333
2023-04-15,20.83333
2023-04-16,10.41666
2023-04-17,33.33333
2023-04-18,47.91666
2023-04-19,47.91666
2023-04-20,43.75
2023-04-21,50.0
2023-04-23,16.66666
2023-04-24,47.91666
2023-04-25,50.0
2023-04-26,45.83333
2023-04-27,50.0
2023-04-28,31.25
2023-04-29,22.91666
2023-04-30,20.83333
2023-05-01,37.5
2023-05-02,20.83333
2023-05-03,27.08333
2023-05-04,31.25
2023-05-05,12.5
2023-05-08,29.16666
2023-05-09,31.25
2023-05-10,35.41666
2023-05-11,33.33333
2023-05-12,29.16666
2023-05-13,10.41666
2023-05-14,16.66666
2023-05-15,22.91666
2023-05-16,41.66666
2023-05-17,25.0
2023-05-18,39.58333
2023-05-19,16.66666
2023-05-20,10.41666
2023-05-21,12.5
2023-05-22,50.0
2023-05-23,45.83333
2023-05-24,56.25
2023-05-25,47.91666
2023-05-26,41.66666
2023-05-27,10.41666
2023-05-28,12.5
2023-05-29,12.5
2023-05-30,29.16666
2023-05-31,33.33333
2023-06-01,33.33333
2023-06-02,37.5
2023-06-03,18.75
2023-06-05,31.25
2023-06-06,10.41666
2023-06-07,50.0
2023-06-08,37.5
2023-06-09,43.75
2023-06-10,16.66666
2023-06-12,35.41666
2023-06-13,37.5
2023-06-14,62.5
2023-06-15,60.41666
2023-06-16,50.0
2023-06-17,16.66666
2023-06-19,20.83333
2023-06-20,10.41666
2023-06-21,14.58333
2023-06-22,25.0
2023-06-23,12.5
2023-06-25,12.5
2023-06-27,27.08333
2023-06-28,64.58333
2023-06-29,52.08333
2023-06-30,25.0
2023-07-01,14.58333
2023-07-02,10.41666
2023-07-03,18.75
2023-07-04,29.16666
2023-07-05,29.16666
2023-07-06,18.75
2023-07-07,39.58333
2023-07-08,16.66666
2023-07-10,54.16666
2023-07-11,27.08333
2023-07-12,29.16666
2023-07-13,20.83333
2023-07-14,41.66666
2023-07-15,18.75
2023-07-16,12.5
2023-07-17,56.25
2023-07-18,41.66666
2023-07-19,41.66666
2023-07-20,39.58333
2023-07-21,12.5
2023-07-24,41.66666
2023-07-25,33.33333
2023-07-26,16.66666
2023-07-27,35.41666
2023-07-28,16.66666
2023-07-30,10.41666
2023-07-31,18.75
2023-08-01,10.41666
2023-08-02,29.16666
2023-08-03,29.16666
2023-08-04,31.25
2023-08-07,18.75
2023-08-08,27.08333
2023-08-09,39.58333
2023-08-10,27.08333
2023-08-11,22.91666
2023-08-14,27.08333
2023-08-16,20.83333
2023-08-17,50.0
2023-08-18,27.08333
2023-08-19,12.5
2023-08-20,14.58333
2023-08-21,20.83333
2023-08-22,22.91666
2023-08-23,41.66666
2023-08-24,16.66666
2023-08-25,31.25
2023-08-26,20.83333
2023-08-28,31.25
2023-08-29,22.91666
2023-08-30,35.41666
2023-08-31,39.58333
2023-09-01,33.33333
2023-09-04,27.08333
2023-09-05,31.25
2023-09-06,31.25
2023-09-07,29.16666
2023-09-08,16.66666
2023-09-10,12.5
2023-09-11,35.41666
2023-09-12,45.83333
2023-09-15,37.5
2023-09-17,12.5
2023-09-18,10.41666
2023-09-19,43.75
2023-09-20,52.08333
2023-09-21,35.41666
2023-09-22,27.08333
2023-09-23,12.5
2023-09-25,12.5
2023-09-26,29.16666
2023-09-27,18.75
2023-10-02,16.66666
2023-10-04,39.58333
2023-10-05,25.0
2023-10-06,31.25
2023-10-07,20.83333
2023-10-08,10.41666
2023-10-09,16.66666
2023-10-10,50.0
2023-10-11,43.75
2023-10-12,43.75
2023-10-13,14.58333
2023-10-14,10.41666
2023-10-16,33.33333
2023-10-17,20.83333
2023-10-18,35.41666
2023-10-19,54.16666
2023-10-20,33.33333
2023-10-21,14.58333
2023-10-22,12.5
2023-10-23,14.58333
2023-10-24,35.41666
2023-10-25,45.83333
2023-10-26,25.0
2023-10-28,14.58333
2023-10-30,29.16666
2023-10-31,35.41666
2023-11-01,20.83333
2023-11-02,45.83333
2023-11-03,22.91666
2023-11-06,27.08333
2023-11-07,52.08333
2023-11-08,20.83333
2023-11-09,22.91666
2023-11-10,31.25
2023-11-11,18.75
2023-11-13,33.33333
2023-11-14,37.5
2023-11-15,16.66666
2023-11-16,31.25
2023-11-17,37.5
2023-11-18,12.5
2023-11-20,25.0
2023-11-21,20.83333
2023-11-22,33.33333
2023-11-23,27.08333
2023-11-24,33.33333
2023-11-26,10.41666
2023-11-27,43.75
2023-11-28,39.58333
2023-11-29,37.5
2023-11-30,47.91666
2023-12-01,29.16666
2023-12-04,39.58333
2023-12-05,31.25
2023-12-06,35.41666
2023-12-07,33.33333
2023-12-08,29.16666
2023-12-09,31.25
2023-12-11,31.25
2023-12-12,33.33333
2023-12-13,43.75
2023-12-14,50.0
2023-12-15,27.08333
2023-12-16,22.91666
2023-12-18,31.25
2023-12-19,16.66666
2023-12-20,27.08333
2023-12-21,37.5
2023-12-22,12.5
2023-12-23,18.75
2023-12-26,18.75
2023-12-28,27.08333
2023-12-29,33.33333
2023-12-30,22.91666
2024-01-02,31.25
2024-01-03,35.41666
2024-01-04,35.41666
2024-01-05,14.58333
2024-01-08,31.25
