date,프랜차이즈
2023-05-30,13.8488
2023-05-31,14.86108
2023-06-01,13.8488
2023-06-02,14.55955
2023-06-03,8.85203
2023-06-04,9.75662
2023-06-05,12.81499
2023-06-06,11.47964
2023-06-07,15.07645
2023-06-08,14.25802
2023-06-09,13.20267
2023-06-10,9.92892
2023-06-11,10.3166
2023-06-12,15.01184
2023-06-13,14.818
2023-06-14,14.58108
2023-06-15,14.45186
2023-06-16,13.50419
2023-06-17,8.18436
2023-06-18,9.60585
2023-06-19,14.10725
2023-06-20,14.1934
2023-06-21,13.6765
2023-06-22,13.6765
2023-06-23,12.34115
2023-06-24,8.44281
2023-06-25,9.06741
2023-06-26,14.10725
2023-06-27,14.4734
2023-06-28,14.27956
2023-06-29,14.1934
2023-06-30,10.79043
2023-07-01,10.03661
2023-07-02,9.43355
2023-07-03,13.33189
2023-07-04,13.6765
2023-07-05,13.59035
2023-07-06,14.92569
2023-07-07,12.8796
2023-07-08,8.59358
2023-07-09,8.78742
2023-07-10,13.48266
2023-07-11,13.82726
2023-07-12,13.39651
2023-07-13,14.0211
2023-07-14,11.84578
2023-07-15,7.53822
2023-07-16,9.41201
2023-07-17,14.1934
2023-07-18,14.0211
2023-07-19,13.87034
2023-07-20,13.26728
2023-07-21,11.56579
2023-07-22,8.85203
2023-07-23,8.24897
2023-07-24,12.81499
2023-07-25,12.81499
2023-07-26,12.29808
2023-07-27,12.40577
2023-07-28,12.255
2023-07-29,8.98126
2023-07-30,8.46435
2023-07-31,12.44884
2023-08-01,12.59961
2023-08-02,13.82726
2023-08-03,12.55653
2023-08-04,10.87658
2023-08-05,7.04286
2023-08-06,9.13202
2023-08-07,13.69804
2023-08-08,11.93194
2023-08-09,13.2242
2023-08-10,12.23346
2023-08-11,13.07344
2023-08-12,8.14128
2023-08-13,8.83049
2023-08-14,11.7381
2023-08-15,9.19664
2023-08-16,12.59961
2023-08-17,13.09498
2023-08-18,12.38423
2023-08-19,8.2059
2023-08-20,9.71354
2023-08-21,14.86108
2023-08-22,13.87034
2023-08-23,13.07344
2023-08-24,13.8488
2023-08-25,13.07344
2023-08-26,8.09821
2023-08-27,9.45509
2023-08-28,13.2242
2023-08-29,13.97803
2023-08-30,12.40577
2023-08-31,12.62115
2023-09-01,11.30734
2023-09-02,8.31359
2023-09-03,9.71354
2023-09-04,13.52573
2023-09-05,14.0211
2023-09-06,13.18113
2023-09-07,12.96575
2023-09-08,13.18113
2023-09-09,9.39048
2023-09-10,12.81499
2023-09-11,14.04264
2023-09-12,14.51647
2023-09-13,13.6765
2023-09-14,13.2242
2023-09-15,12.40577
2023-09-16,8.95972
2023-09-17,9.04587
2023-09-18,13.52573
2023-09-19,12.68576
2023-09-20,12.40577
2023-09-21,11.58733
2023-09-22,11.56579
2023-09-23,7.77514
2023-09-24,7.36592
2023-09-25,12.16885
2023-09-26,12.77191
2023-09-27,10.51044
2023-09-28,6.35365
2023-09-29,6.56902
2023-09-30,6.80594
2023-10-01,6.82748
2023-10-02,8.22743
2023-10-03,10.10122
2023-10-04,14.34417
2023-10-05,13.65496
2023-10-06,13.03036
2023-10-07,7.68899
2023-10-08,8.11975
2023-10-09,10.23045
2023-10-10,15.27029
2023-10-11,13.13805
2023-10-12,13.97803
2023-10-13,12.01809
2023-10-14,7.86129
2023-10-15,8.09821
2023-10-16,12.96575
2023-10-17,12.64268
2023-10-18,13.6765
2023-10-19,11.80271
2023-10-20,12.14731
2023-10-21,7.83975
2023-10-22,8.80895
2023-10-23,14.10725
2023-10-24,13.28882
2023-10-25,13.82726
2023-10-26,14.06418
2023-10-27,12.44884
2023-10-28,8.35666
2023-10-29,9.62739
2023-10-30,13.39651
2023-10-31,13.03036
2023-11-01,13.28882
2023-11-02,13.03036
2023-11-03,12.19039
2023-11-04,7.51669
2023-11-05,10.57505
2023-11-06,15.29183
2023-11-07,14.9903
2023-11-08,12.27654
2023-11-09,13.18113
2023-11-10,12.0827
2023-11-11,7.60284
2023-11-12,7.79668
2023-11-13,13.80572
2023-11-14,13.41804
2023-11-15,12.75037
2023-11-16,12.12578
2023-11-17,12.98729
2023-11-18,7.90437
2023-11-19,8.48589
2023-11-20,13.41804
2023-11-21,12.36269
2023-11-22,16.30411
2023-11-23,14.94723
2023-11-24,13.54727
2023-11-25,8.61511
2023-11-26,9.43355
2023-11-27,12.79345
2023-11-28,12.53499
2023-11-29,13.82726
2023-11-30,14.1934
2023-12-01,12.06116
2023-12-02,8.87357
2023-12-03,8.27051
2023-12-04,12.21193
2023-12-05,12.10424
2023-12-06,12.255
2023-12-07,12.62115
2023-12-08,12.96575
2023-12-09,7.64591
2023-12-10,9.28279
2023-12-11,14.10725
2023-12-12,13.41804
2023-12-13,12.7073
2023-12-14,12.40577
2023-12-15,12.01809
2023-12-16,7.71053
2023-12-17,7.68899
2023-12-18,12.19039
2023-12-19,11.93194
2023-12-20,11.9104
2023-12-21,10.07968
2023-12-22,9.58432
2023-12-23,6.48287
2023-12-24,12.51346
2023-12-25,7.83975
2023-12-26,16.7564
2023-12-27,14.94723
2023-12-28,14.0211
2023-12-29,11.04889
2023-12-30,9.13202
2023-12-31,7.17208
2024-01-01,7.34438
2024-01-02,12.8796
2024-01-03,12.90114
2024-01-04,13.39651
2024-01-05,13.18113
2024-01-06,8.05513
2024-01-07,8.3782
2024-01-08,11.9104
2024-01-09,13.28882
2024-01-10,13.97803
2024-01-11,13.99956
2024-01-12,12.85806
2024-01-13,9.75662
2024-01-14,9.45509
2024-01-15,14.32263
2024-01-16,13.87034
2024-01-17,13.33189
2024-01-18,13.54727
2024-01-19,12.77191
2024-01-20,7.90437
2024-01-21,7.77514
2024-01-22,14.15033
2024-01-23,13.65496
2024-01-24,14.27956
2024-01-25,14.08572
2024-01-26,11.52272
2024-01-27,7.47361
2024-01-28,7.96898
2024-01-29,15.11953
2024-01-30,14.17187
2024-01-31,12.90114
2024-02-01,12.01809
2024-02-02,11.9104
2024-02-03,7.49515
2024-02-04,6.87055
2024-02-05,12.23346
2024-02-06,12.49192
2024-02-07,11.54426
2024-02-08,9.77816
2024-02-09,5.75059
2024-02-10,6.91363
2024-02-11,6.82748
2024-02-12,8.52896
2024-02-13,14.71031
2024-02-14,14.17187
2024-02-15,12.79345
2024-02-16,13.35343
2024-02-17,7.81822
2024-02-18,8.46435
2024-02-19,13.93495
2024-02-20,13.15959
2024-02-21,13.50419
2024-02-22,13.8488
2024-02-23,11.2858
2024-02-24,8.03359
2024-02-25,7.81822
2024-02-26,12.98729
2024-02-27,13.52573
2024-02-28,12.7073
2024-02-29,12.34115
2024-03-01,7.409
2024-03-02,7.38746
2024-03-03,8.33512
2024-03-04,12.47038
2024-03-05,13.50419
2024-03-06,14.23648
2024-03-07,14.9903
2024-03-08,12.7073
2024-03-09,8.16282
2024-03-10,7.47361
2024-03-11,14.08572
2024-03-12,14.21494
2024-03-13,12.19039
2024-03-14,13.18113
2024-03-15,12.85806
2024-03-16,7.66745
2024-03-17,8.3782
2024-03-18,13.89188
2024-03-19,12.4273
2024-03-20,15.20568
