date,국제유가실시간
2020-03-20,95.12482
2020-03-21,65.62539
2020-03-22,24.24114
2020-03-23,81.23605
2020-03-24,74.75266
2020-03-25,56.24973
2020-03-26,55.89609
2020-03-27,48.28021
2020-03-28,22.4519
2020-03-29,12.15004
2020-03-30,40.23491
2020-03-31,45.45952
2020-04-01,41.80524
2020-04-02,83.77468
2020-04-03,99.54953
2020-04-04,44.8617
2020-04-05,26.48086
2020-04-06,89.52553
2020-04-07,90.4391
2020-04-08,83.26948
2020-04-09,100.0
2020-04-10,77.05552
2020-04-11,27.11236
2020-04-12,17.3999
2020-04-13,52.14499
2020-04-14,43.92287
2020-04-15,33.61259
2020-04-16,37.7005
2020-04-17,43.75868
2020-04-18,24.46848
2020-04-19,15.13493
2020-04-20,55.20565
2020-04-21,75.74622
2020-04-22,59.79876
2020-04-23,57.46642
2020-04-24,42.89984
2020-04-25,21.28994
2020-04-26,13.08466
2020-04-27,44.4407
2020-04-28,55.40773
2020-04-29,50.1705
2020-04-30,26.44718
2020-05-01,25.09156
2020-05-02,16.82313
2020-05-03,9.89348
2020-05-04,23.02025
2020-05-05,23.18022
2020-05-06,42.09994
2020-05-07,47.434
2020-05-08,29.09527
2020-05-09,14.90338
2020-05-10,8.89992
2020-05-11,20.34269
2020-05-12,21.19732
2020-05-13,18.93655
2020-05-14,16.25057
2020-05-15,16.73472
2020-05-16,10.90809
2020-05-17,6.41603
2020-05-18,15.72432
2020-05-19,19.13863
2020-05-20,19.01233
2020-05-21,17.42516
2020-05-22,18.68816
2020-05-23,8.34841
2020-05-24,4.74887
2020-05-25,11.17332
2020-05-26,14.6171
2020-05-27,12.45316
2020-05-28,13.49724
2020-05-29,10.58392
2020-05-30,6.63495
2020-05-31,3.94897
2020-06-01,11.0807
2020-06-02,11.88481
2020-06-03,13.15623
2020-06-04,11.7964
2020-06-05,8.97149
2020-06-06,6.66021
2020-06-07,4.0458
2020-06-08,10.28922
2020-06-09,12.44053
2020-06-10,10.77337
2020-06-11,9.3125
2020-06-12,10.79863
2020-06-13,5.62034
2020-06-14,3.28379
2020-06-15,8.00319
2020-06-16,8.97991
2020-06-17,7.68745
2020-06-18,6.76967
2020-06-19,6.27289
2020-06-20,3.88582
2020-06-21,2.36601
2020-06-22,5.45194
2020-06-23,6.64337
2020-06-24,5.87294
2020-06-25,6.78651
2020-06-26,5.70033
2020-06-27,2.98909
2020-06-28,1.8145
2020-06-29,4.75729
2020-06-30,5.51509
2020-07-01,5.5193
2020-07-02,4.96358
2020-07-03,4.3826
2020-07-04,2.76596
2020-07-05,1.78503
2020-07-06,4.41207
2020-07-07,4.6352
2020-07-08,4.14684
2020-07-09,4.23525
2020-07-10,4.23104
2020-07-11,2.32391
2020-07-12,1.38508
2020-07-13,3.36799
2020-07-14,4.37418
2020-07-15,4.47101
2020-07-16,4.31103
2020-07-17,3.67111
2020-07-18,1.88186
2020-07-19,1.06091
2020-07-20,2.9512
2020-07-21,4.07106
2020-07-22,4.61415
2020-07-23,4.54258
2020-07-24,3.69637
2020-07-25,1.88186
2020-07-26,1.02302
2020-07-27,2.64387
2020-07-28,3.4143
2020-07-29,3.14907
2020-07-30,3.47324
2020-07-31,3.10697
2020-08-01,1.76398
2020-08-02,0.86725
2020-08-03,2.6565
2020-08-04,3.25853
2020-08-05,4.05422
2020-08-06,4.11737
2020-08-07,3.49008
2020-08-08,1.89449
2020-08-09,1.28404
2020-08-10,4.15526
2020-08-11,3.30063
2020-08-12,2.66492
2020-08-13,2.89226
2020-08-14,2.21866
2020-08-15,1.29246
2020-08-16,0.74937
2020-08-17,1.76398
2020-08-18,2.54704
2020-08-19,2.46705
2020-08-20,2.49231
2020-08-21,2.34917
2020-08-22,1.45665
2020-08-23,0.75779
2020-08-24,1.70925
2020-08-25,2.11762
2020-08-26,2.7407
2020-08-27,2.42495
2020-08-28,2.04184
2020-08-29,1.20826
2020-08-30,0.63149
2020-08-31,1.604
2020-09-01,2.00395
2020-09-02,1.92396
2020-09-03,2.05447
2020-09-04,2.40811
2020-09-05,1.3514
2020-09-06,0.62728
2020-09-07,1.9408
2020-09-08,2.52599
2020-09-09,3.43535
2020-09-10,3.08171
2020-09-11,2.61861
2020-09-12,1.40613
2020-09-13,0.69464
2020-09-14,1.93238
2020-09-15,2.25234
2020-09-16,2.63545
2020-09-17,2.5723
2020-09-18,2.49652
2020-09-19,1.36403
2020-09-20,0.74095
2020-09-21,1.71767
2020-09-22,2.66071
2020-09-23,2.20182
2020-09-24,2.12604
2020-09-25,2.12604
2020-09-26,1.10301
2020-09-27,0.52203
2020-09-28,1.33035
2020-09-29,1.75135
2020-09-30,1.25878
2020-10-01,1.39771
2020-10-02,1.99132
2020-10-03,1.69241
2020-10-04,1.01881
2020-10-05,2.41653
2020-10-06,2.94699
2020-10-07,2.93857
2020-10-08,2.43758
2020-10-09,1.87344
2020-10-10,1.31351
2020-10-11,0.71148
2020-10-12,1.83134
2020-10-13,2.26918
2020-10-14,1.99974
2020-10-15,1.9408
2020-10-16,1.72188
2020-10-17,1.15353
2020-10-18,0.70306
2020-10-19,1.49033
2020-10-20,2.06289
2020-10-21,1.97448
2020-10-22,1.80608
2020-10-23,1.76819
2020-10-24,0.98934
2020-10-25,0.53466
2020-10-26,1.5198
2020-10-27,1.87344
2020-10-28,1.99553
2020-10-29,2.446
2020-10-30,2.50073
2020-10-31,1.49454
2020-11-01,0.69885
2020-11-02,2.15551
2020-11-03,2.79543
2020-11-04,2.90068
2020-11-05,3.0775
2020-11-06,2.30286
2020-11-07,1.37245
2020-11-08,0.82094
2020-11-09,3.32589
2020-11-10,4.0879
2020-11-11,4.65204
2020-11-12,3.93634
2020-11-13,2.79122
2020-11-14,1.42718
2020-11-15,0.72832
2020-11-16,2.31549
2020-11-17,3.04803
2020-11-18,2.71544
2020-11-19,2.27339
2020-11-20,1.84818
2020-11-21,1.23773
2020-11-22,0.61044
2020-11-23,1.67557
2020-11-24,2.34917
2020-11-25,3.40167
2020-11-26,3.97423
2020-11-27,3.3722
2020-11-28,1.62084
2020-11-29,0.9725
2020-11-30,2.25655
2020-12-01,2.87963
2020-12-02,2.95962
2020-12-03,3.31747
2020-12-04,2.4039
2020-12-05,1.51559
2020-12-06,0.75779
2020-12-07,1.84397
2020-12-08,1.90291
2020-12-09,1.97027
2020-12-10,2.00395
2020-12-11,2.31128
2020-12-12,1.34298
2020-12-13,0.70727
2020-12-14,2.10078
2020-12-15,2.41232
2020-12-16,2.17656
2020-12-17,2.50073
2020-12-18,2.29865
2020-12-19,1.51138
2020-12-20,0.89672
2020-12-21,2.01237
2020-12-22,2.30707
2020-12-23,2.08394
2020-12-24,2.13025
2020-12-25,1.32614
2020-12-26,0.85041
2020-12-27,0.66096
2020-12-28,1.83555
2020-12-29,1.93659
2020-12-30,1.52822
2020-12-31,1.28825
2021-01-01,0.86304
2021-01-02,0.7199
2021-01-03,0.55571
2021-01-04,1.88607
2021-01-05,2.17235
2021-01-06,3.67111
2021-01-07,3.57007
2021-01-08,2.88384
2021-01-09,1.8145
2021-01-10,1.18721
2021-01-11,2.67755
2021-01-12,3.42693
2021-01-13,3.40167
2021-01-14,3.17854
2021-01-15,2.84174
2021-01-16,1.49875
2021-01-17,0.81673
2021-01-18,2.37443
2021-01-19,2.87542
2021-01-20,2.72807
2021-01-21,2.4039
2021-01-22,2.27339
2021-01-23,1.19984
2021-01-24,0.71148
2021-01-25,1.90291
2021-01-26,2.34496
2021-01-27,2.12604
2021-01-28,2.01237
2021-01-29,2.11762
2021-01-30,1.00618
2021-01-31,0.58097
2021-02-01,1.50296
2021-02-02,2.61861
2021-02-03,2.59335
2021-02-04,2.59335
2021-02-05,2.39127
2021-02-06,1.25878
2021-02-07,0.61465
2021-02-08,1.97869
2021-02-09,2.9933
2021-02-10,2.64387
2021-02-11,1.63347
2021-02-12,1.54506
2021-02-13,1.30088
2021-02-14,0.88409
2021-02-15,2.42495
2021-02-16,3.43535
2021-02-17,3.24169
2021-02-18,3.53218
2021-02-19,3.12381
2021-02-20,1.76398
2021-02-21,0.85883
2021-02-22,2.73228
2021-02-23,3.94055
2021-02-24,4.26893
2021-02-25,3.97423
2021-02-26,3.97423
2021-02-27,1.95343
2021-02-28,1.04828
2021-03-01,2.31549
2021-03-02,3.72584
2021-03-03,3.25853
2021-03-04,3.46903
2021-03-05,5.56561
2021-03-06,2.70702
2021-03-07,1.19984
2021-03-08,4.99305
2021-03-09,5.3509
2021-03-10,5.24565
2021-03-11,4.47101
2021-03-12,4.27735
2021-03-13,1.86081
2021-03-14,1.09459
2021-03-15,3.31326
2021-03-16,3.76373
2021-03-17,3.72584
2021-03-18,3.50692
2021-03-19,4.70256
2021-03-20,2.47126
2021-03-21,1.40192
2021-03-22,3.87319
2021-03-23,4.70677
2021-03-24,5.93609
2021-03-25,6.08344
2021-03-26,4.60573
2021-03-27,2.06289
2021-03-28,1.34298
2021-03-29,3.86056
2021-03-30,3.97002
2021-03-31,3.25432
2021-04-01,4.05843
2021-04-02,3.25432
2021-04-03,1.40192
2021-04-04,0.78726
2021-04-05,2.73228
2021-04-06,4.05422
2021-04-07,3.64585
2021-04-08,3.24169
2021-04-09,2.50073
2021-04-10,1.183
2021-04-11,0.64412
2021-04-12,2.49652
2021-04-13,3.17854
2021-04-14,3.36378
2021-04-15,4.36997
2021-04-16,3.59954
2021-04-17,1.3514
2021-04-18,0.79989
2021-04-19,3.21222
2021-04-20,3.22064
2021-04-21,3.62059
2021-04-22,2.85437
2021-04-23,2.32812
2021-04-24,1.0988
2021-04-25,0.64833
2021-04-26,2.23129
2021-04-27,2.37443
2021-04-28,2.42495
2021-04-29,2.79122
2021-04-30,2.43337
2021-05-01,1.07775
2021-05-02,0.62307
2021-05-03,2.2776
2021-05-04,2.49652
2021-05-05,3.06487
2021-05-06,3.08171
2021-05-07,2.55125
2021-05-08,1.22089
2021-05-09,0.90935
2021-05-10,2.37022
2021-05-11,2.88384
2021-05-12,3.61638
2021-05-13,4.29419
2021-05-14,4.0458
2021-05-15,2.14288
2021-05-16,1.32614
2021-05-17,3.17012
2021-05-18,3.5406
2021-05-19,3.72584
2021-05-20,4.58047
2021-05-21,4.10053
2021-05-22,2.1513
2021-05-23,1.25878
2021-05-24,2.98067
2021-05-25,3.89003
2021-05-26,4.79097
2021-05-27,4.15105
2021-05-28,3.77636
2021-05-29,1.86923
2021-05-30,0.94303
2021-05-31,3.38062
2021-06-01,4.8036
2021-06-02,5.5614
2021-06-03,5.16987
2021-06-04,4.34471
2021-06-05,2.13446
2021-06-06,1.36824
2021-06-07,4.14684
2021-06-08,4.551
2021-06-09,4.78255
2021-06-10,4.3405
2021-06-11,3.80583
2021-06-12,1.83555
2021-06-13,1.07354
2021-06-14,3.25853
2021-06-15,3.81004
2021-06-16,3.97844
2021-06-17,3.89424
2021-06-18,3.80162
2021-06-19,1.80187
2021-06-20,1.16195
2021-06-21,2.80385
2021-06-22,4.35313
2021-06-23,3.99528
2021-06-24,4.27735
2021-06-25,3.43535
2021-06-26,1.92396
2021-06-27,1.03144
2021-06-28,2.98488
2021-06-29,3.80583
2021-06-30,3.39325
2021-07-01,3.7511
2021-07-02,3.709
2021-07-03,1.82713
2021-07-04,1.06933
2021-07-05,3.18275
2021-07-06,4.44996
2021-07-07,5.1825
2021-07-08,4.69835
2021-07-09,4.02054
2021-07-10,1.94501
2021-07-11,1.05249
2021-07-12,3.21643
2021-07-13,3.36799
2021-07-14,3.34273
2021-07-15,3.84793
2021-07-16,3.97423
2021-07-17,2.02921
2021-07-18,0.98092
2021-07-19,3.93213
2021-07-20,5.52351
2021-07-21,4.16368
2021-07-22,4.45838
2021-07-23,3.4143
2021-07-24,1.83134
2021-07-25,0.96408
2021-07-26,2.95541
2021-07-27,3.40588
2021-07-28,2.97225
2021-07-29,3.05224
2021-07-30,3.41009
2021-07-31,1.41876
2021-08-01,0.82094
2021-08-02,3.13223
2021-08-03,3.62901
2021-08-04,3.39325
2021-08-05,3.57428
2021-08-06,2.68597
2021-08-07,1.46507
2021-08-08,0.83778
2021-08-09,3.35536
2021-08-10,3.50271
2021-08-11,3.65006
2021-08-12,3.22485
2021-08-13,2.66071
2021-08-14,1.37245
2021-08-15,0.82936
2021-08-16,1.9408
2021-08-17,2.94699
2021-08-18,2.66913
2021-08-19,3.69216
2021-08-20,3.19117
2021-08-21,1.66715
2021-08-22,0.9304
2021-08-23,3.42693
2021-08-24,4.54258
2021-08-25,4.31103
2021-08-26,3.67111
2021-08-27,3.33431
2021-08-28,1.79345
2021-08-29,0.95987
2021-08-30,3.38062
2021-08-31,3.61217
2021-09-01,3.37641
2021-09-02,3.23327
2021-09-03,3.02277
2021-09-04,1.44402
2021-09-05,0.74516
2021-09-06,2.3197
2021-09-07,2.7407
2021-09-08,2.54283
2021-09-09,2.65229
2021-09-10,2.55546
2021-09-11,1.40613
2021-09-12,0.73674
2021-09-13,2.35759
2021-09-14,2.77859
2021-09-15,2.65229
2021-09-16,3.67953
2021-09-17,3.04803
2021-09-18,1.41876
2021-09-19,0.70306
2021-09-20,1.53243
2021-09-21,2.35759
2021-09-22,2.87963
2021-09-23,3.62059
2021-09-24,3.40588
2021-09-25,1.54085
2021-09-26,0.96829
2021-09-27,3.73847
2021-09-28,4.58047
2021-09-29,4.43312
2021-09-30,4.33208
2021-10-01,3.50692
2021-10-02,1.80187
2021-10-03,1.15353
2021-10-04,2.79122
2021-10-05,5.81821
2021-10-06,6.34867
2021-10-07,6.29815
2021-10-08,6.34867
2021-10-09,2.54283
2021-10-10,1.50717
2021-10-11,5.31301
2021-10-12,7.92741
2021-10-13,7.46853
2021-10-14,8.05371
2021-10-15,7.35907
2021-10-16,3.97002
2021-10-17,2.53441
2021-10-18,7.09384
2021-10-19,7.89373
2021-10-20,7.64956
2021-10-21,6.40761
2021-10-22,6.02029
2021-10-23,2.97225
2021-10-24,1.7303
2021-10-25,5.53193
2021-10-26,6.3613
2021-10-27,5.90241
2021-10-28,6.31078
2021-10-29,5.35932
2021-10-30,2.68597
2021-10-31,1.71767
2021-11-01,5.14882
2021-11-02,5.83505
2021-11-03,6.04976
2021-11-04,7.51063
2021-11-05,6.73599
2021-11-06,2.96804
2021-11-07,1.79345
2021-11-08,5.3509
2021-11-09,5.72138
2021-11-10,6.17185
2021-11-11,6.10449
2021-11-12,5.21197
2021-11-13,2.67755
2021-11-14,1.53664
2021-11-15,5.16987
2021-11-16,5.04778
2021-11-17,4.95516
2021-11-18,5.76769
2021-11-19,5.08567
2021-11-20,2.92173
2021-11-21,1.60821
2021-11-22,5.54456
2021-11-23,5.89399
2021-11-24,6.15501
2021-11-25,5.26249
2021-11-26,6.02871
2021-11-27,6.05818
2021-11-28,2.79964
2021-11-29,9.36302
2021-11-30,9.05148
2021-12-01,8.26
2021-12-02,8.90413
2021-12-03,6.63074
2021-12-04,3.17012
2021-12-05,1.75977
2021-12-06,4.972
2021-12-07,6.45392
2021-12-08,7.46432
2021-12-09,6.48339
2021-12-10,5.78032
2021-12-11,2.92173
2021-12-12,1.70925
2021-12-13,5.14461
2021-12-14,6.11712
2021-12-15,5.45615
2021-12-16,5.32564
2021-12-17,4.84149
2021-12-18,2.5723
2021-12-19,1.57874
2021-12-20,5.8561
2021-12-21,6.33183
2021-12-22,5.54877
2021-12-23,5.5614
2021-12-24,4.8457
2021-12-25,1.92817
2021-12-26,1.31351
2021-12-27,4.23946
2021-12-28,5.20776
2021-12-29,5.17829
2021-12-30,4.60994
2021-12-31,3.04803
2022-01-01,1.86923
2022-01-02,1.34298
2022-01-03,3.86477
2022-01-04,4.52574
2022-01-05,4.90885
2022-01-06,5.46036
2022-01-07,5.49404
2022-01-08,2.82911
2022-01-09,1.69662
2022-01-10,4.79939
2022-01-11,5.56982
2022-01-12,6.67284
2022-01-13,6.44971
2022-01-14,5.28775
2022-01-15,2.85437
2022-01-16,1.51559
2022-01-17,4.75729
2022-01-18,9.40512
2022-01-19,15.5475
2022-01-20,18.55765
2022-01-21,14.09927
2022-01-22,5.86031
2022-01-23,2.98067
2022-01-24,13.23622
2022-01-25,15.51382
2022-01-26,16.33477
2022-01-27,17.09678
2022-01-28,12.70576
2022-01-29,5.49825
2022-01-30,2.54704
2022-01-31,5.61613
2022-02-01,7.15278
2022-02-02,9.13989
2022-02-03,13.61091
2022-02-04,14.74761
2022-02-05,7.72533
2022-02-06,4.78676
2022-02-07,15.89272
2022-02-08,16.74314
2022-02-09,17.55988
2022-02-10,17.53462
2022-02-11,15.53487
2022-02-12,9.26619
2022-02-13,5.53614
2022-02-14,23.55912
2022-02-15,30.00884
2022-02-16,24.53163
2022-02-17,26.35877
2022-02-18,20.25007
2022-02-19,10.76916
2022-02-20,6.09186
2022-02-21,16.28004
2022-02-22,27.36496
2022-02-23,24.52742
2022-02-24,37.96573
2022-02-25,43.95234
2022-02-26,16.0527
2022-02-27,10.88283
2022-02-28,32.16014
2022-03-01,28.12276
