date,지원금
2020-08-22,1.93694
2020-08-23,1.74727
2020-08-24,4.24749
2020-08-25,2.93416
2020-08-26,2.51745
2020-08-27,2.37951
2020-08-28,2.23869
2020-08-29,1.50587
2020-08-30,1.44265
2020-08-31,3.69572
2020-09-01,3.44282
2020-09-02,3.40259
2020-09-03,3.21579
2020-09-04,4.39693
2020-09-05,2.48584
2020-09-06,4.55211
2020-09-07,5.58381
2020-09-08,9.5353
2020-09-09,12.91778
2020-09-10,16.82328
2020-09-11,11.96367
2020-09-12,4.12966
2020-09-13,4.50038
2020-09-14,6.12121
2020-09-15,5.56369
2020-09-16,5.3769
2020-09-17,4.01758
2020-09-18,4.01758
2020-09-19,2.15248
2020-09-20,3.19855
2020-09-21,5.21884
2020-09-22,9.08124
2020-09-23,13.22815
2020-09-24,13.75693
2020-09-25,11.52398
2020-09-26,3.80779
2020-09-27,2.5347
2020-09-28,5.97465
2020-09-29,3.22154
2020-09-30,1.62657
2020-10-01,1.15239
2020-10-02,0.89088
2020-10-03,0.79891
2020-10-04,1.48001
2020-10-05,2.90829
2020-10-06,2.46572
2020-10-07,2.06052
2020-10-08,2.22145
2020-10-09,1.37655
2020-10-10,1.01445
2020-10-11,1.63232
2020-10-12,6.29939
2020-10-13,3.18705
2020-10-14,2.51171
2020-10-15,2.31629
2020-10-16,2.24444
2020-10-17,1.1294
2020-10-18,1.21562
2020-10-19,2.48872
2020-10-20,2.6985
2020-10-21,1.96856
2020-10-22,1.67255
2020-10-23,1.6122
2020-10-24,0.95697
2020-10-25,1.02595
2020-10-26,1.66681
2020-10-27,1.88521
2020-10-28,2.39388
2020-10-29,1.88234
2020-10-30,1.799
2020-10-31,1.09204
2020-11-01,1.11791
2020-11-02,2.14961
2020-11-03,2.33353
2020-11-04,1.94269
2020-11-05,1.86222
2020-11-06,1.41966
2020-11-07,0.75581
2020-11-08,0.65235
2020-11-09,1.30758
2020-11-10,1.35069
2020-11-11,1.13802
2020-11-12,1.22711
2020-11-13,1.08055
2020-11-14,0.57763
2020-11-15,0.66672
2020-11-16,1.52599
2020-11-17,1.85648
2020-11-18,1.50012
2020-11-19,1.55473
2020-11-20,1.3277
2020-11-21,0.81616
2020-11-22,0.87363
2020-11-23,2.02891
2020-11-24,2.47147
2020-11-25,2.2933
2020-11-26,2.32491
2020-11-27,2.13811
2020-11-28,1.30471
2020-11-29,1.53174
2020-11-30,2.6554
2020-12-01,2.10937
2020-12-02,2.04327
2020-12-03,1.97143
2020-12-04,2.19559
2020-12-05,1.40241
2020-12-06,1.31045
2020-12-07,2.4025
2020-12-08,1.63232
2020-12-09,1.83349
2020-12-10,2.39388
2020-12-11,1.54611
2020-12-12,1.03744
2020-12-13,1.28746
2020-12-14,2.27031
2020-12-15,2.65827
2020-12-16,2.27893
2020-12-17,1.77314
2020-12-18,1.76739
2020-12-19,1.09492
2020-12-20,1.1294
2020-12-21,2.52607
2020-12-22,2.2157
2020-12-23,2.29042
2020-12-24,1.66106
2020-12-25,0.99146
2020-12-26,1.05181
2020-12-27,3.83366
2020-12-28,8.4375
2020-12-29,8.7565
2020-12-30,5.11825
2020-12-31,3.63537
2021-01-01,2.45423
2021-01-02,2.62953
2021-01-03,2.95715
2021-01-04,5.18722
2021-01-05,4.62108
2021-01-06,8.94329
2021-01-07,5.43437
2021-01-08,3.60663
2021-01-09,2.45136
2021-01-10,3.94574
2021-01-11,13.38333
2021-01-12,9.3485
2021-01-13,4.95445
2021-01-14,4.10092
2021-01-15,3.26464
2021-01-16,2.30479
2021-01-17,1.81337
2021-01-18,3.79917
2021-01-19,3.04911
2021-01-20,3.26464
2021-01-21,2.62378
2021-01-22,3.31063
2021-01-23,1.94844
2021-01-24,1.87947
2021-01-25,5.21309
2021-01-26,3.27901
2021-01-27,2.86518
2021-01-28,3.64686
2021-01-29,2.7761
2021-01-30,1.59209
2021-01-31,2.11225
2021-02-01,5.79072
2021-02-02,5.12687
2021-02-03,3.84228
2021-02-04,3.29051
2021-02-05,2.90542
2021-02-06,1.87372
2021-02-07,1.69267
2021-02-08,2.38813
2021-02-09,2.095
2021-02-10,1.75877
2021-02-11,1.02882
2021-02-12,0.94548
2021-02-13,0.87076
2021-02-14,1.33632
2021-02-15,2.54619
2021-02-16,2.41112
2021-02-17,2.60367
2021-02-18,2.00304
2021-02-19,2.35077
2021-02-20,1.3708
2021-02-21,1.35069
2021-02-22,2.29042
2021-02-23,2.0404
2021-02-24,2.13524
2021-02-25,1.88234
2021-02-26,1.64956
2021-02-27,0.98859
2021-02-28,1.89958
2021-03-01,2.43986
2021-03-02,4.23312
2021-03-03,3.25028
2021-03-04,2.51171
2021-03-05,1.88521
2021-03-06,1.11503
2021-03-07,1.29034
2021-03-08,1.85648
2021-03-09,1.79613
2021-03-10,1.90533
2021-03-11,1.71279
2021-03-12,1.63519
2021-03-13,0.86789
2021-03-14,0.82765
2021-03-15,1.85648
2021-03-16,1.89384
2021-03-17,1.62945
2021-03-18,1.65244
2021-03-19,1.48863
2021-03-20,1.00296
2021-03-21,0.92249
2021-03-22,1.87659
2021-03-23,1.89384
2021-03-24,1.77601
2021-03-25,2.50308
2021-03-26,2.43124
2021-03-27,1.14377
2021-03-28,1.21274
2021-03-29,5.28781
2021-03-30,4.33658
2021-03-31,2.63815
2021-04-01,2.20708
2021-04-02,1.61508
2021-04-03,0.91099
2021-04-04,1.19837
2021-04-05,2.4571
2021-04-06,1.94844
2021-04-07,1.64381
2021-04-08,1.67543
2021-04-09,1.41678
2021-04-10,0.81328
2021-04-11,1.09779
2021-04-12,2.73874
2021-04-13,2.15248
2021-04-14,1.8651
2021-04-15,1.83923
2021-04-16,1.56047
2021-04-17,0.96847
2021-04-18,0.98859
2021-04-19,3.11233
2021-04-20,2.16972
2021-04-21,3.09796
2021-04-22,2.12662
2021-04-23,1.83349
2021-04-24,0.84777
2021-04-25,1.16389
2021-04-26,2.35939
2021-04-27,1.99729
2021-04-28,1.94844
2021-04-29,2.24157
2021-04-30,1.98005
2021-05-01,1.2616
2021-05-02,1.64381
2021-05-03,2.87955
2021-05-04,2.92841
2021-05-05,1.71279
2021-05-06,3.0606
2021-05-07,3.07497
2021-05-08,1.87085
2021-05-09,1.73003
2021-05-10,4.57798
2021-05-11,3.7302
2021-05-12,3.43995
2021-05-13,2.82208
2021-05-14,2.35652
2021-05-15,1.30183
2021-05-16,1.41104
2021-05-17,2.64103
2021-05-18,2.2818
2021-05-19,1.54036
2021-05-20,2.55481
2021-05-21,1.95993
2021-05-22,1.06331
2021-05-23,1.19263
2021-05-24,2.32491
2021-05-25,2.17547
2021-05-26,2.58355
2021-05-27,2.39101
2021-05-28,1.99442
2021-05-29,0.92824
2021-05-30,1.12366
2021-05-31,2.2272
2021-06-01,2.55481
2021-06-02,3.2474
2021-06-03,2.81633
2021-06-04,2.12087
2021-06-05,1.20987
2021-06-06,1.32195
2021-06-07,2.27605
2021-06-08,2.10075
2021-06-09,1.87947
2021-06-10,1.77026
2021-06-11,1.62082
2021-06-12,0.85064
2021-06-13,1.07193
2021-06-14,1.74152
2021-06-15,2.42549
2021-06-16,1.79038
2021-06-17,1.59783
2021-06-18,1.41966
2021-06-19,0.92249
2021-06-20,1.31045
2021-06-21,2.30767
2021-06-22,2.5347
2021-06-23,2.50308
2021-06-24,4.50613
2021-06-25,3.83366
2021-06-26,2.32491
2021-06-27,1.43977
2021-06-28,2.49159
2021-06-29,7.6702
2021-06-30,5.2562
2021-07-01,8.80823
2021-07-02,5.6183
2021-07-03,2.09788
2021-07-04,5.1901
2021-07-05,7.10406
2021-07-06,3.95436
2021-07-07,3.35948
2021-07-08,3.06635
2021-07-09,2.74448
2021-07-10,1.46276
2021-07-11,1.84786
2021-07-12,4.59522
2021-07-13,4.32508
2021-07-14,3.24165
2021-07-15,2.5893
2021-07-16,2.20421
2021-07-17,1.30183
2021-07-18,1.37368
2021-07-19,2.56343
2021-07-20,2.5232
2021-07-21,2.18697
2021-07-22,2.49734
2021-07-23,5.36827
2021-07-24,7.02072
2021-07-25,4.00609
2021-07-26,11.73951
2021-07-27,6.84254
2021-07-28,3.36235
2021-07-29,2.60079
2021-07-30,2.40825
2021-07-31,1.84211
2021-08-01,1.68405
2021-08-02,5.27344
2021-08-03,3.13532
2021-08-04,2.47147
2021-08-05,2.69276
2021-08-06,2.07489
2021-08-07,1.3708
2021-08-08,1.45702
2021-08-09,2.67839
2021-08-10,2.60942
2021-08-11,3.49455
2021-08-12,5.51196
2021-08-13,3.98597
2021-08-14,2.00879
2021-08-15,1.68692
2021-08-16,3.35373
2021-08-17,9.87154
2021-08-18,7.64721
2021-08-19,5.2562
2021-08-20,3.92562
2021-08-21,2.1065
2021-08-22,1.90533
2021-08-23,4.02333
2021-08-24,5.3769
2021-08-25,4.48027
2021-08-26,10.91473
2021-08-27,6.5063
2021-08-28,3.10658
2021-08-29,3.66123
2021-08-30,41.41161
2021-08-31,26.34135
2021-09-01,19.96436
2021-09-02,18.97864
2021-09-03,18.37802
2021-09-04,12.21369
2021-09-05,33.4684
2021-09-06,100.0
2021-09-07,55.60249
2021-09-08,35.83067
2021-09-09,27.92769
2021-09-10,24.32968
2021-09-11,11.74526
2021-09-12,7.71905
2021-09-13,11.56134
2021-09-14,7.1759
2021-09-15,6.65574
2021-09-16,5.52633
2021-09-17,4.21588
2021-09-18,2.8192
2021-09-19,2.15823
2021-09-20,2.095
2021-09-21,1.9312
2021-09-22,1.98005
2021-09-23,3.57789
2021-09-24,3.09222
2021-09-25,1.83923
2021-09-26,1.64669
2021-09-27,4.47739
2021-09-28,6.48619
2021-09-29,7.64146
2021-09-30,10.71356
2021-10-01,16.43819
2021-10-02,7.1759
2021-10-03,5.76486
2021-10-04,6.63562
2021-10-05,11.73951
2021-10-06,10.38307
2021-10-07,8.73063
2021-10-08,8.61281
2021-10-09,4.25898
2021-10-10,3.20142
2021-10-11,3.3796
2021-10-12,4.8711
2021-10-13,3.95149
2021-10-14,3.46294
2021-10-15,2.98014
2021-10-16,1.7444
2021-10-17,1.6237
2021-10-18,2.86231
2021-10-19,2.60654
2021-10-20,2.51745
2021-10-21,2.414
2021-10-22,2.08638
2021-10-23,1.29034
2021-10-24,1.34781
2021-10-25,2.9399
2021-10-26,3.52329
2021-10-27,7.72193
2021-10-28,5.16998
2021-10-29,3.92275
2021-10-30,2.00592
2021-10-31,2.36514
2021-11-01,4.14978
2021-11-02,3.10371
2021-11-03,2.90542
2021-11-04,2.18122
2021-11-05,2.08063
2021-11-06,1.31333
2021-11-07,1.16676
2021-11-08,2.23582
2021-11-09,3.9831
2021-11-10,3.41408
2021-11-11,2.38813
2021-11-12,2.16397
2021-11-13,1.36506
2021-11-14,1.38517
2021-11-15,4.60959
2021-11-16,3.6641
2021-11-17,2.73586
2021-11-18,2.70138
2021-11-19,2.24444
2021-11-20,1.10929
2021-11-21,1.21849
2021-11-22,2.00017
2021-11-23,2.10075
2021-11-24,1.96281
2021-11-25,1.96281
2021-11-26,1.76164
2021-11-27,1.06043
2021-11-28,1.22136
2021-11-29,1.98005
2021-11-30,2.12662
2021-12-01,1.92257
2021-12-02,2.02316
2021-12-03,1.69554
2021-12-04,1.26447
2021-12-05,1.18975
2021-12-06,2.36514
2021-12-07,2.43986
2021-12-08,3.006
2021-12-09,3.12383
2021-12-10,2.414
2021-12-11,1.78176
2021-12-12,1.41391
2021-12-13,2.48297
2021-12-14,2.62666
2021-12-15,4.828
2021-12-16,4.43716
2021-12-17,7.6702
2021-12-18,3.92562
2021-12-19,3.29051
2021-12-20,7.22763
2021-12-21,6.25628
2021-12-22,5.29355
2021-12-23,5.15849
2021-12-24,4.59522
2021-12-25,2.21858
2021-12-26,4.20151
2021-12-27,17.31758
2021-12-28,10.25663
2021-12-29,6.04937
2021-12-30,4.30496
2021-12-31,6.1442
2022-01-01,3.65548
2022-01-02,3.68709
2022-01-03,6.21605
2022-01-04,6.04362
2022-01-05,7.54087
2022-01-06,20.0477
2022-01-07,13.7598
2022-01-08,5.24757
2022-01-09,3.79055
2022-01-10,9.33701
2022-01-11,7.09831
2022-01-12,5.71888
2022-01-13,5.00043
2022-01-14,8.60706
2022-01-15,5.00043
2022-01-16,4.08943
2022-01-17,9.57553
2022-01-18,8.51222
2022-01-19,10.86013
2022-01-20,7.40868
2022-01-21,7.23625
2022-01-22,4.02046
2022-01-23,3.53478
2022-01-24,7.08107
2022-01-25,5.54932
2022-01-26,4.87398
2022-01-27,4.17852
2022-01-28,3.37098
2022-01-29,2.22145
2022-01-30,1.77314
2022-01-31,1.76451
2022-02-01,1.76739
2022-02-02,2.15248
2022-02-03,4.17852
2022-02-04,4.27623
2022-02-05,2.35652
2022-02-06,2.84794
2022-02-07,6.47756
2022-02-08,6.21605
2022-02-09,6.18444
2022-02-10,6.49768
2022-02-11,4.828
2022-02-12,2.63528
2022-02-13,2.66114
2022-02-14,6.60401
2022-02-15,5.14986
2022-02-16,4.53774
2022-02-17,4.68431
2022-02-18,4.27048
2022-02-19,3.84515
2022-02-20,2.96289
2022-02-21,7.46328
2022-02-22,15.03003
2022-02-23,26.82989
2022-02-24,16.44107
2022-02-25,8.84271
2022-02-26,3.58651
2022-02-27,3.56352
2022-02-28,9.81693
2022-03-01,4.97169
2022-03-02,7.45466
2022-03-03,8.59844
2022-03-04,7.31097
2022-03-05,4.04057
2022-03-06,4.25324
2022-03-07,10.07845
2022-03-08,6.67586
2022-03-09,3.89114
2022-03-10,7.83113
2022-03-11,6.87128
2022-03-12,3.79917
2022-03-13,3.66698
2022-03-14,9.81981
2022-03-15,10.77104
2022-03-16,8.30531
2022-03-17,7.41155
2022-03-18,6.92301
2022-03-19,3.56352
2022-03-20,3.8509
2022-03-21,8.8111
2022-03-22,7.60985
2022-03-23,7.39718
2022-03-24,6.32813
2022-03-25,5.62404
2022-03-26,3.28763
2022-03-27,3.15831
2022-03-28,5.73325
2022-03-29,5.50909
2022-03-30,5.22458
2022-03-31,4.92858
2022-04-01,4.69005
2022-04-02,2.84507
2022-04-03,3.12958
2022-04-04,5.31655
2022-04-05,5.03779
2022-04-06,4.55499
2022-04-07,4.53487
2022-04-08,4.17852
2022-04-09,2.1065
2022-04-10,1.94557
2022-04-11,4.54062
2022-04-12,3.69284
2022-04-13,3.85952
2022-04-14,3.25315
2022-04-15,3.31637
2022-04-16,1.87085
2022-04-17,2.03465
2022-04-18,4.06931
2022-04-19,3.61238
2022-04-20,3.23591
2022-04-21,3.93137
2022-04-22,3.88251
2022-04-23,2.79909
2022-04-24,2.84794
2022-04-25,5.21021
2022-04-26,4.39118
2022-04-27,4.80501
2022-04-28,9.62726
2022-04-29,6.40285
2022-04-30,3.53191
2022-05-01,3.20717
2022-05-02,5.80797
2022-05-03,5.87406
2022-05-04,4.53199
2022-05-05,2.87668
2022-05-06,3.50317
2022-05-07,2.37951
2022-05-08,2.82495
2022-05-09,5.27919
2022-05-10,5.08089
2022-05-11,10.17616
2022-05-12,12.41773
2022-05-13,11.01531
2022-05-14,5.58956
2022-05-15,4.71304
2022-05-16,9.7106
2022-05-17,7.95758
2022-05-18,6.69023
2022-05-19,7.06957
2022-05-20,6.10684
2022-05-21,3.48593
2022-05-22,3.4342
2022-05-23,7.538
2022-05-24,7.23338
2022-05-25,7.24775
2022-05-26,8.27082
2022-05-27,7.17303
2022-05-28,3.83366
2022-05-29,8.85421
2022-05-30,44.86881
2022-05-31,24.19461
2022-06-01,8.65304
2022-06-02,9.82555
2022-06-03,6.64999
2022-06-04,3.43995
2022-06-05,3.0606
2022-06-06,4.24749
2022-06-07,9.03813
2022-06-08,15.68238
2022-06-09,14.05868
2022-06-10,10.93197
2022-06-11,4.78202
2022-06-12,3.82504
2022-06-13,12.10161
2022-06-14,7.68457
2022-06-15,6.32525
2022-06-16,5.75911
2022-06-17,4.8711
2022-06-18,2.53757
2022-06-19,4.29059
2022-06-20,11.61019
2022-06-21,14.85472
2022-06-22,14.34893
2022-06-23,13.40632
2022-06-24,15.41512
2022-06-25,6.90864
2022-06-26,5.58381
2022-06-27,11.56996
2022-06-28,10.82277
2022-06-29,9.20194
2022-06-30,8.70477
2022-07-01,7.2966
2022-07-02,3.64399
2022-07-03,3.60088
2022-07-04,6.44021
2022-07-05,6.20743
2022-07-06,4.75328
2022-07-07,4.52337
2022-07-08,4.1469
2022-07-09,2.35939
2022-07-10,2.98014
2022-07-11,6.05799
2022-07-12,4.53487
2022-07-13,3.87389
2022-07-14,4.13828
2022-07-15,3.58938
2022-07-16,2.23869
2022-07-17,2.12662
2022-07-18,4.13254
2022-07-19,3.82504
2022-07-20,3.51754
2022-07-21,3.15257
2022-07-22,2.7646
2022-07-23,1.60933
2022-07-24,1.97718
2022-07-25,3.32787
2022-07-26,3.23016
2022-07-27,3.02324
2022-07-28,2.77897
2022-07-29,2.7761
2022-07-30,2.05764
2022-07-31,1.80475
2022-08-01,3.22154
2022-08-02,3.03474
2022-08-03,3.06348
2022-08-04,2.93128
2022-08-05,2.82495
2022-08-06,1.66681
2022-08-07,1.80187
2022-08-08,3.23591
2022-08-09,3.21579
2022-08-10,3.33936
2022-08-11,6.01201
2022-08-12,5.71026
2022-08-13,3.39109
2022-08-14,3.621
2022-08-15,3.5434
2022-08-16,4.49751
2022-08-17,4.39693
2022-08-18,4.44865
2022-08-19,4.77627
2022-08-20,3.09222
2022-08-21,3.23878
2022-08-22,5.61542
2022-08-23,5.25045
2022-08-24,5.46024
2022-08-25,6.23904
2022-08-26,7.52076
2022-08-27,3.82791
2022-08-28,4.02333
2022-08-29,6.4517
2022-08-30,6.00339
2022-08-31,4.96594
2022-09-01,4.76765
2022-09-02,3.95436
2022-09-03,2.66977
2022-09-04,2.63528
2022-09-05,3.97448
2022-09-06,3.75032
2022-09-07,3.96298
2022-09-08,3.32787
2022-09-09,2.38813
2022-09-10,1.76739
2022-09-11,1.59783
2022-09-12,1.78751
2022-09-13,2.94278
2022-09-14,2.55194
2022-09-15,2.61516
2022-09-16,1.99442
2022-09-17,1.24723
2022-09-18,1.62082
2022-09-19,2.27318
2022-09-20,2.41687
2022-09-21,2.04327
2022-09-22,1.9312
2022-09-23,1.79613
2022-09-24,1.04894
2022-09-25,1.18401
2022-09-26,2.29042
2022-09-27,2.16685
2022-09-28,2.55769
2022-09-29,5.30792
2022-09-30,4.01184
2022-10-01,2.414
2022-10-02,1.88234
2022-10-03,2.74736
2022-10-04,4.3452
2022-10-05,3.5003
2022-10-06,3.02612
2022-10-07,2.31916
2022-10-08,1.28459
2022-10-09,1.3162
2022-10-10,1.57772
2022-10-11,2.47147
2022-10-12,2.22432
2022-10-13,2.22145
2022-10-14,1.94844
2022-10-15,1.10066
2022-10-16,1.08342
2022-10-17,1.75302
2022-10-18,1.83349
2022-10-19,1.78751
2022-10-20,1.79325
2022-10-21,1.72716
2022-10-22,0.91674
2022-10-23,1.09492
2022-10-24,1.92545
2022-10-25,1.81624
2022-10-26,1.73003
2022-10-27,1.46564
2022-10-28,1.38805
2022-10-29,0.87363
2022-10-30,24.59694
2022-10-31,15.54731
2022-11-01,5.1901
2022-11-02,2.83645
2022-11-03,2.25881
2022-11-04,1.83636
2022-11-05,1.08055
2022-11-06,1.20987
2022-11-07,1.96856
2022-11-08,1.9858
2022-11-09,1.63232
2022-11-10,1.73578
2022-11-11,1.37368
2022-11-12,0.93973
2022-11-13,1.10641
2022-11-14,1.65244
2022-11-15,1.72141
2022-11-16,1.59209
2022-11-17,1.58346
2022-11-18,1.4484
2022-11-19,0.80179
2022-11-20,0.90237
2022-11-21,1.63232
2022-11-22,1.73003
2022-11-23,1.60358
2022-11-24,1.35069
2022-11-25,1.15814
2022-11-26,0.78167
2022-11-27,0.79029
2022-11-28,1.31045
2022-11-29,1.3277
2022-11-30,1.50587
2022-12-01,1.53174
2022-12-02,1.1955
2022-12-03,0.77018
2022-12-04,0.87076
2022-12-05,1.42541
2022-12-06,1.32195
2022-12-07,1.57484
2022-12-08,1.35643
2022-12-09,1.37655
2022-12-10,0.86789
2022-12-11,0.74719
2022-12-12,1.50587
2022-12-13,1.90246
2022-12-14,1.69554
2022-12-15,1.42828
2022-12-16,1.26447
2022-12-17,0.8219
2022-12-18,0.9426
2022-12-19,1.46851
2022-12-20,1.54611
2022-12-21,1.44552
2022-12-22,1.51737
2022-12-23,1.29896
2022-12-24,0.73282
2022-12-25,0.83915
2022-12-26,1.33057
2022-12-27,1.54036
2022-12-28,1.70129
2022-12-29,1.53748
2022-12-30,1.20412
2022-12-31,0.8334
2023-01-01,0.92536
2023-01-02,1.81337
2023-01-03,1.82199
2023-01-04,1.92545
2023-01-05,2.00879
2023-01-06,1.84211
2023-01-07,1.04031
2023-01-08,1.11503
2023-01-09,1.90246
2023-01-10,1.9197
2023-01-11,1.81337
2023-01-12,1.64956
2023-01-13,1.62657
2023-01-14,0.97996
2023-01-15,0.98859
2023-01-16,1.71853
2023-01-17,1.89096
2023-01-18,1.90533
2023-01-19,2.02891
2023-01-20,1.58059
2023-01-21,0.89662
2023-01-22,0.88513
2023-01-23,1.35356
2023-01-24,1.64669
2023-01-25,2.33928
2023-01-26,3.00888
2023-01-27,2.61516
2023-01-28,1.76164
2023-01-29,1.62945
2023-01-30,2.72149
2023-01-31,2.90542
2023-02-01,3.61812
2023-02-02,3.09509
2023-02-03,2.44273
2023-02-04,1.52886
2023-02-05,1.60933
2023-02-06,2.54332
2023-02-07,2.25881
2023-02-08,2.36802
2023-02-09,2.29042
2023-02-10,1.85073
2023-02-11,1.24723
2023-02-12,1.25872
2023-02-13,2.11512
2023-02-14,1.94844
2023-02-15,2.00304
2023-02-16,1.8105
2023-02-17,1.50875
2023-02-18,1.13515
2023-02-19,1.13802
2023-02-20,1.86222
2023-02-21,2.18122
2023-02-22,1.85073
2023-02-23,1.64669
2023-02-24,1.57197
2023-02-25,1.03169
2023-02-26,1.04031
2023-02-27,1.83923
2023-02-28,1.93407
2023-03-01,1.42828
2023-03-02,2.15823
2023-03-03,2.16397
2023-03-04,1.46851
2023-03-05,1.61795
2023-03-06,2.37089
2023-03-07,2.12662
2023-03-08,2.10362
2023-03-09,1.96856
2023-03-10,1.62945
2023-03-11,0.9656
2023-03-12,1.12366
2023-03-13,1.8651
2023-03-14,1.72141
2023-03-15,1.90533
2023-03-16,1.5576
2023-03-17,1.41678
2023-03-18,0.97709
2023-03-19,0.98859
2023-03-20,1.96281
2023-03-21,1.95419
2023-03-22,2.35077
2023-03-23,2.33066
2023-03-24,1.89096
2023-03-25,1.12078
2023-03-26,0.91674
2023-03-27,1.89671
2023-03-28,2.0404
2023-03-29,2.2818
2023-03-30,2.13236
2023-03-31,1.57772
2023-04-01,0.8995
2023-04-02,0.93973
2023-04-03,1.76164
2023-04-04,1.65244
2023-04-05,1.58059
2023-04-06,1.7329
2023-04-07,1.207
2023-04-08,0.84202
2023-04-09,0.88225
2023-04-10,1.57197
2023-04-11,1.65531
2023-04-12,1.52886
2023-04-13,1.47139
2023-04-14,1.3162
2023-04-15,0.92536
2023-04-16,0.78742
2023-04-17,1.54898
2023-04-18,1.51737
2023-04-19,1.31045
2023-04-20,1.24436
2023-04-21,1.16101
2023-04-22,0.87363
2023-04-23,0.77592
2023-04-24,1.53461
2023-04-25,1.48001
2023-04-26,1.45989
2023-04-27,1.35356
2023-04-28,1.29034
2023-04-29,0.87363
2023-04-30,0.87076
2023-05-01,1.39092
2023-05-02,1.96281
2023-05-03,2.20421
2023-05-04,1.75015
2023-05-05,1.28459
2023-05-06,1.35643
2023-05-07,1.33632
2023-05-08,1.81912
2023-05-09,1.76164
2023-05-10,1.75015
2023-05-11,1.54323
2023-05-12,1.2501
2023-05-13,0.92536
2023-05-14,0.80179
2023-05-15,1.60646
2023-05-16,1.58634
2023-05-17,1.50875
2023-05-18,1.34494
2023-05-19,1.27309
2023-05-20,0.71845
2023-05-21,0.73282
2023-05-22,1.43977
2023-05-23,1.28171
2023-05-24,1.22711
2023-05-25,1.3823
2023-05-26,1.23573
2023-05-27,0.74144
2023-05-28,0.81328
2023-05-29,1.03169
2023-05-30,1.49725
