date,펀드투자권유대행인
2021-08-09,6.71892
2021-08-10,6.56961
2021-08-11,6.75625
2021-08-12,6.30832
2021-08-13,5.15117
2021-08-14,4.03135
2021-08-15,4.88988
2021-08-16,6.56961
2021-08-17,7.9134
2021-08-18,8.43598
2021-08-19,8.51063
2021-08-20,7.46547
2021-08-21,5.00186
2021-08-22,6.23366
2021-08-23,9.48114
2021-08-24,8.84658
2021-08-25,9.33184
2021-08-26,8.92123
2021-08-27,7.12952
2021-08-28,4.51661
2021-08-29,6.53228
2021-08-30,11.64613
2021-08-31,9.92907
2021-09-01,12.87793
2021-09-02,12.87793
2021-09-03,12.46733
2021-09-04,9.1452
2021-09-05,15.1549
2021-09-06,67.59985
2021-09-07,29.97387
2021-09-08,25.90518
2021-09-09,24.71071
2021-09-10,30.72041
2021-09-11,10.89958
2021-09-12,13.21388
2021-09-13,21.0153
2021-09-14,11.12355
2021-09-15,10.30235
2021-09-16,8.17469
2021-09-17,6.27099
2021-09-18,4.85255
2021-09-19,5.00186
2021-09-20,4.44195
2021-09-21,4.40462
2021-09-22,7.72676
2021-09-23,13.9231
2021-09-24,10.07838
2021-09-25,8.84658
2021-09-26,9.85442
2021-09-27,13.96043
2021-09-28,13.77379
2021-09-29,12.46733
2021-09-30,13.99776
2021-10-01,18.14109
2021-10-02,27.32362
2021-10-03,31.46696
2021-10-04,8.02538
2021-10-05,8.99589
2021-10-06,6.19634
2021-10-07,5.82306
2021-10-08,5.11384
2021-10-09,3.77006
2021-10-10,4.32997
2021-10-11,4.81522
2021-10-12,9.07054
2021-10-13,13.73646
2021-10-14,81.14968
2021-10-15,10.30235
2021-10-16,3.6954
2021-10-17,2.98618
2021-10-18,5.93505
2021-10-19,4.7779
2021-10-20,4.32997
2021-10-21,4.3673
2021-10-22,4.47928
2021-10-23,2.35162
2021-10-24,2.65024
2021-10-25,4.51661
2021-10-26,4.66592
2021-10-27,4.40462
2021-10-28,7.42814
2021-10-29,5.82306
2021-10-30,2.79955
2021-10-31,3.50877
2021-11-01,5.26315
2021-11-02,3.80739
2021-11-03,5.82306
2021-11-04,4.14333
2021-11-05,3.58342
2021-11-06,1.97835
2021-11-07,2.79955
2021-11-08,4.85255
2021-11-09,3.73273
2021-11-10,3.58342
2021-11-11,3.65808
2021-11-12,3.02351
2021-11-13,1.97835
2021-11-14,2.79955
2021-11-15,6.4203
2021-11-16,4.32997
2021-11-17,4.18066
2021-11-18,4.32997
2021-11-19,4.14333
2021-11-20,1.71705
2021-11-21,2.83687
2021-11-22,4.66592
2021-11-23,4.88988
2021-11-24,4.32997
2021-11-25,4.62859
2021-11-26,4.62859
2021-11-27,2.50093
2021-11-28,2.53826
2021-11-29,4.106
2021-11-30,3.65808
2021-12-01,4.55393
2021-12-02,4.88988
2021-12-03,4.14333
2021-12-04,3.2848
2021-12-05,2.79955
2021-12-06,5.03919
2021-12-07,5.00186
2021-12-08,5.26315
2021-12-09,5.00186
2021-12-10,3.88204
2021-12-11,3.21015
2021-12-12,3.54609
2021-12-13,4.92721
2021-12-14,3.9567
2021-12-15,4.7779
2021-12-16,3.58342
2021-12-17,2.98618
2021-12-18,2.12765
2021-12-19,2.57558
2021-12-20,4.44195
2021-12-21,4.59126
2021-12-22,4.92721
2021-12-23,5.41246
2021-12-24,3.77006
2021-12-25,1.97835
2021-12-26,2.8742
2021-12-27,4.70324
2021-12-28,5.11384
2021-12-29,4.44195
2021-12-30,4.59126
2021-12-31,4.106
2022-01-01,2.83687
2022-01-02,3.65808
2022-01-03,6.8309
2022-01-04,5.78574
2022-01-05,6.71892
2022-01-06,5.26315
2022-01-07,3.91937
2022-01-08,3.32213
2022-01-09,4.106
2022-01-10,6.27099
2022-01-11,4.47928
2022-01-12,5.82306
2022-01-13,6.08435
2022-01-14,4.25531
2022-01-15,2.35162
2022-01-16,3.32213
2022-01-17,4.40462
2022-01-18,5.15117
2022-01-19,4.96453
2022-01-20,4.47928
2022-01-21,4.3673
2022-01-22,2.4636
2022-01-23,2.91153
2022-01-24,5.11384
2022-01-25,4.92721
2022-01-26,5.15117
2022-01-27,5.52444
2022-01-28,3.58342
2022-01-29,2.01567
2022-01-30,2.4636
2022-01-31,1.94102
2022-02-01,2.35162
2022-02-02,3.62075
2022-02-03,8.0627
2022-02-04,4.66592
2022-02-05,3.2848
2022-02-06,4.44195
2022-02-07,7.39081
2022-02-08,6.49496
2022-02-09,4.85255
2022-02-10,4.96453
2022-02-11,5.11384
2022-02-12,4.32997
2022-02-13,5.30048
2022-02-14,5.30048
2022-02-15,5.93505
2022-02-16,5.07652
2022-02-17,4.06868
2022-02-18,4.25531
2022-02-19,2.27696
2022-02-20,3.13549
2022-02-21,6.19634
2022-02-22,4.55393
2022-02-23,4.74057
2022-02-24,6.56961
2022-02-25,4.62859
2022-02-26,3.99402
2022-02-27,4.59126
2022-02-28,7.39081
2022-03-01,5.5991
2022-03-02,9.48114
2022-03-03,8.324
2022-03-04,9.21985
2022-03-05,6.27099
2022-03-06,6.75625
2022-03-07,11.53415
2022-03-08,10.07838
2022-03-09,5.30048
2022-03-10,8.92123
2022-03-11,8.54796
2022-03-12,5.1885
2022-03-13,7.05487
2022-03-14,10.63829
2022-03-15,11.16088
2022-03-16,10.41433
2022-03-17,9.48114
2022-03-18,7.76409
2022-03-19,6.90556
2022-03-20,13.40052
2022-03-21,49.83202
2022-03-22,24.59873
2022-03-23,17.73049
2022-03-24,18.58902
2022-03-25,23.36692
2022-03-26,7.61478
2022-03-27,10.00373
2022-03-28,17.39455
2022-03-29,9.70511
2022-03-30,8.54796
2022-03-31,7.35349
2022-04-01,7.31616
2022-04-02,5.03919
2022-04-03,5.67375
2022-04-04,9.51847
2022-04-05,9.1452
2022-04-06,7.39081
2022-04-07,11.08622
2022-04-08,9.1452
2022-04-09,5.97237
2022-04-10,8.39865
2022-04-11,11.75811
2022-04-12,12.84061
2022-04-13,12.05673
2022-04-14,10.89958
2022-04-15,15.8268
2022-04-16,24.48674
2022-04-17,30.19783
2022-04-18,11.34751
2022-04-19,8.02538
2022-04-20,6.79357
2022-04-21,7.42814
2022-04-22,6.45763
2022-04-23,4.106
2022-04-24,5.00186
2022-04-25,7.95072
2022-04-26,7.2415
2022-04-27,12.6913
2022-04-28,51.69839
2022-04-29,10.7876
2022-04-30,3.47144
2022-05-01,4.106
2022-05-02,7.09219
2022-05-03,5.44979
2022-05-04,5.41246
2022-05-05,3.17282
2022-05-06,4.29264
2022-05-07,3.65808
2022-05-08,4.96453
2022-05-09,7.95072
2022-05-10,6.49496
2022-05-11,5.93505
2022-05-12,5.30048
2022-05-13,5.52444
2022-05-14,3.62075
2022-05-15,3.50877
2022-05-16,6.04703
2022-05-17,5.63643
2022-05-18,6.15901
2022-05-19,5.07652
2022-05-20,4.21799
2022-05-21,2.72489
2022-05-22,3.35946
2022-05-23,5.11384
2022-05-24,6.34565
2022-05-25,5.03919
2022-05-26,5.71108
2022-05-27,4.55393
2022-05-28,2.68756
2022-05-29,3.21015
2022-05-30,5.07652
2022-05-31,5.11384
2022-06-01,4.106
2022-06-02,4.88988
2022-06-03,4.3673
2022-06-04,3.13549
2022-06-05,3.21015
2022-06-06,3.88204
2022-06-07,6.27099
2022-06-08,6.12168
2022-06-09,6.27099
2022-06-10,5.74841
2022-06-11,3.39678
2022-06-12,4.14333
2022-06-13,5.78574
2022-06-14,6.75625
2022-06-15,5.33781
2022-06-16,5.63643
2022-06-17,5.15117
2022-06-18,3.32213
2022-06-19,3.09817
2022-06-20,5.00186
2022-06-21,4.25531
2022-06-22,3.91937
2022-06-23,5.67375
2022-06-24,4.14333
2022-06-25,2.91153
2022-06-26,3.54609
2022-06-27,5.44979
2022-06-28,6.86823
2022-06-29,5.41246
2022-06-30,4.62859
2022-07-01,5.26315
2022-07-02,3.43411
2022-07-03,3.09817
2022-07-04,5.74841
2022-07-05,4.74057
2022-07-06,4.70324
2022-07-07,4.3673
2022-07-08,4.47928
2022-07-09,2.23964
2022-07-10,3.35946
2022-07-11,4.14333
2022-07-12,5.03919
2022-07-13,5.26315
2022-07-14,5.07652
2022-07-15,5.33781
2022-07-16,3.2848
2022-07-17,3.54609
2022-07-18,5.89772
2022-07-19,3.77006
2022-07-20,4.88988
2022-07-21,4.55393
2022-07-22,4.25531
2022-07-23,2.01567
2022-07-24,2.98618
2022-07-25,4.92721
2022-07-26,4.85255
2022-07-27,3.9567
2022-07-28,3.99402
2022-07-29,4.14333
2022-07-30,2.27696
2022-07-31,2.20231
2022-08-01,5.97237
2022-08-02,6.12168
2022-08-03,4.7779
2022-08-04,4.81522
2022-08-05,4.62859
2022-08-06,3.47144
2022-08-07,3.62075
2022-08-08,8.58529
2022-08-09,7.16685
2022-08-10,6.19634
2022-08-11,5.71108
2022-08-12,4.62859
2022-08-13,3.6954
2022-08-14,3.91937
2022-08-15,5.07652
2022-08-16,7.54012
2022-08-17,10.41433
2022-08-18,8.7346
2022-08-19,7.83874
2022-08-20,4.88988
2022-08-21,6.04703
2022-08-22,9.9664
2022-08-23,10.93691
2022-08-24,9.5558
2022-08-25,10.19036
2022-08-26,9.36916
2022-08-27,6.30832
2022-08-28,12.61664
2022-08-29,58.30533
2022-08-30,27.65957
2022-08-31,23.44158
2022-09-01,25.45726
2022-09-02,28.1075
2022-09-03,8.84658
2022-09-04,9.5558
2022-09-05,16.46136
2022-09-06,8.84658
2022-09-07,8.324
2022-09-08,5.86039
2022-09-09,2.98618
2022-09-10,3.2848
2022-09-11,4.14333
2022-09-12,5.44979
2022-09-13,10.19036
2022-09-14,8.58529
2022-09-15,12.65397
2022-09-16,6.79357
2022-09-17,6.12168
2022-09-18,6.94288
2022-09-19,13.9231
2022-09-20,11.72079
2022-09-21,11.98208
2022-09-22,12.87793
2022-09-23,15.1549
2022-09-24,26.27846
2022-09-25,31.46696
2022-09-26,10.26502
2022-09-27,6.19634
2022-09-28,5.74841
2022-09-29,5.67375
2022-09-30,3.99402
2022-10-01,1.6424
2022-10-02,1.97835
2022-10-03,2.8742
2022-10-04,7.80141
2022-10-05,9.66778
2022-10-06,54.87122
2022-10-07,9.9664
2022-10-08,4.7779
2022-10-09,3.09817
2022-10-10,3.73273
2022-10-11,6.30832
2022-10-12,5.30048
2022-10-13,5.07652
2022-10-14,4.62859
2022-10-15,2.83687
2022-10-16,2.83687
2022-10-17,5.67375
2022-10-18,4.40462
2022-10-19,4.21799
2022-10-20,3.88204
2022-10-21,3.39678
2022-10-22,2.053
2022-10-23,3.13549
2022-10-24,4.81522
2022-10-25,3.84471
2022-10-26,4.03135
2022-10-27,3.43411
2022-10-28,3.09817
2022-10-29,2.20231
2022-10-30,2.50093
2022-10-31,3.91937
2022-11-01,4.21799
2022-11-02,2.79955
2022-11-03,4.03135
2022-11-04,3.47144
2022-11-05,2.65024
2022-11-06,2.68756
2022-11-07,4.7779
2022-11-08,4.06868
2022-11-09,3.17282
2022-11-10,3.43411
2022-11-11,3.32213
2022-11-12,2.53826
2022-11-13,2.68756
2022-11-14,3.99402
2022-11-15,4.18066
2022-11-16,4.29264
2022-11-17,3.6954
2022-11-18,3.02351
2022-11-19,1.2318
2022-11-20,1.45576
2022-11-21,3.17282
2022-11-22,2.83687
2022-11-23,2.38895
2022-11-24,2.16498
2022-11-25,2.09033
2022-11-26,1.19447
2022-11-27,1.53042
2022-11-28,2.76222
2022-11-29,2.20231
2022-11-30,3.09817
2022-12-01,1.67973
2022-12-02,1.56774
2022-12-03,1.56774
2022-12-04,2.38895
2022-12-05,3.24748
2022-12-06,2.72489
2022-12-07,2.79955
2022-12-08,2.76222
2022-12-09,2.09033
2022-12-10,1.60507
2022-12-11,2.35162
2022-12-12,2.83687
2022-12-13,3.17282
2022-12-14,2.61291
2022-12-15,2.94886
2022-12-16,2.79955
2022-12-17,2.83687
2022-12-18,3.09817
2022-12-19,4.03135
2022-12-20,3.73273
2022-12-21,4.59126
2022-12-22,3.35946
2022-12-23,2.83687
2022-12-24,1.56774
2022-12-25,1.15714
2022-12-26,3.32213
2022-12-27,3.54609
2022-12-28,2.8742
2022-12-29,3.09817
2022-12-30,2.94886
2022-12-31,2.23964
2023-01-01,2.76222
2023-01-02,4.55393
2023-01-03,4.96453
2023-01-04,2.76222
2023-01-05,2.61291
2023-01-06,2.8742
2023-01-07,1.97835
2023-01-08,2.42627
2023-01-09,3.88204
2023-01-10,3.73273
2023-01-11,3.09817
2023-01-12,3.39678
2023-01-13,2.76222
2023-01-14,1.56774
2023-01-15,2.42627
2023-01-16,3.88204
2023-01-17,3.02351
2023-01-18,3.77006
2023-01-19,2.72489
2023-01-20,3.17282
2023-01-21,1.19447
2023-01-22,1.60507
2023-01-23,1.75438
2023-01-24,2.35162
2023-01-25,3.47144
2023-01-26,3.9567
2023-01-27,2.72489
2023-01-28,1.71705
2023-01-29,3.47144
2023-01-30,3.21015
2023-01-31,3.88204
2023-02-01,3.99402
2023-02-02,4.3673
2023-02-03,2.83687
2023-02-04,2.50093
2023-02-05,3.24748
2023-02-06,5.56177
2023-02-07,4.81522
2023-02-08,4.3673
2023-02-09,3.99402
2023-02-10,4.40462
2023-02-11,3.06084
2023-02-12,3.65808
2023-02-13,6.64427
2023-02-14,6.27099
2023-02-15,4.29264
2023-02-16,4.92721
2023-02-17,4.21799
2023-02-18,2.35162
2023-02-19,3.65808
2023-02-20,5.71108
2023-02-21,5.44979
2023-02-22,4.18066
2023-02-23,6.30832
2023-02-24,4.85255
2023-02-25,2.76222
2023-02-26,4.3673
2023-02-27,6.0097
2023-02-28,4.7779
2023-03-01,5.11384
2023-03-02,8.0627
2023-03-03,8.21201
2023-03-04,5.5991
2023-03-05,5.78574
2023-03-06,9.63045
2023-03-07,9.77976
2023-03-08,9.70511
2023-03-09,8.21201
2023-03-10,6.30832
2023-03-11,5.44979
2023-03-12,7.95072
2023-03-13,32.69876
2023-03-14,17.24524
2023-03-15,15.11758
2023-03-16,17.20791
2023-03-17,15.64016
2023-03-18,4.81522
2023-03-19,5.5991
2023-03-20,13.1019
2023-03-21,7.42814
2023-03-22,5.48712
2023-03-23,5.44979
2023-03-24,5.11384
2023-03-25,4.18066
2023-03-26,5.82306
2023-03-27,8.92123
2023-03-28,6.56961
2023-03-29,6.64427
2023-03-30,4.92721
2023-03-31,6.4203
2023-04-01,3.65808
2023-04-02,6.0097
2023-04-03,8.324
2023-04-04,8.7346
2023-04-05,8.43598
2023-04-06,11.98208
2023-04-07,11.68346
2023-04-08,16.53602
2023-04-09,25.30795
2023-04-10,9.59313
2023-04-11,5.44979
2023-04-12,4.62859
2023-04-13,4.40462
2023-04-14,3.91937
2023-04-15,2.65024
2023-04-16,2.72489
2023-04-17,5.48712
2023-04-18,4.25531
2023-04-19,9.10787
2023-04-20,44.27025
2023-04-21,6.68159
2023-04-22,2.72489
2023-04-23,3.39678
2023-04-24,3.73273
2023-04-25,3.35946
2023-04-26,2.20231
2023-04-27,2.53826
2023-04-28,2.38895
2023-04-29,1.90369
2023-04-30,1.38111
2023-05-01,2.50093
2023-05-02,3.58342
2023-05-03,2.79955
2023-05-04,2.42627
2023-05-05,1.41843
2023-05-06,1.2318
2023-05-07,1.38111
2023-05-08,2.53826
2023-05-09,2.09033
2023-05-10,1.86636
2023-05-11,3.06084
2023-05-12,1.94102
2023-05-13,1.04516
2023-05-14,1.71705
2023-05-15,2.94886
2023-05-16,2.50093
2023-05-17,2.31429
2023-05-18,2.76222
2023-05-19,2.23964
2023-05-20,0.67189
2023-05-21,1.41843
2023-05-22,2.31429
2023-05-23,2.50093
2023-05-24,1.82904
2023-05-25,2.53826
2023-05-26,2.65024
2023-05-27,0.85852
2023-05-28,1.08249
