date,펀드투자권유대행인
2020-03-20,30.75774
2020-03-21,10.19036
2020-03-22,9.40649
2020-03-23,19.85815
2020-03-24,19.48488
2020-03-25,6.90556
2020-03-26,7.2415
2020-03-27,6.30832
2020-03-28,2.61291
2020-03-29,4.59126
2020-03-30,6.45763
2020-03-31,5.1885
2020-04-01,4.92721
2020-04-02,4.59126
2020-04-03,3.77006
2020-04-04,2.57558
2020-04-05,3.24748
2020-04-06,5.30048
2020-04-07,4.62859
2020-04-08,4.25531
2020-04-09,4.44195
2020-04-10,4.06868
2020-04-11,3.06084
2020-04-12,4.03135
2020-04-13,5.82306
2020-04-14,5.56177
2020-04-15,3.13549
2020-04-16,4.55393
2020-04-17,2.94886
2020-04-18,2.91153
2020-04-19,3.09817
2020-04-20,5.44979
2020-04-21,4.66592
2020-04-22,5.11384
2020-04-23,4.29264
2020-04-24,4.29264
2020-04-25,2.50093
2020-04-26,2.57558
2020-04-27,4.96453
2020-04-28,3.91937
2020-04-29,3.2848
2020-04-30,2.8742
2020-05-01,3.09817
2020-05-02,1.82904
2020-05-03,3.32213
2020-05-04,4.44195
2020-05-05,3.06084
2020-05-06,4.88988
2020-05-07,4.74057
2020-05-08,3.47144
2020-05-09,3.91937
2020-05-10,4.81522
2020-05-11,5.15117
2020-05-12,4.47928
2020-05-13,5.07652
2020-05-14,3.9567
2020-05-15,3.06084
2020-05-16,3.06084
2020-05-17,3.06084
2020-05-18,3.54609
2020-05-19,5.15117
2020-05-20,5.11384
2020-05-21,4.29264
2020-05-22,4.47928
2020-05-23,3.13549
2020-05-24,2.57558
2020-05-25,4.7779
2020-05-26,5.37513
2020-05-27,4.7779
2020-05-28,5.48712
2020-05-29,4.62859
2020-05-30,3.58342
2020-05-31,5.89772
2020-06-01,6.53228
2020-06-02,6.12168
2020-06-03,6.12168
2020-06-04,6.19634
2020-06-05,6.30832
2020-06-06,3.39678
2020-06-07,3.50877
2020-06-08,5.71108
2020-06-09,4.29264
2020-06-10,5.03919
2020-06-11,5.00186
2020-06-12,3.77006
2020-06-13,3.21015
2020-06-14,2.79955
2020-06-15,4.47928
2020-06-16,5.5991
2020-06-17,5.11384
2020-06-18,5.93505
2020-06-19,4.92721
2020-06-20,3.21015
2020-06-21,4.85255
2020-06-22,5.5991
2020-06-23,5.74841
2020-06-24,5.52444
2020-06-25,5.00186
2020-06-26,4.62859
2020-06-27,5.33781
2020-06-28,4.88988
2020-06-29,5.44979
2020-06-30,6.53228
2020-07-01,7.09219
2020-07-02,7.31616
2020-07-03,4.66592
2020-07-04,3.54609
2020-07-05,4.74057
2020-07-06,6.8309
2020-07-07,6.75625
2020-07-08,6.8309
2020-07-09,8.47331
2020-07-10,5.52444
2020-07-11,4.14333
2020-07-12,4.70324
2020-07-13,6.75625
2020-07-14,7.54012
2020-07-15,7.76409
2020-07-16,6.45763
2020-07-17,5.44979
2020-07-18,5.1885
2020-07-19,4.66592
2020-07-20,7.98805
2020-07-21,7.57745
2020-07-22,7.2415
2020-07-23,7.83874
2020-07-24,7.16685
2020-07-25,5.1885
2020-07-26,5.97237
2020-07-27,7.80141
2020-07-28,7.9134
2020-07-29,7.83874
2020-07-30,7.76409
2020-07-31,7.9134
2020-08-01,5.37513
2020-08-02,6.86823
2020-08-03,10.33967
2020-08-04,11.31019
2020-08-05,9.51847
2020-08-06,9.48114
2020-08-07,8.36132
2020-08-08,4.85255
2020-08-09,6.71892
2020-08-10,17.28256
2020-08-11,11.6088
2020-08-12,10.19036
2020-08-13,7.9134
2020-08-14,9.51847
2020-08-15,5.5991
2020-08-16,6.64427
2020-08-17,7.6521
2020-08-18,12.84061
2020-08-19,11.98208
2020-08-20,10.86226
2020-08-21,10.22769
2020-08-22,6.79357
2020-08-23,8.65994
2020-08-24,13.13923
2020-08-25,12.31802
2020-08-26,13.40052
2020-08-27,13.25121
2020-08-28,15.19223
2020-08-29,12.2807
2020-08-30,22.62038
2020-08-31,92.45987
2020-09-01,56.84957
2020-09-02,42.21724
2020-09-03,35.79693
2020-09-04,36.65546
2020-09-05,12.46733
2020-09-06,12.46733
2020-09-07,25.27062
2020-09-08,16.2374
2020-09-09,12.16871
2020-09-10,13.28854
2020-09-11,11.42217
2020-09-12,8.88391
2020-09-13,9.51847
2020-09-14,17.61851
2020-09-15,17.13325
2020-09-16,14.96827
2020-09-17,16.05076
2020-09-18,14.14706
2020-09-19,14.14706
2020-09-20,15.08025
2020-09-21,25.86786
2020-09-22,23.10563
2020-09-23,22.88167
2020-09-24,22.69503
2020-09-25,28.5181
2020-09-26,48.52556
2020-09-27,55.65509
2020-09-28,16.75998
2020-09-29,8.77192
2020-09-30,5.44979
2020-10-01,4.51661
2020-10-02,3.35946
2020-10-03,4.32997
2020-10-04,6.45763
2020-10-05,13.28854
2020-10-06,9.44382
2020-10-07,17.02127
2020-10-08,100.0
2020-10-09,12.2807
2020-10-10,4.96453
2020-10-11,6.90556
2020-10-12,9.5558
2020-10-13,6.56961
2020-10-14,6.45763
2020-10-15,5.93505
2020-10-16,6.60694
2020-10-17,3.50877
2020-10-18,3.06084
2020-10-19,8.17469
2020-10-20,6.53228
2020-10-21,5.15117
2020-10-22,5.56177
2020-10-23,4.96453
2020-10-24,2.42627
2020-10-25,2.76222
2020-10-26,5.30048
2020-10-27,5.67375
2020-10-28,4.81522
2020-10-29,5.26315
2020-10-30,3.47144
2020-10-31,3.02351
2020-11-01,3.17282
2020-11-02,4.32997
2020-11-03,4.3673
2020-11-04,2.91153
2020-11-05,3.99402
2020-11-06,2.94886
2020-11-07,1.75438
2020-11-08,2.35162
2020-11-09,3.13549
2020-11-10,5.33781
2020-11-11,3.84471
2020-11-12,3.21015
2020-11-13,2.98618
2020-11-14,3.43411
2020-11-15,4.70324
2020-11-16,7.50279
2020-11-17,5.82306
2020-11-18,5.37513
2020-11-19,5.33781
2020-11-20,3.58342
2020-11-21,2.053
2020-11-22,2.79955
2020-11-23,4.06868
2020-11-24,3.73273
2020-11-25,3.91937
2020-11-26,5.63643
2020-11-27,5.07652
2020-11-28,3.65808
2020-11-29,3.32213
2020-11-30,4.55393
2020-12-01,4.47928
2020-12-02,4.62859
2020-12-03,4.7779
2020-12-04,3.77006
2020-12-05,2.65024
2020-12-06,3.13549
2020-12-07,4.81522
2020-12-08,5.07652
2020-12-09,5.03919
2020-12-10,4.47928
2020-12-11,4.32997
2020-12-12,3.17282
2020-12-13,3.54609
2020-12-14,4.3673
2020-12-15,5.26315
2020-12-16,5.97237
2020-12-17,6.34565
2020-12-18,5.67375
2020-12-19,3.99402
2020-12-20,5.44979
2020-12-21,7.2415
2020-12-22,4.66592
2020-12-23,6.23366
2020-12-24,5.82306
2020-12-25,3.43411
2020-12-26,3.17282
2020-12-27,5.89772
2020-12-28,7.42814
2020-12-29,6.71892
2020-12-30,6.71892
2020-12-31,6.27099
2021-01-01,5.93505
2021-01-02,6.19634
2021-01-03,7.80141
2021-01-04,10.41433
2021-01-05,10.52631
2021-01-06,9.10787
2021-01-07,7.50279
2021-01-08,7.12952
2021-01-09,4.66592
2021-01-10,5.33781
2021-01-11,9.70511
2021-01-12,7.35349
2021-01-13,9.33184
2021-01-14,8.24934
2021-01-15,6.27099
2021-01-16,4.40462
2021-01-17,6.12168
2021-01-18,8.28667
2021-01-19,7.9134
2021-01-20,7.20418
2021-01-21,6.64427
2021-01-22,7.16685
2021-01-23,5.44979
2021-01-24,5.82306
2021-01-25,8.324
2021-01-26,7.76409
2021-01-27,8.51063
2021-01-28,7.50279
2021-01-29,6.49496
2021-01-30,4.18066
2021-01-31,7.42814
2021-02-01,9.70511
2021-02-02,9.21985
2021-02-03,9.03322
2021-02-04,8.28667
2021-02-05,7.20418
2021-02-06,5.26315
2021-02-07,6.64427
2021-02-08,7.68943
2021-02-09,7.39081
2021-02-10,5.86039
2021-02-11,4.74057
2021-02-12,3.84471
2021-02-13,3.6954
2021-02-14,6.75625
2021-02-15,11.23553
2021-02-16,8.13736
2021-02-17,10.63829
2021-02-18,9.03322
2021-02-19,7.9134
2021-02-20,5.33781
2021-02-21,6.56961
2021-02-22,9.5558
2021-02-23,8.69727
2021-02-24,8.88391
2021-02-25,8.62262
2021-02-26,7.27883
2021-02-27,4.55393
2021-02-28,6.94288
2021-03-01,7.2415
2021-03-02,13.88577
2021-03-03,12.84061
2021-03-04,12.2807
2021-03-05,9.40649
2021-03-06,7.09219
2021-03-07,7.76409
2021-03-08,11.45949
2021-03-09,12.13139
2021-03-10,12.54199
2021-03-11,12.72863
2021-03-12,10.52631
2021-03-13,8.47331
2021-03-14,8.88391
2021-03-15,14.07241
2021-03-16,13.17655
2021-03-17,14.10974
2021-03-18,12.13139
2021-03-19,11.68346
2021-03-20,10.26502
2021-03-21,16.53602
2021-03-22,79.91787
2021-03-23,32.84807
2021-03-24,25.64389
2021-03-25,30.72041
2021-03-26,29.22732
2021-03-27,10.377
2021-03-28,14.93094
2021-03-29,22.50839
2021-03-30,12.50466
2021-03-31,12.54199
2021-04-01,11.49682
2021-04-02,8.95856
2021-04-03,6.34565
2021-04-04,7.57745
2021-04-05,11.34751
2021-04-06,11.53415
2021-04-07,10.71295
2021-04-08,13.25121
2021-04-09,9.36916
2021-04-10,7.83874
2021-04-11,11.49682
2021-04-12,16.72265
2021-04-13,14.10974
2021-04-14,13.62448
2021-04-15,17.35722
2021-04-16,18.73833
2021-04-17,32.58678
2021-04-18,41.99328
2021-04-19,15.75214
2021-04-20,8.88391
2021-04-21,8.47331
2021-04-22,9.07054
2021-04-23,6.19634
2021-04-24,4.25531
2021-04-25,4.55393
2021-04-26,9.33184
2021-04-27,10.04106
2021-04-28,15.93878
2021-04-29,78.94736
2021-04-30,13.88577
2021-05-01,5.48712
2021-05-02,5.33781
2021-05-03,7.12952
2021-05-04,5.22583
2021-05-05,3.65808
2021-05-06,5.37513
2021-05-07,5.93505
2021-05-08,3.91937
2021-05-09,3.50877
2021-05-10,5.48712
2021-05-11,5.67375
2021-05-12,5.71108
2021-05-13,5.52444
2021-05-14,3.73273
2021-05-15,2.35162
2021-05-16,3.06084
2021-05-17,5.03919
2021-05-18,4.3673
2021-05-19,3.21015
2021-05-20,4.55393
2021-05-21,5.37513
2021-05-22,2.91153
2021-05-23,2.61291
2021-05-24,4.47928
2021-05-25,4.7779
2021-05-26,3.65808
2021-05-27,4.55393
2021-05-28,3.17282
2021-05-29,2.20231
2021-05-30,2.79955
2021-05-31,3.80739
2021-06-01,3.88204
2021-06-02,3.73273
2021-06-03,5.71108
2021-06-04,4.88988
2021-06-05,3.09817
2021-06-06,2.50093
2021-06-07,5.07652
2021-06-08,4.25531
2021-06-09,3.91937
2021-06-10,4.25531
2021-06-11,3.9567
2021-06-12,3.32213
2021-06-13,3.17282
2021-06-14,4.88988
2021-06-15,4.7779
2021-06-16,4.40462
2021-06-17,5.56177
2021-06-18,4.106
2021-06-19,2.72489
2021-06-20,3.09817
2021-06-21,4.51661
2021-06-22,4.66592
2021-06-23,5.00186
2021-06-24,5.63643
2021-06-25,4.81522
2021-06-26,3.17282
2021-06-27,3.50877
2021-06-28,5.67375
2021-06-29,5.37513
2021-06-30,4.92721
2021-07-01,5.00186
2021-07-02,4.62859
2021-07-03,3.77006
2021-07-04,3.58342
2021-07-05,5.26315
2021-07-06,4.3673
2021-07-07,5.41246
2021-07-08,6.56961
2021-07-09,3.62075
2021-07-10,3.88204
2021-07-11,3.73273
2021-07-12,5.03919
2021-07-13,4.96453
2021-07-14,4.88988
2021-07-15,4.59126
2021-07-16,4.55393
2021-07-17,2.20231
2021-07-18,3.06084
2021-07-19,4.55393
2021-07-20,4.66592
2021-07-21,3.65808
2021-07-22,3.47144
2021-07-23,4.106
2021-07-24,2.50093
2021-07-25,3.62075
2021-07-26,4.62859
2021-07-27,4.62859
2021-07-28,4.92721
2021-07-29,5.15117
2021-07-30,4.06868
2021-07-31,2.53826
2021-08-01,3.65808
2021-08-02,6.0097
2021-08-03,5.1885
2021-08-04,6.56961
2021-08-05,6.49496
2021-08-06,4.03135
2021-08-07,4.81522
2021-08-08,4.40462
