date,사망자재산조회
2020-09-25,51.96374
2020-09-26,26.28398
2020-09-27,25.98187
2020-09-28,55.58912
2020-09-29,54.68277
2020-09-30,31.41993
2020-10-01,25.67975
2020-10-02,43.20241
2020-10-03,28.7009
2020-10-04,32.02416
2020-10-05,99.39577
2020-10-06,80.66465
2020-10-07,77.34138
2020-10-08,75.22658
2020-10-09,31.72205
2020-10-10,28.7009
2020-10-11,38.36858
2020-10-12,96.67673
2020-10-13,65.55891
2020-10-14,67.3716
2020-10-15,71.6012
2020-10-16,67.06948
2020-10-17,35.04531
2020-10-18,44.10876
2020-10-19,90.63444
2020-10-20,80.66465
2020-10-21,78.85196
2020-10-22,65.25679
2020-10-23,58.00604
2020-10-24,28.09667
2020-10-25,36.55589
2020-10-26,68.58006
2020-10-27,76.73716
2020-10-28,68.88217
2020-10-29,66.16314
2020-10-30,45.92145
2020-10-31,24.77341
2020-11-01,33.23262
2020-11-02,73.71601
2020-11-03,61.63141
2020-11-04,52.87009
2020-11-05,59.51661
2020-11-06,48.03625
2020-11-07,30.21148
2020-11-08,27.19033
2020-11-09,81.57099
2020-11-10,66.46525
2020-11-11,68.88217
2020-11-12,68.27794
2020-11-13,47.43202
2020-11-14,28.09667
2020-11-15,25.37764
2020-11-16,66.16314
2020-11-17,60.42296
2020-11-18,60.42296
2020-11-19,67.67371
2020-11-20,52.26586
2020-11-21,27.79456
2020-11-22,31.41993
2020-11-23,77.34138
2020-11-24,60.12084
2020-11-25,63.14199
2020-11-26,58.00604
2020-11-27,54.38066
2020-11-28,27.49244
2020-11-29,34.13897
2020-11-30,68.88217
2020-12-01,71.90332
2020-12-02,75.83081
2020-12-03,51.35951
2020-12-04,49.84894
2020-12-05,25.67975
2020-12-06,34.13897
2020-12-07,82.47734
2020-12-08,63.14199
2020-12-09,61.93353
2020-12-10,64.04833
2020-12-11,49.84894
2020-12-12,29.90936
2020-12-13,33.83685
2020-12-14,73.11178
2020-12-15,67.06948
2020-12-16,61.3293
2020-12-17,54.07854
2020-12-18,37.46223
2020-12-19,18.429
2020-12-20,17.22054
2020-12-21,54.68277
2020-12-22,48.94259
2020-12-23,48.64048
2020-12-24,39.57703
2020-12-25,28.7009
2020-12-26,23.26283
2020-12-27,33.53474
2020-12-28,75.5287
2020-12-29,74.32024
2020-12-30,68.58006
2020-12-31,47.43202
2021-01-01,20.5438
2021-01-02,23.56495
2021-01-03,33.83685
2021-01-04,71.29909
2021-01-05,67.06948
2021-01-06,55.58912
2021-01-07,50.75528
2021-01-08,48.64048
2021-01-09,23.56495
2021-01-10,22.05438
2021-01-11,63.14199
2021-01-12,72.50755
2021-01-13,71.90332
2021-01-14,72.20543
2021-01-15,62.53776
2021-01-16,30.21148
2021-01-17,34.7432
2021-01-18,68.27794
2021-01-19,60.42296
2021-01-20,61.93353
2021-01-21,54.98489
2021-01-22,59.2145
2021-01-23,25.98187
2021-01-24,25.07552
2021-01-25,59.51661
2021-01-26,53.1722
2021-01-27,45.31722
2021-01-28,47.43202
2021-01-29,41.69184
2021-01-30,24.47129
2021-01-31,25.07552
2021-02-01,53.77643
2021-02-02,67.67371
2021-02-03,49.54682
2021-02-04,53.47432
2021-02-05,48.33836
2021-02-06,33.53474
2021-02-07,34.13897
2021-02-08,66.76737
2021-02-09,62.23564
2021-02-10,54.38066
2021-02-11,25.37764
2021-02-12,31.41993
2021-02-13,29.60725
2021-02-14,38.9728
2021-02-15,100.0
2021-02-16,74.92447
2021-02-17,70.09063
2021-02-18,75.5287
2021-02-19,70.69486
2021-02-20,34.7432
2021-02-21,39.87915
2021-02-22,83.98791
2021-02-23,71.6012
2021-02-24,70.99697
2021-02-25,53.47432
2021-02-26,52.56797
2021-02-27,24.77341
2021-02-28,23.56495
2021-03-01,34.7432
2021-03-02,72.50755
2021-03-03,63.74622
2021-03-04,67.3716
2021-03-05,51.96374
2021-03-06,23.26283
2021-03-07,19.03323
2021-03-08,53.1722
2021-03-09,48.64048
2021-03-10,57.70392
2021-03-11,68.88217
2021-03-12,42.9003
2021-03-13,26.5861
2021-03-14,25.98187
2021-03-15,70.39274
2021-03-16,58.91238
2021-03-17,53.1722
2021-03-18,57.40181
2021-03-19,46.22356
2021-03-20,25.37764
2021-03-21,25.98187
2021-03-22,64.35045
2021-03-23,56.79758
2021-03-24,45.61933
2021-03-25,38.67069
2021-03-26,30.51359
2021-03-27,19.63746
2021-03-28,30.8157
2021-03-29,59.2145
2021-03-30,39.27492
2021-03-31,38.06646
2021-04-01,48.33836
2021-04-02,39.27492
2021-04-03,23.86706
2021-04-04,22.96072
2021-04-05,65.25679
2021-04-06,57.40181
2021-04-07,59.81873
2021-04-08,60.72507
2021-04-09,49.24471
2021-04-10,29.30513
2021-04-11,24.47129
2021-04-12,65.25679
2021-04-13,60.42296
2021-04-14,73.71601
2021-04-15,53.77643
2021-04-16,54.68277
2021-04-17,28.39879
2021-04-18,32.02416
2021-04-19,77.6435
2021-04-20,50.15105
2021-04-21,53.77643
2021-04-22,46.82779
2021-04-23,43.20241
2021-04-24,22.35649
2021-04-25,25.98187
2021-04-26,55.58912
2021-04-27,51.66163
2021-04-28,41.69184
2021-04-29,43.20241
2021-04-30,36.25377
2021-05-01,25.07552
2021-05-02,21.75226
2021-05-03,44.41087
2021-05-04,47.73413
2021-05-05,22.65861
2021-05-06,55.58912
2021-05-07,41.08761
2021-05-08,23.26283
2021-05-09,25.07552
2021-05-10,63.74622
2021-05-11,59.2145
2021-05-12,54.38066
2021-05-13,51.96374
2021-05-14,48.03625
2021-05-15,22.65861
2021-05-16,32.32628
2021-05-17,75.5287
2021-05-18,49.54682
2021-05-19,32.62839
2021-05-20,63.4441
2021-05-21,49.24471
2021-05-22,24.77341
2021-05-23,25.67975
2021-05-24,80.36253
2021-05-25,53.77643
2021-05-26,65.55891
2021-05-27,56.49546
2021-05-28,49.24471
2021-05-29,28.39879
2021-05-30,23.86706
2021-05-31,67.06948
2021-06-01,62.83987
2021-06-02,57.09969
2021-06-03,56.19335
2021-06-04,44.10876
2021-06-05,31.11782
2021-06-06,22.05438
2021-06-07,74.62235
2021-06-08,61.3293
2021-06-09,51.35951
2021-06-10,56.19335
2021-06-11,42.9003
2021-06-12,21.14803
2021-06-13,24.77341
2021-06-14,71.29909
2021-06-15,58.30815
2021-06-16,47.43202
2021-06-17,54.98489
2021-06-18,50.15105
2021-06-19,24.47129
2021-06-20,43.80664
2021-06-21,64.04833
2021-06-22,68.58006
2021-06-23,58.00604
2021-06-24,63.74622
2021-06-25,49.54682
2021-06-26,25.07552
2021-06-27,31.11782
2021-06-28,65.25679
2021-06-29,51.66163
2021-06-30,45.92145
2021-07-01,38.06646
2021-07-02,35.34743
2021-07-03,18.12688
2021-07-04,20.84592
2021-07-05,60.12084
2021-07-06,44.41087
2021-07-07,44.10876
2021-07-08,41.38972
2021-07-09,39.87915
2021-07-10,25.37764
2021-07-11,24.77341
2021-07-12,66.76737
2021-07-13,64.95468
2021-07-14,44.71299
2021-07-15,47.73413
2021-07-16,42.9003
2021-07-17,18.429
2021-07-18,23.26283
2021-07-19,69.78851
2021-07-20,62.83987
2021-07-21,51.35951
2021-07-22,51.96374
2021-07-23,42.59818
2021-07-24,23.56495
2021-07-25,29.60725
2021-07-26,64.65256
2021-07-27,38.67069
2021-07-28,48.64048
2021-07-29,49.24471
2021-07-30,44.71299
2021-07-31,19.03323
2021-08-01,21.75226
2021-08-02,62.53776
2021-08-03,50.45317
2021-08-04,54.68277
2021-08-05,60.72507
2021-08-06,50.15105
2021-08-07,24.77341
2021-08-08,31.41993
2021-08-09,68.27794
2021-08-10,53.1722
2021-08-11,66.76737
2021-08-12,63.74622
2021-08-13,52.26586
2021-08-14,24.16918
2021-08-15,17.52265
2021-08-16,28.39879
2021-08-17,62.53776
2021-08-18,54.38066
2021-08-19,48.64048
2021-08-20,42.9003
2021-08-21,27.49244
2021-08-22,29.60725
2021-08-23,53.1722
2021-08-24,59.81873
2021-08-25,54.38066
2021-08-26,57.70392
2021-08-27,51.66163
2021-08-28,24.16918
2021-08-29,35.34743
2021-08-30,66.16314
2021-08-31,58.30815
2021-09-01,52.26586
2021-09-02,48.64048
2021-09-03,48.64048
2021-09-04,22.35649
2021-09-05,29.90936
2021-09-06,63.4441
2021-09-07,60.42296
2021-09-08,49.84894
2021-09-09,51.0574
2021-09-10,46.22356
2021-09-11,25.98187
2021-09-12,23.26283
2021-09-13,59.51661
2021-09-14,56.79758
2021-09-15,45.61933
2021-09-16,47.43202
2021-09-17,39.87915
2021-09-18,20.84592
2021-09-19,21.14803
2021-09-20,20.5438
2021-09-21,19.33534
2021-09-22,41.08761
2021-09-23,81.87311
2021-09-24,80.06042
2021-09-25,29.00302
2021-09-26,29.30513
2021-09-27,70.39274
2021-09-28,66.46525
2021-09-29,53.1722
2021-09-30,63.74622
2021-10-01,49.54682
2021-10-02,26.88821
2021-10-03,24.16918
2021-10-04,32.32628
2021-10-05,74.32024
2021-10-06,55.58912
2021-10-07,59.81873
2021-10-08,56.19335
2021-10-09,22.96072
2021-10-10,21.14803
2021-10-11,29.60725
2021-10-12,57.40181
2021-10-13,55.89123
2021-10-14,53.77643
2021-10-15,49.24471
2021-10-16,17.22054
2021-10-17,25.98187
2021-10-18,57.09969
2021-10-19,59.2145
2021-10-20,55.287
2021-10-21,42.59818
2021-10-22,41.08761
2021-10-23,22.05438
2021-10-24,21.45015
2021-10-25,67.06948
2021-10-26,65.86102
2021-10-27,57.40181
2021-10-28,51.35951
2021-10-29,50.45317
2021-10-30,28.09667
2021-10-31,30.8157
2021-11-01,58.30815
2021-11-02,59.51661
2021-11-03,64.04833
2021-11-04,61.02719
2021-11-05,54.07854
2021-11-06,26.5861
2021-11-07,27.49244
2021-11-08,54.07854
2021-11-09,58.30815
2021-11-10,65.55891
2021-11-11,51.0574
2021-11-12,49.24471
2021-11-13,24.47129
2021-11-14,25.07552
2021-11-15,70.69486
2021-11-16,61.02719
2021-11-17,60.12084
2021-11-18,46.22356
2021-11-19,56.19335
2021-11-20,28.09667
2021-11-21,24.77341
2021-11-22,56.19335
2021-11-23,60.42296
2021-11-24,52.56797
2021-11-25,48.03625
2021-11-26,48.94259
2021-11-27,23.26283
2021-11-28,28.09667
2021-11-29,54.68277
2021-11-30,58.61027
2021-12-01,47.43202
2021-12-02,44.41087
2021-12-03,43.50453
2021-12-04,19.33534
2021-12-05,22.65861
2021-12-06,68.27794
2021-12-07,56.49546
2021-12-08,50.15105
2021-12-09,65.86102
2021-12-10,50.45317
2021-12-11,23.26283
2021-12-12,23.56495
2021-12-13,68.88217
2021-12-14,56.79758
2021-12-15,49.84894
2021-12-16,40.48338
2021-12-17,28.09667
2021-12-18,18.73111
2021-12-19,24.16918
2021-12-20,52.26586
2021-12-21,56.49546
2021-12-22,49.84894
2021-12-23,51.66163
2021-12-24,29.30513
2021-12-25,15.70996
2021-12-26,29.00302
2021-12-27,50.75528
2021-12-28,57.09969
2021-12-29,51.35951
2021-12-30,42.29607
2021-12-31,41.69184
2022-01-01,17.52265
2022-01-02,22.05438
2022-01-03,52.26586
2022-01-04,44.10876
2022-01-05,40.18126
2022-01-06,44.10876
2022-01-07,41.08761
2022-01-08,25.98187
2022-01-09,23.56495
2022-01-10,49.54682
2022-01-11,43.80664
2022-01-12,52.26586
2022-01-13,43.80664
2022-01-14,40.78549
2022-01-15,24.47129
2022-01-16,26.5861
2022-01-17,58.91238
2022-01-18,55.89123
2022-01-19,54.07854
2022-01-20,48.03625
2022-01-21,45.61933
2022-01-22,18.12688
2022-01-23,24.77341
2022-01-24,61.63141
2022-01-25,64.95468
2022-01-26,64.35045
2022-01-27,48.33836
2022-01-28,38.9728
2022-01-29,20.84592
2022-01-30,16.01208
2022-01-31,21.75226
2022-02-01,24.77341
2022-02-02,31.72205
2022-02-03,80.36253
2022-02-04,65.86102
2022-02-05,26.28398
2022-02-06,29.00302
2022-02-07,68.27794
2022-02-08,65.86102
2022-02-09,55.287
2022-02-10,60.12084
2022-02-11,42.9003
2022-02-12,30.21148
2022-02-13,31.72205
2022-02-14,68.88217
2022-02-15,48.33836
2022-02-16,58.00604
2022-02-17,48.33836
2022-02-18,44.71299
2022-02-19,25.67975
2022-02-20,29.90936
2022-02-21,65.86102
2022-02-22,63.4441
2022-02-23,61.93353
2022-02-24,52.26586
2022-02-25,50.45317
2022-02-26,27.49244
2022-02-27,35.04531
2022-02-28,65.86102
2022-03-01,34.13897
2022-03-02,54.07854
2022-03-03,67.06948
2022-03-04,57.09969
2022-03-05,22.96072
2022-03-06,33.53474
2022-03-07,59.51661
2022-03-08,49.54682
2022-03-09,30.8157
2022-03-10,53.1722
2022-03-11,42.59818
2022-03-12,26.88821
2022-03-13,23.26283
2022-03-14,76.73716
2022-03-15,59.2145
2022-03-16,56.79758
2022-03-17,41.69184
2022-03-18,48.03625
2022-03-19,20.24169
2022-03-20,21.45015
2022-03-21,74.01812
2022-03-22,59.51661
2022-03-23,53.47432
2022-03-24,48.64048
2022-03-25,50.45317
2022-03-26,23.26283
2022-03-27,25.67975
2022-03-28,64.04833
2022-03-29,66.16314
2022-03-30,58.91238
2022-03-31,46.82779
2022-04-01,51.66163
2022-04-02,25.07552
2022-04-03,32.62839
2022-04-04,67.97583
2022-04-05,67.97583
2022-04-06,64.65256
2022-04-07,58.61027
2022-04-08,55.58912
2022-04-09,21.14803
2022-04-10,23.86706
2022-04-11,74.62235
2022-04-12,62.23564
2022-04-13,73.11178
2022-04-14,65.25679
2022-04-15,54.38066
2022-04-16,22.05438
2022-04-17,28.39879
2022-04-18,63.4441
2022-04-19,71.90332
2022-04-20,66.76737
2022-04-21,55.287
2022-04-22,52.56797
2022-04-23,26.5861
2022-04-24,34.44108
2022-04-25,74.62235
2022-04-26,85.19637
2022-04-27,75.5287
2022-04-28,67.3716
2022-04-29,51.96374
2022-04-30,31.41993
2022-05-01,27.49244
2022-05-02,68.88217
2022-05-03,59.2145
2022-05-04,48.33836
2022-05-05,27.49244
2022-05-06,59.51661
2022-05-07,25.67975
2022-05-08,33.23262
2022-05-09,74.32024
2022-05-10,63.4441
2022-05-11,64.35045
2022-05-12,61.02719
2022-05-13,56.79758
2022-05-14,27.79456
2022-05-15,29.00302
2022-05-16,70.39274
2022-05-17,64.04833
2022-05-18,61.93353
2022-05-19,61.93353
2022-05-20,62.83987
2022-05-21,27.19033
2022-05-22,25.98187
2022-05-23,68.88217
2022-05-24,64.35045
2022-05-25,57.70392
2022-05-26,69.78851
2022-05-27,47.43202
2022-05-28,33.83685
2022-05-29,27.49244
2022-05-30,71.90332
2022-05-31,62.23564
2022-06-01,38.67069
2022-06-02,65.55891
2022-06-03,58.00604
2022-06-04,24.16918
2022-06-05,20.5438
2022-06-06,39.27492
2022-06-07,88.21752
2022-06-08,58.61027
2022-06-09,63.14199
2022-06-10,52.26586
2022-06-11,26.88821
2022-06-12,33.83685
2022-06-13,81.87311
2022-06-14,61.93353
2022-06-15,57.09969
2022-06-16,66.46525
2022-06-17,49.84894
2022-06-18,29.30513
2022-06-19,35.64954
2022-06-20,58.00604
2022-06-21,60.72507
2022-06-22,54.98489
2022-06-23,47.43202
2022-06-24,44.41087
2022-06-25,15.40785
2022-06-26,32.02416
2022-06-27,66.76737
2022-06-28,62.23564
2022-06-29,49.54682
2022-06-30,45.92145
2022-07-01,48.94259
2022-07-02,23.86706
2022-07-03,26.28398
2022-07-04,68.27794
2022-07-05,64.04833
2022-07-06,56.49546
2022-07-07,53.1722
2022-07-08,46.22356
2022-07-09,24.47129
2022-07-10,28.39879
2022-07-11,67.3716
2022-07-12,65.55891
2022-07-13,51.66163
2022-07-14,60.42296
2022-07-15,41.99395
2022-07-16,19.33534
2022-07-17,20.24169
2022-07-18,67.3716
2022-07-19,60.42296
2022-07-20,52.87009
2022-07-21,50.15105
2022-07-22,44.41087
2022-07-23,22.96072
2022-07-24,23.56495
2022-07-25,62.23564
2022-07-26,63.4441
2022-07-27,49.84894
2022-07-28,48.64048
2022-07-29,45.61933
2022-07-30,18.12688
2022-07-31,21.75226
2022-08-01,59.2145
2022-08-02,48.03625
2022-08-03,46.82779
2022-08-04,58.61027
2022-08-05,45.61933
2022-08-06,28.7009
2022-08-07,27.19033
2022-08-08,67.97583
2022-08-09,60.12084
2022-08-10,61.3293
2022-08-11,50.75528
2022-08-12,44.10876
2022-08-13,24.47129
2022-08-14,25.67975
2022-08-15,32.62839
2022-08-16,58.30815
2022-08-17,59.51661
2022-08-18,63.4441
2022-08-19,45.92145
2022-08-20,24.77341
2022-08-21,25.98187
2022-08-22,62.83987
2022-08-23,60.12084
2022-08-24,54.38066
2022-08-25,57.70392
2022-08-26,54.38066
2022-08-27,32.62839
2022-08-28,34.7432
2022-08-29,76.73716
2022-08-30,66.76737
2022-08-31,54.38066
2022-09-01,49.24471
2022-09-02,49.84894
2022-09-03,23.86706
2022-09-04,23.26283
2022-09-05,49.24471
2022-09-06,47.1299
2022-09-07,55.287
2022-09-08,40.48338
2022-09-09,26.88821
2022-09-10,24.47129
2022-09-11,23.86706
2022-09-12,32.32628
2022-09-13,79.7583
2022-09-14,83.98791
2022-09-15,69.18429
2022-09-16,67.67371
2022-09-17,31.11782
2022-09-18,31.72205
2022-09-19,73.71601
2022-09-20,74.01812
2022-09-21,62.83987
2022-09-22,57.09969
2022-09-23,53.1722
2022-09-24,29.60725
2022-09-25,28.39879
2022-09-26,74.01812
2022-09-27,68.58006
2022-09-28,61.63141
2022-09-29,74.92447
2022-09-30,47.43202
2022-10-01,22.65861
2022-10-02,25.37764
2022-10-03,35.04531
2022-10-04,62.83987
2022-10-05,58.00604
2022-10-06,48.64048
2022-10-07,44.41087
2022-10-08,14.80362
2022-10-09,18.429
2022-10-10,34.44108
2022-10-11,54.38066
2022-10-12,51.35951
2022-10-13,48.94259
2022-10-14,40.78549
2022-10-15,19.33534
2022-10-16,29.30513
2022-10-17,53.47432
2022-10-18,46.22356
2022-10-19,44.10876
2022-10-20,54.07854
2022-10-21,43.80664
2022-10-22,28.09667
2022-10-23,28.7009
2022-10-24,42.29607
2022-10-25,45.0151
2022-10-26,55.58912
2022-10-27,45.31722
2022-10-28,44.71299
2022-10-29,13.59516
2022-10-30,94.25981
2022-10-31,66.16314
2022-11-01,57.70392
2022-11-02,42.9003
2022-11-03,48.94259
2022-11-04,38.06646
2022-11-05,16.31419
2022-11-06,23.86706
2022-11-07,52.26586
2022-11-08,45.61933
2022-11-09,45.61933
2022-11-10,43.80664
2022-11-11,36.25377
2022-11-12,19.93957
2022-11-13,29.60725
2022-11-14,48.94259
2022-11-15,48.94259
2022-11-16,41.08761
2022-11-17,38.36858
2022-11-18,39.27492
2022-11-19,16.61631
2022-11-20,29.90936
2022-11-21,59.81873
2022-11-22,45.31722
2022-11-23,49.24471
2022-11-24,42.29607
2022-11-25,47.1299
2022-11-26,23.56495
2022-11-27,18.429
2022-11-28,50.75528
2022-11-29,43.50453
2022-11-30,44.41087
2022-12-01,46.22356
2022-12-02,42.9003
2022-12-03,21.75226
2022-12-04,30.51359
2022-12-05,49.84894
2022-12-06,50.15105
2022-12-07,58.91238
2022-12-08,48.94259
2022-12-09,38.36858
2022-12-10,20.84592
2022-12-11,27.49244
2022-12-12,69.78851
2022-12-13,45.61933
2022-12-14,50.45317
2022-12-15,51.35951
2022-12-16,48.03625
2022-12-17,25.67975
2022-12-18,20.84592
2022-12-19,58.61027
2022-12-20,53.1722
2022-12-21,50.75528
2022-12-22,46.52567
2022-12-23,37.16012
2022-12-24,27.19033
2022-12-25,29.90936
2022-12-26,65.25679
2022-12-27,59.2145
2022-12-28,53.47432
2022-12-29,49.84894
2022-12-30,44.71299
2022-12-31,23.86706
2023-01-01,28.39879
2023-01-02,59.2145
2023-01-03,73.11178
2023-01-04,57.40181
2023-01-05,57.70392
2023-01-06,51.66163
2023-01-07,25.98187
2023-01-08,31.11782
2023-01-09,66.76737
2023-01-10,56.79758
2023-01-11,50.15105
2023-01-12,56.19335
2023-01-13,42.9003
2023-01-14,32.62839
2023-01-15,34.13897
2023-01-16,63.74622
2023-01-17,41.69184
2023-01-18,49.24471
2023-01-19,43.20241
2023-01-20,38.06646
2023-01-21,28.39879
2023-01-22,27.79456
2023-01-23,28.09667
2023-01-24,36.25377
2023-01-25,87.61329
2023-01-26,64.35045
2023-01-27,58.91238
2023-01-28,29.30513
2023-01-29,39.27492
2023-01-30,77.6435
2023-01-31,61.93353
2023-02-01,51.96374
2023-02-02,54.07854
2023-02-03,57.09969
2023-02-04,37.16012
2023-02-05,30.21148
2023-02-06,66.46525
2023-02-07,52.87009
2023-02-08,59.2145
2023-02-09,59.81873
2023-02-10,51.0574
2023-02-11,25.37764
2023-02-12,38.36858
2023-02-13,72.50755
2023-02-14,58.61027
2023-02-15,51.0574
2023-02-16,66.16314
2023-02-17,52.56797
2023-02-18,22.96072
2023-02-19,34.44108
2023-02-20,62.23564
2023-02-21,62.23564
2023-02-22,56.19335
2023-02-23,59.2145
2023-02-24,40.18126
2023-02-25,26.88821
2023-02-26,31.11782
2023-02-27,56.79758
2023-02-28,57.70392
2023-03-01,37.46223
2023-03-02,52.56797
2023-03-03,47.1299
2023-03-04,23.86706
2023-03-05,27.19033
2023-03-06,69.4864
2023-03-07,67.06948
2023-03-08,54.38066
2023-03-09,49.24471
2023-03-10,52.56797
2023-03-11,29.90936
2023-03-12,24.16918
2023-03-13,63.14199
2023-03-14,51.96374
2023-03-15,50.15105
2023-03-16,58.30815
2023-03-17,40.78549
2023-03-18,19.03323
2023-03-19,24.16918
2023-03-20,59.81873
2023-03-21,59.2145
2023-03-22,57.09969
2023-03-23,51.35951
2023-03-24,43.20241
2023-03-25,22.35649
2023-03-26,25.67975
2023-03-27,61.63141
2023-03-28,52.56797
2023-03-29,45.92145
2023-03-30,41.69184
2023-03-31,40.78549
2023-04-01,20.84592
2023-04-02,21.14803
2023-04-03,45.31722
2023-04-04,50.15105
2023-04-05,57.40181
2023-04-06,60.42296
2023-04-07,47.43202
2023-04-08,18.73111
2023-04-09,19.03323
2023-04-10,50.75528
2023-04-11,51.96374
2023-04-12,41.38972
2023-04-13,45.92145
2023-04-14,42.59818
2023-04-15,22.65861
2023-04-16,25.07552
2023-04-17,46.22356
2023-04-18,59.2145
2023-04-19,56.19335
2023-04-20,49.54682
2023-04-21,41.38972
2023-04-22,21.75226
2023-04-23,26.5861
2023-04-24,53.47432
2023-04-25,56.49546
2023-04-26,48.03625
2023-04-27,42.29607
2023-04-28,44.10876
2023-04-29,19.63746
2023-04-30,23.26283
2023-05-01,42.9003
2023-05-02,60.42296
2023-05-03,51.0574
2023-05-04,37.76435
2023-05-05,22.05438
2023-05-06,24.47129
2023-05-07,22.65861
2023-05-08,59.81873
2023-05-09,56.49546
2023-05-10,58.00604
2023-05-11,47.1299
2023-05-12,50.15105
2023-05-13,18.429
2023-05-14,23.26283
2023-05-15,56.49546
2023-05-16,52.26586
2023-05-17,54.07854
2023-05-18,49.84894
2023-05-19,49.24471
2023-05-20,19.03323
2023-05-21,25.67975
2023-05-22,55.58912
2023-05-23,58.30815
2023-05-24,41.08761
2023-05-25,49.54682
2023-05-26,39.57703
2023-05-27,16.91842
2023-05-28,24.77341
