date,SCF
2021-03-09,2.47167
2021-03-10,2.36869
2021-03-11,3.19258
2021-03-12,2.36869
2021-03-13,1.85375
2021-03-14,0.61791
2021-03-15,3.8105
2021-03-16,3.8105
2021-03-17,4.32543
2021-03-18,3.8105
2021-03-19,2.36869
2021-03-20,1.85375
2021-03-21,1.64778
2021-03-22,3.39855
2021-03-23,3.8105
2021-03-24,4.11946
2021-03-25,2.36869
2021-03-26,3.08959
2021-03-27,1.23583
2021-03-28,0.82389
2021-03-29,2.98661
2021-03-30,3.91349
2021-03-31,4.22245
2021-04-01,2.2657
2021-04-02,4.01647
2021-04-03,0.51493
2021-04-04,1.13285
2021-04-05,3.8105
2021-04-06,3.29557
2021-04-07,3.39855
2021-04-08,3.19258
2021-04-09,2.67765
2021-04-10,0.61791
2021-04-11,2.16271
2021-04-12,3.60453
2021-04-13,3.08959
2021-04-14,3.19258
2021-04-15,3.39855
2021-04-16,3.50154
2021-04-17,1.13285
2021-04-18,1.44181
2021-04-19,3.29557
2021-04-20,3.60453
2021-04-21,2.98661
2021-04-22,2.47167
2021-04-23,4.01647
2021-04-24,1.54479
2021-04-25,1.85375
2021-04-26,2.36869
2021-04-27,3.60453
2021-04-28,2.36869
2021-04-29,4.11946
2021-04-30,3.19258
2021-05-01,2.36869
2021-05-02,1.75077
2021-05-03,2.98661
2021-05-04,2.78063
2021-05-05,1.44181
2021-05-06,3.50154
2021-05-07,4.01647
2021-05-08,0.92687
2021-05-09,0.92687
2021-05-10,2.88362
2021-05-11,3.08959
2021-05-12,2.67765
2021-05-13,3.08959
2021-05-14,2.67765
2021-05-15,0.82389
2021-05-16,1.23583
2021-05-17,2.36869
2021-05-18,1.13285
2021-05-19,2.05973
2021-05-20,2.36869
2021-05-21,2.57466
2021-05-22,1.33882
2021-05-23,2.05973
2021-05-24,2.98661
2021-05-25,3.8105
2021-05-26,4.01647
2021-05-27,3.70751
2021-05-28,3.29557
2021-05-29,1.44181
2021-05-30,1.75077
2021-05-31,2.57466
2021-06-01,2.05973
2021-06-02,2.78063
2021-06-03,2.16271
2021-06-04,3.08959
2021-06-05,1.64778
2021-06-06,1.85375
2021-06-07,3.08959
2021-06-08,3.19258
2021-06-09,3.8105
2021-06-10,2.98661
2021-06-11,3.39855
2021-06-12,1.64778
2021-06-13,0.82389
2021-06-14,2.98661
2021-06-15,2.16271
2021-06-16,2.57466
2021-06-17,2.88362
2021-06-18,2.57466
2021-06-19,0.82389
2021-06-20,0.7209
2021-06-21,1.75077
2021-06-22,3.08959
2021-06-23,3.50154
2021-06-24,1.95674
2021-06-25,3.50154
2021-06-27,0.61791
2021-06-28,2.98661
2021-06-29,2.57466
2021-06-30,1.33882
2021-07-01,1.64778
2021-07-02,2.78063
2021-07-03,1.44181
2021-07-04,0.82389
2021-07-05,2.67765
2021-07-06,2.67765
2021-07-07,2.78063
2021-07-08,2.2657
2021-07-09,3.19258
2021-07-10,0.82389
2021-07-11,0.61791
2021-07-12,3.29557
2021-07-13,1.85375
2021-07-14,3.19258
2021-07-15,1.54479
2021-07-16,2.88362
2021-07-17,1.02986
2021-07-18,0.92687
2021-07-19,2.36869
2021-07-20,2.98661
2021-07-21,2.47167
2021-07-22,2.88362
2021-07-23,3.39855
2021-07-24,1.13285
2021-07-25,0.92687
2021-07-26,3.08959
2021-07-27,2.88362
2021-07-28,1.33882
2021-07-29,2.36869
2021-07-30,2.2657
2021-07-31,1.02986
2021-08-02,3.50154
2021-08-03,2.67765
2021-08-04,2.47167
2021-08-05,2.98661
2021-08-06,2.05973
2021-08-07,0.61791
2021-08-08,1.75077
2021-08-09,3.19258
2021-08-10,4.32543
2021-08-11,2.47167
2021-08-12,2.98661
2021-08-13,1.33882
2021-08-14,1.33882
2021-08-15,1.23583
2021-08-16,0.7209
2021-08-17,2.88362
2021-08-18,2.05973
2021-08-19,1.75077
2021-08-20,2.47167
2021-08-21,0.7209
2021-08-22,0.61791
2021-08-23,2.67765
2021-08-24,3.29557
2021-08-25,2.98661
2021-08-26,2.2657
2021-08-27,3.29557
2021-08-28,1.64778
2021-08-29,1.33882
2021-08-30,1.95674
2021-08-31,2.47167
2021-09-01,3.8105
2021-09-02,2.98661
2021-09-03,2.2657
2021-09-04,0.61791
2021-09-05,1.13285
2021-09-06,2.2657
2021-09-07,3.39855
2021-09-08,4.01647
2021-09-09,2.67765
2021-09-10,0.82389
2021-09-11,1.75077
2021-09-12,0.82389
2021-09-13,3.8105
2021-09-14,4.22245
2021-09-15,2.57466
2021-09-16,2.36869
2021-09-17,1.54479
2021-09-18,1.44181
2021-09-20,0.51493
2021-09-21,0.51493
2021-09-22,1.33882
2021-09-23,3.39855
2021-09-24,1.75077
2021-09-25,2.05973
2021-09-26,2.2657
2021-09-27,2.88362
2021-09-28,3.70751
2021-09-29,2.88362
2021-09-30,2.36869
2021-10-01,1.85375
2021-10-02,0.51493
2021-10-03,0.82389
2021-10-04,1.75077
2021-10-05,3.91349
2021-10-06,3.50154
2021-10-07,2.78063
2021-10-08,3.08959
2021-10-09,1.02986
2021-10-10,0.51493
2021-10-11,0.82389
2021-10-12,3.19258
2021-10-13,2.67765
2021-10-14,4.01647
2021-10-15,2.36869
2021-10-16,1.95674
2021-10-17,0.92687
2021-10-18,3.19258
2021-10-19,3.19258
2021-10-20,3.29557
2021-10-21,1.85375
2021-10-22,1.44181
2021-10-23,1.95674
2021-10-24,0.7209
2021-10-25,2.78063
2021-10-26,4.11946
2021-10-27,2.67765
2021-10-28,1.02986
2021-10-29,3.08959
2021-10-30,1.02986
2021-10-31,1.23583
2021-11-01,2.57466
2021-11-02,2.16271
2021-11-03,3.39855
2021-11-04,2.67765
2021-11-05,2.78063
2021-11-06,1.13285
2021-11-07,2.57466
2021-11-08,3.91349
2021-11-09,3.8105
2021-11-10,3.39855
2021-11-11,3.91349
2021-11-12,3.50154
2021-11-13,0.51493
2021-11-14,1.44181
2021-11-15,3.8105
2021-11-16,3.19258
2021-11-17,5.56127
2021-11-18,3.91349
2021-11-19,3.50154
2021-11-20,0.7209
2021-11-21,1.54479
2021-11-22,4.63439
2021-11-23,3.60453
2021-11-24,4.22245
2021-11-25,3.50154
2021-11-26,2.36869
2021-11-27,2.05973
2021-11-28,1.02986
2021-11-29,3.08959
2021-11-30,4.11946
2021-12-01,3.19258
2021-12-02,3.39855
2021-12-03,4.22245
2021-12-04,3.39855
2021-12-05,4.22245
2021-12-06,5.97322
2021-12-07,5.87023
2021-12-08,3.70751
2021-12-09,4.53141
2021-12-10,2.16271
2021-12-11,2.88362
2021-12-12,2.05973
2021-12-13,3.60453
2021-12-14,2.36869
2021-12-15,2.88362
2021-12-16,3.60453
2021-12-17,2.57466
2021-12-18,1.44181
2021-12-19,0.7209
2021-12-20,2.67765
2021-12-21,2.57466
2021-12-22,3.50154
2021-12-23,2.57466
2021-12-24,1.64778
2021-12-25,0.61791
2021-12-26,0.61791
2021-12-27,2.05973
2021-12-28,2.98661
2021-12-29,2.2657
2021-12-30,2.47167
2021-12-31,1.54479
2022-01-01,1.33882
2022-01-02,1.13285
2022-01-03,3.39855
2022-01-04,1.85375
2022-01-05,1.85375
2022-01-06,2.36869
2022-01-07,2.2657
2022-01-08,0.51493
2022-01-09,0.82389
2022-01-10,3.19258
2022-01-11,2.88362
2022-01-12,1.95674
2022-01-13,2.47167
2022-01-14,2.57466
2022-01-15,0.92687
2022-01-16,0.61791
2022-01-17,1.95674
2022-01-18,1.95674
2022-01-19,2.47167
2022-01-20,2.67765
2022-01-21,2.67765
2022-01-22,0.92687
2022-01-23,1.23583
2022-01-24,2.57466
2022-01-25,1.95674
2022-01-26,3.29557
2022-01-27,1.95674
2022-01-28,1.33882
2022-01-29,1.02986
2022-01-30,0.61791
2022-01-31,0.92687
2022-02-01,0.92687
2022-02-02,1.13285
2022-02-03,2.98661
2022-02-04,3.70751
2022-02-05,1.75077
2022-02-06,0.92687
2022-02-07,3.91349
2022-02-08,2.78063
2022-02-09,3.19258
2022-02-10,3.08959
2022-02-11,1.75077
2022-02-12,1.33882
2022-02-13,0.92687
2022-02-14,3.19258
2022-02-15,4.11946
2022-02-16,3.08959
2022-02-17,1.54479
2022-02-18,3.19258
2022-02-19,1.75077
2022-02-20,0.7209
2022-02-21,2.57466
2022-02-22,2.16271
2022-02-23,2.67765
2022-02-24,1.44181
2022-02-25,1.33882
2022-02-26,0.92687
2022-02-27,1.95674
2022-02-28,2.16271
2022-03-01,2.05973
2022-03-02,2.36869
2022-03-03,3.08959
2022-03-04,2.88362
2022-03-05,0.82389
2022-03-06,1.13285
2022-03-07,2.88362
2022-03-08,4.11946
2022-03-09,0.92687
2022-03-10,2.88362
2022-03-11,1.54479
2022-03-12,1.13285
2022-03-13,0.61791
2022-03-14,3.29557
2022-03-15,3.50154
2022-03-16,4.63439
2022-03-17,2.47167
2022-03-18,2.88362
2022-03-19,0.82389
2022-03-20,1.33882
2022-03-21,3.70751
2022-03-22,2.88362
2022-03-23,3.08959
2022-03-24,3.60453
2022-03-25,1.95674
2022-03-26,0.92687
2022-03-27,2.47167
2022-03-28,3.08959
2022-03-29,3.39855
2022-03-30,3.19258
2022-03-31,3.08959
2022-04-01,3.08959
2022-04-02,1.64778
2022-04-03,1.95674
2022-04-04,3.19258
2022-04-05,3.8105
2022-04-06,1.54479
2022-04-07,2.67765
2022-04-08,3.19258
2022-04-09,1.23583
2022-04-10,0.82389
2022-04-11,3.70751
2022-04-12,3.08959
2022-04-13,2.78063
2022-04-14,4.11946
2022-04-15,5.04634
2022-04-16,0.82389
2022-04-17,1.64778
2022-04-18,2.88362
2022-04-19,5.45829
2022-04-20,3.19258
2022-04-21,3.91349
2022-04-22,4.22245
2022-04-23,1.64778
2022-04-24,1.64778
2022-04-25,4.01647
2022-04-26,2.98661
2022-04-27,3.8105
2022-04-28,4.22245
2022-04-29,2.47167
2022-04-30,0.92687
2022-05-01,0.7209
2022-05-02,2.88362
2022-05-03,3.19258
2022-05-04,4.01647
2022-05-05,0.82389
2022-05-06,1.85375
2022-05-07,0.7209
2022-05-08,0.51493
2022-05-09,2.98661
2022-05-10,3.50154
2022-05-11,4.32543
2022-05-12,3.19258
2022-05-13,2.05973
2022-05-14,1.23583
2022-05-15,0.51493
2022-05-16,2.57466
2022-05-17,3.50154
2022-05-18,2.57466
2022-05-19,1.85375
2022-05-20,1.75077
2022-05-22,1.13285
2022-05-23,2.78063
2022-05-24,2.67765
2022-05-25,3.91349
2022-05-26,3.39855
2022-05-27,3.29557
2022-05-28,1.64778
2022-05-29,1.54479
2022-05-30,3.60453
2022-05-31,3.39855
2022-06-01,2.2657
2022-06-02,3.50154
2022-06-03,2.67765
2022-06-04,1.95674
2022-06-05,1.33882
2022-06-06,1.95674
2022-06-07,2.47167
2022-06-08,2.88362
2022-06-09,3.60453
2022-06-10,3.29557
2022-06-11,0.92687
2022-06-12,1.23583
2022-06-13,1.85375
2022-06-14,2.78063
2022-06-15,3.29557
2022-06-16,2.47167
2022-06-17,3.50154
2022-06-18,0.61791
2022-06-19,0.51493
2022-06-20,1.85375
2022-06-21,3.29557
2022-06-22,3.70751
2022-06-23,2.36869
2022-06-24,2.47167
2022-06-25,0.61791
2022-06-26,0.51493
2022-06-27,2.36869
2022-06-28,1.75077
2022-06-29,1.85375
2022-06-30,2.88362
2022-07-01,1.95674
2022-07-02,0.51493
2022-07-03,1.44181
2022-07-04,2.78063
2022-07-05,2.78063
2022-07-06,2.57466
2022-07-07,3.19258
2022-07-08,2.36869
2022-07-09,1.33882
2022-07-10,1.23583
2022-07-11,2.47167
2022-07-12,1.75077
2022-07-13,2.16271
2022-07-14,1.75077
2022-07-15,1.02986
2022-07-17,1.02986
2022-07-18,1.95674
2022-07-19,2.16271
2022-07-20,2.05973
2022-07-21,3.19258
2022-07-22,3.29557
2022-07-23,0.61791
2022-07-25,1.95674
2022-07-26,3.08959
2022-07-27,2.78063
2022-07-28,2.67765
2022-07-29,2.57466
2022-07-30,0.82389
2022-07-31,1.23583
2022-08-01,4.53141
2022-08-02,2.2657
2022-08-03,1.85375
2022-08-04,3.08959
2022-08-05,1.54479
2022-08-06,0.51493
2022-08-08,1.75077
2022-08-09,1.02986
2022-08-10,1.95674
2022-08-11,2.98661
2022-08-12,2.67765
2022-08-13,1.54479
2022-08-14,0.61791
2022-08-15,0.92687
2022-08-16,2.05973
2022-08-17,2.78063
2022-08-18,2.67765
2022-08-19,1.85375
2022-08-20,0.82389
2022-08-21,1.85375
2022-08-22,3.19258
2022-08-23,3.8105
2022-08-24,2.78063
2022-08-25,2.16271
2022-08-26,2.67765
2022-08-27,1.23583
2022-08-28,2.05973
2022-08-29,2.47167
2022-08-30,3.50154
2022-08-31,3.08959
2022-09-01,1.95674
2022-09-02,3.08959
2022-09-03,0.82389
2022-09-05,2.2657
2022-09-06,3.19258
2022-09-07,2.16271
2022-09-08,1.44181
2022-09-09,0.92687
2022-09-10,0.51493
2022-09-11,0.82389
2022-09-12,1.33882
2022-09-13,2.16271
2022-09-14,3.70751
2022-09-15,2.36869
2022-09-16,2.78063
2022-09-17,0.61791
2022-09-18,1.33882
2022-09-19,3.50154
2022-09-20,2.36869
2022-09-21,2.98661
2022-09-22,3.8105
2022-09-23,2.36869
2022-09-24,1.23583
2022-09-25,2.2657
2022-09-26,6.48815
2022-09-27,2.67765
2022-09-28,3.29557
2022-09-29,3.39855
2022-09-30,3.19258
2022-10-01,1.75077
2022-10-02,1.33882
2022-10-03,2.67765
2022-10-04,3.39855
2022-10-05,2.67765
2022-10-06,2.88362
2022-10-07,3.39855
2022-10-08,0.61791
2022-10-09,0.7209
2022-10-10,2.2657
2022-10-11,2.78063
2022-10-12,4.42842
2022-10-13,2.67765
2022-10-14,1.33882
2022-10-15,1.23583
2022-10-16,1.23583
2022-10-17,3.19258
2022-10-18,3.60453
2022-10-19,5.25231
2022-10-20,4.84037
2022-10-21,4.84037
2022-10-22,3.08959
2022-10-23,2.98661
2022-10-24,4.01647
2022-10-25,2.57466
2022-10-26,2.16271
2022-10-27,3.08959
2022-10-28,2.88362
2022-10-29,1.13285
2022-10-30,1.54479
2022-10-31,2.05973
2022-11-01,3.60453
2022-11-02,3.29557
2022-11-03,2.67765
2022-11-04,2.57466
2022-11-05,0.92687
2022-11-06,1.95674
2022-11-07,4.73738
2022-11-08,2.67765
2022-11-09,1.95674
2022-11-10,2.16271
2022-11-11,2.05973
2022-11-13,1.64778
2022-11-14,3.70751
2022-11-15,2.67765
2022-11-16,3.08959
2022-11-17,2.57466
2022-11-18,1.75077
2022-11-19,1.75077
2022-11-20,1.85375
2022-11-21,2.57466
2022-11-22,2.57466
2022-11-23,3.29557
2022-11-24,3.60453
2022-11-25,3.19258
2022-11-26,2.47167
2022-11-27,2.2657
2022-11-28,3.8105
2022-11-29,3.60453
2022-11-30,3.70751
2022-12-01,4.32543
2022-12-02,4.32543
2022-12-03,1.44181
2022-12-04,1.64778
2022-12-05,7.92996
2022-12-06,10.19567
2022-12-07,7.51802
2022-12-08,6.17919
2022-12-09,7.31204
2022-12-10,3.60453
2022-12-11,2.98661
2022-12-12,4.73738
2022-12-13,17.91967
2022-12-14,14.41812
2022-12-15,12.77033
2022-12-16,8.65087
2022-12-17,7.92996
2022-12-18,4.53141
2022-12-19,4.84037
2022-12-20,8.13594
2022-12-21,4.53141
2022-12-22,8.95983
2022-12-23,6.28218
2022-12-24,4.01647
2022-12-25,5.25231
2022-12-26,6.79711
2022-12-27,6.79711
2022-12-28,4.84037
2022-12-29,4.22245
2022-12-30,3.29557
2022-12-31,1.64778
2023-01-01,1.64778
2023-01-02,4.94335
2023-01-03,3.39855
2023-01-04,3.60453
2023-01-05,3.91349
2023-01-06,3.19258
2023-01-07,2.78063
2023-01-08,2.05973
2023-01-09,3.29557
2023-01-10,4.22245
2023-01-11,3.70751
2023-01-12,4.01647
2023-01-13,4.42842
2023-01-14,1.75077
2023-01-15,2.57466
2023-01-16,2.78063
2023-01-17,3.50154
2023-01-18,3.60453
2023-01-19,4.01647
2023-01-20,2.78063
2023-01-21,1.44181
2023-01-22,1.13285
2023-01-23,1.44181
2023-01-24,0.92687
2023-01-25,3.70751
2023-01-26,2.88362
2023-01-27,3.39855
2023-01-28,3.39855
2023-01-29,3.39855
2023-01-30,4.94335
2023-01-31,4.94335
2023-02-01,5.3553
2023-02-02,3.08959
2023-02-03,5.45829
2023-02-04,2.36869
2023-02-05,2.47167
2023-02-06,4.53141
2023-02-07,3.39855
2023-02-08,4.01647
2023-02-09,3.50154
2023-02-10,3.19258
2023-02-11,1.75077
2023-02-12,3.29557
2023-02-13,4.32543
2023-02-14,6.07621
2023-02-15,5.3553
2023-02-16,3.91349
2023-02-17,3.39855
2023-02-18,3.19258
2023-02-19,9.57775
2023-02-20,20.39134
2023-02-21,18.74356
2023-02-22,15.85993
2023-02-23,13.07929
2023-02-24,13.90319
2023-02-25,8.65087
2023-02-26,7.51802
2023-02-27,6.07621
2023-02-28,7.31204
2023-03-01,5.25231
2023-03-02,6.69412
2023-03-03,8.65087
2023-03-04,7.41503
2023-03-05,13.38825
2023-03-06,18.64057
2023-03-07,13.59423
2023-03-08,12.04943
2023-03-09,9.37178
2023-03-10,9.37178
2023-03-11,7.92996
2023-03-12,10.29866
2023-03-13,13.69721
2023-03-14,12.77033
2023-03-15,16.58084
2023-03-16,12.56436
2023-03-17,9.68074
2023-03-18,8.65087
2023-03-19,14.52111
2023-03-20,20.80329
2023-03-21,18.33161
2023-03-22,11.22554
2023-03-23,12.35839
2023-03-24,10.7106
2023-03-25,13.59423
2023-03-26,12.66735
2023-03-27,14.62409
2023-03-28,14.72708
2023-03-29,12.97631
2023-03-30,14.41812
2023-03-31,17.30175
2023-04-01,10.81359
2023-04-02,13.07929
2023-04-03,14.31513
2023-04-04,13.69721
2023-04-05,14.00617
2023-04-06,14.72708
2023-04-07,15.85993
2023-04-08,14.31513
2023-04-09,18.4346
2023-04-10,31.30792
2023-04-11,29.66014
2023-04-12,28.21833
2023-04-13,26.15859
2023-04-14,47.16786
2023-04-15,100.0
2023-04-16,46.8589
2023-04-17,16.27188
2023-04-18,7.92996
2023-04-19,7.20906
2023-04-20,6.17919
2023-04-21,5.87023
2023-04-22,3.8105
2023-04-23,2.88362
2023-04-24,6.38516
2023-04-25,3.39855
2023-04-26,4.32543
2023-04-27,2.98661
2023-04-28,4.01647
2023-04-29,1.75077
2023-04-30,2.36869
2023-05-01,3.50154
2023-05-02,1.85375
2023-05-03,3.29557
2023-05-04,3.19258
2023-05-05,1.44181
2023-05-06,1.75077
2023-05-07,1.23583
2023-05-08,2.47167
2023-05-09,3.70751
2023-05-10,2.57466
2023-05-11,3.39855
2023-05-12,2.88362
2023-05-13,1.64778
2023-05-14,1.44181
2023-05-15,3.39855
2023-05-16,3.91349
2023-05-17,3.8105
2023-05-18,2.47167
2023-05-19,2.78063
2023-05-20,1.13285
2023-05-21,1.95674
2023-05-22,3.29557
2023-05-23,2.2657
2023-05-24,4.22245
2023-05-25,2.88362
2023-05-26,2.78063
2023-05-27,2.2657
2023-05-28,1.23583
2023-05-29,1.75077
2023-05-30,2.67765
2023-05-31,3.19258
2023-06-01,3.50154
2023-06-02,4.11946
2023-06-03,1.33882
2023-06-04,1.64778
2023-06-05,3.29557
2023-06-06,3.50154
2023-06-07,3.91349
2023-06-08,3.08959
2023-06-09,3.50154
