date,복리적금
2020-03-20,46.6882
2020-03-21,37.8029
2020-03-22,37.4798
2020-03-23,50.56542
2020-03-24,47.33441
2020-03-25,48.30371
2020-03-26,54.28109
2020-03-27,53.63489
2020-03-28,37.4798
2020-03-29,36.18739
2020-03-30,45.07269
2020-03-31,52.66558
2020-04-01,43.29563
2020-04-02,36.99515
2020-04-03,35.86429
2020-04-04,30.21001
2020-04-05,30.37156
2020-04-06,37.8029
2020-04-07,38.61066
2020-04-08,39.74151
2020-04-09,38.77221
2020-04-10,41.84168
2020-04-11,32.63327
2020-04-12,25.84814
2020-04-13,36.02584
2020-04-14,48.94991
2020-04-15,31.98707
2020-04-16,33.60258
2020-04-17,38.28756
2020-04-18,32.47172
2020-04-19,29.72536
2020-04-20,32.14862
2020-04-21,42.00323
2020-04-22,43.61873
2020-04-23,41.03392
2020-04-24,31.34087
2020-04-25,25.68659
2020-04-26,24.55573
2020-04-27,31.34087
2020-04-28,35.05654
2020-04-29,33.11793
2020-04-30,23.26332
2020-05-01,23.90953
2020-05-02,21.64781
2020-05-03,23.90953
2020-05-04,38.77221
2020-05-05,25.04038
2020-05-06,32.14862
2020-05-07,38.44911
2020-05-08,32.79483
2020-05-09,29.24071
2020-05-10,24.71728
2020-05-11,38.44911
2020-05-12,37.96445
2020-05-13,30.21001
2020-05-14,34.89499
2020-05-15,30.69466
2020-05-16,21.48626
2020-05-17,21.00161
2020-05-18,32.95638
2020-05-19,37.96445
2020-05-20,37.64135
2020-05-21,38.44911
2020-05-22,30.04846
2020-05-23,20.19386
2020-05-24,26.17124
2020-05-25,38.93376
2020-05-26,29.88691
2020-05-27,35.54119
2020-05-28,28.75605
2020-05-29,25.68659
2020-05-30,16.31663
2020-05-31,22.45557
2020-06-01,33.44103
2020-06-02,33.27948
2020-06-03,31.82552
2020-06-04,32.79483
2020-06-05,33.44103
2020-06-06,24.87883
2020-06-07,23.90953
2020-06-08,34.24878
2020-06-09,33.11793
2020-06-10,34.41033
2020-06-11,33.11793
2020-06-12,28.75605
2020-06-13,20.35541
2020-06-14,23.10177
2020-06-15,30.37156
2020-06-16,31.50242
2020-06-17,30.21001
2020-06-18,37.96445
2020-06-19,27.6252
2020-06-20,22.61712
2020-06-21,22.45557
2020-06-22,35.54119
2020-06-23,32.95638
2020-06-24,36.99515
2020-06-25,40.54927
2020-06-26,34.73344
2020-06-27,18.90145
2020-06-28,21.97092
2020-06-29,32.31017
2020-06-30,34.41033
2020-07-01,34.24878
2020-07-02,30.37156
2020-07-03,27.6252
2020-07-04,21.97092
2020-07-05,24.55573
2020-07-06,36.99515
2020-07-07,36.02584
2020-07-08,31.98707
2020-07-09,38.28756
2020-07-10,30.85621
2020-07-11,17.12439
2020-07-12,23.10177
2020-07-13,33.11793
2020-07-14,33.44103
2020-07-15,34.24878
2020-07-16,32.47172
2020-07-17,31.17932
2020-07-18,17.44749
2020-07-19,22.13247
2020-07-20,26.49434
2020-07-21,32.31017
2020-07-22,32.63327
2020-07-23,31.17932
2020-07-24,34.24878
2020-07-25,20.03231
2020-07-26,23.58642
2020-07-27,29.40226
2020-07-28,33.60258
2020-07-29,29.88691
2020-07-30,34.24878
2020-07-31,31.98707
2020-08-01,26.49434
2020-08-02,22.45557
2020-08-03,26.33279
2020-08-04,26.65589
2020-08-05,35.54119
2020-08-06,26.97899
2020-08-07,29.72536
2020-08-08,25.68659
2020-08-09,20.03231
2020-08-10,36.67205
2020-08-11,34.41033
2020-08-12,34.41033
2020-08-13,26.00969
2020-08-14,25.52504
2020-08-15,17.93214
2020-08-16,18.25525
2020-08-17,22.45557
2020-08-18,32.63327
2020-08-19,28.75605
2020-08-20,31.66397
2020-08-21,22.13247
2020-08-22,20.51696
2020-08-23,26.17124
2020-08-24,29.40226
2020-08-25,31.34087
2020-08-26,37.8029
2020-08-27,32.79483
2020-08-28,25.20193
2020-08-29,23.90953
2020-08-30,77.70597
2020-08-31,52.34248
2020-09-01,43.13408
2020-09-02,32.79483
2020-09-03,31.01777
2020-09-04,33.11793
2020-09-05,24.23263
2020-09-06,20.84006
2020-09-07,31.98707
2020-09-08,47.33441
2020-09-09,34.73344
2020-09-10,42.16478
2020-09-11,33.44103
2020-09-12,22.61712
2020-09-13,45.23424
2020-09-14,35.21809
2020-09-15,34.57189
2020-09-16,38.93376
2020-09-17,28.10985
2020-09-18,25.84814
2020-09-19,20.03231
2020-09-20,20.19386
2020-09-21,30.53311
2020-09-22,31.01777
2020-09-23,30.53311
2020-09-24,28.9176
2020-09-25,25.20193
2020-09-26,20.03231
2020-09-27,24.71728
2020-09-28,34.89499
2020-09-29,29.72536
2020-09-30,15.50888
2020-10-01,16.80129
2020-10-02,25.04038
2020-10-03,21.64781
2020-10-04,28.75605
2020-10-05,33.44103
2020-10-06,31.34087
2020-10-07,32.47172
2020-10-08,27.46365
2020-10-09,25.04038
2020-10-10,20.67851
2020-10-11,26.65589
2020-10-12,32.31017
2020-10-13,71.24394
2020-10-14,89.49919
2020-10-15,50.40387
2020-10-16,36.99515
2020-10-17,42.16478
2020-10-18,37.8029
2020-10-19,48.62681
2020-10-20,40.22617
2020-10-21,45.7189
2020-10-22,33.11793
2020-10-23,36.5105
2020-10-24,23.26332
2020-10-25,24.87883
2020-10-26,31.50242
2020-10-27,31.66397
2020-10-28,47.81906
2020-10-29,37.64135
2020-10-30,32.63327
2020-10-31,23.10177
2020-11-01,27.9483
2020-11-02,36.18739
2020-11-03,37.31825
2020-11-04,34.24878
2020-11-05,35.70274
2020-11-06,25.04038
2020-11-07,21.00161
2020-11-08,26.00969
2020-11-09,30.37156
2020-11-10,33.44103
2020-11-11,29.88691
2020-11-12,28.75605
2020-11-13,27.78675
2020-11-14,17.28594
2020-11-15,18.57835
2020-11-16,30.85621
2020-11-17,29.07915
2020-11-18,30.85621
2020-11-19,31.34087
2020-11-20,24.39418
2020-11-21,18.57835
2020-11-22,18.57835
2020-11-23,26.33279
2020-11-24,24.39418
2020-11-25,32.95638
2020-11-26,25.68659
2020-11-27,23.58642
2020-11-28,21.64781
2020-11-29,21.97092
2020-11-30,26.65589
2020-12-01,29.40226
2020-12-02,33.11793
2020-12-03,25.52504
2020-12-04,21.97092
2020-12-05,18.7399
2020-12-06,24.55573
2020-12-07,25.36348
2020-12-08,26.81744
2020-12-09,23.26332
2020-12-10,25.20193
2020-12-11,28.5945
2020-12-12,15.34733
2020-12-13,17.12439
2020-12-14,18.09369
2020-12-15,20.84006
2020-12-16,19.3861
2020-12-17,17.93214
2020-12-18,14.37802
2020-12-19,11.95476
2020-12-20,11.47011
2020-12-21,12.43941
2020-12-22,13.24717
2020-12-23,11.95476
2020-12-24,10.01615
2020-12-25,6.94668
2020-12-26,10.01615
2020-12-27,15.50888
2020-12-28,25.20193
2020-12-29,29.40226
2020-12-30,26.97899
2020-12-31,25.20193
2021-01-01,19.54765
2021-01-02,18.90145
2021-01-03,19.22455
2021-01-04,26.17124
2021-01-05,27.46365
2021-01-06,33.27948
2021-01-07,32.47172
2021-01-08,35.21809
2021-01-09,21.32471
2021-01-10,26.65589
2021-01-11,32.14862
2021-01-12,33.60258
2021-01-13,32.31017
2021-01-14,33.11793
2021-01-15,34.08723
2021-01-16,27.3021
2021-01-17,33.60258
2021-01-18,29.24071
2021-01-19,33.11793
2021-01-20,39.74151
2021-01-21,33.60258
2021-01-22,34.41033
2021-01-23,18.57835
2021-01-24,24.87883
2021-01-25,38.44911
2021-01-26,36.99515
2021-01-27,38.44911
2021-01-28,29.56381
2021-01-29,34.08723
2021-01-30,27.3021
2021-01-31,25.20193
2021-02-01,32.79483
2021-02-02,39.57996
2021-02-03,38.44911
2021-02-04,36.18739
2021-02-05,33.44103
2021-02-06,22.61712
2021-02-07,20.35541
2021-02-08,37.8029
2021-02-09,37.8029
2021-02-10,33.76413
2021-02-11,25.20193
2021-02-12,38.93376
2021-02-13,30.53311
2021-02-14,33.11793
2021-02-15,59.12762
2021-02-16,41.68012
2021-02-17,32.95638
2021-02-18,34.89499
2021-02-19,33.76413
2021-02-20,27.46365
2021-02-21,29.72536
2021-02-22,34.89499
2021-02-23,31.50242
2021-02-24,30.69466
2021-02-25,36.8336
2021-02-26,36.34894
2021-02-27,20.35541
2021-02-28,30.37156
2021-03-01,30.37156
2021-03-02,34.89499
2021-03-03,31.50242
2021-03-04,25.20193
2021-03-05,25.20193
2021-03-06,25.84814
2021-03-07,22.29402
2021-03-08,25.68659
2021-03-09,28.5945
2021-03-10,29.40226
2021-03-11,59.61227
2021-03-12,32.79483
2021-03-13,18.4168
2021-03-14,22.77867
2021-03-15,23.26332
2021-03-16,29.72536
2021-03-17,30.69466
2021-03-18,26.33279
2021-03-19,18.90145
2021-03-20,17.77059
2021-03-21,20.51696
2021-03-22,30.53311
2021-03-23,30.85621
2021-03-24,22.94022
2021-03-25,29.40226
2021-03-26,30.53311
2021-03-27,26.81744
2021-03-28,25.68659
2021-03-29,27.78675
2021-03-30,33.27948
2021-03-31,31.50242
2021-04-01,26.33279
2021-04-02,21.48626
2021-04-03,23.42487
2021-04-04,20.51696
2021-04-05,25.36348
2021-04-06,27.3021
2021-04-07,25.52504
2021-04-08,22.13247
2021-04-09,20.19386
2021-04-10,14.53957
2021-04-11,15.99353
2021-04-12,21.16316
2021-04-13,25.04038
2021-04-14,22.77867
2021-04-15,19.063
2021-04-16,24.55573
2021-04-17,13.57027
2021-04-18,19.063
2021-04-19,22.77867
2021-04-20,28.10985
2021-04-21,25.36348
2021-04-22,19.87075
2021-04-23,23.26332
2021-04-24,17.28594
2021-04-25,19.54765
2021-04-26,21.97092
2021-04-27,25.04038
2021-04-28,18.90145
2021-04-29,24.55573
2021-04-30,23.58642
2021-05-01,17.77059
2021-05-02,17.28594
2021-05-03,22.77867
2021-05-04,24.39418
2021-05-05,20.67851
2021-05-06,22.94022
2021-05-07,18.4168
2021-05-08,14.37802
2021-05-09,15.02423
2021-05-10,19.7092
2021-05-11,23.90953
2021-05-12,19.22455
2021-05-13,20.51696
2021-05-14,21.00161
2021-05-15,12.43941
2021-05-16,23.10177
2021-05-17,23.26332
2021-05-18,18.4168
2021-05-19,20.51696
2021-05-20,26.81744
2021-05-21,22.77867
2021-05-22,19.3861
2021-05-23,23.26332
2021-05-24,25.20193
2021-05-25,25.52504
2021-05-26,29.07915
2021-05-27,22.13247
2021-05-28,22.61712
2021-05-29,12.27786
2021-05-30,16.31663
2021-05-31,22.77867
2021-06-01,20.67851
2021-06-02,17.93214
2021-06-03,21.48626
2021-06-04,17.77059
2021-06-05,12.76252
2021-06-06,15.83198
2021-06-07,15.83198
2021-06-08,20.35541
2021-06-09,21.80936
2021-06-10,21.80936
2021-06-11,18.25525
2021-06-12,14.53957
2021-06-13,14.86268
2021-06-14,19.87075
2021-06-15,24.39418
2021-06-16,20.84006
2021-06-17,20.84006
2021-06-18,16.63974
2021-06-19,17.44749
2021-06-20,14.86268
2021-06-21,21.16316
2021-06-22,18.4168
2021-06-23,15.83198
2021-06-24,19.22455
2021-06-25,20.03231
2021-06-26,13.73182
2021-06-27,13.40872
2021-06-28,18.25525
2021-06-29,21.80936
2021-06-30,21.80936
2021-07-01,21.80936
2021-07-02,18.4168
2021-07-03,11.63166
2021-07-04,12.92407
2021-07-05,19.87075
2021-07-06,18.4168
2021-07-07,20.19386
2021-07-08,21.16316
2021-07-09,17.60904
2021-07-10,14.21647
2021-07-11,14.37802
2021-07-12,21.80936
