date,연금저축한도
2023-07-03,16.66666
2023-07-04,14.50216
2023-07-05,13.85281
2023-07-06,15.80086
2023-07-07,13.41991
2023-07-08,6.70995
2023-07-09,5.84415
2023-07-10,13.85281
2023-07-11,10.60606
2023-07-12,12.77056
2023-07-13,17.96536
2023-07-14,12.98701
2023-07-15,6.9264
2023-07-16,6.27705
2023-07-17,12.33766
2023-07-18,16.66666
2023-07-19,17.31601
2023-07-20,11.03896
2023-07-21,16.45021
2023-07-22,7.57575
2023-07-23,9.5238
2023-07-24,13.20346
2023-07-25,17.31601
2023-07-26,13.41991
2023-07-27,10.38961
2023-07-28,14.06926
2023-07-29,6.70995
2023-07-30,8.44155
2023-07-31,13.20346
2023-08-01,14.50216
2023-08-02,14.28571
2023-08-03,14.71861
2023-08-04,14.06926
2023-08-05,7.14285
2023-08-06,5.1948
2023-08-07,10.17316
2023-08-08,13.41991
2023-08-09,11.90476
2023-08-10,12.77056
2023-08-11,10.60606
2023-08-12,4.329
2023-08-13,5.41125
2023-08-14,14.06926
2023-08-15,9.9567
2023-08-16,12.55411
2023-08-17,13.20346
2023-08-18,8.87445
2023-08-19,8.87445
2023-08-20,4.54545
2023-08-21,13.20346
2023-08-22,12.33766
2023-08-23,14.06926
2023-08-24,11.68831
2023-08-25,12.77056
2023-08-26,8.00865
2023-08-27,6.70995
2023-08-28,16.01731
2023-08-29,16.66666
2023-08-30,15.15151
2023-08-31,14.06926
2023-09-01,16.01731
2023-09-02,5.6277
2023-09-03,9.0909
2023-09-04,13.85281
2023-09-05,14.71861
2023-09-06,18.18181
2023-09-07,12.77056
2023-09-08,11.47186
2023-09-09,3.4632
2023-09-10,8.2251
2023-09-11,14.28571
2023-09-12,16.88311
2023-09-13,11.47186
2023-09-14,12.98701
2023-09-15,13.63636
2023-09-16,9.30735
2023-09-17,5.6277
2023-09-18,13.41991
2023-09-19,11.90476
2023-09-20,13.85281
2023-09-21,14.06926
2023-09-22,13.20346
2023-09-23,4.329
2023-09-24,3.67965
2023-09-25,18.18181
2023-09-26,12.55411
2023-09-27,13.20346
2023-09-28,6.9264
2023-09-29,2.5974
2023-09-30,5.41125
2023-10-01,6.27705
2023-10-02,6.0606
2023-10-03,8.00865
2023-10-04,15.80086
2023-10-05,17.96536
2023-10-06,15.15151
2023-10-07,6.70995
2023-10-08,8.00865
2023-10-09,8.87445
2023-10-10,20.77922
2023-10-11,20.77922
2023-10-12,14.50216
2023-10-13,11.47186
2023-10-14,7.14285
2023-10-15,8.2251
2023-10-16,11.25541
2023-10-17,15.15151
2023-10-18,13.63636
2023-10-19,15.58441
2023-10-20,15.80086
2023-10-21,5.84415
2023-10-22,5.1948
2023-10-23,14.28571
2023-10-24,19.69696
2023-10-25,24.02597
2023-10-26,16.66666
2023-10-27,18.18181
2023-10-28,8.00865
2023-10-29,5.6277
2023-10-30,13.20346
2023-10-31,20.12987
2023-11-01,17.53246
2023-11-02,20.56277
2023-11-03,19.48051
2023-11-04,6.4935
2023-11-05,6.27705
2023-11-06,19.91341
2023-11-07,17.96536
2023-11-08,16.88311
2023-11-09,19.48051
2023-11-10,14.71861
2023-11-11,8.00865
2023-11-12,9.5238
2023-11-13,20.34632
2023-11-14,14.71861
2023-11-15,22.07792
2023-11-16,17.96536
2023-11-17,17.96536
2023-11-18,8.00865
2023-11-19,11.25541
2023-11-20,24.24242
2023-11-21,35.93073
2023-11-22,24.02597
2023-11-23,24.45887
2023-11-24,21.64502
2023-11-25,14.50216
2023-11-26,12.98701
2023-11-27,28.78787
2023-11-28,25.97402
2023-11-29,24.45887
2023-11-30,31.81818
2023-12-01,30.95238
2023-12-02,15.36796
2023-12-03,16.45021
2023-12-04,35.49783
2023-12-05,40.90909
2023-12-06,41.12554
2023-12-07,29.43722
2023-12-08,27.70562
2023-12-09,16.66666
2023-12-10,15.80086
2023-12-11,39.39393
2023-12-12,41.99134
2023-12-13,36.79653
2023-12-14,35.93073
2023-12-15,36.58008
2023-12-16,18.61471
2023-12-17,18.61471
2023-12-18,46.75324
2023-12-19,53.0303
2023-12-20,58.00865
2023-12-21,62.12121
2023-12-22,70.34632
2023-12-23,28.57142
2023-12-24,23.80952
2023-12-25,35.06493
2023-12-26,96.96969
2023-12-27,100.0
2023-12-28,99.56709
2023-12-29,90.90909
2023-12-30,26.62337
2023-12-31,37.66233
2024-01-01,12.12121
2024-01-02,22.07792
2024-01-03,21.64502
2024-01-04,19.26406
2024-01-05,17.53246
2024-01-06,11.25541
2024-01-07,9.74025
2024-01-08,15.58441
2024-01-09,16.23376
2024-01-10,13.20346
2024-01-11,14.93506
2024-01-12,12.98701
2024-01-13,11.03896
2024-01-14,11.90476
2024-01-15,25.75757
2024-01-16,31.81818
2024-01-17,29.00432
2024-01-18,27.92207
2024-01-19,29.00432
2024-01-20,14.28571
2024-01-21,19.91341
2024-01-22,38.96103
2024-01-23,35.28138
2024-01-24,33.54978
2024-01-25,34.84848
2024-01-26,28.13852
2024-01-27,14.71861
2024-01-28,17.31601
2024-01-29,33.33333
2024-01-30,28.13852
2024-01-31,25.54112
2024-02-01,25.32467
2024-02-02,24.24242
2024-02-03,12.55411
2024-02-04,20.12987
2024-02-05,20.34632
2024-02-06,25.32467
2024-02-07,22.29437
2024-02-08,19.04761
2024-02-09,11.25541
2024-02-10,13.20346
2024-02-11,14.50216
2024-02-12,14.93506
2024-02-13,36.79653
2024-02-14,25.97402
2024-02-15,26.83982
2024-02-16,24.67532
2024-02-17,12.55411
2024-02-18,14.28571
2024-02-19,27.05627
2024-02-20,29.00432
2024-02-21,26.62337
2024-02-22,26.19047
2024-02-23,28.78787
2024-02-24,16.01731
2024-02-25,16.66666
2024-02-26,27.05627
2024-02-27,23.16017
2024-02-28,24.67532
2024-02-29,22.07792
2024-03-01,13.41991
2024-03-02,12.33766
2024-03-03,12.98701
2024-03-04,23.59307
2024-03-05,27.92207
2024-03-06,24.24242
2024-03-07,18.61471
2024-03-08,18.39826
2024-03-09,10.82251
2024-03-10,9.5238
2024-03-11,20.77922
2024-03-12,19.04761
2024-03-13,16.66666
2024-03-14,19.48051
2024-03-15,15.15151
2024-03-16,6.4935
2024-03-17,9.0909
2024-03-18,15.15151
2024-03-19,16.88311
2024-03-20,19.91341
