date,엔비디아주식
2021-03-27,2.17171
2021-03-28,0.60606
2021-03-29,1.51515
2021-03-30,2.12121
2021-03-31,2.42424
2021-04-01,3.43434
2021-04-02,4.34343
2021-04-03,1.46464
2021-04-04,0.90909
2021-04-05,3.0303
2021-04-06,3.73737
2021-04-07,3.0303
2021-04-08,4.64646
2021-04-09,3.43434
2021-04-10,2.37373
2021-04-11,0.75757
2021-04-12,1.81818
2021-04-13,5.60606
2021-04-14,7.17171
2021-04-15,5.30303
2021-04-16,5.90909
2021-04-17,2.77777
2021-04-18,1.81818
2021-04-19,2.67676
2021-04-20,4.79797
2021-04-21,3.98989
2021-04-22,3.48484
2021-04-23,2.87878
2021-04-24,2.47474
2021-04-25,1.26262
2021-04-26,2.67676
2021-04-27,2.47474
2021-04-28,3.73737
2021-04-29,3.38383
2021-04-30,3.13131
2021-05-01,2.37373
2021-05-02,0.75757
2021-05-03,1.71717
2021-05-04,2.72727
2021-05-05,2.47474
2021-05-06,2.37373
2021-05-07,2.0707
2021-05-08,1.76767
2021-05-09,1.11111
2021-05-10,1.76767
2021-05-11,2.72727
2021-05-12,2.62626
2021-05-13,2.42424
2021-05-14,1.96969
2021-05-15,1.26262
2021-05-16,0.70707
2021-05-17,1.36363
2021-05-18,1.61616
2021-05-19,1.71717
2021-05-20,2.82828
2021-05-21,3.83838
2021-05-22,2.87878
2021-05-23,0.90909
2021-05-24,2.0202
2021-05-25,3.73737
2021-05-26,3.28282
2021-05-27,3.38383
2021-05-28,3.73737
2021-05-29,3.0303
2021-05-30,1.11111
2021-05-31,1.96969
2021-06-01,2.82828
2021-06-02,3.68686
2021-06-03,4.69696
2021-06-04,4.84848
2021-06-05,4.59595
2021-06-06,2.27272
2021-06-07,2.22222
2021-06-08,4.29292
2021-06-09,3.58585
2021-06-10,3.83838
2021-06-11,3.93939
2021-06-12,3.13131
2021-06-13,1.56565
2021-06-14,2.27272
2021-06-15,4.24242
2021-06-16,3.23232
2021-06-17,2.67676
2021-06-18,6.51515
2021-06-19,2.62626
2021-06-20,1.0101
2021-06-21,2.62626
2021-06-22,3.68686
2021-06-23,5.45454
2021-06-24,3.93939
2021-06-25,3.43434
2021-06-26,2.17171
2021-06-27,1.36363
2021-06-28,1.76767
2021-06-29,3.43434
2021-06-30,3.68686
2021-07-01,2.82828
2021-07-02,3.83838
2021-07-03,2.32323
2021-07-04,1.36363
2021-07-05,2.82828
2021-07-06,3.83838
2021-07-07,4.24242
2021-07-08,4.29292
2021-07-09,2.87878
2021-07-10,2.77777
2021-07-11,1.41414
2021-07-12,2.92929
2021-07-13,4.19191
2021-07-14,3.93939
2021-07-15,5.30303
2021-07-16,4.64646
2021-07-17,4.64646
2021-07-18,2.27272
2021-07-19,3.68686
2021-07-20,9.19191
2021-07-21,7.42424
2021-07-22,6.21212
2021-07-23,5.0505
2021-07-24,3.63636
2021-07-25,1.86868
2021-07-26,3.93939
2021-07-27,4.24242
2021-07-28,4.14141
2021-07-29,4.29292
2021-07-30,4.14141
2021-07-31,3.0303
2021-08-01,1.31313
2021-08-02,2.42424
2021-08-03,3.73737
2021-08-04,4.19191
2021-08-05,4.59595
2021-08-06,3.88888
2021-08-07,2.92929
2021-08-08,1.46464
2021-08-09,2.82828
2021-08-10,3.18181
2021-08-11,5.75757
2021-08-12,4.89898
2021-08-13,4.0404
2021-08-14,2.92929
2021-08-15,2.22222
2021-08-16,3.0303
2021-08-17,4.59595
2021-08-18,3.0808
2021-08-19,4.29292
2021-08-20,3.73737
2021-08-21,3.28282
2021-08-22,1.81818
2021-08-23,4.0404
2021-08-24,5.10101
2021-08-25,4.29292
2021-08-26,4.84848
2021-08-27,4.14141
2021-08-28,4.0404
2021-08-29,2.62626
2021-08-30,3.73737
2021-08-31,5.50505
2021-09-01,4.44444
2021-09-02,3.73737
2021-09-03,3.23232
2021-09-04,3.23232
2021-09-05,2.37373
2021-09-06,2.32323
2021-09-07,3.28282
2021-09-08,4.0909
2021-09-09,4.24242
2021-09-10,3.83838
2021-09-11,2.37373
2021-09-12,1.21212
2021-09-13,1.86868
2021-09-14,3.98989
2021-09-15,3.73737
2021-09-16,2.72727
2021-09-17,3.88888
2021-09-18,2.77777
2021-09-19,1.36363
2021-09-20,1.71717
2021-09-21,3.0808
2021-09-22,2.92929
2021-09-23,3.88888
2021-09-24,3.38383
2021-09-25,3.28282
2021-09-26,1.56565
2021-09-27,2.12121
2021-09-28,3.73737
2021-09-29,3.13131
2021-09-30,3.43434
2021-10-01,2.47474
2021-10-02,2.52525
2021-10-03,1.36363
2021-10-04,2.27272
2021-10-05,4.19191
2021-10-06,2.57575
2021-10-07,3.0808
2021-10-08,2.0707
2021-10-09,1.71717
2021-10-10,0.50505
2021-10-11,1.16161
2021-10-12,2.12121
2021-10-13,2.92929
2021-10-14,2.22222
2021-10-15,2.82828
2021-10-16,2.52525
2021-10-17,1.16161
2021-10-18,1.76767
2021-10-19,2.47474
2021-10-20,2.47474
2021-10-21,2.77777
2021-10-22,2.67676
2021-10-23,2.22222
2021-10-24,1.31313
2021-10-25,2.27272
2021-10-26,5.50505
2021-10-27,5.75757
2021-10-28,5.15151
2021-10-29,4.79797
2021-10-30,3.68686
2021-10-31,1.61616
2021-11-01,2.92929
2021-11-02,4.39393
2021-11-03,5.15151
2021-11-04,8.18181
2021-11-05,13.73737
2021-11-06,5.80808
2021-11-07,2.27272
2021-11-08,5.85858
2021-11-09,10.45454
2021-11-10,9.39393
2021-11-11,7.37373
2021-11-12,6.76767
2021-11-13,4.19191
2021-11-14,2.62626
2021-11-15,5.60606
2021-11-16,6.26262
2021-11-17,6.46464
2021-11-18,10.65656
2021-11-19,9.54545
2021-11-20,6.21212
2021-11-21,3.28282
2021-11-22,5.35353
2021-11-23,8.38383
2021-11-24,5.35353
2021-11-25,6.0606
2021-11-26,4.94949
2021-11-27,5.60606
2021-11-28,2.27272
2021-11-29,4.49494
2021-11-30,6.81818
2021-12-01,6.81818
2021-12-02,7.87878
2021-12-03,5.20202
2021-12-04,5.70707
2021-12-05,2.37373
2021-12-06,5.30303
2021-12-07,8.23232
2021-12-08,7.27272
2021-12-09,5.80808
2021-12-10,6.21212
2021-12-11,4.79797
2021-12-12,3.13131
2021-12-13,3.0808
2021-12-14,8.83838
2021-12-15,6.21212
2021-12-16,5.60606
2021-12-17,7.37373
2021-12-18,6.36363
2021-12-19,2.67676
2021-12-20,5.35353
2021-12-21,6.21212
2021-12-22,6.66666
2021-12-23,6.51515
2021-12-24,8.23232
2021-12-25,3.0808
2021-12-26,2.87878
2021-12-27,4.89898
2021-12-28,8.43434
2021-12-29,8.23232
2021-12-30,6.56565
2021-12-31,5.15151
2022-01-01,4.0404
2022-01-02,2.0707
2022-01-03,4.64646
2022-01-04,7.17171
2022-01-05,9.69696
2022-01-06,9.0404
2022-01-07,6.26262
2022-01-08,6.31313
2022-01-09,3.0303
2022-01-10,4.49494
2022-01-11,7.52525
2022-01-12,7.0202
2022-01-13,8.0303
2022-01-14,9.64646
2022-01-15,4.49494
2022-01-16,2.52525
2022-01-17,3.28282
2022-01-18,5.70707
2022-01-19,9.0909
2022-01-20,9.54545
2022-01-21,12.27272
2022-01-22,8.13131
2022-01-23,4.24242
2022-01-24,7.52525
2022-01-25,10.90909
2022-01-26,10.60606
2022-01-27,8.88888
2022-01-28,9.89898
2022-01-29,6.71717
2022-01-30,2.92929
2022-01-31,2.67676
2022-02-01,6.91919
2022-02-02,8.18181
2022-02-03,7.97979
2022-02-04,7.22222
2022-02-05,4.84848
2022-02-06,2.42424
2022-02-07,4.0909
2022-02-08,6.56565
2022-02-09,6.26262
2022-02-10,7.22222
2022-02-11,4.39393
2022-02-12,5.35353
2022-02-13,1.56565
2022-02-14,2.67676
2022-02-15,4.69696
2022-02-16,8.28282
2022-02-17,7.92929
2022-02-18,6.31313
2022-02-19,5.30303
2022-02-20,1.86868
2022-02-21,3.48484
2022-02-22,5.55555
2022-02-23,6.56565
2022-02-24,7.12121
2022-02-25,5.95959
2022-02-26,4.14141
2022-02-27,1.61616
2022-02-28,2.82828
2022-03-01,4.64646
2022-03-02,4.79797
2022-03-03,5.0
2022-03-04,4.0909
2022-03-05,4.49494
2022-03-06,2.22222
2022-03-07,2.22222
2022-03-08,5.95959
2022-03-09,3.68686
2022-03-10,3.18181
2022-03-11,3.63636
2022-03-12,2.77777
2022-03-13,1.36363
2022-03-14,3.53535
2022-03-15,5.0505
2022-03-16,4.89898
2022-03-17,5.20202
2022-03-18,4.69696
2022-03-19,3.33333
2022-03-20,2.87878
2022-03-21,2.97979
2022-03-22,5.50505
2022-03-23,6.81818
2022-03-24,6.41414
2022-03-25,10.20202
2022-03-26,4.59595
2022-03-27,2.47474
2022-03-28,4.29292
2022-03-29,6.96969
2022-03-30,6.11111
2022-03-31,4.89898
2022-04-01,4.54545
2022-04-02,3.38383
2022-04-03,1.81818
2022-04-04,3.68686
2022-04-05,4.74747
2022-04-06,4.64646
2022-04-07,6.36363
2022-04-08,5.90909
2022-04-09,6.96969
2022-04-10,1.86868
2022-04-11,6.16161
2022-04-12,8.0303
2022-04-13,6.71717
2022-04-14,6.26262
2022-04-15,5.65656
2022-04-16,3.18181
2022-04-17,1.61616
2022-04-18,4.19191
2022-04-19,6.61616
2022-04-20,5.75757
2022-04-21,6.66666
2022-04-22,8.68686
2022-04-23,5.90909
2022-04-24,2.0202
2022-04-25,10.65656
2022-04-26,9.39393
2022-04-27,8.98989
2022-04-28,8.63636
2022-04-29,6.0606
2022-04-30,4.14141
2022-05-01,2.17171
2022-05-02,4.14141
2022-05-03,7.32323
2022-05-04,5.80808
2022-05-05,4.74747
2022-05-06,5.35353
2022-05-07,3.13131
2022-05-08,1.41414
2022-05-09,2.82828
2022-05-10,9.44444
2022-05-11,8.73737
2022-05-12,9.14141
2022-05-13,8.0808
2022-05-14,4.79797
2022-05-15,2.37373
2022-05-16,5.40404
2022-05-17,6.36363
2022-05-18,5.70707
2022-05-19,5.20202
2022-05-20,5.0505
2022-05-21,4.0404
2022-05-22,1.51515
2022-05-23,3.0808
2022-05-24,6.0101
2022-05-25,6.0101
2022-05-26,12.97979
2022-05-27,7.37373
2022-05-28,3.33333
2022-05-29,2.17171
2022-05-30,3.58585
2022-05-31,3.33333
2022-06-01,4.24242
2022-06-02,3.28282
2022-06-03,5.40404
2022-06-04,2.67676
2022-06-05,1.26262
2022-06-06,2.0202
2022-06-07,3.98989
2022-06-08,4.24242
2022-06-09,3.58585
2022-06-10,3.0303
2022-06-11,2.87878
2022-06-12,1.71717
2022-06-13,3.18181
2022-06-14,5.60606
2022-06-15,3.53535
2022-06-16,4.14141
2022-06-17,4.0909
2022-06-18,2.67676
2022-06-19,1.66666
2022-06-20,2.22222
2022-06-21,2.77777
2022-06-22,3.23232
2022-06-23,3.33333
2022-06-24,2.52525
2022-06-25,2.57575
2022-06-26,0.65656
2022-06-27,2.37373
2022-06-28,3.73737
2022-06-29,3.33333
2022-06-30,3.83838
2022-07-01,3.13131
2022-07-02,3.33333
2022-07-03,1.51515
2022-07-04,1.81818
2022-07-05,3.53535
2022-07-06,3.0303
2022-07-07,3.0303
2022-07-08,2.37373
2022-07-09,1.81818
2022-07-10,1.0606
2022-07-11,1.31313
2022-07-12,2.27272
2022-07-13,2.0707
2022-07-14,1.96969
2022-07-15,2.82828
2022-07-16,1.46464
2022-07-17,0.45454
2022-07-18,1.26262
2022-07-19,2.67676
2022-07-20,2.77777
2022-07-21,3.68686
2022-07-22,3.93939
2022-07-23,2.62626
2022-07-24,0.35353
2022-07-25,2.0202
2022-07-26,2.37373
2022-07-27,1.86868
2022-07-28,2.77777
2022-07-29,3.18181
2022-07-30,2.27272
2022-07-31,0.55555
2022-08-01,2.32323
2022-08-02,2.77777
2022-08-03,3.83838
2022-08-04,4.0404
2022-08-05,3.68686
2022-08-06,1.61616
2022-08-07,1.0101
2022-08-08,5.45454
2022-08-09,7.82828
2022-08-10,5.0
2022-08-11,5.10101
2022-08-12,3.13131
2022-08-13,2.57575
2022-08-14,0.60606
2022-08-15,1.71717
2022-08-16,3.43434
2022-08-17,3.18181
2022-08-18,2.82828
2022-08-19,2.77777
2022-08-20,1.26262
2022-08-21,0.85858
2022-08-22,1.66666
2022-08-23,2.47474
2022-08-24,3.58585
2022-08-25,4.94949
2022-08-26,2.97979
2022-08-27,4.0909
2022-08-28,1.26262
2022-08-29,2.12121
2022-08-30,2.87878
2022-08-31,3.28282
2022-09-01,7.17171
2022-09-02,9.79797
2022-09-03,3.0303
2022-09-04,1.66666
2022-09-05,2.0707
2022-09-06,2.52525
2022-09-07,3.28282
2022-09-08,2.82828
2022-09-09,2.0202
2022-09-10,2.32323
2022-09-11,1.11111
2022-09-12,2.17171
2022-09-13,3.63636
2022-09-14,5.50505
2022-09-15,4.54545
2022-09-16,4.34343
2022-09-17,2.17171
2022-09-18,1.41414
2022-09-19,1.66666
2022-09-20,4.14141
2022-09-21,4.89898
2022-09-22,4.59595
2022-09-23,3.98989
2022-09-24,2.72727
2022-09-25,1.36363
2022-09-26,2.72727
2022-09-27,3.88888
2022-09-28,3.23232
2022-09-29,2.47474
2022-09-30,2.72727
2022-10-01,1.96969
2022-10-02,1.0606
2022-10-03,1.0101
2022-10-04,2.92929
2022-10-05,2.97979
2022-10-06,2.27272
2022-10-07,2.32323
2022-10-08,1.56565
2022-10-09,0.90909
2022-10-10,2.0202
2022-10-11,2.72727
2022-10-12,2.42424
2022-10-13,3.0808
2022-10-14,1.91919
2022-10-15,2.57575
2022-10-16,1.21212
2022-10-17,1.66666
2022-10-18,2.87878
2022-10-19,2.47474
2022-10-20,2.17171
2022-10-21,2.42424
2022-10-22,1.31313
2022-10-23,0.50505
2022-10-24,1.46464
2022-10-25,2.47474
2022-10-26,2.17171
2022-10-27,3.28282
2022-10-28,1.76767
2022-10-29,1.91919
2022-10-30,0.80808
2022-10-31,1.46464
2022-11-01,2.62626
2022-11-02,1.66666
2022-11-03,2.22222
2022-11-04,2.0707
2022-11-05,1.26262
2022-11-06,0.90909
2022-11-07,1.71717
2022-11-08,2.77777
2022-11-09,2.57575
2022-11-10,2.37373
2022-11-11,4.79797
2022-11-12,3.53535
2022-11-13,0.65656
2022-11-14,1.46464
2022-11-15,3.0303
2022-11-16,3.18181
2022-11-17,3.88888
2022-11-18,2.72727
2022-11-19,1.46464
2022-11-20,0.90909
2022-11-21,1.76767
2022-11-22,3.0303
2022-11-23,2.67676
2022-11-24,2.67676
2022-11-25,1.71717
2022-11-26,2.47474
2022-11-27,0.80808
2022-11-28,1.21212
2022-11-29,1.96969
2022-11-30,1.66666
2022-12-01,2.62626
2022-12-02,2.12121
2022-12-03,1.66666
2022-12-04,0.55555
2022-12-05,1.26262
2022-12-06,3.43434
2022-12-07,1.26262
2022-12-08,1.71717
2022-12-09,1.91919
2022-12-10,1.81818
2022-12-11,0.35353
2022-12-12,1.11111
2022-12-13,3.18181
2022-12-14,4.19191
2022-12-15,2.22222
2022-12-16,2.27272
2022-12-17,1.51515
2022-12-18,1.21212
2022-12-19,1.41414
2022-12-20,1.71717
2022-12-21,2.0707
2022-12-22,2.37373
2022-12-23,3.28282
2022-12-24,1.36363
2022-12-25,1.0101
2022-12-26,1.81818
2022-12-27,1.91919
2022-12-28,3.18181
2022-12-29,1.56565
2022-12-30,2.0202
2022-12-31,1.31313
2023-01-01,0.80808
2023-01-02,2.0707
2023-01-03,2.17171
2023-01-04,2.92929
2023-01-05,2.97979
2023-01-06,2.67676
2023-01-07,1.81818
2023-01-08,0.85858
2023-01-09,1.41414
2023-01-10,3.53535
2023-01-11,3.13131
2023-01-12,2.52525
2023-01-13,2.47474
2023-01-14,1.81818
2023-01-15,0.70707
2023-01-16,1.16161
2023-01-17,2.27272
2023-01-18,4.49494
2023-01-19,2.87878
2023-01-20,2.12121
2023-01-21,2.27272
2023-01-22,1.46464
2023-01-23,1.51515
2023-01-24,4.74747
2023-01-25,4.59595
2023-01-26,4.74747
2023-01-27,4.94949
2023-01-28,3.48484
2023-01-29,2.47474
2023-01-30,4.14141
2023-01-31,5.0505
2023-02-01,4.84848
2023-02-02,7.17171
2023-02-03,7.87878
2023-02-04,5.65656
2023-02-05,2.47474
2023-02-06,4.44444
2023-02-07,5.70707
2023-02-08,8.88888
2023-02-09,7.57575
2023-02-10,7.87878
2023-02-11,3.78787
2023-02-12,2.32323
2023-02-13,4.44444
2023-02-14,6.36363
2023-02-15,8.18181
2023-02-16,7.52525
2023-02-17,6.16161
2023-02-18,3.48484
2023-02-19,2.37373
2023-02-20,3.78787
2023-02-21,3.63636
2023-02-22,4.69696
2023-02-23,12.62626
2023-02-24,20.55555
2023-02-25,5.85858
2023-02-26,3.33333
2023-02-27,5.50505
2023-02-28,5.45454
2023-03-01,6.26262
2023-03-02,5.90909
2023-03-03,5.85858
2023-03-04,3.68686
2023-03-05,3.13131
2023-03-06,6.31313
2023-03-07,7.42424
2023-03-08,7.87878
2023-03-09,7.97979
2023-03-10,6.86868
2023-03-11,3.0808
2023-03-12,1.41414
2023-03-13,5.45454
2023-03-14,7.47474
2023-03-15,8.0303
2023-03-16,7.87878
2023-03-17,12.92929
2023-03-18,5.60606
2023-03-19,3.0808
2023-03-20,6.81818
2023-03-21,8.0303
2023-03-22,12.12121
2023-03-23,14.14141
2023-03-24,11.21212
2023-03-25,5.65656
2023-03-26,2.42424
2023-03-27,6.31313
2023-03-28,8.38383
2023-03-29,8.33333
2023-03-30,7.92929
2023-03-31,8.0808
2023-04-01,5.95959
2023-04-02,2.17171
2023-04-03,6.61616
2023-04-04,9.0404
2023-04-05,8.88888
2023-04-06,6.36363
2023-04-07,6.66666
2023-04-08,2.67676
2023-04-09,1.81818
2023-04-10,5.55555
2023-04-11,8.38383
2023-04-12,8.0808
2023-04-13,7.47474
2023-04-14,7.37373
2023-04-15,3.83838
2023-04-16,1.61616
2023-04-17,5.25252
2023-04-18,7.67676
2023-04-19,10.10101
2023-04-20,8.33333
2023-04-21,6.91919
2023-04-22,5.20202
2023-04-23,1.21212
2023-04-24,5.20202
2023-04-25,8.78787
2023-04-26,7.0202
2023-04-27,9.39393
2023-04-28,7.37373
2023-04-29,4.34343
2023-04-30,1.86868
2023-05-01,4.54545
2023-05-02,9.39393
2023-05-03,6.71717
2023-05-04,5.70707
2023-05-05,5.40404
2023-05-06,3.18181
2023-05-07,1.36363
2023-05-08,5.10101
2023-05-09,5.75757
2023-05-10,6.31313
2023-05-11,7.12121
2023-05-12,6.16161
2023-05-13,2.42424
2023-05-14,1.11111
2023-05-15,4.44444
2023-05-16,5.95959
2023-05-17,7.72727
2023-05-18,9.59595
2023-05-19,13.73737
2023-05-20,4.69696
2023-05-21,2.17171
2023-05-22,6.51515
2023-05-23,9.54545
2023-05-24,9.0404
2023-05-25,80.70707
2023-05-26,69.79797
2023-05-27,24.34343
2023-05-28,8.48484
