date,퇴직연금DC형
2023-05-29,10.66471
2023-05-30,37.9474
2023-05-31,40.39444
2023-06-01,42.40321
2023-06-02,36.9978
2023-06-03,12.16216
2023-06-04,9.45945
2023-06-05,30.89846
2023-06-06,12.45434
2023-06-07,43.38933
2023-06-08,46.05551
2023-06-09,39.59094
2023-06-10,11.32213
2023-06-11,9.20379
2023-06-12,41.38056
2023-06-13,48.61212
2023-06-14,55.29583
2023-06-15,50.65741
2023-06-16,41.74579
2023-06-17,12.2352
2023-06-18,11.35865
2023-06-19,45.06939
2023-06-20,49.59824
2023-06-21,46.82249
2023-06-22,44.9233
2023-06-23,39.33528
2023-06-24,11.9065
2023-06-25,11.39517
2023-06-26,37.61869
2023-06-27,46.93206
2023-06-28,40.13878
2023-06-29,40.54054
2023-06-30,34.87947
2023-07-01,13.6596
2023-07-02,10.84733
2023-07-03,35.35427
2023-07-04,42.29364
2023-07-05,42.51278
2023-07-06,42.00146
2023-07-07,40.3214
2023-07-08,11.57779
2023-07-09,12.41782
2023-07-10,40.35792
2023-07-11,43.17019
2023-07-12,37.03433
2023-07-13,33.71073
2023-07-14,26.44265
2023-07-15,10.15339
2023-07-16,9.89773
2023-07-17,24.54346
2023-07-18,25.93133
2023-07-19,26.18699
2023-07-20,24.68955
2023-07-21,18.7363
2023-07-22,7.12198
2023-07-23,8.76552
2023-07-24,21.58509
2023-07-25,25.0913
2023-07-26,23.22863
2023-07-27,22.42512
2023-07-28,20.19722
2023-07-29,7.88897
2023-07-30,7.96201
2023-07-31,21.11029
2023-08-01,23.77647
2023-08-02,21.439
2023-08-03,21.65814
2023-08-04,18.18845
2023-08-05,7.26807
2023-08-06,7.12198
2023-08-07,21.25639
2023-08-08,21.98685
2023-08-09,21.29291
2023-08-10,24.03214
2023-08-11,21.36596
2023-08-12,8.1081
2023-08-13,8.40029
2023-08-14,18.55368
2023-08-15,9.75164
2023-08-16,22.60774
2023-08-17,24.7626
2023-08-18,20.9642
2023-08-19,9.13075
2023-08-20,6.90284
2023-08-21,21.32943
2023-08-22,23.11906
2023-08-23,22.05989
2023-08-24,23.04601
2023-08-25,21.11029
2023-08-26,9.78816
2023-08-27,8.07158
2023-08-28,25.05478
2023-08-29,25.93133
2023-08-30,24.32432
2023-08-31,24.10518
2023-09-01,26.26004
2023-09-02,9.20379
2023-09-03,8.47333
2023-09-04,25.63915
2023-09-05,30.71585
2023-09-06,25.34696
2023-09-07,23.44777
2023-09-08,23.08254
2023-09-09,8.07158
2023-09-10,7.85244
2023-09-11,27.28268
2023-09-12,27.57487
2023-09-13,24.98173
2023-09-14,21.36596
2023-09-15,21.25639
2023-09-16,8.43681
2023-09-17,8.32724
2023-09-18,24.43389
2023-09-19,25.5661
2023-09-20,23.59386
2023-09-21,22.68078
2023-09-22,17.16581
2023-09-23,6.75675
2023-09-24,8.03506
2023-09-25,23.00949
2023-09-26,18.91891
2023-09-27,17.01972
2023-09-28,7.26807
2023-09-29,5.77063
2023-09-30,4.67494
2023-10-01,5.47845
2023-10-02,7.6333
2023-10-03,8.80204
2023-10-04,29.40102
2023-10-05,26.22352
2023-10-06,22.8634
2023-10-07,9.09422
2023-10-08,8.03506
2023-10-09,7.3046
2023-10-10,23.44777
2023-10-11,27.83053
2023-10-12,25.85829
2023-10-13,20.67202
2023-10-14,7.74287
2023-10-15,17.01972
2023-10-16,30.86194
2023-10-17,29.47406
2023-10-18,26.88093
2023-10-19,23.3382
2023-10-20,20.34331
2023-10-21,9.5325
2023-10-22,7.48721
2023-10-23,23.55734
2023-10-24,25.45653
2023-10-25,30.53323
2023-10-26,25.78524
2023-10-27,22.57121
2023-10-28,9.13075
2023-10-29,7.66983
2023-10-30,24.25127
2023-10-31,26.55222
2023-11-01,29.98539
2023-11-02,25.34696
2023-11-03,23.3382
2023-11-04,10.04382
2023-11-05,8.76552
2023-11-06,28.78013
2023-11-07,28.56099
2023-11-08,25.31044
2023-11-09,27.35573
2023-11-10,22.97297
2023-11-11,8.80204
2023-11-12,7.48721
2023-11-13,26.0409
2023-11-14,26.91745
2023-11-15,25.74872
2023-11-16,27.24616
2023-11-17,22.8634
2023-11-18,7.81592
2023-11-19,10.29948
2023-11-20,26.11395
2023-11-21,27.97662
2023-11-22,26.07742
2023-11-23,27.79401
2023-11-24,26.11395
2023-11-25,9.89773
2023-11-26,9.24032
2023-11-27,28.7436
2023-11-28,29.10883
2023-11-29,29.40102
2023-11-30,31.99415
2023-12-01,31.66544
2023-12-02,11.17604
2023-12-03,11.46822
2023-12-04,32.0672
2023-12-05,37.87436
2023-12-06,34.66033
2023-12-07,33.78378
2023-12-08,28.99926
2023-12-09,13.6596
2023-12-10,11.13951
2023-12-11,33.63769
2023-12-12,43.31628
2023-12-13,43.35281
2023-12-14,38.16654
2023-12-15,34.58728
2023-12-16,12.05259
2023-12-17,10.70124
2023-12-18,37.25346
2023-12-19,39.44485
2023-12-20,40.13878
2023-12-21,35.06208
2023-12-22,35.13513
2023-12-23,13.6596
2023-12-24,10.04382
2023-12-25,13.95178
2023-12-26,48.21037
2023-12-27,49.81738
2023-12-28,52.26442
2023-12-29,45.69028
2023-12-30,19.97808
2023-12-31,16.65449
2024-01-01,14.49963
2024-01-02,51.78962
2024-01-03,45.47114
2024-01-04,43.24324
2024-01-05,37.83783
2024-01-06,15.74141
2024-01-07,13.22132
2024-01-08,35.75602
2024-01-09,38.20306
2024-01-10,44.08327
2024-01-11,43.35281
2024-01-12,32.65157
2024-01-13,14.57268
2024-01-14,14.64572
2024-01-15,35.28122
2024-01-16,36.523
2024-01-17,31.99415
2024-01-18,29.40102
2024-01-19,30.53323
2024-01-20,13.95178
2024-01-21,14.57268
2024-01-22,33.0168
2024-01-23,35.53688
2024-01-24,31.51935
2024-01-25,33.92987
2024-01-26,31.44631
2024-01-27,14.09788
2024-01-28,13.07523
2024-01-29,32.0672
2024-01-30,35.06208
2024-01-31,38.13002
2024-02-01,39.3718
2024-02-02,29.87582
2024-02-03,14.57268
2024-02-04,13.03871
2024-02-05,33.52812
2024-02-06,39.48137
2024-02-07,32.24981
2024-02-08,26.11395
2024-02-09,13.76917
2024-02-10,9.89773
2024-02-11,8.72899
2024-02-12,12.34477
2024-02-13,38.13002
2024-02-14,37.07085
2024-02-15,37.61869
2024-02-16,29.51059
2024-02-17,13.91526
2024-02-18,12.01607
2024-02-19,32.542
2024-02-20,35.13513
2024-02-21,34.00292
2024-02-22,32.98027
2024-02-23,30.168
2024-02-24,12.71
2024-02-25,14.02483
2024-02-26,32.68809
2024-02-27,34.7699
2024-02-28,31.44631
2024-02-29,33.0168
2024-03-01,14.46311
2024-03-02,11.9065
2024-03-03,12.27173
2024-03-04,39.00657
2024-03-05,45.32505
2024-03-06,37.36303
2024-03-07,35.60993
2024-03-08,32.76113
2024-03-09,13.95178
2024-03-10,12.34477
2024-03-11,36.1943
2024-03-12,38.49525
2024-03-13,34.07596
2024-03-14,32.61504
2024-03-15,27.86705
2024-03-16,10.77428
2024-03-17,11.61431
2024-03-18,33.23593
2024-03-19,32.14024
2024-03-20,32.50547
