date,LG디스플레이주가
2020-03-20,21.1427
2020-03-21,3.08453
2020-03-22,2.3622
2020-03-23,16.73065
2020-03-24,17.19268
2020-03-25,17.39441
2020-03-26,18.59178
2020-03-27,19.88026
2020-03-28,2.62901
2020-03-29,2.32316
2020-03-30,16.08641
2020-03-31,17.27077
2020-04-01,16.04086
2020-04-02,15.91071
2020-04-03,13.66564
2020-04-04,2.04984
2020-04-05,1.47719
2020-04-06,16.13847
2020-04-07,16.3402
2020-04-08,14.21227
2020-04-09,15.31203
2020-04-10,16.9519
2020-04-11,2.51838
2020-04-12,2.07587
2020-04-13,13.12552
2020-04-14,13.2817
2020-04-15,2.0108
2020-04-16,11.94117
2020-04-17,15.5463
2020-04-18,2.1019
2020-04-19,1.69844
2020-04-20,14.58319
2020-04-21,13.26218
2020-04-22,13.99752
2020-04-23,15.94325
2020-04-24,12.78714
2020-04-25,1.51623
2020-04-26,1.02817
2020-04-27,12.44224
2020-04-28,13.48343
2020-04-29,12.90427
2020-04-30,1.80256
2020-05-01,2.20602
2020-05-02,1.15181
2020-05-03,0.98262
2020-05-04,9.21455
2020-05-05,1.7505
2020-05-06,11.30344
2020-05-07,10.52254
2020-05-08,10.71777
2020-05-09,1.47068
2020-05-10,1.13229
2020-05-11,10.62666
2020-05-12,10.3989
2020-05-13,10.5681
2020-05-14,10.3078
2020-05-15,9.94338
2020-05-16,1.44465
2020-05-17,1.64638
2020-05-18,10.5746
2020-05-19,14.51161
2020-05-20,11.7915
2020-05-21,11.7915
2020-05-22,10.53556
2020-05-23,1.67241
2020-05-24,1.50972
2020-05-25,11.25138
2020-05-26,13.106
2020-05-27,13.87388
2020-05-28,12.87173
2020-05-29,11.45311
2020-05-30,1.55528
2020-05-31,1.41862
2020-06-01,13.39884
2020-06-02,17.8174
2020-06-03,20.69369
2020-06-04,20.34229
2020-06-05,18.05166
2020-06-06,2.35569
2020-06-07,2.06936
2020-06-08,21.9236
2020-06-09,21.71536
2020-06-10,17.83692
2020-06-11,17.41393
2020-06-12,14.24481
2020-06-13,1.91969
2020-06-14,1.54226
2020-06-15,14.08212
2020-06-16,14.64827
2020-06-17,15.01919
2020-06-18,12.39669
2020-06-19,13.13203
2020-06-20,1.37957
2020-06-21,1.45116
2020-06-22,11.64182
2020-06-23,14.51161
2020-06-24,12.67
2020-06-25,10.75681
2020-06-26,10.73078
2020-06-27,1.04119
2020-06-28,0.99564
2020-06-29,9.37072
2020-06-30,11.34899
2020-07-01,12.88475
2020-07-02,13.04743
2020-07-03,10.82839
2020-07-04,1.32752
2020-07-05,1.96525
2020-07-06,21.33793
2020-07-07,17.88898
2020-07-08,14.98015
2020-07-09,15.34456
2020-07-10,11.30994
2020-07-11,1.80907
2020-07-12,4.41205
2020-07-13,18.88462
2020-07-14,13.81531
2020-07-15,16.0734
2020-07-16,14.31639
2020-07-17,12.33812
2020-07-18,1.42513
2020-07-19,1.58131
2020-07-20,12.94982
2020-07-21,17.40743
2020-07-22,16.06038
2020-07-23,14.9346
2020-07-24,13.978
2020-07-25,1.73098
2020-07-26,1.48369
2020-07-27,13.21012
2020-07-28,15.36409
2020-07-29,16.62002
2020-07-30,15.42916
2020-07-31,12.4032
2020-08-01,1.82208
2020-08-02,1.45116
2020-08-03,12.17544
2020-08-04,13.02791
2020-08-05,12.2275
2020-08-06,12.97585
2020-08-07,12.52684
2020-08-08,1.63987
2020-08-09,2.48584
2020-08-10,20.1796
2020-08-11,20.29673
2020-08-12,15.97579
2020-08-13,19.41172
2020-08-14,20.38133
2020-08-15,2.99342
2020-08-16,2.41426
2020-08-17,3.85241
2020-08-18,15.78056
2020-08-19,14.08863
2020-08-20,14.79794
2020-08-21,20.34229
2020-08-22,3.00644
2020-08-23,2.84375
2020-08-24,40.80171
2020-08-25,34.61963
2020-08-26,29.13385
2020-08-27,26.87577
2020-08-28,25.28795
2020-08-29,3.40339
2020-08-30,3.4945
2020-08-31,23.66109
2020-09-01,21.64378
2020-09-02,22.25548
2020-09-03,21.25984
2020-09-04,17.94754
2020-09-05,2.25808
2020-09-06,2.04984
2020-09-07,24.87798
2020-09-08,24.49404
2020-09-09,24.94956
2020-09-10,23.96694
2020-09-11,24.96908
2020-09-12,3.79384
2020-09-13,3.0585
2020-09-14,24.71529
2020-09-15,23.80425
2020-09-16,21.82599
2020-09-17,20.55053
2020-09-18,18.33799
2020-09-19,2.77217
2020-09-20,2.06286
2020-09-21,19.26856
2020-09-22,16.1645
2020-09-23,16.41179
2020-09-24,15.94325
2020-09-25,14.98015
2020-09-26,1.84811
2020-09-27,2.08238
2020-09-28,14.57669
2020-09-29,13.46391
2020-09-30,1.77002
2020-10-01,1.42513
2020-10-02,1.42513
2020-10-03,1.30799
2020-10-04,1.69193
2020-10-05,15.25997
2020-10-06,15.17537
2020-10-07,14.38797
2020-10-08,17.21871
2020-10-09,3.04548
2020-10-10,2.91533
2020-10-11,2.92184
2020-10-12,17.48552
2020-10-13,15.5463
2020-10-14,18.18181
2020-10-15,14.91507
2020-10-16,13.39884
2020-10-17,2.06286
2020-10-18,2.2776
2020-10-19,16.0734
2020-10-20,14.7654
2020-10-21,13.17758
2020-10-22,18.91716
2020-10-23,16.63304
2020-10-24,2.44029
2020-10-25,2.08238
2020-10-26,14.53764
2020-10-27,13.41836
2020-10-28,13.6331
2020-10-29,12.1429
2020-10-30,12.09084
2020-10-31,1.64638
2020-11-01,1.8351
2020-11-02,13.05394
2020-11-03,13.97149
2020-11-04,13.44439
2020-11-05,13.91943
2020-11-06,13.17758
2020-11-07,1.49671
2020-11-08,1.61384
2020-11-09,14.5897
2020-11-10,14.35543
2020-11-11,14.64827
2020-11-12,13.96498
2020-11-13,13.74373
2020-11-14,1.71796
2020-11-15,1.65289
2020-11-16,15.98229
2020-11-17,14.34892
2020-11-18,13.90642
2020-11-19,13.30773
2020-11-20,14.64176
2020-11-21,2.66154
2020-11-22,2.75265
2020-11-23,20.81733
2020-11-24,21.1362
2020-11-25,25.74998
2020-11-26,20.89542
2020-11-27,18.52671
2020-11-28,3.07802
2020-11-29,2.9739
2020-11-30,17.01698
2020-12-01,18.4356
2020-12-02,20.71321
2020-12-03,20.68067
2020-12-04,23.47237
2020-12-05,3.70273
2020-12-06,3.70924
2020-12-07,21.24032
2020-12-08,18.46814
2020-12-09,19.20348
2020-12-10,19.9128
2020-12-11,21.11667
2020-12-12,3.53354
2020-12-13,3.68972
2020-12-14,20.78479
2020-12-15,39.88416
2020-12-16,44.33526
2020-12-17,36.66297
2020-12-18,31.58065
2020-12-19,4.78948
2020-12-20,4.65282
2020-12-21,26.99941
2020-12-22,25.20986
2020-12-23,58.2547
2020-12-24,46.78206
2020-12-25,8.16034
2020-12-26,6.45539
2020-12-27,6.43586
2020-12-28,46.67143
2020-12-29,43.45675
2020-12-30,40.73664
2020-12-31,10.62016
2021-01-01,6.44888
2021-01-02,6.77425
2021-01-03,8.19288
2021-01-04,53.15286
2021-01-05,49.88611
2021-01-06,58.05297
2021-01-07,57.85774
2021-01-08,55.30682
2021-01-09,11.23186
2021-01-10,11.85657
2021-01-11,60.12234
2021-01-12,56.01613
2021-01-13,76.9441
2021-01-14,75.53198
2021-01-15,58.48896
2021-01-16,8.44016
2021-01-17,7.73085
2021-01-18,46.49573
2021-01-19,50.10086
2021-01-20,46.24194
2021-01-21,100.0
2021-01-22,84.41465
2021-01-23,11.83054
2021-01-24,10.34033
2021-01-25,64.95086
2021-01-26,62.49755
2021-01-27,77.08075
2021-01-28,58.13756
2021-01-29,51.51948
2021-01-30,6.8198
2021-01-31,6.93043
2021-02-01,54.89034
2021-02-02,47.62152
2021-02-03,43.61293
2021-02-04,46.65191
2021-02-05,40.97091
2021-02-06,6.09748
2021-02-07,5.40118
2021-02-08,40.71061
2021-02-09,43.43072
2021-02-10,42.29843
2021-02-11,7.34691
2021-02-12,6.73521
2021-02-13,6.76774
2021-02-14,10.21669
2021-02-15,67.13086
2021-02-16,60.24598
2021-02-17,49.93167
2021-02-18,46.31352
