date,NCS학습모듈
2020-07-29,31.01265
2020-07-30,18.98734
2020-07-31,13.92405
2020-08-01,8.86075
2020-08-02,3.16455
2020-08-03,10.75949
2020-08-04,20.88607
2020-08-05,17.72151
2020-08-06,19.62025
2020-08-07,27.21518
2020-08-08,8.86075
2020-08-09,14.55696
2020-08-10,10.75949
2020-08-11,25.94936
2020-08-12,18.35443
2020-08-13,31.01265
2020-08-14,10.75949
2020-08-15,7.59493
2020-08-16,4.43037
2020-08-17,11.3924
2020-08-18,19.62025
2020-08-19,18.35443
2020-08-20,17.72151
2020-08-21,19.62025
2020-08-22,12.65822
2020-08-23,6.32911
2020-08-24,39.2405
2020-08-25,34.81012
2020-08-26,33.5443
2020-08-27,29.74683
2020-08-28,32.91139
2020-08-29,13.29113
2020-08-30,17.0886
2020-08-31,55.06329
2020-09-01,87.97468
2020-09-02,56.96202
2020-09-03,59.49367
2020-09-04,41.13924
2020-09-05,20.25316
2020-09-06,29.74683
2020-09-07,70.88607
2020-09-08,60.12658
2020-09-09,51.26582
2020-09-10,54.43037
2020-09-11,38.60759
2020-09-12,18.98734
2020-09-13,21.51898
2020-09-14,36.70886
2020-09-15,39.2405
2020-09-16,40.50632
2020-09-17,34.17721
2020-09-18,34.17721
2020-09-19,10.75949
2020-09-20,14.55696
2020-09-21,47.46835
2020-09-22,34.81012
2020-09-23,36.07594
2020-09-24,32.91139
2020-09-25,36.07594
2020-09-26,23.41772
2020-09-27,12.65822
2020-09-28,30.37974
2020-09-29,26.58227
2020-09-30,8.22784
2020-10-01,11.3924
2020-10-02,8.86075
2020-10-03,8.86075
2020-10-04,15.82278
2020-10-05,33.5443
2020-10-06,37.34177
2020-10-07,44.30379
2020-10-08,36.07594
2020-10-09,21.51898
2020-10-10,18.98734
2020-10-11,13.92405
2020-10-12,33.5443
2020-10-13,29.11392
2020-10-14,32.91139
2020-10-15,31.64556
2020-10-16,34.81012
2020-10-17,26.58227
2020-10-18,12.02531
2020-10-19,38.60759
2020-10-20,34.81012
2020-10-21,36.07594
2020-10-22,22.15189
2020-10-23,22.15189
2020-10-24,18.35443
2020-10-25,15.18987
2020-10-26,34.81012
2020-10-27,31.01265
2020-10-28,24.05063
2020-10-29,27.21518
2020-10-30,29.11392
2020-10-31,14.55696
2020-11-01,20.25316
2020-11-02,36.07594
2020-11-03,24.68354
2020-11-04,25.94936
2020-11-05,23.41772
2020-11-06,24.68354
2020-11-07,8.22784
2020-11-08,15.18987
2020-11-09,30.37974
2020-11-10,32.27848
2020-11-11,22.15189
2020-11-12,25.94936
2020-11-13,24.68354
2020-11-14,3.16455
2020-11-15,12.02531
2020-11-16,35.44303
2020-11-17,31.01265
2020-11-18,22.15189
2020-11-19,31.64556
2020-11-20,25.31645
2020-11-21,12.65822
2020-11-22,21.51898
2020-11-23,37.34177
2020-11-24,29.11392
2020-11-25,22.78481
2020-11-26,36.07594
2020-11-27,25.31645
2020-11-28,9.49367
2020-11-29,10.75949
2020-11-30,26.58227
2020-12-01,24.68354
2020-12-02,27.21518
2020-12-03,25.31645
2020-12-04,33.5443
2020-12-05,15.18987
2020-12-06,22.15189
2020-12-07,22.15189
2020-12-08,25.94936
2020-12-09,29.74683
2020-12-10,27.21518
2020-12-11,18.35443
2020-12-12,12.65822
2020-12-13,13.29113
2020-12-14,34.81012
2020-12-15,28.48101
2020-12-16,41.77215
2020-12-17,22.78481
2020-12-18,21.51898
2020-12-19,10.75949
2020-12-20,9.49367
2020-12-21,27.21518
2020-12-22,16.45569
2020-12-23,18.98734
2020-12-24,10.12658
2020-12-26,3.16455
2020-12-27,10.12658
2020-12-28,17.72151
2020-12-29,21.51898
2020-12-30,14.55696
2020-12-31,10.12658
2021-01-02,7.59493
2021-01-03,3.16455
2021-01-04,18.98734
2021-01-05,8.86075
2021-01-06,6.32911
2021-01-07,6.96202
2021-01-08,23.41772
2021-01-09,5.6962
2021-01-10,7.59493
2021-01-11,18.98734
2021-01-12,15.18987
2021-01-13,20.88607
2021-01-14,8.22784
2021-01-15,6.96202
2021-01-16,6.96202
2021-01-17,7.59493
2021-01-18,18.35443
2021-01-19,34.17721
2021-01-20,20.88607
2021-01-21,13.29113
2021-01-22,9.49367
2021-01-23,6.96202
2021-01-24,3.16455
2021-01-25,19.62025
2021-01-26,17.0886
2021-01-27,12.02531
2021-01-28,24.05063
2021-01-29,18.35443
2021-01-30,6.96202
2021-01-31,8.22784
2021-02-01,25.31645
2021-02-02,23.41772
2021-02-03,22.15189
2021-02-04,11.3924
2021-02-05,15.18987
2021-02-06,3.16455
2021-02-07,9.49367
2021-02-08,15.18987
2021-02-09,11.3924
2021-02-10,17.0886
2021-02-11,8.22784
2021-02-12,5.6962
2021-02-13,14.55696
2021-02-15,24.05063
2021-02-16,20.25316
2021-02-17,19.62025
2021-02-18,20.88607
2021-02-19,14.55696
2021-02-20,4.43037
2021-02-21,13.92405
2021-02-22,44.9367
2021-02-23,36.70886
2021-02-24,29.74683
2021-02-25,30.37974
2021-02-26,27.21518
2021-02-27,19.62025
2021-02-28,18.98734
2021-03-01,28.48101
2021-03-02,81.64556
2021-03-03,100.0
2021-03-04,98.73417
2021-03-05,87.97468
2021-03-06,43.03797
2021-03-07,40.50632
2021-03-08,75.31645
2021-03-09,74.68354
2021-03-10,60.75949
2021-03-11,49.36708
2021-03-12,36.07594
2021-03-13,27.8481
2021-03-14,22.15189
2021-03-15,49.36708
2021-03-16,33.5443
2021-03-17,46.20253
2021-03-18,41.13924
2021-03-19,59.49367
2021-03-20,25.94936
2021-03-21,17.0886
2021-03-22,43.67088
2021-03-23,36.70886
2021-03-24,43.03797
2021-03-25,35.44303
2021-03-26,22.15189
2021-03-27,6.32911
2021-03-28,18.98734
2021-03-29,29.11392
2021-03-30,36.70886
2021-03-31,39.87341
2021-04-01,36.70886
2021-04-02,27.8481
2021-04-03,22.78481
2021-04-04,24.68354
2021-04-05,35.44303
2021-04-06,55.06329
2021-04-07,36.70886
2021-04-08,38.60759
2021-04-09,37.97468
2021-04-10,26.58227
2021-04-11,19.62025
2021-04-12,41.77215
2021-04-13,47.46835
2021-04-14,32.27848
2021-04-15,29.11392
2021-04-16,27.8481
2021-04-17,6.96202
2021-04-18,18.98734
2021-04-19,39.2405
2021-04-20,43.67088
2021-04-21,44.30379
2021-04-22,24.68354
2021-04-23,24.68354
2021-04-24,15.18987
2021-04-25,18.35443
2021-04-26,24.68354
2021-04-27,28.48101
2021-04-28,34.17721
2021-04-29,31.64556
2021-04-30,21.51898
2021-05-01,14.55696
2021-05-02,13.29113
2021-05-03,32.27848
2021-05-04,40.50632
2021-05-05,6.96202
2021-05-06,39.87341
2021-05-07,22.15189
2021-05-08,7.59493
2021-05-09,15.82278
2021-05-10,28.48101
2021-05-11,32.27848
2021-05-12,22.15189
2021-05-13,21.51898
2021-05-14,9.49367
2021-05-15,18.35443
2021-05-16,11.3924
2021-05-17,28.48101
2021-05-18,34.17721
2021-05-19,15.82278
2021-05-20,21.51898
2021-05-21,19.62025
2021-05-22,7.59493
2021-05-23,10.12658
2021-05-24,17.72151
2021-05-25,19.62025
2021-05-26,24.68354
2021-05-27,29.11392
2021-05-28,27.8481
2021-05-29,10.75949
2021-05-30,15.82278
2021-05-31,33.5443
2021-06-01,17.72151
2021-06-02,22.15189
2021-06-03,34.81012
2021-06-04,33.5443
2021-06-05,13.92405
2021-06-06,7.59493
2021-06-07,39.2405
2021-06-08,37.34177
2021-06-09,12.65822
2021-06-10,25.31645
2021-06-11,18.98734
2021-06-12,13.29113
2021-06-13,4.43037
2021-06-14,30.37974
2021-06-15,24.05063
2021-06-16,21.51898
2021-06-17,12.65822
2021-06-18,22.15189
2021-06-19,19.62025
2021-06-20,8.86075
2021-06-21,22.15189
2021-06-22,27.21518
2021-06-23,25.94936
2021-06-24,28.48101
2021-06-25,13.92405
2021-06-26,10.75949
2021-06-27,7.59493
2021-06-28,20.25316
2021-06-29,15.82278
2021-06-30,23.41772
2021-07-01,16.45569
2021-07-02,8.22784
2021-07-03,12.65822
2021-07-04,10.12658
2021-07-05,19.62025
2021-07-06,17.72151
2021-07-07,19.62025
2021-07-08,14.55696
2021-07-09,15.18987
2021-07-10,14.55696
2021-07-11,3.16455
2021-07-12,17.0886
2021-07-13,17.0886
2021-07-14,9.49367
2021-07-15,20.88607
2021-07-16,15.18987
2021-07-17,4.43037
2021-07-18,8.86075
2021-07-19,12.02531
2021-07-20,18.98734
2021-07-21,9.49367
2021-07-22,13.29113
2021-07-23,12.65822
2021-07-24,8.22784
2021-07-26,8.22784
2021-07-27,13.92405
2021-07-28,13.92405
2021-07-29,17.72151
2021-07-30,20.88607
2021-07-31,9.49367
2021-08-01,6.32911
2021-08-02,13.92405
2021-08-03,12.65822
2021-08-04,8.22784
2021-08-05,21.51898
2021-08-06,3.79746
2021-08-07,10.75949
2021-08-08,8.22784
2021-08-09,18.35443
2021-08-10,14.55696
2021-08-11,17.0886
2021-08-12,12.65822
2021-08-13,20.88607
2021-08-14,3.79746
2021-08-15,4.43037
2021-08-16,15.82278
2021-08-17,23.41772
2021-08-18,32.91139
2021-08-19,24.68354
2021-08-20,11.3924
2021-08-21,12.65822
2021-08-22,5.06329
2021-08-23,37.34177
2021-08-24,38.60759
2021-08-25,25.94936
2021-08-26,22.15189
2021-08-27,20.88607
2021-08-28,14.55696
2021-08-29,20.25316
2021-08-30,58.22784
2021-08-31,58.86075
2021-09-01,62.02531
2021-09-02,46.20253
2021-09-03,45.56962
2021-09-04,17.0886
2021-09-05,12.65822
2021-09-06,51.26582
2021-09-07,43.67088
2021-09-08,34.81012
2021-09-09,23.41772
2021-09-10,25.31645
2021-09-11,15.82278
2021-09-12,18.98734
2021-09-13,43.03797
2021-09-14,35.44303
2021-09-15,27.21518
2021-09-16,20.88607
2021-09-17,18.35443
2021-09-18,9.49367
2021-09-19,10.12658
2021-09-20,3.16455
2021-09-21,3.16455
2021-09-22,13.29113
2021-09-23,32.91139
2021-09-24,26.58227
2021-09-25,12.02531
2021-09-26,14.55696
2021-09-27,44.9367
2021-09-28,39.2405
2021-09-29,42.40506
2021-09-30,23.41772
2021-10-01,32.27848
2021-10-02,10.12658
2021-10-03,10.75949
2021-10-04,17.72151
2021-10-05,31.01265
2021-10-06,25.94936
2021-10-07,26.58227
2021-10-08,15.18987
2021-10-09,5.06329
2021-10-10,15.18987
2021-10-11,8.86075
2021-10-12,18.35443
2021-10-13,32.91139
2021-10-14,29.74683
2021-10-15,21.51898
2021-10-16,15.18987
2021-10-17,8.22784
2021-10-18,34.17721
2021-10-19,36.70886
2021-10-20,25.94936
2021-10-21,18.35443
2021-10-22,18.98734
2021-10-23,10.12658
2021-10-24,15.18987
2021-10-25,29.74683
2021-10-26,31.64556
2021-10-27,27.21518
2021-10-28,24.68354
2021-10-29,16.45569
2021-10-30,11.3924
2021-10-31,14.55696
2021-11-01,27.21518
2021-11-02,27.8481
2021-11-03,29.11392
2021-11-04,28.48101
2021-11-05,21.51898
2021-11-06,3.79746
2021-11-07,8.86075
2021-11-08,36.70886
2021-11-09,34.17721
2021-11-10,22.15189
2021-11-11,26.58227
2021-11-12,19.62025
2021-11-13,12.02531
2021-11-14,13.92405
2021-11-15,27.21518
2021-11-16,20.88607
2021-11-17,24.68354
2021-11-18,17.0886
2021-11-19,11.3924
2021-11-20,12.02531
2021-11-21,11.3924
2021-11-22,22.78481
2021-11-23,24.05063
2021-11-24,22.78481
2021-11-25,30.37974
2021-11-26,22.15189
2021-11-27,15.18987
2021-11-28,12.65822
2021-11-29,20.88607
2021-11-30,37.34177
2021-12-01,24.05063
2021-12-02,22.78481
2021-12-03,23.41772
2021-12-04,23.41772
2021-12-05,8.22784
2021-12-06,26.58227
2021-12-07,23.41772
2021-12-08,18.35443
2021-12-09,16.45569
2021-12-10,18.98734
2021-12-11,6.32911
2021-12-12,24.05063
2021-12-13,43.03797
2021-12-14,13.92405
2021-12-15,11.3924
2021-12-16,18.98734
2021-12-17,15.18987
2021-12-18,13.29113
2021-12-19,8.22784
2021-12-20,16.45569
2021-12-21,13.29113
2021-12-22,5.6962
2021-12-23,11.3924
2021-12-24,6.32911
2021-12-25,3.16455
2021-12-26,5.06329
2021-12-27,13.92405
2021-12-28,15.82278
2021-12-29,6.32911
2021-12-30,8.86075
2021-12-31,15.18987
2022-01-01,4.43037
2022-01-02,5.06329
2022-01-03,12.65822
2022-01-04,19.62025
2022-01-05,13.29113
2022-01-06,12.02531
2022-01-07,8.22784
2022-01-08,5.06329
2022-01-09,12.02531
2022-01-10,16.45569
2022-01-11,13.29113
2022-01-12,14.55696
2022-01-13,22.15189
2022-01-14,18.35443
2022-01-15,10.12658
2022-01-16,3.79746
2022-01-17,16.45569
2022-01-18,19.62025
2022-01-19,43.03797
2022-01-20,31.01265
2022-01-21,17.72151
2022-01-22,15.82278
2022-01-23,27.8481
2022-01-24,38.60759
2022-01-25,36.07594
2022-01-26,43.67088
2022-01-27,37.97468
2022-01-28,32.27848
2022-01-29,3.16455
2022-01-31,3.79746
2022-02-01,3.16455
2022-02-02,9.49367
2022-02-03,19.62025
2022-02-04,17.72151
2022-02-06,13.29113
2022-02-07,21.51898
2022-02-08,19.62025
2022-02-09,15.82278
2022-02-10,22.78481
2022-02-11,12.02531
2022-02-12,12.65822
2022-02-13,7.59493
2022-02-14,20.25316
2022-02-15,23.41772
2022-02-16,21.51898
2022-02-17,25.31645
2022-02-18,21.51898
2022-02-19,7.59493
2022-02-20,6.96202
2022-02-21,25.94936
2022-02-22,27.21518
2022-02-23,17.72151
2022-02-24,17.0886
2022-02-25,38.60759
2022-02-26,15.18987
2022-02-27,12.65822
2022-02-28,31.64556
2022-03-01,36.07594
2022-03-02,84.81012
2022-03-03,70.25316
2022-03-04,68.35443
2022-03-05,29.11392
2022-03-06,23.41772
2022-03-07,81.64556
2022-03-08,65.18987
2022-03-09,29.11392
2022-03-10,77.21518
2022-03-11,48.10126
2022-03-12,19.62025
2022-03-13,23.41772
2022-03-14,65.18987
2022-03-15,78.48101
2022-03-16,65.82278
2022-03-17,48.73417
2022-03-18,38.60759
2022-03-19,19.62025
2022-03-20,18.98734
2022-03-21,34.17721
2022-03-22,37.34177
2022-03-23,46.20253
2022-03-24,39.2405
2022-03-25,30.37974
2022-03-26,16.45569
2022-03-27,15.82278
2022-03-28,27.21518
2022-03-29,41.13924
2022-03-30,37.34177
2022-03-31,25.94936
2022-04-01,20.88607
2022-04-02,8.86075
2022-04-03,13.92405
2022-04-04,22.15189
2022-04-05,27.8481
2022-04-06,22.15189
2022-04-07,24.05063
2022-04-08,24.05063
2022-04-09,9.49367
2022-04-10,14.55696
2022-04-11,37.34177
2022-04-12,43.67088
2022-04-13,31.01265
2022-04-14,22.15189
2022-04-15,20.88607
2022-04-16,18.35443
2022-04-17,12.65822
2022-04-18,22.15189
2022-04-19,39.87341
2022-04-20,35.44303
2022-04-21,25.94936
2022-04-22,28.48101
2022-04-23,12.65822
2022-04-24,14.55696
2022-04-25,37.97468
2022-04-26,28.48101
2022-04-27,39.2405
2022-04-28,25.31645
2022-04-29,18.35443
2022-04-30,13.92405
2022-05-01,20.88607
2022-05-02,48.10126
2022-05-03,32.27848
2022-05-04,31.64556
2022-05-05,3.79746
2022-05-06,20.25316
2022-05-07,10.75949
2022-05-08,13.92405
2022-05-09,42.40506
2022-05-10,44.30379
2022-05-11,33.5443
2022-05-12,29.74683
2022-05-13,24.05063
2022-05-14,12.65822
2022-05-15,5.06329
2022-05-16,29.11392
2022-05-17,24.05063
2022-05-18,26.58227
2022-05-19,18.98734
2022-05-20,13.92405
2022-05-21,12.65822
2022-05-22,5.6962
2022-05-23,22.78481
2022-05-24,18.98734
2022-05-25,25.31645
2022-05-26,31.64556
2022-05-27,12.65822
2022-05-28,5.06329
2022-05-29,9.49367
2022-05-30,20.88607
2022-05-31,18.98734
2022-06-01,8.86075
2022-06-02,27.8481
2022-06-03,30.37974
2022-06-04,12.02531
2022-06-05,8.86075
2022-06-06,5.06329
2022-06-07,24.05063
2022-06-08,24.05063
2022-06-09,36.70886
2022-06-10,25.94936
2022-06-11,11.3924
2022-06-12,11.3924
2022-06-13,32.27848
2022-06-14,21.51898
2022-06-15,24.05063
2022-06-16,25.31645
2022-06-17,9.49367
2022-06-18,15.82278
2022-06-19,9.49367
2022-06-20,16.45569
2022-06-21,15.82278
2022-06-22,13.92405
2022-06-23,17.0886
2022-06-24,27.8481
2022-06-25,12.65822
2022-06-26,7.59493
2022-06-27,24.05063
2022-06-28,25.31645
2022-06-29,24.05063
2022-06-30,31.01265
2022-07-01,15.82278
2022-07-02,9.49367
2022-07-03,11.3924
2022-07-04,37.34177
2022-07-05,24.68354
2022-07-06,31.01265
2022-07-07,27.8481
2022-07-08,24.68354
2022-07-09,5.6962
2022-07-10,10.12658
2022-07-11,12.02531
2022-07-12,13.92405
2022-07-13,16.45569
2022-07-14,10.12658
2022-07-15,12.02531
2022-07-16,10.75949
2022-07-17,5.06329
2022-07-18,18.35443
2022-07-19,19.62025
2022-07-20,13.29113
2022-07-21,15.82278
2022-07-22,13.92405
2022-07-23,3.79746
2022-07-24,6.96202
2022-07-25,12.65822
2022-07-26,10.75949
2022-07-27,11.3924
2022-07-28,12.02531
2022-07-29,3.16455
2022-07-30,8.22784
2022-08-01,10.12658
2022-08-02,18.35443
2022-08-03,8.22784
2022-08-04,15.82278
2022-08-05,10.75949
2022-08-08,14.55696
2022-08-09,9.49367
2022-08-10,20.25316
2022-08-11,18.98734
2022-08-12,13.92405
2022-08-13,3.16455
2022-08-14,3.79746
2022-08-15,3.79746
2022-08-16,20.88607
2022-08-17,15.82278
2022-08-18,16.45569
2022-08-19,17.0886
2022-08-20,3.79746
2022-08-21,8.86075
2022-08-22,41.13924
2022-08-23,24.05063
2022-08-24,27.8481
2022-08-25,14.55696
2022-08-26,27.8481
2022-08-27,12.65822
2022-08-28,8.86075
2022-08-29,55.06329
2022-08-30,50.0
2022-08-31,27.8481
2022-09-01,61.3924
2022-09-02,22.78481
2022-09-03,12.02531
2022-09-04,17.0886
2022-09-05,53.16455
2022-09-06,39.2405
2022-09-07,36.70886
2022-09-08,20.25316
2022-09-10,3.16455
2022-09-11,4.43037
2022-09-12,7.59493
2022-09-13,36.70886
2022-09-14,31.64556
2022-09-15,39.2405
2022-09-16,32.27848
2022-09-17,10.75949
2022-09-18,14.55696
2022-09-19,32.27848
2022-09-20,56.32911
2022-09-21,21.51898
2022-09-22,34.17721
2022-09-23,23.41772
2022-09-24,3.79746
2022-09-25,8.86075
2022-09-26,25.31645
2022-09-27,19.62025
2022-09-28,27.8481
2022-09-29,29.74683
2022-09-30,25.31645
2022-10-01,12.65822
2022-10-02,10.75949
2022-10-03,11.3924
2022-10-04,37.97468
2022-10-05,27.21518
2022-10-06,22.15189
2022-10-07,19.62025
2022-10-08,20.25316
2022-10-09,3.16455
2022-10-10,10.75949
2022-10-11,38.60759
2022-10-12,32.27848
2022-10-13,22.78481
2022-10-14,21.51898
2022-10-15,16.45569
2022-10-16,18.35443
2022-10-17,34.17721
2022-10-18,41.77215
2022-10-19,32.91139
2022-10-20,29.74683
2022-10-21,21.51898
2022-10-22,18.35443
2022-10-23,15.18987
2022-10-24,23.41772
2022-10-25,24.68354
2022-10-26,27.21518
2022-10-27,16.45569
2022-10-28,20.88607
2022-10-29,8.22784
2022-10-30,4.43037
2022-10-31,22.78481
2022-11-01,24.68354
2022-11-02,27.21518
2022-11-03,29.74683
2022-11-04,23.41772
2022-11-05,7.59493
2022-11-06,8.86075
2022-11-07,22.78481
2022-11-08,31.64556
2022-11-09,23.41772
2022-11-10,27.21518
2022-11-11,20.88607
2022-11-13,13.29113
2022-11-14,25.31645
2022-11-15,17.72151
2022-11-16,24.05063
2022-11-17,20.88607
2022-11-18,22.15189
2022-11-19,9.49367
2022-11-20,13.29113
2022-11-21,26.58227
2022-11-22,31.64556
2022-11-23,24.05063
2022-11-24,22.15189
2022-11-25,13.29113
2022-11-26,14.55696
2022-11-27,6.32911
2022-11-28,32.27848
2022-11-29,29.11392
2022-11-30,16.45569
2022-12-01,29.11392
2022-12-02,12.02531
2022-12-03,7.59493
2022-12-04,7.59493
2022-12-05,21.51898
2022-12-06,27.8481
2022-12-07,27.21518
2022-12-08,25.94936
2022-12-09,22.15189
2022-12-10,13.92405
2022-12-11,15.82278
2022-12-12,25.31645
2022-12-13,28.48101
2022-12-14,25.94936
2022-12-15,25.31645
2022-12-16,27.21518
2022-12-17,18.35443
2022-12-18,9.49367
2022-12-19,24.68354
2022-12-20,18.35443
2022-12-21,15.82278
2022-12-22,9.49367
2022-12-23,15.82278
2022-12-24,3.79746
2022-12-26,10.12658
2022-12-27,10.75949
2022-12-28,15.82278
2022-12-29,9.49367
2022-12-30,9.49367
2022-12-31,10.75949
2023-01-02,13.29113
2023-01-03,17.72151
2023-01-04,13.29113
2023-01-05,14.55696
2023-01-06,14.55696
2023-01-07,6.32911
2023-01-08,9.49367
2023-01-09,20.88607
2023-01-10,13.92405
2023-01-11,11.3924
2023-01-12,23.41772
2023-01-13,5.06329
2023-01-14,8.86075
2023-01-15,6.96202
2023-01-16,20.88607
2023-01-17,10.12658
2023-01-18,15.82278
2023-01-19,16.45569
2023-01-20,7.59493
2023-01-24,4.43037
2023-01-25,10.12658
2023-01-26,9.49367
2023-01-27,14.55696
2023-01-28,3.79746
2023-01-29,6.32911
2023-01-30,13.29113
2023-01-31,13.92405
2023-02-01,17.72151
2023-02-02,26.58227
2023-02-03,18.35443
2023-02-04,13.29113
2023-02-05,12.02531
2023-02-06,15.18987
2023-02-07,14.55696
2023-02-08,34.17721
2023-02-09,15.82278
2023-02-10,17.0886
2023-02-12,5.06329
2023-02-13,31.64556
2023-02-14,20.88607
2023-02-15,14.55696
2023-02-16,29.11392
2023-02-17,15.82278
2023-02-18,5.06329
2023-02-19,8.86075
2023-02-20,22.78481
2023-02-21,26.58227
2023-02-22,31.64556
2023-02-23,25.31645
2023-02-24,29.74683
2023-02-25,13.29113
2023-02-26,14.55696
2023-02-27,35.44303
2023-02-28,36.70886
2023-03-01,20.25316
2023-03-02,85.44303
2023-03-03,73.41772
2023-03-04,24.68354
2023-03-05,27.8481
2023-03-06,98.10126
2023-03-07,94.30379
2023-03-08,81.01265
2023-03-09,74.68354
2023-03-10,53.79746
2023-03-11,24.05063
2023-03-12,16.45569
2023-03-13,62.65822
2023-03-14,47.46835
2023-03-15,46.83544
2023-03-16,38.60759
2023-03-17,20.88607
2023-03-18,22.15189
2023-03-19,11.3924
2023-03-20,33.5443
2023-03-21,44.9367
2023-03-22,37.34177
2023-03-23,32.91139
2023-03-24,24.68354
2023-03-25,10.75949
2023-03-26,8.86075
2023-03-27,38.60759
2023-03-28,34.81012
2023-03-29,43.67088
2023-03-30,24.68354
2023-03-31,17.72151
2023-04-01,44.9367
2023-04-02,8.86075
2023-04-03,22.78481
2023-04-04,35.44303
2023-04-05,29.74683
2023-04-06,31.64556
2023-04-07,31.01265
2023-04-08,18.98734
2023-04-09,7.59493
2023-04-10,33.5443
2023-04-11,36.70886
2023-04-12,33.5443
2023-04-13,37.34177
2023-04-14,25.94936
2023-04-15,21.51898
2023-04-16,15.18987
2023-04-17,63.29113
2023-04-18,43.03797
2023-04-19,40.50632
2023-04-20,36.07594
2023-04-21,25.31645
2023-04-22,17.72151
2023-04-23,22.15189
2023-04-24,54.43037
2023-04-25,37.34177
2023-04-26,46.20253
2023-04-27,28.48101
2023-04-28,10.75949
2023-04-29,12.02531
2023-04-30,17.0886
2023-05-01,22.15189
2023-05-02,22.78481
2023-05-03,25.94936
2023-05-04,25.31645
2023-05-05,10.12658
2023-05-06,12.02531
2023-05-07,5.6962
2023-05-08,29.11392
2023-05-09,37.34177
2023-05-10,35.44303
2023-05-11,29.74683
2023-05-12,22.15189
2023-05-13,10.75949
2023-05-14,12.65822
2023-05-15,24.68354
2023-05-16,24.05063
2023-05-17,22.78481
2023-05-18,18.35443
2023-05-19,18.35443
2023-05-20,10.75949
2023-05-21,13.92405
2023-05-22,20.88607
2023-05-23,26.58227
2023-05-24,27.8481
2023-05-25,22.15189
2023-05-26,24.05063
2023-05-27,10.75949
2023-05-28,9.49367
2023-05-29,13.92405
2023-05-30,27.21518
2023-05-31,18.98734
2023-06-01,25.31645
2023-06-02,17.72151
2023-06-03,8.86075
2023-06-04,8.22784
2023-06-05,17.72151
2023-06-06,11.3924
2023-06-07,29.11392
2023-06-08,19.62025
2023-06-09,22.15189
2023-06-10,10.75949
2023-06-11,13.29113
2023-06-12,23.41772
2023-06-13,29.11392
2023-06-14,17.72151
