date,암보험
2023-05-30,42.57981
2023-05-31,40.5522
2023-06-01,41.24245
2023-06-02,36.02243
2023-06-03,21.13891
2023-06-04,22.13114
2023-06-05,35.97929
2023-06-06,24.28817
2023-06-07,44.9094
2023-06-08,40.5522
2023-06-09,38.39516
2023-06-10,22.13114
2023-06-11,21.61345
2023-06-12,42.45038
2023-06-13,42.70923
2023-06-14,44.04659
2023-06-15,44.73684
2023-06-16,37.74805
2023-06-17,20.7075
2023-06-18,22.00172
2023-06-19,41.41501
2023-06-20,43.01121
2023-06-21,45.21138
2023-06-22,40.85418
2023-06-23,38.4383
2023-06-24,21.09577
2023-06-25,20.75064
2023-06-26,42.53666
2023-06-27,45.55651
2023-06-28,38.99913
2023-06-29,43.7446
2023-06-30,39.47368
2023-07-01,20.79378
2023-07-02,21.31147
2023-07-03,37.01466
2023-07-04,41.80327
2023-07-05,39.47368
2023-07-06,39.08541
2023-07-07,34.42622
2023-07-08,22.088
2023-07-09,21.18205
2023-07-10,44.52113
2023-07-11,37.96376
2023-07-12,35.76358
2023-07-13,41.11302
2023-07-14,35.41846
2023-07-15,21.22519
2023-07-16,20.83692
2023-07-17,38.48144
2023-07-18,40.16393
2023-07-19,39.43054
2023-07-20,42.01898
2023-07-21,34.55565
2023-07-22,21.09577
2023-07-23,21.69974
2023-07-24,39.17169
2023-07-25,41.67385
2023-07-26,39.6031
2023-07-27,38.4383
2023-07-28,34.42622
2023-07-29,21.61345
2023-07-30,20.96635
2023-07-31,33.34771
2023-08-01,36.92838
2023-08-02,35.76358
2023-08-03,38.30888
2023-08-04,30.32786
2023-08-05,24.28817
2023-08-06,26.14322
2023-08-07,42.19154
2023-08-08,41.97584
2023-08-09,41.50129
2023-08-10,46.54874
2023-08-11,36.71268
2023-08-12,23.68421
2023-08-13,22.82139
2023-08-14,37.92062
2023-08-15,27.99827
2023-08-16,42.53666
2023-08-17,43.3132
2023-08-18,42.79551
2023-08-19,25.28041
2023-08-20,22.60569
2023-08-21,47.23899
2023-08-22,50.0
2023-08-23,53.01984
2023-08-24,60.52631
2023-08-25,51.20793
2023-08-26,29.24935
2023-08-27,26.79033
2023-08-28,51.8119
2023-08-29,54.31406
2023-08-30,61.30284
2023-08-31,53.83951
2023-09-01,36.54012
2023-09-02,23.72735
2023-09-03,23.85677
2023-09-04,47.10957
2023-09-05,49.00776
2023-09-06,47.79982
2023-09-07,45.38395
2023-09-08,41.24245
2023-09-09,25.10785
2023-09-10,25.02157
2023-09-11,47.92924
2023-09-12,52.32959
2023-09-13,46.33304
2023-09-14,46.5056
2023-09-15,44.99568
2023-09-16,25.49611
2023-09-17,26.0138
2023-09-18,48.8352
2023-09-19,51.63934
2023-09-20,56.51423
2023-09-21,51.85504
2023-09-22,46.2899
2023-09-23,31.7515
2023-09-24,32.35547
2023-09-25,53.62381
2023-09-26,54.87489
2023-09-27,40.94046
2023-09-28,35.28904
2023-09-29,35.41846
2023-09-30,34.68507
2023-10-01,39.04227
2023-10-02,40.16393
2023-10-03,35.50474
2023-10-04,49.18032
2023-10-05,50.56082
2023-10-06,48.14495
2023-10-07,31.79465
2023-10-08,28.42968
2023-10-09,35.50474
2023-10-10,55.30629
2023-10-11,55.91026
2023-10-12,56.42795
2023-10-13,48.27437
2023-10-14,37.74805
2023-10-15,37.10094
2023-10-16,54.22778
2023-10-17,52.02761
2023-10-18,54.3572
2023-10-19,59.53408
2023-10-20,53.66695
2023-10-21,38.39516
2023-10-22,41.41501
2023-10-23,59.79292
2023-10-24,58.97325
2023-10-25,60.78515
2023-10-26,58.11044
2023-10-27,49.74115
2023-10-28,38.26574
2023-10-29,38.0069
2023-10-30,55.09059
2023-10-31,52.15703
2023-11-01,45.51337
2023-11-02,47.4547
2023-11-03,50.25884
2023-11-04,36.54012
2023-11-05,37.44607
2023-11-06,58.4987
2023-11-07,57.16134
2023-11-08,51.85504
2023-11-09,48.74892
2023-11-10,43.22691
2023-11-11,24.71958
2023-11-12,25.75496
2023-11-13,43.61518
2023-11-14,55.9534
2023-11-15,64.19327
2023-11-16,51.20793
2023-11-17,44.08973
2023-11-18,26.18636
2023-11-19,28.64538
2023-11-20,48.66264
2023-11-21,54.91803
2023-11-22,51.20793
2023-11-23,53.75323
2023-11-24,36.75582
2023-11-25,24.4176
2023-11-26,22.86453
2023-11-27,48.31751
2023-11-28,50.38826
2023-11-29,46.0742
2023-11-30,42.83865
2023-12-01,33.47713
2023-12-02,20.7075
2023-12-03,25.36669
2023-12-04,41.1993
2023-12-05,43.01121
2023-12-06,43.78774
2023-12-07,51.46678
2023-12-08,39.99137
2023-12-09,24.80586
2023-12-10,25.10785
2023-12-11,46.41932
2023-12-12,49.13718
2023-12-13,50.69025
2023-12-14,54.31406
2023-12-15,42.70923
2023-12-16,24.59016
2023-12-17,24.20189
2023-12-18,45.38395
2023-12-19,51.94132
2023-12-20,45.77221
2023-12-21,41.02674
2023-12-22,39.3874
2023-12-23,24.20189
2023-12-24,21.78602
2023-12-25,24.24503
2023-12-26,48.31751
2023-12-27,49.91371
2023-12-28,53.36496
2023-12-29,45.29767
2023-12-30,24.97842
2023-12-31,25.32355
2024-01-01,26.96289
2024-01-02,52.45901
2024-01-03,47.15271
2024-01-04,51.5962
2024-01-05,51.20793
2024-01-06,32.39861
2024-01-07,34.03796
2024-01-08,50.17256
2024-01-09,55.7377
2024-01-10,58.23986
2024-01-11,51.72562
2024-01-12,49.52545
2024-01-13,32.74374
2024-01-14,29.72389
2024-01-15,59.74978
2024-01-16,60.31061
2024-01-17,58.15358
2024-01-18,62.76962
2024-01-19,67.86022
2024-01-20,43.96031
2024-01-21,43.3132
2024-01-22,75.10785
2024-01-23,78.04141
2024-01-24,77.52372
2024-01-25,72.26056
2024-01-26,65.66005
2024-01-27,43.78774
2024-01-28,45.03882
2024-01-29,79.11993
2024-01-30,72.13114
2024-01-31,71.74288
2024-02-01,70.66436
2024-02-02,65.87575
2024-02-03,43.01121
2024-02-04,40.81104
2024-02-05,68.80931
2024-02-06,72.82139
2024-02-07,62.68334
2024-02-08,54.44348
2024-02-09,31.40638
2024-02-10,37.70491
2024-02-11,38.17946
2024-02-12,41.37187
2024-02-13,78.12769
2024-02-14,72.13114
2024-02-15,73.51164
2024-02-16,69.49956
2024-02-17,38.2226
2024-02-18,43.18377
2024-02-19,78.9905
2024-02-20,77.3943
2024-02-21,77.22174
2024-02-22,71.35461
2024-02-23,65.4012
2024-02-24,37.44607
2024-02-25,40.03451
2024-02-26,70.7075
2024-02-27,73.0371
2024-02-28,74.6333
2024-02-29,56.25539
2024-03-01,38.74029
2024-03-02,40.85418
2024-03-03,39.3874
2024-03-04,69.62899
2024-03-05,87.0578
2024-03-06,86.15185
2024-03-07,83.26143
2024-03-08,77.43744
2024-03-09,50.90595
2024-03-10,54.3572
2024-03-11,88.17946
2024-03-12,93.39948
2024-03-13,100.0
2024-03-14,95.21138
2024-03-15,88.35202
2024-03-16,61.30284
2024-03-17,53.58067
2024-03-18,83.99482
2024-03-19,82.44176
2024-03-20,88.56773
