date,차용증양식
2021-01-25,84.62242
2021-01-26,72.08237
2021-01-27,73.91304
2021-01-28,71.12128
2021-01-29,70.34324
2021-01-30,41.41876
2021-01-31,44.07322
2021-02-01,79.08466
2021-02-02,76.7048
2021-02-03,72.17391
2021-02-04,66.08695
2021-02-05,64.75972
2021-02-06,38.81006
2021-02-07,37.8032
2021-02-08,71.02974
2021-02-09,67.04805
2021-02-10,59.13043
2021-02-11,32.31121
2021-02-12,30.16018
2021-02-13,29.93135
2021-02-14,31.67048
2021-02-15,76.52173
2021-02-16,70.57208
2021-02-17,70.75514
2021-02-18,70.43478
2021-02-19,67.23112
2021-02-20,40.96109
2021-02-21,39.13043
2021-02-22,78.2151
2021-02-23,82.60869
2021-02-24,76.2929
2021-02-25,74.55377
2021-02-26,69.61098
2021-02-27,38.30663
2021-02-28,28.05491
2021-03-01,41.73913
2021-03-02,76.0183
2021-03-03,76.33867
2021-03-04,70.38901
2021-03-05,53.31807
2021-03-06,33.72997
2021-03-07,33.68421
2021-03-08,70.66361
2021-03-09,68.60411
2021-03-10,64.75972
2021-03-11,71.02974
2021-03-12,65.30892
2021-03-13,33.50114
2021-03-14,34.41647
2021-03-15,72.44851
2021-03-16,67.91762
2021-03-17,64.66819
2021-03-18,61.05263
2021-03-19,56.65903
2021-03-20,35.56064
2021-03-21,35.10297
2021-03-22,74.18764
2021-03-23,61.83066
2021-03-24,64.57665
2021-03-25,67.68878
2021-03-26,63.79862
2021-03-27,34.6453
2021-03-28,34.73684
2021-03-29,75.0572
2021-03-30,66.04118
2021-03-31,64.25629
2021-04-01,55.6064
2021-04-02,55.0572
2021-04-03,32.81464
2021-04-04,30.61784
2021-04-05,63.34096
2021-04-06,55.1945
2021-04-07,54.87414
2021-04-08,57.07093
2021-04-09,55.37757
2021-04-10,34.2334
2021-04-11,30.80091
2021-04-12,67.00228
2021-04-13,65.40045
2021-04-14,65.62929
2021-04-15,64.66819
2021-04-16,53.68421
2021-04-17,31.48741
2021-04-18,33.31807
2021-04-19,66.40732
2021-04-20,56.47597
2021-04-21,62.05949
2021-04-22,59.40503
2021-04-23,55.10297
2021-04-24,27.23112
2021-04-25,32.49427
2021-04-26,71.02974
2021-04-27,66.95652
2021-04-28,72.35697
2021-04-29,68.23798
2021-04-30,58.627
2021-05-01,30.75514
2021-05-02,29.97711
2021-05-03,67.41418
2021-05-04,59.7254
2021-05-05,36.65903
2021-05-06,63.75286
2021-05-07,64.02745
2021-05-08,32.49427
2021-05-09,30.43478
2021-05-10,70.61784
2021-05-11,65.72082
2021-05-12,59.22196
2021-05-13,63.56979
2021-05-14,55.881
2021-05-15,29.65675
2021-05-16,29.61098
2021-05-17,76.75057
2021-05-18,65.62929
2021-05-19,37.57437
2021-05-20,70.48054
2021-05-21,64.34782
2021-05-22,32.31121
2021-05-23,37.43707
2021-05-24,74.27917
2021-05-25,73.68421
2021-05-26,67.45995
2021-05-27,65.67505
2021-05-28,55.28604
2021-05-29,31.48741
2021-05-30,34.05034
2021-05-31,78.12356
2021-06-01,62.51716
2021-06-02,55.37757
2021-06-03,58.99313
2021-06-04,51.67048
2021-06-05,30.75514
2021-06-06,24.94279
2021-06-07,58.7643
2021-06-08,54.3707
2021-06-09,56.06407
2021-06-10,55.97254
2021-06-11,48.42105
2021-06-12,27.96338
2021-06-13,27.41418
2021-06-14,61.00686
2021-06-15,59.7254
2021-06-16,56.9794
2021-06-17,54.69107
2021-06-18,52.86041
2021-06-19,29.42791
2021-06-20,27.59725
2021-06-21,62.60869
2021-06-22,61.46453
2021-06-23,53.86727
2021-06-24,59.40503
2021-06-25,56.33867
2021-06-26,29.88558
2021-06-27,37.254
2021-06-28,79.4508
2021-06-29,71.62471
2021-06-30,63.29519
2021-07-01,60.18306
2021-07-02,52.86041
2021-07-03,28.78718
2021-07-04,30.11441
2021-07-05,63.75286
2021-07-06,60.04576
2021-07-07,52.95194
2021-07-08,55.1945
2021-07-09,55.56064
2021-07-10,30.43478
2021-07-11,27.68878
2021-07-12,58.26086
2021-07-13,52.90617
2021-07-14,57.254
2021-07-15,57.20823
2021-07-16,55.7437
2021-07-17,33.45537
2021-07-18,30.02288
2021-07-19,67.68878
2021-07-20,62.19679
2021-07-21,58.85583
2021-07-22,59.49656
2021-07-23,57.48283
2021-07-24,31.53318
2021-07-25,30.20594
2021-07-26,60.13729
2021-07-27,63.43249
2021-07-28,58.03203
2021-07-29,61.14416
2021-07-30,52.21967
2021-07-31,30.11441
2021-08-01,28.83295
2021-08-02,60.96109
2021-08-03,55.881
2021-08-04,55.42334
2021-08-05,56.52173
2021-08-06,51.35011
2021-08-07,27.36842
2021-08-08,31.07551
2021-08-09,70.20594
2021-08-10,63.93592
2021-08-11,59.63386
2021-08-12,62.56292
2021-08-13,51.89931
2021-08-14,34.55377
2021-08-15,26.27002
2021-08-16,45.62929
2021-08-17,75.01144
2021-08-18,64.53089
2021-08-19,66.04118
2021-08-20,60.32036
2021-08-21,32.35697
2021-08-22,31.94508
2021-08-23,72.26544
2021-08-24,67.68878
2021-08-25,64.34782
2021-08-26,63.29519
2021-08-27,62.28832
2021-08-28,31.67048
2021-08-29,31.76201
2021-08-30,75.7437
2021-08-31,65.12585
2021-09-01,58.0778
2021-09-02,54.82837
2021-09-03,54.7826
2021-09-04,28.78718
2021-09-05,27.04805
2021-09-06,59.0389
2021-09-07,53.04347
2021-09-08,49.83981
2021-09-09,50.34324
2021-09-10,50.16018
2021-09-11,23.20366
2021-09-12,26.49885
2021-09-13,58.7643
2021-09-14,52.17391
2021-09-15,54.05034
2021-09-16,60.45766
2021-09-17,49.47368
2021-09-18,23.20366
2021-09-19,20.27459
2021-09-20,20.45766
2021-09-21,21.55606
2021-09-22,27.55148
2021-09-23,68.92448
2021-09-24,69.93135
2021-09-25,36.9794
2021-09-26,37.84897
2021-09-27,79.63386
2021-09-28,72.17391
2021-09-29,69.93135
2021-09-30,74.87414
2021-10-01,61.55606
2021-10-02,30.20594
2021-10-03,27.73455
2021-10-04,41.87643
2021-10-05,71.07551
2021-10-06,70.57208
2021-10-07,68.42105
2021-10-08,63.93592
2021-10-09,32.44851
2021-10-10,25.12585
2021-10-11,45.62929
2021-10-12,67.96338
2021-10-13,72.35697
2021-10-14,66.81922
2021-10-15,62.05949
2021-10-16,30.66361
2021-10-17,28.55835
2021-10-18,67.41418
2021-10-19,63.52402
2021-10-20,63.38672
2021-10-21,58.26086
2021-10-22,49.33638
2021-10-23,27.82608
2021-10-24,29.79405
2021-10-25,68.00915
2021-10-26,59.35926
2021-10-27,63.38672
2021-10-28,68.37528
2021-10-29,59.77116
2021-10-30,34.41647
2021-10-31,35.56064
2021-11-01,72.81464
2021-11-02,65.90389
2021-11-03,68.55835
2021-11-04,62.28832
2021-11-05,51.12128
2021-11-06,32.35697
2021-11-07,32.95194
2021-11-08,66.86498
2021-11-09,60.04576
2021-11-10,61.09839
2021-11-11,54.69107
2021-11-12,56.47597
2021-11-13,27.73455
2021-11-14,31.67048
2021-11-15,62.65446
2021-11-16,57.48283
2021-11-17,64.02745
2021-11-18,54.87414
2021-11-19,52.44851
2021-11-20,27.73455
2021-11-21,31.02974
2021-11-22,63.89016
2021-11-23,59.0389
2021-11-24,59.49656
2021-11-25,56.24713
2021-11-26,59.1762
2021-11-27,29.79405
2021-11-28,30.16018
2021-11-29,70.20594
2021-11-30,66.13272
2021-12-01,59.13043
2021-12-02,60.04576
2021-12-03,49.97711
2021-12-04,31.99084
2021-12-05,29.19908
2021-12-06,63.56979
2021-12-07,63.56979
2021-12-08,62.74599
2021-12-09,65.12585
2021-12-10,59.40503
2021-12-11,30.11441
2021-12-12,32.95194
2021-12-13,73.68421
2021-12-14,65.12585
2021-12-15,64.21052
2021-12-16,62.56292
2021-12-17,55.92677
2021-12-18,28.28375
2021-12-19,31.53318
2021-12-20,70.52631
2021-12-21,59.90846
2021-12-22,68.64988
2021-12-23,64.21052
2021-12-24,52.76887
2021-12-25,28.87871
2021-12-26,29.65675
2021-12-27,70.06864
2021-12-28,66.36155
2021-12-29,72.44851
2021-12-30,67.09382
2021-12-31,51.99084
2022-01-01,26.49885
2022-01-02,30.57208
2022-01-03,60.68649
2022-01-04,56.24713
2022-01-05,57.57437
2022-01-06,60.45766
2022-01-07,64.53089
2022-01-08,36.52173
2022-01-09,36.0183
2022-01-10,69.70251
2022-01-11,70.80091
2022-01-12,61.60183
2022-01-13,62.19679
2022-01-14,57.16247
2022-01-15,34.9199
2022-01-16,31.44164
2022-01-17,68.00915
2022-01-18,60.41189
2022-01-19,59.81693
2022-01-20,58.0778
2022-01-21,52.86041
2022-01-22,34.3707
2022-01-23,30.02288
2022-01-24,69.38215
2022-01-25,62.47139
2022-01-26,66.17848
2022-01-27,63.11212
2022-01-28,61.64759
2022-01-29,32.12814
2022-01-30,26.59038
2022-01-31,29.38215
2022-02-01,26.13272
2022-02-02,31.35011
2022-02-03,68.05491
2022-02-04,59.4508
2022-02-05,35.881
2022-02-06,34.7826
2022-02-07,72.76887
2022-02-08,63.98169
2022-02-09,62.37986
2022-02-10,65.67505
2022-02-11,60.22883
2022-02-12,33.27231
2022-02-13,32.99771
2022-02-14,71.57894
2022-02-15,68.28375
2022-02-16,56.4302
2022-02-17,60.22883
2022-02-18,61.64759
2022-02-19,34.7826
2022-02-20,35.4691
2022-02-21,67.36842
2022-02-22,72.31121
2022-02-23,61.14416
2022-02-24,64.43935
2022-02-25,58.30663
2022-02-26,32.54004
2022-02-27,42.37986
2022-02-28,67.23112
2022-03-01,40.09153
2022-03-02,60.91533
2022-03-03,54.27917
2022-03-04,48.23798
2022-03-05,32.03661
2022-03-06,29.47368
2022-03-07,60.04576
2022-03-08,47.45995
2022-03-09,31.16704
2022-03-10,50.34324
2022-03-11,50.11441
2022-03-12,32.21967
2022-03-13,30.84668
2022-03-14,61.18993
2022-03-15,54.82837
2022-03-16,55.6064
2022-03-17,59.40503
2022-03-18,50.70938
2022-03-19,32.21967
2022-03-20,35.51487
2022-03-21,63.79862
2022-03-22,57.3913
2022-03-23,56.38443
2022-03-24,57.02517
2022-03-25,59.77116
2022-03-26,30.93821
2022-03-27,30.75514
2022-03-28,58.44393
2022-03-29,65.26315
2022-03-30,67.78032
2022-03-31,67.45995
2022-04-01,53.08924
2022-04-02,27.68878
2022-04-03,29.19908
2022-04-04,61.46453
2022-04-05,57.98627
2022-04-06,57.254
2022-04-07,55.42334
2022-04-08,49.06178
2022-04-09,26.49885
2022-04-10,29.88558
2022-04-11,59.40503
2022-04-12,50.43478
2022-04-13,54.41647
2022-04-14,65.53775
2022-04-15,55.28604
2022-04-16,31.99084
2022-04-17,29.74828
2022-04-18,61.05263
2022-04-19,63.15789
2022-04-20,62.51716
2022-04-21,60.68649
2022-04-22,56.1556
2022-04-23,29.33638
2022-04-24,31.07551
2022-04-25,73.45537
2022-04-26,62.88329
2022-04-27,63.70709
2022-04-28,66.36155
2022-04-29,57.98627
2022-04-30,32.08237
2022-05-01,30.66361
2022-05-02,62.83752
2022-05-03,56.4302
2022-05-04,55.14874
2022-05-05,32.49427
2022-05-06,54.41647
2022-05-07,31.07551
2022-05-08,30.06864
2022-05-09,66.95652
2022-05-10,58.3524
2022-05-11,58.39816
2022-05-12,55.24027
2022-05-13,57.48283
2022-05-14,31.80778
2022-05-15,30.52631
2022-05-16,72.90617
2022-05-17,65.58352
2022-05-18,61.09839
2022-05-19,59.0389
2022-05-20,58.12356
2022-05-21,27.32265
2022-05-22,27.04805
2022-05-23,66.72768
2022-05-24,65.30892
2022-05-25,66.31578
2022-05-26,60.22883
2022-05-27,59.08466
2022-05-28,28.23798
2022-05-29,32.31121
2022-05-30,75.83524
2022-05-31,62.51716
2022-06-01,38.67276
2022-06-02,53.91304
2022-06-03,56.79633
2022-06-04,27.23112
2022-06-05,24.48512
2022-06-06,31.89931
2022-06-07,58.03203
2022-06-08,59.49656
2022-06-09,54.55377
2022-06-10,52.99771
2022-06-11,30.75514
2022-06-12,30.61784
2022-06-13,67.41418
2022-06-14,60.13729
2022-06-15,65.26315
2022-06-16,61.09839
2022-06-17,50.43478
2022-06-18,31.39588
2022-06-19,31.67048
2022-06-20,66.04118
2022-06-21,60.0
2022-06-22,58.3524
2022-06-23,54.7826
2022-06-24,54.6453
2022-06-25,28.64988
2022-06-26,30.34324
2022-06-27,65.58352
2022-06-28,62.42562
2022-06-29,57.71167
2022-06-30,62.47139
2022-07-01,47.32265
2022-07-02,27.36842
2022-07-03,29.38215
2022-07-04,62.65446
2022-07-05,57.71167
2022-07-06,50.93821
2022-07-07,48.87871
2022-07-08,49.42791
2022-07-09,29.97711
2022-07-10,28.51258
2022-07-11,64.75972
2022-07-12,63.34096
2022-07-13,56.4302
2022-07-14,59.5881
2022-07-15,53.08924
2022-07-16,25.81235
2022-07-17,27.96338
2022-07-18,61.87643
2022-07-19,61.83066
2022-07-20,58.99313
2022-07-21,49.38215
2022-07-22,52.81464
2022-07-23,29.06178
2022-07-24,32.54004
2022-07-25,65.94965
2022-07-26,63.06636
2022-07-27,57.98627
2022-07-28,59.54233
2022-07-29,60.59496
2022-07-30,26.95652
2022-07-31,30.34324
2022-08-01,58.2151
2022-08-02,58.3524
2022-08-03,54.00457
2022-08-04,54.82837
2022-08-05,50.52631
2022-08-06,31.12128
2022-08-07,25.85812
2022-08-08,55.37757
2022-08-09,52.44851
2022-08-10,57.57437
2022-08-11,53.95881
2022-08-12,53.82151
2022-08-13,25.53775
2022-08-14,22.51716
2022-08-15,31.16704
2022-08-16,62.37986
2022-08-17,57.71167
2022-08-18,53.18077
2022-08-19,48.55835
2022-08-20,32.72311
2022-08-21,29.47368
2022-08-22,67.32265
2022-08-23,57.98627
2022-08-24,61.92219
2022-08-25,58.30663
2022-08-26,51.48741
2022-08-27,29.33638
2022-08-28,28.74141
2022-08-29,64.66819
2022-08-30,61.32723
2022-08-31,60.13729
2022-09-01,51.48741
2022-09-02,41.14416
2022-09-03,28.74141
2022-09-04,24.30205
2022-09-05,47.87185
2022-09-06,47.09382
2022-09-07,48.64988
2022-09-08,43.15789
2022-09-09,20.82379
2022-09-10,18.85583
2022-09-11,23.24942
2022-09-12,29.61098
2022-09-13,59.77116
2022-09-14,63.43249
2022-09-15,58.71853
2022-09-16,47.55148
2022-09-17,26.81922
2022-09-18,31.39588
2022-09-19,64.71395
2022-09-20,60.68649
2022-09-21,56.9794
2022-09-22,57.02517
2022-09-23,54.82837
2022-09-24,29.61098
2022-09-25,28.74141
2022-09-26,68.92448
2022-09-27,69.10755
2022-09-28,57.20823
2022-09-29,73.22654
2022-09-30,61.46453
2022-10-01,31.57894
2022-10-02,26.81922
2022-10-03,33.40961
2022-10-04,65.03432
2022-10-05,63.02059
2022-10-06,53.18077
2022-10-07,63.75286
2022-10-08,29.19908
2022-10-09,25.35469
2022-10-10,35.78947
2022-10-11,58.94736
2022-10-12,64.53089
2022-10-13,60.50343
2022-10-14,51.80778
2022-10-15,32.81464
2022-10-16,31.21281
2022-10-17,62.65446
2022-10-18,60.22883
2022-10-19,61.41876
2022-10-20,59.81693
2022-10-21,53.91304
2022-10-22,28.83295
2022-10-23,32.35697
2022-10-24,63.38672
2022-10-25,59.26773
2022-10-26,59.4508
2022-10-27,52.90617
2022-10-28,50.75514
2022-10-29,29.74828
2022-10-30,27.00228
2022-10-31,66.45308
2022-11-01,60.59496
2022-11-02,58.85583
2022-11-03,55.1945
2022-11-04,49.19908
2022-11-05,30.48054
2022-11-06,28.51258
2022-11-07,61.73913
2022-11-08,53.63844
2022-11-09,55.69794
2022-11-10,55.83524
2022-11-11,45.30892
2022-11-12,29.33638
2022-11-13,30.66361
2022-11-14,61.09839
2022-11-15,57.6659
2022-11-16,51.57894
2022-11-17,51.30434
2022-11-18,48.00915
2022-11-19,27.73455
2022-11-20,28.14645
2022-11-21,54.59954
2022-11-22,55.0572
2022-11-23,54.14187
2022-11-24,52.17391
2022-11-25,54.3707
2022-11-26,27.36842
2022-11-27,29.74828
2022-11-28,65.67505
2022-11-29,58.99313
2022-11-30,59.90846
2022-12-01,56.7048
2022-12-02,47.13958
2022-12-03,23.15789
2022-12-04,29.01601
2022-12-05,61.46453
2022-12-06,57.62013
2022-12-07,58.94736
2022-12-08,54.41647
2022-12-09,56.20137
2022-12-10,31.39588
2022-12-11,32.26544
2022-12-12,70.84668
2022-12-13,55.14874
2022-12-14,61.18993
2022-12-15,59.35926
2022-12-16,54.87414
2022-12-17,29.56521
2022-12-18,32.95194
2022-12-19,68.28375
2022-12-20,61.55606
2022-12-21,58.44393
2022-12-22,59.35926
2022-12-23,52.76887
2022-12-24,30.52631
2022-12-25,30.89244
2022-12-26,76.5675
2022-12-27,72.08237
2022-12-28,62.88329
2022-12-29,64.62242
2022-12-30,66.95652
2022-12-31,31.21281
2023-01-01,30.93821
2023-01-02,63.84439
2023-01-03,63.29519
2023-01-04,56.06407
2023-01-05,57.89473
2023-01-06,54.7826
2023-01-07,35.28604
2023-01-08,38.9016
2023-01-09,67.32265
2023-01-10,64.02745
2023-01-11,58.94736
2023-01-12,64.75972
2023-01-13,63.98169
2023-01-14,35.56064
2023-01-15,34.3707
2023-01-16,66.40732
2023-01-17,63.43249
2023-01-18,63.56979
2023-01-19,65.76659
2023-01-20,50.93821
2023-01-21,29.65675
2023-01-22,26.40732
2023-01-23,29.06178
2023-01-24,40.09153
2023-01-25,74.7826
2023-01-26,61.46453
2023-01-27,67.78032
2023-01-28,35.10297
2023-01-29,38.39816
2023-01-30,81.32723
2023-01-31,74.59954
2023-02-01,68.19221
2023-02-02,66.95652
2023-02-03,55.92677
2023-02-04,32.26544
2023-02-05,33.45537
2023-02-06,64.48512
2023-02-07,64.89702
2023-02-08,58.67276
2023-02-09,64.57665
2023-02-10,57.6659
2023-02-11,34.14187
2023-02-12,35.3318
2023-02-13,77.89473
2023-02-14,65.94965
2023-02-15,72.17391
2023-02-16,59.35926
2023-02-17,58.58123
2023-02-18,33.54691
2023-02-19,38.30663
2023-02-20,72.76887
2023-02-21,60.64073
2023-02-22,61.83066
2023-02-23,67.13958
2023-02-24,63.79862
2023-02-25,38.53546
2023-02-26,40.04576
2023-02-27,79.3135
2023-02-28,69.70251
2023-03-01,47.45995
2023-03-02,72.44851
2023-03-03,54.82837
2023-03-04,32.72311
2023-03-05,34.0961
2023-03-06,62.88329
2023-03-07,60.09153
2023-03-08,59.4508
2023-03-09,53.08924
2023-03-10,56.79633
2023-03-11,29.06178
2023-03-12,29.33638
2023-03-13,68.42105
2023-03-14,61.55606
2023-03-15,65.53775
2023-03-16,64.25629
2023-03-17,52.95194
2023-03-18,31.57894
2023-03-19,34.18764
2023-03-20,67.68878
2023-03-21,65.30892
2023-03-22,62.05949
2023-03-23,58.30663
2023-03-24,63.20366
2023-03-25,32.21967
2023-03-26,31.67048
2023-03-27,72.40274
2023-03-28,66.91075
2023-03-29,71.35011
2023-03-30,67.23112
2023-03-31,63.02059
2023-04-01,34.3707
2023-04-02,34.00457
2023-04-03,60.77803
2023-04-04,58.4897
2023-04-05,58.67276
2023-04-06,55.51487
2023-04-07,56.75057
2023-04-08,31.94508
2023-04-09,31.30434
2023-04-10,67.91762
2023-04-11,60.0
2023-04-12,61.05263
2023-04-13,57.98627
2023-04-14,57.71167
2023-04-15,33.22654
2023-04-16,37.43707
2023-04-17,70.29748
2023-04-18,67.87185
2023-04-19,67.04805
2023-04-20,63.29519
2023-04-21,57.16247
2023-04-22,36.65903
2023-04-23,34.0961
2023-04-24,73.04347
2023-04-25,68.14645
2023-04-26,63.20366
2023-04-27,61.60183
2023-04-28,61.69336
2023-04-29,37.07093
2023-04-30,33.50114
2023-05-01,53.86727
2023-05-02,67.04805
2023-05-03,61.69336
2023-05-04,58.81006
2023-05-05,36.0183
2023-05-06,33.50114
2023-05-07,36.2929
2023-05-08,65.76659
2023-05-09,67.41418
2023-05-10,64.11899
2023-05-11,60.22883
2023-05-12,54.69107
2023-05-13,30.02288
2023-05-14,31.62471
2023-05-15,72.35697
2023-05-16,67.32265
2023-05-17,58.53546
2023-05-18,58.71853
2023-05-19,55.6064
2023-05-20,30.48054
2023-05-21,34.46224
2023-05-22,68.55835
2023-05-23,63.89016
2023-05-24,63.43249
2023-05-25,64.66819
2023-05-26,55.24027
2023-05-27,27.27688
2023-05-28,31.25858
2023-05-29,40.86956
