date,항셍선물
2020-03-20,1.68598
2020-03-23,0.73761
2020-03-24,1.05374
2020-03-25,0.84299
2020-03-30,10.11591
2020-03-31,0.84299
2020-04-02,0.94836
2020-04-03,0.52687
2020-04-06,0.73761
2020-04-09,0.63224
2020-04-10,0.52687
2020-04-13,0.52687
2020-04-14,0.52687
2020-04-15,0.73761
2020-04-20,0.52687
2020-04-21,0.52687
2020-04-23,0.73761
2020-04-27,1.15911
2020-04-29,0.84299
2020-05-04,1.05374
2020-05-15,0.94836
2020-05-16,0.52687
2020-05-18,0.63224
2020-05-21,1.36986
2020-05-22,1.58061
2020-05-24,0.63224
2020-05-25,3.68809
2020-05-26,0.94836
2020-05-27,0.63224
2020-05-28,1.58061
2020-05-29,1.26448
2020-06-01,1.36986
2020-06-02,0.52687
2020-06-05,0.63224
2020-06-08,0.84299
2020-06-09,0.52687
2020-06-10,1.15911
2020-06-11,1.15911
2020-06-12,0.52687
2020-06-15,0.52687
2020-06-18,0.52687
2020-06-22,0.52687
2020-06-24,0.94836
2020-06-25,0.73761
2020-06-29,0.52687
2020-07-02,0.73761
2020-07-07,0.63224
2020-07-08,0.63224
2020-07-16,0.63224
2020-07-20,0.84299
2020-07-21,0.52687
2020-07-22,0.73761
2020-07-23,0.52687
2020-07-24,0.73761
2020-08-04,0.52687
2020-08-05,0.52687
2020-08-06,0.52687
2020-08-12,0.63224
2020-08-17,1.26448
2020-08-18,0.52687
2020-08-19,1.36986
2020-09-02,0.52687
2020-09-04,0.52687
2020-09-08,0.73761
2020-09-11,0.84299
2020-09-14,0.52687
2020-09-15,0.73761
2020-09-16,1.89673
2020-09-17,0.73761
2020-09-18,1.05374
2020-09-22,0.84299
2020-09-24,0.52687
2020-09-28,0.84299
2020-09-29,2.0021
2020-09-30,1.26448
2020-10-05,1.05374
2020-10-06,0.84299
2020-10-09,0.73761
2020-10-12,1.26448
2020-10-13,1.58061
2020-10-14,0.52687
2020-10-15,0.63224
2020-10-17,0.52687
2020-10-19,0.84299
2020-10-20,2.4236
2020-10-21,1.47523
2020-10-22,0.73761
2020-10-23,1.26448
2020-10-29,0.84299
2020-11-03,1.05374
2020-11-04,0.73761
2020-11-05,1.05374
2020-11-06,0.73761
2020-11-09,0.63224
2020-11-12,0.73761
2020-11-16,1.15911
2020-11-18,0.73761
2020-11-19,1.26448
2020-11-24,0.52687
2020-11-26,0.52687
2020-11-30,0.63224
2020-12-01,0.94836
2020-12-02,0.94836
2020-12-04,0.63224
2020-12-07,0.63224
2020-12-08,0.52687
2020-12-09,1.58061
2020-12-10,0.63224
2020-12-11,0.63224
2020-12-15,0.94836
2020-12-16,1.36986
2020-12-17,1.36986
2020-12-18,1.36986
2020-12-21,0.52687
2020-12-23,1.05374
2020-12-24,0.73761
2020-12-29,0.63224
2020-12-30,2.10748
2021-01-04,0.63224
2021-01-07,0.73761
2021-01-08,0.52687
2021-01-11,0.73761
2021-01-12,0.84299
2021-01-13,1.47523
2021-01-14,1.58061
2021-01-15,1.47523
2021-01-18,1.68598
2021-01-19,2.10748
2021-01-20,0.63224
2021-01-23,0.63224
2021-01-26,1.05374
2021-01-27,0.84299
2021-01-28,1.58061
2021-01-29,0.63224
2021-02-01,1.68598
2021-02-02,2.95047
2021-02-03,1.68598
2021-02-04,1.36986
2021-02-05,1.05374
2021-02-08,2.0021
2021-02-09,2.63435
2021-02-10,1.05374
2021-02-11,1.15911
2021-02-16,3.47734
2021-02-17,1.58061
2021-02-18,2.63435
2021-02-19,2.63435
2021-02-21,0.73761
2021-02-22,3.47734
2021-02-23,6.11169
2021-02-24,4.74183
2021-02-25,2.10748
2021-02-26,5.37407
2021-02-27,1.26448
2021-02-28,0.73761
2021-03-01,3.58271
2021-03-02,4.00421
2021-03-03,4.63645
2021-03-04,3.05584
2021-03-05,2.95047
2021-03-06,0.63224
2021-03-07,0.63224
2021-03-08,7.58693
2021-03-09,11.90727
2021-03-10,5.2687
2021-03-11,8.42992
2021-03-12,6.21707
2021-03-13,1.47523
2021-03-14,0.94836
2021-03-15,5.90094
2021-03-16,5.37407
2021-03-17,7.90305
2021-03-18,4.8472
2021-03-19,7.06006
2021-03-20,2.21285
2021-03-21,0.73761
2021-03-22,5.6902
2021-03-23,6.84931
2021-03-24,6.53319
2021-03-25,8.64067
2021-03-26,7.37618
2021-03-27,1.89673
2021-03-28,1.05374
2021-03-29,6.21707
2021-03-30,6.74394
2021-03-31,9.27291
2021-04-01,5.90094
2021-04-02,4.10958
2021-04-05,2.10748
2021-04-06,3.58271
2021-04-07,9.90516
2021-04-08,5.2687
2021-04-09,5.58482
2021-04-10,0.63224
2021-04-12,2.52897
2021-04-13,2.0021
2021-04-14,3.58271
2021-04-15,4.32033
2021-04-16,4.00421
2021-04-19,3.79346
2021-04-20,3.68809
2021-04-21,3.26659
2021-04-22,3.16122
2021-04-23,4.8472
2021-04-24,0.63224
2021-04-26,4.74183
2021-04-27,4.74183
2021-04-28,2.95047
2021-04-29,3.58271
2021-04-30,4.74183
2021-05-01,0.73761
2021-05-02,0.63224
2021-05-03,4.95258
2021-05-04,7.58693
2021-05-05,5.90094
2021-05-06,3.05584
2021-05-07,3.58271
2021-05-09,0.63224
2021-05-10,5.37407
2021-05-11,6.95468
2021-05-12,7.37618
2021-05-13,9.48366
2021-05-14,4.63645
2021-05-15,1.15911
2021-05-16,0.84299
2021-05-17,5.16332
2021-05-18,4.00421
2021-05-19,1.58061
2021-05-20,2.63435
2021-05-21,2.95047
2021-05-22,0.52687
2021-05-24,2.21285
2021-05-25,3.89884
2021-05-26,4.95258
2021-05-27,2.21285
2021-05-28,2.95047
2021-05-29,0.63224
2021-05-31,3.05584
2021-06-01,4.8472
2021-06-02,3.58271
2021-06-03,4.10958
2021-06-04,3.05584
2021-06-05,1.05374
2021-06-07,2.4236
2021-06-08,6.11169
2021-06-09,5.6902
2021-06-10,4.53108
2021-06-11,2.73972
2021-06-12,0.52687
2021-06-14,1.15911
2021-06-15,4.32033
2021-06-16,6.74394
2021-06-17,6.53319
2021-06-18,5.90094
2021-06-19,1.47523
2021-06-20,0.63224
2021-06-21,3.26659
2021-06-22,6.63856
2021-06-23,7.06006
2021-06-24,6.63856
2021-06-25,8.5353
2021-06-26,0.94836
2021-06-27,1.26448
2021-06-28,7.79768
2021-06-29,8.32455
2021-06-30,11.48577
2021-07-01,3.26659
2021-07-02,12.01264
2021-07-03,1.68598
2021-07-04,0.94836
2021-07-05,10.85353
2021-07-06,14.96311
2021-07-07,13.06638
2021-07-08,19.9157
2021-07-09,16.43835
2021-07-10,3.58271
2021-07-11,1.26448
2021-07-12,9.27291
2021-07-13,9.27291
2021-07-14,9.90516
2021-07-15,11.90727
2021-07-16,12.32876
2021-07-17,2.95047
2021-07-18,0.73761
2021-07-19,9.06217
2021-07-20,9.69441
2021-07-21,16.54373
2021-07-22,12.53951
2021-07-23,10.01053
2021-07-24,2.10748
2021-07-25,0.73761
2021-07-26,16.2276
2021-07-27,32.87671
2021-07-28,28.24025
2021-07-29,27.608
2021-07-30,19.9157
2021-07-31,3.37197
2021-08-01,0.84299
2021-08-02,11.59114
2021-08-03,16.75447
2021-08-04,12.96101
2021-08-05,14.2255
2021-08-06,10.85353
2021-08-07,2.0021
2021-08-08,0.94836
2021-08-09,13.90937
2021-08-10,13.06638
2021-08-11,10.85353
2021-08-12,11.90727
2021-08-13,13.06638
2021-08-14,1.58061
2021-08-15,0.94836
2021-08-16,12.11801
2021-08-17,13.804
2021-08-18,12.01264
2021-08-19,18.22971
2021-08-20,12.22339
2021-08-21,3.37197
2021-08-22,0.73761
2021-08-23,15.06849
2021-08-24,12.96101
2021-08-25,16.01685
2021-08-26,12.22339
2021-08-27,11.27502
2021-08-28,2.95047
2021-08-29,0.84299
2021-08-30,11.27502
2021-08-31,12.64488
2021-09-01,10.85353
2021-09-02,10.5374
2021-09-03,10.74815
2021-09-04,3.26659
2021-09-05,1.05374
2021-09-06,10.32665
2021-09-07,10.5374
2021-09-08,15.06849
2021-09-09,19.38883
2021-09-10,17.49209
2021-09-11,3.16122
2021-09-12,1.05374
2021-09-13,13.3825
2021-09-14,17.80821
2021-09-15,16.12223
2021-09-16,14.12012
2021-09-17,13.27713
2021-09-18,2.52897
2021-09-19,1.58061
2021-09-20,14.75237
2021-09-21,31.2961
2021-09-22,10.22128
2021-09-23,17.59747
2021-09-24,16.43835
2021-09-25,3.16122
2021-09-26,1.26448
2021-09-27,13.17175
