date,세금환급
2021-01-06,6.41181
2021-01-07,5.90614
2021-01-08,6.29045
2021-01-09,4.02508
2021-01-10,5.17799
2021-01-11,8.27265
2021-01-12,7.64563
2021-01-13,16.42394
2021-01-14,95.69174
2021-01-15,72.7953
2021-01-16,23.84708
2021-01-17,18.48705
2021-01-18,21.31877
2021-01-19,16.68689
2021-01-20,17.79935
2021-01-21,14.90695
2021-01-22,12.70226
2021-01-23,7.03883
2021-01-24,6.81634
2021-01-25,11.40776
2021-01-26,9.12216
2021-01-27,9.78964
2021-01-28,10.92233
2021-01-29,8.94012
2021-01-30,5.29935
2021-01-31,4.53074
2021-02-01,7.56472
2021-02-02,7.0186
2021-02-03,7.26132
2021-02-04,23.13915
2021-02-05,11.18527
2021-02-06,4.91504
2021-02-07,3.88349
2021-02-08,8.3131
2021-02-09,7.03883
2021-02-10,7.13996
2021-02-11,3.82281
2021-02-12,3.09466
2021-02-13,3.37783
2021-02-14,3.3576
2021-02-15,7.18042
2021-02-16,7.34223
2021-02-17,7.05906
2021-02-18,5.96682
2021-02-19,5.72411
2021-02-20,4.0453
2021-02-21,3.39805
2021-02-22,6.99838
2021-02-23,6.47249
2021-02-24,8.25242
2021-02-25,8.13106
2021-02-26,7.03883
2021-02-27,4.00485
2021-02-28,2.83171
2021-03-01,4.18689
2021-03-02,5.90614
2021-03-03,6.97815
2021-03-04,6.06796
2021-03-05,5.09708
2021-03-06,3.39805
2021-03-07,2.6699
2021-03-08,5.80501
2021-03-09,6.08818
2021-03-10,8.13106
2021-03-11,6.99838
2021-03-12,5.76456
2021-03-13,3.19579
2021-03-14,3.62055
2021-03-15,7.2411
2021-03-16,7.09951
2021-03-17,5.96682
2021-03-18,6.51294
2021-03-19,6.49271
2021-03-20,3.27669
2021-03-21,3.33737
2021-03-22,5.05663
2021-03-23,4.16666
2021-03-24,7.52427
2021-03-25,7.46359
2021-03-26,5.62297
2021-03-27,4.6521
2021-03-28,4.85436
2021-03-29,7.46359
2021-03-30,6.47249
2021-03-31,6.89724
2021-04-01,6.43203
2021-04-02,4.9555
2021-04-03,4.24757
2021-04-04,4.69255
2021-04-05,6.65453
2021-04-06,5.3398
2021-04-07,5.80501
2021-04-08,6.87702
2021-04-09,6.75566
2021-04-10,4.16666
2021-04-11,4.12621
2021-04-12,8.47491
2021-04-13,7.2411
2021-04-14,7.44336
2021-04-15,8.17152
2021-04-16,9.2233
2021-04-17,6.9377
2021-04-18,7.48381
2021-04-19,10.2953
2021-04-20,12.03478
2021-04-21,10.47734
2021-04-22,10.33576
2021-04-23,10.49757
2021-04-24,9.16262
2021-04-25,8.85922
2021-04-26,12.13592
2021-04-27,13.32928
2021-04-28,11.85275
2021-04-29,11.8932
2021-04-30,8.07038
2021-05-01,12.68203
2021-05-02,11.34708
2021-05-03,31.79611
2021-05-04,24.97977
2021-05-05,16.08009
2021-05-06,23.64482
2021-05-07,20.59061
2021-05-08,12.70226
2021-05-09,12.11569
2021-05-10,28.78236
2021-05-11,25.72815
2021-05-12,21.70307
2021-05-13,21.68284
2021-05-14,18.48705
2021-05-15,12.94498
2021-05-16,11.54935
2021-05-17,18.36569
2021-05-18,15.37216
2021-05-19,12.15614
2021-05-20,16.32281
2021-05-21,14.68446
2021-05-22,10.09304
2021-05-23,10.01213
2021-05-24,15.53398
2021-05-25,16.78802
2021-05-26,15.19012
2021-05-27,16.28236
2021-05-28,12.45954
2021-05-29,6.22977
2021-05-30,6.75566
2021-05-31,13.43042
2021-06-01,11.69093
2021-06-02,11.52912
2021-06-03,11.54935
2021-06-04,9.08171
2021-06-05,7.16019
2021-06-06,7.98948
2021-06-07,11.52912
2021-06-08,11.22572
2021-06-09,9.97168
2021-06-10,11.95388
2021-06-11,9.54692
2021-06-12,6.35113
2021-06-13,7.66585
2021-06-14,12.45954
2021-06-15,14.72491
2021-06-16,15.8576
2021-06-17,15.77669
2021-06-18,15.63511
2021-06-19,9.16262
2021-06-20,8.63673
2021-06-21,18.58818
2021-06-22,16.42394
2021-06-23,15.29126
2021-06-24,11.12459
2021-06-25,10.41666
2021-06-26,6.00728
2021-06-27,6.87702
2021-06-28,11.44822
2021-06-29,9.93122
2021-06-30,10.35598
2021-07-01,9.10194
2021-07-02,7.9288
2021-07-03,4.93527
2021-07-04,5.31957
2021-07-05,7.82766
2021-07-06,7.66585
2021-07-07,8.39401
2021-07-08,7.26132
2021-07-09,6.25
2021-07-10,3.86326
2021-07-11,4.12621
2021-07-12,6.00728
2021-07-13,7.48381
2021-07-14,7.86812
2021-07-15,7.58495
2021-07-16,7.18042
2021-07-17,5.58252
2021-07-18,5.21844
2021-07-19,8.07038
2021-07-20,8.07038
2021-07-21,8.94012
2021-07-22,8.29288
2021-07-23,7.66585
2021-07-24,7.03883
2021-07-25,5.09708
2021-07-26,6.27022
2021-07-27,7.322
2021-07-28,7.34223
2021-07-29,8.59627
2021-07-30,6.95792
2021-07-31,6.31067
2021-08-01,7.322
2021-08-02,8.47491
2021-08-03,8.09061
2021-08-04,5.82524
2021-08-05,7.18042
2021-08-06,5.9466
2021-08-07,3.70145
2021-08-08,4.26779
2021-08-09,5.96682
2021-08-10,7.05906
2021-08-11,5.66343
2021-08-12,5.9466
2021-08-13,5.46116
2021-08-14,4.24757
2021-08-15,3.68122
2021-08-16,5.05663
2021-08-17,6.83656
2021-08-18,6.87702
2021-08-19,6.99838
2021-08-20,6.6343
2021-08-21,3.92394
2021-08-22,3.661
2021-08-23,7.52427
2021-08-24,8.59627
2021-08-25,9.32443
2021-08-26,22.61326
2021-08-27,14.84627
2021-08-28,8.77831
2021-08-29,7.76699
2021-08-30,12.5809
2021-08-31,11.91343
2021-09-01,11.46844
2021-09-02,9.68851
2021-09-03,10.33576
2021-09-04,6.37135
2021-09-05,8.07038
2021-09-06,12.70226
2021-09-07,11.99433
2021-09-08,11.04368
2021-09-09,10.41666
2021-09-10,10.94255
2021-09-11,6.55339
2021-09-12,6.67475
2021-09-13,8.47491
2021-09-14,7.20064
2021-09-15,8.29288
2021-09-16,6.81634
2021-09-17,6.18932
2021-09-18,4.83414
2021-09-19,5.05663
2021-09-20,5.48139
2021-09-21,5.3398
2021-09-22,5.15776
2021-09-23,7.48381
2021-09-24,8.11084
2021-09-25,6.0275
2021-09-26,5.52184
2021-09-27,8.73786
2021-09-28,9.20307
2021-09-29,8.11084
2021-09-30,7.90857
2021-10-01,7.2411
2021-10-02,5.05663
2021-10-03,4.89482
2021-10-04,5.66343
2021-10-05,8.07038
2021-10-06,10.23462
2021-10-07,9.44579
2021-10-08,8.47491
2021-10-09,5.46116
2021-10-10,5.92637
2021-10-11,6.9377
2021-10-12,6.73543
2021-10-13,7.56472
2021-10-14,7.46359
2021-10-15,6.89724
2021-10-16,4.77346
2021-10-17,5.0364
2021-10-18,7.30177
2021-10-19,5.68365
2021-10-20,5.42071
2021-10-21,5.25889
2021-10-22,5.60275
2021-10-23,3.84304
2021-10-24,3.94417
2021-10-25,6.27022
2021-10-26,6.41181
2021-10-27,6.57362
2021-10-28,9.18284
2021-10-29,7.2411
2021-10-30,4.87459
2021-10-31,4.93527
2021-11-01,6.39158
2021-11-02,6.10841
2021-11-03,6.08818
2021-11-04,5.72411
2021-11-05,5.40048
2021-11-06,3.82281
2021-11-07,3.60032
2021-11-08,4.9555
2021-11-09,5.60275
2021-11-10,6.25
2021-11-11,4.93527
2021-11-12,4.28802
2021-11-13,3.29692
2021-11-14,4.24757
2021-11-15,5.90614
2021-11-16,6.67475
2021-11-17,7.58495
2021-11-18,5.44093
2021-11-19,5.19822
2021-11-20,3.31715
2021-11-21,3.9644
2021-11-22,5.66343
2021-11-23,5.19822
2021-11-24,5.44093
2021-11-25,6.22977
2021-11-26,5.84546
2021-11-27,3.90372
2021-11-28,3.76213
2021-11-29,5.82524
2021-11-30,6.71521
2021-12-01,5.86569
2021-12-02,6.00728
2021-12-03,6.0275
2021-12-04,4.733
2021-12-05,4.49029
2021-12-06,5.84546
2021-12-07,5.98705
2021-12-08,5.80501
2021-12-09,7.34223
2021-12-10,6.47249
2021-12-11,3.90372
2021-12-12,4.42961
2021-12-13,5.6432
2021-12-14,6.16909
2021-12-15,7.09951
2021-12-16,5.96682
2021-12-17,4.47006
2021-12-18,3.68122
2021-12-19,4.47006
2021-12-20,6.97815
2021-12-21,7.34223
2021-12-22,6.06796
2021-12-23,6.6343
2021-12-24,5.05663
2021-12-25,4.18689
2021-12-26,3.62055
2021-12-27,7.11974
2021-12-28,7.2411
2021-12-29,7.40291
2021-12-30,7.28155
2021-12-31,6.57362
2022-01-01,6.43203
2022-01-02,6.27022
2022-01-03,9.14239
2022-01-04,8.45469
2022-01-05,8.33333
2022-01-06,8.94012
2022-01-07,7.36245
2022-01-08,4.89482
2022-01-09,4.97572
2022-01-10,9.24352
2022-01-11,8.02993
2022-01-12,7.94902
2022-01-13,7.82766
2022-01-14,6.85679
2022-01-15,8.43446
2022-01-16,6.95792
2022-01-17,12.64158
2022-01-18,11.26618
2022-01-19,10.49757
2022-01-20,9.68851
2022-01-21,9.54692
2022-01-22,5.9466
2022-01-23,5.36003
2022-01-24,10.65938
2022-01-25,11.06391
2022-01-26,10.39644
2022-01-27,12.29773
2022-01-28,10.03236
2022-01-29,6.37135
2022-01-30,6.22977
2022-01-31,6.99838
2022-02-01,6.71521
2022-02-02,7.84789
2022-02-03,11.36731
2022-02-04,8.94012
2022-02-05,7.54449
2022-02-06,9.08171
2022-02-07,11.73139
2022-02-08,9.76941
2022-02-09,11.83252
2022-02-10,13.28883
2022-02-11,11.50889
2022-02-12,7.82766
2022-02-13,8.19174
2022-02-14,13.41019
2022-02-15,14.38106
2022-02-16,15.35194
2022-02-17,14.72491
2022-02-18,12.98543
2022-02-19,9.14239
2022-02-20,11.75161
2022-02-21,14.64401
2022-02-22,15.23058
2022-02-23,16.70711
2022-02-24,19.57928
2022-02-25,20.22653
2022-02-26,12.1966
2022-02-27,13.69336
2022-02-28,16.38349
2022-03-01,11.22572
2022-03-02,16.82847
2022-03-03,15.43284
2022-03-04,14.92718
2022-03-05,10.2953
2022-03-06,11.52912
2022-03-07,15.63511
2022-03-08,13.55177
2022-03-09,10.65938
2022-03-10,15.97896
2022-03-11,15.43284
2022-03-12,10.55825
2022-03-13,11.71116
2022-03-14,13.24838
2022-03-15,13.34951
2022-03-16,13.2686
2022-03-17,12.11569
2022-03-18,13.2686
2022-03-19,7.82766
2022-03-20,8.11084
2022-03-21,11.40776
2022-03-22,11.79207
2022-03-23,11.71116
2022-03-24,12.13592
2022-03-25,11.5898
2022-03-26,6.45226
2022-03-27,6.00728
2022-03-28,11.32686
2022-03-29,11.67071
2022-03-30,12.09546
2022-03-31,12.82362
2022-04-01,10.53802
2022-04-02,7.50404
2022-04-03,7.64563
2022-04-04,11.32686
2022-04-05,10.63915
2022-04-06,11.16504
2022-04-07,9.62783
2022-04-08,7.60517
2022-04-09,5.44093
2022-04-10,5.23867
2022-04-11,9.78964
2022-04-12,8.71763
2022-04-13,9.12216
2022-04-14,9.62783
2022-04-15,9.20307
2022-04-16,6.10841
2022-04-17,9.04126
2022-04-18,14.13834
2022-04-19,13.572
2022-04-20,13.61245
2022-04-21,15.75647
2022-04-22,16.4644
2022-04-23,16.30258
2022-04-24,20.14563
2022-04-25,24.11003
2022-04-26,21.96601
2022-04-27,20.1254
2022-04-28,20.44902
2022-04-29,13.20792
2022-04-30,7.6254
2022-05-01,17.94093
2022-05-02,36.65048
2022-05-03,59.66828
2022-05-04,78.661
2022-05-05,44.01294
2022-05-06,57.30177
2022-05-07,43.12297
2022-05-08,38.32928
2022-05-09,53.661
2022-05-10,64.32038
2022-05-11,60.09304
2022-05-12,57.9288
2022-05-13,48.28074
2022-05-14,32.11974
2022-05-15,30.90614
2022-05-16,47.02669
2022-05-17,39.44174
2022-05-18,37.33818
2022-05-19,33.9199
2022-05-20,36.99433
2022-05-21,22.93689
2022-05-22,24.73705
2022-05-23,35.03236
2022-05-24,34.74919
2022-05-25,34.20307
2022-05-26,32.11974
2022-05-27,32.26132
2022-05-28,22.06715
2022-05-29,20.18608
2022-05-30,41.32281
2022-05-31,40.49352
2022-06-01,15.00809
2022-06-02,18.62864
2022-06-03,17.81957
2022-06-04,11.97411
2022-06-05,11.36731
2022-06-06,12.84385
2022-06-07,20.99514
2022-06-08,22.35032
2022-06-09,19.822
2022-06-10,19.78155
2022-06-11,11.69093
2022-06-12,12.45954
2022-06-13,21.39967
2022-06-14,21.35922
2022-06-15,23.76618
2022-06-16,25.10113
2022-06-17,24.37297
2022-06-18,14.27993
2022-06-19,13.73381
2022-06-20,30.15776
2022-06-21,29.55097
2022-06-22,27.40695
2022-06-23,22.18851
2022-06-24,16.99029
2022-06-25,7.66585
2022-06-26,7.56472
2022-06-27,12.35841
2022-06-28,13.93608
2022-06-29,11.34708
2022-06-30,11.85275
2022-07-01,9.02103
2022-07-02,5.31957
2022-07-03,5.19822
2022-07-04,9.08171
2022-07-05,10.11326
2022-07-06,8.29288
2022-07-07,6.69498
2022-07-08,7.94902
2022-07-09,4.06553
2022-07-10,4.6521
2022-07-11,9.2233
2022-07-12,7.96925
2022-07-13,8.51537
2022-07-14,8.3131
2022-07-15,7.52427
2022-07-16,4.47006
2022-07-17,4.06553
2022-07-18,8.65695
2022-07-19,8.07038
2022-07-20,8.37378
2022-07-21,7.86812
2022-07-22,6.45226
2022-07-23,4.44983
2022-07-24,5.25889
2022-07-25,9.50647
2022-07-26,7.72653
2022-07-27,6.71521
2022-07-28,5.90614
2022-07-29,6.73543
2022-07-30,4.733
2022-07-31,3.72168
2022-08-01,6.12864
2022-08-02,5.56229
2022-08-03,5.50161
2022-08-04,5.23867
2022-08-05,5.40048
2022-08-06,3.70145
2022-08-07,3.55987
2022-08-08,6.08818
2022-08-09,6.73543
2022-08-10,8.02993
2022-08-11,7.11974
2022-08-12,5.84546
2022-08-13,4.02508
2022-08-14,4.0453
2022-08-15,5.05663
2022-08-16,7.88834
2022-08-17,6.79611
2022-08-18,6.14886
2022-08-19,6.97815
2022-08-20,3.98462
2022-08-21,3.88349
2022-08-22,6.85679
2022-08-23,6.79611
2022-08-24,6.89724
2022-08-25,7.94902
2022-08-26,12.2775
2022-08-27,6.71521
2022-08-28,8.33333
2022-08-29,11.22572
2022-08-30,9.04126
2022-08-31,8.67718
2022-09-01,7.30177
2022-09-02,6.12864
2022-09-03,4.67233
2022-09-04,5.23867
2022-09-05,6.99838
2022-09-06,6.9377
2022-09-07,6.00728
2022-09-08,6.53317
2022-09-09,3.7419
2022-09-10,2.87216
2022-09-11,3.23624
2022-09-12,3.51941
2022-09-13,6.06796
2022-09-14,6.04773
2022-09-15,5.56229
2022-09-16,4.63187
2022-09-17,3.62055
2022-09-18,3.11488
2022-09-19,5.42071
2022-09-20,5.98705
2022-09-21,6.59385
2022-09-22,8.37378
2022-09-23,6.99838
2022-09-24,3.94417
2022-09-25,3.86326
2022-09-26,6.3309
2022-09-27,6.53317
2022-09-28,12.45954
2022-09-29,13.06634
2022-09-30,8.63673
2022-10-01,5.56229
2022-10-02,4.02508
2022-10-03,4.55097
2022-10-04,6.6343
2022-10-05,5.98705
2022-10-06,5.86569
2022-10-07,5.19822
2022-10-08,3.09466
2022-10-09,2.7508
2022-10-10,3.60032
2022-10-11,6.04773
2022-10-12,5.70388
2022-10-13,6.55339
2022-10-14,5.78478
2022-10-15,2.9733
2022-10-16,2.99352
2022-10-17,4.93527
2022-10-18,5.52184
2022-10-19,6.00728
2022-10-20,8.27265
2022-10-21,5.05663
2022-10-22,3.23624
2022-10-23,3.47896
2022-10-24,6.0275
2022-10-25,7.9288
2022-10-26,9.56715
2022-10-27,8.98058
2022-10-28,7.18042
2022-10-29,3.82281
2022-10-30,3.90372
2022-10-31,9.14239
2022-11-01,9.3042
2022-11-02,9.04126
2022-11-03,8.6165
2022-11-04,7.54449
2022-11-05,3.9644
2022-11-06,4.20711
2022-11-07,6.77588
2022-11-08,8.35355
2022-11-09,8.15129
2022-11-10,10.78074
2022-11-11,9.89077
2022-11-12,5.74433
2022-11-13,5.38025
2022-11-14,9.68851
2022-11-15,9.26375
2022-11-16,8.33333
2022-11-17,7.13996
2022-11-18,7.88834
2022-11-19,5.0364
2022-11-20,4.59142
2022-11-21,10.76051
2022-11-22,9.62783
2022-11-23,9.52669
2022-11-24,7.58495
2022-11-25,7.86812
2022-11-26,5.13754
2022-11-27,6.00728
2022-11-28,9.16262
2022-11-29,8.73786
2022-11-30,10.15372
2022-12-01,10.2144
2022-12-02,9.54692
2022-12-03,4.81391
2022-12-04,5.72411
2022-12-05,9.44579
2022-12-06,9.0008
2022-12-07,8.47491
2022-12-08,8.57605
2022-12-09,10.72006
2022-12-10,5.98705
2022-12-11,7.52427
2022-12-12,10.67961
2022-12-13,11.08414
2022-12-14,9.36488
2022-12-15,7.46359
2022-12-16,7.90857
2022-12-17,5.42071
2022-12-18,5.98705
2022-12-19,8.17152
2022-12-20,10.57847
2022-12-21,10.61893
2022-12-22,9.97168
2022-12-23,8.51537
2022-12-24,5.01618
2022-12-25,5.38025
2022-12-26,10.983
2022-12-27,11.2055
2022-12-28,12.78317
2022-12-29,11.46844
2022-12-30,11.16504
2022-12-31,7.40291
2023-01-01,6.99838
2023-01-02,11.91343
2023-01-03,12.96521
2023-01-04,11.99433
2023-01-05,13.24838
2023-01-06,10.92233
2023-01-07,6.97815
2023-01-08,7.78721
2023-01-09,11.00323
2023-01-10,13.10679
2023-01-11,11.50889
2023-01-12,11.14482
2023-01-13,9.9919
2023-01-14,6.97815
2023-01-15,8.2322
2023-01-16,16.05987
2023-01-17,16.82847
2023-01-18,15.23058
2023-01-19,14.27993
2023-01-20,12.11569
2023-01-21,7.28155
2023-01-22,6.18932
2023-01-23,8.53559
2023-01-24,9.74919
2023-01-25,15.4733
2023-01-26,14.84627
2023-01-27,12.54045
2023-01-28,8.29288
2023-01-29,7.40291
2023-01-30,13.20792
2023-01-31,12.76294
2023-02-01,12.17637
2023-02-02,12.11569
2023-02-03,10.19417
2023-02-04,6.29045
2023-02-05,6.61407
2023-02-06,9.64805
2023-02-07,12.09546
2023-02-08,9.76941
2023-02-09,10.23462
2023-02-10,12.05501
2023-02-11,6.22977
2023-02-12,6.25
2023-02-13,11.04368
2023-02-14,11.06391
2023-02-15,10.76051
2023-02-16,9.95145
2023-02-17,8.51537
2023-02-18,6.12864
2023-02-19,6.25
2023-02-20,11.10436
2023-02-21,9.87055
2023-02-22,8.9199
2023-02-23,8.77831
2023-02-24,9.70873
2023-02-25,3.7419
2023-02-26,4.47006
2023-02-27,8.85922
2023-02-28,9.32443
2023-03-01,7.48381
2023-03-02,9.34466
2023-03-03,8.29288
2023-03-04,6.14886
2023-03-05,5.6432
2023-03-06,8.57605
2023-03-07,11.06391
2023-03-08,10.43689
2023-03-09,10.94255
2023-03-10,12.13592
2023-03-11,4.30825
2023-03-12,3.64077
2023-03-13,6.75566
2023-03-14,5.74433
2023-03-15,6.20954
2023-03-16,9.28398
2023-03-17,9.89077
2023-03-18,6.77588
2023-03-19,7.48381
2023-03-20,13.36974
2023-03-21,9.6076
2023-03-22,8.09061
2023-03-23,11.97411
2023-03-24,11.83252
2023-03-25,6.59385
2023-03-26,7.20064
2023-03-27,10.5987
2023-03-28,8.83899
2023-03-29,9.68851
2023-03-30,9.04126
2023-03-31,6.91747
2023-04-01,4.87459
2023-04-02,5.42071
2023-04-03,8.77831
2023-04-04,9.26375
2023-04-05,9.66828
2023-04-06,8.67718
2023-04-07,7.30177
2023-04-08,4.49029
2023-04-09,5.17799
2023-04-10,9.24352
2023-04-11,8.65695
2023-04-12,8.53559
2023-04-13,8.47491
2023-04-14,7.98948
2023-04-15,4.63187
2023-04-16,4.91504
2023-04-17,8.89967
2023-04-18,8.15129
2023-04-19,7.322
2023-04-20,8.33333
2023-04-21,7.6254
2023-04-22,5.36003
2023-04-23,5.56229
2023-04-24,8.79854
2023-04-25,11.65048
2023-04-26,12.11569
2023-04-27,10.31553
2023-04-28,9.18284
2023-04-29,6.45226
2023-04-30,8.87944
2023-05-01,45.5097
2023-05-02,100.0
2023-05-03,73.07847
2023-05-04,64.84627
2023-05-05,39.23948
2023-05-06,36.08414
2023-05-07,32.66585
2023-05-08,48.24029
2023-05-09,47.55258
2023-05-10,42.03074
2023-05-11,35.43689
2023-05-12,26.73948
2023-05-13,17.05097
2023-05-14,16.62621
2023-05-15,24.25161
2023-05-16,23.56391
2023-05-17,25.97087
2023-05-18,25.7686
2023-05-19,19.45792
2023-05-20,14.42152
2023-05-21,14.27993
2023-05-22,23.36165
2023-05-23,20.36812
2023-05-24,20.02427
2023-05-25,23.92799
2023-05-26,15.95873
2023-05-27,10.37621
2023-05-28,12.01456
2023-05-29,14.64401
2023-05-30,30.21844
