date,부업추천
2020-03-20,42.28187
2020-03-21,34.89932
2020-03-22,34.22818
2020-03-23,45.63758
2020-03-24,35.57046
2020-03-25,43.62416
2020-03-26,30.87248
2020-03-27,45.63758
2020-03-28,34.22818
2020-03-29,21.47651
2020-03-30,43.62416
2020-03-31,47.651
2020-04-01,34.89932
2020-04-02,24.83221
2020-04-03,34.22818
2020-04-04,18.79194
2020-04-05,34.89932
2020-04-06,42.28187
2020-04-07,39.59731
2020-04-08,49.66442
2020-04-09,34.22818
2020-04-10,28.18791
2020-04-11,24.83221
2020-04-12,28.85906
2020-04-13,36.91275
2020-04-14,26.17449
2020-04-15,28.18791
2020-04-16,23.48993
2020-04-17,34.89932
2020-04-18,18.1208
2020-04-19,34.22818
2020-04-20,32.8859
2020-04-21,28.85906
2020-04-22,28.85906
2020-04-23,30.20134
2020-04-24,30.20134
2020-04-25,32.21476
2020-04-26,34.22818
2020-04-27,53.02013
2020-04-28,26.84563
2020-04-29,28.85906
2020-04-30,22.81879
2020-05-01,21.47651
2020-05-02,17.44966
2020-05-03,20.13422
2020-05-04,26.17449
2020-05-05,16.10738
2020-05-06,32.21476
2020-05-07,18.79194
2020-05-08,27.51677
2020-05-09,16.77852
2020-05-10,18.79194
2020-05-11,34.89932
2020-05-12,22.81879
2020-05-13,20.80536
2020-05-14,26.17449
2020-05-15,24.83221
2020-05-16,19.46308
2020-05-17,25.50335
2020-05-18,26.84563
2020-05-19,41.61073
2020-05-20,23.48993
2020-05-21,33.55704
2020-05-22,26.84563
2020-05-23,12.08053
2020-05-24,22.14765
2020-05-25,25.50335
2020-05-26,23.48993
2020-05-27,42.28187
2020-05-28,26.17449
2020-05-29,16.77852
2020-05-30,18.1208
2020-05-31,28.18791
2020-06-01,41.61073
2020-06-02,24.83221
2020-06-03,33.55704
2020-06-04,25.50335
2020-06-05,24.83221
2020-06-06,14.7651
2020-06-07,10.06711
2020-06-08,26.17449
2020-06-09,28.85906
2020-06-10,35.57046
2020-06-11,16.77852
2020-06-12,22.14765
2020-06-13,16.77852
2020-06-14,18.79194
2020-06-15,41.61073
2020-06-16,24.83221
2020-06-17,32.8859
2020-06-18,40.93959
2020-06-19,18.1208
2020-06-20,13.42281
2020-06-21,22.14765
2020-06-22,27.51677
2020-06-23,22.81879
2020-06-24,28.85906
2020-06-25,29.5302
2020-06-26,24.83221
2020-06-27,20.13422
2020-06-28,29.5302
2020-06-29,29.5302
2020-06-30,30.20134
2020-07-01,24.16107
2020-07-02,24.83221
2020-07-03,24.16107
2020-07-04,16.10738
2020-07-05,17.44966
2020-07-06,43.62416
2020-07-07,26.84563
2020-07-08,34.89932
2020-07-09,23.48993
2020-07-10,20.13422
2020-07-11,24.16107
2020-07-12,36.91275
2020-07-13,36.24161
2020-07-14,33.55704
2020-07-15,38.25503
2020-07-16,39.59731
2020-07-17,26.84563
2020-07-18,18.79194
2020-07-19,18.1208
2020-07-20,44.2953
2020-07-21,37.58389
2020-07-22,40.93959
2020-07-23,40.93959
2020-07-24,22.81879
2020-07-25,22.81879
2020-07-26,20.13422
2020-07-27,26.17449
2020-07-28,35.57046
2020-07-29,22.81879
2020-07-30,34.89932
2020-07-31,28.18791
2020-08-01,14.7651
2020-08-02,26.17449
2020-08-03,16.77852
2020-08-04,22.14765
2020-08-05,33.55704
2020-08-06,32.8859
2020-08-07,18.1208
2020-08-08,16.77852
2020-08-09,18.1208
2020-08-10,28.18791
2020-08-11,22.14765
2020-08-12,26.84563
2020-08-13,22.81879
2020-08-14,21.47651
2020-08-15,30.87248
2020-08-16,10.73825
2020-08-17,26.17449
2020-08-18,31.54362
2020-08-19,25.50335
2020-08-20,28.85906
2020-08-21,24.16107
2020-08-22,20.80536
2020-08-23,29.5302
2020-08-24,42.28187
2020-08-25,34.89932
2020-08-26,34.22818
2020-08-27,33.55704
2020-08-28,28.85906
2020-08-29,34.89932
2020-08-30,20.13422
2020-08-31,28.18791
2020-09-01,38.92617
2020-09-02,38.25503
2020-09-03,38.25503
2020-09-04,39.59731
2020-09-05,30.87248
2020-09-06,34.89932
2020-09-07,30.87248
2020-09-08,42.28187
2020-09-09,58.38926
2020-09-10,52.34899
2020-09-11,38.25503
2020-09-12,30.20134
2020-09-13,36.91275
2020-09-14,28.85906
2020-09-15,38.25503
2020-09-16,29.5302
2020-09-17,38.25503
2020-09-18,35.57046
2020-09-19,30.20134
2020-09-20,16.77852
2020-09-21,34.22818
2020-09-22,51.67785
2020-09-23,49.66442
2020-09-24,32.8859
2020-09-25,32.21476
2020-09-26,9.39597
2020-09-27,17.44966
2020-09-28,29.5302
2020-09-29,13.42281
2020-09-30,14.7651
2020-10-01,20.80536
2020-10-02,27.51677
2020-10-03,18.1208
2020-10-04,44.2953
2020-10-05,30.87248
2020-10-06,36.91275
2020-10-07,40.26845
2020-10-08,58.38926
2020-10-09,63.08724
2020-10-10,20.13422
2020-10-11,30.20134
2020-10-12,44.2953
2020-10-13,30.20134
2020-10-14,25.50335
2020-10-15,32.21476
2020-10-16,24.16107
2020-10-17,22.14765
2020-10-18,24.16107
2020-10-19,34.89932
2020-10-20,40.26845
2020-10-21,27.51677
2020-10-22,34.89932
2020-10-23,16.77852
2020-10-24,12.08053
2020-10-25,32.8859
2020-10-26,38.25503
2020-10-27,32.21476
2020-10-28,40.26845
2020-10-29,26.84563
2020-10-30,32.21476
2020-10-31,23.48993
2020-11-01,27.51677
2020-11-02,32.8859
2020-11-03,30.20134
2020-11-04,30.87248
2020-11-05,30.87248
2020-11-06,34.22818
2020-11-07,18.1208
2020-11-08,27.51677
2020-11-09,36.24161
2020-11-10,31.54362
2020-11-11,32.21476
2020-11-12,29.5302
2020-11-13,24.83221
2020-11-14,24.83221
2020-11-15,10.73825
2020-11-16,37.58389
2020-11-17,54.36241
2020-11-18,28.85906
2020-11-19,37.58389
2020-11-20,28.85906
2020-11-21,24.16107
2020-11-22,43.62416
2020-11-23,40.26845
2020-11-24,34.22818
2020-11-25,51.67785
2020-11-26,30.20134
2020-11-27,29.5302
2020-11-28,19.46308
2020-11-29,32.21476
2020-11-30,55.03355
2020-12-01,37.58389
2020-12-02,40.26845
2020-12-03,31.54362
2020-12-04,38.25503
2020-12-05,29.5302
2020-12-06,37.58389
2020-12-07,39.59731
2020-12-08,37.58389
2020-12-09,46.97986
2020-12-10,42.95302
2020-12-11,37.58389
2020-12-12,26.17449
2020-12-13,27.51677
2020-12-14,44.96644
2020-12-15,41.61073
2020-12-16,40.93959
2020-12-17,42.28187
2020-12-18,46.97986
2020-12-19,30.87248
2020-12-20,24.16107
2020-12-21,47.651
2020-12-22,38.25503
2020-12-23,34.89932
2020-12-24,33.55704
2020-12-25,14.7651
2020-12-26,32.21476
2020-12-27,28.18791
2020-12-28,48.32214
2020-12-29,34.89932
2020-12-30,42.28187
2020-12-31,29.5302
2021-01-01,22.81879
2021-01-02,36.91275
2021-01-03,37.58389
2021-01-04,51.00671
2021-01-05,46.30872
2021-01-06,38.25503
2021-01-07,41.61073
2021-01-08,37.58389
2021-01-09,26.84563
2021-01-10,34.89932
2021-01-11,43.62416
2021-01-12,44.96644
2021-01-13,40.26845
2021-01-14,45.63758
2021-01-15,36.91275
2021-01-16,36.91275
2021-01-17,45.63758
2021-01-18,41.61073
2021-01-19,65.10067
2021-01-20,43.62416
2021-01-21,36.91275
2021-01-22,35.57046
2021-01-23,36.91275
2021-01-24,39.59731
2021-01-25,38.92617
2021-01-26,32.8859
2021-01-27,45.63758
2021-01-28,32.8859
2021-01-29,30.87248
2021-01-30,36.24161
2021-01-31,17.44966
2021-02-01,37.58389
2021-02-02,60.40268
2021-02-03,33.55704
2021-02-04,36.91275
2021-02-05,39.59731
2021-02-06,31.54362
2021-02-07,32.8859
2021-02-08,48.32214
2021-02-09,42.28187
2021-02-10,41.61073
2021-02-11,33.55704
2021-02-12,25.50335
2021-02-13,34.89932
2021-02-14,44.2953
2021-02-15,54.36241
2021-02-16,42.95302
2021-02-17,44.2953
2021-02-18,51.00671
2021-02-19,32.8859
2021-02-20,29.5302
2021-02-21,29.5302
2021-02-22,32.21476
2021-02-23,35.57046
2021-02-24,28.18791
2021-02-25,40.26845
2021-02-26,38.25503
2021-02-27,28.85906
2021-02-28,27.51677
2021-03-01,27.51677
2021-03-02,44.2953
2021-03-03,26.84563
2021-03-04,27.51677
2021-03-05,30.87248
2021-03-06,16.77852
2021-03-07,28.85906
2021-03-08,38.92617
2021-03-09,42.28187
2021-03-10,34.89932
2021-03-11,37.58389
2021-03-12,26.84563
2021-03-13,26.84563
2021-03-14,31.54362
2021-03-15,38.25503
2021-03-16,35.57046
2021-03-17,40.26845
2021-03-18,30.87248
2021-03-19,36.91275
2021-03-20,31.54362
2021-03-21,24.16107
2021-03-22,32.8859
2021-03-23,32.21476
2021-03-24,29.5302
2021-03-25,34.22818
2021-03-26,26.17449
2021-03-27,18.79194
2021-03-28,35.57046
2021-03-29,43.62416
2021-03-30,32.8859
2021-03-31,28.85906
2021-04-01,30.87248
2021-04-02,30.20134
2021-04-03,18.79194
2021-04-04,19.46308
2021-04-05,29.5302
2021-04-06,41.61073
2021-04-07,50.33557
2021-04-08,34.89932
2021-04-09,23.48993
2021-04-10,24.83221
2021-04-11,33.55704
2021-04-12,37.58389
2021-04-13,51.67785
2021-04-14,36.24161
2021-04-15,46.97986
2021-04-16,47.651
2021-04-17,24.83221
2021-04-18,51.67785
2021-04-19,51.67785
2021-04-20,44.2953
2021-04-21,38.25503
2021-04-22,30.87248
2021-04-23,36.24161
2021-04-24,29.5302
2021-04-25,39.59731
2021-04-26,51.00671
2021-04-27,36.24161
2021-04-28,28.85906
2021-04-29,28.85906
2021-04-30,38.25503
2021-05-01,14.09395
2021-05-02,26.84563
2021-05-03,35.57046
2021-05-04,24.83221
2021-05-05,22.14765
2021-05-06,24.83221
2021-05-07,22.14765
2021-05-08,18.79194
2021-05-09,31.54362
2021-05-10,27.51677
2021-05-11,32.8859
2021-05-12,32.8859
2021-05-13,29.5302
2021-05-14,27.51677
2021-05-15,26.17449
2021-05-16,17.44966
2021-05-17,34.89932
2021-05-18,36.24161
2021-05-19,27.51677
2021-05-20,44.96644
2021-05-21,29.5302
2021-05-22,15.43624
2021-05-23,28.18791
2021-05-24,46.97986
2021-05-25,39.59731
2021-05-26,26.84563
2021-05-27,30.20134
2021-05-28,26.84563
2021-05-29,27.51677
2021-05-30,30.87248
2021-05-31,42.95302
2021-06-01,48.99328
2021-06-02,44.2953
2021-06-03,28.85906
2021-06-04,28.85906
2021-06-05,17.44966
2021-06-06,20.80536
2021-06-07,38.92617
2021-06-08,39.59731
2021-06-09,34.89932
2021-06-10,36.24161
2021-06-11,29.5302
2021-06-12,29.5302
2021-06-13,18.79194
2021-06-14,43.62416
2021-06-15,35.57046
2021-06-16,42.95302
2021-06-17,36.24161
2021-06-18,34.22818
2021-06-19,32.21476
2021-06-20,29.5302
2021-06-21,36.91275
2021-06-22,32.21476
2021-06-23,34.22818
2021-06-24,34.22818
2021-06-25,22.14765
2021-06-26,23.48993
2021-06-27,19.46308
2021-06-28,34.89932
2021-06-29,26.84563
2021-06-30,28.18791
2021-07-01,40.93959
2021-07-02,27.51677
2021-07-03,25.50335
2021-07-04,32.8859
2021-07-05,38.92617
2021-07-06,31.54362
2021-07-07,29.5302
2021-07-08,34.22818
2021-07-09,24.16107
2021-07-10,19.46308
2021-07-11,25.50335
2021-07-12,30.20134
2021-07-13,27.51677
2021-07-14,31.54362
2021-07-15,31.54362
2021-07-16,23.48993
2021-07-17,21.47651
2021-07-18,17.44966
2021-07-19,36.24161
2021-07-20,35.57046
2021-07-21,33.55704
2021-07-22,23.48993
2021-07-23,32.8859
2021-07-24,8.72483
2021-07-25,20.13422
2021-07-26,32.8859
2021-07-27,36.24161
2021-07-28,36.24161
2021-07-29,34.22818
2021-07-30,36.91275
2021-07-31,33.55704
2021-08-01,16.10738
2021-08-02,26.17449
2021-08-03,40.26845
2021-08-04,28.85906
2021-08-05,23.48993
2021-08-06,36.91275
2021-08-07,35.57046
2021-08-08,19.46308
2021-08-09,31.54362
2021-08-10,34.22818
2021-08-11,44.2953
2021-08-12,38.92617
2021-08-13,22.81879
2021-08-14,27.51677
