date,마이크로소프트주가
2020-03-20,27.02569
2020-03-21,18.54743
2020-03-22,9.58498
2020-03-23,25.35573
2020-03-24,29.48616
2020-03-25,29.01185
2020-03-26,26.97628
2020-03-27,26.15612
2020-03-28,14.91106
2020-03-29,8.5079
2020-03-30,13.87351
2020-03-31,21.58102
2020-04-01,19.7332
2020-04-02,20.22727
2020-04-03,16.03754
2020-04-04,12.46047
2020-04-05,7.2826
2020-04-06,13.95256
2020-04-07,22.61857
2020-04-08,23.33003
2020-04-09,26.95652
2020-04-10,23.22134
2020-04-11,12.60869
2020-04-12,10.34584
2020-04-13,13.92292
2020-04-14,26.42292
2020-04-15,22.25296
2020-04-16,21.87747
2020-04-17,26.33399
2020-04-18,18.20158
2020-04-19,9.43675
2020-04-20,15.16798
2020-04-21,20.95849
2020-04-22,23.64624
2020-04-23,20.8992
2020-04-24,16.89723
2020-04-25,12.66798
2020-04-26,7.44071
2020-04-27,13.90316
2020-04-28,19.57509
2020-04-29,22.02569
2020-04-30,22.41106
2020-05-01,18.3498
2020-05-02,11.99604
2020-05-03,6.37351
2020-05-04,10.88932
2020-05-05,17.36166
2020-05-06,17.9743
2020-05-07,19.54545
2020-05-08,18.22134
2020-05-09,14.87154
2020-05-10,6.79841
2020-05-11,14.28853
2020-05-12,21.8083
2020-05-13,20.72134
2020-05-14,21.05731
2020-05-15,18.35968
2020-05-16,12.00592
2020-05-17,5.71146
2020-05-18,12.87549
2020-05-19,19.95059
2020-05-20,18.5079
2020-05-21,20.90909
2020-05-22,16.52173
2020-05-23,12.04545
2020-05-24,6.12648
2020-05-25,10.4743
2020-05-26,16.63043
2020-05-27,20.88932
2020-05-28,17.98418
2020-05-29,13.82411
2020-05-30,9.48616
2020-05-31,4.87154
2020-06-01,12.53952
2020-06-02,17.40118
2020-06-03,18.58695
2020-06-04,18.76482
2020-06-05,18.48814
2020-06-06,13.42885
2020-06-07,6.9664
2020-06-08,13.71541
2020-06-09,20.40513
2020-06-10,22.6581
2020-06-11,24.88142
2020-06-12,27.43083
2020-06-13,15.05928
2020-06-14,7.16403
2020-06-15,15.18774
2020-06-16,21.166
2020-06-17,20.09881
2020-06-18,19.41699
2020-06-19,19.11067
2020-06-20,11.56126
2020-06-21,5.62252
2020-06-22,12.43083
2020-06-23,24.45652
2020-06-24,22.51976
2020-06-25,22.11462
2020-06-26,18.91304
2020-06-27,12.80632
2020-06-28,5.87944
2020-06-29,12.96442
2020-06-30,19.55533
2020-07-01,18.99209
2020-07-02,21.37351
2020-07-03,16.71936
2020-07-04,6.61067
2020-07-05,4.7332
2020-07-06,13.99209
2020-07-07,24.12055
2020-07-08,24.36758
2020-07-09,25.83003
2020-07-10,22.72727
2020-07-11,15.1581
2020-07-12,7.61857
2020-07-13,17.36166
2020-07-14,27.14426
2020-07-15,23.95256
2020-07-16,22.04545
2020-07-17,20.51383
2020-07-18,12.36166
2020-07-19,5.3162
2020-07-20,13.81422
2020-07-21,26.24505
2020-07-22,22.88537
2020-07-23,28.9328
2020-07-24,23.41897
2020-07-25,13.32015
2020-07-26,7.46047
2020-07-27,15.90909
2020-07-28,21.1166
2020-07-29,18.97233
2020-07-30,18.92292
2020-07-31,22.71739
2020-08-01,17.89525
2020-08-02,7.26284
2020-08-03,31.5909
2020-08-04,39.72332
2020-08-05,32.75691
2020-08-06,26.8577
2020-08-07,32.62845
2020-08-08,19.01185
2020-08-09,8.97233
2020-08-10,23.57707
2020-08-11,34.0909
2020-08-12,29.16007
2020-08-13,27.55928
2020-08-14,24.82213
2020-08-15,13.46837
2020-08-16,6.166
2020-08-17,11.88735
2020-08-18,25.03952
2020-08-19,25.17786
2020-08-20,25.59288
2020-08-21,27.34189
2020-08-22,17.47035
2020-08-23,8.54743
2020-08-24,21.14624
2020-08-25,26.15612
2020-08-26,27.21343
2020-08-27,37.78656
2020-08-28,39.93083
2020-08-29,21.77865
2020-08-30,9.6245
2020-08-31,21.9664
2020-09-01,37.68774
2020-09-02,38.19169
2020-09-03,38.96245
2020-09-04,42.93478
2020-09-05,26.72924
2020-09-06,8.17193
2020-09-07,14.33794
2020-09-08,25.18774
2020-09-09,41.64031
2020-09-10,33.95256
2020-09-11,32.62845
2020-09-12,19.4664
2020-09-13,7.32213
2020-09-14,21.05731
2020-09-15,29.91106
2020-09-16,29.31818
2020-09-17,26.73913
2020-09-18,25.2075
2020-09-19,20.27667
2020-09-20,6.79841
2020-09-21,17.5494
2020-09-22,30.22727
2020-09-23,28.48814
2020-09-24,29.07114
2020-09-25,24.18972
2020-09-26,16.72924
2020-09-27,6.1166
2020-09-28,14.48616
2020-09-29,22.15415
2020-09-30,18.33992
2020-10-01,19.55533
2020-10-02,20.96837
2020-10-03,17.73715
2020-10-04,6.88735
2020-10-05,13.84387
2020-10-06,22.09486
2020-10-07,19.95059
2020-10-08,19.97035
2020-10-09,18.48814
2020-10-10,15.35573
2020-10-11,5.65217
2020-10-12,13.71541
2020-10-13,25.67193
2020-10-14,23.76482
2020-10-15,20.39525
2020-10-16,18.46837
2020-10-17,12.68774
2020-10-18,5.28656
2020-10-19,11.06719
2020-10-20,18.81422
2020-10-21,19.87154
2020-10-22,18.28063
2020-10-23,18.02371
2020-10-24,11.63043
2020-10-25,4.51581
2020-10-26,10.24703
2020-10-27,23.92292
2020-10-28,20.10869
2020-10-29,21.31422
2020-10-30,18.80434
2020-10-31,13.25098
2020-11-01,5.34584
2020-11-02,10.34584
2020-11-03,17.64822
2020-11-04,21.18577
2020-11-05,24.14031
2020-11-06,20.77075
2020-11-07,13.47826
2020-11-08,4.4664
2020-11-09,12.60869
2020-11-10,21.50197
2020-11-11,20.25691
2020-11-12,19.34782
2020-11-13,17.32213
2020-11-14,12.07509
2020-11-15,4.44664
2020-11-16,9.90118
2020-11-17,18.10276
2020-11-18,16.71936
2020-11-19,15.95849
2020-11-20,16.14624
2020-11-21,11.39328
2020-11-22,3.85375
2020-11-23,8.79446
2020-11-24,20.8992
2020-11-25,19.69367
2020-11-26,16.88735
2020-11-27,11.72924
2020-11-28,12.08498
2020-11-29,5.03952
2020-11-30,10.02964
2020-12-01,17.11462
2020-12-02,19.38735
2020-12-03,18.79446
2020-12-04,18.31027
2020-12-05,12.91501
2020-12-06,5.68181
2020-12-07,10.02964
2020-12-08,18.69565
2020-12-09,17.96442
2020-12-10,19.47628
2020-12-11,21.49209
2020-12-12,12.74703
2020-12-13,5.13833
2020-12-14,9.76284
2020-12-15,16.79841
2020-12-16,17.80632
2020-12-17,17.6581
2020-12-18,17.51976
2020-12-19,12.56916
2020-12-20,5.28656
2020-12-21,10.13833
2020-12-22,18.67588
2020-12-23,19.00197
2020-12-24,17.88537
2020-12-25,13.16205
2020-12-26,5.68181
2020-12-27,4.71343
2020-12-28,9.77272
2020-12-29,18.58695
2020-12-30,17.84584
2020-12-31,14.59486
2021-01-01,10.91897
2021-01-02,6.63043
2021-01-03,5.83992
2021-01-04,11.28458
2021-01-05,21.05731
2021-01-06,21.04743
2021-01-07,22.58893
2021-01-08,26.25494
2021-01-09,18.15217
2021-01-10,7.18379
2021-01-11,13.083
2021-01-12,20.85968
2021-01-13,20.83992
2021-01-14,20.18774
2021-01-15,20.46442
2021-01-16,13.88339
2021-01-17,5.40513
2021-01-18,8.45849
2021-01-19,12.22332
2021-01-20,18.25098
2021-01-21,24.01185
2021-01-22,22.2826
2021-01-23,16.66007
2021-01-24,6.73913
2021-01-25,12.8162
2021-01-26,22.22332
2021-01-27,27.40118
2021-01-28,25.05928
2021-01-29,23.12252
2021-01-30,15.87944
2021-01-31,5.35573
2021-02-01,9.0415
