date,적금이자높은은행
2020-09-14,15.2346
2020-09-15,16.50344
2020-09-16,18.32581
2020-09-17,15.36234
2020-09-18,13.73584
2020-09-19,8.89891
2020-09-20,10.04853
2020-09-21,14.22123
2020-09-22,12.79059
2020-09-23,13.70177
2020-09-24,12.5777
2020-09-25,15.2346
2020-09-26,9.91228
2020-09-27,9.57165
2020-09-28,15.93289
2020-09-29,14.57889
2020-09-30,8.62641
2020-10-01,8.8393
2020-10-02,8.53274
2020-10-03,10.0315
2020-10-04,12.18598
2020-10-05,19.90973
2020-10-06,17.24431
2020-10-07,15.94141
2020-10-08,14.28084
2020-10-09,9.33321
2020-10-10,8.98407
2020-10-11,9.90377
2020-10-12,15.87328
2020-10-13,15.03874
2020-10-14,14.17014
2020-10-15,14.65553
2020-10-16,13.29302
2020-10-17,7.66414
2020-10-18,9.76752
2020-10-19,15.06429
2020-10-20,15.19202
2020-10-21,16.66524
2020-10-22,13.6081
2020-10-23,14.50225
2020-10-24,9.26509
2020-10-25,11.34292
2020-10-26,15.9925
2020-10-27,15.58375
2020-10-28,14.62999
2020-10-29,14.45116
2020-10-30,13.23341
2020-10-31,9.18845
2020-11-01,11.64097
2020-11-02,16.6397
2020-11-03,14.19569
2020-11-04,12.68841
2020-11-05,14.34045
2020-11-06,12.40739
2020-11-07,8.08992
2020-11-08,9.06923
2020-11-09,14.37452
2020-11-10,15.91586
2020-11-11,14.92804
2020-11-12,14.60444
2020-11-13,12.22856
2020-11-14,7.9707
2020-11-15,10.18479
2020-11-16,15.72
2020-11-17,14.45967
2020-11-18,13.89764
2020-11-19,13.45482
2020-11-20,12.80763
2020-11-21,9.02665
2020-11-22,10.07408
2020-11-23,13.98279
2020-11-24,14.07647
2020-11-25,17.76377
2020-11-26,14.35748
2020-11-27,13.04606
2020-11-28,9.10329
2020-11-29,11.19816
2020-11-30,16.93775
2020-12-01,18.41948
2020-12-02,17.77228
2020-12-03,17.09954
2020-12-04,13.81248
2020-12-05,10.26143
2020-12-06,12.2541
2020-12-07,15.82219
2020-12-08,15.56672
2020-12-09,23.06906
2020-12-10,19.6798
2020-12-11,15.36234
2020-12-12,9.84416
2020-12-13,11.25777
2020-12-14,15.27718
2020-12-15,16.23946
2020-12-16,15.34531
2020-12-17,15.43898
2020-12-18,13.8806
2020-12-19,11.14706
2020-12-20,12.20301
2020-12-21,17.36353
2020-12-22,16.16282
2020-12-23,16.00953
2020-12-24,17.64455
2020-12-25,13.23341
2020-12-26,14.11904
2020-12-27,16.29055
2020-12-28,24.11649
2020-12-29,23.16273
2020-12-30,22.04717
2020-12-31,20.35255
2021-01-01,19.36472
2021-01-02,19.96934
2021-01-03,23.23086
2021-01-04,32.40228
2021-01-05,30.51179
2021-01-06,28.93638
2021-01-07,23.84399
2021-01-08,24.91697
2021-01-09,17.65306
2021-01-10,22.41335
2021-01-11,29.38772
2021-01-12,26.3987
2021-01-13,27.54832
2021-01-14,27.11402
2021-01-15,26.73081
2021-01-16,17.64455
2021-01-17,19.60316
2021-01-18,26.59456
2021-01-19,26.77339
2021-01-20,29.66022
2021-01-21,31.67844
2021-01-22,26.90964
2021-01-23,18.25768
2021-01-24,20.45473
2021-01-25,39.9472
2021-01-26,33.61151
2021-01-27,31.04828
2021-01-28,30.80132
2021-01-29,29.32811
2021-01-30,19.30511
2021-01-31,21.3574
2021-02-01,32.18938
2021-02-02,31.07383
2021-02-03,34.73558
2021-02-04,35.46793
2021-02-05,34.01175
2021-02-06,20.41216
2021-02-07,20.96568
2021-02-08,28.23809
2021-02-09,25.70893
2021-02-10,26.33057
2021-02-11,17.44869
2021-02-12,17.16767
2021-02-13,17.51681
2021-02-14,22.57515
2021-02-15,38.89977
2021-02-16,33.07502
2021-02-17,29.85608
2021-02-18,25.61526
2021-02-19,26.70527
2021-02-20,16.56305
2021-02-21,17.64455
2021-02-22,26.34761
2021-02-23,24.31235
2021-02-24,23.40117
2021-02-25,31.18453
2021-02-26,26.10065
2021-02-27,17.65306
2021-02-28,17.59345
2021-03-01,22.48147
2021-03-02,26.70527
2021-03-03,23.48633
2021-03-04,21.18709
2021-03-05,19.8927
2021-03-06,13.25044
2021-03-07,15.8818
2021-03-08,21.97905
2021-03-09,22.39632
2021-03-10,26.32206
2021-03-11,22.68585
2021-03-12,19.47543
2021-03-13,12.27114
2021-03-14,15.54117
2021-03-15,21.81725
2021-03-16,21.91944
2021-03-17,20.6506
2021-03-18,19.27105
2021-03-19,17.70416
2021-03-20,13.39521
2021-03-21,14.10201
2021-03-22,21.20412
2021-03-23,19.04964
2021-03-24,18.99855
2021-03-25,24.2868
2021-03-26,18.85378
2021-03-27,12.71395
2021-03-28,14.54483
2021-03-29,20.08856
2021-03-30,18.72604
2021-03-31,21.2467
2021-04-01,19.68832
2021-04-02,15.26015
2021-04-03,11.94754
2021-04-04,12.72247
2021-04-05,19.81606
2021-04-06,18.00221
2021-04-07,15.50711
2021-04-08,14.59592
2021-04-09,14.83436
2021-04-10,9.71642
2021-04-11,11.29183
2021-04-12,16.34165
2021-04-13,15.81367
2021-04-14,15.15796
2021-04-15,15.73703
2021-04-16,14.30639
2021-04-17,9.23954
2021-04-18,11.53027
2021-04-19,15.68594
2021-04-20,16.79298
2021-04-21,15.8307
2021-04-22,14.91101
2021-04-23,15.94141
2021-04-24,10.3551
2021-04-25,11.39402
2021-04-26,16.05211
2021-04-27,15.42195
2021-04-28,14.06795
2021-04-29,13.54849
2021-04-30,14.49374
2021-05-01,10.2444
2021-05-02,11.13003
2021-05-03,14.17865
2021-05-04,13.79545
2021-05-05,10.8405
2021-05-06,14.80882
2021-05-07,12.36481
2021-05-08,8.08992
2021-05-09,9.81861
2021-05-10,17.58494
2021-05-11,15.04726
2021-05-12,13.62513
2021-05-13,12.89278
2021-05-14,11.24073
2021-05-15,8.63493
2021-05-16,10.12518
2021-05-17,14.83436
2021-05-18,12.40739
2021-05-19,9.79306
2021-05-20,14.88546
2021-05-21,14.08498
2021-05-22,9.25657
2021-05-23,10.14221
2021-05-24,15.30273
2021-05-25,19.31363
2021-05-26,16.77595
2021-05-27,15.77109
2021-05-28,13.42927
2021-05-29,8.39649
2021-05-30,10.57651
2021-05-31,17.16767
2021-06-01,17.99369
2021-06-02,15.08984
2021-06-03,13.07161
2021-06-04,12.17746
2021-06-05,8.14102
2021-06-06,9.31618
2021-06-07,14.12756
2021-06-08,13.67623
2021-06-09,12.89278
2021-06-10,14.98765
2021-06-11,12.34778
2021-06-12,7.34054
2021-06-13,9.14587
2021-06-14,13.81248
2021-06-15,13.66771
2021-06-16,12.79059
2021-06-17,12.467
2021-06-18,11.113
2021-06-19,7.98773
2021-06-20,8.71157
2021-06-21,14.11053
2021-06-22,13.41224
2021-06-23,13.6592
2021-06-24,13.25044
2021-06-25,15.5582
2021-06-26,9.44392
2021-06-27,9.31618
2021-06-28,15.11538
2021-06-29,14.42561
2021-06-30,14.64702
2021-07-01,14.56186
2021-07-02,11.53027
2021-07-03,9.42689
2021-07-04,9.52908
2021-07-05,14.4767
2021-07-06,13.12271
2021-07-07,12.53512
2021-07-08,11.68355
2021-07-09,11.64097
2021-07-10,8.68602
2021-07-11,9.19696
2021-07-12,13.13122
2021-07-13,13.10567
2021-07-14,12.08379
2021-07-15,13.27599
2021-07-16,12.62028
2021-07-17,9.40986
2021-07-18,9.92931
2021-07-19,14.59592
2021-07-20,14.57889
2021-07-21,14.70663
2021-07-22,13.20786
2021-07-23,14.17014
2021-07-24,8.97555
2021-07-25,10.11666
2021-07-26,14.64702
2021-07-27,13.81248
2021-07-28,11.70058
2021-07-29,13.22489
2021-07-30,11.35995
2021-07-31,8.58383
2021-08-01,9.92931
2021-08-02,14.54483
2021-08-03,14.03389
2021-08-04,14.16162
2021-08-05,14.366
2021-08-06,11.48769
2021-08-07,7.73226
2021-08-08,8.71157
2021-08-09,13.0631
2021-08-10,16.84407
2021-08-11,15.83922
2021-08-12,14.57889
2021-08-13,13.30154
2021-08-14,8.28578
2021-08-15,8.49016
2021-08-16,16.81001
2021-08-17,19.38175
2021-08-18,16.00102
2021-08-19,15.78812
2021-08-20,15.05577
2021-08-21,9.57165
2021-08-22,10.66167
2021-08-23,16.00953
2021-08-24,15.04726
2021-08-25,18.25768
2021-08-26,19.42433
2021-08-27,15.61781
2021-08-28,9.76752
2021-08-29,11.62394
2021-08-30,18.36838
2021-08-31,20.47177
2021-09-01,23.99727
2021-09-02,17.96815
2021-09-03,16.16282
2021-09-04,10.45729
2021-09-05,11.53027
2021-09-06,17.03142
2021-09-07,15.2346
2021-09-08,14.32342
2021-09-09,14.24678
2021-09-10,16.34165
2021-09-11,11.09597
2021-09-12,12.58622
2021-09-13,15.59226
2021-09-14,14.94507
2021-09-15,13.78693
2021-09-16,13.41224
2021-09-17,14.40006
2021-09-18,9.21399
2021-09-19,7.82593
2021-09-20,7.34905
2021-09-21,9.57165
2021-09-22,14.35748
2021-09-23,21.61287
2021-09-24,20.72724
2021-09-25,13.46333
2021-09-26,13.83803
2021-09-27,19.43285
2021-09-28,16.19688
2021-09-29,17.40611
2021-09-30,17.65306
2021-10-01,15.77109
2021-10-02,9.2736
2021-10-03,9.20548
2021-10-04,11.95605
2021-10-05,18.14698
2021-10-06,15.09835
2021-10-07,13.57404
2021-10-08,14.5278
2021-10-09,8.93298
2021-10-10,9.57165
2021-10-11,10.81495
2021-10-12,16.71634
2021-10-13,14.50225
2021-10-14,13.57404
2021-10-15,13.18232
2021-10-16,9.23103
2021-10-17,9.10329
2021-10-18,12.70544
2021-10-19,12.92685
2021-10-20,12.44145
2021-10-21,13.81248
2021-10-22,12.5777
2021-10-23,7.34905
2021-10-24,9.36728
2021-10-25,18.35135
2021-10-26,16.60563
2021-10-27,13.78693
2021-10-28,11.89644
2021-10-29,13.13974
2021-10-30,8.22617
2021-10-31,9.29064
2021-11-01,14.38303
2021-11-02,13.03755
2021-11-03,12.26262
2021-11-04,11.67504
2021-11-05,11.84535
2021-11-06,6.95733
2021-11-07,7.96219
2021-11-08,12.6288
2021-11-09,12.49254
2021-11-10,13.61662
2021-11-11,12.08379
2021-11-12,14.34897
2021-11-13,7.88554
2021-11-14,8.76266
2021-11-15,13.85506
2021-11-16,14.22975
2021-11-17,12.1434
2021-11-18,11.40253
2021-11-19,11.32589
2021-11-20,7.90258
2021-11-21,9.24806
2021-11-22,12.74802
2021-11-23,11.658
2021-11-24,12.65434
2021-11-25,17.44017
2021-11-26,16.14578
2021-11-27,10.67018
2021-11-28,11.30886
2021-11-29,16.34165
2021-11-30,21.22115
2021-12-01,18.01924
2021-12-02,17.33798
2021-12-03,15.21757
2021-12-04,14.49374
2021-12-05,15.27718
2021-12-06,18.38542
2021-12-07,18.67495
2021-12-08,15.8818
2021-12-09,14.44264
2021-12-10,15.87328
2021-12-11,13.48888
2021-12-12,13.85506
2021-12-13,17.27837
2021-12-14,15.29421
2021-12-15,15.40492
2021-12-16,14.59592
2021-12-17,11.69207
2021-12-18,9.38431
2021-12-19,10.75534
2021-12-20,17.03142
2021-12-21,17.09103
2021-12-22,15.43898
2021-12-23,14.9621
2021-12-24,14.28084
2021-12-25,11.03636
2021-12-26,13.98279
2021-12-27,18.76011
2021-12-28,17.95111
2021-12-29,18.77714
2021-12-30,18.04479
2021-12-31,18.47057
2022-01-01,15.82219
2022-01-02,18.35135
2022-01-03,27.32691
2022-01-04,25.0958
2022-01-05,25.24056
2022-01-06,23.08609
2022-01-07,18.90487
2022-01-08,13.26747
2022-01-09,16.74188
2022-01-10,26.73933
2022-01-11,23.08609
2022-01-12,22.14084
2022-01-13,21.04232
2022-01-14,21.74061
2022-01-15,18.75159
2022-01-16,18.40245
2022-01-17,35.28059
2022-01-18,32.98135
2022-01-19,34.8548
2022-01-20,32.01907
2022-01-21,29.42178
2022-01-22,21.13599
2022-01-23,22.16639
2022-01-24,30.14561
2022-01-25,36.9667
2022-01-26,34.53121
2022-01-27,30.37554
2022-01-28,28.52763
2022-01-29,20.25887
2022-01-30,16.07766
2022-01-31,15.74555
2022-02-01,28.42544
2022-02-02,31.64438
2022-02-03,45.83155
2022-02-04,37.63944
2022-02-05,24.39751
2022-02-06,24.86587
2022-02-07,36.61755
2022-02-08,34.24167
2022-02-09,31.41445
2022-02-10,33.74776
2022-02-11,26.22839
2022-02-12,16.69931
2022-02-13,20.29294
2022-02-14,26.89261
2022-02-15,27.53981
2022-02-16,24.89994
2022-02-17,25.37682
2022-02-18,23.58
2022-02-19,16.4779
2022-02-20,22.79655
2022-02-21,42.68926
2022-02-22,41.11385
2022-02-23,35.03363
2022-02-24,33.78182
2022-02-25,34.46308
2022-02-26,21.04232
2022-02-27,18.98152
2022-02-28,36.19177
2022-03-01,27.09699
2022-03-02,28.25513
2022-03-03,26.61159
2022-03-04,24.79775
2022-03-05,16.3161
2022-03-06,18.43651
2022-03-07,22.53257
2022-03-08,19.80754
2022-03-09,13.19083
2022-03-10,22.36225
2022-03-11,21.85983
2022-03-12,15.30273
2022-03-13,16.63118
2022-03-14,20.94865
2022-03-15,21.56178
2022-03-16,20.69317
2022-03-17,21.97053
2022-03-18,18.61534
2022-03-19,14.0935
2022-03-20,14.76624
2022-03-21,21.4681
2022-03-22,20.327
2022-03-23,19.69684
2022-03-24,19.73941
2022-03-25,21.28927
2022-03-26,14.66405
2022-03-27,14.06795
2022-03-28,20.19075
2022-03-29,19.72238
2022-03-30,20.35255
2022-03-31,21.60436
2022-04-01,18.56425
2022-04-02,12.2541
2022-04-03,13.94873
2022-04-04,18.36838
2022-04-05,20.94013
2022-04-06,18.7005
2022-04-07,17.2358
2022-04-08,17.47423
2022-04-09,11.53027
2022-04-10,13.14825
2022-04-11,18.46206
2022-04-12,17.9426
2022-04-13,17.59345
2022-04-14,19.66277
2022-04-15,18.1044
2022-04-16,12.92685
2022-04-17,13.15677
2022-04-18,20.21629
2022-04-19,26.79042
2022-04-20,23.3075
2022-04-21,21.10193
2022-04-22,20.68466
2022-04-23,14.18717
2022-04-24,13.48888
2022-04-25,25.95588
2022-04-26,22.80507
2022-04-27,20.82091
2022-04-28,18.12143
2022-04-29,17.80635
2022-04-30,12.39036
2022-05-01,14.87694
2022-05-02,20.65911
2022-05-03,18.99855
2022-05-04,16.05211
2022-05-05,13.48888
2022-05-06,16.77595
2022-05-07,10.98526
2022-05-08,13.51443
2022-05-09,20.89755
2022-05-10,22.7114
2022-05-11,19.53504
2022-05-12,19.69684
2022-05-13,15.8818
2022-05-14,9.63126
2022-05-15,12.5777
2022-05-16,18.20659
2022-05-17,18.67495
2022-05-18,17.91705
2022-05-19,15.77109
2022-05-20,15.6689
2022-05-21,10.7894
2022-05-22,13.13974
2022-05-23,20.86349
2022-05-24,18.71753
2022-05-25,24.16758
2022-05-26,23.00945
2022-05-27,23.16273
2022-05-28,14.07647
2022-05-29,14.18717
2022-05-30,23.36711
2022-05-31,23.68219
2022-06-01,21.9024
2022-06-02,25.60674
2022-06-03,25.71744
2022-06-04,15.0728
2022-06-05,16.12024
2022-06-06,18.13846
2022-06-07,26.5094
2022-06-08,27.33543
2022-06-09,22.50702
2022-06-10,23.26492
2022-06-11,14.27233
2022-06-12,15.32828
2022-06-13,24.26126
2022-06-14,25.24908
2022-06-15,27.19918
2022-06-16,30.5714
2022-06-17,28.88529
2022-06-18,19.04964
2022-06-19,19.04964
2022-06-20,31.82321
2022-06-21,31.55922
2022-06-22,30.15413
2022-06-23,24.96806
2022-06-24,24.97658
2022-06-25,17.20173
2022-06-26,16.59712
2022-06-27,30.10304
2022-06-28,27.74418
2022-06-29,26.17729
2022-06-30,27.02886
2022-07-01,23.68219
2022-07-02,14.45967
2022-07-03,19.2966
2022-07-04,27.5909
2022-07-05,27.34394
2022-07-06,25.60674
2022-07-07,21.91944
2022-07-08,21.16154
2022-07-09,14.91101
2022-07-10,15.65187
2022-07-11,25.37682
2022-07-12,25.24908
2022-07-13,40.27931
2022-07-14,52.69522
2022-07-15,39.0275
2022-07-16,32.60665
2022-07-17,31.02273
2022-07-18,46.18921
2022-07-19,35.62122
2022-07-20,34.73558
2022-07-21,35.13582
2022-07-22,29.27701
2022-07-23,18.17252
2022-07-24,21.23818
2022-07-25,43.06395
2022-07-26,38.38882
2022-07-27,32.64923
2022-07-28,29.27701
2022-07-29,28.6213
2022-07-30,20.0034
2022-07-31,23.91211
2022-08-01,37.53725
2022-08-02,32.14681
2022-08-03,33.79885
2022-08-04,27.51426
2022-08-05,29.31959
2022-08-06,16.83556
2022-08-07,18.22362
2022-08-08,25.87924
2022-08-09,23.97172
2022-08-10,30.60546
2022-08-11,26.56901
2022-08-12,23.7418
2022-08-13,15.48156
2022-08-14,17.79783
2022-08-15,19.92676
2022-08-16,29.74538
2022-08-17,29.20037
2022-08-18,26.33057
2022-08-19,23.50336
2022-08-20,17.68713
2022-08-21,20.1652
2022-08-22,33.46674
2022-08-23,30.06046
2022-08-24,27.40355
2022-08-25,38.53359
2022-08-26,34.78668
2022-08-27,18.8112
2022-08-28,21.33185
2022-08-29,31.54219
2022-08-30,29.88163
2022-08-31,33.08353
2022-09-01,29.92421
2022-09-02,24.09094
2022-09-03,18.49612
2022-09-04,19.8416
2022-09-05,27.89747
2022-09-06,29.87311
2022-09-07,27.53129
2022-09-08,24.48267
2022-09-09,15.41343
2022-09-10,15.56672
2022-09-11,21.02529
2022-09-12,27.67606
2022-09-13,43.71114
2022-09-14,39.98126
2022-09-15,34.18206
2022-09-16,29.41326
2022-09-17,19.79902
2022-09-18,21.21263
2022-09-19,32.87916
2022-09-20,31.57625
2022-09-21,33.45823
2022-09-22,39.80243
2022-09-23,35.11027
2022-09-24,22.21749
2022-09-25,23.4182
2022-09-26,36.8049
2022-09-27,33.33049
2022-09-28,32.6833
2022-09-29,36.28544
2022-09-30,43.40458
2022-10-01,30.92054
2022-10-02,28.91935
2022-10-03,34.72707
2022-10-04,44.52865
2022-10-05,49.62956
2022-10-06,51.57114
2022-10-07,45.81452
2022-10-08,26.55198
2022-10-09,29.53248
2022-10-10,39.0786
2022-10-11,50.80473
2022-10-12,65.06003
2022-10-13,78.04649
2022-10-14,77.52703
2022-10-15,52.89959
2022-10-16,61.66226
2022-10-17,97.54747
2022-10-18,100.0
2022-10-19,96.34675
2022-10-20,85.94056
2022-10-21,72.68159
2022-10-22,42.91918
2022-10-23,47.20258
2022-10-24,75.34701
2022-10-25,91.33952
2022-10-26,81.06105
2022-10-27,79.30682
2022-10-28,68.4578
2022-10-29,44.38388
2022-10-30,43.4727
2022-10-31,74.46138
2022-11-01,85.01234
2022-11-02,70.88478
2022-11-03,69.27531
2022-11-04,60.85327
2022-11-05,37.43506
2022-11-06,43.27684
2022-11-07,68.11717
2022-11-08,66.97607
2022-11-09,67.07825
2022-11-10,76.12194
2022-11-11,63.45908
2022-11-12,36.93264
2022-11-13,44.38388
2022-11-14,71.75338
2022-11-15,71.69377
2022-11-16,61.71336
2022-11-17,56.56987
2022-11-18,53.58937
2022-11-19,32.24048
2022-11-20,35.85966
2022-11-21,62.03695
2022-11-22,57.40441
2022-11-23,55.67572
2022-11-24,57.23409
2022-11-25,61.59414
2022-11-26,37.42655
2022-11-27,38.68687
2022-11-28,60.69999
2022-11-29,56.56987
2022-11-30,56.50174
2022-12-01,54.08328
2022-12-02,39.99829
2022-12-03,23.52039
2022-12-04,27.22472
2022-12-05,45.86562
2022-12-06,42.9277
2022-12-07,48.33517
2022-12-08,47.76462
2022-12-09,44.81818
2022-12-10,26.17729
2022-12-11,28.83419
2022-12-12,46.06148
2022-12-13,47.44102
2022-12-14,42.01652
2022-12-15,40.3304
2022-12-16,36.14067
2022-12-17,21.96201
2022-12-18,27.63348
2022-12-19,39.81095
2022-12-20,40.69658
2022-12-21,39.28297
2022-12-22,34.98254
2022-12-23,39.05305
2022-12-24,26.21135
2022-12-25,27.44613
2022-12-26,45.78046
2022-12-27,41.60776
2022-12-28,40.87541
2022-12-29,40.72213
2022-12-30,40.72213
2022-12-31,26.10917
2023-01-01,36.41318
2023-01-02,56.17814
2023-01-03,50.98356
2023-01-04,45.83155
2023-01-05,50.31082
2023-01-06,45.23545
2023-01-07,30.49476
2023-01-08,33.58596
2023-01-09,49.78284
2023-01-10,56.23775
2023-01-11,46.1296
2023-01-12,40.76471
2023-01-13,40.96057
2023-01-14,26.16026
2023-01-15,28.91084
2023-01-16,38.08226
2023-01-17,38.89977
2023-01-18,33.74776
2023-01-19,33.6626
2023-01-20,39.39368
2023-01-21,23.80141
2023-01-22,25.94737
2023-01-23,27.94004
2023-01-24,35.68934
2023-01-25,65.14519
2023-01-26,49.88503
2023-01-27,40.43259
2023-01-28,27.17363
2023-01-29,27.58238
2023-01-30,41.65886
2023-01-31,43.97513
2023-02-01,41.10533
2023-02-02,33.26236
2023-02-03,30.76726
2023-02-04,19.14331
2023-02-05,22.90726
2023-02-06,32.93877
2023-02-07,30.45218
2023-02-08,28.99599
2023-02-09,26.53495
2023-02-10,29.39623
2023-02-11,17.96815
2023-02-12,20.97419
2023-02-13,29.40475
2023-02-14,27.03738
2023-02-15,28.05075
2023-02-16,24.52524
2023-02-17,23.62258
2023-02-18,16.14578
2023-02-19,18.58128
2023-02-20,29.49842
2023-02-21,29.32811
2023-02-22,27.25027
2023-02-23,25.28314
2023-02-24,31.02273
2023-02-25,18.99855
2023-02-26,20.57395
2023-02-27,30.77578
2023-02-28,30.67359
2023-03-01,25.76854
2023-03-02,26.288
2023-03-03,23.92914
2023-03-04,16.82704
2023-03-05,19.26253
2023-03-06,25.12986
2023-03-07,22.54108
2023-03-08,22.61772
2023-03-09,22.69437
2023-03-10,23.48633
2023-03-11,14.18717
2023-03-12,15.62633
2023-03-13,22.44741
2023-03-14,21.01677
2023-03-15,23.58
2023-03-16,20.06301
2023-03-17,19.32214
2023-03-18,13.74435
2023-03-19,14.46819
2023-03-20,23.9036
2023-03-21,23.2564
2023-03-22,20.65911
2023-03-23,20.88052
2023-03-24,24.32938
2023-03-25,16.09469
2023-03-26,16.21391
2023-03-27,24.32087
2023-03-28,22.0642
2023-03-29,19.93528
2023-03-30,18.7005
2023-03-31,20.2759
2023-04-01,13.48888
2023-04-02,13.96576
2023-04-03,21.23818
2023-04-04,19.80754
2023-04-05,22.15788
2023-04-06,19.53504
2023-04-07,15.60929
2023-04-08,11.35144
2023-04-09,12.28817
2023-04-10,25.12986
2023-04-11,22.48147
2023-04-12,21.64693
2023-04-13,18.92191
2023-04-14,17.11658
2023-04-15,10.92565
2023-04-16,13.19083
2023-04-17,20.13114
2023-04-18,21.18709
2023-04-19,17.074
2023-04-20,17.48275
2023-04-21,15.71148
2023-04-22,10.26143
2023-04-23,11.52175
2023-04-24,17.75525
2023-04-25,24.2868
2023-04-26,19.39879
2023-04-27,17.13361
2023-04-28,16.24797
2023-04-29,12.35629
2023-04-30,12.50106
2023-05-01,16.53751
2023-05-02,19.34769
2023-05-03,18.03627
2023-05-04,17.2358
2023-05-05,12.04121
2023-05-06,11.0619
2023-05-07,11.99863
2023-05-08,19.10925
2023-05-09,18.7005
2023-05-10,21.22115
2023-05-11,19.41582
2023-05-12,14.23826
2023-05-13,9.49501
2023-05-14,11.55582
2023-05-15,19.2966
2023-05-16,17.77228
2023-05-17,20.71021
2023-05-18,19.03261
2023-05-19,18.32581
2023-05-20,11.15558
2023-05-21,12.37332
2023-05-22,19.21144
2023-05-23,18.03627
2023-05-24,18.00221
2023-05-25,21.85131
2023-05-26,17.72119
2023-05-27,11.13855
2023-05-28,11.93902
