date,방산주
2020-10-12,0.32689
2020-10-13,0.15799
2020-10-14,0.13729
2020-10-15,0.15364
2020-10-16,0.14873
2020-10-17,0.05666
2020-10-18,0.05448
2020-10-19,0.12149
2020-10-20,0.09153
2020-10-21,0.09806
2020-10-22,0.09044
2020-10-23,0.08717
2020-10-24,0.06428
2020-10-25,0.05611
2020-10-26,0.09752
2020-10-27,0.11986
2020-10-28,0.13402
2020-10-29,0.09752
2020-10-30,0.13838
2020-10-31,0.07191
2020-11-01,0.07355
2020-11-02,0.18633
2020-11-03,0.22446
2020-11-04,1.74888
2020-11-05,0.5628
2020-11-06,0.28494
2020-11-07,0.14002
2020-11-08,0.19341
2020-11-09,0.28984
2020-11-10,0.27568
2020-11-11,0.24135
2020-11-12,0.21901
2020-11-13,0.27023
2020-11-14,0.14165
2020-11-15,0.10242
2020-11-16,0.2261
2020-11-17,0.18524
2020-11-18,0.23863
2020-11-19,0.19014
2020-11-20,0.14492
2020-11-21,0.08281
2020-11-22,0.07028
2020-11-23,0.15908
2020-11-24,0.36557
2020-11-25,0.17761
2020-11-26,0.23373
2020-11-27,0.52466
2020-11-28,0.52412
2020-11-29,0.27622
2020-11-30,0.27404
2020-12-01,0.20757
2020-12-02,0.20648
2020-12-03,0.25879
2020-12-04,0.20376
2020-12-05,0.1095
2020-12-06,0.11114
2020-12-07,0.16126
2020-12-08,0.15091
2020-12-09,0.38083
2020-12-10,0.17488
2020-12-11,0.15146
2020-12-12,0.07191
2020-12-13,0.06864
2020-12-14,0.12258
2020-12-15,0.39445
2020-12-16,0.2043
2020-12-17,0.17162
2020-12-18,0.15854
2020-12-19,0.0937
2020-12-20,0.09534
2020-12-21,0.13729
2020-12-22,0.19395
2020-12-23,0.18142
2020-12-24,0.14546
2020-12-25,0.06755
2020-12-26,0.08935
2020-12-27,0.07464
2020-12-28,0.15799
2020-12-29,0.14655
2020-12-30,0.19232
2020-12-31,0.11822
2021-01-01,0.11114
2021-01-02,0.10733
2021-01-03,0.11986
2021-01-04,0.27513
2021-01-05,0.31164
2021-01-06,0.30346
2021-01-07,0.21411
2021-01-08,0.22446
2021-01-09,0.68974
2021-01-10,0.53937
2021-01-11,2.97692
2021-01-12,0.53774
2021-01-13,0.4255
2021-01-14,0.3367
2021-01-15,0.86954
2021-01-16,0.47127
2021-01-17,0.36721
2021-01-18,0.50123
2021-01-19,0.34814
2021-01-20,0.52466
2021-01-21,0.56171
2021-01-22,0.34378
2021-01-23,0.26533
2021-01-24,0.20921
2021-01-25,0.22664
2021-01-26,0.19668
2021-01-27,0.15037
2021-01-28,0.14764
2021-01-29,0.18251
2021-01-30,0.09643
2021-01-31,0.15527
2021-02-01,0.18251
2021-02-02,0.18741
2021-02-03,0.12367
2021-02-04,0.20158
2021-02-05,0.17107
2021-02-06,0.07899
2021-02-07,0.1362
2021-02-08,0.15364
2021-02-09,0.14437
2021-02-10,0.11877
2021-02-11,0.08172
2021-02-12,0.0572
2021-02-13,0.05829
2021-02-14,0.08553
2021-02-15,0.25879
2021-02-16,0.2675
2021-02-17,0.22174
2021-02-18,0.18687
2021-02-19,0.11986
2021-02-20,0.07246
2021-02-21,0.09316
2021-02-22,0.11713
2021-02-23,0.11168
2021-02-24,0.11168
2021-02-25,0.12095
2021-02-26,0.12476
2021-02-27,0.0681
2021-02-28,0.07028
2021-03-01,0.08608
2021-03-02,0.10406
2021-03-03,0.12258
2021-03-04,0.10406
2021-03-05,0.12204
2021-03-06,0.05557
2021-03-07,0.09752
2021-03-08,0.13184
2021-03-09,0.1411
2021-03-10,0.11168
2021-03-11,0.1155
2021-03-12,0.09153
2021-03-13,0.07246
2021-03-14,0.08989
2021-03-15,0.12149
2021-03-16,0.57479
2021-03-17,0.35849
2021-03-18,0.28984
2021-03-19,0.18741
2021-03-20,0.07518
2021-03-21,0.07627
2021-03-22,0.24462
2021-03-23,0.21084
2021-03-24,0.52575
2021-03-25,2.00441
2021-03-26,0.41842
2021-03-27,0.17761
2021-03-28,0.14056
2021-03-29,0.18905
2021-03-30,0.19722
2021-03-31,0.1836
2021-04-01,0.12585
2021-04-02,0.10297
2021-04-03,0.06646
2021-04-04,0.05502
2021-04-05,0.1155
2021-04-06,0.10188
2021-04-07,0.19286
2021-04-08,0.20648
2021-04-09,0.19014
2021-04-10,0.08717
2021-04-11,0.11223
2021-04-12,0.32744
2021-04-13,0.23427
2021-04-14,0.24844
2021-04-15,0.17488
2021-04-16,0.11986
2021-04-17,0.09534
2021-04-18,0.06701
2021-04-19,0.09316
2021-04-20,0.08281
2021-04-21,0.15963
2021-04-22,0.08063
2021-04-23,0.08226
2021-04-24,0.03922
2021-04-25,0.04794
2021-04-26,0.07899
2021-04-27,0.07518
2021-04-28,0.07191
2021-04-29,0.08063
2021-04-30,0.10133
2021-05-01,0.07191
2021-05-02,0.24517
2021-05-03,0.25933
2021-05-04,0.08444
2021-05-05,0.05339
2021-05-06,0.09425
2021-05-07,0.06973
2021-05-08,0.05121
2021-05-09,0.04576
2021-05-10,0.08226
2021-05-11,0.09262
2021-05-12,0.1095
2021-05-13,0.10079
2021-05-14,0.08989
2021-05-15,0.06864
2021-05-16,0.06973
2021-05-17,0.08771
2021-05-18,0.09697
2021-05-19,0.07355
2021-05-20,0.09697
2021-05-21,0.20866
2021-05-22,0.68157
2021-05-23,0.41352
2021-05-24,0.84393
2021-05-25,0.46637
2021-05-26,0.23699
2021-05-27,0.14002
2021-05-28,0.14165
2021-05-29,0.05175
2021-05-30,0.08826
2021-05-31,0.17815
2021-06-01,0.12149
2021-06-02,0.11005
2021-06-03,0.08608
2021-06-04,0.10297
2021-06-05,0.0681
2021-06-06,0.07627
2021-06-07,0.13784
2021-06-08,0.15309
2021-06-09,0.1313
2021-06-10,0.10733
2021-06-11,0.0839
2021-06-12,0.0523
2021-06-13,0.06755
2021-06-14,0.09098
2021-06-15,0.07899
2021-06-16,0.07736
2021-06-17,0.07736
2021-06-18,0.15636
2021-06-19,0.05938
2021-06-20,0.04957
2021-06-21,0.08063
2021-06-22,0.10242
2021-06-23,0.11822
2021-06-24,0.10787
2021-06-25,0.06592
2021-06-26,0.06374
2021-06-27,0.06483
2021-06-28,0.10297
2021-06-29,0.09534
2021-06-30,0.08717
2021-07-01,0.09098
2021-07-02,0.08172
2021-07-03,0.06592
2021-07-04,0.08608
2021-07-05,0.21901
2021-07-06,0.21357
2021-07-07,0.80143
2021-07-08,0.22828
2021-07-09,0.10188
2021-07-10,0.05012
2021-07-11,0.04249
2021-07-12,0.07355
2021-07-13,0.07845
2021-07-14,0.06864
2021-07-15,0.08989
2021-07-16,0.05775
2021-07-17,0.07409
2021-07-18,0.05175
2021-07-19,0.05557
2021-07-20,0.05393
2021-07-21,0.05393
2021-07-22,0.04467
2021-07-23,0.05012
2021-07-24,0.01961
2021-07-25,0.02506
2021-07-26,0.03813
2021-07-27,0.34051
2021-07-28,0.35195
2021-07-29,0.10896
2021-07-30,0.07954
2021-07-31,0.03486
2021-08-01,0.14328
2021-08-02,0.1411
2021-08-03,0.0888
2021-08-04,0.08444
2021-08-05,0.09806
2021-08-06,0.1046
2021-08-07,0.05666
2021-08-08,0.06537
2021-08-09,0.11877
2021-08-10,0.30292
2021-08-11,0.6685
2021-08-12,0.20594
2021-08-13,0.14928
2021-08-14,0.04848
2021-08-15,0.05611
2021-08-16,0.10242
2021-08-17,0.1994
2021-08-18,0.14819
2021-08-19,0.54046
2021-08-20,0.13457
2021-08-21,0.04848
2021-08-22,0.06864
2021-08-23,0.08717
2021-08-24,0.0839
2021-08-25,0.07409
2021-08-26,0.07464
2021-08-27,0.49306
2021-08-28,0.11223
2021-08-29,0.0997
2021-08-30,0.44893
2021-08-31,0.2626
2021-09-01,0.16726
2021-09-02,0.1362
2021-09-03,0.10133
2021-09-04,0.05284
2021-09-05,0.13184
2021-09-06,0.1362
2021-09-07,0.09153
2021-09-08,0.08553
2021-09-09,0.09425
2021-09-10,0.06537
2021-09-11,0.02724
2021-09-12,0.03759
2021-09-13,0.41461
2021-09-14,0.11168
2021-09-15,0.92293
2021-09-16,0.34814
2021-09-17,0.14764
2021-09-18,0.06047
2021-09-19,0.04467
2021-09-20,0.0572
2021-09-21,0.04848
2021-09-22,0.03759
2021-09-23,0.073
2021-09-24,0.12476
2021-09-25,0.05611
2021-09-26,0.07845
2021-09-27,0.12476
2021-09-28,0.49851
2021-09-29,0.15745
2021-09-30,0.10842
2021-10-01,0.1204
2021-10-02,0.04249
2021-10-03,0.04413
2021-10-04,0.05175
2021-10-05,0.08117
2021-10-06,0.09643
2021-10-07,0.05339
2021-10-08,0.05938
2021-10-09,0.03105
2021-10-10,0.04304
2021-10-11,0.07028
2021-10-12,0.08771
2021-10-13,0.0523
2021-10-14,0.0523
2021-10-15,0.05993
2021-10-16,0.05066
2021-10-17,0.05175
2021-10-18,0.05339
2021-10-19,0.41624
2021-10-20,0.1727
2021-10-21,0.14056
2021-10-22,0.1095
2021-10-23,0.05884
2021-10-24,0.06265
2021-10-25,0.25824
2021-10-26,0.15963
2021-10-27,0.12585
2021-10-28,0.08935
2021-10-29,0.07409
2021-10-30,0.06592
2021-10-31,0.05829
2021-11-01,0.06755
2021-11-02,0.0681
2021-11-03,0.10079
2021-11-04,0.08826
2021-11-05,0.07954
2021-11-06,0.03159
2021-11-07,0.04739
2021-11-08,0.06428
2021-11-09,0.05448
2021-11-10,0.05557
2021-11-11,0.04358
2021-11-12,0.03595
2021-11-13,0.02342
2021-11-14,0.03595
2021-11-15,0.06592
2021-11-16,0.06265
2021-11-17,0.2991
2021-11-18,0.34814
2021-11-19,0.14764
2021-11-20,0.06374
2021-11-21,0.05829
2021-11-22,0.08226
2021-11-23,0.08444
2021-11-24,0.04631
2021-11-25,0.0523
2021-11-26,0.04031
2021-11-27,0.04304
2021-11-28,0.07464
2021-11-29,0.07464
2021-11-30,0.10678
2021-12-01,0.06755
2021-12-02,0.06047
2021-12-03,0.0572
2021-12-04,0.08989
2021-12-05,0.10188
2021-12-06,0.11332
2021-12-07,0.11059
2021-12-08,0.09098
2021-12-09,0.13675
2021-12-10,0.09861
2021-12-11,0.07682
2021-12-12,0.09425
2021-12-13,0.36176
2021-12-14,0.24462
2021-12-15,0.11495
2021-12-16,0.12313
2021-12-17,0.11386
2021-12-18,0.08662
2021-12-19,0.08008
2021-12-20,0.11495
2021-12-21,0.08281
2021-12-22,0.10842
2021-12-23,0.0937
2021-12-24,0.06265
2021-12-25,0.04467
2021-12-26,0.06646
2021-12-27,0.1787
2021-12-28,0.11768
2021-12-29,0.1155
2021-12-30,0.21466
2021-12-31,0.16181
2022-01-01,0.05775
2022-01-02,0.05611
2022-01-03,0.08717
2022-01-04,0.09044
2022-01-05,0.62328
2022-01-06,0.18905
2022-01-07,0.12476
2022-01-08,0.26206
2022-01-09,0.1471
2022-01-10,0.1471
2022-01-11,0.52248
2022-01-12,0.2103
2022-01-13,0.42169
2022-01-14,0.51976
2022-01-15,0.21084
2022-01-16,0.24081
2022-01-17,0.92674
2022-01-18,0.3465
2022-01-19,0.35522
2022-01-20,1.03843
2022-01-21,0.76493
2022-01-22,0.30728
2022-01-23,0.28058
2022-01-24,0.64888
2022-01-25,1.06785
2022-01-26,0.45111
2022-01-27,0.49252
2022-01-28,0.23427
2022-01-29,0.10351
2022-01-30,0.18197
2022-01-31,0.14982
2022-02-01,0.3307
2022-02-02,0.34923
2022-02-03,0.34705
2022-02-04,0.2735
2022-02-05,0.17434
2022-02-06,0.13184
2022-02-07,0.30946
2022-02-08,0.2103
2022-02-09,0.14274
2022-02-10,0.11441
2022-02-11,0.25116
2022-02-12,1.32229
2022-02-13,0.60094
2022-02-14,1.15884
2022-02-15,0.56443
2022-02-16,0.2152
2022-02-17,0.60802
2022-02-18,0.50341
2022-02-19,0.18415
2022-02-20,0.16889
2022-02-21,0.30891
2022-02-22,0.87553
2022-02-23,0.33942
2022-02-24,3.65251
2022-02-25,1.1
2022-02-26,0.38028
2022-02-27,0.46364
2022-02-28,0.81669
2022-03-01,0.62818
2022-03-02,0.93709
2022-03-03,0.55626
2022-03-04,0.42659
2022-03-05,0.31218
2022-03-06,0.33288
2022-03-07,0.65324
2022-03-08,0.55572
2022-03-09,0.22228
2022-03-10,0.50505
2022-03-11,0.50777
2022-03-12,0.34215
2022-03-13,0.31272
2022-03-14,0.49797
2022-03-15,0.36884
2022-03-16,0.32253
2022-03-17,0.24026
2022-03-18,0.17597
2022-03-19,0.18524
2022-03-20,0.40916
2022-03-21,0.25388
2022-03-22,0.36176
2022-03-23,0.3367
2022-03-24,0.62654
2022-03-25,0.66959
2022-03-26,0.22773
2022-03-27,0.2468
2022-03-28,0.4789
2022-03-29,0.38301
2022-03-30,0.19613
2022-03-31,0.17543
2022-04-01,0.14056
2022-04-02,0.07845
2022-04-03,0.16017
2022-04-04,0.21901
2022-04-05,0.1362
2022-04-06,0.17107
2022-04-07,0.26369
2022-04-08,0.21629
2022-04-09,0.11386
2022-04-10,0.08771
2022-04-11,0.14928
2022-04-12,0.13893
2022-04-13,0.13566
2022-04-14,0.15255
2022-04-15,0.13675
2022-04-16,0.05993
2022-04-17,0.12204
2022-04-18,0.15418
2022-04-19,0.13784
2022-04-20,0.15854
2022-04-21,0.18959
2022-04-22,0.10515
2022-04-23,0.07627
2022-04-24,0.12585
2022-04-25,0.1046
2022-04-26,0.1629
2022-04-27,0.22228
2022-04-28,0.11005
2022-04-29,0.08335
2022-04-30,0.06483
2022-05-01,0.07954
2022-05-02,0.24299
2022-05-03,0.18142
2022-05-04,0.21684
2022-05-05,0.05993
2022-05-06,0.09915
2022-05-07,0.09643
2022-05-08,0.10188
2022-05-09,0.25606
2022-05-10,0.21084
2022-05-11,0.1629
2022-05-12,0.13729
2022-05-13,0.1253
2022-05-14,0.04685
2022-05-15,0.07682
2022-05-16,0.09534
2022-05-17,0.07518
2022-05-18,0.07028
2022-05-19,0.13566
2022-05-20,0.08226
2022-05-21,0.07191
2022-05-22,0.10733
2022-05-23,0.20648
2022-05-24,0.12694
2022-05-25,0.34814
2022-05-26,0.17162
2022-05-27,0.1095
2022-05-28,0.05884
2022-05-29,0.07464
2022-05-30,0.14219
2022-05-31,0.11986
2022-06-01,0.07355
2022-06-02,0.07137
2022-06-03,0.08989
2022-06-04,0.06701
2022-06-05,0.09479
2022-06-06,0.15799
2022-06-07,0.45002
2022-06-08,0.33343
2022-06-09,0.31218
2022-06-10,0.30183
2022-06-11,0.10406
2022-06-12,0.16126
2022-06-13,0.29475
2022-06-14,0.14219
2022-06-15,0.12694
2022-06-16,0.1253
2022-06-17,0.13402
2022-06-18,0.06755
2022-06-19,0.06646
2022-06-20,0.14274
2022-06-21,0.1155
2022-06-22,0.11768
2022-06-23,0.07028
2022-06-24,0.05775
2022-06-25,0.03977
2022-06-26,0.04522
2022-06-27,0.05448
2022-06-28,0.08008
2022-06-29,0.17815
2022-06-30,0.14655
2022-07-01,0.1945
2022-07-02,0.06319
2022-07-03,0.05611
2022-07-04,0.32961
2022-07-05,0.11277
2022-07-06,0.08117
2022-07-07,0.07627
2022-07-08,0.16399
2022-07-09,0.03595
2022-07-10,0.08826
2022-07-11,0.12258
2022-07-12,0.06265
2022-07-13,0.07355
2022-07-14,0.08281
2022-07-15,0.09915
2022-07-16,0.04685
2022-07-17,0.06047
2022-07-18,0.07899
2022-07-19,0.14274
2022-07-20,0.1095
2022-07-21,0.10624
2022-07-22,0.23373
2022-07-23,0.10624
2022-07-24,0.09425
2022-07-25,0.26315
2022-07-26,0.18142
2022-07-27,0.39281
2022-07-28,0.4789
2022-07-29,0.35413
2022-07-30,0.14165
2022-07-31,0.21302
2022-08-01,0.34487
2022-08-02,0.5579
2022-08-03,0.36884
2022-08-04,0.35359
2022-08-05,0.2833
2022-08-06,0.19777
2022-08-07,0.26369
2022-08-08,0.37701
2022-08-09,0.2468
2022-08-10,0.18959
2022-08-11,0.24735
2022-08-12,0.19777
2022-08-13,0.08335
2022-08-14,0.0888
2022-08-15,0.19232
2022-08-16,0.19177
2022-08-17,0.21956
2022-08-18,0.2103
2022-08-19,0.37974
2022-08-20,0.14165
2022-08-21,0.12748
2022-08-22,0.21793
2022-08-23,0.25988
2022-08-24,0.74259
2022-08-25,0.38301
2022-08-26,0.32635
2022-08-27,0.35359
2022-08-28,0.22119
2022-08-29,0.42659
2022-08-30,0.36067
2022-08-31,0.25007
2022-09-01,0.26641
2022-09-02,0.14982
2022-09-03,0.11114
2022-09-04,0.10079
2022-09-05,0.21302
2022-09-06,0.18088
2022-09-07,0.20049
2022-09-08,0.1411
2022-09-09,0.12422
2022-09-10,0.07845
2022-09-11,0.10678
2022-09-12,0.12748
2022-09-13,0.48108
2022-09-14,0.19123
2022-09-15,0.152
2022-09-16,0.14002
2022-09-17,0.1253
2022-09-18,0.11332
2022-09-19,0.57479
2022-09-20,0.34051
2022-09-21,0.41624
2022-09-22,0.39118
2022-09-23,0.23863
2022-09-24,0.25988
2022-09-25,0.25061
2022-09-26,0.42006
2022-09-27,0.25824
2022-09-28,0.35032
2022-09-29,0.22937
2022-09-30,0.2468
2022-10-01,0.20104
2022-10-02,0.2942
2022-10-03,0.21629
2022-10-04,0.46037
2022-10-05,0.56825
2022-10-06,0.37538
2022-10-07,0.39554
2022-10-08,0.14056
2022-10-09,0.29202
2022-10-10,0.30946
2022-10-11,0.45492
2022-10-12,0.76929
2022-10-13,1.19534
2022-10-14,0.95126
2022-10-15,0.41788
2022-10-16,0.3258
2022-10-17,0.66087
2022-10-18,0.65978
2022-10-19,0.70609
2022-10-20,0.36448
2022-10-21,0.3307
2022-10-22,0.25497
2022-10-23,0.21193
2022-10-24,0.23264
2022-10-25,0.19613
2022-10-26,0.21684
2022-10-27,0.20757
2022-10-28,0.25715
2022-10-29,0.12912
2022-10-30,0.11114
2022-10-31,0.1411
2022-11-01,0.20757
2022-11-02,1.60451
2022-11-03,0.76057
2022-11-04,0.41788
2022-11-05,0.16998
2022-11-06,0.14982
2022-11-07,0.4789
2022-11-08,0.31
2022-11-09,0.29475
2022-11-10,0.25606
2022-11-11,0.22828
2022-11-12,0.22392
2022-11-13,0.12966
2022-11-14,0.27023
2022-11-15,0.21357
2022-11-16,0.72134
2022-11-17,0.41897
2022-11-18,0.32471
2022-11-19,0.13348
2022-11-20,0.14383
2022-11-21,0.20104
2022-11-22,0.17107
2022-11-23,0.15527
2022-11-24,0.25007
2022-11-25,0.21411
2022-11-26,0.08444
2022-11-27,0.09207
2022-11-28,0.20321
2022-11-29,0.15473
2022-11-30,0.17924
2022-12-01,0.14873
2022-12-02,0.15854
2022-12-03,0.04794
2022-12-04,0.0839
2022-12-05,0.14219
2022-12-06,0.12748
2022-12-07,0.22937
2022-12-08,0.26206
2022-12-09,0.18415
2022-12-10,0.22174
2022-12-11,0.13511
2022-12-12,0.18469
2022-12-13,0.16562
2022-12-14,0.17325
2022-12-15,0.18033
2022-12-16,0.13729
2022-12-17,0.10624
2022-12-18,0.15582
2022-12-19,0.16944
2022-12-20,0.20703
2022-12-21,0.18033
2022-12-22,0.19014
2022-12-23,0.13838
2022-12-24,0.09534
2022-12-25,0.08499
2022-12-26,0.3258
2022-12-27,0.40807
2022-12-28,0.28385
2022-12-29,0.19886
2022-12-30,0.11822
2022-12-31,0.08281
2023-01-01,0.16835
2023-01-02,0.37211
2023-01-03,0.23155
2023-01-04,0.2152
2023-01-05,0.35958
2023-01-06,0.16617
2023-01-07,0.10024
2023-01-08,0.14819
2023-01-09,0.15309
2023-01-10,0.18905
2023-01-11,0.37647
2023-01-12,0.29692
2023-01-13,0.31381
2023-01-14,0.18905
2023-01-15,0.41842
2023-01-16,0.53719
2023-01-17,0.37756
2023-01-18,0.26859
2023-01-19,0.21466
2023-01-20,0.20757
2023-01-21,0.12639
2023-01-22,0.20104
2023-01-23,0.11495
2023-01-24,0.1629
2023-01-25,0.30946
2023-01-26,0.2577
2023-01-27,0.1836
2023-01-28,0.11114
2023-01-29,0.16126
2023-01-30,0.22773
2023-01-31,0.19068
2023-02-01,0.21738
2023-02-02,0.22501
2023-02-03,0.1885
2023-02-04,0.09153
2023-02-05,0.0937
2023-02-06,0.14383
2023-02-07,0.12422
2023-02-08,0.11877
2023-02-09,0.11604
2023-02-10,0.11713
2023-02-11,0.11332
2023-02-12,0.06646
2023-02-13,0.09262
2023-02-14,0.10297
2023-02-15,0.1253
2023-02-16,0.09425
2023-02-17,0.10787
2023-02-18,0.09534
2023-02-19,0.09806
2023-02-20,0.26424
2023-02-21,0.14437
2023-02-22,0.1411
2023-02-23,0.11005
2023-02-24,0.19395
2023-02-25,0.08063
2023-02-26,0.08281
2023-02-27,0.14546
2023-02-28,0.1155
2023-03-01,0.12694
2023-03-02,0.1362
2023-03-03,0.14274
2023-03-04,0.07246
2023-03-05,0.10733
2023-03-06,0.26315
2023-03-07,0.21793
2023-03-08,0.16126
2023-03-09,0.15418
2023-03-10,0.18687
2023-03-11,0.12422
2023-03-12,0.1155
2023-03-13,0.12857
2023-03-14,0.15745
2023-03-15,0.14492
2023-03-16,0.18905
2023-03-17,0.12639
2023-03-18,0.0888
2023-03-19,0.18142
2023-03-20,0.33833
2023-03-21,0.15908
2023-03-22,0.27132
2023-03-23,0.12204
2023-03-24,0.22719
2023-03-25,0.24898
2023-03-26,0.16889
2023-03-27,0.21847
2023-03-28,0.20866
2023-03-29,0.22119
2023-03-30,0.17815
2023-03-31,0.17162
2023-04-01,0.07409
2023-04-02,0.08117
2023-04-03,0.17597
2023-04-04,0.16399
2023-04-05,0.35141
2023-04-06,0.21956
2023-04-07,0.21466
2023-04-08,0.1313
2023-04-09,0.11877
2023-04-10,0.2419
2023-04-11,0.2517
2023-04-12,0.22228
2023-04-13,0.34106
2023-04-14,0.18306
2023-04-15,0.18306
2023-04-16,0.12857
2023-04-17,0.29529
2023-04-18,0.31327
2023-04-19,0.70228
2023-04-20,1.85022
2023-04-21,0.99049
2023-04-22,0.37647
2023-04-23,0.39772
2023-04-24,0.89678
2023-04-25,0.98831
2023-04-26,0.65379
2023-04-27,0.40752
2023-04-28,0.60748
2023-04-29,0.16399
2023-04-30,0.15146
2023-05-01,0.20267
2023-05-02,0.30183
2023-05-03,0.20757
2023-05-04,0.18741
2023-05-05,0.10678
2023-05-06,0.11713
2023-05-07,0.13893
2023-05-08,0.17107
2023-05-09,0.20158
2023-05-10,0.29965
2023-05-11,0.23863
2023-05-12,0.14764
2023-05-13,0.1095
2023-05-14,0.17652
2023-05-15,0.14982
2023-05-16,0.14764
2023-05-17,0.17107
2023-05-18,0.19123
2023-05-19,0.18415
2023-05-20,0.11277
2023-05-21,0.17652
2023-05-22,0.22991
2023-05-23,0.18959
2023-05-24,0.19341
2023-05-25,0.22065
2023-05-26,0.16399
2023-05-27,0.09262
2023-05-28,0.11059
2023-05-29,0.26206
