date,실비암보험
2023-06-06,13.06818
2023-06-07,17.04545
2023-06-08,26.70454
2023-06-09,32.38636
2023-06-10,15.3409
2023-06-11,9.65909
2023-06-12,28.40909
2023-06-13,26.13636
2023-06-14,19.31818
2023-06-15,30.11363
2023-06-16,26.13636
2023-06-17,9.65909
2023-06-18,14.77272
2023-06-19,19.88636
2023-06-20,21.02272
2023-06-21,21.5909
2023-06-22,22.72727
2023-06-23,25.56818
2023-06-24,15.3409
2023-06-25,12.5
2023-06-26,25.0
2023-06-27,22.15909
2023-06-28,25.56818
2023-06-29,25.0
2023-06-30,28.40909
2023-07-01,17.04545
2023-07-02,10.22727
2023-07-03,24.43181
2023-07-04,20.45454
2023-07-05,20.45454
2023-07-06,18.75
2023-07-07,34.65909
2023-07-08,15.3409
2023-07-09,7.38636
2023-07-10,26.70454
2023-07-11,26.70454
2023-07-12,25.56818
2023-07-13,21.5909
2023-07-14,24.43181
2023-07-15,10.22727
2023-07-16,10.79545
2023-07-17,25.56818
2023-07-18,30.11363
2023-07-19,25.56818
2023-07-20,16.47727
2023-07-21,18.75
2023-07-22,11.36363
2023-07-23,16.47727
2023-07-24,31.81818
2023-07-25,29.54545
2023-07-26,26.13636
2023-07-27,19.88636
2023-07-28,25.56818
2023-07-29,9.0909
2023-07-30,14.77272
2023-07-31,19.31818
2023-08-01,18.75
2023-08-02,23.86363
2023-08-03,25.0
2023-08-04,30.11363
2023-08-05,15.3409
2023-08-06,11.36363
2023-08-07,16.47727
2023-08-08,25.0
2023-08-09,22.72727
2023-08-10,19.88636
2023-08-11,24.43181
2023-08-12,23.29545
2023-08-13,15.90909
2023-08-14,31.81818
2023-08-15,30.68181
2023-08-16,40.3409
2023-08-17,37.5
2023-08-18,34.0909
2023-08-19,21.5909
2023-08-20,19.31818
2023-08-21,25.56818
2023-08-22,31.81818
2023-08-23,35.22727
2023-08-24,23.86363
2023-08-25,28.97727
2023-08-26,21.02272
2023-08-27,25.0
2023-08-28,29.54545
2023-08-29,29.54545
2023-08-30,34.0909
2023-08-31,30.11363
2023-09-01,40.3409
2023-09-02,19.31818
2023-09-03,23.29545
2023-09-04,48.29545
2023-09-05,38.06818
2023-09-06,32.95454
2023-09-07,29.54545
2023-09-08,25.0
2023-09-09,20.45454
2023-09-10,14.20454
2023-09-11,25.56818
2023-09-12,30.11363
2023-09-13,24.43181
2023-09-14,19.88636
2023-09-15,24.43181
2023-09-16,12.5
2023-09-17,16.47727
2023-09-18,27.8409
2023-09-19,36.93181
2023-09-20,27.27272
2023-09-21,25.56818
2023-09-22,13.63636
2023-09-23,9.65909
2023-09-24,10.79545
2023-09-25,23.29545
2023-09-26,25.0
2023-09-27,23.86363
2023-09-28,21.5909
2023-09-29,17.04545
2023-09-30,15.90909
2023-10-01,17.61363
2023-10-02,23.86363
2023-10-03,14.77272
2023-10-04,22.15909
2023-10-05,35.22727
2023-10-06,23.86363
2023-10-07,13.63636
2023-10-08,15.3409
2023-10-09,17.61363
2023-10-10,32.38636
2023-10-11,34.0909
2023-10-12,26.70454
2023-10-13,25.56818
2023-10-14,13.06818
2023-10-15,18.75
2023-10-16,30.11363
2023-10-17,24.43181
2023-10-18,30.68181
2023-10-19,27.27272
2023-10-20,24.43181
2023-10-21,21.02272
2023-10-22,23.86363
2023-10-23,38.63636
2023-10-24,46.02272
2023-10-25,33.52272
2023-10-26,27.27272
2023-10-27,26.70454
2023-10-28,19.88636
2023-10-29,23.86363
2023-10-30,34.65909
2023-10-31,31.81818
2023-11-01,30.68181
2023-11-02,42.04545
2023-11-03,31.81818
2023-11-04,22.72727
2023-11-05,19.88636
2023-11-06,31.25
2023-11-07,36.36363
2023-11-08,23.29545
2023-11-09,31.25
2023-11-10,21.5909
2023-11-11,23.29545
2023-11-12,13.63636
2023-11-13,26.70454
2023-11-14,31.81818
2023-11-15,27.27272
2023-11-16,28.40909
2023-11-17,23.29545
2023-11-18,13.63636
2023-11-19,19.31818
2023-11-20,26.70454
2023-11-21,25.56818
2023-11-22,31.25
2023-11-23,22.15909
2023-11-24,36.93181
2023-11-25,27.8409
2023-11-26,6.25
2023-11-27,39.20454
2023-11-28,46.5909
2023-11-29,29.54545
2023-11-30,37.5
2023-12-01,33.52272
2023-12-02,22.72727
2023-12-03,22.72727
2023-12-04,37.5
2023-12-05,33.52272
2023-12-06,27.8409
2023-12-07,46.5909
2023-12-08,46.02272
2023-12-09,27.27272
2023-12-10,28.40909
2023-12-11,34.0909
2023-12-12,43.18181
2023-12-13,43.18181
2023-12-14,40.90909
2023-12-15,40.90909
2023-12-16,30.11363
2023-12-17,37.5
2023-12-18,34.0909
2023-12-19,43.75
2023-12-20,42.04545
2023-12-21,32.95454
2023-12-22,33.52272
2023-12-23,36.93181
2023-12-24,16.47727
2023-12-25,24.43181
2023-12-26,53.97727
2023-12-27,48.29545
2023-12-28,27.27272
2023-12-29,34.65909
2023-12-30,15.90909
2023-12-31,30.68181
2024-01-01,27.27272
2024-01-02,43.75
2024-01-03,45.45454
2024-01-04,42.04545
2024-01-05,48.29545
2024-01-06,28.97727
2024-01-07,26.13636
2024-01-08,48.29545
2024-01-09,32.38636
2024-01-10,40.3409
2024-01-11,38.63636
2024-01-12,35.79545
2024-01-13,28.40909
2024-01-14,32.38636
2024-01-15,47.72727
2024-01-16,46.02272
2024-01-17,52.27272
2024-01-18,31.25
2024-01-19,35.22727
2024-01-20,43.75
2024-01-21,34.65909
2024-01-22,50.0
2024-01-23,65.3409
2024-01-24,59.0909
2024-01-25,63.63636
2024-01-26,69.31818
2024-01-27,48.86363
2024-01-28,34.65909
2024-01-29,67.61363
2024-01-30,89.77272
2024-01-31,53.97727
2024-02-01,78.97727
2024-02-02,56.25
2024-02-03,47.72727
2024-02-04,30.11363
2024-02-05,59.0909
2024-02-06,57.38636
2024-02-07,58.52272
2024-02-08,64.77272
2024-02-09,50.56818
2024-02-10,45.45454
2024-02-11,38.63636
2024-02-12,53.97727
2024-02-13,72.15909
2024-02-14,85.79545
2024-02-15,75.0
2024-02-16,68.18181
2024-02-17,75.0
2024-02-18,52.27272
2024-02-19,71.02272
2024-02-20,79.54545
2024-02-21,81.81818
2024-02-22,88.63636
2024-02-23,62.5
2024-02-24,56.81818
2024-02-25,56.81818
2024-02-26,86.93181
2024-02-27,85.79545
2024-02-28,80.11363
2024-02-29,67.04545
2024-03-01,46.5909
2024-03-02,43.75
2024-03-03,48.86363
2024-03-04,68.75
2024-03-05,88.63636
2024-03-06,68.18181
2024-03-07,96.5909
2024-03-08,100.0
2024-03-09,60.22727
2024-03-10,36.36363
2024-03-11,61.93181
2024-03-12,68.18181
2024-03-13,69.88636
2024-03-14,59.0909
2024-03-15,53.97727
2024-03-16,74.43181
2024-03-17,40.3409
2024-03-18,59.65909
2024-03-19,46.5909
2024-03-20,61.36363
