date,콜드월렛
2020-03-20,0.92485
2020-03-21,0.63583
2020-03-22,0.57803
2020-03-23,1.09826
2020-03-24,1.15606
2020-03-25,2.60115
2020-03-26,2.94797
2020-03-27,1.50289
2020-03-28,0.92485
2020-03-29,1.84971
2020-03-30,0.98265
2020-03-31,1.32947
2020-04-01,1.09826
2020-04-02,0.80924
2020-04-03,1.38728
2020-04-04,0.52023
2020-04-05,1.32947
2020-04-06,0.80924
2020-04-07,1.04046
2020-04-08,1.38728
2020-04-09,0.98265
2020-04-10,0.92485
2020-04-11,0.86705
2020-04-13,0.69364
2020-04-14,1.09826
2020-04-15,0.63583
2020-04-17,0.98265
2020-04-18,0.28901
2020-04-19,1.90751
2020-04-20,0.63583
2020-04-21,0.98265
2020-04-22,1.15606
2020-04-23,0.86705
2020-04-24,0.86705
2020-04-25,0.57803
2020-04-26,0.46242
2020-04-27,0.46242
2020-04-28,0.75144
2020-04-29,0.86705
2020-04-30,0.63583
2020-05-01,0.75144
2020-05-02,0.57803
2020-05-03,0.40462
2020-05-04,1.7341
2020-05-06,0.28901
2020-05-07,0.46242
2020-05-08,0.63583
2020-05-09,1.04046
2020-05-10,0.52023
2020-05-11,0.57803
2020-05-12,0.46242
2020-05-13,1.38728
2020-05-14,2.31213
2020-05-15,1.21387
2020-05-16,0.63583
2020-05-17,0.46242
2020-05-18,0.92485
2020-05-19,0.46242
2020-05-20,1.7341
2020-05-21,1.7341
2020-05-22,1.50289
2020-05-23,0.98265
2020-05-24,0.86705
2020-05-25,0.57803
2020-05-26,1.44508
2020-05-27,1.7341
2020-05-28,0.80924
2020-05-29,0.52023
2020-05-31,1.7919
2020-06-01,1.27167
2020-06-02,2.02312
2020-06-03,0.86705
2020-06-04,1.27167
2020-06-05,0.80924
2020-06-06,0.52023
2020-06-08,0.98265
2020-06-09,1.32947
2020-06-10,1.15606
2020-06-11,1.90751
2020-06-12,0.75144
2020-06-13,0.28901
2020-06-14,0.40462
2020-06-15,0.46242
2020-06-16,1.32947
2020-06-17,1.04046
2020-06-18,1.61849
2020-06-19,0.52023
2020-06-20,0.63583
2020-06-21,0.40462
2020-06-22,1.15606
2020-06-23,0.69364
2020-06-24,1.04046
2020-06-25,0.52023
2020-06-26,1.15606
2020-06-28,0.46242
2020-06-29,1.27167
2020-06-30,1.15606
2020-07-01,0.34682
2020-07-02,0.69364
2020-07-03,0.86705
2020-07-04,0.57803
2020-07-05,0.69364
2020-07-06,1.90751
2020-07-07,0.63583
2020-07-08,1.04046
2020-07-09,0.40462
2020-07-10,1.7341
2020-07-11,0.28901
2020-07-12,0.75144
2020-07-13,1.27167
2020-07-14,1.7919
2020-07-15,0.98265
2020-07-16,0.98265
2020-07-17,0.40462
2020-07-19,0.34682
2020-07-20,0.98265
2020-07-21,0.63583
2020-07-22,0.92485
2020-07-23,1.56069
2020-07-24,0.69364
2020-07-25,1.27167
2020-07-26,0.46242
2020-07-27,1.7341
2020-07-28,1.50289
2020-07-29,0.86705
2020-07-30,1.32947
2020-07-31,0.57803
2020-08-01,0.63583
2020-08-02,0.80924
2020-08-03,1.32947
2020-08-04,1.61849
2020-08-05,0.57803
2020-08-06,0.80924
2020-08-07,0.75144
2020-08-09,0.40462
2020-08-10,1.32947
2020-08-11,0.57803
2020-08-12,1.15606
2020-08-13,0.40462
2020-08-14,0.34682
2020-08-15,0.46242
2020-08-16,1.04046
2020-08-17,1.15606
2020-08-18,1.21387
2020-08-19,1.7341
2020-08-20,0.92485
2020-08-21,0.28901
2020-08-24,1.27167
2020-08-25,0.80924
2020-08-26,0.86705
2020-08-27,1.04046
2020-08-28,1.32947
2020-08-29,0.86705
2020-08-30,0.46242
2020-08-31,0.75144
2020-09-01,1.04046
2020-09-02,1.56069
2020-09-03,1.32947
2020-09-04,0.40462
2020-09-05,0.52023
2020-09-06,0.57803
2020-09-07,0.69364
2020-09-08,0.92485
2020-09-09,0.98265
2020-09-10,0.75144
2020-09-11,0.46242
2020-09-12,0.34682
2020-09-13,0.40462
2020-09-14,0.34682
2020-09-15,1.21387
2020-09-16,1.04046
2020-09-17,0.52023
2020-09-18,0.69364
2020-09-19,0.63583
2020-09-20,0.69364
2020-09-21,0.34682
2020-09-22,0.86705
2020-09-23,0.98265
2020-09-24,0.46242
2020-09-28,0.57803
2020-09-29,0.69364
2020-09-30,0.28901
2020-10-04,0.52023
2020-10-05,0.80924
2020-10-06,1.84971
2020-10-07,0.57803
2020-10-09,0.40462
2020-10-10,0.52023
2020-10-11,0.46242
2020-10-12,0.52023
2020-10-13,0.34682
2020-10-14,0.92485
2020-10-15,0.40462
2020-10-16,0.80924
2020-10-17,0.34682
2020-10-18,0.86705
2020-10-19,1.56069
2020-10-20,0.75144
2020-10-21,0.86705
2020-10-22,1.50289
2020-10-23,1.27167
2020-10-24,0.40462
2020-10-25,0.40462
2020-10-26,2.02312
2020-10-27,0.75144
2020-10-28,0.92485
2020-10-29,1.09826
2020-10-30,0.69364
2020-10-31,0.52023
2020-11-01,0.75144
2020-11-02,0.69364
2020-11-03,0.75144
2020-11-04,0.57803
2020-11-05,0.46242
2020-11-06,1.27167
2020-11-07,0.63583
2020-11-08,0.40462
2020-11-09,0.46242
2020-11-10,1.04046
2020-11-11,1.44508
2020-11-12,0.46242
2020-11-13,0.92485
2020-11-14,0.28901
2020-11-15,0.46242
2020-11-16,0.34682
2020-11-17,1.09826
2020-11-18,1.38728
2020-11-19,1.50289
2020-11-20,2.08092
2020-11-21,1.90751
2020-11-22,1.15606
2020-11-23,0.80924
2020-11-24,1.90751
2020-11-25,1.38728
2020-11-26,1.61849
2020-11-27,1.56069
2020-11-28,0.63583
2020-11-29,0.75144
2020-11-30,0.63583
2020-12-01,1.38728
2020-12-02,1.09826
2020-12-03,1.21387
2020-12-04,1.15606
2020-12-05,0.92485
2020-12-06,1.15606
2020-12-07,0.80924
2020-12-08,0.80924
2020-12-09,0.92485
2020-12-10,1.27167
2020-12-11,1.09826
2020-12-12,0.92485
2020-12-13,1.27167
2020-12-14,1.50289
2020-12-15,1.84971
2020-12-16,1.7919
2020-12-17,1.21387
2020-12-18,1.90751
2020-12-19,1.27167
2020-12-20,1.96531
2020-12-21,1.7341
2020-12-22,1.04046
2020-12-23,1.90751
2020-12-24,1.09826
2020-12-25,1.09826
2020-12-26,0.92485
2020-12-27,2.08092
2020-12-28,1.61849
2020-12-29,2.25433
2020-12-30,1.84971
2020-12-31,1.7919
2021-01-01,2.02312
2021-01-02,1.7919
2021-01-03,3.3526
2021-01-04,3.23699
2021-01-05,2.13872
2021-01-06,2.83236
2021-01-07,3.29479
2021-01-08,3.87283
2021-01-09,4.68208
2021-01-10,3.64161
2021-01-11,2.71676
2021-01-12,3.52601
2021-01-13,6.06936
2021-01-14,3.58381
2021-01-15,3.23699
2021-01-16,2.36994
2021-01-17,2.36994
2021-01-18,1.96531
2021-01-19,1.96531
2021-01-20,2.13872
2021-01-21,2.13872
2021-01-22,2.36994
2021-01-23,0.80924
2021-01-24,1.04046
2021-01-25,2.19653
2021-01-26,1.6763
2021-01-27,1.61849
2021-01-28,2.31213
2021-01-29,1.7341
2021-01-30,1.90751
2021-01-31,1.38728
2021-02-01,1.44508
2021-02-02,2.42774
2021-02-03,2.25433
2021-02-04,2.19653
2021-02-05,2.77456
2021-02-06,2.94797
2021-02-07,2.02312
2021-02-08,3.29479
2021-02-09,4.10404
2021-02-10,3.4682
2021-02-11,3.4682
2021-02-12,3.29479
2021-02-13,2.25433
2021-02-14,4.04624
2021-02-15,3.3526
2021-02-16,6.06936
2021-02-17,5.72254
2021-02-18,5.78034
2021-02-19,5.95375
2021-02-20,7.51445
2021-02-21,5.37572
2021-02-22,5.78034
2021-02-23,4.62427
2021-02-24,73.3526
2021-02-25,7.28323
2021-02-26,3.69942
2021-02-27,2.25433
2021-02-28,1.7919
2021-03-01,3.00578
2021-03-02,3.29479
2021-03-03,3.23699
2021-03-04,2.31213
2021-03-05,2.77456
2021-03-06,1.7341
2021-03-07,2.65895
2021-03-08,3.58381
2021-03-09,2.89017
2021-03-10,3.75722
2021-03-11,2.83236
2021-03-12,3.23699
2021-03-13,2.42774
2021-03-14,3.69942
2021-03-15,3.00578
2021-03-16,3.69942
2021-03-17,3.52601
2021-03-18,2.83236
2021-03-19,2.83236
2021-03-20,2.31213
2021-03-21,3.00578
2021-03-22,4.27745
2021-03-23,3.29479
2021-03-24,3.06358
2021-03-25,6.47398
2021-03-26,4.62427
2021-03-27,1.90751
2021-03-28,2.08092
2021-03-29,3.75722
2021-03-30,5.20231
2021-03-31,3.81502
2021-04-01,4.45086
2021-04-02,4.50867
2021-04-03,3.3526
2021-04-04,3.23699
2021-04-05,4.33526
2021-04-06,4.39306
2021-04-07,4.50867
2021-04-08,5.0867
2021-04-09,3.81502
2021-04-10,6.06936
2021-04-11,3.98843
2021-04-12,5.95375
2021-04-13,5.72254
2021-04-14,4.33526
2021-04-15,5.0867
2021-04-16,4.56647
2021-04-17,3.87283
2021-04-18,5.78034
2021-04-19,9.94219
2021-04-20,10.80924
2021-04-21,7.68786
2021-04-22,5.72254
2021-04-23,9.76878
2021-04-24,7.22543
2021-04-25,6.7052
2021-04-26,5.54913
2021-04-27,5.31791
2021-04-28,5.72254
2021-04-29,4.91329
2021-04-30,4.56647
2021-05-01,4.21965
2021-05-02,3.69942
2021-05-03,4.62427
2021-05-04,3.81502
2021-05-05,3.17919
2021-05-06,3.69942
2021-05-07,3.3526
2021-05-08,2.48554
2021-05-09,3.23699
2021-05-10,6.18497
2021-05-11,5.49132
2021-05-12,7.16763
2021-05-13,4.45086
2021-05-14,5.20231
2021-05-15,2.60115
2021-05-16,5.72254
2021-05-17,4.04624
2021-05-18,3.52601
2021-05-19,4.56647
2021-05-20,3.23699
2021-05-21,3.58381
2021-05-22,5.0289
2021-05-23,4.73988
2021-05-24,9.19075
2021-05-25,7.51445
2021-05-26,4.04624
2021-05-27,3.3526
2021-05-28,9.71098
2021-05-29,8.3815
2021-05-30,5.66473
2021-05-31,5.31791
2021-06-01,4.10404
2021-06-02,2.31213
2021-06-03,3.12138
2021-06-04,3.23699
2021-06-05,2.42774
2021-06-06,1.61849
2021-06-07,4.21965
2021-06-08,4.62427
2021-06-09,5.60693
2021-06-10,4.16184
2021-06-11,3.06358
2021-06-12,2.08092
2021-06-13,1.50289
2021-06-14,2.19653
2021-06-15,2.77456
2021-06-16,2.42774
2021-06-17,3.17919
2021-06-18,3.4682
2021-06-19,2.19653
2021-06-20,2.02312
2021-06-21,3.12138
2021-06-22,4.45086
2021-06-23,4.21965
2021-06-24,3.12138
2021-06-25,2.42774
2021-06-26,2.13872
2021-06-27,1.56069
2021-06-28,2.54335
2021-06-29,4.33526
2021-06-30,2.19653
2021-07-01,2.36994
2021-07-02,2.13872
2021-07-03,6.8208
2021-07-04,4.33526
2021-07-05,4.62427
2021-07-06,5.72254
2021-07-07,7.57225
2021-07-08,5.1445
2021-07-09,4.04624
2021-07-10,2.60115
2021-07-11,2.77456
2021-07-12,4.27745
2021-07-13,4.10404
2021-07-14,3.81502
2021-07-15,4.27745
2021-07-16,3.29479
