date,고금리적금
2020-08-22,5.96085
2020-08-23,6.22775
2020-08-24,11.03202
2020-08-25,12.09964
2020-08-26,10.58718
2020-08-27,11.20996
2020-08-28,6.58362
2020-08-29,6.31672
2020-08-30,5.33807
2020-08-31,12.54448
2020-09-01,10.14234
2020-09-02,9.6975
2020-09-03,10.40925
2020-09-04,10.58718
2020-09-05,9.4306
2020-09-06,5.78291
2020-09-07,10.05338
2020-09-08,10.05338
2020-09-09,11.20996
2020-09-10,10.67615
2020-09-11,12.63345
2020-09-12,8.89679
2020-09-13,4.89323
2020-09-14,9.78647
2020-09-15,10.85409
2020-09-16,16.81494
2020-09-17,13.52313
2020-09-18,9.4306
2020-09-19,6.85053
2020-09-20,5.87188
2020-09-21,10.58718
2020-09-22,10.76512
2020-09-23,11.12099
2020-09-24,9.96441
2020-09-25,9.07473
2020-09-26,9.1637
2020-09-27,6.85053
2020-09-28,8.80782
2020-09-29,9.1637
2020-09-30,6.49466
2020-10-01,7.11743
2020-10-02,6.49466
2020-10-03,6.31672
2020-10-04,6.04982
2020-10-05,12.09964
2020-10-06,12.98932
2020-10-07,9.60854
2020-10-08,7.4733
2020-10-09,5.96085
2020-10-10,5.16014
2020-10-11,4.53736
2020-10-12,11.47686
2020-10-13,9.78647
2020-10-14,13.70106
2020-10-15,14.85765
2020-10-16,8.89679
2020-10-17,6.85053
2020-10-18,7.29537
2020-10-19,10.67615
2020-10-20,16.54804
2020-10-21,20.10676
2020-10-22,16.01423
2020-10-23,13.79003
2020-10-24,9.07473
2020-10-25,8.54092
2020-10-26,13.07829
2020-10-27,12.27758
2020-10-28,13.07829
2020-10-29,16.63701
2020-10-30,11.83274
2020-10-31,6.67259
2020-11-01,9.25266
2020-11-02,13.96797
2020-11-03,12.36654
2020-11-04,9.87544
2020-11-05,8.00711
2020-11-06,11.20996
2020-11-07,5.51601
2020-11-08,7.91814
2020-11-09,11.47686
2020-11-10,10.85409
2020-11-11,10.40925
2020-11-12,8.62989
2020-11-13,9.07473
2020-11-14,7.38434
2020-11-15,6.40569
2020-11-16,9.96441
2020-11-17,10.23131
2020-11-18,11.56583
2020-11-19,9.96441
2020-11-20,8.71886
2020-11-21,7.29537
2020-11-22,6.04982
2020-11-23,8.98576
2020-11-24,9.34163
2020-11-25,11.12099
2020-11-26,9.51957
2020-11-27,9.25266
2020-11-28,7.65124
2020-11-29,7.74021
2020-11-30,10.67615
2020-12-01,12.09964
2020-12-02,16.01423
2020-12-03,14.67971
2020-12-04,11.47686
2020-12-05,13.52313
2020-12-06,13.79003
2020-12-07,12.36654
2020-12-08,14.94661
2020-12-09,31.49466
2020-12-10,16.54804
2020-12-11,9.96441
2020-12-12,9.60854
2020-12-13,8.45195
2020-12-14,11.74377
2020-12-15,12.36654
2020-12-16,12.72241
2020-12-17,11.6548
2020-12-18,11.20996
2020-12-19,11.12099
2020-12-20,10.05338
2020-12-21,9.51957
2020-12-22,11.47686
2020-12-23,12.09964
2020-12-24,14.59074
2020-12-25,9.4306
2020-12-26,8.45195
2020-12-27,13.52313
2020-12-28,13.25622
2020-12-29,12.18861
2020-12-30,16.28113
2020-12-31,13.07829
2021-01-01,12.09964
2021-01-02,12.72241
2021-01-03,13.70106
2021-01-04,20.99644
2021-01-05,20.99644
2021-01-06,21.53024
2021-01-07,21.0854
2021-01-08,17.88256
2021-01-09,12.90035
2021-01-10,17.17081
2021-01-11,20.46263
2021-01-12,17.43772
2021-01-13,20.5516
2021-01-14,31.31672
2021-01-15,24.02135
2021-01-16,14.23487
2021-01-17,20.46263
2021-01-18,18.68327
2021-01-19,18.77224
2021-01-20,17.61565
2021-01-21,19.75088
2021-01-22,17.70462
2021-01-23,12.63345
2021-01-24,11.29893
2021-01-25,18.3274
2021-01-26,14.94661
2021-01-27,13.70106
2021-01-28,17.79359
2021-01-29,14.23487
2021-01-30,12.45551
2021-01-31,11.6548
2021-02-01,18.95017
2021-02-02,17.97153
2021-02-03,15.74733
2021-02-04,23.22064
2021-02-05,20.8185
2021-02-06,12.81138
2021-02-07,15.21352
2021-02-08,19.03914
2021-02-09,18.68327
2021-02-10,13.96797
2021-02-11,12.45551
2021-02-12,14.05693
2021-02-13,12.81138
2021-02-14,13.07829
2021-02-15,23.22064
2021-02-16,20.01779
2021-02-17,12.54448
2021-02-18,17.88256
2021-02-19,11.9217
2021-02-20,9.87544
2021-02-21,10.76512
2021-02-22,15.74733
2021-02-23,16.81494
2021-02-24,18.8612
2021-02-25,19.57295
2021-02-26,13.96797
2021-02-27,12.01067
2021-02-28,10.49822
2021-03-01,13.70106
2021-03-02,18.5943
2021-03-03,18.14946
2021-03-04,14.32384
2021-03-05,12.63345
2021-03-06,11.56583
2021-03-07,10.14234
2021-03-08,13.34519
2021-03-09,13.879
2021-03-10,16.19217
2021-03-11,14.94661
2021-03-12,12.81138
2021-03-13,8.18505
2021-03-14,9.34163
2021-03-15,12.72241
2021-03-16,12.54448
2021-03-17,13.07829
2021-03-18,11.12099
2021-03-19,9.34163
2021-03-20,7.74021
2021-03-21,9.34163
2021-03-22,8.89679
2021-03-23,13.34519
2021-03-24,9.87544
2021-03-25,13.61209
2021-03-26,12.81138
2021-03-27,6.76156
2021-03-28,9.60854
2021-03-29,11.6548
2021-03-30,10.58718
2021-03-31,11.56583
2021-04-01,11.3879
2021-04-02,9.51957
2021-04-03,6.40569
2021-04-04,6.85053
2021-04-05,10.67615
2021-04-06,6.58362
2021-04-07,8.62989
2021-04-08,10.05338
2021-04-09,9.07473
2021-04-10,7.4733
2021-04-11,6.49466
2021-04-12,11.12099
2021-04-13,10.05338
2021-04-14,10.23131
2021-04-15,10.76512
2021-04-16,10.49822
2021-04-17,7.38434
2021-04-18,5.78291
2021-04-19,14.94661
2021-04-20,15.21352
2021-04-21,11.56583
2021-04-22,9.96441
2021-04-23,11.03202
2021-04-24,7.91814
2021-04-25,8.62989
2021-04-26,9.60854
2021-04-27,11.3879
2021-04-28,9.51957
2021-04-29,10.23131
2021-04-30,16.1032
2021-05-01,9.96441
2021-05-02,10.67615
2021-05-03,10.40925
2021-05-04,12.72241
2021-05-05,8.98576
2021-05-06,10.85409
2021-05-07,10.05338
2021-05-08,7.29537
2021-05-09,7.56227
2021-05-10,16.81494
2021-05-11,11.47686
2021-05-12,11.12099
2021-05-13,11.74377
2021-05-14,10.32028
2021-05-15,8.80782
2021-05-16,8.71886
2021-05-17,11.56583
2021-05-18,9.60854
2021-05-19,9.51957
2021-05-20,14.1459
2021-05-21,15.56939
2021-05-22,11.3879
2021-05-23,10.32028
2021-05-24,16.01423
2021-05-25,16.1032
2021-05-26,16.01423
2021-05-27,12.98932
2021-05-28,15.48042
2021-05-29,9.25266
2021-05-30,7.56227
2021-05-31,13.43416
2021-06-01,13.879
2021-06-02,10.40925
2021-06-03,10.94306
2021-06-04,10.05338
2021-06-05,4.80427
2021-06-06,9.87544
2021-06-07,13.70106
2021-06-08,11.9217
2021-06-09,10.49822
2021-06-10,14.41281
2021-06-11,11.12099
2021-06-12,6.67259
2021-06-13,7.02846
2021-06-14,10.49822
2021-06-15,11.6548
2021-06-16,12.36654
2021-06-17,14.50177
2021-06-18,10.05338
2021-06-19,6.76156
2021-06-20,7.38434
2021-06-21,17.61565
2021-06-22,15.48042
2021-06-23,18.8612
2021-06-24,19.48398
2021-06-25,20.90747
2021-06-26,12.27758
2021-06-27,9.78647
2021-06-28,16.19217
2021-06-29,15.39145
2021-06-30,12.45551
2021-07-01,13.61209
2021-07-02,11.9217
2021-07-03,8.80782
2021-07-04,8.62989
2021-07-05,12.81138
2021-07-06,12.45551
2021-07-07,10.67615
2021-07-08,9.60854
2021-07-09,10.85409
2021-07-10,7.56227
2021-07-11,9.1637
2021-07-12,11.3879
2021-07-13,13.16725
2021-07-14,11.74377
2021-07-15,10.58718
2021-07-16,9.6975
2021-07-17,8.45195
2021-07-18,8.36298
2021-07-19,11.6548
2021-07-20,10.94306
2021-07-21,12.90035
2021-07-22,10.14234
2021-07-23,12.36654
2021-07-24,5.87188
2021-07-25,8.98576
2021-07-26,10.32028
2021-07-27,11.12099
2021-07-28,10.32028
2021-07-29,10.23131
2021-07-30,8.54092
2021-07-31,7.11743
2021-08-01,7.38434
2021-08-02,9.60854
2021-08-03,12.09964
2021-08-04,9.6975
2021-08-05,8.00711
2021-08-06,10.23131
2021-08-07,5.60498
2021-08-08,7.56227
2021-08-09,7.56227
2021-08-10,10.58718
2021-08-11,9.60854
2021-08-12,9.07473
2021-08-13,10.40925
2021-08-14,6.13879
2021-08-15,5.24911
2021-08-16,59.34163
2021-08-17,24.64412
2021-08-18,14.76868
2021-08-19,9.87544
2021-08-20,14.50177
2021-08-21,10.94306
2021-08-22,7.38434
2021-08-23,12.01067
2021-08-24,10.40925
2021-08-25,12.72241
2021-08-26,17.34875
2021-08-27,15.65836
2021-08-28,9.34163
2021-08-29,11.47686
2021-08-30,18.23843
2021-08-31,16.72597
2021-09-01,17.70462
2021-09-02,14.94661
2021-09-03,11.3879
2021-09-04,8.00711
2021-09-05,9.07473
2021-09-06,12.09964
2021-09-07,12.27758
2021-09-08,10.58718
2021-09-09,26.86832
2021-09-10,18.14946
2021-09-11,16.63701
2021-09-12,15.83629
2021-09-13,20.01779
2021-09-14,14.85765
2021-09-15,13.25622
2021-09-16,11.3879
2021-09-17,14.50177
2021-09-18,12.36654
2021-09-19,7.2064
2021-09-20,8.54092
2021-09-21,19.92882
2021-09-22,22.41992
2021-09-23,23.66548
2021-09-24,22.24199
2021-09-25,14.41281
2021-09-26,14.67971
2021-09-27,14.59074
2021-09-28,13.96797
2021-09-29,15.83629
2021-09-30,13.61209
2021-10-01,13.61209
2021-10-02,10.67615
2021-10-03,8.98576
2021-10-04,13.61209
2021-10-05,18.8612
2021-10-06,13.70106
2021-10-07,15.65836
2021-10-08,12.72241
2021-10-09,7.38434
2021-10-10,7.11743
2021-10-11,15.30249
2021-10-12,17.17081
2021-10-13,14.1459
2021-10-14,14.23487
2021-10-15,15.30249
2021-10-16,8.98576
2021-10-17,8.54092
2021-10-18,12.81138
2021-10-19,11.3879
2021-10-20,11.3879
2021-10-21,12.81138
2021-10-22,9.25266
2021-10-23,8.00711
2021-10-24,10.76512
2021-10-25,12.27758
2021-10-26,11.74377
2021-10-27,12.45551
2021-10-28,8.98576
2021-10-29,8.71886
2021-10-30,6.31672
2021-10-31,7.56227
2021-11-01,13.34519
2021-11-02,13.70106
2021-11-03,10.23131
2021-11-04,11.20996
2021-11-05,14.32384
2021-11-06,7.38434
2021-11-07,7.91814
2021-11-08,11.47686
2021-11-09,12.98932
2021-11-10,11.3879
2021-11-11,7.91814
2021-11-12,21.61921
2021-11-13,8.09608
2021-11-14,9.51957
2021-11-15,12.36654
2021-11-16,12.63345
2021-11-17,13.96797
2021-11-18,12.63345
2021-11-19,12.98932
2021-11-20,8.89679
2021-11-21,8.00711
2021-11-22,14.23487
2021-11-23,12.63345
2021-11-24,10.85409
2021-11-25,13.879
2021-11-26,13.61209
2021-11-27,10.32028
2021-11-28,9.25266
2021-11-29,14.05693
2021-11-30,17.52669
2021-12-01,16.19217
2021-12-02,17.88256
2021-12-03,21.44128
2021-12-04,17.61565
2021-12-05,14.1459
2021-12-06,17.88256
2021-12-07,22.15302
2021-12-08,17.34875
2021-12-09,16.81494
2021-12-10,14.1459
2021-12-11,21.26334
2021-12-12,17.34875
2021-12-13,17.25978
2021-12-14,14.05693
2021-12-15,12.98932
2021-12-16,13.61209
2021-12-17,13.879
2021-12-18,9.60854
2021-12-19,11.74377
2021-12-20,16.72597
2021-12-21,18.5943
2021-12-22,15.21352
2021-12-23,14.85765
2021-12-24,13.79003
2021-12-25,12.45551
2021-12-26,11.20996
2021-12-27,17.17081
2021-12-28,14.23487
2021-12-29,15.48042
2021-12-30,15.39145
2021-12-31,14.94661
2022-01-01,13.52313
2022-01-02,14.05693
2022-01-03,22.86476
2022-01-04,22.86476
2022-01-05,20.8185
2022-01-06,21.0854
2022-01-07,19.83985
2022-01-08,13.70106
2022-01-09,12.98932
2022-01-10,20.37366
2022-01-11,22.15302
2022-01-12,21.26334
2022-01-13,21.70818
2022-01-14,20.64056
2022-01-15,16.1032
2022-01-16,16.1032
2022-01-17,26.33451
2022-01-18,26.69039
2022-01-19,31.04982
2022-01-20,23.13167
2022-01-21,25.71174
2022-01-22,20.28469
2022-01-23,17.88256
2022-01-24,23.84341
2022-01-25,33.09608
2022-01-26,26.60142
2022-01-27,27.58007
2022-01-28,27.84697
2022-01-29,24.91103
2022-01-30,15.30249
2022-01-31,24.28825
2022-02-01,32.2064
2022-02-02,32.82918
2022-02-03,42.43772
2022-02-04,32.29537
2022-02-05,24.73309
2022-02-06,24.02135
2022-02-07,37.54448
2022-02-08,32.38434
2022-02-09,32.56227
2022-02-10,33.27402
2022-02-11,27.66903
2022-02-12,16.54804
2022-02-13,24.64412
2022-02-14,35.67615
2022-02-15,31.85053
2022-02-16,25.2669
2022-02-17,27.93594
2022-02-18,22.06405
2022-02-19,20.28469
2022-02-20,30.24911
2022-02-21,45.99644
2022-02-22,40.03558
2022-02-23,41.72597
2022-02-24,33.89679
2022-02-25,27.66903
2022-02-26,22.68683
2022-02-27,23.57651
2022-02-28,36.03202
2022-03-01,28.29181
2022-03-02,32.02846
2022-03-03,34.1637
2022-03-04,29.7153
2022-03-05,18.77224
2022-03-06,22.95373
2022-03-07,32.4733
2022-03-08,23.57651
2022-03-09,17.25978
2022-03-10,33.09608
2022-03-11,28.11387
2022-03-12,24.19928
2022-03-13,23.48754
2022-03-14,34.1637
2022-03-15,30.07117
2022-03-16,25.5338
2022-03-17,28.73665
2022-03-18,24.11032
2022-03-19,20.01779
2022-03-20,20.37366
2022-03-21,31.22775
2022-03-22,25.62277
2022-03-23,40.48042
2022-03-24,26.15658
2022-03-25,22.7758
2022-03-26,20.28469
2022-03-27,16.45907
2022-03-28,28.11387
2022-03-29,20.64056
2022-03-30,25.71174
2022-03-31,24.46619
2022-04-01,21.0854
2022-04-02,14.59074
2022-04-03,17.34875
2022-04-04,23.93238
2022-04-05,29.00355
2022-04-06,24.64412
2022-04-07,24.28825
2022-04-08,26.24555
2022-04-09,15.74733
2022-04-10,16.72597
2022-04-11,30.87188
2022-04-12,30.96085
2022-04-13,28.38078
2022-04-14,25.88967
2022-04-15,24.19928
2022-04-16,19.12811
2022-04-17,16.28113
2022-04-18,32.38434
2022-04-19,40.83629
2022-04-20,33.00711
2022-04-21,27.66903
2022-04-22,31.04982
2022-04-23,25.97864
2022-04-24,26.60142
2022-04-25,37.36654
2022-04-26,30.24911
2022-04-27,26.06761
2022-04-28,25.80071
2022-04-29,25.62277
2022-04-30,20.28469
2022-05-01,23.39857
2022-05-02,28.91459
2022-05-03,30.07117
2022-05-04,23.93238
2022-05-05,20.8185
2022-05-06,26.51245
2022-05-07,18.23843
2022-05-08,18.41637
2022-05-09,26.06761
2022-05-10,30.78291
2022-05-11,26.77935
2022-05-12,25.35587
2022-05-13,24.28825
2022-05-14,13.34519
2022-05-15,17.97153
2022-05-16,25.35587
2022-05-17,25.08896
2022-05-18,22.86476
2022-05-19,20.46263
2022-05-20,20.28469
2022-05-21,14.76868
2022-05-22,15.83629
2022-05-23,23.0427
2022-05-24,24.46619
2022-05-25,28.38078
2022-05-26,24.64412
2022-05-27,26.06761
2022-05-28,18.5943
2022-05-29,15.92526
2022-05-30,23.48754
2022-05-31,22.33096
2022-06-01,24.11032
2022-06-02,37.36654
2022-06-03,34.34163
2022-06-04,23.3096
2022-06-05,24.55516
2022-06-06,23.48754
2022-06-07,29.18149
2022-06-08,30.51601
2022-06-09,29.89323
2022-06-10,27.40213
2022-06-11,17.61565
2022-06-12,19.92882
2022-06-13,27.22419
2022-06-14,29.7153
2022-06-15,33.98576
2022-06-16,42.70462
2022-06-17,37.63345
2022-06-18,26.95729
2022-06-19,30.33807
2022-06-20,42.08185
2022-06-21,39.76868
2022-06-22,57.91814
2022-06-23,33.89679
2022-06-24,30.24911
2022-06-25,22.06405
2022-06-26,19.21708
2022-06-27,32.11743
2022-06-28,35.76512
2022-06-29,31.67259
2022-06-30,30.96085
2022-07-01,28.46975
2022-07-02,18.23843
2022-07-03,20.28469
2022-07-04,31.9395
2022-07-05,34.96441
2022-07-06,32.56227
2022-07-07,32.74021
2022-07-08,26.06761
2022-07-09,19.12811
2022-07-10,19.48398
2022-07-11,27.58007
2022-07-12,43.23843
2022-07-13,56.9395
2022-07-14,91.01423
2022-07-15,65.83629
2022-07-16,49.11032
2022-07-17,36.29893
2022-07-18,65.56939
2022-07-19,45.90747
2022-07-20,43.23843
2022-07-21,46.79715
2022-07-22,35.94306
2022-07-23,20.8185
2022-07-24,23.13167
2022-07-25,47.59786
2022-07-26,44.48398
2022-07-27,36.74377
2022-07-28,33.36298
2022-07-29,30.78291
2022-07-30,21.79715
2022-07-31,30.69395
2022-08-01,40.30249
2022-08-02,34.60854
2022-08-03,33.98576
2022-08-04,30.42704
2022-08-05,27.4911
2022-08-06,17.43772
2022-08-07,20.99644
2022-08-08,31.9395
2022-08-09,27.40213
2022-08-10,30.42704
2022-08-11,29.35943
2022-08-12,26.77935
2022-08-13,18.23843
2022-08-14,19.75088
2022-08-15,20.46263
2022-08-16,26.60142
2022-08-17,30.16014
2022-08-18,26.77935
2022-08-19,23.13167
2022-08-20,17.79359
2022-08-21,21.35231
2022-08-22,31.13879
2022-08-23,29.09252
2022-08-24,30.24911
2022-08-25,33.89679
2022-08-26,33.98576
2022-08-27,19.12811
2022-08-28,23.57651
2022-08-29,31.40569
2022-08-30,28.64768
2022-08-31,28.46975
2022-09-01,26.51245
2022-09-02,25.0
2022-09-03,18.68327
2022-09-04,20.19572
2022-09-05,28.11387
2022-09-06,33.45195
2022-09-07,31.67259
2022-09-08,27.84697
2022-09-09,15.03558
2022-09-10,13.96797
2022-09-11,21.26334
2022-09-12,27.66903
2022-09-13,40.21352
2022-09-14,45.28469
2022-09-15,31.85053
2022-09-16,31.40569
2022-09-17,22.95373
2022-09-18,22.68683
2022-09-19,34.4306
2022-09-20,37.01067
2022-09-21,28.91459
2022-09-22,49.37722
2022-09-23,43.8612
2022-09-24,30.42704
2022-09-25,28.64768
2022-09-26,42.79359
2022-09-27,35.67615
2022-09-28,33.27402
2022-09-29,42.88256
2022-09-30,50.71174
2022-10-01,32.02846
2022-10-02,27.93594
2022-10-03,31.22775
2022-10-04,41.3701
2022-10-05,79.35943
2022-10-06,62.90035
2022-10-07,45.37366
2022-10-08,27.31316
2022-10-09,33.54092
2022-10-10,45.90747
2022-10-11,47.24199
2022-10-12,81.40569
2022-10-13,73.93238
2022-10-14,73.3096
2022-10-15,52.4911
2022-10-16,66.72597
2022-10-17,83.45195
2022-10-18,100.0
2022-10-19,84.96441
2022-10-20,69.92882
2022-10-21,56.22775
2022-10-22,28.64768
2022-10-23,33.71886
2022-10-24,48.48754
2022-10-25,75.88967
2022-10-26,95.28469
2022-10-27,75.2669
2022-10-28,52.84697
2022-10-29,39.59074
2022-10-30,42.43772
2022-10-31,60.49822
2022-11-01,63.879
2022-11-02,54.35943
2022-11-03,53.91459
2022-11-04,50.35587
2022-11-05,27.758
2022-11-06,32.65124
2022-11-07,57.82918
2022-11-08,46.97508
2022-11-09,48.48754
2022-11-10,53.11387
2022-11-11,44.66192
2022-11-12,27.40213
2022-11-13,31.40569
2022-11-14,50.0
2022-11-15,47.06405
2022-11-16,41.54804
2022-11-17,38.879
2022-11-18,35.05338
2022-11-19,17.17081
2022-11-20,22.41992
2022-11-21,36.83274
2022-11-22,38.61209
2022-11-23,41.99288
2022-11-24,33.71886
2022-11-25,37.72241
2022-11-26,36.74377
2022-11-27,24.11032
2022-11-28,38.61209
2022-11-29,36.56583
2022-11-30,30.33807
2022-12-01,35.49822
2022-12-02,24.46619
2022-12-03,14.59074
2022-12-04,14.67971
2022-12-05,31.40569
2022-12-06,34.96441
2022-12-07,37.90035
2022-12-08,48.39857
2022-12-09,34.07473
2022-12-10,19.12811
2022-12-11,21.0854
2022-12-12,33.00711
2022-12-13,34.87544
2022-12-14,32.02846
2022-12-15,30.96085
2022-12-16,22.33096
2022-12-17,16.90391
2022-12-18,19.66192
2022-12-19,32.11743
2022-12-20,37.36654
2022-12-21,26.51245
2022-12-22,25.44483
2022-12-23,23.84341
2022-12-24,16.28113
2022-12-25,16.3701
2022-12-26,29.09252
2022-12-27,25.2669
2022-12-28,24.73309
2022-12-29,22.33096
2022-12-30,26.24555
2022-12-31,15.48042
2023-01-01,22.95373
2023-01-02,33.80782
2023-01-03,30.42704
2023-01-04,29.35943
2023-01-05,24.19928
2023-01-06,23.39857
2023-01-07,15.74733
2023-01-08,18.06049
2023-01-09,25.17793
2023-01-10,25.62277
2023-01-11,25.0
2023-01-12,19.66192
2023-01-13,21.88612
2023-01-14,13.07829
2023-01-15,17.25978
2023-01-16,22.33096
2023-01-17,23.0427
2023-01-18,18.06049
2023-01-19,19.30604
2023-01-20,16.54804
2023-01-21,11.6548
2023-01-22,12.36654
2023-01-23,13.61209
2023-01-24,14.76868
2023-01-25,24.28825
2023-01-26,21.70818
2023-01-27,17.08185
2023-01-28,13.879
2023-01-29,11.20996
2023-01-30,18.41637
2023-01-31,18.95017
2023-02-01,21.0854
2023-02-02,14.50177
2023-02-03,13.34519
2023-02-04,9.51957
2023-02-05,8.18505
2023-02-06,15.12455
2023-02-07,17.08185
2023-02-08,14.32384
2023-02-09,11.74377
2023-02-10,14.05693
2023-02-11,7.74021
2023-02-12,7.2064
2023-02-13,14.59074
2023-02-14,10.85409
2023-02-15,11.9217
2023-02-16,12.18861
2023-02-17,12.27758
2023-02-18,5.96085
2023-02-19,8.45195
2023-02-20,12.72241
2023-02-21,15.30249
2023-02-22,12.09964
2023-02-23,8.36298
2023-02-24,13.879
2023-02-25,7.65124
2023-02-26,9.25266
2023-02-27,13.96797
2023-02-28,13.70106
2023-03-01,9.6975
2023-03-02,8.36298
2023-03-03,12.01067
2023-03-04,7.29537
2023-03-05,6.85053
2023-03-06,9.34163
2023-03-07,8.62989
2023-03-08,10.49822
2023-03-09,10.05338
2023-03-10,10.94306
2023-03-11,5.51601
2023-03-12,8.36298
2023-03-13,13.25622
2023-03-14,11.03202
2023-03-15,11.3879
2023-03-16,9.25266
2023-03-17,8.09608
2023-03-18,5.16014
2023-03-19,8.00711
2023-03-20,11.6548
2023-03-21,14.32384
2023-03-22,10.67615
2023-03-23,10.67615
2023-03-24,8.89679
2023-03-25,7.02846
2023-03-26,7.74021
2023-03-27,11.03202
2023-03-28,8.89679
2023-03-29,8.89679
2023-03-30,6.31672
2023-03-31,7.2064
2023-04-01,6.04982
2023-04-02,4.27046
2023-04-03,10.40925
2023-04-04,8.62989
2023-04-05,13.16725
2023-04-06,9.4306
2023-04-07,7.65124
2023-04-08,5.24911
2023-04-09,5.24911
2023-04-10,9.07473
2023-04-11,8.45195
2023-04-12,8.54092
2023-04-13,8.09608
2023-04-14,6.85053
2023-04-15,4.09252
2023-04-16,5.42704
2023-04-17,9.34163
2023-04-18,8.00711
2023-04-19,8.98576
2023-04-20,8.45195
2023-04-21,6.9395
2023-04-22,4.62633
2023-04-23,4.9822
2023-04-24,7.56227
2023-04-25,9.4306
2023-04-26,9.25266
2023-04-27,7.02846
2023-04-28,6.58362
2023-04-29,5.78291
2023-04-30,5.07117
2023-05-01,8.09608
2023-05-02,9.34163
2023-05-03,10.49822
2023-05-04,5.51601
2023-05-05,6.04982
2023-05-06,6.13879
2023-05-07,4.89323
2023-05-08,8.45195
2023-05-09,6.85053
2023-05-10,10.58718
2023-05-11,8.71886
2023-05-12,5.96085
2023-05-13,3.73665
2023-05-14,5.07117
2023-05-15,7.11743
2023-05-16,8.27402
2023-05-17,15.03558
2023-05-18,9.78647
2023-05-19,12.72241
2023-05-20,7.65124
2023-05-21,7.56227
2023-05-22,10.85409
2023-05-23,13.52313
2023-05-24,11.20996
2023-05-25,11.9217
2023-05-26,10.14234
2023-05-27,5.42704
2023-05-28,5.96085
2023-05-29,6.13879
