date,다이렉트보험비교
2020-10-26,22.43902
2020-10-27,20.2439
2020-10-28,20.0
2020-10-29,20.7317
2020-10-30,15.36585
2020-10-31,9.51219
2020-11-01,11.70731
2020-11-02,23.90243
2020-11-03,19.02439
2020-11-04,14.39024
2020-11-05,13.41463
2020-11-06,11.70731
2020-11-07,8.53658
2020-11-08,8.29268
2020-11-09,16.09756
2020-11-10,21.70731
2020-11-11,16.82926
2020-11-12,17.07317
2020-11-13,10.0
2020-11-14,7.56097
2020-11-15,11.46341
2020-11-16,22.92682
2020-11-17,17.80487
2020-11-18,17.07317
2020-11-19,17.07317
2020-11-20,14.14634
2020-11-21,9.26829
2020-11-22,12.19512
2020-11-23,12.19512
2020-11-24,16.58536
2020-11-25,20.0
2020-11-26,12.68292
2020-11-27,12.68292
2020-11-28,7.80487
2020-11-29,5.85365
2020-11-30,17.07317
2020-12-01,17.80487
2020-12-02,18.53658
2020-12-03,19.51219
2020-12-04,14.63414
2020-12-05,8.78048
2020-12-06,7.31707
2020-12-07,22.68292
2020-12-08,15.60975
2020-12-09,17.31707
2020-12-10,18.29268
2020-12-11,17.31707
2020-12-12,8.29268
2020-12-13,6.82926
2020-12-14,19.51219
2020-12-15,15.85365
2020-12-16,12.19512
2020-12-17,15.12195
2020-12-18,18.04878
2020-12-19,7.80487
2020-12-20,13.65853
2020-12-21,18.29268
2020-12-22,18.53658
2020-12-23,18.53658
2020-12-24,12.92682
2020-12-25,7.56097
2020-12-26,9.26829
2020-12-27,11.95121
2020-12-28,23.17073
2020-12-29,15.12195
2020-12-30,17.80487
2020-12-31,16.82926
2021-01-01,5.36585
2021-01-02,7.80487
2021-01-03,11.95121
2021-01-04,17.80487
2021-01-05,22.43902
2021-01-06,21.70731
2021-01-07,15.60975
2021-01-08,10.7317
2021-01-09,9.51219
2021-01-10,8.29268
2021-01-11,15.85365
2021-01-12,11.21951
2021-01-13,15.85365
2021-01-14,14.87804
2021-01-15,13.17073
2021-01-16,10.4878
2021-01-17,12.43902
2021-01-18,16.34146
2021-01-19,17.56097
2021-01-20,15.60975
2021-01-21,12.68292
2021-01-22,18.78048
2021-01-23,8.53658
2021-01-24,7.31707
2021-01-25,12.92682
2021-01-26,16.58536
2021-01-27,17.80487
2021-01-28,12.19512
2021-01-29,11.95121
2021-01-30,8.04878
2021-01-31,7.80487
2021-02-01,20.7317
2021-02-02,9.51219
2021-02-03,12.43902
2021-02-04,15.85365
2021-02-05,14.87804
2021-02-06,8.04878
2021-02-07,10.2439
2021-02-08,13.41463
2021-02-09,11.70731
2021-02-10,12.92682
2021-02-11,8.04878
2021-02-12,6.34146
2021-02-13,6.09756
2021-02-14,9.51219
2021-02-15,20.2439
2021-02-16,19.02439
2021-02-17,11.21951
2021-02-18,14.87804
2021-02-19,11.21951
2021-02-20,6.09756
2021-02-21,10.2439
2021-02-22,14.87804
2021-02-23,17.07317
2021-02-24,17.07317
2021-02-25,14.63414
2021-02-26,12.68292
2021-02-27,8.53658
2021-02-28,11.21951
2021-03-01,12.19512
2021-03-02,17.07317
2021-03-03,16.82926
2021-03-04,12.68292
2021-03-05,12.19512
2021-03-06,7.56097
2021-03-07,9.51219
2021-03-08,20.7317
2021-03-09,15.12195
2021-03-10,14.63414
2021-03-11,13.90243
2021-03-12,10.7317
2021-03-13,6.34146
2021-03-14,7.56097
2021-03-15,14.63414
2021-03-16,13.17073
2021-03-17,12.92682
2021-03-18,15.36585
2021-03-19,12.19512
2021-03-20,6.34146
2021-03-21,9.51219
2021-03-22,13.65853
2021-03-23,14.14634
2021-03-24,14.14634
2021-03-25,15.85365
2021-03-26,12.43902
2021-03-27,8.04878
2021-03-28,5.60975
2021-03-29,16.82926
2021-03-30,15.60975
2021-03-31,13.65853
2021-04-01,12.43902
2021-04-02,12.68292
2021-04-03,9.26829
2021-04-04,7.80487
2021-04-05,18.04878
2021-04-06,16.82926
2021-04-07,14.87804
2021-04-08,11.70731
2021-04-09,13.90243
2021-04-10,6.58536
2021-04-11,5.85365
2021-04-12,17.31707
2021-04-13,12.92682
2021-04-14,13.17073
2021-04-15,15.36585
2021-04-16,12.43902
2021-04-17,8.29268
2021-04-18,6.34146
2021-04-19,16.34146
2021-04-20,12.92682
2021-04-21,12.68292
2021-04-22,13.90243
2021-04-23,11.70731
2021-04-24,6.09756
2021-04-25,9.75609
2021-04-26,14.87804
2021-04-27,11.46341
2021-04-28,9.75609
2021-04-29,12.68292
2021-04-30,11.95121
2021-05-01,9.02439
2021-05-02,7.56097
2021-05-03,15.60975
2021-05-04,11.95121
2021-05-05,5.60975
2021-05-06,18.04878
2021-05-07,14.39024
2021-05-08,3.90243
2021-05-09,5.60975
2021-05-10,14.87804
2021-05-11,14.14634
2021-05-12,13.90243
2021-05-13,17.31707
2021-05-14,13.65853
2021-05-15,7.56097
2021-05-16,6.58536
2021-05-17,11.95121
2021-05-18,10.9756
2021-05-19,7.07317
2021-05-20,15.85365
2021-05-21,13.41463
2021-05-22,4.87804
2021-05-23,8.29268
2021-05-24,19.51219
2021-05-25,15.85365
2021-05-26,13.90243
2021-05-27,9.75609
2021-05-28,12.43902
2021-05-29,3.90243
2021-05-30,8.53658
2021-05-31,16.82926
2021-06-01,10.0
2021-06-02,13.90243
2021-06-03,14.87804
2021-06-04,14.14634
2021-06-05,6.09756
2021-06-06,5.60975
2021-06-07,18.78048
2021-06-08,9.51219
2021-06-09,14.63414
2021-06-10,19.51219
2021-06-11,11.21951
2021-06-12,7.07317
2021-06-13,9.51219
2021-06-14,19.26829
2021-06-15,14.87804
2021-06-16,13.90243
2021-06-17,16.58536
2021-06-18,11.46341
2021-06-19,6.82926
2021-06-20,7.80487
2021-06-21,17.31707
2021-06-22,14.39024
2021-06-23,16.82926
2021-06-24,15.36585
2021-06-25,16.58536
2021-06-26,3.90243
2021-06-27,5.85365
2021-06-28,16.09756
2021-06-29,13.41463
2021-06-30,17.56097
2021-07-01,16.58536
2021-07-02,11.70731
2021-07-03,5.36585
2021-07-04,4.39024
2021-07-05,19.02439
2021-07-06,12.43902
2021-07-07,13.65853
2021-07-08,9.75609
2021-07-09,17.07317
2021-07-10,8.04878
2021-07-11,8.04878
2021-07-12,15.12195
2021-07-13,15.12195
2021-07-14,11.95121
2021-07-15,11.46341
2021-07-16,9.75609
2021-07-17,5.12195
2021-07-18,8.29268
2021-07-19,14.87804
2021-07-20,18.04878
2021-07-21,16.09756
2021-07-22,14.39024
2021-07-23,10.4878
2021-07-24,7.56097
2021-07-25,9.26829
2021-07-26,12.92682
2021-07-27,15.36585
2021-07-28,11.70731
2021-07-29,11.46341
2021-07-30,9.75609
2021-07-31,4.14634
2021-08-01,6.82926
2021-08-02,14.39024
2021-08-03,11.95121
2021-08-04,12.43902
2021-08-05,13.41463
2021-08-06,13.41463
2021-08-07,5.36585
2021-08-08,7.31707
2021-08-09,14.63414
2021-08-10,12.68292
2021-08-11,12.92682
2021-08-12,14.39024
2021-08-13,9.02439
2021-08-14,6.09756
2021-08-15,5.36585
2021-08-16,8.53658
2021-08-17,16.09756
2021-08-18,19.26829
2021-08-19,14.14634
2021-08-20,12.68292
2021-08-21,7.07317
2021-08-22,3.17073
2021-08-23,15.60975
2021-08-24,15.60975
2021-08-25,18.53658
2021-08-26,14.14634
2021-08-27,14.63414
2021-08-28,4.14634
2021-08-29,5.85365
2021-08-30,12.19512
2021-08-31,12.68292
2021-09-01,14.87804
2021-09-02,12.19512
2021-09-03,8.04878
2021-09-04,2.43902
2021-09-05,7.80487
2021-09-06,11.70731
2021-09-07,13.90243
2021-09-08,10.9756
2021-09-09,10.2439
2021-09-10,8.53658
2021-09-11,7.31707
2021-09-12,7.31707
2021-09-13,13.90243
2021-09-14,16.09756
2021-09-15,12.68292
2021-09-16,14.87804
2021-09-17,10.7317
2021-09-18,1.70731
2021-09-19,6.34146
2021-09-20,6.34146
2021-09-21,3.90243
2021-09-22,6.82926
2021-09-23,9.75609
2021-09-24,15.12195
2021-09-25,8.78048
2021-09-26,11.95121
2021-09-27,10.7317
2021-09-28,10.7317
2021-09-29,15.36585
2021-09-30,13.17073
2021-10-01,12.19512
2021-10-02,6.09756
2021-10-03,5.60975
2021-10-04,8.78048
2021-10-05,16.09756
2021-10-06,13.65853
2021-10-07,15.12195
2021-10-08,13.41463
2021-10-09,4.39024
2021-10-10,4.14634
2021-10-11,8.53658
2021-10-12,13.17073
2021-10-13,14.63414
2021-10-14,16.58536
2021-10-15,11.21951
2021-10-16,3.17073
2021-10-17,7.80487
2021-10-18,14.14634
2021-10-19,13.65853
2021-10-20,10.2439
2021-10-21,10.7317
2021-10-22,12.43902
2021-10-23,5.60975
2021-10-24,7.07317
2021-10-25,13.17073
2021-10-26,16.58536
2021-10-27,12.19512
2021-10-28,8.78048
2021-10-29,9.75609
2021-10-30,6.34146
2021-10-31,4.87804
2021-11-01,10.2439
2021-11-02,16.34146
2021-11-03,11.70731
2021-11-04,9.75609
2021-11-05,9.75609
2021-11-06,4.63414
2021-11-07,4.14634
2021-11-08,15.36585
2021-11-09,14.87804
2021-11-10,10.7317
2021-11-11,9.26829
2021-11-12,10.2439
2021-11-13,4.39024
2021-11-14,9.75609
2021-11-15,15.12195
2021-11-16,19.51219
2021-11-17,12.19512
2021-11-18,10.2439
2021-11-19,11.21951
2021-11-20,3.65853
2021-11-21,8.04878
2021-11-22,18.53658
2021-11-23,10.7317
2021-11-24,12.19512
2021-11-25,10.9756
2021-11-26,10.9756
2021-11-27,3.17073
2021-11-28,7.80487
2021-11-29,11.95121
2021-11-30,12.92682
2021-12-01,10.2439
2021-12-02,10.9756
2021-12-03,14.63414
2021-12-04,8.29268
2021-12-05,6.09756
2021-12-06,13.65853
2021-12-07,11.95121
2021-12-08,17.07317
2021-12-09,13.65853
2021-12-10,13.65853
2021-12-11,7.56097
2021-12-12,7.31707
2021-12-13,18.04878
2021-12-14,14.63414
2021-12-15,10.2439
2021-12-16,13.17073
2021-12-17,13.65853
2021-12-18,8.04878
2021-12-19,5.60975
2021-12-20,13.90243
2021-12-21,14.14634
2021-12-22,17.80487
2021-12-23,9.26829
2021-12-24,7.56097
2021-12-25,4.14634
2021-12-26,6.34146
2021-12-27,13.65853
2021-12-28,10.9756
2021-12-29,11.21951
2021-12-30,10.0
2021-12-31,10.9756
2022-01-01,8.78048
2022-01-02,9.02439
2022-01-03,11.95121
2022-01-04,16.34146
2022-01-05,14.14634
2022-01-06,10.2439
2022-01-07,15.36585
2022-01-08,9.02439
2022-01-09,6.58536
2022-01-10,13.90243
2022-01-11,13.17073
2022-01-12,17.56097
2022-01-13,15.12195
2022-01-14,9.75609
2022-01-15,7.80487
2022-01-16,7.56097
2022-01-17,13.41463
2022-01-18,11.21951
2022-01-19,13.41463
2022-01-20,13.65853
2022-01-21,9.75609
2022-01-22,5.12195
2022-01-23,4.87804
2022-01-24,11.21951
2022-01-25,15.85365
2022-01-26,14.14634
2022-01-27,11.70731
2022-01-28,7.56097
2022-01-29,5.36585
2022-01-30,4.87804
2022-01-31,4.63414
2022-02-01,5.85365
2022-02-02,7.07317
2022-02-03,15.85365
2022-02-04,11.21951
2022-02-05,7.80487
2022-02-06,6.34146
2022-02-07,15.36585
2022-02-08,10.0
2022-02-09,12.92682
2022-02-10,15.85365
2022-02-11,10.4878
2022-02-12,7.56097
2022-02-13,8.53658
2022-02-14,11.95121
2022-02-15,11.70731
2022-02-16,13.17073
2022-02-17,14.39024
2022-02-18,9.26829
2022-02-19,11.46341
2022-02-20,6.82926
2022-02-21,13.90243
2022-02-22,15.85365
2022-02-23,12.43902
2022-02-24,11.21951
2022-02-25,11.21951
2022-02-26,6.34146
2022-02-27,7.80487
2022-02-28,14.39024
2022-03-01,6.34146
2022-03-02,14.14634
2022-03-03,12.92682
2022-03-04,9.51219
2022-03-05,4.87804
2022-03-06,6.09756
2022-03-07,15.12195
2022-03-08,13.90243
2022-03-09,7.31707
2022-03-10,12.92682
2022-03-11,10.7317
2022-03-12,4.39024
2022-03-13,10.9756
2022-03-14,12.19512
2022-03-15,12.43902
2022-03-16,11.95121
2022-03-17,11.46341
2022-03-18,13.65853
2022-03-19,7.56097
2022-03-20,8.29268
2022-03-21,15.85365
2022-03-22,13.41463
2022-03-23,11.95121
2022-03-24,9.02439
2022-03-25,15.36585
2022-03-26,5.60975
2022-03-27,5.12195
2022-03-28,9.26829
2022-03-29,10.7317
2022-03-30,13.41463
2022-03-31,12.68292
2022-04-01,12.19512
2022-04-02,6.34146
2022-04-03,7.56097
2022-04-04,16.34146
2022-04-05,13.41463
2022-04-06,15.12195
2022-04-07,10.2439
2022-04-08,12.19512
2022-04-09,5.85365
2022-04-10,4.14634
2022-04-11,10.9756
2022-04-12,8.78048
2022-04-13,10.7317
2022-04-14,12.19512
2022-04-15,9.26829
2022-04-16,5.12195
2022-04-17,7.80487
2022-04-18,15.60975
2022-04-19,11.95121
2022-04-20,11.70731
2022-04-21,10.4878
2022-04-22,8.53658
2022-04-23,5.85365
2022-04-24,5.85365
2022-04-25,14.14634
2022-04-26,13.90243
2022-04-27,9.02439
2022-04-28,11.46341
2022-04-29,7.07317
2022-04-30,4.39024
2022-05-01,8.53658
2022-05-02,13.90243
2022-05-03,10.7317
2022-05-04,12.92682
2022-05-05,6.09756
2022-05-06,13.90243
2022-05-07,7.31707
2022-05-08,8.53658
2022-05-09,13.90243
2022-05-10,9.51219
2022-05-11,14.14634
2022-05-12,9.26829
2022-05-13,8.78048
2022-05-14,6.34146
2022-05-15,4.14634
2022-05-16,11.46341
2022-05-17,18.78048
2022-05-18,8.78048
2022-05-19,10.7317
2022-05-20,12.92682
2022-05-21,6.09756
2022-05-22,4.39024
2022-05-23,13.65853
2022-05-24,15.60975
2022-05-25,9.26829
2022-05-26,13.41463
2022-05-27,8.04878
2022-05-28,6.09756
2022-05-29,4.63414
2022-05-30,15.12195
2022-05-31,14.39024
2022-06-01,8.78048
2022-06-02,15.12195
2022-06-03,10.0
2022-06-04,5.36585
2022-06-05,3.90243
2022-06-06,6.34146
2022-06-07,10.9756
2022-06-08,14.63414
2022-06-09,11.95121
2022-06-10,11.46341
2022-06-11,5.85365
2022-06-12,8.29268
2022-06-13,13.17073
2022-06-14,11.95121
2022-06-15,16.58536
2022-06-16,10.9756
2022-06-17,8.29268
2022-06-18,3.41463
2022-06-19,5.60975
2022-06-20,15.60975
2022-06-21,14.63414
2022-06-22,8.04878
2022-06-23,10.4878
2022-06-24,8.04878
2022-06-25,3.65853
2022-06-26,6.34146
2022-06-27,11.46341
2022-06-28,13.65853
2022-06-29,12.19512
2022-06-30,16.09756
2022-07-01,12.92682
2022-07-02,6.09756
2022-07-03,6.09756
2022-07-04,12.19512
2022-07-05,10.9756
2022-07-06,10.0
2022-07-07,13.90243
2022-07-08,8.04878
2022-07-09,5.12195
2022-07-10,6.09756
2022-07-11,12.68292
2022-07-12,13.17073
2022-07-13,11.70731
2022-07-14,12.68292
2022-07-15,9.75609
2022-07-16,6.82926
2022-07-17,4.63414
2022-07-18,12.43902
2022-07-19,11.95121
2022-07-20,14.14634
2022-07-21,10.0
2022-07-22,15.12195
2022-07-23,6.09756
2022-07-24,5.36585
2022-07-25,15.85365
2022-07-26,13.41463
2022-07-27,12.43902
2022-07-28,12.43902
2022-07-29,13.41463
2022-07-30,4.14634
2022-07-31,3.17073
2022-08-01,12.19512
2022-08-02,10.2439
2022-08-03,10.7317
2022-08-04,9.75609
2022-08-05,11.21951
2022-08-06,6.09756
2022-08-07,4.14634
2022-08-08,11.95121
2022-08-09,11.21951
2022-08-10,14.63414
2022-08-11,14.14634
2022-08-12,12.43902
2022-08-13,7.07317
2022-08-14,2.19512
2022-08-15,7.07317
2022-08-16,12.68292
2022-08-17,13.65853
2022-08-18,13.17073
2022-08-19,13.41463
2022-08-20,6.82926
2022-08-21,4.63414
2022-08-22,17.31707
2022-08-23,11.21951
2022-08-24,13.17073
2022-08-25,15.85365
2022-08-26,11.21951
2022-08-27,6.82926
2022-08-28,5.12195
2022-08-29,14.14634
2022-08-30,13.41463
2022-08-31,14.63414
2022-09-01,9.75609
2022-09-02,8.29268
2022-09-03,6.58536
2022-09-04,3.90243
2022-09-05,12.68292
2022-09-06,10.4878
2022-09-07,13.90243
2022-09-08,10.9756
2022-09-09,2.92682
2022-09-10,2.43902
2022-09-11,3.90243
2022-09-12,10.9756
2022-09-13,13.17073
2022-09-14,17.80487
2022-09-15,15.12195
2022-09-16,11.70731
2022-09-17,4.63414
2022-09-18,5.85365
2022-09-19,14.63414
2022-09-20,11.95121
2022-09-21,13.90243
2022-09-22,10.7317
2022-09-23,11.46341
2022-09-24,5.12195
2022-09-25,10.0
2022-09-26,18.29268
2022-09-27,15.60975
2022-09-28,11.46341
2022-09-29,16.82926
2022-09-30,11.95121
2022-10-01,6.34146
2022-10-02,8.04878
2022-10-03,9.26829
2022-10-04,20.4878
2022-10-05,20.0
2022-10-06,15.36585
2022-10-07,16.82926
2022-10-08,7.07317
2022-10-09,8.04878
2022-10-10,8.53658
2022-10-11,22.68292
2022-10-12,21.95121
2022-10-13,19.02439
2022-10-14,13.90243
2022-10-15,8.78048
2022-10-16,9.02439
2022-10-17,19.75609
2022-10-18,19.02439
2022-10-19,16.09756
2022-10-20,15.85365
2022-10-21,12.92682
2022-10-22,6.58536
2022-10-23,9.51219
2022-10-24,20.2439
2022-10-25,22.43902
2022-10-26,18.29268
2022-10-27,14.39024
2022-10-28,13.65853
2022-10-29,7.07317
2022-10-30,8.53658
2022-10-31,19.51219
2022-11-01,18.29268
2022-11-02,20.7317
2022-11-03,19.02439
2022-11-04,22.68292
2022-11-05,8.53658
2022-11-06,8.78048
2022-11-07,17.80487
2022-11-08,20.7317
2022-11-09,17.80487
2022-11-10,22.19512
2022-11-11,17.80487
2022-11-12,5.36585
2022-11-13,8.53658
2022-11-14,22.43902
2022-11-15,16.82926
2022-11-16,19.26829
2022-11-17,15.12195
2022-11-18,13.90243
2022-11-19,8.04878
2022-11-20,9.51219
2022-11-21,26.34146
2022-11-22,21.70731
2022-11-23,20.2439
2022-11-24,18.78048
2022-11-25,15.12195
2022-11-26,9.75609
2022-11-27,10.0
2022-11-28,20.0
2022-11-29,19.75609
2022-11-30,19.75609
2022-12-01,15.12195
2022-12-02,13.90243
2022-12-03,7.07317
2022-12-04,11.21951
2022-12-05,20.9756
2022-12-06,15.36585
2022-12-07,21.21951
2022-12-08,15.12195
2022-12-09,20.4878
2022-12-10,12.43902
2022-12-11,11.21951
2022-12-12,23.65853
2022-12-13,23.90243
2022-12-14,22.92682
2022-12-15,16.82926
2022-12-16,19.51219
2022-12-17,8.29268
2022-12-18,12.43902
2022-12-19,23.17073
2022-12-20,18.04878
2022-12-21,18.78048
2022-12-22,14.39024
2022-12-23,14.63414
2022-12-24,8.78048
2022-12-25,8.04878
2022-12-26,19.26829
2022-12-27,20.2439
2022-12-28,17.31707
2022-12-29,17.80487
2022-12-30,15.85365
2022-12-31,10.0
2023-01-01,4.63414
2023-01-02,18.04878
2023-01-03,23.41463
2023-01-04,16.58536
2023-01-05,19.02439
2023-01-06,13.41463
2023-01-07,10.7317
2023-01-08,7.80487
2023-01-09,19.02439
2023-01-10,21.70731
2023-01-11,83.17073
2023-01-12,48.29268
2023-01-13,19.51219
2023-01-14,10.0
2023-01-15,8.53658
2023-01-16,26.09756
2023-01-17,24.63414
2023-01-18,20.0
2023-01-19,15.60975
2023-01-20,17.56097
2023-01-21,6.09756
2023-01-22,6.34146
2023-01-23,5.60975
2023-01-24,9.75609
2023-01-25,22.92682
2023-01-26,23.90243
2023-01-27,18.04878
2023-01-28,9.75609
2023-01-29,11.95121
2023-01-30,24.63414
2023-01-31,19.02439
2023-02-01,15.12195
2023-02-02,11.21951
2023-02-03,12.68292
2023-02-04,7.31707
2023-02-05,7.31707
2023-02-06,14.39024
2023-02-07,15.60975
2023-02-08,23.65853
2023-02-09,21.70731
2023-02-10,17.31707
2023-02-11,6.34146
2023-02-12,8.29268
2023-02-13,27.56097
2023-02-14,24.14634
2023-02-15,23.65853
2023-02-16,26.82926
2023-02-17,18.04878
2023-02-18,9.02439
2023-02-19,13.17073
2023-02-20,27.56097
2023-02-21,22.43902
2023-02-22,20.7317
2023-02-23,13.41463
2023-02-24,19.51219
2023-02-25,9.02439
2023-02-26,12.68292
2023-02-27,22.92682
2023-02-28,22.19512
2023-03-01,16.09756
2023-03-02,23.90243
2023-03-03,14.63414
2023-03-04,13.65853
2023-03-05,13.90243
2023-03-06,20.0
2023-03-07,21.21951
2023-03-08,19.26829
2023-03-09,20.4878
2023-03-10,13.65853
2023-03-11,10.7317
2023-03-12,12.19512
2023-03-13,22.43902
2023-03-14,26.09756
2023-03-15,20.2439
2023-03-16,21.46341
2023-03-17,15.36585
2023-03-18,8.78048
2023-03-19,10.9756
2023-03-20,21.70731
2023-03-21,21.95121
2023-03-22,13.41463
2023-03-23,19.51219
2023-03-24,19.02439
2023-03-25,9.75609
2023-03-26,6.09756
2023-03-27,22.19512
2023-03-28,20.2439
2023-03-29,16.58536
2023-03-30,15.60975
2023-03-31,18.53658
2023-04-01,8.53658
2023-04-02,8.29268
2023-04-03,21.46341
2023-04-04,20.9756
2023-04-05,16.09756
2023-04-06,20.0
2023-04-07,14.14634
2023-04-08,8.04878
2023-04-09,8.53658
2023-04-10,22.19512
2023-04-11,23.41463
2023-04-12,20.7317
2023-04-13,20.2439
2023-04-14,14.14634
2023-04-15,8.78048
2023-04-16,7.80487
2023-04-17,20.2439
2023-04-18,16.09756
2023-04-19,23.41463
2023-04-20,19.26829
2023-04-21,16.34146
2023-04-22,9.75609
2023-04-23,7.31707
2023-04-24,17.80487
2023-04-25,17.31707
2023-04-26,20.9756
2023-04-27,20.9756
2023-04-28,16.34146
2023-04-29,9.51219
2023-04-30,7.07317
2023-05-01,10.2439
2023-05-02,21.21951
2023-05-03,15.85365
2023-05-04,14.14634
2023-05-05,9.51219
2023-05-06,5.36585
2023-05-07,10.0
2023-05-08,18.78048
2023-05-09,22.68292
2023-05-10,18.04878
2023-05-11,15.60975
2023-05-12,14.39024
2023-05-13,5.85365
2023-05-14,7.80487
2023-05-15,19.75609
2023-05-16,22.19512
2023-05-17,20.2439
2023-05-18,21.70731
2023-05-19,17.31707
2023-05-20,6.34146
2023-05-21,10.9756
2023-05-22,23.90243
2023-05-23,21.21951
2023-05-24,19.51219
2023-05-25,20.4878
2023-05-26,13.65853
2023-05-27,7.56097
2023-05-28,9.26829
2023-05-29,8.53658
2023-05-30,27.07317
