date,저축은행금리비교
2020-03-20,8.02094
2020-03-21,3.66062
2020-03-22,4.2213
2020-03-23,9.6103
2020-03-24,7.81242
2020-03-25,8.4009
2020-03-26,8.99865
2020-03-27,8.09971
2020-03-28,3.97108
2020-03-29,4.38811
2020-03-30,9.6103
2020-03-31,9.63347
2020-04-01,9.49909
2020-04-02,10.74556
2020-04-03,8.58162
2020-04-04,4.10546
2020-04-05,4.84685
2020-04-06,10.12928
2020-04-07,8.51211
2020-04-08,7.78462
2020-04-09,8.81794
2020-04-10,6.88568
2020-04-11,3.74866
2020-04-12,4.40202
2020-04-13,9.93929
2020-04-14,7.61317
2020-04-15,4.39738
2020-04-16,8.84574
2020-04-17,8.57235
2020-04-18,4.11009
2020-04-19,4.88855
2020-04-20,9.64737
2020-04-21,8.89671
2020-04-22,8.90134
2020-04-23,8.13215
2020-04-24,7.84486
2020-04-25,4.13326
2020-04-26,4.33714
2020-04-27,10.25902
2020-04-28,8.18312
2020-04-29,7.71048
2020-04-30,3.25749
2020-05-01,3.67452
2020-05-02,2.97483
2020-05-03,4.86539
2020-05-04,10.34243
2020-05-05,4.59663
2020-05-06,8.85501
2020-05-07,7.65488
2020-05-08,6.56596
2020-05-09,3.66526
2020-05-10,3.44284
2020-05-11,9.08669
2020-05-12,7.19614
2020-05-13,7.32125
2020-05-14,7.32125
2020-05-15,7.18687
2020-05-16,3.01654
2020-05-17,3.71159
2020-05-18,9.21644
2020-05-19,7.32125
2020-05-20,7.90046
2020-05-21,7.85876
2020-05-22,6.17672
2020-05-23,3.18335
2020-05-24,4.16106
2020-05-25,10.22195
2020-05-26,7.67341
2020-05-27,7.66414
2020-05-28,6.6957
2020-05-29,5.86163
2020-05-30,2.1732
2020-05-31,3.07214
2020-06-01,7.04786
2020-06-02,5.63458
2020-06-03,6.49182
2020-06-04,6.24623
2020-06-05,5.76432
2020-06-06,2.93313
2020-06-07,3.41504
2020-06-08,9.34618
2020-06-09,6.80227
2020-06-10,6.40841
2020-06-11,6.98299
2020-06-12,6.15356
2020-06-13,2.88679
2020-06-14,3.47064
2020-06-15,7.77072
2020-06-16,6.55669
2020-06-17,6.71423
2020-06-18,6.2555
2020-06-19,6.16282
2020-06-20,2.80339
2020-06-21,3.25286
2020-06-22,8.47504
2020-06-23,6.81618
2020-06-24,7.27028
2020-06-25,8.62795
2020-06-26,7.45099
2020-06-27,2.87753
2020-06-28,3.70233
2020-06-29,9.5825
2020-06-30,7.51123
2020-07-01,7.76609
2020-07-02,7.75682
2020-07-03,7.74755
2020-07-04,3.3548
2020-07-05,3.82744
2020-07-06,9.13766
2020-07-07,6.94592
2020-07-08,7.35369
2020-07-09,6.66326
2020-07-10,5.75042
2020-07-11,2.72925
2020-07-12,3.55405
2020-07-13,8.09971
2020-07-14,6.60303
2020-07-15,7.1081
2020-07-16,6.76984
2020-07-17,5.8987
2020-07-18,2.67828
2020-07-19,3.09994
2020-07-20,11.51012
2020-07-21,8.68356
2020-07-22,7.54367
2020-07-23,7.23321
2020-07-24,6.57522
2020-07-25,3.45211
2020-07-26,3.88767
2020-07-27,8.87354
2020-07-28,6.76057
2020-07-29,6.74204
2020-07-30,6.61229
2020-07-31,7.47416
2020-08-01,4.58273
2020-08-02,4.93026
2020-08-03,8.39164
2020-08-04,7.07566
2020-08-05,6.69107
2020-08-06,6.22306
2020-08-07,6.04235
2020-08-08,3.26676
2020-08-09,3.82744
2020-08-10,8.15995
2020-08-11,6.35744
2020-08-12,6.51035
2020-08-13,5.96357
2020-08-14,4.99513
2020-08-15,2.70608
2020-08-16,3.40577
2020-08-17,5.04147
2020-08-18,7.42319
2020-08-19,6.57522
2020-08-20,6.6957
2020-08-21,5.84773
2020-08-22,3.00727
2020-08-23,3.62355
2020-08-24,6.95519
2020-08-25,6.42231
2020-08-26,6.19063
2020-08-27,6.88568
2020-08-28,5.54191
2020-08-29,3.19725
2020-08-30,3.78573
2020-08-31,7.25174
2020-09-01,7.37222
2020-09-02,6.63083
2020-09-03,6.34817
2020-09-04,6.46401
2020-09-05,3.3687
2020-09-06,3.78573
2020-09-07,7.02933
2020-09-08,6.01918
2020-09-09,6.07478
2020-09-10,6.39914
2020-09-11,5.93577
2020-09-12,2.96093
2020-09-13,3.57722
2020-09-14,7.33052
2020-09-15,6.82544
2020-09-16,7.26565
2020-09-17,7.27491
2020-09-18,6.38524
2020-09-19,3.25749
2020-09-20,3.71623
2020-09-21,8.41017
2020-09-22,7.15444
2020-09-23,6.38524
2020-09-24,7.05713
2020-09-25,8.02557
2020-09-26,3.68842
2020-09-27,6.6818
2020-09-28,10.12464
2020-09-29,7.17297
2020-09-30,3.03507
2020-10-01,2.76632
2020-10-02,2.75242
2020-10-03,3.88304
2020-10-04,5.24998
2020-10-05,12.8817
2020-10-06,9.55933
2020-10-07,8.92451
2020-10-08,8.45187
2020-10-09,3.97108
2020-10-10,3.58185
2020-10-11,4.30471
2020-10-12,11.93179
2020-10-13,8.10898
2020-10-14,8.57698
2020-10-15,9.28594
2020-10-16,7.79389
2020-10-17,3.29456
2020-10-18,3.88767
2020-10-19,9.66127
2020-10-20,7.55294
2020-10-21,7.77999
2020-10-22,7.30271
2020-10-23,6.58912
2020-10-24,3.16018
2020-10-25,3.48918
2020-10-26,8.53991
2020-10-27,7.53903
2020-10-28,6.94592
2020-10-29,7.21931
2020-10-30,6.46401
2020-10-31,2.69681
2020-11-01,3.98962
2020-11-02,8.19239
2020-11-03,6.01454
2020-11-04,5.77823
2020-11-05,6.02845
2020-11-06,6.59376
2020-11-07,2.78485
2020-11-08,3.4382
2020-11-09,7.74755
2020-11-10,5.99601
2020-11-11,6.2416
2020-11-12,6.7096
2020-11-13,5.94504
2020-11-14,2.71998
2020-11-15,3.18798
2020-11-16,7.68731
2020-11-17,6.6401
2020-11-18,6.38524
2020-11-19,5.96821
2020-11-20,5.64385
2020-11-21,3.12311
2020-11-22,3.28066
2020-11-23,7.95607
2020-11-24,6.34354
2020-11-25,7.1081
2020-11-26,6.95519
2020-11-27,6.10259
2020-11-28,3.14628
2020-11-29,4.00815
2020-11-30,8.63259
2020-12-01,7.42319
2020-12-02,7.5761
2020-12-03,7.0942
2020-12-04,6.47792
2020-12-05,3.91548
2020-12-06,4.32788
2020-12-07,7.74292
2020-12-08,7.16834
2020-12-09,7.27028
2020-12-10,7.23784
2020-12-11,7.09883
2020-12-12,3.54941
2020-12-13,3.81353
2020-12-14,8.46578
2020-12-15,6.7235
2020-12-16,6.84398
2020-12-17,6.82081
2020-12-18,6.44548
2020-12-19,3.33163
2020-12-20,3.71159
2020-12-21,9.78638
2020-12-22,7.4927
2020-12-23,8.41017
2020-12-24,8.28043
2020-12-25,3.91548
2020-12-26,4.6337
2020-12-27,5.59751
2020-12-28,12.24688
2020-12-29,9.08669
2020-12-30,9.32764
2020-12-31,7.31662
2021-01-01,4.65224
2021-01-02,4.45299
2021-01-03,6.69107
2021-01-04,13.40067
2021-01-05,10.65288
2021-01-06,9.01255
2021-01-07,8.99402
2021-01-08,7.63171
2021-01-09,3.85987
2021-01-10,5.54654
2021-01-11,9.45739
2021-01-12,8.57698
2021-01-13,9.16546
2021-01-14,10.16635
2021-01-15,11.57963
2021-01-16,4.84222
2021-01-17,5.32876
2021-01-18,10.23122
2021-01-19,8.79013
2021-01-20,9.50373
2021-01-21,8.83647
2021-01-22,7.9607
2021-01-23,6.41304
2021-01-24,5.21291
2021-01-25,10.11074
2021-01-26,8.61405
2021-01-27,8.83184
2021-01-28,8.70673
2021-01-29,8.66502
2021-01-30,4.54566
2021-01-31,5.4585
2021-02-01,10.87067
2021-02-02,8.70209
2021-02-03,9.46202
2021-02-04,8.61405
2021-02-05,8.51211
2021-02-06,4.10546
2021-02-07,5.06927
2021-02-08,10.4212
2021-02-09,8.11361
2021-02-10,7.59
2021-02-11,3.66062
2021-02-12,3.66989
2021-02-13,4.14716
2021-02-14,6.86715
2021-02-15,13.52115
2021-02-16,9.61957
2021-02-17,8.56772
2021-02-18,8.28506
2021-02-19,8.35457
2021-02-20,5.23145
2021-02-21,5.36119
2021-02-22,10.62045
2021-02-23,9.07742
2021-02-24,8.19702
2021-02-25,9.21644
2021-02-26,8.15532
2021-02-27,4.08229
2021-02-28,4.00352
2021-03-01,5.90797
2021-03-02,10.80116
2021-03-03,9.16083
2021-03-04,8.7994
2021-03-05,8.716
2021-03-06,3.8228
2021-03-07,4.53639
2021-03-08,9.24424
2021-03-09,8.19239
2021-03-10,8.70673
2021-03-11,9.31838
2021-03-12,8.12288
2021-03-13,3.79963
2021-03-14,5.21291
2021-03-15,9.76785
2021-03-16,8.64649
2021-03-17,8.60479
2021-03-18,8.76233
2021-03-19,7.83559
2021-03-20,4.09619
2021-03-21,5.10634
2021-03-22,10.0505
2021-03-23,9.06816
2021-03-24,7.97924
2021-03-25,8.45651
2021-03-26,7.54367
2021-03-27,3.79963
2021-03-28,5.73652
2021-03-29,9.75858
2021-03-30,8.79477
2021-03-31,8.26189
2021-04-01,7.77072
2021-04-02,6.91812
2021-04-03,3.46601
2021-04-04,3.95718
2021-04-05,8.01167
2021-04-06,8.77623
2021-04-07,7.04323
2021-04-08,6.7374
2021-04-09,6.23233
2021-04-10,2.96557
2021-04-11,3.57258
2021-04-12,7.96533
2021-04-13,7.02006
2021-04-14,6.04698
2021-04-15,6.46401
2021-04-16,5.93577
2021-04-17,2.88216
2021-04-18,3.3965
2021-04-19,7.122
2021-04-20,7.59927
2021-04-21,6.50572
2021-04-22,6.39451
2021-04-23,6.07015
2021-04-24,2.86826
2021-04-25,3.47991
2021-04-26,7.12663
2021-04-27,6.02845
2021-04-28,5.70872
2021-04-29,6.07015
2021-04-30,6.01454
2021-05-01,3.43357
2021-05-02,3.89694
2021-05-03,8.39627
2021-05-04,7.24711
2021-05-05,3.96645
2021-05-06,7.1498
2021-05-07,6.12575
2021-05-08,2.89143
2021-05-09,3.19725
2021-05-10,8.55845
2021-05-11,7.69195
2021-05-12,6.02845
2021-05-13,6.09332
2021-05-14,5.52337
2021-05-15,2.998
2021-05-16,3.45211
2021-05-17,7.32125
2021-05-18,6.2694
2021-05-19,3.3687
2021-05-20,7.70121
2021-05-21,6.82081
2021-05-22,3.33626
2021-05-23,3.32236
2021-05-24,7.76145
2021-05-25,8.22946
2021-05-26,6.94592
2021-05-27,7.24711
2021-05-28,5.37046
2021-05-29,2.82192
2021-05-30,3.12311
2021-05-31,7.07566
2021-06-01,7.25174
2021-06-02,6.39451
2021-06-03,6.03308
2021-06-04,5.48167
2021-06-05,2.63194
2021-06-06,3.3548
2021-06-07,7.20541
2021-06-08,6.39451
2021-06-09,6.2694
2021-06-10,5.8987
2021-06-11,5.65775
2021-06-12,2.70145
2021-06-13,2.84509
2021-06-14,7.29345
2021-06-15,6.6957
2021-06-16,5.69482
2021-06-17,5.99601
2021-06-18,5.81993
2021-06-19,3.01654
2021-06-20,3.20189
2021-06-21,8.49358
2021-06-22,7.41392
2021-06-23,6.49645
2021-06-24,7.65024
2021-06-25,7.90973
2021-06-26,3.21115
2021-06-27,3.60502
2021-06-28,9.26741
2021-06-29,8.65576
2021-06-30,7.54367
2021-07-01,7.9607
2021-07-02,6.90422
2021-07-03,3.92011
2021-07-04,4.04985
2021-07-05,9.12376
2021-07-06,8.14142
2021-07-07,6.51035
2021-07-08,6.48255
2021-07-09,5.90797
2021-07-10,3.00727
2021-07-11,3.36407
2021-07-12,7.77535
2021-07-13,7.16834
2021-07-14,8.11825
2021-07-15,7.34442
2021-07-16,7.28418
2021-07-17,3.54015
2021-07-18,4.21203
2021-07-19,12.64538
2021-07-20,8.76697
2021-07-21,8.53991
2021-07-22,8.48894
2021-07-23,9.09133
2021-07-24,4.73564
2021-07-25,7.02469
2021-07-26,13.7204
2021-07-27,11.6862
2021-07-28,9.76321
2021-07-29,11.98739
2021-07-30,8.98475
2021-07-31,4.39275
2021-08-01,5.82456
2021-08-02,12.05226
2021-08-03,11.48695
2021-08-04,10.54168
2021-08-05,10.54631
2021-08-06,9.02182
2021-08-07,3.8228
2021-08-08,3.99888
2021-08-09,10.46754
2021-08-10,9.70297
2021-08-11,10.34243
2021-08-12,9.48056
2021-08-13,8.18312
2021-08-14,4.42982
2021-08-15,3.99888
2021-08-16,6.6679
2021-08-17,11.56572
2021-08-18,10.52777
2021-08-19,9.69371
2021-08-20,9.51763
2021-08-21,4.63833
2021-08-22,5.50484
2021-08-23,11.31087
2021-08-24,9.09596
2021-08-25,10.33779
2021-08-26,17.21884
2021-08-27,13.83624
2021-08-28,6.57059
2021-08-29,8.35457
2021-08-30,17.67758
2021-08-31,16.32917
2021-09-01,18.46531
2021-09-02,13.55358
2021-09-03,14.73518
2021-09-04,6.7235
2021-09-05,6.71887
2021-09-06,14.12353
2021-09-07,12.90487
2021-09-08,15.041
2021-09-09,12.1264
2021-09-10,11.93642
2021-09-11,6.21843
2021-09-12,6.45475
2021-09-13,13.35433
2021-09-14,11.10699
2021-09-15,11.36184
2021-09-16,10.76873
2021-09-17,11.03748
2021-09-18,5.10634
2021-09-19,4.78198
2021-09-20,4.6337
2021-09-21,6.09332
2021-09-22,8.86891
2021-09-23,18.78967
2021-09-24,15.16611
2021-09-25,7.97924
2021-09-26,7.18687
2021-09-27,16.10676
2021-09-28,14.51739
2021-09-29,13.71576
2021-09-30,12.64074
2021-10-01,11.99666
2021-10-02,5.69482
2021-10-03,5.37509
2021-10-04,7.61317
2021-10-05,15.18001
2021-10-06,12.77512
2021-10-07,13.06241
2021-10-08,11.07919
2021-10-09,4.71711
2021-10-10,4.69857
2021-10-11,6.44085
2021-10-12,13.88721
2021-10-13,10.43047
2021-10-14,10.76873
2021-10-15,10.50461
2021-10-16,4.52249
2021-10-17,5.69019
2021-10-18,11.12089
2021-10-19,10.42583
2021-10-20,9.33228
2021-10-21,9.23034
2021-10-22,9.29984
2021-10-23,4.27227
2021-10-24,4.56883
2021-10-25,11.66303
2021-10-26,11.04212
2021-10-27,9.48982
2021-10-28,9.21644
2021-10-29,8.73916
2021-10-30,3.88304
2021-10-31,4.67077
2021-11-01,10.17561
2021-11-02,11.16723
2021-11-03,9.49446
2021-11-04,9.30448
2021-11-05,8.06728
2021-11-06,3.90621
2021-11-07,4.2352
2021-11-08,9.93003
2021-11-09,9.93003
2021-11-10,9.45739
2021-11-11,9.42032
2021-11-12,12.79366
2021-11-13,5.50484
2021-11-14,5.1017
2021-11-15,11.15796
2021-11-16,10.89384
2021-11-17,8.99402
2021-11-18,8.8133
2021-11-19,8.61869
2021-11-20,4.55493
2021-11-21,5.28242
2021-11-22,10.24512
2021-11-23,9.10986
2021-11-24,9.53616
2021-11-25,17.91853
2021-11-26,18.7387
2021-11-27,8.35457
2021-11-28,6.85788
2021-11-29,15.37
2021-11-30,14.50813
2021-12-01,15.0132
2021-12-02,12.93267
2021-12-03,12.10787
2021-12-04,8.15532
2021-12-05,7.44636
2021-12-06,13.42847
2021-12-07,12.67318
2021-12-08,11.66767
2021-12-09,11.06065
2021-12-10,10.27292
2021-12-11,6.24623
2021-12-12,6.02381
2021-12-13,12.28395
2021-12-14,11.32477
2021-12-15,9.9949
2021-12-16,10.42583
2021-12-17,8.72526
2021-12-18,5.35656
2021-12-19,5.95431
2021-12-20,11.99666
2021-12-21,11.20893
2021-12-22,9.58713
2021-12-23,9.25351
2021-12-24,9.24424
2021-12-25,5.18511
2021-12-26,7.18687
2021-12-27,11.60743
2021-12-28,10.51387
2021-12-29,10.21268
2021-12-30,10.36096
2021-12-31,8.91524
2022-01-01,5.25462
2022-01-02,6.34817
2022-01-03,14.33205
2022-01-04,13.40994
2022-01-05,11.86228
2022-01-06,10.82433
2022-01-07,10.12928
2022-01-08,5.78749
2022-01-09,5.97748
2022-01-10,13.06241
2022-01-11,12.40442
2022-01-12,10.43047
2022-01-13,10.58338
2022-01-14,18.52092
2022-01-15,9.04962
2022-01-16,8.63722
2022-01-17,21.58843
2022-01-18,17.21884
2022-01-19,22.96464
2022-01-20,17.41346
2022-01-21,16.32454
2022-01-22,9.48519
2022-01-23,8.88281
2022-01-24,16.56549
2022-01-25,16.65817
2022-01-26,13.82234
2022-01-27,14.02159
2022-01-28,15.17075
2022-01-29,8.23409
2022-01-30,5.80603
2022-01-31,5.56971
2022-02-01,9.08669
2022-02-02,10.06904
2022-02-03,21.51429
2022-02-04,16.05578
2022-02-05,7.72902
2022-02-06,8.29896
2022-02-07,16.61646
2022-02-08,13.13655
2022-02-09,12.53417
2022-02-10,11.57963
2022-02-11,10.84287
2022-02-12,5.45387
2022-02-13,6.70033
2022-02-14,12.08933
2022-02-15,12.02446
2022-02-16,10.33779
2022-02-17,9.94393
2022-02-18,8.98475
2022-02-19,5.59751
2022-02-20,6.31574
2022-02-21,13.09485
2022-02-22,11.2321
2022-02-23,11.24136
2022-02-24,11.13016
2022-02-25,10.86603
2022-02-26,5.61141
2022-02-27,5.96821
2022-02-28,12.18201
2022-03-01,6.79301
2022-03-02,12.35809
2022-03-03,10.93091
2022-03-04,9.39252
2022-03-05,4.89319
2022-03-06,5.32876
2022-03-07,9.981
2022-03-08,9.07742
2022-03-09,4.85148
2022-03-10,9.04962
2022-03-11,9.69371
2022-03-12,5.23608
2022-03-13,5.46777
2022-03-14,10.27292
2022-03-15,9.23034
2022-03-16,9.95319
2022-03-17,10.75019
2022-03-18,9.27667
2022-03-19,4.99513
2022-03-20,5.11561
2022-03-21,10.13854
2022-03-22,9.5964
2022-03-23,9.90686
2022-03-24,9.08206
2022-03-25,9.53153
2022-03-26,5.31486
2022-03-27,5.19438
2022-03-28,10.53241
2022-03-29,10.18488
2022-03-30,10.81506
2022-03-31,10.26365
2022-04-01,10.28682
2022-04-02,5.25462
2022-04-03,5.23145
2022-04-04,10.38413
2022-04-05,9.70761
2022-04-06,8.97085
2022-04-07,8.66502
2022-04-08,7.70585
2022-04-09,3.96181
2022-04-10,4.71247
2022-04-11,9.01719
2022-04-12,8.79013
2022-04-13,8.25726
2022-04-14,13.13192
2022-04-15,11.75571
2022-04-16,7.122
2022-04-17,7.04786
2022-04-18,13.97525
2022-04-19,14.27181
2022-04-20,12.03836
2022-04-21,10.97724
2022-04-22,11.42671
2022-04-23,5.85237
2022-04-24,5.90334
2022-04-25,12.76585
2022-04-26,12.52953
2022-04-27,11.59816
2022-04-28,12.043
