date,저축은행금리비교
2022-04-29,9.77248
2022-04-30,5.47703
2022-05-01,5.51874
2022-05-02,11.17649
2022-05-03,10.32852
2022-05-04,9.51763
2022-05-05,7.99777
2022-05-06,10.95871
2022-05-07,5.22218
2022-05-08,5.82456
2022-05-09,11.77424
2022-05-10,10.38876
2022-05-11,10.59265
2022-05-12,11.01895
2022-05-13,8.90598
2022-05-14,4.74028
2022-05-15,4.70321
2022-05-16,10.75946
2022-05-17,11.26917
2022-05-18,10.29609
2022-05-19,9.85125
2022-05-20,10.92627
2022-05-21,5.85237
2022-05-22,8.14142
2022-05-23,15.15221
2022-05-24,13.95208
2022-05-25,14.91589
2022-05-26,21.92206
2022-05-27,19.70251
2022-05-28,9.25814
2022-05-29,9.46202
2022-05-30,21.44942
2022-05-31,17.70075
2022-06-01,11.3016
2022-06-02,17.12154
2022-06-03,16.58866
2022-06-04,8.04411
2022-06-05,7.46489
2022-06-06,9.04035
2022-06-07,15.91214
2022-06-08,16.94546
2022-06-09,14.48032
2022-06-10,15.27269
2022-06-11,7.11737
2022-06-12,6.70033
2022-06-13,16.00018
2022-06-14,14.75371
2022-06-15,14.71664
2022-06-16,19.45692
2022-06-17,16.16699
2022-06-18,7.42783
2022-06-19,8.8272
2022-06-20,18.93332
2022-06-21,16.80181
2022-06-22,15.71752
2022-06-23,16.06042
2022-06-24,16.58866
2022-06-25,7.34905
2022-06-26,8.00704
2022-06-27,18.21973
2022-06-28,16.38478
2022-06-29,14.51739
2022-06-30,14.09573
2022-07-01,14.98077
2022-07-02,6.87178
2022-07-03,8.34993
2022-07-04,17.93244
2022-07-05,15.82873
2022-07-06,14.50349
2022-07-07,13.8038
2022-07-08,13.26629
2022-07-09,6.80691
2022-07-10,6.72814
2022-07-11,15.20318
2022-07-12,15.77776
2022-07-13,31.64357
2022-07-14,30.65659
2022-07-15,22.8349
2022-07-16,10.88457
2022-07-17,10.31462
2022-07-18,28.85408
2022-07-19,22.68662
2022-07-20,20.93971
2022-07-21,21.46795
2022-07-22,18.43751
2022-07-23,8.59089
2022-07-24,8.44724
2022-07-25,21.99156
2022-07-26,18.58115
2022-07-27,17.64051
2022-07-28,18.45141
2022-07-29,17.4876
2022-07-30,7.9329
2022-07-31,8.48894
2022-08-01,21.36601
2022-08-02,19.50326
2022-08-03,16.28747
2022-08-04,14.18377
2022-08-05,14.65641
2022-08-06,7.60854
2022-08-07,8.04874
2022-08-08,15.66655
2022-08-09,11.97349
2022-08-10,15.30976
2022-08-11,13.09485
2022-08-12,12.81219
2022-08-13,5.66238
2022-08-14,6.19989
2022-08-15,7.01543
2022-08-16,15.4256
2022-08-17,13.3775
2022-08-18,14.07256
2022-08-19,11.78814
2022-08-20,6.57986
2022-08-21,6.96909
2022-08-22,16.12066
2022-08-23,12.83999
2022-08-24,12.37662
2022-08-25,19.75812
2022-08-26,17.8583
2022-08-27,8.18775
2022-08-28,8.23872
2022-08-29,18.95648
2022-08-30,15.68045
2022-08-31,16.06042
2022-09-01,15.49974
2022-09-02,14.56837
2022-09-03,7.33978
2022-09-04,6.85788
2022-09-05,15.24025
2022-09-06,14.38302
2022-09-07,13.64626
2022-09-08,12.39979
2022-09-09,5.19901
2022-09-10,4.64297
2022-09-11,6.14892
2022-09-12,7.92363
2022-09-13,19.37815
2022-09-14,18.11778
2022-09-15,14.64714
2022-09-16,13.82234
2022-09-17,6.68643
2022-09-18,6.82544
2022-09-19,16.78328
2022-09-20,14.49886
2022-09-21,17.1308
2022-09-22,22.07033
2022-09-23,18.49311
2022-09-24,8.03021
2022-09-25,8.32213
2022-09-26,19.26231
2022-09-27,17.92317
2022-09-28,17.5432
2022-09-29,17.99267
2022-09-30,19.39205
2022-10-01,9.07279
2022-10-02,8.18775
2022-10-03,10.19878
2022-10-04,19.04452
2022-10-05,19.06306
2022-10-06,16.70914
2022-10-07,18.08998
2022-10-08,8.4148
2022-10-09,8.04874
2022-10-10,10.12928
2022-10-11,24.08136
2022-10-12,32.67689
2022-10-13,48.43612
2022-10-14,45.53079
2022-10-15,21.14359
2022-10-16,23.86358
2022-10-17,65.2472
2022-10-18,65.2611
2022-10-19,83.56888
2022-10-20,92.29878
2022-10-21,82.81358
2022-10-22,37.25035
2022-10-23,35.82317
2022-10-24,100.0
2022-10-25,91.70566
2022-10-26,73.57397
2022-10-27,64.27413
2022-10-28,70.54353
2022-10-29,26.43529
2022-10-30,22.70515
2022-10-31,60.96103
2022-11-01,53.78805
2022-11-02,42.97298
2022-11-03,40.44298
2022-11-04,33.87238
2022-11-05,15.16611
2022-11-06,17.32079
2022-11-07,39.32162
2022-11-08,34.40063
2022-11-09,31.30068
2022-11-10,28.42778
2022-11-11,26.27311
2022-11-12,11.75107
2022-11-13,15.26342
2022-11-14,36.25411
2022-11-15,29.79936
2022-11-16,26.10166
2022-11-17,22.32982
2022-11-18,20.54585
2022-11-19,9.80955
2022-11-20,11.25527
2022-11-21,25.63829
2022-11-22,22.61711
2022-11-23,22.04717
2022-11-24,30.20249
2022-11-25,28.2795
2022-11-26,13.03924
2022-11-27,13.7621
2022-11-28,30.94851
2022-11-29,28.91895
2022-11-30,23.73383
2022-12-01,24.70228
2022-12-02,19.1372
2022-12-03,8.07654
2022-12-04,8.56308
2022-12-05,20.10564
2022-12-06,17.38102
2022-12-07,17.23738
2022-12-08,16.05578
2022-12-09,13.96135
2022-12-10,6.57522
2022-12-11,7.45099
2022-12-12,19.64227
2022-12-13,15.50901
2022-12-14,14.23474
2022-12-15,14.59617
2022-12-16,12.97437
2022-12-17,6.17209
2022-12-18,7.53903
2022-12-19,16.16699
2022-12-20,14.67957
2022-12-21,12.84463
2022-12-22,11.98276
2022-12-23,11.87155
2022-12-24,5.9265
2022-12-25,6.33427
2022-12-26,14.65177
2022-12-27,13.54895
2022-12-28,12.94657
2022-12-29,12.61294
2022-12-30,11.50549
2022-12-31,6.06088
2023-01-01,7.43709
2023-01-02,16.80181
2023-01-03,14.04012
2023-01-04,12.92803
2023-01-05,13.3914
2023-01-06,12.66855
2023-01-07,6.83008
2023-01-08,6.75594
2023-01-09,13.80844
2023-01-10,14.51276
2023-01-11,14.31815
2023-01-12,13.47944
2023-01-13,17.26982
2023-01-14,7.68731
2023-01-15,6.87178
2023-01-16,15.51364
2023-01-17,12.32565
2023-01-18,11.22746
2023-01-19,10.82896
2023-01-20,12.71952
2023-01-21,5.37046
2023-01-22,5.1017
2023-01-23,5.62531
2023-01-24,7.0803
2023-01-25,15.64802
2023-01-26,11.92252
2023-01-27,11.04675
2023-01-28,5.37973
2023-01-29,5.04147
2023-01-30,11.2877
2023-01-31,9.90222
2023-02-01,10.30072
2023-02-02,9.26741
2023-02-03,8.95695
2023-02-04,4.23984
2023-02-05,4.58273
2023-02-06,9.6381
2023-02-07,8.54455
2023-02-08,7.83559
2023-02-09,7.51587
2023-02-10,7.26101
2023-02-11,3.98962
2023-02-12,3.95718
2023-02-13,8.27116
2023-02-14,7.37222
2023-02-15,7.54367
2023-02-16,6.78374
2023-02-17,6.94129
2023-02-18,3.59575
2023-02-19,4.77735
2023-02-20,7.8912
2023-02-21,8.05338
2023-02-22,6.53815
2023-02-23,7.50196
2023-02-24,7.04323
2023-02-25,3.68842
2023-02-26,4.11473
2023-02-27,7.71048
2023-02-28,7.28418
2023-03-01,4.85612
2023-03-02,6.98299
2023-03-03,6.40841
2023-03-04,3.43357
2023-03-05,4.20277
2023-03-06,7.25638
2023-03-07,5.8431
2023-03-08,5.95431
2023-03-09,5.37509
2023-03-10,5.06464
2023-03-11,2.75705
2023-03-12,3.08141
2023-03-13,6.15356
2023-03-14,5.75042
2023-03-15,5.42143
2023-03-16,5.12487
2023-03-17,4.77271
2023-03-18,2.42806
2023-03-19,3.08604
2023-03-20,6.50108
2023-03-21,6.00528
2023-03-22,5.71335
2023-03-23,6.07942
2023-03-24,5.65775
2023-03-25,3.33626
2023-03-26,3.31309
2023-03-27,6.52889
2023-03-28,6.04698
2023-03-29,5.17584
2023-03-30,5.54191
2023-03-31,5.37509
2023-04-01,2.76168
2023-04-02,2.9285
2023-04-03,6.00991
2023-04-04,4.84222
2023-04-05,4.80978
2023-04-06,4.40202
2023-04-07,4.13789
2023-04-08,2.31685
2023-04-09,2.5161
2023-04-10,5.10634
2023-04-11,4.86075
2023-04-12,4.86075
2023-04-13,4.68931
2023-04-14,3.96181
2023-04-15,2.28905
2023-04-16,2.31221
2023-04-17,4.75881
2023-04-18,5.05537
2023-04-19,4.1935
2023-04-20,4.6754
2023-04-21,4.61517
2023-04-22,2.1871
2023-04-23,3.38723
2023-04-24,6.49182
2023-04-25,6.58449
2023-04-26,5.66238
2023-04-27,4.85148
2023-04-28,4.6754
2023-04-29,2.68754
2023-04-30,2.5022
2023-05-01,3.79037
2023-05-02,6.38061
2023-05-03,5.53727
2023-05-04,5.62995
2023-05-05,2.77558
2023-05-06,2.46513
2023-05-07,2.69218
2023-05-08,5.37046
2023-05-09,4.99513
2023-05-10,5.56508
2023-05-11,4.97659
2023-05-12,4.74028
2023-05-13,2.52073
2023-05-14,2.68754
2023-05-15,5.50947
2023-05-16,4.82368
2023-05-17,4.73564
2023-05-18,5.27315
2023-05-19,4.79125
2023-05-20,2.31221
2023-05-21,2.78022
2023-05-22,6.34817
2023-05-23,7.0664
2023-05-24,6.00528
2023-05-25,5.49094
2023-05-26,4.83758
2023-05-27,2.59024
2023-05-28,2.48829
