date,상속순위
2020-03-20,20.77922
2020-03-21,6.23376
2020-03-22,13.76623
2020-03-23,14.80519
2020-03-24,17.40259
2020-03-25,25.1948
2020-03-26,18.18181
2020-03-27,20.51948
2020-03-28,9.35064
2020-03-29,7.01298
2020-03-30,15.84415
2020-03-31,18.44155
2020-04-01,23.37662
2020-04-02,23.37662
2020-04-03,17.14285
2020-04-04,11.16883
2020-04-05,9.35064
2020-04-06,20.77922
2020-04-07,22.33766
2020-04-08,19.22077
2020-04-09,24.15584
2020-04-10,16.62337
2020-04-11,10.12987
2020-04-12,8.05194
2020-04-13,16.10389
2020-04-14,17.14285
2020-04-15,11.16883
2020-04-16,14.54545
2020-04-17,18.96103
2020-04-18,13.24675
2020-04-19,11.42857
2020-04-20,13.76623
2020-04-21,17.92207
2020-04-22,21.55844
2020-04-23,20.77922
2020-04-24,19.22077
2020-04-25,8.05194
2020-04-26,10.38961
2020-04-27,18.18181
2020-04-28,17.66233
2020-04-29,13.76623
2020-04-30,12.20779
2020-05-01,11.68831
2020-05-02,8.31168
2020-05-03,10.38961
2020-05-04,20.25974
2020-05-05,11.42857
2020-05-06,28.31168
2020-05-07,15.32467
2020-05-08,22.5974
2020-05-09,8.57142
2020-05-10,11.16883
2020-05-11,19.48051
2020-05-12,23.37662
2020-05-13,17.66233
2020-05-14,17.40259
2020-05-15,26.4935
2020-05-16,7.27272
2020-05-17,9.0909
2020-05-18,20.77922
2020-05-19,20.0
2020-05-20,22.85714
2020-05-21,20.25974
2020-05-22,29.35064
2020-05-23,16.88311
2020-05-24,18.44155
2020-05-25,18.44155
2020-05-26,24.41558
2020-05-27,25.97402
2020-05-28,22.07792
2020-05-29,24.41558
2020-05-30,15.32467
2020-05-31,14.54545
2020-06-01,16.10389
2020-06-02,25.45454
2020-06-03,19.48051
2020-06-04,19.74025
2020-06-05,19.48051
2020-06-06,12.72727
2020-06-07,7.27272
2020-06-08,20.25974
2020-06-09,18.44155
2020-06-10,20.0
2020-06-11,19.22077
2020-06-12,17.14285
2020-06-13,8.83116
2020-06-14,9.0909
2020-06-15,22.85714
2020-06-16,19.74025
2020-06-17,15.58441
2020-06-18,17.92207
2020-06-19,15.58441
2020-06-20,8.83116
2020-06-21,19.74025
2020-06-22,22.85714
2020-06-23,27.53246
2020-06-24,30.12987
2020-06-25,25.45454
2020-06-26,25.45454
2020-06-27,6.4935
2020-06-28,12.72727
2020-06-29,25.97402
2020-06-30,20.77922
2020-07-01,19.22077
2020-07-02,29.35064
2020-07-03,16.88311
2020-07-04,10.12987
2020-07-05,7.01298
2020-07-06,14.54545
2020-07-07,15.84415
2020-07-08,21.2987
2020-07-09,20.77922
2020-07-10,16.10389
2020-07-11,17.40259
2020-07-12,11.42857
2020-07-13,23.8961
2020-07-14,24.41558
2020-07-15,18.96103
2020-07-16,20.25974
2020-07-17,23.8961
2020-07-18,14.28571
2020-07-19,12.20779
2020-07-20,27.27272
2020-07-21,23.11688
2020-07-22,21.2987
2020-07-23,26.4935
2020-07-24,25.97402
2020-07-25,10.38961
2020-07-26,9.0909
2020-07-27,20.51948
2020-07-28,21.55844
2020-07-29,17.40259
2020-07-30,19.48051
2020-07-31,18.18181
2020-08-01,5.97402
2020-08-02,8.57142
2020-08-03,23.37662
2020-08-04,21.81818
2020-08-05,18.96103
2020-08-06,16.88311
2020-08-07,18.18181
2020-08-08,8.31168
2020-08-09,9.35064
2020-08-10,19.22077
2020-08-11,24.41558
2020-08-12,15.32467
2020-08-13,18.96103
2020-08-14,14.28571
2020-08-15,6.23376
2020-08-16,7.27272
2020-08-17,8.83116
2020-08-18,13.24675
2020-08-19,19.74025
2020-08-20,21.81818
2020-08-21,20.77922
2020-08-22,10.64935
2020-08-23,10.90909
2020-08-24,27.01298
2020-08-25,19.48051
2020-08-26,21.55844
2020-08-27,27.53246
2020-08-28,19.22077
2020-08-29,10.38961
2020-08-30,7.7922
2020-08-31,20.77922
2020-09-01,19.74025
2020-09-02,25.45454
2020-09-03,18.18181
2020-09-04,17.40259
2020-09-05,11.94805
2020-09-06,7.01298
2020-09-07,18.18181
2020-09-08,20.77922
2020-09-09,25.97402
2020-09-10,23.63636
2020-09-11,17.66233
2020-09-12,4.41558
2020-09-13,8.31168
2020-09-14,21.03896
2020-09-15,19.48051
2020-09-16,21.03896
2020-09-17,16.62337
2020-09-18,14.80519
2020-09-19,7.53246
2020-09-20,6.4935
2020-09-21,13.76623
2020-09-22,16.36363
2020-09-23,17.14285
2020-09-24,17.40259
2020-09-25,20.51948
2020-09-26,9.35064
2020-09-27,10.90909
2020-09-28,21.55844
2020-09-29,24.93506
2020-09-30,16.62337
2020-10-01,14.02597
2020-10-02,12.20779
2020-10-03,14.80519
2020-10-04,11.42857
2020-10-05,20.0
2020-10-06,30.64935
2020-10-07,30.38961
2020-10-08,25.45454
2020-10-09,9.61038
2020-10-10,13.76623
2020-10-11,17.40259
2020-10-12,38.18181
2020-10-13,38.96103
2020-10-14,37.40259
2020-10-15,38.18181
2020-10-16,29.61038
2020-10-17,21.03896
2020-10-18,19.48051
2020-10-19,51.94805
2020-10-20,37.66233
2020-10-21,32.98701
2020-10-22,29.0909
2020-10-23,25.97402
2020-10-24,10.64935
2020-10-25,21.55844
2020-10-26,36.88311
2020-10-27,36.36363
2020-10-28,29.0909
2020-10-29,24.41558
2020-10-30,22.5974
2020-10-31,11.16883
2020-11-01,13.24675
2020-11-02,26.4935
2020-11-03,28.57142
2020-11-04,34.28571
2020-11-05,21.03896
2020-11-06,25.45454
2020-11-07,11.42857
2020-11-08,12.20779
2020-11-09,24.93506
2020-11-10,25.1948
2020-11-11,21.2987
2020-11-12,31.16883
2020-11-13,26.23376
2020-11-14,8.57142
2020-11-15,9.87012
2020-11-16,21.81818
2020-11-17,30.90909
2020-11-18,24.93506
2020-11-19,26.4935
2020-11-20,19.74025
2020-11-21,9.61038
2020-11-22,12.20779
2020-11-23,25.97402
2020-11-24,24.41558
2020-11-25,22.07792
2020-11-26,27.27272
2020-11-27,20.25974
2020-11-28,14.28571
2020-11-29,16.88311
2020-11-30,24.41558
2020-12-01,21.55844
2020-12-02,23.8961
2020-12-03,25.71428
2020-12-04,16.36363
2020-12-05,11.68831
2020-12-06,15.32467
2020-12-07,28.57142
2020-12-08,29.35064
2020-12-09,26.4935
2020-12-10,22.33766
2020-12-11,23.37662
2020-12-12,14.02597
2020-12-13,14.80519
2020-12-14,20.51948
2020-12-15,22.07792
2020-12-16,29.35064
2020-12-17,25.1948
2020-12-18,18.96103
2020-12-19,14.80519
2020-12-20,13.24675
2020-12-21,29.87012
2020-12-22,32.46753
2020-12-23,25.97402
2020-12-24,26.75324
2020-12-25,13.50649
2020-12-26,12.98701
2020-12-27,11.16883
2020-12-28,23.63636
2020-12-29,23.8961
2020-12-30,17.14285
2020-12-31,17.40259
2021-01-01,8.05194
2021-01-02,10.38961
2021-01-03,11.68831
2021-01-04,21.2987
2021-01-05,19.48051
2021-01-06,20.51948
2021-01-07,15.84415
2021-01-08,18.44155
2021-01-09,11.68831
2021-01-10,9.87012
2021-01-11,23.37662
2021-01-12,19.22077
2021-01-13,27.7922
2021-01-14,27.53246
2021-01-15,23.8961
2021-01-16,9.0909
2021-01-17,13.50649
2021-01-18,19.74025
2021-01-19,15.84415
2021-01-20,16.88311
2021-01-21,17.40259
2021-01-22,25.97402
2021-01-23,8.83116
2021-01-24,11.94805
2021-01-25,20.77922
2021-01-26,25.1948
2021-01-27,21.2987
2021-01-28,24.15584
2021-01-29,15.84415
2021-01-30,10.12987
2021-01-31,7.7922
2021-02-01,17.92207
2021-02-02,20.51948
2021-02-03,20.51948
2021-02-04,21.55844
2021-02-05,19.48051
2021-02-06,12.98701
2021-02-07,18.18181
2021-02-08,21.55844
2021-02-09,21.03896
2021-02-10,19.74025
2021-02-11,11.68831
2021-02-12,18.18181
2021-02-13,23.11688
2021-02-14,22.07792
2021-02-15,24.15584
2021-02-16,22.5974
2021-02-17,29.0909
2021-02-18,25.71428
2021-02-19,17.92207
2021-02-20,15.58441
2021-02-21,11.16883
2021-02-22,18.18181
2021-02-23,23.63636
2021-02-24,23.8961
2021-02-25,25.1948
2021-02-26,18.70129
2021-02-27,8.83116
2021-02-28,9.35064
2021-03-01,10.64935
