date,1억모으기
2020-08-14,32.38434
2020-08-15,26.21589
2020-08-16,31.31672
2020-08-17,37.48517
2020-08-18,31.67259
2020-08-19,34.87544
2020-08-20,33.57058
2020-08-21,28.11387
2020-08-22,30.96085
2020-08-23,33.09608
2020-08-24,36.77342
2020-08-25,38.79003
2020-08-26,37.1293
2020-08-27,33.45195
2020-08-28,30.36773
2020-08-29,29.89323
2020-08-30,35.23131
2020-08-31,38.19691
2020-09-01,32.38434
2020-09-02,41.16251
2020-09-03,34.75682
2020-09-04,29.89323
2020-09-05,27.87663
2020-09-06,39.97627
2020-09-07,41.75563
2020-09-08,33.57058
2020-09-09,29.41874
2020-09-10,33.2147
2020-09-11,30.84223
2020-09-12,28.2325
2020-09-13,32.97746
2020-09-14,32.50296
2020-09-15,34.75682
2020-09-16,31.1981
2020-09-17,32.50296
2020-09-18,22.89442
2020-09-19,24.7924
2020-09-20,29.41874
2020-09-21,32.02846
2020-09-22,31.67259
2020-09-23,33.92645
2020-09-24,37.72241
2020-09-25,27.52075
2020-09-26,26.21589
2020-09-27,38.43416
2020-09-28,35.58718
2020-09-29,27.52075
2020-09-30,35.46856
2020-10-01,32.02846
2020-10-02,36.29893
2020-10-03,43.06049
2020-10-04,43.06049
2020-10-05,42.70462
2020-10-06,37.60379
2020-10-07,35.58718
2020-10-08,29.77461
2020-10-09,28.58837
2020-10-10,29.41874
2020-10-11,37.72241
2020-10-12,39.26453
2020-10-13,36.1803
2020-10-14,22.53855
2020-10-15,25.86002
2020-10-16,26.69039
2020-10-17,24.91103
2020-10-18,30.13048
2020-10-19,33.6892
2020-10-20,34.63819
2020-10-21,31.90984
2020-10-22,29.89323
2020-10-23,35.11269
2020-10-24,30.01186
2020-10-25,33.92645
2020-10-26,38.79003
2020-10-27,35.11269
2020-10-28,36.41755
2020-10-29,33.2147
2020-10-30,28.35112
2020-10-31,26.45314
2020-11-01,33.2147
2020-11-02,32.97746
2020-11-03,32.97746
2020-11-04,26.69039
2020-11-05,27.99525
2020-11-06,29.41874
2020-11-07,31.55397
2020-11-08,31.55397
2020-11-09,27.63938
2020-11-10,33.80782
2020-11-11,32.26571
2020-11-12,33.33333
2020-11-13,37.24792
2020-11-14,38.31553
2020-11-15,40.68801
2020-11-16,40.80664
2020-11-17,37.72241
2020-11-18,34.99406
2020-11-19,32.62158
2020-11-20,30.13048
2020-11-21,25.38552
2020-11-22,33.45195
2020-11-23,37.48517
2020-11-24,38.07829
2020-11-25,35.23131
2020-11-26,37.60379
2020-11-27,33.45195
2020-11-28,30.24911
2020-11-29,39.6204
2020-11-30,39.50177
2020-12-01,32.97746
2020-12-02,34.40094
2020-12-03,31.07947
2020-12-04,28.58837
2020-12-05,30.7236
2020-12-06,36.41755
2020-12-07,36.06168
2020-12-08,36.06168
2020-12-09,36.06168
2020-12-10,37.01067
2020-12-11,40.80664
2020-12-12,31.31672
2020-12-13,36.29893
2020-12-14,37.01067
2020-12-15,31.67259
2020-12-16,34.04507
2020-12-17,33.92645
2020-12-18,27.52075
2020-12-19,37.24792
2020-12-20,38.19691
2020-12-21,42.94187
2020-12-22,36.41755
2020-12-23,37.95966
2020-12-24,35.70581
2020-12-25,36.41755
2020-12-26,41.28113
2020-12-27,45.78884
2020-12-28,40.33214
2020-12-29,47.21233
2020-12-30,44.12811
2020-12-31,37.95966
2021-01-01,38.79003
2021-01-02,47.5682
2021-01-03,55.27876
2021-01-04,45.19572
2021-01-05,47.80545
2021-01-06,40.45077
2021-01-07,40.21352
2021-01-08,39.6204
2021-01-09,35.82443
2021-01-10,49.11032
2021-01-11,48.87307
2021-01-12,42.1115
2021-01-13,43.89086
2021-01-14,43.53499
2021-01-15,40.33214
2021-01-16,47.68683
2021-01-17,53.4994
2021-01-18,50.41518
2021-01-19,48.5172
2021-01-20,43.17912
2021-01-21,43.06049
2021-01-22,43.41637
2021-01-23,40.92526
2021-01-24,42.586
2021-01-25,48.16132
2021-01-26,50.05931
2021-01-27,41.28113
2021-01-28,40.33214
2021-01-29,33.2147
2021-01-30,35.11269
2021-01-31,41.16251
2021-02-01,44.00948
2021-02-02,43.17912
2021-02-03,38.55278
2021-02-04,36.06168
2021-02-05,32.14709
2021-02-06,36.77342
2021-02-07,42.586
2021-02-08,42.70462
2021-02-09,43.53499
2021-02-10,33.33333
2021-02-11,34.1637
2021-02-12,38.07829
2021-02-13,38.31553
2021-02-14,56.10913
2021-02-15,58.9561
2021-02-16,49.11032
2021-02-17,41.75563
2021-02-18,40.45077
2021-02-19,29.53736
2021-02-20,32.62158
2021-02-21,39.73902
2021-02-22,34.1637
2021-02-23,37.36654
2021-02-24,36.53618
2021-02-25,37.84104
2021-02-26,32.38434
2021-02-27,38.31553
2021-02-28,34.63819
2021-03-01,45.19572
2021-03-02,45.0771
2021-03-03,37.24792
2021-03-04,32.38434
2021-03-05,25.97864
2021-03-06,25.86002
2021-03-07,31.1981
2021-03-08,32.97746
2021-03-09,29.30011
2021-03-10,31.31672
2021-03-11,31.79122
2021-03-12,32.38434
2021-03-13,29.77461
2021-03-14,34.04507
2021-03-15,34.1637
2021-03-16,32.85883
2021-03-17,33.6892
2021-03-18,31.31672
2021-03-19,28.94424
2021-03-20,27.87663
2021-03-21,33.6892
2021-03-22,33.45195
2021-03-23,32.14709
2021-03-24,28.94424
2021-03-25,36.1803
2021-03-26,30.48635
2021-03-27,30.48635
2021-03-28,33.09608
2021-03-29,35.23131
2021-03-30,32.26571
2021-03-31,36.89205
2021-04-01,32.50296
2021-04-02,30.13048
2021-04-03,31.90984
2021-04-04,31.43534
2021-04-05,30.60498
2021-04-06,33.09608
2021-04-07,34.87544
2021-04-08,35.46856
2021-04-09,32.14709
2021-04-10,29.06287
2021-04-11,33.92645
2021-04-12,39.38315
2021-04-13,34.51957
2021-04-14,27.87663
2021-04-15,25.97864
2021-04-16,26.92763
2021-04-17,27.16488
2021-04-18,29.30011
2021-04-19,33.2147
2021-04-20,33.09608
2021-04-21,36.77342
2021-04-22,29.18149
2021-04-23,29.53736
2021-04-24,27.99525
2021-04-25,25.97864
2021-04-26,30.01186
2021-04-27,31.90984
2021-04-28,31.55397
2021-04-29,28.82562
2021-04-30,27.758
2021-05-01,24.91103
2021-05-02,30.01186
2021-05-03,29.18149
2021-05-04,26.69039
2021-05-05,29.30011
2021-05-06,32.97746
2021-05-07,27.04626
2021-05-08,29.53736
2021-05-09,30.96085
2021-05-10,38.19691
2021-05-11,32.26571
2021-05-12,27.52075
2021-05-13,24.91103
2021-05-14,19.92882
2021-05-15,23.25029
2021-05-16,26.09727
2021-05-17,26.57176
2021-05-18,29.30011
2021-05-19,37.1293
2021-05-20,41.63701
2021-05-21,37.84104
2021-05-22,27.28351
2021-05-23,33.33333
2021-05-24,37.36654
2021-05-25,34.87544
2021-05-26,32.74021
2021-05-27,30.84223
2021-05-28,26.80901
2021-05-29,23.48754
2021-05-30,31.67259
2021-05-31,32.50296
2021-06-01,26.33451
2021-06-02,29.77461
2021-06-03,31.79122
2021-06-04,23.84341
2021-06-05,25.38552
2021-06-06,34.04507
2021-06-07,35.23131
2021-06-08,32.38434
2021-06-09,29.53736
2021-06-10,28.35112
2021-06-11,22.18268
2021-06-12,24.19928
2021-06-13,27.63938
2021-06-14,29.65599
2021-06-15,31.55397
2021-06-16,30.96085
2021-06-17,30.36773
2021-06-18,26.92763
2021-06-19,22.06405
2021-06-20,26.80901
2021-06-21,30.60498
2021-06-22,26.45314
2021-06-23,30.13048
2021-06-24,28.11387
2021-06-25,29.06287
2021-06-26,29.06287
2021-06-27,21.11506
2021-06-28,32.26571
2021-06-29,28.35112
2021-06-30,23.36892
2021-07-01,23.36892
2021-07-02,20.40332
2021-07-03,23.01304
2021-07-04,28.35112
2021-07-05,29.53736
2021-07-06,28.82562
2021-07-07,25.86002
2021-07-08,25.02965
2021-07-09,23.48754
2021-07-10,21.35231
2021-07-11,30.01186
2021-07-12,30.60498
2021-07-13,31.79122
2021-07-14,30.13048
2021-07-15,30.13048
2021-07-16,25.02965
2021-07-17,26.33451
2021-07-18,33.92645
2021-07-19,33.6892
2021-07-20,31.43534
2021-07-21,29.41874
2021-07-22,25.97864
2021-07-23,26.57176
2021-07-24,23.36892
2021-07-25,27.04626
2021-07-26,31.67259
2021-07-27,31.55397
2021-07-28,30.01186
2021-07-29,25.38552
2021-07-30,25.97864
2021-07-31,20.16607
2021-08-01,32.14709
2021-08-02,35.23131
2021-08-03,27.758
2021-08-04,26.21589
2021-08-05,26.57176
2021-08-06,23.48754
2021-08-07,24.55516
2021-08-08,29.06287
2021-08-09,28.58837
2021-08-10,32.97746
2021-08-11,30.36773
2021-08-12,30.13048
2021-08-13,28.35112
2021-08-14,26.92763
2021-08-15,30.96085
2021-08-16,37.1293
2021-08-17,33.80782
2021-08-18,34.28232
2021-08-19,32.74021
2021-08-20,30.60498
2021-08-21,26.33451
2021-08-22,33.6892
2021-08-23,37.72241
2021-08-24,39.73902
2021-08-25,32.14709
2021-08-26,36.53618
2021-08-27,29.41874
2021-08-28,23.13167
2021-08-29,32.62158
2021-08-30,32.85883
2021-08-31,27.87663
2021-09-01,30.13048
2021-09-02,29.89323
2021-09-03,25.38552
2021-09-04,22.65717
2021-09-05,31.43534
2021-09-06,30.7236
2021-09-07,27.87663
2021-09-08,25.86002
2021-09-09,24.91103
2021-09-10,27.63938
2021-09-11,23.84341
2021-09-12,28.11387
2021-09-13,26.69039
2021-09-14,25.62277
2021-09-15,28.58837
2021-09-16,23.48754
2021-09-17,25.50415
2021-09-18,22.41992
2021-09-19,25.86002
2021-09-20,21.94543
2021-09-21,30.01186
2021-09-22,33.45195
2021-09-23,39.1459
2021-09-24,34.99406
2021-09-25,48.39857
2021-09-26,48.63582
2021-09-27,42.82325
2021-09-28,40.68801
2021-09-29,39.1459
2021-09-30,34.1637
2021-10-01,30.84223
2021-10-02,30.01186
2021-10-03,30.84223
2021-10-04,39.50177
2021-10-05,40.92526
2021-10-06,38.67141
2021-10-07,35.46856
2021-10-08,25.97864
2021-10-09,21.8268
2021-10-10,27.04626
2021-10-11,34.1637
2021-10-12,32.97746
2021-10-13,27.52075
2021-10-14,30.48635
2021-10-15,25.50415
2021-10-16,25.62277
2021-10-17,27.28351
2021-10-18,29.06287
2021-10-19,30.7236
2021-10-20,27.63938
2021-10-21,24.19928
2021-10-22,28.82562
2021-10-23,23.36892
2021-10-24,71.64887
2021-10-25,51.0083
2021-10-26,46.14472
2021-10-27,37.1293
2021-10-28,29.65599
2021-10-29,30.36773
2021-10-30,25.50415
2021-10-31,33.57058
2021-11-01,37.01067
2021-11-02,36.53618
2021-11-03,28.94424
2021-11-04,26.69039
2021-11-05,27.28351
2021-11-06,20.64056
2021-11-07,31.79122
2021-11-08,32.26571
2021-11-09,27.28351
2021-11-10,31.90984
2021-11-11,26.21589
2021-11-12,21.35231
2021-11-13,24.19928
2021-11-14,28.46975
2021-11-15,32.14709
2021-11-16,34.1637
2021-11-17,30.36773
2021-11-18,30.36773
2021-11-19,26.69039
2021-11-20,24.91103
2021-11-21,30.36773
2021-11-22,30.48635
2021-11-23,28.82562
2021-11-24,31.90984
2021-11-25,31.55397
2021-11-26,24.55516
2021-11-27,23.84341
2021-11-28,32.38434
2021-11-29,30.96085
2021-11-30,33.09608
2021-12-01,30.60498
2021-12-02,22.53855
2021-12-03,23.96204
2021-12-04,21.70818
2021-12-05,31.1981
2021-12-06,26.80901
2021-12-07,32.62158
2021-12-08,29.65599
2021-12-09,32.14709
2021-12-10,28.46975
2021-12-11,28.11387
2021-12-12,27.87663
2021-12-13,36.41755
2021-12-14,30.01186
2021-12-15,27.16488
2021-12-16,25.2669
2021-12-17,22.53855
2021-12-18,20.28469
2021-12-19,29.53736
2021-12-20,30.7236
2021-12-21,33.92645
2021-12-22,28.46975
2021-12-23,29.53736
2021-12-24,24.43653
2021-12-25,22.18268
2021-12-26,28.58837
2021-12-27,35.46856
2021-12-28,31.79122
2021-12-29,37.72241
2021-12-30,30.60498
2021-12-31,25.86002
2022-01-01,30.24911
2022-01-02,36.77342
2022-01-03,38.31553
2022-01-04,35.94306
2022-01-05,34.87544
2022-01-06,33.2147
2022-01-07,28.70699
2022-01-08,29.89323
2022-01-09,35.70581
2022-01-10,37.01067
2022-01-11,31.90984
2022-01-12,30.01186
2022-01-13,30.84223
2022-01-14,27.40213
2022-01-15,27.52075
2022-01-16,35.82443
2022-01-17,37.48517
2022-01-18,33.09608
2022-01-19,32.38434
2022-01-20,32.14709
2022-01-21,28.70699
2022-01-22,24.31791
2022-01-23,31.1981
2022-01-24,35.46856
2022-01-25,39.26453
2022-01-26,34.28232
2022-01-27,31.31672
2022-01-28,29.18149
2022-01-29,25.62277
2022-01-30,26.09727
2022-01-31,30.01186
2022-02-01,36.1803
2022-02-02,42.46737
2022-02-03,36.53618
2022-02-04,40.92526
2022-02-05,31.31672
2022-02-06,39.26453
2022-02-07,40.33214
2022-02-08,33.57058
2022-02-09,32.74021
2022-02-10,29.77461
2022-02-11,30.24911
2022-02-12,26.09727
2022-02-13,30.48635
2022-02-14,32.62158
2022-02-15,29.77461
2022-02-16,27.28351
2022-02-17,32.26571
2022-02-18,30.24911
2022-02-19,24.55516
2022-02-20,29.53736
2022-02-21,42.23013
2022-02-22,37.24792
2022-02-23,41.63701
2022-02-24,31.79122
2022-02-25,28.82562
2022-02-26,26.45314
2022-02-27,29.77461
2022-02-28,47.68683
2022-03-01,46.50059
2022-03-02,32.74021
2022-03-03,35.70581
2022-03-04,32.26571
2022-03-05,31.90984
2022-03-06,36.41755
2022-03-07,31.07947
2022-03-08,34.28232
2022-03-09,25.86002
2022-03-10,33.57058
2022-03-11,53.02491
2022-03-12,80.42704
2022-03-13,82.08778
2022-03-14,99.76275
2022-03-15,100.0
2022-03-16,74.49584
2022-03-17,77.46144
2022-03-18,69.39501
2022-03-19,60.14234
2022-03-20,67.61565
2022-03-21,69.51364
2022-03-22,66.42941
2022-03-23,54.09252
2022-03-24,55.63463
2022-03-25,45.19572
2022-03-26,42.46737
2022-03-27,44.00948
2022-03-28,47.21233
2022-03-29,43.89086
2022-03-30,44.00948
2022-03-31,43.06049
2022-04-01,37.72241
2022-04-02,31.79122
2022-04-03,35.70581
2022-04-04,38.79003
2022-04-05,39.6204
2022-04-06,40.92526
2022-04-07,36.1803
2022-04-08,38.90865
2022-04-09,31.1981
2022-04-10,38.79003
2022-04-11,38.19691
2022-04-12,34.87544
2022-04-13,39.97627
2022-04-14,37.84104
2022-04-15,29.18149
2022-04-16,27.40213
2022-04-17,32.62158
2022-04-18,37.1293
2022-04-19,35.94306
2022-04-20,35.58718
2022-04-21,33.57058
2022-04-22,29.77461
2022-04-23,26.33451
2022-04-24,28.94424
2022-04-25,40.45077
2022-04-26,73.07236
2022-04-27,56.34638
2022-04-28,42.586
2022-04-29,32.02846
2022-04-30,44.72123
2022-05-01,43.89086
2022-05-02,47.09371
2022-05-03,73.42823
2022-05-04,49.34756
2022-05-05,39.1459
2022-05-06,40.21352
2022-05-07,38.67141
2022-05-08,45.5516
2022-05-09,45.31435
2022-05-10,44.48398
2022-05-11,37.72241
2022-05-12,39.6204
2022-05-13,34.87544
2022-05-14,26.69039
2022-05-15,37.48517
2022-05-16,46.02609
2022-05-17,37.84104
2022-05-18,39.73902
2022-05-19,41.87425
2022-05-20,34.63819
2022-05-21,43.06049
2022-05-22,41.39976
2022-05-23,49.58481
2022-05-24,41.16251
2022-05-25,44.12811
2022-05-26,40.92526
2022-05-27,35.23131
2022-05-28,30.24911
2022-05-29,32.97746
2022-05-30,41.51838
2022-05-31,44.83985
2022-06-01,42.586
2022-06-02,39.50177
2022-06-03,41.28113
2022-06-04,31.1981
2022-06-05,37.95966
2022-06-06,37.48517
2022-06-07,40.21352
2022-06-08,41.75563
2022-06-09,34.99406
2022-06-10,28.2325
2022-06-11,27.63938
2022-06-12,30.7236
2022-06-13,34.51957
2022-06-14,34.40094
2022-06-15,32.97746
2022-06-16,30.48635
2022-06-17,29.89323
2022-06-18,26.33451
2022-06-19,26.09727
2022-06-20,33.2147
2022-06-21,29.65599
2022-06-22,28.35112
2022-06-23,28.58837
2022-06-24,25.14827
2022-06-25,23.48754
2022-06-26,24.7924
2022-06-27,33.92645
2022-06-28,26.45314
2022-06-29,30.01186
2022-06-30,30.01186
2022-07-01,24.31791
2022-07-02,22.7758
2022-07-03,27.16488
2022-07-04,30.84223
2022-07-05,27.28351
2022-07-06,23.96204
2022-07-07,22.18268
2022-07-08,21.94543
2022-07-09,19.8102
2022-07-10,25.14827
2022-07-11,27.63938
2022-07-12,28.82562
2022-07-13,24.7924
2022-07-14,26.45314
2022-07-15,24.55516
2022-07-16,24.08066
2022-07-17,26.57176
2022-07-18,30.7236
2022-07-19,31.67259
2022-07-20,30.36773
2022-07-21,30.60498
2022-07-22,26.92763
2022-07-23,26.33451
2022-07-24,23.72479
2022-07-25,38.07829
2022-07-26,36.77342
2022-07-27,28.82562
2022-07-28,26.92763
2022-07-29,29.53736
2022-07-30,25.02965
2022-07-31,27.63938
2022-08-01,29.30011
2022-08-02,31.43534
2022-08-03,30.24911
2022-08-04,31.43534
2022-08-05,26.09727
2022-08-06,22.65717
2022-08-07,29.65599
2022-08-08,26.45314
2022-08-09,31.31672
2022-08-10,32.62158
2022-08-11,30.60498
2022-08-12,25.62277
2022-08-13,32.62158
2022-08-14,28.11387
2022-08-15,41.51838
2022-08-16,74.2586
2022-08-17,79.00355
2022-08-18,49.82206
2022-08-19,43.65361
2022-08-20,33.09608
2022-08-21,43.53499
2022-08-22,46.73784
2022-08-23,41.51838
2022-08-24,39.6204
2022-08-25,38.79003
2022-08-26,34.99406
2022-08-27,31.1981
2022-08-28,30.7236
2022-08-29,35.70581
2022-08-30,41.28113
2022-08-31,38.31553
2022-09-01,32.26571
2022-09-02,29.77461
2022-09-03,20.75919
2022-09-04,26.33451
2022-09-05,29.30011
2022-09-06,29.18149
2022-09-07,25.74139
2022-09-08,22.18268
2022-09-09,19.69157
2022-09-10,22.53855
2022-09-11,28.58837
2022-09-12,40.33214
2022-09-13,38.07829
2022-09-14,33.80782
2022-09-15,32.62158
2022-09-16,28.2325
2022-09-17,28.58837
2022-09-18,28.58837
2022-09-19,33.6892
2022-09-20,33.09608
2022-09-21,29.41874
2022-09-22,35.23131
2022-09-23,30.7236
2022-09-24,24.19928
2022-09-25,25.2669
2022-09-26,36.06168
2022-09-27,34.99406
2022-09-28,29.89323
2022-09-29,27.16488
2022-09-30,24.55516
2022-10-01,23.48754
2022-10-02,25.86002
2022-10-03,32.02846
2022-10-04,34.04507
2022-10-05,25.02965
2022-10-06,23.60616
2022-10-07,24.43653
2022-10-08,20.28469
2022-10-09,27.52075
2022-10-10,31.43534
2022-10-11,32.02846
2022-10-12,32.74021
2022-10-13,32.26571
2022-10-14,25.02965
2022-10-15,28.94424
2022-10-16,30.01186
2022-10-17,29.53736
2022-10-18,34.87544
2022-10-19,25.86002
2022-10-20,25.74139
2022-10-21,25.50415
2022-10-22,21.8268
2022-10-23,26.45314
2022-10-24,27.16488
2022-10-25,31.31672
2022-10-26,26.92763
2022-10-27,31.43534
2022-10-28,29.18149
2022-10-29,20.40332
2022-10-30,15.18386
2022-10-31,26.57176
2022-11-01,23.13167
2022-11-02,25.62277
2022-11-03,23.13167
2022-11-04,21.23368
2022-11-05,18.26809
2022-11-06,20.99644
2022-11-07,27.87663
2022-11-08,27.63938
2022-11-09,25.86002
2022-11-10,24.19928
2022-11-11,23.84341
2022-11-12,16.96322
2022-11-13,22.06405
2022-11-14,31.67259
2022-11-15,27.87663
2022-11-16,25.86002
2022-11-17,25.97864
2022-11-18,27.40213
2022-11-19,22.3013
2022-11-20,27.758
2022-11-21,24.67378
2022-11-22,31.55397
2022-11-23,25.97864
2022-11-24,21.94543
2022-11-25,22.89442
2022-11-26,20.28469
2022-11-27,25.2669
2022-11-28,24.7924
2022-11-29,22.3013
2022-11-30,23.25029
2022-12-01,23.01304
2022-12-02,17.91221
2022-12-03,16.3701
2022-12-04,22.3013
2022-12-05,20.75919
2022-12-06,24.67378
2022-12-07,27.16488
2022-12-08,25.38552
2022-12-09,26.45314
2022-12-10,29.77461
2022-12-11,25.14827
2022-12-12,35.82443
2022-12-13,26.33451
2022-12-14,28.70699
2022-12-15,26.69039
2022-12-16,23.60616
2022-12-17,19.09845
2022-12-18,27.63938
2022-12-19,31.31672
2022-12-20,24.55516
2022-12-21,28.35112
2022-12-22,24.08066
2022-12-23,20.99644
2022-12-24,25.14827
2022-12-25,24.19928
2022-12-26,32.62158
2022-12-27,30.48635
2022-12-28,28.11387
2022-12-29,27.99525
2022-12-30,25.74139
2022-12-31,26.09727
2023-01-01,32.85883
2023-01-02,38.90865
2023-01-03,33.92645
2023-01-04,31.79122
2023-01-05,35.70581
2023-01-06,29.41874
2023-01-07,27.40213
2023-01-08,31.79122
2023-01-09,59.78647
2023-01-10,45.78884
2023-01-11,38.31553
2023-01-12,35.11269
2023-01-13,40.92526
2023-01-14,30.48635
2023-01-15,36.41755
2023-01-16,34.99406
2023-01-17,33.92645
2023-01-18,30.13048
2023-01-19,32.85883
2023-01-20,30.96085
2023-01-21,27.04626
2023-01-22,29.06287
2023-01-23,30.96085
2023-01-24,41.75563
2023-01-25,36.77342
2023-01-26,43.41637
2023-01-27,39.1459
2023-01-28,32.62158
2023-01-29,36.41755
2023-01-30,37.72241
2023-01-31,37.1293
2023-02-01,33.6892
2023-02-02,29.41874
2023-02-03,36.29893
2023-02-04,25.74139
2023-02-05,32.97746
2023-02-06,41.16251
2023-02-07,38.67141
2023-02-08,32.97746
2023-02-09,31.67259
2023-02-10,28.58837
2023-02-11,25.74139
2023-02-12,32.97746
2023-02-13,35.70581
2023-02-14,33.57058
2023-02-15,29.89323
2023-02-16,28.82562
2023-02-17,28.70699
2023-02-18,27.04626
2023-02-19,31.79122
2023-02-20,34.87544
2023-02-21,33.2147
2023-02-22,30.36773
2023-02-23,30.48635
2023-02-24,36.29893
2023-02-25,36.41755
2023-02-26,37.36654
2023-02-27,43.41637
2023-02-28,45.43297
2023-03-01,36.06168
2023-03-02,40.33214
2023-03-03,38.90865
2023-03-04,33.09608
2023-03-05,35.58718
2023-03-06,34.87544
2023-03-07,36.89205
2023-03-08,36.29893
2023-03-09,30.7236
2023-03-10,28.35112
2023-03-11,22.53855
2023-03-12,28.35112
2023-03-13,30.36773
2023-03-14,29.89323
2023-03-15,30.84223
2023-03-16,30.01186
2023-03-17,26.21589
2023-03-18,24.19928
2023-03-19,27.63938
2023-03-20,29.65599
2023-03-21,31.1981
2023-03-22,31.79122
2023-03-23,28.82562
2023-03-24,31.07947
2023-03-25,24.91103
2023-03-26,30.01186
2023-03-27,29.89323
2023-03-28,36.89205
2023-03-29,30.01186
2023-03-30,27.40213
2023-03-31,27.04626
2023-04-01,27.28351
2023-04-02,24.7924
2023-04-03,24.55516
2023-04-04,29.41874
2023-04-05,27.52075
2023-04-06,25.2669
2023-04-07,23.84341
2023-04-08,19.09845
2023-04-09,26.57176
2023-04-10,30.60498
2023-04-11,36.6548
2023-04-12,74.13997
2023-04-13,38.90865
2023-04-14,32.97746
2023-04-15,25.38552
2023-04-16,34.40094
2023-04-17,31.31672
2023-04-18,33.57058
2023-04-19,27.87663
2023-04-20,32.50296
2023-04-21,26.45314
2023-04-22,19.21708
2023-04-23,25.74139
2023-04-24,28.46975
2023-04-25,33.92645
2023-04-26,27.52075
2023-04-27,23.36892
2023-04-28,24.55516
2023-04-29,22.41992
2023-04-30,21.70818
2023-05-01,27.758
2023-05-02,29.65599
2023-05-03,21.8268
2023-05-04,24.08066
2023-05-05,24.67378
2023-05-06,23.72479
2023-05-07,27.63938
2023-05-08,28.70699
2023-05-09,29.53736
2023-05-10,27.63938
2023-05-11,27.16488
2023-05-12,27.99525
2023-05-13,19.09845
2023-05-14,24.67378
2023-05-15,38.55278
2023-05-16,35.94306
2023-05-17,31.79122
2023-05-18,27.758
2023-05-19,26.69039
2023-05-20,26.09727
2023-05-21,32.62158
2023-05-22,32.02846
2023-05-23,27.04626
2023-05-24,24.91103
2023-05-25,32.38434
2023-05-26,30.7236
2023-05-27,23.01304
2023-05-28,25.50415
2023-05-29,32.14709
