date,2차전지ETF
2021-06-22,5.84594
2021-06-23,6.39614
2021-06-24,7.81751
2021-06-25,6.69417
2021-06-26,3.07198
2021-06-27,3.46171
2021-06-28,6.25859
2021-06-29,6.83172
2021-06-30,6.41907
2021-07-01,6.32737
2021-07-02,4.79138
2021-07-03,2.75103
2021-07-04,3.50756
2021-07-05,5.93764
2021-07-06,6.87757
2021-07-07,7.12975
2021-07-08,8.66574
2021-07-09,10.06419
2021-07-10,5.1811
2021-07-11,6.94635
2021-07-12,10.66024
2021-07-13,13.73223
2021-07-14,13.93856
2021-07-15,13.7093
2021-07-16,11.37093
2021-07-17,5.06648
2021-07-18,6.8088
2021-07-19,11.7148
2021-07-20,11.5314
2021-07-21,8.78037
2021-07-22,8.34479
2021-07-23,11.1646
2021-07-24,5.84594
2021-07-25,4.9977
2021-07-26,8.61989
2021-07-27,10.56854
2021-07-28,8.02384
2021-07-29,9.69738
2021-07-30,10.52269
2021-07-31,4.33287
2021-08-01,4.26409
2021-08-02,7.65703
2021-08-03,8.36772
2021-08-04,10.29344
2021-08-05,10.06419
2021-08-06,10.24759
2021-08-07,6.6254
2021-08-08,6.02934
2021-08-09,14.76386
2021-08-10,14.23658
2021-08-11,13.96148
2021-08-12,21.41219
2021-08-13,19.46354
2021-08-14,9.37643
2021-08-15,9.30765
2021-08-16,12.08161
2021-08-17,18.56946
2021-08-18,15.40577
2021-08-19,13.2508
2021-08-20,13.29665
2021-08-21,7.56533
2021-08-22,6.37322
2021-08-23,13.41127
2021-08-24,15.56625
2021-08-25,11.76066
2021-08-26,11.21045
2021-08-27,7.54241
2021-08-28,4.05777
2021-08-29,5.04355
2021-08-30,9.99541
2021-08-31,10.66024
2021-09-01,9.72031
2021-09-02,13.4342
2021-09-03,9.85786
2021-09-04,4.21824
2021-09-05,4.5392
2021-09-06,8.23016
2021-09-07,10.9812
2021-09-08,9.19303
2021-09-09,11.09582
2021-09-10,13.5259
2021-09-11,6.05226
2021-09-12,5.86886
2021-09-13,18.22558
2021-09-14,14.05318
2021-09-15,14.60339
2021-09-16,14.87849
2021-09-17,11.23337
2021-09-18,5.31866
2021-09-19,4.60797
2021-09-20,3.62219
2021-09-21,4.56212
2021-09-22,5.77716
2021-09-23,12.35671
2021-09-24,17.28564
2021-09-25,10.77487
2021-09-26,13.04447
2021-09-27,21.36634
2021-09-28,21.73314
2021-09-29,20.28885
2021-09-30,18.01925
2021-10-01,17.56075
2021-10-02,7.84044
2021-10-03,8.57404
2021-10-04,8.78037
2021-10-05,16.66666
2021-10-06,18.38606
2021-10-07,19.16552
2021-10-08,13.84685
2021-10-09,5.1811
2021-10-10,8.78037
2021-10-11,8.96377
2021-10-12,14.14488
2021-10-13,16.62081
2021-10-14,16.55204
2021-10-15,14.94727
2021-10-16,6.9922
2021-10-17,7.51948
2021-10-18,16.52911
2021-10-19,19.53232
2021-10-20,19.62402
2021-10-21,23.88812
2021-10-22,18.38606
2021-10-23,8.48234
2021-10-24,7.33608
2021-10-25,15.19944
2021-10-26,20.40348
2021-10-27,17.46905
2021-10-28,15.6121
2021-10-29,14.85557
2021-10-30,10.59147
2021-10-31,6.94635
2021-11-01,19.09674
2021-11-02,13.02154
2021-11-03,13.0674
2021-11-04,13.8927
2021-11-05,13.84685
2021-11-06,5.66254
2021-11-07,7.74873
2021-11-08,14.51169
2021-11-09,17.23979
2021-11-10,15.56625
2021-11-11,16.09353
2021-11-12,17.01054
2021-11-13,8.75745
2021-11-14,7.56533
2021-11-15,16.75836
2021-11-16,16.98762
2021-11-17,17.95048
2021-11-18,17.10224
2021-11-19,14.60339
2021-11-20,6.85465
2021-11-21,7.84044
2021-11-22,16.68959
2021-11-23,13.7093
2021-11-24,11.23337
2021-11-25,13.1591
2021-11-26,12.67767
2021-11-27,4.40165
2021-11-28,6.12104
2021-11-29,8.64282
2021-11-30,10.63732
2021-12-01,10.93535
2021-12-02,13.82393
2021-12-03,9.2618
2021-12-04,3.78266
2021-12-05,4.08069
2021-12-06,8.73452
2021-12-07,11.00412
2021-12-08,11.60018
2021-12-09,10.40806
2021-12-10,8.34479
2021-12-11,4.51627
2021-12-12,4.906
2021-12-13,9.30765
2021-12-14,11.09582
2021-12-15,12.17331
2021-12-16,8.50527
2021-12-17,6.12104
2021-12-18,3.53049
2021-12-19,3.18661
2021-12-20,9.2618
2021-12-21,12.88399
2021-12-22,13.50298
2021-12-23,10.27051
2021-12-24,9.39935
2021-12-25,4.05777
2021-12-26,4.74552
2021-12-27,8.82622
2021-12-28,11.30215
2021-12-29,9.81201
2021-12-30,9.21595
2021-12-31,4.92893
2022-01-01,3.48464
2022-01-02,4.6309
2022-01-03,11.76066
2022-01-04,11.09582
2022-01-05,9.49105
2022-01-06,8.61989
2022-01-07,7.88629
2022-01-08,3.64511
2022-01-09,3.43878
2022-01-10,8.59697
2022-01-11,10.04126
2022-01-12,12.31086
2022-01-13,10.68317
2022-01-14,7.84044
2022-01-15,3.96607
2022-01-16,5.11233
2022-01-17,8.02384
2022-01-18,11.98991
2022-01-19,12.49426
2022-01-20,15.15359
2022-01-21,8.73452
2022-01-22,5.29573
2022-01-23,5.22696
2022-01-24,8.16139
2022-01-25,8.75745
2022-01-26,15.65795
2022-01-27,18.11095
2022-01-28,17.58367
2022-01-29,6.25859
2022-01-30,5.06648
2022-01-31,4.05777
2022-02-01,5.04355
2022-02-02,6.60247
2022-02-03,12.92984
2022-02-04,12.95277
2022-02-05,8.16139
2022-02-06,5.73131
2022-02-07,13.73223
2022-02-08,14.07611
2022-02-09,11.73773
2022-02-10,10.56854
2022-02-11,7.74873
2022-02-12,2.43007
2022-02-13,6.07519
2022-02-14,9.88078
2022-02-15,8.87207
2022-02-16,7.56533
2022-02-17,7.0839
2022-02-18,5.59376
2022-02-19,2.59055
2022-02-20,3.71389
2022-02-21,5.91471
2022-02-22,5.54791
2022-02-23,5.34158
2022-02-24,6.41907
2022-02-25,6.55662
2022-02-26,3.41586
2022-02-27,2.40715
2022-02-28,4.33287
2022-03-01,2.95735
2022-03-02,6.78587
2022-03-03,6.09812
2022-03-04,5.04355
2022-03-05,2.40715
2022-03-06,2.47592
2022-03-07,5.27281
2022-03-08,5.43328
2022-03-09,2.65933
2022-03-10,5.34158
2022-03-11,7.97799
2022-03-12,3.27831
2022-03-13,2.79688
2022-03-14,10.04126
2022-03-15,7.49656
2022-03-16,5.80009
2022-03-17,7.2673
2022-03-18,6.18982
2022-03-19,3.43878
2022-03-20,2.70518
2022-03-21,6.23567
2022-03-22,5.41036
2022-03-23,6.92342
2022-03-24,5.80009
2022-03-25,6.69417
2022-03-26,3.69096
2022-03-27,3.11783
2022-03-28,5.34158
2022-03-29,7.10683
2022-03-30,7.01513
2022-03-31,8.23016
2022-04-01,5.86886
2022-04-02,2.61348
2022-04-03,2.22375
2022-04-04,5.34158
2022-04-05,8.75745
2022-04-06,8.29894
2022-04-07,6.76295
2022-04-08,9.69738
2022-04-09,4.12654
2022-04-10,2.95735
2022-04-11,6.12104
2022-04-12,5.20403
2022-04-13,5.36451
2022-04-14,6.02934
2022-04-15,5.31866
2022-04-16,1.60476
2022-04-17,2.98028
2022-04-18,4.86015
2022-04-19,5.02063
2022-04-20,5.96056
2022-04-21,6.23567
2022-04-22,5.84594
2022-04-23,1.28381
2022-04-24,1.71939
2022-04-25,4.10362
2022-04-26,4.33287
2022-04-27,4.19532
2022-04-28,4.17239
2022-04-29,4.26409
2022-04-30,1.67354
2022-05-01,0.84823
2022-05-02,3.30123
2022-05-03,3.57634
2022-05-04,3.14076
2022-05-05,1.85694
2022-05-06,3.32416
2022-05-07,1.10041
2022-05-08,1.37551
2022-05-09,3.37001
2022-05-10,3.07198
2022-05-11,3.59926
2022-05-12,3.62219
2022-05-13,2.95735
2022-05-14,1.69646
2022-05-15,0.89408
2022-05-16,3.32416
2022-05-17,3.80559
2022-05-18,4.5392
2022-05-19,5.54791
2022-05-20,5.66254
2022-05-21,1.94864
2022-05-22,2.49885
2022-05-23,4.8143
2022-05-24,4.12654
2022-05-25,3.69096
2022-05-26,3.87436
2022-05-27,3.71389
2022-05-28,2.20082
2022-05-29,1.16918
2022-05-30,3.37001
2022-05-31,4.33287
2022-06-01,2.22375
2022-06-02,3.30123
2022-06-03,3.57634
2022-06-04,1.28381
2022-06-05,1.16918
2022-06-06,1.53599
2022-06-07,3.27831
2022-06-08,3.66804
2022-06-09,4.3558
2022-06-10,3.34708
2022-06-11,1.19211
2022-06-12,1.19211
2022-06-13,4.14947
2022-06-14,4.42457
2022-06-15,4.01192
2022-06-16,6.23567
2022-06-17,4.30994
2022-06-18,4.26409
2022-06-19,2.68225
2022-06-20,4.9977
2022-06-21,4.74552
2022-06-22,5.70839
2022-06-23,5.75424
2022-06-24,4.92893
2022-06-25,2.24667
2022-06-26,1.92572
2022-06-27,4.97478
2022-06-28,4.51627
2022-06-29,3.96607
2022-06-30,6.02934
2022-07-01,5.68546
2022-07-02,1.67354
2022-07-03,1.65061
2022-07-04,4.24117
2022-07-05,4.6309
2022-07-06,3.30123
2022-07-07,3.80559
2022-07-08,3.69096
2022-07-09,1.10041
2022-07-10,1.21503
2022-07-11,2.77395
2022-07-12,3.0032
2022-07-13,2.47592
2022-07-14,3.30123
2022-07-15,3.30123
2022-07-16,1.23796
2022-07-17,0.80238
2022-07-18,3.46171
2022-07-19,3.87436
2022-07-20,3.64511
2022-07-21,3.69096
2022-07-22,4.05777
2022-07-23,2.04034
2022-07-24,1.35259
2022-07-25,3.66804
2022-07-26,2.88858
2022-07-27,2.8198
2022-07-28,3.48464
2022-07-29,3.39293
2022-07-30,1.60476
2022-07-31,1.32966
2022-08-01,4.60797
2022-08-02,4.17239
2022-08-03,4.65382
2022-08-04,5.36451
2022-08-05,4.30994
2022-08-06,1.55891
2022-08-07,1.55891
2022-08-08,4.47042
2022-08-09,4.30994
2022-08-10,4.69967
2022-08-11,5.34158
2022-08-12,4.88308
2022-08-13,1.53599
2022-08-14,1.78817
2022-08-15,2.6364
2022-08-16,5.27281
2022-08-17,4.88308
2022-08-18,4.10362
2022-08-19,4.17239
2022-08-20,1.83402
2022-08-21,1.67354
2022-08-22,3.02613
2022-08-23,4.14947
2022-08-24,3.43878
2022-08-25,4.10362
2022-08-26,4.10362
2022-08-27,2.04034
2022-08-28,1.69646
2022-08-29,3.71389
2022-08-30,4.8143
2022-08-31,3.94314
2022-09-01,3.53049
2022-09-02,3.48464
2022-09-03,1.81109
2022-09-04,1.60476
2022-09-05,3.39293
2022-09-06,3.73681
2022-09-07,4.10362
2022-09-08,4.03484
2022-09-09,2.10912
2022-09-10,2.453
2022-09-11,2.6364
2022-09-12,2.38422
2022-09-13,4.92893
2022-09-14,5.93764
2022-09-15,6.07519
2022-09-16,4.65382
2022-09-17,2.59055
2022-09-18,2.29252
2022-09-19,4.3558
2022-09-20,3.96607
2022-09-21,4.21824
2022-09-22,3.80559
2022-09-23,3.96607
2022-09-24,1.39844
2022-09-25,1.74232
2022-09-26,5.15818
2022-09-27,5.02063
2022-09-28,5.61668
2022-09-29,5.80009
2022-09-30,4.7226
2022-10-01,1.87987
2022-10-02,2.20082
2022-10-03,2.29252
2022-10-04,5.27281
2022-10-05,5.11233
2022-10-06,5.24988
2022-10-07,4.6309
2022-10-08,1.83402
2022-10-09,3.25538
2022-10-10,2.98028
2022-10-11,6.05226
2022-10-12,5.54791
2022-10-13,4.8143
2022-10-14,5.47913
2022-10-15,2.93443
2022-10-16,2.70518
2022-10-17,7.38193
2022-10-18,6.57955
2022-10-19,7.51948
2022-10-20,7.2673
2022-10-21,5.41036
2022-10-22,2.49885
2022-10-23,1.67354
2022-10-24,5.73131
2022-10-25,5.82301
2022-10-26,5.15818
2022-10-27,10.45392
2022-10-28,9.14718
2022-10-29,3.75974
2022-10-30,2.49885
2022-10-31,7.29023
2022-11-01,11.48555
2022-11-02,11.2563
2022-11-03,9.76616
2022-11-04,8.91792
2022-11-05,2.86565
2022-11-06,4.10362
2022-11-07,7.97799
2022-11-08,6.96928
2022-11-09,6.94635
2022-11-10,7.38193
2022-11-11,8.73452
2022-11-12,3.96607
2022-11-13,5.20403
2022-11-14,10.06419
2022-11-15,8.16139
2022-11-16,7.31315
2022-11-17,6.07519
2022-11-18,5.27281
2022-11-19,1.94864
2022-11-20,2.61348
2022-11-21,5.70839
2022-11-22,6.5337
2022-11-23,5.57083
2022-11-24,7.12975
2022-11-25,6.55662
2022-11-26,3.27831
2022-11-27,2.9115
2022-11-28,5.11233
2022-11-29,4.95185
2022-11-30,5.77716
2022-12-01,4.67675
2022-12-02,4.19532
2022-12-03,3.80559
2022-12-04,3.18661
2022-12-05,5.20403
2022-12-06,4.01192
2022-12-07,5.61668
2022-12-08,4.76845
2022-12-09,7.54241
2022-12-10,2.7281
2022-12-11,3.34708
2022-12-12,5.13525
2022-12-13,5.89179
2022-12-14,5.34158
2022-12-15,4.19532
2022-12-16,3.39293
2022-12-17,2.68225
2022-12-18,2.8198
2022-12-19,4.49335
2022-12-20,5.22696
2022-12-21,4.9977
2022-12-22,4.30994
2022-12-23,4.6309
2022-12-24,2.15497
2022-12-25,3.59926
2022-12-26,5.11233
2022-12-27,6.14397
2022-12-28,7.29023
2022-12-29,6.25859
2022-12-30,3.82851
2022-12-31,2.59055
2023-01-01,2.70518
2023-01-02,5.0894
2023-01-03,6.69417
2023-01-04,5.89179
2023-01-05,5.52498
2023-01-06,6.67125
2023-01-07,3.57634
2023-01-08,3.62219
2023-01-09,6.37322
2023-01-10,7.10683
2023-01-11,6.96928
2023-01-12,8.09261
2023-01-13,6.94635
2023-01-14,5.38743
2023-01-15,5.29573
2023-01-16,6.83172
2023-01-17,6.55662
2023-01-18,5.52498
2023-01-19,4.92893
2023-01-20,4.906
2023-01-21,2.22375
2023-01-22,2.84273
2023-01-23,2.86565
2023-01-24,3.07198
2023-01-25,7.12975
2023-01-26,9.69738
2023-01-27,8.78037
2023-01-28,4.37872
2023-01-29,4.05777
2023-01-30,8.39064
2023-01-31,6.92342
2023-02-01,9.30765
2023-02-02,10.75194
2023-02-03,8.02384
2023-02-04,4.12654
2023-02-05,5.06648
2023-02-06,7.06098
2023-02-07,11.348
2023-02-08,13.8927
2023-02-09,16.85006
2023-02-10,13.41127
2023-02-11,6.23567
2023-02-12,7.42778
2023-02-13,10.77487
2023-02-14,10.82072
2023-02-15,11.48555
2023-02-16,15.72673
2023-02-17,12.21916
2023-02-18,6.39614
2023-02-19,6.09812
2023-02-20,10.63732
2023-02-21,12.26501
2023-02-22,10.82072
2023-02-23,9.37643
2023-02-24,10.20174
2023-02-25,7.03805
2023-02-26,6.16689
2023-02-27,10.11004
2023-02-28,12.72352
2023-03-01,9.21595
2023-03-02,13.1591
2023-03-03,20.22008
2023-03-04,11.7148
2023-03-05,12.19624
2023-03-06,29.94039
2023-03-07,29.71114
2023-03-08,21.89362
2023-03-09,18.54653
2023-03-10,14.41999
2023-03-11,5.89179
2023-03-12,6.87757
2023-03-13,15.35992
2023-03-14,13.6176
2023-03-15,16.78129
2023-03-16,17.30857
2023-03-17,14.19073
2023-03-18,6.87757
2023-03-19,7.31315
2023-03-20,11.55433
2023-03-21,11.5314
2023-03-22,16.23108
2023-03-23,22.74186
2023-03-24,16.48326
2023-03-25,12.72352
2023-03-26,12.15038
2023-03-27,19.80742
2023-03-28,16.43741
2023-03-29,20.49518
2023-03-30,19.66987
2023-03-31,17.5149
2023-04-01,9.62861
2023-04-02,9.12425
2023-04-03,23.01696
2023-04-04,21.54974
2023-04-05,20.51811
2023-04-06,21.41219
2023-04-07,20.81613
2023-04-08,9.0784
2023-04-09,11.96698
2023-04-10,44.93351
2023-04-11,42.1137
2023-04-12,32.41632
2023-04-13,26.06602
2023-04-14,22.07702
2023-04-15,11.348
2023-04-16,12.51719
2023-04-17,23.79642
2023-04-18,25.37826
2023-04-19,28.42732
2023-04-20,25.30949
2023-04-21,21.48097
2023-04-22,10.06419
2023-04-23,10.77487
2023-04-24,22.76478
2023-04-25,25.58459
2023-04-26,20.60981
2023-04-27,20.81613
2023-04-28,14.97019
2023-04-29,8.13846
2023-04-30,6.92342
2023-05-01,7.88629
2023-05-02,14.97019
2023-05-03,13.02154
2023-05-04,10.47684
2023-05-05,6.32737
2023-05-06,3.94314
2023-05-07,4.60797
2023-05-08,11.48555
2023-05-09,13.54883
2023-05-10,11.18752
2023-05-11,14.55754
2023-05-12,12.67767
2023-05-13,4.76845
2023-05-14,4.47042
2023-05-15,11.41678
2023-05-16,10.17881
2023-05-17,10.52269
2023-05-18,9.83493
2023-05-19,8.84915
2023-05-20,5.27281
2023-05-21,5.36451
2023-05-22,14.83264
2023-05-23,14.14488
2023-05-24,10.82072
2023-05-25,8.78037
2023-05-26,10.22466
2023-05-27,7.95506
2023-05-28,6.74002
