date,맛집추천
2020-03-20,3.78042
2020-03-21,5.59295
2020-03-22,5.23045
2020-03-23,3.67685
2020-03-24,2.22682
2020-03-25,2.79647
2020-03-26,2.53754
2020-03-27,3.57327
2020-03-28,4.14293
2020-03-29,4.14293
2020-03-30,2.74469
2020-03-31,3.62506
2020-04-01,3.78042
2020-04-02,3.21077
2020-04-03,4.50543
2020-04-04,4.71258
2020-04-05,3.26255
2020-04-06,2.27861
2020-04-07,3.05541
2020-04-08,3.10719
2020-04-09,3.72863
2020-04-10,3.52149
2020-04-11,5.33402
2020-04-12,4.66079
2020-04-13,4.71258
2020-04-14,4.03935
2020-04-15,6.36975
2020-04-16,3.67685
2020-04-17,4.81615
2020-04-18,5.69653
2020-04-19,4.86794
2020-04-20,3.36613
2020-04-21,3.88399
2020-04-22,3.21077
2020-04-23,3.67685
2020-04-24,3.93578
2020-04-25,6.11082
2020-04-26,5.28223
2020-04-27,3.4697
2020-04-28,4.35007
2020-04-29,4.81615
2020-04-30,7.61263
2020-05-01,6.05903
2020-05-02,6.31796
2020-05-03,6.42154
2020-05-04,6.31796
2020-05-05,6.5769
2020-05-06,3.67685
2020-05-07,5.12687
2020-05-08,4.66079
2020-05-09,4.71258
2020-05-10,5.23045
2020-05-11,2.79647
2020-05-12,3.52149
2020-05-13,3.88399
2020-05-14,3.57327
2020-05-15,4.40186
2020-05-16,6.78404
2020-05-17,5.95546
2020-05-18,4.40186
2020-05-19,4.35007
2020-05-20,3.00362
2020-05-21,3.67685
2020-05-22,4.76437
2020-05-23,6.00725
2020-05-24,7.14655
2020-05-25,3.88399
2020-05-26,3.52149
2020-05-27,4.03935
2020-05-28,4.60901
2020-05-29,4.97151
2020-05-30,5.43759
2020-05-31,5.95546
2020-06-01,3.93578
2020-06-02,3.21077
2020-06-03,3.15898
2020-06-04,3.83221
2020-06-05,4.76437
2020-06-06,7.30191
2020-06-07,6.05903
2020-06-08,3.26255
2020-06-09,3.83221
2020-06-10,2.74469
2020-06-11,3.26255
2020-06-12,7.19834
2020-06-13,7.04298
2020-06-14,7.09476
2020-06-15,4.97151
2020-06-16,3.21077
2020-06-17,3.4697
2020-06-18,3.21077
2020-06-19,4.03935
2020-06-20,4.97151
2020-06-21,4.35007
2020-06-22,3.05541
2020-06-23,2.12325
2020-06-24,3.41791
2020-06-25,3.57327
2020-06-26,3.93578
2020-06-27,5.74831
2020-06-28,5.0233
2020-06-29,2.90005
2020-06-30,3.26255
2020-07-01,3.83221
2020-07-02,3.15898
2020-07-03,3.72863
2020-07-04,6.05903
2020-07-05,5.74831
2020-07-06,3.88399
2020-07-07,3.26255
2020-07-08,3.62506
2020-07-09,3.83221
2020-07-10,4.03935
2020-07-11,6.05903
2020-07-12,5.12687
2020-07-13,3.93578
2020-07-14,3.31434
2020-07-15,3.4697
2020-07-16,3.4697
2020-07-17,4.29829
2020-07-18,6.31796
2020-07-19,6.26618
2020-07-20,4.35007
2020-07-21,3.83221
2020-07-22,3.31434
2020-07-23,3.4697
2020-07-24,4.09114
2020-07-25,6.78404
2020-07-26,5.69653
2020-07-27,4.50543
2020-07-28,4.14293
2020-07-29,3.88399
2020-07-30,4.03935
2020-07-31,4.60901
2020-08-01,5.54117
2020-08-02,7.56084
2020-08-03,4.40186
2020-08-04,4.60901
2020-08-05,4.45365
2020-08-06,5.74831
2020-08-07,4.66079
2020-08-08,5.54117
2020-08-09,5.12687
2020-08-10,4.97151
2020-08-11,3.36613
2020-08-12,4.86794
2020-08-13,3.62506
2020-08-14,4.91973
2020-08-15,7.04298
2020-08-16,7.92335
2020-08-17,5.74831
2020-08-18,3.67685
2020-08-19,4.09114
2020-08-20,3.4697
2020-08-21,2.95183
2020-08-22,5.07509
2020-08-23,4.2465
2020-08-24,3.52149
2020-08-25,4.29829
2020-08-26,4.71258
2020-08-27,3.41791
2020-08-28,3.36613
2020-08-29,4.35007
2020-08-30,3.21077
2020-08-31,3.4697
2020-09-01,2.64111
2020-09-02,2.58933
2020-09-03,3.10719
2020-09-04,3.4697
2020-09-05,3.41791
2020-09-06,4.91973
2020-09-07,2.90005
2020-09-08,3.21077
2020-09-09,3.67685
2020-09-10,2.90005
2020-09-11,3.57327
2020-09-12,3.78042
2020-09-13,5.54117
2020-09-14,3.57327
2020-09-15,2.07146
2020-09-16,3.4697
2020-09-17,3.4697
2020-09-18,3.15898
2020-09-19,5.0233
2020-09-20,4.55722
2020-09-21,2.64111
2020-09-22,3.83221
2020-09-23,2.90005
2020-09-24,3.98757
2020-09-25,3.78042
2020-09-26,4.03935
2020-09-27,4.19471
2020-09-28,2.6929
2020-09-29,3.31434
2020-09-30,3.93578
2020-10-01,3.41791
2020-10-02,5.54117
2020-10-03,5.28223
2020-10-04,3.88399
2020-10-05,2.95183
2020-10-06,3.26255
2020-10-07,3.62506
2020-10-08,4.19471
2020-10-09,6.5769
2020-10-10,4.66079
2020-10-11,4.71258
2020-10-12,1.96789
2020-10-13,2.95183
2020-10-14,2.6929
2020-10-15,2.84826
2020-10-16,4.03935
2020-10-17,3.52149
2020-10-18,5.07509
2020-10-19,3.36613
2020-10-20,2.74469
2020-10-21,2.48575
2020-10-22,4.2465
2020-10-23,3.67685
2020-10-24,3.67685
2020-10-25,5.74831
2020-10-26,3.41791
2020-10-27,3.4697
2020-10-28,2.64111
2020-10-29,2.64111
2020-10-30,3.98757
2020-10-31,5.28223
2020-11-01,4.40186
2020-11-02,3.88399
2020-11-03,4.09114
2020-11-04,4.19471
2020-11-05,2.79647
2020-11-06,3.21077
2020-11-07,4.86794
2020-11-08,4.76437
2020-11-09,2.6929
2020-11-10,2.79647
2020-11-11,3.78042
2020-11-12,3.52149
2020-11-13,4.45365
2020-11-14,4.55722
2020-11-15,4.86794
2020-11-16,3.36613
2020-11-17,2.84826
2020-11-18,3.52149
2020-11-19,2.64111
2020-11-20,3.31434
2020-11-21,3.88399
2020-11-22,3.98757
2020-11-23,2.12325
2020-11-24,2.58933
2020-11-25,2.84826
2020-11-26,1.96789
2020-11-27,2.38218
2020-11-28,3.21077
2020-11-29,3.88399
2020-11-30,2.17503
2020-12-01,2.90005
2020-12-02,3.15898
2020-12-03,2.38218
2020-12-04,2.6929
2020-12-05,4.29829
2020-12-06,3.10719
2020-12-07,2.27861
2020-12-08,2.84826
2020-12-09,3.15898
2020-12-10,2.33039
2020-12-11,2.33039
2020-12-12,3.15898
2020-12-13,2.64111
2020-12-14,2.01967
2020-12-15,2.27861
2020-12-16,2.17503
2020-12-17,1.60538
2020-12-18,2.90005
2020-12-19,3.57327
2020-12-20,2.43397
2020-12-21,2.79647
2020-12-22,1.81253
2020-12-23,2.22682
2020-12-24,3.10719
2020-12-25,4.45365
2020-12-26,3.57327
2020-12-27,2.6929
2020-12-28,3.52149
2020-12-29,2.38218
2020-12-30,2.58933
2020-12-31,3.31434
2021-01-01,4.50543
2021-01-02,5.12687
2021-01-03,3.15898
2021-01-04,1.34645
2021-01-05,1.76074
2021-01-06,2.22682
2021-01-07,2.01967
2021-01-08,3.62506
2021-01-09,3.00362
2021-01-10,3.26255
2021-01-11,2.07146
2021-01-12,2.6929
2021-01-13,2.79647
2021-01-14,2.43397
2021-01-15,3.72863
2021-01-16,5.0233
2021-01-17,4.40186
2021-01-18,1.9161
2021-01-19,3.78042
2021-01-20,3.62506
2021-01-21,3.05541
2021-01-22,3.26255
2021-01-23,4.76437
2021-01-24,5.59295
2021-01-25,2.74469
2021-01-26,2.53754
2021-01-27,2.27861
2021-01-28,2.43397
2021-01-29,3.62506
2021-01-30,5.64474
2021-01-31,4.09114
2021-02-01,3.10719
2021-02-02,2.53754
2021-02-03,2.74469
2021-02-04,3.10719
2021-02-05,2.43397
2021-02-06,4.71258
2021-02-07,4.60901
2021-02-08,3.67685
2021-02-09,3.41791
2021-02-10,4.09114
2021-02-11,4.40186
2021-02-12,4.40186
2021-02-13,5.64474
2021-02-14,5.54117
2021-02-15,2.90005
2021-02-16,3.52149
2021-02-17,3.31434
2021-02-18,3.4697
2021-02-19,3.72863
2021-02-20,5.33402
2021-02-21,5.38581
2021-02-22,3.83221
2021-02-23,3.15898
2021-02-24,3.41791
2021-02-25,2.6929
2021-02-26,3.67685
2021-02-27,5.0233
2021-02-28,6.5769
2021-03-01,4.40186
2021-03-02,2.6929
2021-03-03,3.05541
2021-03-04,3.31434
2021-03-05,4.29829
2021-03-06,6.99119
2021-03-07,5.07509
2021-03-08,3.57327
2021-03-09,3.15898
2021-03-10,3.98757
2021-03-11,4.19471
2021-03-12,4.50543
2021-03-13,4.97151
2021-03-14,7.09476
2021-03-15,3.10719
2021-03-16,4.14293
2021-03-17,3.31434
2021-03-18,2.84826
2021-03-19,4.19471
2021-03-20,5.48938
2021-03-21,6.05903
2021-03-22,3.26255
2021-03-23,2.48575
2021-03-24,3.72863
2021-03-25,3.00362
2021-03-26,4.76437
2021-03-27,6.16261
2021-03-28,5.95546
2021-03-29,3.26255
2021-03-30,4.50543
2021-03-31,3.36613
2021-04-01,3.4697
2021-04-02,4.55722
2021-04-03,5.43759
2021-04-04,6.62868
2021-04-05,3.26255
2021-04-06,3.57327
2021-04-07,2.74469
2021-04-08,4.19471
2021-04-09,3.52149
2021-04-10,5.59295
2021-04-11,5.38581
2021-04-12,4.09114
2021-04-13,3.57327
2021-04-14,2.74469
2021-04-15,2.33039
2021-04-16,4.09114
2021-04-17,5.17866
2021-04-18,5.12687
2021-04-19,3.31434
2021-04-20,3.88399
2021-04-21,3.98757
2021-04-22,3.36613
2021-04-23,4.19471
2021-04-24,4.66079
2021-04-25,4.19471
2021-04-26,3.4697
2021-04-27,3.05541
2021-04-28,3.31434
2021-04-29,3.83221
2021-04-30,3.41791
2021-05-01,7.04298
2021-05-02,5.23045
2021-05-03,3.36613
2021-05-04,4.2465
2021-05-05,7.3537
2021-05-06,3.36613
2021-05-07,4.29829
2021-05-08,5.85189
2021-05-09,4.81615
2021-05-10,4.35007
2021-05-11,2.6929
2021-05-12,2.84826
2021-05-13,2.90005
2021-05-14,4.35007
2021-05-15,4.86794
2021-05-16,6.73226
2021-05-17,4.03935
2021-05-18,5.33402
2021-05-19,5.17866
2021-05-20,3.05541
2021-05-21,4.60901
2021-05-22,5.23045
2021-05-23,5.17866
2021-05-24,3.52149
2021-05-25,3.72863
2021-05-26,3.83221
2021-05-27,2.74469
2021-05-28,3.83221
2021-05-29,5.85189
2021-05-30,5.23045
2021-05-31,2.95183
2021-06-01,3.05541
2021-06-02,3.62506
2021-06-03,3.10719
2021-06-04,4.19471
2021-06-05,6.83583
2021-06-06,5.48938
2021-06-07,2.53754
2021-06-08,3.98757
2021-06-09,4.09114
2021-06-10,3.62506
2021-06-11,4.19471
2021-06-12,6.21439
2021-06-13,5.8001
2021-06-14,3.05541
2021-06-15,3.41791
2021-06-16,3.98757
2021-06-17,4.19471
2021-06-18,3.98757
2021-06-19,5.0233
2021-06-20,5.48938
2021-06-21,3.36613
2021-06-22,3.93578
2021-06-23,4.29829
2021-06-24,3.26255
2021-06-25,4.29829
2021-06-26,6.42154
2021-06-27,5.85189
2021-06-28,3.31434
2021-06-29,4.09114
2021-06-30,3.67685
2021-07-01,3.93578
2021-07-02,4.09114
2021-07-03,5.85189
2021-07-04,5.85189
2021-07-05,4.2465
2021-07-06,4.2465
2021-07-07,4.03935
2021-07-08,4.60901
2021-07-09,4.50543
2021-07-10,7.14655
2021-07-11,5.48938
2021-07-12,3.98757
2021-07-13,2.38218
2021-07-14,4.03935
2021-07-15,2.84826
2021-07-16,4.29829
2021-07-17,4.81615
2021-07-18,5.74831
2021-07-19,3.15898
2021-07-20,4.03935
2021-07-21,2.90005
2021-07-22,5.12687
2021-07-23,6.26618
2021-07-24,7.92335
2021-07-25,7.09476
2021-07-26,6.68047
2021-07-27,6.00725
2021-07-28,6.52511
2021-07-29,6.47332
2021-07-30,7.66442
2021-07-31,9.37338
2021-08-01,10.09839
2021-08-02,7.66442
2021-08-03,6.52511
2021-08-04,4.97151
2021-08-05,5.33402
2021-08-06,5.59295
2021-08-07,6.47332
2021-08-08,5.54117
2021-08-09,4.29829
2021-08-10,4.50543
2021-08-11,5.23045
2021-08-12,5.07509
2021-08-13,4.55722
2021-08-14,7.61263
2021-08-15,7.92335
2021-08-16,5.8001
2021-08-17,3.00362
2021-08-18,4.76437
2021-08-19,3.26255
2021-08-20,4.91973
2021-08-21,5.59295
2021-08-22,6.83583
2021-08-23,3.15898
2021-08-24,3.98757
2021-08-25,4.2465
2021-08-26,4.09114
2021-08-27,5.38581
2021-08-28,5.95546
2021-08-29,6.05903
2021-08-30,3.4697
2021-08-31,3.83221
2021-09-01,4.29829
2021-09-02,2.6929
2021-09-03,3.62506
2021-09-04,5.07509
2021-09-05,6.21439
2021-09-06,3.00362
2021-09-07,3.21077
2021-09-08,3.78042
2021-09-09,3.4697
2021-09-10,4.09114
2021-09-11,6.62868
2021-09-12,5.95546
2021-09-13,4.14293
2021-09-14,3.83221
2021-09-15,3.36613
2021-09-16,3.26255
2021-09-17,3.52149
2021-09-18,5.33402
2021-09-19,4.66079
2021-09-20,3.98757
2021-09-21,5.59295
2021-09-22,5.64474
2021-09-23,3.88399
2021-09-24,5.33402
2021-09-25,4.2465
2021-09-26,4.97151
2021-09-27,3.00362
2021-09-28,3.00362
2021-09-29,2.84826
2021-09-30,3.98757
2021-10-01,5.90367
2021-10-02,6.73226
2021-10-03,5.90367
2021-10-04,5.54117
2021-10-05,4.09114
2021-10-06,4.14293
2021-10-07,3.88399
2021-10-08,3.78042
2021-10-09,5.85189
2021-10-10,6.21439
2021-10-11,5.95546
2021-10-12,3.57327
2021-10-13,3.4697
2021-10-14,4.03935
