date,ELB
2020-12-25,2.97069
2020-12-26,2.44881
2020-12-27,2.36852
2020-12-28,8.99237
2020-12-29,8.3902
2020-12-30,8.18948
2020-12-31,5.94138
2021-01-01,2.28823
2021-01-02,2.40867
2021-01-03,2.32838
2021-01-04,7.74789
2021-01-05,8.55078
2021-01-06,8.87193
2021-01-07,10.07627
2021-01-08,8.7515
2021-01-09,3.45242
2021-01-10,3.37213
2021-01-11,7.98875
2021-01-12,9.27338
2021-01-13,9.91569
2021-01-14,9.87555
2021-01-15,8.26977
2021-01-16,3.21156
2021-01-17,2.8904
2021-01-18,8.63107
2021-01-19,7.90847
2021-01-20,9.59454
2021-01-21,9.15295
2021-01-22,9.03251
2021-01-23,3.93416
2021-01-24,2.85026
2021-01-25,7.78803
2021-01-26,8.7515
2021-01-27,9.75511
2021-01-28,8.22962
2021-01-29,9.23323
2021-01-30,4.05459
2021-01-31,4.01445
2021-02-01,8.06904
2021-02-02,9.15295
2021-02-03,9.75511
2021-02-04,9.35367
2021-02-05,7.46688
2021-02-06,3.05098
2021-02-07,3.09112
2021-02-08,8.26977
2021-02-09,7.62745
2021-02-10,6.34283
2021-02-11,2.72982
2021-02-12,2.20794
2021-02-13,2.48896
2021-02-14,2.72982
2021-02-15,9.15295
2021-02-16,7.86832
2021-02-17,8.7515
2021-02-18,8.87193
2021-02-19,7.94861
2021-02-20,3.21156
2021-02-21,3.9743
2021-02-22,8.43034
2021-02-23,8.18948
2021-02-24,7.74789
2021-02-25,7.38659
2021-02-26,8.7515
2021-02-27,2.8904
2021-02-28,2.60939
2021-03-01,3.85387
2021-03-02,9.99598
2021-03-03,10.35728
2021-03-04,9.03251
2021-03-05,8.79164
2021-03-06,3.53271
2021-03-07,3.01083
2021-03-08,9.91569
2021-03-09,7.98875
2021-03-10,9.03251
2021-03-11,9.4741
2021-03-12,8.47049
2021-03-13,3.9743
2021-03-14,2.93054
2021-03-15,10.99959
2021-03-16,11.36089
2021-03-17,9.71497
2021-03-18,8.7515
2021-03-19,9.43396
2021-03-20,3.29185
2021-03-21,1.84664
2021-03-22,8.22962
2021-03-23,9.51425
2021-03-24,10.1967
2021-03-25,8.87193
2021-03-26,7.3063
2021-03-27,3.73344
2021-03-28,2.5291
2021-03-29,8.83179
2021-03-30,9.79526
2021-03-31,9.31352
2021-04-01,9.23323
2021-04-02,8.79164
2021-04-03,2.68968
2021-04-04,3.09112
2021-04-05,8.35006
2021-04-06,9.19309
2021-04-07,8.22962
2021-04-08,8.71136
2021-04-09,8.59092
2021-04-10,2.60939
2021-04-11,2.12765
2021-04-12,8.22962
2021-04-13,9.1128
2021-04-14,8.59092
2021-04-15,9.1128
2021-04-16,7.98875
2021-04-17,3.29185
2021-04-18,2.56924
2021-04-19,8.59092
2021-04-20,8.55078
2021-04-21,9.1128
2021-04-22,9.35367
2021-04-23,7.54716
2021-04-24,3.613
2021-04-25,2.81011
2021-04-26,8.43034
2021-04-27,7.38659
2021-04-28,7.86832
2021-04-29,7.02529
2021-04-30,6.10196
2021-05-01,2.24809
2021-05-02,1.8065
2021-05-03,5.70052
2021-05-04,6.62384
2021-05-05,2.8904
2021-05-06,6.78442
2021-05-07,7.14572
2021-05-08,2.24809
2021-05-09,2.76997
2021-05-10,7.14572
2021-05-11,6.62384
2021-05-12,8.22962
2021-05-13,6.50341
2021-05-14,6.38297
2021-05-15,1.96708
2021-05-16,3.33199
2021-05-17,8.10919
2021-05-18,8.0289
2021-05-19,3.37213
2021-05-20,7.54716
2021-05-21,7.58731
2021-05-22,2.48896
2021-05-23,3.49257
2021-05-24,7.70774
2021-05-25,7.18586
2021-05-26,6.90485
2021-05-27,8.10919
2021-05-28,7.94861
2021-05-29,3.45242
2021-05-30,2.44881
2021-05-31,7.58731
2021-06-01,8.0289
2021-06-02,8.35006
2021-06-03,10.23685
2021-06-04,8.30991
2021-06-05,2.28823
2021-06-06,3.01083
2021-06-07,8.26977
2021-06-08,9.31352
2021-06-09,9.39381
2021-06-10,8.51063
2021-06-11,8.10919
2021-06-12,3.29185
2021-06-13,2.28823
2021-06-14,8.06904
2021-06-15,8.3902
2021-06-16,8.63107
2021-06-17,7.82818
2021-06-18,6.18225
2021-06-19,3.05098
2021-06-20,2.85026
2021-06-21,7.10558
2021-06-22,8.7515
2021-06-23,7.42673
2021-06-24,8.18948
2021-06-25,7.42673
2021-06-26,2.68968
2021-06-27,3.05098
2021-06-28,8.0289
2021-06-29,7.98875
2021-06-30,9.27338
2021-07-01,7.90847
2021-07-02,7.34644
2021-07-03,3.33199
2021-07-04,3.57286
2021-07-05,8.47049
2021-07-06,8.14933
2021-07-07,8.10919
2021-07-08,8.0289
2021-07-09,8.59092
2021-07-10,4.09474
2021-07-11,3.17141
2021-07-12,7.54716
2021-07-13,8.30991
2021-07-14,8.87193
2021-07-15,8.95222
2021-07-16,7.34644
2021-07-17,3.33199
2021-07-18,2.24809
2021-07-19,7.06543
2021-07-20,8.47049
2021-07-21,8.18948
2021-07-22,7.42673
2021-07-23,6.46326
2021-07-24,2.76997
2021-07-25,2.24809
2021-07-26,6.50341
2021-07-27,7.26615
2021-07-28,7.6676
2021-07-29,6.66399
2021-07-30,5.29907
2021-07-31,1.8065
2021-08-01,2.00722
2021-08-02,5.21878
2021-08-03,6.42312
2021-08-04,6.38297
2021-08-05,7.54716
2021-08-06,6.70413
2021-08-07,2.32838
2021-08-08,3.57286
2021-08-09,5.90124
2021-08-10,8.3902
2021-08-11,6.78442
2021-08-12,6.10196
2021-08-13,7.18586
2021-08-14,3.09112
2021-08-15,1.68606
2021-08-16,2.81011
2021-08-17,4.93777
2021-08-18,5.58008
2021-08-19,6.86471
2021-08-20,5.90124
2021-08-21,2.85026
2021-08-22,2.12765
2021-08-23,7.3063
2021-08-24,7.62745
2021-08-25,8.18948
2021-08-26,7.02529
2021-08-27,6.74427
2021-08-28,2.36852
2021-08-29,2.93054
2021-08-30,6.945
2021-08-31,5.94138
2021-09-01,7.90847
2021-09-02,7.10558
2021-09-03,6.42312
2021-09-04,2.5291
2021-09-05,2.28823
2021-09-06,8.18948
2021-09-07,7.62745
2021-09-08,7.10558
2021-09-09,6.46326
2021-09-10,6.10196
2021-09-11,2.40867
2021-09-12,1.92693
2021-09-13,7.58731
2021-09-14,6.34283
2021-09-15,8.0289
2021-09-16,6.945
2021-09-17,6.90485
2021-09-18,3.13127
2021-09-19,2.32838
2021-09-20,2.04737
2021-09-21,1.92693
2021-09-22,2.56924
2021-09-23,6.14211
2021-09-24,5.45965
2021-09-25,2.72982
2021-09-26,2.20794
2021-09-27,6.26254
2021-09-28,7.26615
2021-09-29,6.86471
2021-09-30,6.18225
2021-10-01,5.53994
2021-10-02,2.93054
2021-10-03,2.97069
2021-10-04,3.29185
2021-10-05,8.35006
2021-10-06,7.6676
2021-10-07,6.78442
2021-10-08,5.94138
2021-10-09,2.28823
2021-10-10,2.60939
2021-10-11,3.37213
2021-10-12,6.38297
2021-10-13,6.5837
2021-10-14,7.10558
2021-10-15,6.34283
2021-10-16,2.60939
2021-10-17,2.8904
2021-10-18,7.06543
2021-10-19,7.54716
2021-10-20,7.50702
2021-10-21,7.38659
2021-10-22,6.50341
2021-10-23,2.48896
2021-10-24,2.1678
2021-10-25,6.62384
2021-10-26,6.74427
2021-10-27,7.3063
2021-10-28,6.2224
2021-10-29,5.37936
2021-10-30,2.56924
2021-10-31,2.56924
2021-11-01,6.38297
2021-11-02,7.86832
2021-11-03,8.14933
2021-11-04,7.70774
2021-11-05,5.78081
2021-11-06,2.68968
2021-11-07,1.8065
2021-11-08,7.62745
2021-11-09,9.27338
2021-11-10,7.3063
2021-11-11,7.62745
2021-11-12,5.94138
2021-11-13,2.24809
2021-11-14,1.84664
2021-11-15,6.86471
2021-11-16,7.06543
2021-11-17,6.74427
2021-11-18,5.37936
2021-11-19,5.09835
2021-11-20,2.72982
2021-11-21,2.44881
2021-11-22,7.26615
2021-11-23,8.22962
2021-11-24,6.98514
2021-11-25,7.34644
2021-11-26,6.30268
2021-11-27,3.17141
2021-11-28,2.1678
2021-11-29,7.26615
2021-11-30,8.0289
2021-12-01,8.22962
2021-12-02,7.58731
2021-12-03,6.78442
2021-12-04,2.32838
2021-12-05,2.20794
2021-12-06,8.95222
2021-12-07,9.23323
2021-12-08,8.26977
2021-12-09,8.43034
2021-12-10,7.50702
2021-12-11,2.44881
2021-12-12,2.12765
2021-12-13,9.8354
2021-12-14,8.91208
2021-12-15,8.14933
2021-12-16,9.63468
2021-12-17,7.46688
2021-12-18,2.12765
2021-12-19,1.84664
2021-12-20,9.15295
2021-12-21,9.23323
2021-12-22,9.51425
2021-12-23,7.82818
2021-12-24,7.06543
2021-12-25,2.32838
2021-12-26,2.64953
2021-12-27,8.79164
2021-12-28,7.78803
2021-12-29,7.6676
2021-12-30,7.34644
2021-12-31,6.14211
2022-01-01,2.08751
2022-01-02,2.93054
2022-01-03,7.18586
2022-01-04,9.15295
2022-01-05,7.46688
2022-01-06,7.98875
2022-01-07,8.14933
2022-01-08,2.28823
2022-01-09,2.8904
2022-01-10,9.03251
2022-01-11,9.63468
2022-01-12,8.55078
2022-01-13,8.67121
2022-01-14,8.26977
2022-01-15,2.85026
2022-01-16,2.1678
2022-01-17,8.35006
2022-01-18,8.79164
2022-01-19,7.74789
2022-01-20,8.67121
2022-01-21,7.42673
2022-01-22,3.57286
2022-01-23,2.56924
2022-01-24,7.94861
2022-01-25,7.58731
2022-01-26,7.98875
2022-01-27,7.38659
2022-01-28,6.66399
2022-01-29,2.68968
2022-01-30,2.20794
2022-01-31,1.8065
2022-02-01,1.96708
2022-02-02,2.68968
2022-02-03,6.945
2022-02-04,8.22962
2022-02-05,3.85387
2022-02-06,2.81011
2022-02-07,7.94861
2022-02-08,8.0289
2022-02-09,8.10919
2022-02-10,8.14933
2022-02-11,6.945
2022-02-12,2.44881
2022-02-13,2.48896
2022-02-14,7.86832
2022-02-15,8.30991
2022-02-16,7.86832
2022-02-17,7.78803
2022-02-18,6.78442
2022-02-19,2.85026
2022-02-20,3.01083
2022-02-21,7.3063
2022-02-22,6.90485
2022-02-23,8.26977
2022-02-24,6.86471
2022-02-25,6.82456
2022-02-26,2.56924
2022-02-27,2.93054
2022-02-28,7.02529
2022-03-01,3.9743
2022-03-02,8.18948
2022-03-03,7.58731
2022-03-04,6.70413
2022-03-05,3.2517
2022-03-06,3.2517
2022-03-07,7.42673
2022-03-08,7.10558
2022-03-09,2.60939
2022-03-10,6.66399
2022-03-11,6.78442
2022-03-12,2.85026
2022-03-13,2.68968
2022-03-14,7.34644
2022-03-15,9.03251
2022-03-16,7.50702
2022-03-17,8.55078
2022-03-18,7.50702
2022-03-19,2.81011
2022-03-20,2.85026
2022-03-21,7.22601
2022-03-22,8.71136
2022-03-23,7.90847
2022-03-24,6.66399
2022-03-25,7.06543
2022-03-26,2.81011
2022-03-27,3.33199
2022-03-28,6.98514
2022-03-29,7.82818
2022-03-30,9.23323
2022-03-31,7.3063
2022-04-01,7.22601
2022-04-02,1.96708
2022-04-03,2.60939
2022-04-04,7.90847
2022-04-05,8.18948
2022-04-06,7.34644
2022-04-07,8.79164
2022-04-08,7.18586
2022-04-09,2.56924
2022-04-10,2.40867
2022-04-11,8.59092
2022-04-12,8.7515
2022-04-13,8.26977
2022-04-14,9.19309
2022-04-15,7.10558
2022-04-16,3.33199
2022-04-17,3.2517
2022-04-18,8.67121
2022-04-19,9.03251
2022-04-20,12.8061
2022-04-21,9.79526
2022-04-22,7.3063
2022-04-23,2.81011
2022-04-24,3.49257
2022-04-25,7.10558
2022-04-26,7.98875
2022-04-27,8.14933
2022-04-28,8.47049
2022-04-29,8.87193
2022-04-30,2.72982
2022-05-01,2.48896
2022-05-02,8.83179
2022-05-03,8.59092
2022-05-04,7.54716
2022-05-05,3.17141
2022-05-06,5.78081
2022-05-07,4.21517
2022-05-08,2.60939
2022-05-09,7.82818
2022-05-10,9.99598
2022-05-11,7.90847
2022-05-12,8.99237
2022-05-13,7.22601
2022-05-14,2.81011
2022-05-15,2.72982
2022-05-16,7.58731
2022-05-17,8.59092
2022-05-18,8.51063
2022-05-19,7.86832
2022-05-20,7.14572
2022-05-21,2.36852
2022-05-22,3.2517
2022-05-23,7.42673
2022-05-24,9.03251
2022-05-25,8.3902
2022-05-26,8.14933
2022-05-27,7.78803
2022-05-28,2.76997
2022-05-29,2.76997
2022-05-30,10.27699
2022-05-31,9.07266
2022-06-01,2.68968
2022-06-02,7.06543
2022-06-03,7.58731
2022-06-04,1.92693
2022-06-05,3.57286
2022-06-06,3.37213
2022-06-07,7.26615
2022-06-08,9.67482
2022-06-09,10.79887
2022-06-10,8.55078
2022-06-11,3.77358
2022-06-12,2.36852
2022-06-13,9.23323
2022-06-14,10.27699
2022-06-15,9.15295
2022-06-16,11.60176
2022-06-17,7.86832
2022-06-18,2.60939
2022-06-19,2.60939
2022-06-20,9.31352
2022-06-21,10.07627
2022-06-22,9.35367
2022-06-23,14.41188
2022-06-24,10.27699
2022-06-25,2.76997
2022-06-26,2.44881
2022-06-27,12.20393
2022-06-28,11.64191
2022-06-29,11.92292
2022-06-30,9.99598
2022-07-01,10.75873
2022-07-02,3.613
2022-07-03,2.97069
2022-07-04,10.1967
2022-07-05,11.76234
2022-07-06,19.7511
2022-07-07,11.48133
2022-07-08,11.24046
2022-07-09,4.25531
2022-07-10,3.73344
2022-07-11,11.96306
2022-07-12,13.68928
2022-07-13,11.52147
2022-07-14,10.9193
2022-07-15,9.67482
2022-07-16,2.93054
2022-07-17,3.01083
2022-07-18,10.31714
2022-07-19,10.71858
2022-07-20,11.07988
2022-07-21,9.99598
2022-07-22,10.67844
2022-07-23,7.70774
2022-07-24,5.86109
2022-07-25,12.92653
2022-07-26,10.43757
2022-07-27,11.28061
2022-07-28,10.27699
2022-07-29,10.07627
2022-07-30,2.81011
2022-07-31,2.81011
2022-08-01,10.79887
2022-08-02,9.99598
2022-08-03,8.87193
2022-08-04,10.31714
2022-08-05,9.1128
2022-08-06,2.60939
2022-08-07,2.56924
2022-08-08,9.95584
2022-08-09,9.91569
2022-08-10,9.59454
2022-08-11,10.59815
2022-08-12,9.23323
2022-08-13,3.21156
2022-08-14,2.12765
2022-08-15,3.69329
2022-08-16,9.43396
2022-08-17,8.99237
2022-08-18,9.51425
2022-08-19,7.94861
2022-08-20,5.13849
2022-08-21,3.09112
2022-08-22,8.51063
2022-08-23,9.95584
2022-08-24,8.35006
2022-08-25,9.63468
2022-08-26,8.91208
2022-08-27,2.85026
2022-08-28,3.05098
2022-08-29,7.98875
2022-08-30,10.27699
2022-08-31,9.27338
2022-09-01,7.98875
2022-09-02,9.55439
2022-09-03,2.60939
2022-09-04,2.56924
2022-09-05,8.79164
2022-09-06,8.47049
2022-09-07,8.10919
2022-09-08,6.38297
2022-09-09,1.8065
2022-09-10,1.72621
2022-09-11,1.48534
2022-09-12,2.72982
2022-09-13,8.55078
2022-09-14,9.87555
2022-09-15,9.75511
2022-09-16,8.10919
2022-09-17,2.44881
2022-09-18,2.40867
2022-09-19,8.91208
2022-09-20,8.7515
2022-09-21,9.07266
2022-09-22,22.68165
2022-09-23,9.87555
2022-09-24,3.05098
2022-09-25,2.40867
2022-09-26,8.63107
2022-09-27,9.15295
2022-09-28,9.95584
2022-09-29,12.36451
2022-09-30,8.95222
2022-10-01,3.81372
2022-10-02,2.8904
2022-10-03,4.97792
2022-10-04,10.27699
2022-10-05,9.55439
2022-10-06,10.27699
2022-10-07,9.79526
2022-10-08,2.72982
2022-10-09,2.81011
2022-10-10,4.65676
2022-10-11,9.31352
2022-10-12,15.81694
2022-10-13,13.36812
2022-10-14,10.39743
2022-10-15,4.29546
2022-10-16,3.77358
2022-10-17,13.1674
2022-10-18,19.47009
2022-10-19,21.63789
2022-10-20,18.02488
2022-10-21,19.34965
2022-10-22,4.53633
2022-10-23,3.73344
2022-10-24,18.38619
2022-10-25,16.49939
2022-10-26,25.2509
2022-10-27,25.29104
2022-10-28,19.83139
2022-10-29,4.73705
2022-10-30,4.49618
2022-10-31,31.95503
2022-11-01,21.23645
2022-11-02,18.54676
2022-11-03,18.50662
2022-11-04,16.90084
2022-11-05,5.21878
2022-11-06,4.93777
2022-11-07,18.98835
2022-11-08,19.18908
2022-11-09,18.90806
2022-11-10,15.49578
2022-11-11,12.92653
2022-11-12,4.3356
2022-11-13,3.65315
2022-11-14,14.05058
2022-11-15,17.02127
2022-11-16,15.93737
2022-11-17,18.14532
2022-11-18,22.80208
2022-11-19,4.97792
2022-11-20,8.63107
2022-11-21,24.68887
2022-11-22,37.85628
2022-11-23,37.17382
2022-11-24,41.87073
2022-11-25,49.29747
2022-11-26,11.52147
2022-11-27,14.01043
2022-11-28,41.91087
2022-11-29,53.55279
2022-11-30,55.35929
2022-12-01,67.3625
2022-12-02,44.39983
2022-12-03,11.03974
2022-12-04,9.59454
2022-12-05,36.49136
2022-12-06,53.1112
2022-12-07,50.34122
2022-12-08,100.0
2022-12-09,48.65515
2022-12-10,15.29506
2022-12-11,14.37173
2022-12-12,30.06824
2022-12-13,38.17743
2022-12-14,72.54114
2022-12-15,48.85588
2022-12-16,35.24688
2022-12-17,12.64552
2022-12-18,11.12003
2022-12-19,29.06463
2022-12-20,28.06101
2022-12-21,23.32396
2022-12-22,26.41509
2022-12-23,18.50662
2022-12-24,6.90485
2022-12-25,7.10558
2022-12-26,20.99558
2022-12-27,22.6415
2022-12-28,19.51023
2022-12-29,18.54676
2022-12-30,12.76595
2022-12-31,4.65676
2023-01-01,4.81734
2023-01-02,14.2513
2023-01-03,15.61621
2023-01-04,15.6965
2023-01-05,15.65636
2023-01-06,16.37896
2023-01-07,13.68928
2023-01-08,6.54355
2023-01-09,16.49939
2023-01-10,15.41549
2023-01-11,16.57968
2023-01-12,15.81694
2023-01-13,16.0578
2023-01-14,6.90485
2023-01-15,5.17864
2023-01-16,13.20754
2023-01-17,17.90445
2023-01-18,14.45202
2023-01-19,15.89723
2023-01-20,12.4448
2023-01-21,4.01445
2023-01-22,4.17503
2023-01-23,3.49257
2023-01-24,5.58008
2023-01-25,13.00682
2023-01-26,14.13087
2023-01-27,12.24407
2023-01-28,6.82456
2023-01-29,5.09835
2023-01-30,12.88639
2023-01-31,14.17101
2023-02-01,15.89723
2023-02-02,14.2513
2023-02-03,12.8061
2023-02-04,3.85387
2023-02-05,4.49618
2023-02-06,14.45202
2023-02-07,13.28783
2023-02-08,15.09433
2023-02-09,15.41549
2023-02-10,12.56523
2023-02-11,4.41589
2023-02-12,4.81734
2023-02-13,14.01043
2023-02-14,12.76595
2023-02-15,12.12364
2023-02-16,13.68928
2023-02-17,11.72219
2023-02-18,3.613
2023-02-19,3.85387
2023-02-20,10.67844
2023-02-21,12.64552
2023-02-22,13.40826
2023-02-23,11.16017
2023-02-24,12.0835
2023-02-25,3.77358
2023-02-26,4.41589
2023-02-27,12.8061
2023-02-28,12.04335
2023-03-01,6.34283
2023-03-02,13.80971
2023-03-03,15.89723
2023-03-04,4.97792
2023-03-05,4.81734
2023-03-06,13.20754
2023-03-07,12.96668
2023-03-08,13.72942
2023-03-09,16.70012
2023-03-10,11.88277
2023-03-11,5.78081
2023-03-12,5.94138
2023-03-13,14.2513
2023-03-14,15.89723
2023-03-15,15.05419
2023-03-16,15.97751
2023-03-17,12.64552
2023-03-18,4.13488
2023-03-19,4.25531
2023-03-20,13.76957
2023-03-21,13.84985
2023-03-22,12.60537
2023-03-23,11.72219
2023-03-24,9.15295
2023-03-25,4.53633
2023-03-26,4.45604
2023-03-27,11.36089
2023-03-28,11.03974
2023-03-29,11.96306
2023-03-30,14.65274
2023-03-31,12.04335
2023-04-01,4.61661
2023-04-02,4.53633
2023-04-03,15.21477
2023-04-04,12.40465
2023-04-05,12.32436
2023-04-06,11.40104
2023-04-07,12.68566
2023-04-08,3.81372
2023-04-09,4.49618
2023-04-10,12.48494
2023-04-11,12.36451
2023-04-12,12.4448
2023-04-13,11.88277
2023-04-14,13.48855
2023-04-15,5.25893
2023-04-16,3.45242
2023-04-17,11.60176
2023-04-18,14.17101
2023-04-19,12.00321
2023-04-20,13.04696
2023-04-21,11.64191
2023-04-22,4.01445
2023-04-23,3.613
2023-04-24,12.84624
2023-04-25,12.52509
2023-04-26,12.76595
2023-04-27,13.36812
2023-04-28,12.52509
2023-04-29,4.73705
2023-04-30,4.09474
2023-05-01,5.0582
2023-05-02,10.31714
2023-05-03,11.16017
2023-05-04,9.63468
2023-05-05,4.09474
2023-05-06,4.25531
2023-05-07,4.73705
2023-05-08,10.71858
2023-05-09,12.4448
2023-05-10,13.56884
2023-05-11,10.63829
2023-05-12,10.75873
2023-05-13,4.17503
2023-05-14,3.21156
2023-05-15,9.39381
2023-05-16,10.75873
2023-05-17,9.75511
2023-05-18,12.32436
2023-05-19,8.71136
2023-05-20,3.85387
2023-05-21,3.69329
2023-05-22,9.99598
2023-05-23,13.5287
2023-05-24,11.88277
2023-05-25,11.76234
2023-05-26,9.8354
2023-05-27,3.613
2023-05-28,3.93416
2023-05-29,5.82095
