date,다이렉트자동차보험
2021-07-04,41.71401
2021-07-05,85.48768
2021-07-06,81.53409
2021-07-07,75.40246
2021-07-08,66.05113
2021-07-09,65.19886
2021-07-10,33.97253
2021-07-11,36.12689
2021-07-12,81.60511
2021-07-13,71.89867
2021-07-14,70.78598
2021-07-15,66.69034
2021-07-16,63.73106
2021-07-17,35.0142
2021-07-18,37.78409
2021-07-19,84.35132
2021-07-20,79.02462
2021-07-21,74.43181
2021-07-22,72.04071
2021-07-23,65.55397
2021-07-24,32.64678
2021-07-25,33.87784
2021-07-26,74.0767
2021-07-27,68.86837
2021-07-28,61.38731
2021-07-29,62.57102
2021-07-30,58.21496
2021-07-31,34.42234
2021-08-01,35.91382
2021-08-02,75.7339
2021-08-03,72.01704
2021-08-04,65.10416
2021-08-05,66.3589
2021-08-06,60.17992
2021-08-07,36.83712
2021-08-08,35.9375
2021-08-09,82.12594
2021-08-10,72.30113
2021-08-11,75.33143
2021-08-12,67.28219
2021-08-13,62.73674
2021-08-14,36.83712
2021-08-15,32.22064
2021-08-16,48.62689
2021-08-17,91.47727
2021-08-18,80.94223
2021-08-19,75.11837
2021-08-20,69.72064
2021-08-21,38.54166
2021-08-22,38.37594
2021-08-23,81.72348
2021-08-24,77.8409
2021-08-25,72.18276
2021-08-26,69.34185
2021-08-27,60.89015
2021-08-28,34.54071
2021-08-29,34.58806
2021-08-30,77.53314
2021-08-31,68.5606
2021-09-01,70.71496
2021-09-02,69.79166
2021-09-03,64.86742
2021-09-04,33.78314
2021-09-05,36.07954
2021-09-06,74.43181
2021-09-07,74.8106
2021-09-08,68.91571
2021-09-09,62.80776
2021-09-10,57.55208
2021-09-11,33.38068
2021-09-12,31.65246
2021-09-13,70.09943
2021-09-14,69.67329
2021-09-15,67.85037
2021-09-16,67.44791
2021-09-17,57.59943
2021-09-18,30.82386
2021-09-19,23.60321
2021-09-20,23.1534
2021-09-21,26.84659
2021-09-22,33.07291
2021-09-23,85.77178
2021-09-24,66.14583
2021-09-25,31.69981
2021-09-26,33.00189
2021-09-27,74.69223
2021-09-28,67.66098
2021-09-29,64.55965
2021-09-30,66.33522
2021-10-01,61.88446
2021-10-02,34.44602
2021-10-03,34.73011
2021-10-04,44.15246
2021-10-05,84.65909
2021-10-06,73.88731
2021-10-07,71.875
2021-10-08,65.90909
2021-10-09,35.62973
2021-10-10,33.21496
2021-10-11,47.11174
2021-10-12,79.85321
2021-10-13,73.08238
2021-10-14,71.73295
2021-10-15,64.607
2021-10-16,37.47632
2021-10-17,37.97348
2021-10-18,75.21306
2021-10-19,68.03977
2021-10-20,65.74337
2021-10-21,63.51799
2021-10-22,56.67613
2021-10-23,30.58712
2021-10-24,32.78882
2021-10-25,72.89299
2021-10-26,68.70265
2021-10-27,64.44128
2021-10-28,58.26231
2021-10-29,61.55303
2021-10-30,31.7945
2021-10-31,36.36363
2021-11-01,74.0767
2021-11-02,68.77367
2021-11-03,69.41287
2021-11-04,63.28125
2021-11-05,56.91287
2021-11-06,32.24431
2021-11-07,31.0606
2021-11-08,73.4375
2021-11-09,66.45359
2021-11-10,61.31628
2021-11-11,60.46401
2021-11-12,52.13068
2021-11-13,31.81818
2021-11-14,32.14962
2021-11-15,71.44886
2021-11-16,64.22821
2021-11-17,60.77178
2021-11-18,53.40909
2021-11-19,56.77083
2021-11-20,29.21401
2021-11-21,31.9839
2021-11-22,70.92803
2021-11-23,65.50662
2021-11-24,62.3106
2021-11-25,54.66382
2021-11-26,49.97632
2021-11-27,30.91856
2021-11-28,33.26231
2021-11-29,67.16382
2021-11-30,67.04545
2021-12-01,63.7784
2021-12-02,66.57196
2021-12-03,56.08428
2021-12-04,31.7945
2021-12-05,37.78409
2021-12-06,72.5142
2021-12-07,72.91666
2021-12-08,61.88446
2021-12-09,63.06818
2021-12-10,56.34469
2021-12-11,32.43371
2021-12-12,38.2339
2021-12-13,74.52651
2021-12-14,69.93371
2021-12-15,67.61363
2021-12-16,67.1875
2021-12-17,57.50473
2021-12-18,34.96685
2021-12-19,38.80208
2021-12-20,73.01136
2021-12-21,69.64962
2021-12-22,60.7481
2021-12-23,55.68181
2021-12-24,46.56723
2021-12-25,32.12594
2021-12-26,37.61837
2021-12-27,67.47159
2021-12-28,67.51893
2021-12-29,57.14962
2021-12-30,57.93087
2021-12-31,52.08333
2022-01-01,32.43371
2022-01-02,39.91477
2022-01-03,80.80018
2022-01-04,74.97632
2022-01-05,74.21875
2022-01-06,71.40151
2022-01-07,64.41761
2022-01-08,33.61742
2022-01-09,37.38162
2022-01-10,78.43276
2022-01-11,70.54924
2022-01-12,67.02178
2022-01-13,65.93276
2022-01-14,61.76609
2022-01-15,34.82481
2022-01-16,37.76041
2022-01-17,70.57291
2022-01-18,66.05113
2022-01-19,62.47632
2022-01-20,63.06818
2022-01-21,49.10037
2022-01-22,30.80018
2022-01-23,29.99526
2022-01-24,64.67803
2022-01-25,68.82102
2022-01-26,64.37026
2022-01-27,56.36837
2022-01-28,53.36174
2022-01-29,27.24905
2022-01-30,23.41382
2022-01-31,24.66856
2022-02-01,25.87594
2022-02-02,36.93181
2022-02-03,80.77651
2022-02-04,75.5445
2022-02-05,34.68276
2022-02-06,39.39393
2022-02-07,70.28882
2022-02-08,69.46022
2022-02-09,62.42897
2022-02-10,62.45265
2022-02-11,54.61647
2022-02-12,35.98484
2022-02-13,36.10321
2022-02-14,67.77935
2022-02-15,67.06912
2022-02-16,64.32291
2022-02-17,61.95549
2022-02-18,55.18465
2022-02-19,35.77178
2022-02-20,42.75568
2022-02-21,75.80492
2022-02-22,68.51325
2022-02-23,68.01609
2022-02-24,65.69602
2022-02-25,60.0142
2022-02-26,35.98484
2022-02-27,35.1089
2022-02-28,66.05113
2022-03-01,43.06344
2022-03-02,71.33049
2022-03-03,67.40056
2022-03-04,64.82007
2022-03-05,36.38731
2022-03-06,39.86742
2022-03-07,74.92897
2022-03-08,62.61837
2022-03-09,34.61174
2022-03-10,68.84469
2022-03-11,65.41193
2022-03-12,37.54734
2022-03-13,38.44696
2022-03-14,70.09943
2022-03-15,72.84564
2022-03-16,63.94412
2022-03-17,60.36931
2022-03-18,58.28598
2022-03-19,37.19223
2022-03-20,37.05018
2022-03-21,68.20549
2022-03-22,61.95549
2022-03-23,53.92992
2022-03-24,56.32102
2022-03-25,51.04166
2022-03-26,32.24431
2022-03-27,30.11363
2022-03-28,63.80208
2022-03-29,57.95454
2022-03-30,55.91856
2022-03-31,54.90056
2022-04-01,51.60984
2022-04-02,30.30303
2022-04-03,30.13731
2022-04-04,66.57196
2022-04-05,61.62405
2022-04-06,59.63541
2022-04-07,56.93655
2022-04-08,51.75189
2022-04-09,27.13068
2022-04-10,27.9356
2022-04-11,60.70075
2022-04-12,60.58238
2022-04-13,58.40435
2022-04-14,59.13825
2022-04-15,50.56818
2022-04-16,27.55681
2022-04-17,35.46401
2022-04-18,66.66666
2022-04-19,56.01325
2022-04-20,56.69981
2022-04-21,52.01231
2022-04-22,49.40814
2022-04-23,28.6695
2022-04-24,29.78219
2022-04-25,63.84943
2022-04-26,61.55303
2022-04-27,54.92424
2022-04-28,51.75189
2022-04-29,48.60321
2022-04-30,29.35606
2022-05-01,33.99621
2022-05-02,64.22821
2022-05-03,61.33996
2022-05-04,54.87689
2022-05-05,31.67613
2022-05-06,53.74053
2022-05-07,31.17897
2022-05-08,29.07196
2022-05-09,68.79734
2022-05-10,60.22727
2022-05-11,61.95549
2022-05-12,56.34469
2022-05-13,51.11268
2022-05-14,29.56912
2022-05-15,29.14299
2022-05-16,65.64867
2022-05-17,59.63541
2022-05-18,54.66382
2022-05-19,56.32102
2022-05-20,50.87594
2022-05-21,26.23106
2022-05-22,28.10132
2022-05-23,62.09753
2022-05-24,59.32765
2022-05-25,54.80587
2022-05-26,59.65909
2022-05-27,46.70928
2022-05-28,25.61553
2022-05-29,25.61553
2022-05-30,69.10511
2022-05-31,56.53409
2022-06-01,33.73579
2022-06-02,61.50568
2022-06-03,54.33238
2022-06-04,26.79924
2022-06-05,24.92897
2022-06-06,35.29829
2022-06-07,64.65435
2022-06-08,66.45359
2022-06-09,58.47537
2022-06-10,52.46212
2022-06-11,24.28977
2022-06-12,31.17897
2022-06-13,65.00946
2022-06-14,66.83238
2022-06-15,60.34564
2022-06-16,55.89488
2022-06-17,48.67424
2022-06-18,27.76988
2022-06-19,32.10227
2022-06-20,65.19886
2022-06-21,58.42803
2022-06-22,56.1553
2022-06-23,53.71685
2022-06-24,51.39678
2022-06-25,29.30871
2022-06-26,29.73484
2022-06-27,63.82575
2022-06-28,55.94223
2022-06-29,61.31628
2022-06-30,54.6875
2022-07-01,54.92424
2022-07-02,30.58712
2022-07-03,29.04829
2022-07-04,64.7964
2022-07-05,63.82575
2022-07-06,57.33901
2022-07-07,53.26704
2022-07-08,48.17708
2022-07-09,28.36174
2022-07-10,29.35606
2022-07-11,60.27462
2022-07-12,61.26893
2022-07-13,54.66382
2022-07-14,55.70549
2022-07-15,50.14204
2022-07-16,25.21306
2022-07-17,24.9053
2022-07-18,62.14488
2022-07-19,56.9839
2022-07-20,55.30303
2022-07-21,52.05965
2022-07-22,46.66193
2022-07-23,25.7339
2022-07-24,31.43939
2022-07-25,62.99715
2022-07-26,54.00094
2022-07-27,54.37973
2022-07-28,54.02462
2022-07-29,44.46022
2022-07-30,25.52083
2022-07-31,26.16003
2022-08-01,56.74715
2022-08-02,53.45643
2022-08-03,53.88257
2022-08-04,47.53787
2022-08-05,48.36647
2022-08-06,27.39109
2022-08-07,26.4678
2022-08-08,54.52178
2022-08-09,57.43371
2022-08-10,56.8892
2022-08-11,54.61647
2022-08-12,48.48484
2022-08-13,26.25473
2022-08-14,22.34848
2022-08-15,28.62215
2022-08-16,65.4356
2022-08-17,61.31628
2022-08-18,56.39204
2022-08-19,51.63352
2022-08-20,26.04166
2022-08-21,28.19602
2022-08-22,62.66571
2022-08-23,56.1553
2022-08-24,53.6695
2022-08-25,52.81723
2022-08-26,46.6856
2022-08-27,26.49147
2022-08-28,24.1714
2022-08-29,57.22064
2022-08-30,55.20833
2022-08-31,51.49147
2022-09-01,51.53882
2022-09-02,43.48958
2022-09-03,26.98863
2022-09-04,27.69886
2022-09-05,53.8589
2022-09-06,47.91666
2022-09-07,47.13541
2022-09-08,42.51893
2022-09-09,22.01704
2022-09-10,18.89204
2022-09-11,18.63162
2022-09-12,28.36174
2022-09-13,71.89867
2022-09-14,58.71212
2022-09-15,56.36837
2022-09-16,49.26609
2022-09-17,27.60416
2022-09-18,28.05397
2022-09-19,59.20928
2022-09-20,54.14299
2022-09-21,55.39772
2022-09-22,50.37878
2022-09-23,42.35321
2022-09-24,21.61458
2022-09-25,23.60321
2022-09-26,52.60416
2022-09-27,52.74621
2022-09-28,47.04071
2022-09-29,50.37878
2022-09-30,42.54261
2022-10-01,25.18939
2022-10-02,22.30113
2022-10-03,34.375
2022-10-04,61.62405
2022-10-05,59.56439
2022-10-06,56.22632
2022-10-07,43.79734
2022-10-08,20.78598
2022-10-09,23.67424
2022-10-10,29.35606
2022-10-11,62.71306
2022-10-12,59.375
2022-10-13,49.88162
2022-10-14,44.17613
2022-10-15,25.09469
2022-10-16,28.69318
2022-10-17,61.41098
2022-10-18,54.56912
2022-10-19,52.39109
2022-10-20,50.30776
2022-10-21,44.91003
2022-10-22,24.66856
2022-10-23,26.25473
2022-10-24,55.30303
2022-10-25,54.35606
2022-10-26,51.94128
2022-10-27,51.5625
2022-10-28,41.45359
2022-10-29,23.65056
2022-10-30,22.46685
2022-10-31,57.57575
2022-11-01,52.50946
2022-11-02,50.85227
2022-11-03,48.86363
2022-11-04,48.60321
2022-11-05,27.55681
2022-11-06,25.97064
2022-11-07,53.97727
2022-11-08,54.73484
2022-11-09,52.15435
2022-11-10,47.4195
2022-11-11,44.79166
2022-11-12,23.69791
2022-11-13,29.80587
2022-11-14,51.89393
2022-11-15,52.9356
2022-11-16,52.2017
2022-11-17,51.34943
2022-11-18,45.76231
2022-11-19,24.95265
2022-11-20,25.0
2022-11-21,60.25094
2022-11-22,54.4981
2022-11-23,49.26609
2022-11-24,46.47253
2022-11-25,41.64299
2022-11-26,23.982
2022-11-27,27.24905
2022-11-28,49.92897
2022-11-29,54.80587
2022-11-30,54.71117
2022-12-01,55.70549
2022-12-02,47.63257
2022-12-03,27.22537
2022-12-04,32.88352
2022-12-05,59.87215
2022-12-06,58.5464
2022-12-07,52.88825
2022-12-08,47.39583
2022-12-09,46.70928
2022-12-10,28.21969
2022-12-11,31.77083
2022-12-12,62.45265
2022-12-13,61.17424
2022-12-14,60.1089
2022-12-15,53.21969
2022-12-16,48.79261
2022-12-17,26.42045
2022-12-18,33.49905
2022-12-19,62.14488
2022-12-20,55.77651
2022-12-21,56.03693
2022-12-22,49.78693
2022-12-23,47.63257
2022-12-24,29.23768
2022-12-25,26.98863
2022-12-26,61.45833
2022-12-27,57.8125
2022-12-28,54.47443
2022-12-29,48.65056
2022-12-30,47.89299
2022-12-31,26.91761
2023-01-01,29.94791
2023-01-02,66.47727
2023-01-03,70.05208
2023-01-04,61.15056
2023-01-05,59.77746
2023-01-06,54.28503
2023-01-07,35.70075
2023-01-08,33.64109
2023-01-09,59.99053
2023-01-10,60.79545
2023-01-11,56.96022
2023-01-12,54.45075
2023-01-13,56.22632
2023-01-14,32.14962
2023-01-15,33.78314
2023-01-16,62.28693
2023-01-17,60.15625
2023-01-18,54.5928
2023-01-19,51.51515
2023-01-20,45.71496
2023-01-21,22.96401
2023-01-22,23.81628
2023-01-23,26.04166
2023-01-24,32.78882
2023-01-25,77.24905
2023-01-26,67.85037
2023-01-27,51.94128
2023-01-28,29.6875
2023-01-29,29.54545
2023-01-30,60.91382
2023-01-31,56.60511
2023-02-01,56.10795
2023-02-02,56.27367
2023-02-03,50.0
2023-02-04,30.01893
2023-02-05,33.21496
2023-02-06,60.17992
2023-02-07,61.55303
2023-02-08,60.41666
2023-02-09,53.38541
2023-02-10,49.66856
2023-02-11,28.33806
2023-02-12,29.11931
2023-02-13,64.46496
2023-02-14,57.7178
2023-02-15,59.06723
2023-02-16,59.0909
2023-02-17,49.78693
2023-02-18,28.14867
2023-02-19,32.69412
2023-02-20,66.80871
2023-02-21,61.74242
2023-02-22,55.27935
2023-02-23,57.67045
2023-02-24,47.25378
2023-02-25,29.45075
2023-02-26,30.98958
2023-02-27,62.38162
2023-02-28,59.49337
2023-03-01,41.38257
2023-03-02,67.61363
2023-03-03,56.41571
2023-03-04,33.99621
2023-03-05,35.9375
2023-03-06,71.66193
2023-03-07,66.38257
2023-03-08,58.71212
2023-03-09,55.35037
2023-03-10,50.52083
2023-03-11,29.00094
2023-03-12,32.50473
2023-03-13,67.56628
2023-03-14,58.19128
2023-03-15,59.2803
2023-03-16,56.51041
2023-03-17,50.23674
2023-03-18,28.24337
2023-03-19,28.97727
2023-03-20,63.94412
2023-03-21,58.64109
2023-03-22,55.98958
2023-03-23,54.23768
2023-03-24,48.95833
2023-03-25,25.30776
2023-03-26,25.47348
2023-03-27,54.99526
2023-03-28,56.53409
2023-03-29,52.74621
2023-03-30,46.94602
2023-03-31,43.84469
2023-04-01,26.65719
2023-04-02,26.68087
2023-04-03,59.99053
2023-04-04,56.67613
2023-04-05,55.63446
2023-04-06,50.82859
2023-04-07,45.28882
2023-04-08,26.11268
2023-04-09,28.26704
2023-04-10,58.02556
2023-04-11,58.23863
2023-04-12,54.94791
2023-04-13,58.52272
2023-04-14,53.97727
2023-04-15,27.48579
2023-04-16,28.62215
2023-04-17,61.482
2023-04-18,59.87215
2023-04-19,51.94128
2023-04-20,56.53409
2023-04-21,47.58522
2023-04-22,28.40909
2023-04-23,29.26136
2023-04-24,63.7784
2023-04-25,60.03787
2023-04-26,55.20833
2023-04-27,54.66382
2023-04-28,46.7803
2023-04-29,27.03598
2023-04-30,26.32575
2023-05-01,43.53693
2023-05-02,58.75946
2023-05-03,60.89015
2023-05-04,46.63825
2023-05-05,28.26704
2023-05-06,25.97064
2023-05-07,30.04261
2023-05-08,61.10321
2023-05-09,61.41098
2023-05-10,60.89015
2023-05-11,58.49905
2023-05-12,48.79261
2023-05-13,25.56818
2023-05-14,24.78693
2023-05-15,59.63541
2023-05-16,64.01515
2023-05-17,53.45643
2023-05-18,55.9659
2023-05-19,48.27178
2023-05-20,23.08238
2023-05-21,24.45549
2023-05-22,60.22727
2023-05-23,57.50473
2023-05-24,55.232
2023-05-25,54.47443
2023-05-26,46.94602
2023-05-27,20.05208
2023-05-28,20.83333
