date,미국금리인상
2020-12-13,0.76263
2020-12-14,0.8684
2020-12-15,1.14117
2020-12-16,1.01592
2020-12-17,0.88788
2020-12-18,0.46203
2020-12-19,0.47595
2020-12-20,0.50656
2020-12-21,1.1356
2020-12-22,1.26642
2020-12-23,0.78768
2020-12-24,0.70418
2020-12-25,0.62625
2020-12-26,0.6346
2020-12-27,0.63181
2020-12-28,0.72366
2020-12-29,0.73758
2020-12-30,1.06323
2020-12-31,1.54475
2021-01-01,1.1356
2021-01-02,1.04653
2021-01-03,1.11055
2021-01-04,1.36662
2021-01-05,1.41672
2021-01-06,2.1543
2021-01-07,3.46248
2021-01-08,4.46448
2021-01-09,2.35192
2021-01-10,1.91215
2021-01-11,4.22511
2021-01-12,4.90146
2021-01-13,4.81796
2021-01-14,3.15352
2021-01-15,3.92173
2021-01-16,1.65052
2021-01-17,1.0855
2021-01-18,1.6366
2021-01-19,1.83979
2021-01-20,1.67835
2021-01-21,1.63103
2021-01-22,1.58093
2021-01-23,1.19683
2021-01-24,1.1022
2021-01-25,1.32208
2021-01-26,3.14517
2021-01-27,2.4382
2021-01-28,2.44934
2021-01-29,1.02983
2021-01-30,1.32765
2021-01-31,1.14395
2021-02-01,1.49187
2021-02-02,1.49187
2021-02-03,1.36383
2021-02-04,1.23302
2021-02-05,1.1523
2021-02-06,0.82665
2021-02-07,0.97973
2021-02-08,1.38332
2021-02-09,1.41393
2021-02-10,1.48352
2021-02-11,1.32487
2021-02-12,0.87675
2021-02-13,0.90737
2021-02-14,0.93242
2021-02-15,1.33043
2021-02-16,1.4362
2021-02-17,6.71342
2021-02-18,7.21721
2021-02-19,6.71342
2021-02-20,3.37341
2021-02-21,2.338
2021-02-22,6.92774
2021-02-23,25.26441
2021-02-24,17.04241
2021-02-25,4.35315
2021-02-26,18.98797
2021-02-27,5.73925
2021-02-28,3.95234
2021-03-01,3.72689
2021-03-02,3.11177
2021-03-03,3.18136
2021-03-04,8.39178
2021-03-05,11.19461
2021-03-06,3.15631
2021-03-07,2.40202
2021-03-08,5.22433
2021-03-09,6.5158
2021-03-10,4.09429
2021-03-11,2.83622
2021-03-12,2.59407
2021-03-13,1.67279
2021-03-14,2.42985
2021-03-15,3.41794
2021-03-16,2.61077
2021-03-17,6.88321
2021-03-18,7.28679
2021-03-19,3.84379
2021-03-20,1.42507
2021-03-21,1.44177
2021-03-22,2.44934
2021-03-23,2.01514
2021-03-24,1.95112
2021-03-25,1.67835
2021-03-26,1.09385
2021-03-27,0.86562
2021-03-28,0.80995
2021-03-29,1.36105
2021-03-30,1.3527
2021-03-31,1.56145
2021-04-01,1.14117
2021-04-02,0.96303
2021-04-03,0.835
2021-04-04,0.74036
2021-04-05,1.27755
2021-04-06,1.11333
2021-04-07,1.07437
2021-04-08,0.89067
2021-04-09,0.9352
2021-04-10,0.66243
2021-04-11,0.668
2021-04-12,0.8851
2021-04-13,0.7682
2021-04-14,0.89902
2021-04-15,1.002
2021-04-16,0.91572
2021-04-17,0.84892
2021-04-18,0.89345
2021-04-19,1.02983
2021-04-20,1.04375
2021-04-21,1.01592
2021-04-22,0.98808
2021-04-23,0.97695
2021-04-24,0.64016
2021-04-25,0.85727
2021-04-26,1.02427
2021-04-27,1.1523
2021-04-28,1.44455
2021-04-29,1.27477
2021-04-30,0.73758
2021-05-01,0.48151
2021-05-02,0.58171
2021-05-03,0.76541
2021-05-04,0.85727
2021-05-05,19.32197
2021-05-06,11.92663
2021-05-07,6.20964
2021-05-08,3.53484
2021-05-09,4.9126
2021-05-10,6.1317
2021-05-11,18.30605
2021-05-12,20.64128
2021-05-13,58.63671
2021-05-14,24.38488
2021-05-15,7.92974
2021-05-16,5.26052
2021-05-17,9.06535
2021-05-18,6.50745
2021-05-19,6.99732
2021-05-20,8.4224
2021-05-21,4.38655
2021-05-22,2.37419
2021-05-23,2.26285
2021-05-24,3.30939
2021-05-25,3.97739
2021-05-26,3.89668
2021-05-27,4.82353
2021-05-28,5.40803
2021-05-29,3.01436
2021-05-30,2.19605
2021-05-31,2.76664
2021-06-01,2.58851
2021-06-02,2.77499
2021-06-03,3.22867
2021-06-04,3.44299
2021-06-05,2.09029
2021-06-06,1.73124
2021-06-07,6.14562
2021-06-08,21.64606
2021-06-09,13.7859
2021-06-10,24.31251
2021-06-11,9.98663
2021-06-12,3.08672
2021-06-13,3.07559
2021-06-14,4.72055
2021-06-15,5.58338
2021-06-16,14.1533
2021-06-17,25.47873
2021-06-18,6.35715
2021-06-19,5.67523
2021-06-20,3.53206
2021-06-21,6.0148
2021-06-22,3.08672
2021-06-23,3.00601
2021-06-24,2.65809
2021-06-25,2.30182
2021-06-26,1.25807
2021-06-27,0.9519
2021-06-28,1.33043
2021-06-29,1.46403
2021-06-30,1.47795
2021-07-01,1.46403
2021-07-02,1.31095
2021-07-03,0.85448
2021-07-04,0.8684
2021-07-05,1.29425
2021-07-06,1.29147
2021-07-07,1.44177
2021-07-08,1.7201
2021-07-09,1.49187
2021-07-10,1.01313
2021-07-11,0.94355
2021-07-12,1.29703
2021-07-13,1.99844
2021-07-14,2.25172
2021-07-15,1.94834
2021-07-16,1.41115
2021-07-17,0.92407
2021-07-18,0.96025
2021-07-19,1.68114
2021-07-20,1.56145
2021-07-21,1.07993
2021-07-22,1.07715
2021-07-23,0.94633
2021-07-24,0.78768
2021-07-25,0.92685
2021-07-26,1.16622
2021-07-27,1.23023
2021-07-28,1.69227
2021-07-29,2.20719
2021-07-30,1.06045
2021-07-31,0.6847
2021-08-01,0.60398
2021-08-02,1.21075
2021-08-03,1.13282
2021-08-04,1.40837
2021-08-05,1.2525
2021-08-06,1.14117
2021-08-07,1.21353
2021-08-08,1.14117
2021-08-09,1.82587
2021-08-10,1.8704
2021-08-11,2.44099
2021-08-12,2.23224
2021-08-13,2.74716
2021-08-14,1.60598
2021-08-15,1.45012
2021-08-16,1.71175
2021-08-17,2.69149
2021-08-18,2.46882
2021-08-19,3.96626
2021-08-20,2.97261
2021-08-21,1.336
2021-08-22,1.51692
2021-08-23,2.07637
2021-08-24,1.96504
2021-08-25,2.73881
2021-08-26,10.08127
2021-08-27,6.00367
2021-08-28,2.75272
2021-08-29,1.5197
2021-08-30,1.94277
2021-08-31,1.44733
2021-09-01,1.34435
2021-09-02,1.24137
2021-09-03,1.2525
2021-09-04,0.8016
2021-09-05,0.7682
2021-09-06,0.97417
2021-09-07,1.837
2021-09-08,1.91772
2021-09-09,1.2024
2021-09-10,0.9018
2021-09-11,0.8016
2021-09-12,0.73201
2021-09-13,1.17178
2021-09-14,1.19127
2021-09-15,0.9185
2021-09-16,0.91015
2021-09-17,0.87397
2021-09-18,0.69861
2021-09-19,0.7014
2021-09-20,0.96303
2021-09-21,0.90458
2021-09-22,1.58372
2021-09-23,4.11099
2021-09-24,1.2859
2021-09-25,0.80995
2021-09-26,0.8016
2021-09-27,1.04097
2021-09-28,3.90224
2021-09-29,7.75161
2021-09-30,2.61634
2021-10-01,2.74159
2021-10-02,1.32765
2021-10-03,1.12725
2021-10-04,1.42507
2021-10-05,2.84736
2021-10-06,2.78612
2021-10-07,1.9205
2021-10-08,1.35827
2021-10-09,0.78768
2021-10-10,0.9018
2021-10-11,1.19962
2021-10-12,2.09307
2021-10-13,1.59763
2021-10-14,1.48073
2021-10-15,1.33043
2021-10-16,0.75428
2021-10-17,0.7014
2021-10-18,1.0688
2021-10-19,1.26363
2021-10-20,1.24415
2021-10-21,1.32208
2021-10-22,1.20518
2021-10-23,0.89345
2021-10-24,0.71531
2021-10-25,1.23023
2021-10-26,1.42785
2021-10-27,1.30538
2021-10-28,1.53362
2021-10-29,2.05967
2021-10-30,1.09385
2021-10-31,1.04653
2021-11-01,1.72567
2021-11-02,2.51336
2021-11-03,3.87441
2021-11-04,4.58695
2021-11-05,1.66722
2021-11-06,0.97417
2021-11-07,0.8016
2021-11-08,1.24972
2021-11-09,1.51135
2021-11-10,1.66722
2021-11-11,2.4883
2021-11-12,1.6199
2021-11-13,1.0855
2021-11-14,1.26085
2021-11-15,1.65608
2021-11-16,2.16544
2021-11-17,1.85927
2021-11-18,2.19049
2021-11-19,2.54954
2021-11-20,1.36383
2021-11-21,1.45568
2021-11-22,2.48274
2021-11-23,4.20285
2021-11-24,4.60643
2021-11-25,6.17902
2021-11-26,4.73168
2021-11-27,2.11255
2021-11-28,1.59763
2021-11-29,1.96504
2021-11-30,2.21554
2021-12-01,2.67201
2021-12-02,2.28234
2021-12-03,1.80639
2021-12-04,3.54041
2021-12-05,1.99844
2021-12-06,2.84179
2021-12-07,2.63304
2021-12-08,2.65809
2021-12-09,3.01436
2021-12-10,3.41516
2021-12-11,2.80839
2021-12-12,2.41872
2021-12-13,3.89389
2021-12-14,7.70986
2021-12-15,11.36717
2021-12-16,16.86985
2021-12-17,4.04698
2021-12-18,1.88989
2021-12-19,1.58928
2021-12-20,2.62747
2021-12-21,2.20997
2021-12-22,1.5865
2021-12-23,1.53918
2021-12-24,1.5865
2021-12-25,1.13282
2021-12-26,1.24972
2021-12-27,1.58928
2021-12-28,2.05967
2021-12-29,2.04575
2021-12-30,2.11534
2021-12-31,1.71454
2022-01-01,1.44455
2022-01-02,1.83422
2022-01-03,2.76664
2022-01-04,3.56546
2022-01-05,8.09953
2022-01-06,17.7466
2022-01-07,6.32932
2022-01-08,4.3448
2022-01-09,4.40046
2022-01-10,8.73135
2022-01-11,8.60053
2022-01-12,6.1484
2022-01-13,4.3615
2022-01-14,9.33533
2022-01-15,3.41516
2022-01-16,2.64974
2022-01-17,4.82075
2022-01-18,6.0482
2022-01-19,8.87886
2022-01-20,7.17824
2022-01-21,9.17668
2022-01-22,9.76675
2022-01-23,6.0983
2022-01-24,13.43798
2022-01-25,15.28891
2022-01-26,16.64996
2022-01-27,32.62914
2022-01-28,8.45858
2022-01-29,3.81874
2022-01-30,2.85571
2022-01-31,3.32052
2022-02-01,4.14439
2022-02-02,3.97461
2022-02-03,5.37185
2022-02-04,4.73725
2022-02-05,3.66844
2022-02-06,3.23702
2022-02-07,4.54798
2022-02-08,5.1798
2022-02-09,4.76508
2022-02-10,6.80249
2022-02-11,8.79258
2022-02-12,4.946
2022-02-13,3.20919
2022-02-14,5.16588
2022-02-15,4.96826
2022-02-16,5.6808
2022-02-17,5.82553
2022-02-18,3.53206
2022-02-19,2.60799
2022-02-20,2.63582
2022-02-21,3.68236
2022-02-22,3.58494
2022-02-23,3.78256
2022-02-24,5.72533
2022-02-25,5.21598
2022-02-26,3.26486
2022-02-27,2.62747
2022-02-28,3.50979
2022-03-01,4.32531
2022-03-02,6.08717
2022-03-03,8.16633
2022-03-04,4.59251
2022-03-05,2.71376
2022-03-06,2.4048
2022-03-07,4.4951
2022-03-08,4.4784
2022-03-09,2.71654
2022-03-10,6.63827
2022-03-11,8.04664
2022-03-12,5.25773
2022-03-13,6.97784
2022-03-14,12.73101
2022-03-15,22.09418
2022-03-16,48.15742
2022-03-17,66.17679
2022-03-18,7.59574
2022-03-19,3.62113
2022-03-20,3.33444
2022-03-21,4.11378
2022-03-22,5.22155
2022-03-23,4.74003
2022-03-24,3.67401
2022-03-25,3.39568
2022-03-26,2.47439
2022-03-27,2.4716
2022-03-28,3.77421
2022-03-29,3.95513
2022-03-30,3.73524
2022-03-31,3.85771
2022-04-01,3.54319
2022-04-02,2.20162
2022-04-03,2.32687
2022-04-04,3.45413
2022-04-05,3.90503
2022-04-06,6.35994
2022-04-07,9.64985
2022-04-08,4.64261
2022-04-09,3.01157
2022-04-10,3.26764
2022-04-11,6.43509
2022-04-12,9.49955
2022-04-13,6.47405
2022-04-14,8.21921
2022-04-15,6.05377
2022-04-16,2.53284
2022-04-17,2.69427
2022-04-18,5.33567
2022-04-19,5.42752
2022-04-20,4.57581
2022-04-21,4.58973
2022-04-22,7.93531
2022-04-23,5.18258
2022-04-24,3.61278
2022-04-25,9.27688
2022-04-26,5.84224
2022-04-27,8.09953
2022-04-28,5.76987
2022-04-29,5.38855
2022-04-30,4.32253
2022-05-01,5.20207
2022-05-02,9.28802
2022-05-03,14.70162
2022-05-04,26.62825
2022-05-05,44.92596
2022-05-06,15.12191
2022-05-07,3.74638
2022-05-08,3.46526
2022-05-09,6.26252
2022-05-10,7.08639
2022-05-11,5.62513
2022-05-12,8.21921
2022-05-13,4.3114
2022-05-14,2.27955
2022-05-15,2.4716
2022-05-16,3.67123
2022-05-17,3.73803
2022-05-18,4.09429
2022-05-19,3.72689
2022-05-20,2.92251
2022-05-21,2.34914
2022-05-22,2.00957
2022-05-23,3.18692
2022-05-24,4.13604
2022-05-25,4.10543
2022-05-26,7.35916
2022-05-27,4.08316
2022-05-28,2.54119
2022-05-29,2.17379
2022-05-30,3.90503
2022-05-31,3.36784
2022-06-01,2.91972
2022-06-02,3.76308
2022-06-03,3.93008
2022-06-04,2.32965
2022-06-05,1.68114
2022-06-06,2.50779
2022-06-07,4.24181
2022-06-08,4.02193
2022-06-09,4.3615
2022-06-10,5.41917
2022-06-11,4.45335
2022-06-12,4.29748
2022-06-13,13.1513
2022-06-14,23.48864
2022-06-15,57.57069
2022-06-16,100.0
2022-06-17,12.94255
2022-06-18,5.1798
2022-06-19,4.00801
2022-06-20,6.81362
2022-06-21,4.99888
2022-06-22,5.03785
2022-06-23,5.17423
2022-06-24,3.98574
2022-06-25,2.85292
2022-06-26,2.56624
2022-06-27,4.4617
2022-06-28,3.90781
2022-06-29,3.68236
2022-06-30,3.89668
2022-07-01,3.83544
2022-07-02,2.43264
2022-07-03,2.33244
2022-07-04,4.52015
2022-07-05,4.85971
2022-07-06,4.58138
2022-07-07,5.43308
2022-07-08,4.77065
2022-07-09,2.67757
2022-07-10,4.08316
2022-07-11,6.20964
2022-07-12,11.33656
2022-07-13,18.5148
2022-07-14,15.06067
2022-07-15,9.32698
2022-07-16,4.13048
2022-07-17,3.87998
2022-07-18,8.21086
2022-07-19,6.92774
2022-07-20,7.87408
2022-07-21,8.49755
2022-07-22,8.6061
2022-07-23,4.52293
2022-07-24,4.43665
2022-07-25,12.50556
2022-07-26,16.78078
2022-07-27,29.46726
2022-07-28,57.90748
2022-07-29,6.25695
2022-07-30,2.2712
2022-07-31,1.74515
2022-08-01,2.49944
2022-08-02,2.06802
2022-08-03,2.29069
2022-08-04,2.44377
2022-08-05,2.3547
2022-08-06,2.03184
2022-08-07,2.08194
2022-08-08,3.00601
2022-08-09,2.69706
2022-08-10,3.41238
2022-08-11,3.43464
2022-08-12,2.37975
2022-08-13,1.80082
2022-08-14,1.62268
2022-08-15,2.12369
2022-08-16,3.32887
2022-08-17,3.38454
2022-08-18,4.2613
2022-08-19,4.99053
2022-08-20,2.99487
2022-08-21,2.53006
2022-08-22,5.95914
2022-08-23,6.05099
2022-08-24,4.52571
2022-08-25,8.23313
2022-08-26,5.7142
2022-08-27,6.91382
2022-08-28,3.22867
2022-08-29,6.55755
2022-08-30,4.00244
2022-08-31,3.48196
2022-09-01,4.27243
2022-09-02,3.63783
2022-09-03,2.56346
2022-09-04,2.24894
2022-09-05,4.32253
2022-09-06,4.09429
2022-09-07,7.14206
2022-09-08,5.81997
2022-09-09,4.01358
2022-09-10,2.66644
2022-09-11,2.64974
2022-09-12,3.68236
2022-09-13,9.0737
2022-09-14,14.41494
2022-09-15,9.54687
2022-09-16,10.04787
2022-09-17,4.68715
2022-09-18,4.90146
2022-09-19,16.29091
2022-09-20,18.76809
2022-09-21,53.30104
2022-09-22,77.47995
2022-09-23,10.11745
2022-09-24,3.87163
2022-09-25,3.28991
2022-09-26,7.33967
2022-09-27,5.2967
2022-09-28,6.2486
2022-09-29,4.36706
2022-09-30,3.89946
2022-10-01,2.29625
2022-10-02,1.95669
2022-10-03,2.47995
2022-10-04,4.82353
2022-10-05,4.779
2022-10-06,4.35593
2022-10-07,3.46526
2022-10-08,2.29904
2022-10-09,1.89824
2022-10-10,2.76386
2022-10-11,5.81718
2022-10-12,8.8065
2022-10-13,6.98619
2022-10-14,5.98697
2022-10-15,2.86127
2022-10-16,2.58851
2022-10-17,4.93765
2022-10-18,5.0128
2022-10-19,5.00445
2022-10-20,4.5452
2022-10-21,4.02749
2022-10-22,3.24259
2022-10-23,2.89746
2022-10-24,5.02115
2022-10-25,5.49432
2022-10-26,5.66132
2022-10-27,5.63905
2022-10-28,6.20129
2022-10-29,3.86884
2022-10-30,2.80561
2022-10-31,7.61244
2022-11-01,11.88488
2022-11-02,18.83489
2022-11-03,29.59251
2022-11-04,5.12692
2022-11-05,1.98174
2022-11-06,2.1042
2022-11-07,3.35393
2022-11-08,3.32609
2022-11-09,3.53484
2022-11-10,3.42351
2022-11-11,4.21398
2022-11-12,2.02349
2022-11-13,1.78969
2022-11-14,3.01992
2022-11-15,2.88354
2022-11-16,2.65531
2022-11-17,2.88632
2022-11-18,2.78056
2022-11-19,1.54753
2022-11-20,1.75629
2022-11-21,3.26207
2022-11-22,3.35949
2022-11-23,3.60164
2022-11-24,5.83389
2022-11-25,2.93921
2022-11-26,1.60042
2022-11-27,1.60042
2022-11-28,3.13126
2022-11-29,3.24537
2022-11-30,3.26207
2022-12-01,3.45413
2022-12-02,2.57737
2022-12-03,1.46403
2022-12-04,1.70897
2022-12-05,3.01992
2022-12-06,5.1631
2022-12-07,4.35036
2022-12-08,3.66009
2022-12-09,3.07281
2022-12-10,2.338
2022-12-11,2.26285
2022-12-12,5.65018
2022-12-13,7.83789
2022-12-14,11.77911
2022-12-15,19.95379
2022-12-16,4.08038
2022-12-17,1.69505
2022-12-18,1.60042
2022-12-19,2.01235
2022-12-20,2.3046
2022-12-21,1.92607
2022-12-22,1.72567
2022-12-23,1.68949
2022-12-24,1.04653
2022-12-25,1.0521
2022-12-26,1.70897
2022-12-27,1.88989
2022-12-28,1.91772
2022-12-29,1.88989
2022-12-30,1.52527
2022-12-31,1.10777
2023-01-01,1.50022
2023-01-02,2.50222
2023-01-03,2.37419
2023-01-04,2.39924
2023-01-05,2.83622
2023-01-06,2.20719
2023-01-07,1.59485
2023-01-08,1.83979
2023-01-09,3.22589
2023-01-10,3.12291
2023-01-11,3.02271
2023-01-12,3.18971
2023-01-13,5.95079
2023-01-14,2.67201
2023-01-15,1.63938
2023-01-16,2.66922
2023-01-17,2.36305
2023-01-18,2.24894
2023-01-19,2.41315
2023-01-20,2.11812
2023-01-21,1.31373
2023-01-22,1.27477
2023-01-23,1.44733
2023-01-24,2.07915
2023-01-25,2.85571
2023-01-26,2.99487
2023-01-27,2.98374
2023-01-28,1.92885
2023-01-29,1.82309
2023-01-30,4.57303
2023-01-31,5.25773
2023-02-01,8.7731
2023-02-02,15.87341
2023-02-03,2.36305
2023-02-04,1.45847
2023-02-05,1.22467
2023-02-06,1.8537
2023-02-07,1.98174
2023-02-08,2.1209
2023-02-09,1.5531
2023-02-10,1.85927
2023-02-11,1.1189
2023-02-12,1.26642
2023-02-13,1.88432
2023-02-14,2.26007
2023-02-15,3.26207
2023-02-16,2.27677
2023-02-17,3.47083
2023-02-18,2.11812
2023-02-19,2.06524
2023-02-20,2.77221
2023-02-21,2.91416
2023-02-22,5.81997
2023-02-23,7.30627
2023-02-24,3.25929
2023-02-25,2.66087
2023-02-26,1.88989
2023-02-27,3.22867
2023-02-28,2.79447
2023-03-01,2.33522
2023-03-02,3.39011
2023-03-03,3.29547
2023-03-04,2.1042
2023-03-05,2.04019
2023-03-06,3.27042
2023-03-07,3.14239
2023-03-08,7.42874
2023-03-09,4.58973
2023-03-10,4.75951
2023-03-11,3.42073
2023-03-12,3.20362
2023-03-13,5.6474
2023-03-14,5.48875
2023-03-15,4.30305
2023-03-16,3.89946
2023-03-17,5.2633
2023-03-18,2.47995
2023-03-19,2.46047
2023-03-20,4.88476
2023-03-21,6.76909
2023-03-22,10.58227
2023-03-23,19.02415
2023-03-24,2.51614
2023-03-25,1.20518
2023-03-26,0.96025
2023-03-27,1.32487
2023-03-28,1.22467
2023-03-29,1.21353
2023-03-30,1.13003
2023-03-31,1.08272
2023-04-01,0.74593
2023-04-02,0.75428
2023-04-03,1.21075
2023-04-04,1.16622
2023-04-05,1.41672
2023-04-06,1.42507
2023-04-07,1.3527
2023-04-08,0.94912
2023-04-09,0.90458
2023-04-10,1.61155
2023-04-11,2.56346
2023-04-12,2.08194
2023-04-13,1.87319
2023-04-14,1.25807
2023-04-15,1.03262
2023-04-16,1.18848
2023-04-17,1.75072
2023-04-18,2.60242
2023-04-19,1.91772
2023-04-20,1.68392
2023-04-21,1.72289
2023-04-22,0.89067
2023-04-23,0.86562
2023-04-24,1.78412
2023-04-25,1.94277
2023-04-26,1.96782
2023-04-27,1.8871
2023-04-28,2.15709
2023-04-29,1.34713
2023-04-30,1.24415
2023-05-01,2.3714
2023-05-02,4.4617
2023-05-03,9.55522
2023-05-04,15.40024
2023-05-05,2.02349
2023-05-06,1.15508
2023-05-07,1.02427
2023-05-08,1.56145
2023-05-09,1.10777
2023-05-10,1.27755
2023-05-11,1.17178
2023-05-12,0.90458
2023-05-13,0.74315
2023-05-14,0.69026
2023-05-15,1.0354
2023-05-16,1.19127
2023-05-17,1.1356
2023-05-18,1.26363
2023-05-19,1.71175
2023-05-20,0.94077
2023-05-21,0.79603
2023-05-22,1.34157
2023-05-23,1.39445
2023-05-24,1.2525
2023-05-25,2.00957
2023-05-26,1.63382
2023-05-27,1.69227
2023-05-28,1.47238
2023-05-29,2.03462
2023-05-30,3.12291
2023-05-31,3.20919
